SNP,Chr,Pos,Effect,SE,ADE17_GIS2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
36,1,45634,-0.0843022231997388,0.108577528741501,0.438018467556867
37,1,51248,0.0343393634938292,0.0705497847602923,0.626745054219999
38,1,51462,0.0245840732231223,0.0706570390098516,0.728096209282615
39,1,52124,-0.0548045444844342,0.0705131477821387,0.437546878152577
40,1,52667,-0.0502886882478827,0.0704094953341869,0.475555971166399
41,1,55470,-0.072077017992519,0.0722761333978684,0.319328662254603
42,1,59265,0.0145553387908196,0.0704205451960719,0.836369845964725
43,1,60165,-0.0228614720140883,0.0703610680482783,0.745436741990124
44,1,62308,-0.0712286531739066,0.0701918891215207,0.310910294971598
45,1,62869,-0.0733419541035624,0.0701768812578926,0.296691250297742
46,1,65431,-0.132687773912125,0.0730655487750772,0.0702170093473528
47,1,65451,-0.0876493594797806,0.0722146974404784,0.225661150444491
48,1,65719,-0.0507618974382117,0.0754151374195436,0.501324353747282
49,1,66841,-0.0619811369379493,0.0702410658284517,0.378157784482883
50,1,66948,-0.0487482803586014,0.0707024523218319,0.49097108654095
51,1,68621,0.00205256408003296,0.0705582961649735,0.976808987819914
52,1,69417,0.00673636342018313,0.0703706752264539,0.923791831150111
53,1,69820,-0.524980998696453,0.273944840860718,0.0561246707947825
54,1,69821,-0.113362398627599,0.170747466681644,0.507175878050048
55,1,70906,-0.0960869805876658,0.112927993652214,0.395418663436384
56,1,74327,-0.108055296972651,0.0705243720337394,0.12637627498992
57,1,74572,-0.102998772359591,0.0703568516093153,0.14409807529279
58,1,75211,-0.109479037722144,0.0702000413995727,0.119767147773265
59,1,76030,-0.0618190681736753,0.0703645753795134,0.380240839008873
60,1,80108,-0.156090519935588,0.0699330594946561,0.026242048050606
61,1,81262,-0.116038790678783,0.0701267395905257,0.098873954738124
62,1,81999,-0.0655602392626393,0.0704837827327981,0.352930914627151
63,1,82431,-0.0701445634943941,0.0708058061642653,0.322529613080098
64,1,83284,-0.0246752547497696,0.070375952793348,0.726082180691497
65,1,83613,-0.0204239032501678,0.0703720543516081,0.771812638800359
66,1,84112,-0.0281582151936954,0.0703722490560159,0.689301046644747
67,1,84701,-0.0749775876914837,0.0752678291968327,0.319862578983295
68,1,84858,-0.046049988061228,0.070544297478818,0.514322263516117
69,1,85751,-0.0415348072455346,0.0708425095835635,0.558050117058503
70,1,87445,-0.0114652306270676,0.071024201318994,0.871849376601326
71,1,87467,0.00340117897157508,0.0713984219723149,0.962032791574081
72,1,89070,-0.0431366236392831,0.0709146328683907,0.543386695333725
73,1,89616,-0.0277033003469901,0.0705546988680518,0.694815016765077
74,1,89679,-0.0442729643873871,0.0705396935907937,0.530650865902528
75,1,89880,-0.0365622569433966,0.0705700981309908,0.604714160962884
76,1,91472,-0.0586744701897664,0.0710523527852751,0.409479796859494
77,1,93789,-0.0567103675409453,0.0703234591202002,0.420542655006204
78,1,94351,-0.0270800780198322,0.0705587357651903,0.701361578329673
79,1,99148,-0.0386468463124017,0.0703581443008888,0.583155492278267
80,1,101281,1.13528383383561,0.767441643283482,0.139949393630911
81,1,106011,-0.0431022043473075,0.0733218358352115,0.557009180677651
82,1,106800,-0.0487993696909018,0.070435279252735,0.488874502054348
83,1,107970,-0.00954970252666934,0.0702724971185521,0.891981508334803
84,1,109000,0.00139044879356114,0.07039814349341,0.984252995019443
85,1,112549,0.0407601839537414,0.0702850178024397,0.562333761956793
86,1,112742,0.0129702358111096,0.0705890766709994,0.854320716070767
87,1,113050,-0.00351065110745341,0.0704734477874804,0.960297802994044
88,1,113135,0.0157208714707341,0.0702892150299978,0.823151412635431
89,1,114076,0.0526716950803082,0.0702382705610926,0.453814289084441
90,1,114628,0.0489672274308869,0.0704238170339804,0.487311007357979
91,1,116283,0.0344691932012449,0.0708402330980243,0.626860429536793
92,1,126880,-3.09931361862549,1.31933843582537,0.0193673594512267
93,1,127853,0.0183065156059468,0.0707253331858478,0.795909882247552
94,1,128302,0.0393275685766127,0.0704292534197444,0.576926504702174
95,1,128704,0.0509618297211765,0.0704783142692387,0.47010633426927
96,1,128911,0.0411157802061448,0.070504342042356,0.560153496913506
97,1,130267,-0.0654168626146247,0.0704188356256543,0.353540328016602
98,1,130271,-0.0687528721371025,0.0704936248574034,0.330076251652716
99,1,130613,-0.112841842877904,0.0709945941145774,0.112855655375763
100,1,132012,-0.0382209892452508,0.0710678450887526,0.591047203199297
101,1,133231,-0.0496483565418573,0.0705429757057345,0.48201945831668
102,1,137074,-0.0340563173675787,0.0704687462671105,0.629194722632348
103,1,137304,-0.0577848220134053,0.0704494546664907,0.412637977847883
104,1,139686,-0.0695496228844223,0.0705121261401572,0.324637055829715
105,1,149562,-0.0555566830677589,0.0707085077742707,0.432561968374502
106,1,150447,-0.0238690240226221,0.0715440342482726,0.738859104865669
107,1,151446,-0.0345192888836161,0.143740026852359,0.810352716701219
108,1,154084,-0.0428946163939439,0.0717400629542342,0.55027858880815
109,1,156633,-0.0509643364989258,0.0727098448197496,0.483809973089222
110,1,157269,-0.051730786347722,0.0704198893090599,0.46306793667618
111,1,160054,-0.0622121861071061,0.071066153957079,0.381944861277209
112,1,166222,-0.0676378376201082,0.0705252368478716,0.338185616059818
113,1,166416,-0.0606766571467019,0.0703996600464528,0.389333984362978
114,1,167326,-0.0747814137592329,0.0707623148554378,0.291326851863256
115,1,168836,-0.094514943669194,0.0703586885843205,0.180028060046377
116,1,171200,-0.102288952140641,0.0704338330795647,0.147314747737157
117,1,171431,-0.0936268437199477,0.0709100811682947,0.187570261549209
118,1,173339,-0.113108187235987,0.0702747739611216,0.108398011921487
119,1,173845,-0.105338359247078,0.0702503227607552,0.134645131329165
120,1,175121,-0.105629367821781,0.0701089073577027,0.132795525225665
121,1,175281,-0.101583751988644,0.0701858014863809,0.148685068488792
122,1,175315,-0.106284151269862,0.0701438491549045,0.130608751377282
123,1,175523,-0.105978508808475,0.0705451607304853,0.13391909555133
124,1,175541,-0.104226744344903,0.0702628310465974,0.138864738632537
125,1,175653,-0.104224903634989,0.0704865570163793,0.140125794539036
126,1,175805,-0.101317367916609,0.0745086679401754,0.174759048285861
127,1,175818,-0.087548782297059,0.0728384297795693,0.230185246427517
128,1,175856,-0.0966183419449895,0.0716875445804104,0.178596592212347
129,1,175876,-0.10000663535473,0.0705698551359416,0.157326987899452
130,1,175989,-0.110187591966755,0.0707295040815165,0.120159389079177
131,1,176001,-0.108950678227757,0.0711059797153481,0.126361498636209
132,1,176451,-0.0764126578832869,0.0720849669562769,0.289852992039707
133,1,177692,-0.0806203582897204,0.0702406427862547,0.25183927755385
134,1,178191,-0.0877021117626392,0.0702866282905056,0.212939431068413
135,1,178224,-0.0806203582897204,0.0702406427862547,0.25183927755385
136,1,178960,-0.109123934459036,0.0706954514100862,0.123586597030156
137,1,179139,-0.169250565692469,0.14029948707182,0.228489663852708
138,1,179139,-0.509248679682706,0.281848562901881,0.071642249113435
139,1,180955,-0.0353271962971047,0.0814392103701112,0.664708770011019
140,1,183802,-0.0618354629158242,0.0703034559900002,0.379701039641947
141,1,183954,-0.0576533687874153,0.0708263973141501,0.4161881948669
142,1,184450,-0.0553359927681169,0.0702103822949721,0.431140568525467
143,1,184641,-0.0127644815037118,0.0723139108783592,0.859990682554021
144,1,184718,-0.0373099746700871,0.070643491522715,0.597730865082387
145,1,185296,-0.0463771797206235,0.0703282833853547,0.510044176328156
146,1,185438,-0.0673273212977225,0.0702836172529535,0.338749826713855
147,1,185469,-0.0656432792865457,0.0703898203288587,0.351680569046313
148,1,185503,-0.0500520725593745,0.0702436969926023,0.476595621942248
149,1,185705,-0.064346762063653,0.0709972731055755,0.365380898461276
150,1,185749,-0.06207576724145,0.0710030007590038,0.38256583634432
151,1,185806,-0.0836664601572985,0.0710352980133944,0.239663687924048
152,1,185879,-0.0570697448185425,0.0714541330540728,0.425006860371468
153,1,185916,-0.0491105053505542,0.0714383344784884,0.492248655643763
154,1,185941,-0.0417689898164016,0.0717631158561917,0.560911401419577
155,1,185954,-0.0401440818623591,0.0719755155878971,0.577371120005754
156,1,186055,-0.0682528935883529,0.0704765415794813,0.333483534970504
157,1,186896,-0.0732714816048312,0.0716209810635598,0.306987176922027
158,1,187697,-0.0357805842185046,0.146268410376221,0.806890659496369
159,1,189392,0.110474633850361,0.146930136044712,0.452620960676897
160,1,189416,0.280650119804294,0.14145539639556,0.0480279291630461
161,1,190132,0.152365890539208,0.0701927084997225,0.0306214055439073
162,1,190148,0.159446933193703,0.0701696054424172,0.0236688373208858
163,1,190165,0.163950882552603,0.0706874811917714,0.0209447765819598
164,1,190169,0.157617548323603,0.0706388375600739,0.026287683542139
165,1,190933,0.140979782201202,0.0701582577420205,0.0452497330002539
166,1,192149,0.191768309227206,0.0703991779707383,0.00677014477793183
167,1,192302,-0.0703265970681097,0.0938507901253253,0.45414850456945
168,1,192303,-0.00956172798906296,0.0848023725164903,0.91029041635984
169,1,192305,-0.0754597054234747,0.0880346775761536,0.391938625698447
170,1,192315,-0.0774900847433857,0.0998863122611794,0.438396657153886
171,1,192795,0.116568463091857,0.0701509789426912,0.0974647608194971
172,1,194020,0.0810593020338482,0.074052985341027,0.274432880978669
173,1,194187,0.110068253810115,0.0702392661316466,0.11799958565343
174,1,194867,0.0685399600204179,0.0703502737572175,0.330591062370096
175,1,197325,0.0533332133718705,0.0721079011639615,0.46001571851389
176,1,197392,0.0419956940646304,0.073057154394937,0.565770130785573
177,1,198857,0.0282653967488677,0.337779424601415,0.933358258090837
178,1,206666,-0.0159399650906549,0.0792215890019625,0.840652340407184
179,1,206675,0.034493327108013,0.103129146351258,0.738225595735428
180,1,223051,-0.0562980932343048,0.0815808235632957,0.490591166330833
181,1,223059,-0.0814009798887751,0.0846592141012015,0.336952177884884
182,2,7366,0.098467376118367,0.102036339961321,0.335194119074946
183,2,8180,0.00891689677530927,0.140667130604403,0.949491787418715
184,2,8187,0.0476911314890316,0.146258782508413,0.744561869223401
185,2,8250,0.00152606868599747,0.144116568190655,0.991557238560911
186,2,8253,0.00447277046219696,0.144116394456562,0.975258513016007
187,2,8285,0.040102930495148,0.0781043156615728,0.607955372231043
188,2,8302,-0.00323539129863237,0.0731377144018039,0.964740521187547
189,2,8306,-0.00323539129863237,0.0731377144018039,0.964740521187547
190,2,8314,-0.0026001567470624,0.0716374022660325,0.971066793277899
191,2,8317,-0.00508652112968144,0.0732708087757131,0.944693948692141
192,2,8328,-0.00486932666970719,0.0729430443733429,0.94681439018173
193,2,8331,-0.00146739496183668,0.072806330694342,0.983931294832559
194,2,8498,-0.00100974741149262,0.0715326000989591,0.988745485587418
195,2,8651,0.0109948783173142,0.0715972049891483,0.878039895422934
196,2,9418,0.00260468684068282,0.182096415870429,0.988595618033274
197,2,9812,-0.00686509714881545,0.0720240996826944,0.924117388956024
198,2,9932,-0.0181863276393454,0.0717346241116479,0.800012212702957
199,2,10135,-0.0286159048987079,0.0714501801797576,0.689029449536321
200,2,11616,-0.00344056895129852,0.0713903214484065,0.961589067711134
201,2,12133,-0.0114324186972744,0.071671782681122,0.873357729028582
202,2,12194,-0.00709496764191331,0.0719505321508686,0.921504720463227
203,2,12359,-0.014382109882867,0.0717370704773198,0.841217796895503
204,2,13061,-0.0170970801451279,0.0717301029529937,0.811745673765021
205,2,14298,-0.0208023135442179,0.071953660960801,0.772669139817082
206,2,15222,-0.0161334922946798,0.0726588399899179,0.824407683934141
207,2,17986,0.0181950601873156,0.071383987580877,0.798956538962253
208,2,19770,-0.0287523695327527,0.071867854157899,0.689344926576437
209,2,19836,-0.0354904936380805,0.0716617630100843,0.620731743280616
210,2,19851,-0.025837360164602,0.0718833900461728,0.719485091288842
211,2,21595,-0.0254838572532733,0.0715867479558837,0.722063939209476
212,2,22385,-0.00587776974755738,0.0716666632593546,0.934680953940298
213,2,23441,0.0155247398018157,0.0723587004598975,0.830240121782933
214,2,24209,-0.00333416801981734,0.0717673505209524,0.962971475218231
215,2,24341,0.00328761264213784,0.0719371098101646,0.963574245217178
216,2,26815,0.00226117559072481,0.0718510162856813,0.974912234782372
217,2,28209,0.00397368255274971,0.0718749830113825,0.955941867834177
218,2,28695,-0.0446577388388276,0.0750517686459478,0.552207453150665
219,2,35849,0.203677575121116,0.769740439316308,0.791467790156586
220,2,35850,0.444113582210422,0.941203501919152,0.637320300691707
221,2,41245,0.00656998532249187,0.0715987425851075,0.926939835537434
222,2,43214,0.0238202768409338,0.0727493788493993,0.743537313257872
223,2,47104,-0.0272506601352883,0.0707171722311948,0.700212335255162
224,2,50915,-0.00331382944542247,0.0714267884239644,0.963021839997268
225,2,55834,-0.01025050404469,0.0710948613975249,0.885440089169007
226,2,56422,-0.0178811656629352,0.071217703079438,0.801900247824451
227,2,57715,-0.00766893141547687,0.0709881029986049,0.914032303430927
228,2,59046,0.00172048930783109,0.0713483316831622,0.980775350230629
229,2,59191,0.00573430437404215,0.0709392179069641,0.935619737075984
230,2,59383,0.00882944914565809,0.0709587480105639,0.90104506486515
231,2,59477,0.0110288195862655,0.0720256031144202,0.87838829705298
232,2,59755,0.0907343703885291,0.161763036739526,0.575215317855319
233,2,60471,0.0180371502239127,0.0710493910910423,0.79974551999378
234,2,60478,0.0198120605790721,0.0711291441324724,0.78076366480612
235,2,60786,0.0268066774660078,0.0710056585205894,0.706007585098493
236,2,61035,0.0227417287973573,0.0710045534681568,0.748941416056516
237,2,61071,0.0179716309920996,0.0706862464148848,0.799454253300714
238,2,61675,0.00775984624904469,0.0708950337130562,0.912903468012976
239,2,62776,-0.0238214738143451,0.0739874108962077,0.74766859014014
240,2,62939,-0.00408272798110176,0.0707733561132174,0.954030303321825
241,2,63527,0.0033142107746752,0.071039132477105,0.962815923665023
242,2,63857,-0.0187387610993135,0.0710488766966772,0.792130583665918
243,2,65527,-0.0444391026787596,0.0707821086126959,0.530521507821186
244,2,67007,-0.0228940899172942,0.0779645264239706,0.769199828611052
245,2,67023,-0.0789786026981814,0.161190886904923,0.624459919217579
246,2,67024,-0.027597073797196,0.161828442253665,0.86468876082925
247,2,67976,-0.0336367854911383,0.0718193779241798,0.639821588974764
248,2,69628,-0.00011720228705403,0.0730318501549552,0.998720453466922
249,2,71825,0.121218751714541,0.141076594619512,0.390790843650202
250,2,72389,0.135617052906018,0.0710328479655975,0.0570447585767899
251,2,72392,0.0830179737519144,0.0717482149619735,0.248024614002059
252,2,73646,0.0877654132367714,0.0702552554747252,0.212406388356849
253,2,74564,0.057917497778912,0.0702044838603134,0.409938438750501
254,2,74739,0.0298509516307282,0.0704852849409481,0.67218393250965
255,2,79931,0.123235438324945,0.0791954774323803,0.120582310785404
256,2,80748,0.0978130191654515,0.0731388170757179,0.181965820325036
257,2,80873,0.103700541653799,0.0704555342391084,0.141950169503589
258,2,81501,0.107606026297339,0.0704271280905251,0.127431419796321
259,2,83526,0.0905216815558459,0.0703853035805568,0.199255339134399
260,2,83845,0.0817644591742366,0.0704828357694023,0.246807559214143
261,2,84412,0.173189953402819,0.177723746496213,0.330480773042861
262,2,84412,0.0583689207903975,0.0890606641865752,0.512647522643223
263,2,84447,0.103589925930864,0.0713058241741767,0.14717997334072
264,2,87391,0.0990751894729941,0.0701071973061913,0.158479344521102
265,2,87562,0.106386411275663,0.0702553354634543,0.130849094239318
266,2,87849,0.105008979966708,0.070254509331442,0.135887744339815
267,2,87878,0.111800297733101,0.0705287443193747,0.113822304620485
268,2,88125,0.137312974787777,0.07836735629768,0.0806127477882678
269,2,89785,0.101951681783712,0.0705789219207898,0.149483681262503
270,2,93441,0.0804608671044123,0.0727744799184822,0.269644299071766
271,2,93588,0.0643344465009834,0.0753823743035102,0.393993250560792
272,2,93721,0.05684426455226,0.070508573068139,0.42066825309768
273,2,93952,0.0646789907762991,0.0702873357815666,0.358092317219352
274,2,95085,0.0325327921194958,0.0704485263461137,0.644512640852963
275,2,103188,-0.0336964895031661,0.0721581933738492,0.64080172501306
276,2,107124,0.0164169899341153,0.0704994450664907,0.815999694026877
277,2,111645,0.0204073955698376,0.0705416482760332,0.772524932365945
278,2,111916,0.0206475944355612,0.0707077664205218,0.770448143774058
279,2,111931,0.028641456146807,0.0708080306156005,0.686094125915473
280,2,111999,0.0305267299679116,0.0705513981873295,0.665505813526244
281,2,114528,0.0596075815319778,0.0709052642719524,0.401104634373676
282,2,116024,0.0660059546716189,0.071058176762059,0.353575547526837
283,2,119244,0.113339920743191,0.0773042915521451,0.143496816856788
284,2,119246,0.14568753317565,0.07798185982166,0.0625591720169506
285,2,119247,0.143444171662505,0.0785621552866352,0.0687147097636362
286,2,120090,0.0795770931108667,0.0707372977067556,0.26136754238141
287,2,120291,0.0735028452637748,0.0715675183240455,0.305103939136774
288,2,120726,0.084342677566372,0.071118718895463,0.236442836148583
289,2,121716,0.104792784756041,0.0709604619838357,0.140626930083647
290,2,123100,0.0746018175160192,0.0711668300562248,0.295232932916826
291,2,124677,-0.00563911075693069,0.071178692210914,0.936898787749583
292,2,127636,-0.054670388685693,0.089978912185765,0.543849345847088
293,2,127887,-0.0186719397630281,0.0716604552057756,0.794582782278582
294,2,128935,-0.0062727916955414,0.0715988180918854,0.930236117721241
295,2,129053,-0.0265991022816543,0.0718035901479597,0.711274982290804
296,2,130040,-0.0315994444749645,0.0722363084550511,0.662055837349234
297,2,130976,-0.0395838559764852,0.0716363715901787,0.580910026643495
298,2,132199,0.000406977998063773,0.0719995086775708,0.995493165948398
299,2,133355,0.0108424718786416,0.0724842600277884,0.881178406096195
300,2,133435,0.00280752589107858,0.0726430421596843,0.969192686886067
301,2,133943,-0.00275689292722162,0.0850490346315278,0.974159153720562
302,2,135183,0.0184768105392965,0.0726767763222127,0.799463842998704
303,2,135402,0.033451369884381,0.0726506369538876,0.645482843500992
304,2,135898,0.00390542043961628,0.0730575634276522,0.957398223327523
305,2,135912,0.00669463919788005,0.0731109545564385,0.927093050322747
306,2,135925,0.00423450432134254,0.0727802824733116,0.953636558196286
307,2,136002,0.0066219063699221,0.072725320805049,0.927501602029749
308,2,136173,-0.0031744314612967,0.0732405066438783,0.965452966679338
309,2,138209,0.00175698581130268,0.0753884610120724,0.981419540950191
310,2,138318,-0.0104928320542523,0.0751722297633901,0.889068375750126
311,2,138695,-0.0163141091226799,0.0738807592085235,0.825362784151607
312,2,138818,-0.0193880993734865,0.073743146412238,0.792770312407749
313,2,139728,-0.0172283502030359,0.07361243807527,0.8150885973432
314,2,140174,-0.00955818517200901,0.0736163913194106,0.896768762957785
315,2,140863,0.0177351563171047,0.0735823170644893,0.809675899807695
316,2,141152,-0.0103011294525472,0.0737936245512171,0.889060581324694
317,2,141292,-0.00992103077567985,0.0732631564982233,0.892359865714601
318,2,141545,-0.0284775812041567,0.0736063489532403,0.699070562621256
319,2,145823,0.0147802306512892,0.0764247637205935,0.846760209889403
320,2,145934,-0.0273968751109712,0.125922067750443,0.827889798918124
321,2,145980,0.0293900451624822,0.0771177613512234,0.703353824841674
322,2,146723,0.0433936289875416,0.0734528609142728,0.555053656103327
323,2,147946,-0.00060001767820328,0.0741623416118019,0.993549277660985
324,2,150394,-0.0255586078930741,0.0807767677380713,0.75187805806188
325,2,151274,-0.049837336479456,0.126526075157295,0.693900188570523
326,2,151397,-0.0664792566920689,0.0742635084961768,0.371300505901471
327,2,153035,0.00251505443339806,0.0735382792630857,0.972736505813032
328,2,153228,-0.0246345830093069,0.074063402601391,0.739622514234709
329,2,153455,-0.035038548668175,0.0746107985173891,0.638918156874252
330,2,153732,-0.0153156241987634,0.0771599625162493,0.842774521445729
331,2,153815,-0.00789306259484346,0.0743465669134152,0.91551111206931
332,2,154160,-0.0173740612885271,0.0735629387754227,0.813430329673926
333,2,154235,-0.0340990997356379,0.0742812219314635,0.646477849867009
334,2,155527,-0.0429608686652729,0.0806154147969453,0.59443027442396
335,2,159870,-0.0375265469854232,0.0723991743114628,0.604553903442145
336,2,161229,-0.0113578718815224,0.0735359163516291,0.877340524400078
337,2,161451,-0.00999455813629524,0.157465069666105,0.949426907917374
338,2,161451,-0.0350174906002065,0.15795990267778,0.824686558653658
339,2,162696,0.0530981570482546,0.0731674211973414,0.468498859137078
340,2,163284,0.0216956449896842,0.0722424614320203,0.764112088958435
341,2,164166,0.0425192041154852,0.0728874223124257,0.560027206777273
342,2,165270,0.0593936911056614,0.072240157725108,0.411535132556868
343,2,165675,0.0366748425543867,0.0734783790088941,0.618002746574384
344,2,166404,-0.0332552356402998,0.19049399524029,0.861514719871649
345,2,168012,0.0498392942787054,0.0888110274996666,0.575028426192149
346,2,168062,0.0645424070791578,0.0727627606496792,0.375669225190866
347,2,168518,0.0545747253847186,0.0723684489176331,0.451278001315904
348,2,168980,0.0390745123307137,0.0723624557457647,0.589549081429918
349,2,169651,0.0270298228379398,0.072412430382224,0.709167088820978
350,2,169902,0.205456585075397,0.120564452579953,0.0892382048193246
351,2,169960,-0.0928022874503958,0.11265423672885,0.410620887990002
352,2,170725,-0.00185786560688428,0.0725555772117779,0.979585986858231
353,2,171254,-0.0485689744349586,0.0726270684921723,0.504095364697142
354,2,172242,0.0269623760279408,0.0717996745018939,0.707497642641813
355,2,173254,0.0085841365551278,0.0712622427011654,0.904188554323826
356,2,173340,-0.00559037732855827,0.0712544618824066,0.937509366875153
357,2,173385,0.00390168011806424,0.0713204032967455,0.95640334554633
358,2,173973,0.0299903357685724,0.071113328583386,0.673481765050469
359,2,174714,0.344618857861819,0.181460306871511,0.0583608687691209
360,2,177341,0.00570144121201138,0.0708882277833645,0.935941955889511
361,2,180314,-0.0432825426406439,0.0708752329842735,0.541800182983902
362,2,180339,-0.0443577380279947,0.0710526027134406,0.532837554577385
363,2,182758,-0.027468902494294,0.0708217712231464,0.698353727665264
364,2,183619,0.0038329889104623,0.0711155133831232,0.957046864121226
365,2,183913,-0.0011113766078153,0.0729169779570842,0.987847987264782
366,2,184146,-0.0200534230438688,0.0733983017122809,0.784848706170747
367,2,187176,-0.0486500226681029,0.0714560771494675,0.496420256555855
368,2,191066,-0.0690397629023034,0.0719437153183349,0.337895378308282
369,2,191124,-0.0505459288137633,0.0909761023477141,0.578839229851605
370,2,191128,0.0187485968480003,0.0837787714611251,0.823052532252746
371,2,191599,-0.0869440256981022,0.0708884695471545,0.220831663815908
372,2,191762,-0.0682180561841474,0.0737619680544047,0.355680660708615
373,2,191763,-0.0595412641173272,0.0712502638538463,0.403909345133988
374,2,191959,-0.0827561046656877,0.0710102095278308,0.244639397794387
375,2,192390,-0.0961003594305767,0.0729308164841258,0.188461279945384
376,2,195759,-0.0330386807615893,0.071736037777621,0.645398592720542
377,2,196912,-0.0240679798098455,0.0705853010923314,0.733323583683201
378,2,197598,-0.237265113353992,0.230208480989848,0.303409103082026
379,2,198110,-0.0402642664545501,0.070987650785093,0.570938139379478
380,2,198283,-0.0661385671786792,0.0731691840501749,0.366658047109449
381,2,198805,-0.0298681824098679,0.0713081758772086,0.675572785704887
382,2,198891,-0.0458940880606557,0.0707281419400547,0.516837757153364
383,2,199248,-0.0558028004216401,0.0708697249435689,0.431576278218697
384,2,201782,-0.00539049814078613,0.0708441876470128,0.939391006032283
385,2,203285,-0.0348395952404641,0.0705457380491099,0.62171342959052
386,2,203783,-0.00413443791291379,0.0704178036998751,0.953213956431212
387,2,204179,-0.00972794292531515,0.0705866409318881,0.89046470209989
388,2,205406,-0.00663043126986448,0.0713129162696924,0.925974910193036
389,2,205834,-0.0124723700235271,0.0709691249813505,0.860596144781027
390,2,205965,-0.0169343830147277,0.0775451832953913,0.827258578804618
391,2,207192,0.00524722187091253,0.0709053141150017,0.941049735988229
392,2,207561,-0.0019312472052658,0.0705923773737977,0.978189871562045
393,2,208682,-0.0158046704194414,0.0704686749100895,0.822669678702682
394,2,210102,0.0141425246138399,0.0706516891105011,0.841460949549611
395,2,212519,0.0965353970210048,0.150293217867075,0.521086424029443
396,2,214801,0.00872632438554216,0.0706508096921509,0.901770829272323
397,2,215016,0.0184828034944876,0.0706051708284201,0.793646120137206
398,2,218876,-0.061705528102566,0.0712664072276666,0.387164280776637
399,2,227511,-0.0568233770431219,0.0717833072807875,0.429127876187049
400,2,230378,-0.0541628466705163,0.0708829790639994,0.445308325961353
401,2,231943,-0.0683667427973965,0.0710518530999518,0.336603202105233
402,2,232156,-0.0473664067324211,0.0710711061041583,0.50554924700006
403,2,232789,-0.0678874635601722,0.070771806463334,0.338092147913988
404,2,238524,-0.0531907683352332,0.0709072165571057,0.453666429152445
405,2,241518,-0.0333476748840216,0.0715577661249207,0.641485361123921
406,2,250396,-0.0638307586300834,0.0710105921868038,0.369323632129622
407,2,250466,-0.0379815680079063,0.0710379515560571,0.593217525809639
408,2,252305,-0.0139672428211476,0.0712512050857989,0.844700919812355
409,2,254571,0.0496440520103798,0.0722075568405629,0.492207332816373
410,2,254742,0.0372469470727146,0.0721634128839297,0.606074723339107
411,2,254908,0.0162013303737826,0.072736959626764,0.82386776199116
412,2,255033,0.0277208878042868,0.085245366039,0.745230394448906
413,2,255862,0.0099596947640197,0.0723019421011576,0.890515423668048
414,2,255975,0.0209348403881293,0.0720342262106032,0.771509935005094
415,2,258311,0.0242094343833223,0.070841526997499,0.732749375074752
416,2,259284,0.0547220518259839,0.0710321286755452,0.441587109199329
417,2,266330,0.0481929322731361,0.0713514035151181,0.499844330788686
418,2,267100,0.0322165722784714,0.071371695589885,0.651984637852587
