SNP,Chr,Pos,Effect,SE,ADE17_HYR1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
58,1,75211,-0.0606461284104781,0.0776474856616433,0.435299895657718
59,1,76030,-0.0130684262669933,0.0777114364355621,0.866548945729418
60,1,80108,-0.137874811331399,0.0773488482018461,0.0755260425049585
61,1,81262,-0.111185540424782,0.0774410199135304,0.151960493462464
62,1,81999,-0.142942787520577,0.0774838551486381,0.0659031165930303
63,1,82431,-0.135409403987225,0.0778923120264665,0.083009097956
64,1,83284,-0.15938084190639,0.0771910710910131,0.0396758451207095
65,1,83613,-0.163248132344495,0.0771595615556506,0.0350683498920397
66,1,84112,-0.153642879150236,0.0772240222367932,0.0474091786824035
67,1,84701,-0.192913669326129,0.0825195257534172,0.0199560037854786
68,1,84858,-0.136144814543895,0.0775370989475657,0.0799784008532792
69,1,85751,-0.138889099643091,0.0778448421163426,0.0752534694653544
70,1,87445,-0.112284320942256,0.0781321203208999,0.151572971352389
71,1,87467,-0.0991700141117247,0.0785935252715406,0.207850642241306
72,1,89070,-0.143248444232687,0.0779053727427851,0.0667919456313322
73,1,89616,-0.107658861790816,0.0776453254368302,0.166455099081851
74,1,89679,-0.121665309507574,0.0775966021057637,0.117795606192002
75,1,89880,-0.122920202864375,0.0776107988314665,0.11413404356065
76,1,91472,-0.128929471189526,0.0781635447515485,0.0999381743103165
77,1,93789,-0.013431345682237,0.0776525045381199,0.862776247340111
78,1,94351,0.00237714108762768,0.0778600685806105,0.975660872409754
79,1,99148,-0.0372450746842058,0.0776304887247028,0.631685369611492
80,1,101281,0.437925556768664,0.848980525580432,0.606299415430852
81,1,106011,-0.107777375526444,0.0807283542292247,0.182716318641653
82,1,106800,-0.0383734292485596,0.0777337167721487,0.621858743267027
83,1,107970,-0.0486817575059808,0.0774868579821201,0.530241036028297
84,1,109000,-0.0206076763164,0.0776590560199023,0.790886357274115
85,1,112549,0.0292952409282278,0.0775632114138902,0.70588413863549
86,1,112742,-0.00478497052624889,0.0778807131261955,0.951043777577892
87,1,113050,-0.0166252854665647,0.0777450756379936,0.830792498783569
88,1,113135,-0.0342699507496991,0.0775306244248243,0.658746673678381
89,1,114076,-0.0369481878557888,0.0775271396765424,0.63395330685529
90,1,114628,-0.0344296924815829,0.0777266716970255,0.658067052315589
91,1,116283,-0.0624870193833364,0.0781099247825626,0.424255644691768
92,1,126880,-1.10855611997479,1.46570645842231,0.449956484416313
93,1,127853,-0.0722734006563601,0.0779402654018882,0.354408409837905
94,1,128302,-0.0559628757103347,0.0776783031187093,0.471728392585083
95,1,128704,-0.0367873473375246,0.0777881315310098,0.636564513348905
96,1,128911,-0.0336305994188378,0.0778007934064995,0.665812389255711
97,1,130267,-0.0978324921236218,0.0776100091350461,0.208298051627431
98,1,130271,-0.0965937375053094,0.0777069266768561,0.214673729958335
99,1,130613,-0.0747899781001487,0.078503709311081,0.341397235749218
100,1,132012,-0.0482776622304965,0.0783956222715603,0.538409592916146
101,1,133231,-0.00282013999733489,0.0778809848922262,0.971134668420807
102,1,137074,-0.0214523132783821,0.0777619844217383,0.782808211762745
103,1,137304,0.0027328938883221,0.0777972622993611,0.971997205252749
104,1,139686,0.00725781667457926,0.0778986782922155,0.925821395727847
105,1,149562,0.0273476052386154,0.0780637825734406,0.726304608291331
106,1,150447,0.0508652583897624,0.0788969702237664,0.519537220331064
107,1,151446,0.174848722026917,0.158320872238136,0.270174206233921
108,1,154084,0.049055317613795,0.0791442440694217,0.535775076380609
109,1,156633,0.0428901179562399,0.0802404801902252,0.59331851019786
110,1,157269,0.0356686196017257,0.0777269302125681,0.646590886401757
111,1,160054,-0.0101714658679831,0.0784869332807784,0.896961156826934
112,1,166222,-0.0100987934447838,0.0779064228026108,0.89693519218333
113,1,166416,-0.00506030792216906,0.0777496446862679,0.948143449217091
114,1,167326,-0.0228358289396293,0.0781824824898069,0.770394211597407
115,1,168836,-0.00395127200484011,0.0778210976617042,0.959534494785554
116,1,171200,-0.0195279954570599,0.0779309940500897,0.802284162192519
117,1,171431,0.0170478848347529,0.0784192464705473,0.828026794583848
118,1,173339,-0.02699697883813,0.0778013471124809,0.728798947321779
119,1,173845,-0.00898861780620874,0.0777486392639313,0.908026379622168
120,1,175121,-0.0312447098075489,0.0775781320680975,0.687374832891093
121,1,175281,-0.0125820242704932,0.0776590217713821,0.871385745047741
122,1,175315,-0.0124589969678667,0.0776346297151268,0.872592827883237
123,1,175523,-0.0115445183550894,0.0780749336879016,0.882534053557347
124,1,175541,-0.0125556733857369,0.0777558307555256,0.871811166168514
125,1,175653,-0.0156180535007298,0.0780003269894419,0.84141552770886
126,1,175805,-0.0363074571217543,0.0823940483761072,0.659731561397859
127,1,175818,-0.00126140361211243,0.0805232491564922,0.987510430894945
128,1,175856,-0.0341417221038936,0.0792716946769115,0.666954846542503
129,1,175876,-0.0197789605466788,0.0780702541727568,0.800146613570078
130,1,175989,-0.0235797383946888,0.0782900603986014,0.763451278830226
131,1,176001,-0.0070709597967288,0.0787072160496863,0.928466286514766
132,1,176451,0.0224690203890556,0.0796452451197674,0.778021600846891
133,1,177692,-0.0102393190610226,0.0776355489380364,0.895146779686559
134,1,178191,-0.0299971041902138,0.0776981471895533,0.699675687276881
135,1,178224,-0.0102393190610226,0.0776355489380364,0.895146779686559
136,1,178960,-0.0123746756273483,0.0782547684201642,0.874442273867498
137,1,179139,-0.0727011986675192,0.155055879899753,0.639451304048626
138,1,179139,-0.112146813028187,0.312326961234243,0.719758426309157
139,1,180955,-0.0961842363762013,0.0897258345023729,0.284461658040691
140,1,183802,-0.0533339751635798,0.0775953313414458,0.492323071225901
141,1,183954,-0.0796532002251963,0.0780975462255029,0.308465184114793
142,1,184450,-0.0824699544150571,0.077403374382656,0.287397454768113
143,1,184641,-0.0856697439560591,0.0796534459785726,0.282871647235347
144,1,184718,-0.0582975521412358,0.0779064591069838,0.454776332606598
145,1,185296,-0.0857054346073785,0.0775033348113139,0.269553621100672
146,1,185438,-0.101538691220672,0.0774528086118979,0.190718409305742
147,1,185469,-0.0982481989198032,0.0775771363579891,0.206184136460513
148,1,185503,-0.0861644580521174,0.0774163591820813,0.26646548661928
149,1,185705,-0.0972702646395436,0.078247745492757,0.214653687902635
150,1,185749,-0.104624966097463,0.0782208617837326,0.181901585699465
151,1,185806,-0.10725344167547,0.0783157653149009,0.171713617114261
152,1,185879,-0.103023003479839,0.0787122116965249,0.191434329855786
153,1,185916,-0.0985176069320284,0.0786925843718813,0.211424262218135
154,1,185941,-0.0783430646217163,0.0791008175403718,0.322647064515055
155,1,185954,-0.0822323300492642,0.0793213161271019,0.300585779414007
156,1,186055,-0.0994373788677508,0.0776763792918113,0.20133315281487
157,1,186896,-0.130376118645735,0.0788280659559958,0.0990306108853647
158,1,187697,-0.170623396752478,0.161128600138362,0.290357154790725
159,1,189392,-0.00909436732429958,0.162229715000688,0.955326856650216
160,1,189416,0.14266710696429,0.156744567900046,0.363344159446964
161,1,190132,0.0945518053613148,0.0777926266572546,0.22501285428944
162,1,190148,0.0968560821381152,0.0778081580113349,0.214028747619393
163,1,190165,0.111935069747985,0.0783517739610589,0.153997120082275
164,1,190169,0.100515071443014,0.0782974054208755,0.200067985274782
165,1,190933,0.0375327103028173,0.0778179033682109,0.629881410183014
166,1,192149,0.0846479232329259,0.0783505371162824,0.280713009895234
167,1,192302,-0.0235769491359905,0.103615613096353,0.820133705295449
168,1,192303,-0.0207064185085881,0.0935534188980988,0.824961467229569
169,1,192305,-0.0442489147218519,0.0971967603289842,0.649208606599147
170,1,192315,-0.00482929201965643,0.110293184959653,0.965099782801115
171,1,192795,0.0716637871976762,0.0776024920293277,0.356391680759785
172,1,194020,0.135813623729252,0.0815176253938071,0.0965876376911002
173,1,194187,0.160864669117267,0.0772877413804704,0.0381199694569041
174,1,194867,0.181119600998828,0.0771180430346343,0.0193950251075949
175,1,197325,0.14857304478226,0.0792209748985015,0.0615594399341954
176,1,197392,0.135710547653427,0.0803138697403437,0.0919582425004432
177,1,198857,0.228906581826738,0.372459665598249,0.539227479669904
178,1,206666,0.168857894346888,0.0869429523967256,0.0529117782793066
179,1,206675,0.216481135808593,0.113210438769208,0.0566595702146151
180,1,223051,-0.033370664198136,0.090047226875917,0.711164692226524
181,1,223059,-0.00685434911503469,0.0935218022193072,0.941615701083818
182,2,7366,0.0851906784449288,0.112628761017997,0.449923031026641
183,2,8180,-0.251241712259349,0.154614719308921,0.105064960709722
184,2,8187,-2.30144578967639e-05,0.161384314631477,0.999886297002537
185,2,8250,-0.193104595325342,0.158664100305702,0.224392348538138
186,2,8253,-0.218238956011563,0.158571776109593,0.169607774740684
187,2,8285,-0.0729920064516227,0.0861131744653122,0.397219070175714
188,2,8302,-0.101016766469458,0.0805100857709162,0.210414336843234
189,2,8306,-0.101016766469458,0.0805100857709162,0.210414336843234
190,2,8314,-0.0994138343845549,0.0788567965973594,0.208253832347754
191,2,8317,-0.100832993353431,0.0806582289025611,0.212081429157207
192,2,8328,-0.107166693224577,0.0802725330229733,0.18272500480491
193,2,8331,-0.108329146023268,0.0801164310333593,0.177194107084899
194,2,8498,-0.0966268736427062,0.0787506152879546,0.220640922731933
195,2,8651,-0.0920712516794395,0.0788401096987684,0.243666546483069
196,2,9418,0.131080563120519,0.200776767139527,0.514266860183124
197,2,9812,-0.0685427804902158,0.0793778276420225,0.388448754881753
198,2,9932,-0.0886887142907342,0.0790075466349862,0.262398073175343
199,2,10135,-0.113199379865283,0.0786147871965319,0.150774925986198
200,2,11616,-0.109752501758686,0.0785447138193873,0.163193459784105
201,2,12133,-0.130396832709987,0.0787695886778943,0.0987278249313064
202,2,12194,-0.132971252169581,0.0790643969908605,0.093490171516215
203,2,12359,-0.131880130029839,0.0788365693151854,0.0952468466923619
204,2,13061,-0.112423207842502,0.0789160842845,0.155158678683459
205,2,14298,-0.110583218417089,0.0791738099411151,0.163376896176162
206,2,15222,-0.0880718761611261,0.0800293032004656,0.271866231655945
207,2,17986,-0.118060843568271,0.0785105736046161,0.133538007057126
208,2,19770,-0.126955047045626,0.0790178014805544,0.10902221901614
209,2,19836,-0.129458164420279,0.0787875844799293,0.101246626130423
210,2,19851,-0.119714447258714,0.0790635323211783,0.130881349359771
211,2,21595,-0.128490532863841,0.0786956629590828,0.103412711447633
212,2,22385,-0.12368371148419,0.0787924827323089,0.117371513414854
213,2,23441,-0.0719561652087541,0.0797430325781845,0.367485997935377
214,2,24209,-0.0782549788837444,0.0790679511971776,0.322989855898095
215,2,24341,-0.0839095695325006,0.0792391003451991,0.290350492700847
216,2,26815,-0.0836344240443851,0.0791446679706184,0.291358166440364
217,2,28209,-0.090567036771064,0.0791497744880202,0.253295751593464
218,2,28695,-0.11539637748332,0.0826143897794262,0.163349059567798
219,2,35849,-0.318701268045647,0.849131014857324,0.7076431688639
220,2,35850,-1.24240425344332,1.03660325804544,0.231513199677258
221,2,41245,-0.133707228814514,0.0786710401866036,0.0900920803861948
222,2,43214,-0.123289701563339,0.0800042836511916,0.124203275018265
223,2,47104,-0.0951752300369347,0.0778705418517104,0.222438479149781
224,2,50915,-0.101103952268759,0.0786179002184327,0.199280042920091
225,2,55834,-0.0958359465794069,0.0782716918093169,0.221617445280077
226,2,56422,-0.117273068427648,0.0783296523744386,0.135241746696752
227,2,57715,-0.104256615673368,0.0781221002141241,0.18288900550026
228,2,59046,-0.11608686173989,0.0784722485123928,0.139942224822813
229,2,59191,-0.0910907649428269,0.0781141100566762,0.244351434772864
230,2,59383,-0.104294140608536,0.0780899139887054,0.182552056674913
231,2,59477,-0.112171253198075,0.0792402988068437,0.15777915862663
232,2,59755,-0.174615369317298,0.178302546640298,0.328092243889068
233,2,60471,-0.144650614218849,0.0780134255896057,0.0645478914575141
234,2,60478,-0.145501792217381,0.0780988358850125,0.0632860129287123
235,2,60786,-0.13311393775377,0.0780318323877651,0.0889076540698453
236,2,61035,-0.149695587769599,0.0779409829569934,0.0555840057684628
237,2,61071,-0.1534017117918,0.0775631974795218,0.0487326942699097
238,2,61675,-0.14026687235359,0.0778591707642581,0.0724700401713226
239,2,62776,-0.112622308494742,0.0814182412501384,0.167460452721171
240,2,62939,-0.118618937570108,0.0778254160860824,0.12836234088278
241,2,63527,-0.101627223684226,0.0781872921847771,0.194520362112053
242,2,63857,-0.126113967261075,0.0781044998295859,0.107272916854653
243,2,65527,-0.138976198837535,0.0777830310805248,0.0748413895684565
244,2,67007,-0.103128558455265,0.0858495800828672,0.230451698065165
245,2,67023,-0.239537188182992,0.177436878021873,0.177885660362589
246,2,67024,-0.176278046966219,0.178297911886453,0.323501122194878
247,2,67976,-0.128903843173036,0.0789618461471522,0.103469513183394
248,2,69628,-0.139267921606574,0.0802307052185865,0.0834641530745227
249,2,71825,-0.369372666730642,0.154560122713602,0.0173801213008258
250,2,72389,-0.057594859560436,0.0787108979429082,0.464820927476444
251,2,72392,0.0163946847941396,0.0793013896245534,0.836332945480176
252,2,73646,-0.0829701379139241,0.0775546337691287,0.285427595166385
253,2,74564,-0.104918260788652,0.0773263590185344,0.175704143272064
254,2,74739,-0.121627690961612,0.0775127945490848,0.117513445630709
255,2,79931,-0.0255489291934886,0.0876610271169053,0.770877293564799
256,2,80748,-0.0525868303058276,0.0808461293644012,0.515820988923231
257,2,80873,-0.0806270899332781,0.0778500384496161,0.301064230547945
258,2,81501,-0.0552169117106947,0.077899817293502,0.478904318508603
259,2,83526,-0.0508275597923773,0.077787277508885,0.513912606070339
260,2,83845,-0.0479011317522714,0.0778665497684296,0.538839109397747
261,2,84412,0.196143820120856,0.196059551982053,0.317787828221209
262,2,84412,-0.118821407381511,0.098112331269134,0.226676761644523
263,2,84447,-0.015562683403412,0.0788986274236799,0.843746132103546
264,2,87391,-0.0295966162519664,0.0775482600907932,0.702947533547325
265,2,87562,-0.0211863147252302,0.0777523672327515,0.785408827900942
266,2,87849,-0.0219028618536104,0.0777444393212441,0.778316414149933
267,2,87878,-0.0157433819600207,0.0780827988723137,0.840326659948308
268,2,88125,-0.0313241899257622,0.0868179459216648,0.718462410442931
269,2,89785,-0.0405493149889854,0.0780661708799373,0.603791761801333
270,2,93441,-0.0801169311671953,0.0803142243641187,0.319184077904107
271,2,93588,-0.0963511014915173,0.083093267918869,0.247014302428845
272,2,93721,-0.0972364370540848,0.0776879771785771,0.211534254178033
273,2,93952,-0.0862094021984537,0.0775017513942754,0.266742823243951
274,2,95085,-0.122606422740383,0.0774714623947592,0.114407907853044
275,2,103188,-0.028103264284236,0.0796190702520325,0.724320467105853
276,2,107124,-0.0588955963749423,0.0777213038246497,0.449088670825543
277,2,111645,-0.0421514169260393,0.0778019653235159,0.588313032851236
278,2,111916,-0.0462144852107878,0.0779789861452383,0.553792811140791
279,2,111931,-0.0286501470645711,0.0781221873980743,0.714036359866071
280,2,111999,-0.029127647259557,0.0778410379386124,0.708484673477121
281,2,114528,-0.0526507934454756,0.0782543460991775,0.501504413220791
282,2,116024,-0.0657867021569799,0.0784125547415156,0.402047335488154
283,2,119244,-0.0517063894800543,0.0855009693467007,0.545736141218405
284,2,119246,-0.0543468114411326,0.0864093708260453,0.529791313406265
285,2,119247,0.0278693534255646,0.0870693901922784,0.749095463574457
286,2,120090,-0.0853889537420975,0.0780484878264619,0.274678993626131
287,2,120291,-0.0990328469119602,0.0788988775953221,0.210241169448151
288,2,120726,-0.0678208520736128,0.0785349712192318,0.388407676458679
289,2,121716,-0.0669157018872119,0.078447790369654,0.394239563358439
290,2,123100,-0.0786526306597574,0.0785254151086445,0.317213222876161
291,2,124677,-0.0960939537446304,0.0783618642706398,0.220908937580484
292,2,127636,-0.18898994377156,0.0988104574732478,0.0566016874328005
293,2,127887,-0.136446167782779,0.0787327792597708,0.083963858281213
294,2,128935,-0.142030837934909,0.0786297066167957,0.0717190703882834
295,2,129053,-0.151563240777912,0.0788209877381082,0.0552994805914725
296,2,130040,-0.148770233302678,0.0793220768918728,0.0615462665221391
297,2,130976,-0.130269542579106,0.078762411046997,0.0990254149257239
298,2,132199,-0.127484791584778,0.0791431309339564,0.10811423615852
299,2,133355,-0.145288873862595,0.0795960461694784,0.0687964291383836
300,2,133435,-0.124103545044681,0.0798709446511014,0.121127979869507
301,2,133943,-0.125695487695099,0.0935916899617881,0.180128431662407
302,2,135183,-0.148154711999079,0.0797993398221656,0.0642023436170454
303,2,135402,-0.152906612632827,0.0797617665549314,0.0560396286272919
304,2,135898,-0.154825554239553,0.0801787336059528,0.0542828564515355
305,2,135912,-0.163872307911017,0.0801876702654748,0.0417340303052419
306,2,135925,-0.158581911434026,0.0798503844617677,0.0478077740080494
307,2,136002,-0.148667413772044,0.0798440284432122,0.0634376923530837
308,2,136173,-0.167438839940286,0.0803098549973517,0.0377956270786999
309,2,138209,-0.210882217553212,0.0824115618434153,0.0109170769529071
310,2,138318,-0.188144460759821,0.0823292850846606,0.0228895870047926
311,2,138695,-0.169868795540991,0.0810116288229,0.0367184687327504
312,2,138818,-0.146967326730794,0.0809882161302543,0.0704224565494687
313,2,139728,-0.117913623436432,0.0809763933294575,0.146240495255355
314,2,140174,-0.159757880373608,0.0807729000480568,0.0487212781570247
315,2,140863,-0.158177990839714,0.0807486777988623,0.0509122768934166
316,2,141152,-0.153912212723441,0.0810018895290367,0.0582337615527262
317,2,141292,-0.175457128708513,0.0802884023609735,0.0295210245705166
318,2,141545,-0.192260101475733,0.0805762453381814,0.0175562554372382
319,2,145823,-0.146439762961771,0.083959089690582,0.0819981331586405
320,2,145934,-0.228879845587005,0.138397738024235,0.0990605186854618
321,2,145980,-0.0920828687336946,0.0849564263708853,0.279156198331412
322,2,146723,-0.171136124503459,0.0805636412611639,0.0343451632327714
323,2,147946,-0.129570259579317,0.0815284645108345,0.112895981032704
324,2,150394,-0.13481142619471,0.0888403240010536,0.130046210374432
325,2,151274,0.176940743379045,0.139302599456011,0.204853604509659
326,2,151397,-0.15515701450502,0.0816073919872804,0.0580818311602824
327,2,153035,-0.164956515733203,0.0806547914881213,0.0415745271043995
328,2,153228,-0.197111256307171,0.0810470626774761,0.0155098226874784
329,2,153455,-0.168247504907579,0.0818516849055199,0.040564307305167
330,2,153732,-0.170629627519172,0.0846456892963761,0.0445771227050378
331,2,153815,-0.156337510413972,0.0816010093863924,0.0561882301895675
332,2,154160,-0.163847206299896,0.0806948750236109,0.0430596975930386
333,2,154235,-0.175310846730689,0.0814424475136149,0.0320295174137013
334,2,155527,-0.168811719515629,0.0885199072624302,0.0573258703083668
335,2,159870,-0.162308998483667,0.079436423046721,0.0417691571569165
336,2,161229,-0.127705213543169,0.0808460223457892,0.115091741645419
337,2,161451,0.00256366862100754,0.17372429063992,0.988234293209216
338,2,161451,-0.289898916747931,0.173597037950849,0.0958150782916294
339,2,162696,-0.0790716455317837,0.0806724552002554,0.327680052960806
340,2,163284,-0.0800872520696382,0.0795976293504531,0.315032014137926
341,2,164166,-0.0442848351608136,0.0804172711999573,0.582195825091197
342,2,165270,-0.0523219296122784,0.0797266111487051,0.512080009854332
343,2,165675,-0.0682279096543806,0.0810122800924363,0.400250603263543
344,2,166404,-0.0978433084778654,0.210107061766906,0.641729533251137
345,2,168012,-0.148655544804881,0.0977046316943299,0.129034913538199
346,2,168062,-0.05603293452143,0.0803095811240889,0.485816805688721
347,2,168518,-0.0108626835248008,0.0799026941203623,0.891939169596212
348,2,168980,-0.0231116796412143,0.079857377479592,0.772436051822824
349,2,169651,-0.055223150070397,0.079850708928207,0.489655736327636
350,2,169902,-0.0303039737321873,0.133549012941185,0.82062293729791
351,2,169960,-0.0261237233794245,0.124397434120735,0.833787181319794
352,2,170725,-0.057706942621117,0.0799880741132006,0.471113741303164
353,2,171254,-0.022976423955621,0.0801672333063856,0.774582028325839
354,2,172242,0.010382836603524,0.0792268908277922,0.895808885834082
355,2,173254,-0.0394762658015626,0.0785936114453697,0.615781362036797
356,2,173340,-0.0453458212751099,0.0785751191253042,0.564238728007737
357,2,173385,-0.0361819357999612,0.0786610054749848,0.645818805753586
358,2,173973,-0.0411917285718823,0.0784449169113978,0.599840634251853
359,2,174714,0.140807864016343,0.201076626029001,0.484220168388128
360,2,177341,-0.034678694786018,0.0781863769660761,0.657647759973843
361,2,180314,-0.0523312159645002,0.0781848041620098,0.503724306619214
362,2,180339,-0.0437481924910224,0.0783974813320826,0.577177232427641
363,2,182758,-0.0473783864568264,0.0781100783769327,0.544533368174226
364,2,183619,-0.00360074060225041,0.0784582855936422,0.963420931184801
365,2,183913,0.0174204371999228,0.080440345767059,0.828673686288776
366,2,184146,-0.0410735838858639,0.0809557328510705,0.612220075856366
367,2,187176,-0.0655186702680237,0.0788085519383125,0.406329469264821
368,2,191066,-0.0292569442326873,0.0794601185862944,0.712947350022829
369,2,191124,-0.00247472217277567,0.100413182308449,0.980351738981832
370,2,191128,-0.0487021593798247,0.0923991409277593,0.598465956010957
371,2,191599,-0.0790547800985418,0.0782611416830663,0.31311968050981
372,2,191762,-0.0554611044897786,0.0814229378574425,0.496224170037298
373,2,191763,-0.0608896766230147,0.0786178058121673,0.439152210400215
374,2,191959,-0.0541687467842201,0.0784396202394674,0.490284027273807
375,2,192390,-0.0454789438407603,0.0806222404577636,0.57304481661936
376,2,195759,-0.0941783279259343,0.0790077134357859,0.234056353434476
377,2,196912,-0.0929047366520241,0.0777289367878777,0.232795622241097
378,2,197598,0.0168747600859438,0.254357789576873,0.947142615965625
379,2,198110,-0.104101596169886,0.0781566575604488,0.183732432762833
380,2,198283,-0.113279763351795,0.0805920604307184,0.160724060064853
381,2,198805,-0.0843749867050657,0.0785620498747675,0.283560004182068
382,2,198891,-0.106238956567231,0.077872325784544,0.173351424317895
383,2,199248,-0.105168114833694,0.0780552140519812,0.178729980568153
384,2,201782,-0.0882565853873945,0.0780182111856047,0.258725992076237
385,2,203285,-0.104105468484382,0.0776590512375383,0.180930237453236
386,2,203783,-0.0882693691214303,0.0775466426887723,0.255777798803886
387,2,204179,-0.08333748874007,0.0777503918393802,0.284515434540333
388,2,205406,-0.0480545724121241,0.0786353603718822,0.541522443983691
389,2,205834,-0.0707290390973001,0.0782095708768326,0.366425161192292
390,2,205965,-0.0100368683240232,0.085555841796661,0.906678224759508
391,2,207192,-0.097240221012126,0.0780555027393311,0.213670263941712
392,2,207561,-0.105205061023283,0.077679572175421,0.17649212135709
393,2,208682,-0.11590051547803,0.0775050073511902,0.135705105847833
394,2,210102,-0.0686901978018668,0.0778651230912213,0.378285730789423
395,2,212519,0.00557602298149318,0.165907608377963,0.973207776766344
396,2,214801,-0.0883251239195166,0.0778053044166857,0.257058809517252
397,2,215016,-0.0814192815395934,0.0777820978467222,0.295925937376937
398,2,218876,-0.157395145821432,0.0782610271447553,0.0450687595934819
399,2,227511,-0.185738850984854,0.0786463052886696,0.0187338534542543
400,2,230378,-0.181075573115956,0.077670644006052,0.0202985054875971
401,2,231943,-0.193055538041842,0.077815211032497,0.0135685037353901
402,2,232156,-0.168103940083874,0.0779466847787172,0.031707489487339
403,2,232789,-0.200448245895799,0.0774493297153256,0.0100487529640397
404,2,238524,-0.161060641466087,0.077819991117873,0.0392116012016826
405,2,241518,-0.15357038132045,0.0785462493449699,0.0513531118180763
406,2,250396,-0.145975704943634,0.0780462794149643,0.0622592919245303
407,2,250466,-0.12164895915709,0.0781365520320533,0.120395877669487
408,2,252305,-0.125741533647046,0.0783267784267733,0.109312007709146
409,2,254571,-0.0666288795872098,0.0796373919113459,0.403353541317804
410,2,254742,-0.0769697745767186,0.0795388976872765,0.333856850440399
411,2,254908,-0.0700425115290162,0.0801660614853179,0.38286596656796
412,2,255033,-0.0324153788790245,0.0940452195658342,0.730541234879065
413,2,255862,-0.0699240835087634,0.0796824023336321,0.380793054395786
414,2,255975,-0.0756087719881241,0.079379331774064,0.341495469770466
415,2,258311,-0.0059342621956697,0.0781682107142635,0.939528482660808
416,2,259284,-0.0343075806011955,0.0784107938893899,0.661989917384006
