SNP,Chr,Pos,Effect,SE,HNM1_TPO1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
210,2,19851,-0.0822981350109615,0.0904533875872851,0.363527559594162
211,2,21595,-0.0919522431258137,0.0900524639970091,0.307908058897867
212,2,22385,-0.0979517920594815,0.0901200203678618,0.277820933067308
213,2,23441,-0.0929935874341271,0.0910129654565658,0.307593286550847
214,2,24209,-0.0943549575322601,0.0902573266110444,0.29655372050906
215,2,24341,-0.0745821011588318,0.0905237555517272,0.410555326656442
216,2,26815,-0.0873558714915822,0.0903826567937225,0.334450015512059
217,2,28209,-0.0839440931647378,0.0904223054787987,0.353857258557477
218,2,28695,-0.13828912878128,0.0942942067070776,0.143383120717562
219,2,35849,0.67507424096837,0.968979202927909,0.48645783351389
220,2,35850,0.757767419582822,1.18520806872648,0.523007393541124
221,2,41245,-0.0632752284730007,0.0901224535925164,0.483077719415295
222,2,43214,-0.0393770985933526,0.0916235461515237,0.667624802070829
223,2,47104,-0.11715247005973,0.088874138497135,0.188296753975236
224,2,50915,-0.0794063358998064,0.0898686416730963,0.377523130558684
225,2,55834,-0.0817653652659486,0.0894464335514408,0.361274276113707
226,2,56422,-0.104961015926619,0.0895382332636693,0.24188801029742
227,2,57715,-0.10425999816307,0.0892442532798368,0.243492527715092
228,2,59046,-0.0619360693522953,0.0898084626590812,0.490869776893518
229,2,59191,-0.0982596083785193,0.0892012055216651,0.271407768896611
230,2,59383,-0.0712693793365838,0.089299588603231,0.425353072106075
231,2,59477,-0.0820421548953183,0.0906198131296275,0.365900375102071
232,2,59755,0.146645622494963,0.203694641006507,0.472045276992655
233,2,60471,-0.0757612446806017,0.0894096160624061,0.397374151776271
234,2,60478,-0.0683905645026309,0.0895286620359618,0.445439644987536
235,2,60786,-0.0769888194323049,0.0893613980464103,0.389523078375676
236,2,61035,-0.0950888071582975,0.0893055542239439,0.2877131994694
237,2,61071,-0.0862761907461619,0.0889245866837057,0.332602387654153
238,2,61675,-0.070256504771496,0.0892210935518226,0.431551110869462
239,2,62776,-0.0762648065228522,0.09311825073327,0.413333112351404
240,2,62939,-0.102002184298282,0.0889795922694306,0.252424837051476
241,2,63527,-0.109119186538142,0.0892910023207703,0.222499388127296
242,2,63857,-0.114723239144469,0.0892919645037662,0.19970099555477
243,2,65527,-0.0986150807875157,0.0890508806029258,0.268874383177965
244,2,67007,-0.0351805904623519,0.0981966328100441,0.72035783191042
245,2,67023,0.0453961297074743,0.203087332770031,0.823252269691072
246,2,67024,-0.00561175917670997,0.203843906135673,0.97805281773067
247,2,67976,-0.0749681992241639,0.090402276482948,0.407510145222316
248,2,69628,-0.0390101518622334,0.0919659595577898,0.67169268026451
249,2,71825,0.0427873301668038,0.177868284628767,0.81003869583877
250,2,72389,-0.0384495320558564,0.0899089641550906,0.669167014291367
251,2,72392,0.00465405179627376,0.0905434308039183,0.95903480701701
252,2,73646,-0.0355274440250512,0.0886672859962183,0.688896177461476
253,2,74564,-0.102141661475817,0.0883461979429197,0.248400727205502
254,2,74739,-0.113455576408956,0.0885987967657959,0.201190989915758
255,2,79931,0.0243622993921322,0.10008611709086,0.807826575610161
256,2,80748,0.0458034836168254,0.0923250333535397,0.620124706255361
257,2,80873,0.0288389468040977,0.089002981887522,0.746113085178211
258,2,81501,0.0248173113585926,0.0889915833789687,0.780505921451901
259,2,83526,0.0412140447034649,0.0888362416073797,0.642981860315366
260,2,83845,0.0462898809603133,0.0889136454897622,0.602960574083861
261,2,84412,0.0903792449373677,0.224106405679158,0.686981115335046
262,2,84412,-0.0573701570206376,0.112205642040474,0.609464324292286
263,2,84447,0.0654056587476391,0.0900161307486618,0.467952982380987
264,2,87391,0.0326185213039557,0.0885379880965787,0.712786347554849
265,2,87562,0.0272455830264259,0.0887672628485654,0.759075513312131
266,2,87849,0.0335958049399352,0.0887526877909994,0.705262369502077
267,2,87878,0.0421465780808236,0.0891239318109583,0.636577824930684
268,2,88125,0.0517961827692173,0.0990998673608656,0.601534213289296
269,2,89785,-0.0062978788619799,0.0891614649930327,0.943728620603706
270,2,93441,-0.0352154029435175,0.0918046599556174,0.701512843389081
271,2,93588,-0.0657242365274534,0.0949835778872216,0.489421289361523
272,2,93721,-0.0823601332435112,0.0887847016775628,0.354228791278257
273,2,93952,-0.0577705924387944,0.0885852366230581,0.514730781244272
274,2,95085,-0.063147372136617,0.0886986380031635,0.476977307105954
275,2,103188,-0.0614240025769544,0.0908582256476754,0.49945646508114
276,2,107124,-0.0632137426208394,0.0887426928516587,0.476733361066844
277,2,111645,-0.0966917413174065,0.0887141728526671,0.276489906187235
278,2,111916,-0.0806957739534992,0.0889691727285245,0.365021157367451
279,2,111931,-0.0894670150232421,0.0890818037281683,0.315910290427221
280,2,111999,-0.0971540778843566,0.0887380956412972,0.274332892793779
281,2,114528,-0.151183408399374,0.0890372809841825,0.0903930398894817
282,2,116024,-0.155295784268004,0.0892307113517393,0.0826628690026462
283,2,119244,-0.0759992092085228,0.0975830923289245,0.436610259203143
284,2,119246,-0.0663885945878917,0.0986454559770624,0.501386322500483
285,2,119247,-0.127736852120828,0.0991886968109212,0.198653399978107
286,2,120090,-0.0939408330613426,0.0891186467770266,0.29255363686986
287,2,120291,-0.0979693739113356,0.0901288227023995,0.277781686532214
288,2,120726,-0.0593602379094106,0.0897023107459459,0.508565088783954
289,2,121716,-0.0892405376961318,0.0895300866816756,0.319560918275991
290,2,123100,-0.136914823652101,0.0894834330537262,0.126898031126577
291,2,124677,-0.184716057182742,0.0891153167751886,0.0389184259244143
292,2,127636,-0.132254343833853,0.11317611158944,0.243365002939192
293,2,127887,-0.193552711196347,0.0896809434414061,0.0315832086562464
294,2,128935,-0.181787411462307,0.0896648320877277,0.043371393943549
295,2,129053,-0.195692872805336,0.0898582426647613,0.0300828180536257
296,2,130040,-0.213059293174362,0.0903027653321013,0.0188490174072648
297,2,130976,-0.232484881120889,0.0894185896331601,0.00971496866309458
298,2,132199,-0.215690868095958,0.0899595342142906,0.0170198550002233
299,2,133355,-0.203513818825132,0.0906577378246002,0.0253959197934629
300,2,133435,-0.21209729105293,0.0908008050562055,0.0200582782701434
301,2,133943,-0.175615429599944,0.106717590263524,0.10073433727963
302,2,135183,-0.157801416688487,0.0911644549953666,0.0843339004484863
303,2,135402,-0.175282736562199,0.0910600395627306,0.0550434438788606
304,2,135898,-0.185666964613478,0.0914900101018665,0.043170601409845
305,2,135912,-0.182679937030212,0.0915753964684674,0.0468268225809839
306,2,135925,-0.192651105029786,0.0910977077010752,0.0351495830208765
307,2,136002,-0.184183444480772,0.0910783196592848,0.0439039413432162
308,2,136173,-0.168775640108801,0.0918140597521473,0.0668681323349555
309,2,138209,-0.126473393188699,0.0947189088992948,0.182655035141369
310,2,138318,-0.101601576593807,0.0945334395745197,0.283212395818464
311,2,138695,-0.131329885638714,0.0928022143306715,0.157903455081887
312,2,138818,-0.160826968970755,0.0924991936594133,0.082962026890489
313,2,139728,-0.167943558522861,0.092296043092297,0.0696640749931873
314,2,140174,-0.178224039845056,0.0922414119059926,0.0541411780672459
315,2,140863,-0.15981598868005,0.092299249556415,0.0842366135750372
316,2,141152,-0.187921782161836,0.0924117706434814,0.0427469122068194
317,2,141292,-0.171321677549956,0.0918315319967117,0.0629254735479235
318,2,141545,-0.218377076210021,0.0920013810646977,0.018148884840322
319,2,145823,-0.0644864272705046,0.0962069320575704,0.503111979284749
320,2,145934,-0.145291000456564,0.158430828689299,0.359735902161833
321,2,145980,-0.180466679855566,0.0966799278430735,0.0627806704631869
322,2,146723,0.0105682167746921,0.0925637070255736,0.909166072002976
323,2,147946,-0.0437733443130246,0.0933842879895478,0.639541819306577
324,2,150394,-0.0159899144513356,0.101755599071309,0.875224046543068
325,2,151274,-0.112545486250456,0.159292031706342,0.480321224269735
326,2,151397,-0.0257712335134026,0.0936368331502443,0.783304109670212
327,2,153035,-0.0274357339772051,0.0926159243204418,0.767227660122877
328,2,153228,0.00572494974627413,0.0933028362857509,0.951108191086114
329,2,153455,-0.018669579316366,0.0940023053249583,0.84268398423053
330,2,153732,-0.010732912451933,0.0971928233823458,0.912131859954333
331,2,153815,-0.0323738464271686,0.0936310256280476,0.729729190073965
332,2,154160,-0.0499099546327006,0.0926275793656268,0.590347996616938
333,2,154235,-0.0231617202748476,0.093582880697311,0.804665536630369
334,2,155527,0.0121682825053018,0.101580267256784,0.904717787966538
335,2,159870,-0.106418499422125,0.0910511805244097,0.243282277788803
336,2,161229,-0.074066575853817,0.0925435093038087,0.424050225672247
337,2,161451,-0.000927938996136746,0.198340841331765,0.996269747981356
338,2,161451,-0.220628117985583,0.198630035160797,0.267432397701758
339,2,162696,-0.0164557254964921,0.0922247206773521,0.858487063139921
340,2,163284,-0.0482021931264649,0.0909705511286309,0.596538010375686
341,2,164166,-0.0567638724823449,0.0918020164922705,0.53675707119639
342,2,165270,-0.0329037746282285,0.091062435781397,0.718067417698563
343,2,165675,-0.0580312505449698,0.0925329507245784,0.530971918251254
344,2,166404,-0.239859034875305,0.239612766633985,0.317499067176325
345,2,168012,0.0865563440490242,0.111819543663315,0.439406502482504
346,2,168062,0.0961323838978435,0.0916097636185765,0.29472652786184
347,2,168518,0.0762382819455703,0.091136896842635,0.403425601410105
348,2,168980,0.0594737055215434,0.0911289138470185,0.514417901064626
349,2,169651,0.00647413999954971,0.0912265345072651,0.943463627345447
350,2,169902,-0.300381205975426,0.151643389019259,0.0483850749108253
351,2,169960,0.0497698128136879,0.142008548267306,0.726194633985898
352,2,170725,0.094989108043439,0.0912496238707219,0.29859688688639
353,2,171254,0.0338576805279892,0.0915197297677841,0.711641952201599
354,2,172242,0.0329838750375071,0.0904383964179075,0.715545561752669
355,2,173254,0.00211704977037785,0.0897622078543776,0.981196891415609
356,2,173340,-0.0177310900043062,0.0897464539532266,0.843496243006896
357,2,173385,-0.00366798634255583,0.0898338603243309,0.96745388650096
358,2,173973,-0.0208938895024958,0.0895885248271086,0.815725287418831
359,2,174714,0.2381724349985,0.229378288862724,0.299822938036069
360,2,177341,0.0228552693372741,0.0892818637469978,0.798107623968916
361,2,180314,-0.0292203184240125,0.089306568631357,0.743717255448995
362,2,180339,-0.027434402396752,0.0895338618584916,0.759470322313032
363,2,182758,-0.0789255374304539,0.0891256877497168,0.37646117425773
364,2,183619,-0.0173347147968428,0.089571233470629,0.846655275264103
365,2,183913,-0.0283041672534603,0.0918323781887339,0.758100111897696
366,2,184146,-0.0730566769134161,0.0923789441412143,0.429570177801609
367,2,187176,-0.0649452358358185,0.0899972997203251,0.470996387913431
368,2,191066,-0.0536478838373003,0.0906919888610101,0.554537690901565
369,2,191124,0.0828323495592098,0.114556888863933,0.47011730033686
370,2,191128,-0.0738416560380295,0.105460269490934,0.484273229330455
371,2,191599,-0.0944786389435497,0.0893382742265387,0.290989182673636
372,2,191762,-0.091216774967547,0.09289474638604,0.326803466065385
373,2,191763,-0.0631317003849212,0.089771208580604,0.482362840939475
374,2,191959,-0.0808453163700139,0.0895115153701304,0.367044462010279
375,2,192390,-0.0852370703329794,0.0919759613653555,0.354698840290809
376,2,195759,-0.0524545694990623,0.0903412302325381,0.561862259953658
377,2,196912,-0.0556929640283735,0.0888729922464945,0.531288541405924
378,2,197598,-0.442613304767426,0.28944464406033,0.127115105483747
379,2,198110,-0.0785791392696845,0.0893574764804951,0.379793730344301
380,2,198283,-0.0874685756106446,0.0921514534599789,0.343177009688188
381,2,198805,-0.0685821355405965,0.0897664213750104,0.445373688891396
382,2,198891,-0.0890832006676931,0.0890146180894174,0.31762330301839
383,2,199248,-0.0531419913699114,0.0892996013185693,0.552159419084036
384,2,201782,-0.120847466229733,0.0890024775719509,0.175394794901923
385,2,203285,-0.0882784775025736,0.0887643622892673,0.320648017626069
386,2,203783,-0.0464682930250465,0.088662739912006,0.600536717005673
387,2,204179,-0.061571463054449,0.088851437101045,0.488783448791048
388,2,205406,-0.0296248209135491,0.0898115208294785,0.741704830313174
389,2,205834,-0.0899404737250332,0.0892668757837526,0.314362647641111
390,2,205965,-0.100534369616603,0.0975342224012179,0.303359113407612
391,2,207192,-0.117551649305142,0.0890921253733551,0.187877434898004
392,2,207561,-0.106169248617592,0.088737038201075,0.232324758388913
393,2,208682,-0.102485159785567,0.0885994412296508,0.248167045286398
394,2,210102,-0.100897264808087,0.0888342712408126,0.256814110011536
395,2,212519,-0.0144966739635368,0.189415222353726,0.93903775190699
396,2,214801,-0.0969809698599991,0.0888423841938113,0.275750357482532
397,2,215016,-0.107967131818671,0.0887555961859163,0.224624631738173
398,2,218876,-0.0937389172057952,0.0897223372766377,0.296845680256252
399,2,227511,-0.0611672049896454,0.0904383928164059,0.499266979637438
400,2,230378,-0.0846289475228538,0.0892429277842925,0.343626174386187
401,2,231943,-0.102600949671961,0.0894461734127408,0.25212989102602
402,2,232156,-0.0721943315246596,0.0894935315267326,0.420383152160149
403,2,232789,-0.103160395219107,0.0890897601566591,0.247672286793704
404,2,238524,-0.0990510456748924,0.089228802001475,0.267720465495849
405,2,241518,-0.0829525860889473,0.0900522228604053,0.357595534544714
406,2,250396,-0.186895106092101,0.0889915352269944,0.0364252811930714
407,2,250466,-0.163579420038724,0.0890897286431063,0.0671807905272758
408,2,252305,-0.220925432532718,0.0889778073652196,0.0134946829347315
409,2,254571,-0.166385133921014,0.0905801308536136,0.0670676898158571
410,2,254742,-0.174477893216685,0.0904543697463354,0.0545440894217111
411,2,254908,-0.144117993639847,0.0913027444410384,0.115354962154497
412,2,255033,-0.179968436804231,0.106961317185816,0.0933452646240324
413,2,255862,-0.223051512499702,0.0902953678791218,0.0139741314150489
414,2,255975,-0.199284354030307,0.0901216248538796,0.0276566070380483
415,2,258311,-0.223317347281871,0.0884502195169516,0.0120146013006226
416,2,259284,-0.209191906041106,0.0888508582140604,0.0190990088249036
417,2,266330,-0.202013946082127,0.0892857199062323,0.024270316770672
