SNP,Chr,Pos,Effect,SE,noPPI_reference_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
53,1,69820,0.0374020817478629,0.226258561638409,0.868797123193131
54,1,69821,0.0973284670023142,0.140294498739015,0.488299014175053
55,1,70906,-0.029993841132844,0.0928738844751337,0.746922525566052
56,1,74327,-0.0615984014709561,0.0580494651557923,0.289353368928457
57,1,74572,-0.035776929073579,0.0579559087524809,0.53742635445271
58,1,75211,-0.0131527911652979,0.0578772439265124,0.820358387134757
59,1,76030,0.00121561165020656,0.0578814413416911,0.983256124394584
60,1,80108,-0.0198885116003181,0.0578581091265535,0.731241733504791
61,1,81262,-0.0897454484280849,0.0576483593218236,0.120420289013481
62,1,81999,-0.062371879655533,0.057892079314975,0.282045383364354
63,1,82431,-0.0743193651751795,0.0581272423220679,0.2018908050627
64,1,83284,-0.055763022682934,0.0577615162773042,0.335004930158345
65,1,83613,-0.0531180014425016,0.0577621970334205,0.358410828036661
66,1,84112,-0.0387059929516916,0.0578010166356622,0.503523750223105
67,1,84701,-0.0796451216376067,0.0617889099075725,0.198246538733306
68,1,84858,-0.0499066905339434,0.0579400971834089,0.389630119830132
69,1,85751,-0.0681689802676898,0.0581262234447567,0.241676847005168
70,1,87445,-0.0682213109866763,0.0582494029222143,0.2423110390835
71,1,87467,-0.0584175811204516,0.0585855474611754,0.319382988016378
72,1,89070,-0.0581881213455671,0.0582184937859876,0.318247671251628
73,1,89616,-0.0446363894956006,0.057938494770798,0.441572078560301
74,1,89679,-0.0467612256921547,0.0579410966463997,0.420182461692635
75,1,89880,-0.0579039744491465,0.0579272945032643,0.318190077688912
76,1,91472,-0.0691005143458787,0.0583239646774912,0.236905228411809
77,1,93789,-0.0716994171517187,0.057711683350404,0.214923794412165
78,1,94351,-0.0560340047887167,0.0579131942347783,0.333930773021903
79,1,99148,-0.0554508222653344,0.0577623677014754,0.337721436055334
80,1,101281,-0.128776626971387,0.632518339651623,0.83878848109534
81,1,106011,-0.0174235965973647,0.0602706183521341,0.772682669496204
82,1,106800,-0.00426518998210439,0.0579152891483825,0.941334321726432
83,1,107970,-0.00723271965750627,0.0577428671877062,0.900391103248883
84,1,109000,-0.054621162249211,0.057772814816473,0.345077160627423
85,1,112549,0.0158471592343674,0.0577742766474234,0.78401884999737
86,1,112742,-0.0046210774179698,0.0580050243930345,0.936547371410704
87,1,113050,-0.0154786116331181,0.0579021033001909,0.789375958680891
88,1,113135,-0.00441932456437885,0.057759990275761,0.939055220329764
89,1,114076,-0.0200095828808621,0.0577506499796408,0.729186657004209
90,1,114628,0.00693167480217653,0.0579054177358006,0.904783476948487
91,1,116283,-0.00856039956961813,0.0582268809803202,0.883201742123768
92,1,126880,-1.65207703430128,1.0889920513371,0.130144045179672
93,1,127853,0.0881618457014698,0.0579305171887783,0.128940676847877
94,1,128302,0.0949924371335888,0.0576758186945385,0.10044662177074
95,1,128704,0.0828236595040653,0.0577867337896863,0.152667408543752
96,1,128911,0.0963311221606951,0.0577338271126247,0.0960955189971006
97,1,130267,-0.0256150286554136,0.057917527448653,0.658566633471758
98,1,130271,-0.0269405234937974,0.0579846043676712,0.642493541977245
99,1,130613,-0.0397766228746631,0.0585060677912976,0.497031270528705
100,1,132012,0.0628070507621822,0.0583243729489063,0.282279217132245
101,1,133231,0.060316109224312,0.0579166410122908,0.298388900547329
102,1,137074,0.0482310795177516,0.0578661370342522,0.405129778806583
103,1,137304,0.0491535670084781,0.0578840917127136,0.39636093348782
104,1,139686,0.0538528840074738,0.0579484850126083,0.353356549934936
105,1,149562,0.0666052907534777,0.0580435342234223,0.25194975471679
106,1,150447,0.0576571761844772,0.0587165855634531,0.326793437261887
107,1,151446,-0.0201403267395373,0.118115409671348,0.864703641318845
108,1,154084,0.0718202081907159,0.0588543671957011,0.223164299174427
109,1,156633,0.0441581265350477,0.0597407465858364,0.46029947380036
110,1,157269,0.0777866754597454,0.0577597723493869,0.178931997173092
111,1,160054,0.0263894326981338,0.0584412604310897,0.651867024071122
112,1,166222,0.0206663988887173,0.0580153385545751,0.72188636316835
113,1,166416,0.0232743039645145,0.0578947125628584,0.687919319839738
114,1,167326,0.0448290213046404,0.0581881297004856,0.441568917417214
115,1,168836,0.0568613394332785,0.057881980030597,0.32659194986893
116,1,171200,0.0416842219150477,0.0580054325340191,0.472846674129016
117,1,171431,0.030210676406549,0.0583881062386674,0.605193015766684
118,1,173339,0.0170033348909907,0.0579489397915129,0.769374133055805
119,1,173845,0.0100463541880021,0.0579054951276515,0.862361254844845
120,1,175121,0.0303879312619695,0.0577705120625261,0.599210785924294
121,1,175281,0.0279634128067134,0.0578231198883348,0.628967749729564
122,1,175315,0.0315832807357836,0.0577996235370983,0.585117585741125
123,1,175523,0.0281336694061884,0.0581324089320124,0.628715464751971
124,1,175541,0.0298575802575002,0.0578925554276611,0.606357984309316
125,1,175653,0.0159756246209215,0.0580913999251721,0.783470652247188
126,1,175805,0.00274826866771048,0.0613834509680892,0.964314245068237
127,1,175818,-0.00575271705115299,0.059972624944412,0.923636649551805
128,1,175856,-7.16241853711275e-05,0.059056743520777,0.999033008668315
129,1,175876,0.00794794330817411,0.0581501525032677,0.891361921840375
130,1,175989,0.0216052671000931,0.0583062689585317,0.711196521807569
131,1,176001,0.0146471270028749,0.0586162978698862,0.802824362134458
132,1,176451,0.00722646619191789,0.059324891841386,0.903117456923349
133,1,177692,0.0177506756973514,0.057816344350411,0.759010476091679
134,1,178191,0.0164655268755171,0.0578748426418453,0.776192279920308
135,1,178224,0.0177506756973514,0.057816344350411,0.759010476091679
136,1,178960,0.0455308246917749,0.0582354948787798,0.43483284248313
137,1,179139,0.110161900767053,0.115372044355712,0.340311770603484
138,1,179139,-0.558361296982663,0.230756495417529,0.0160379318205392
139,1,180955,0.0133892121989581,0.0669323249336526,0.841563671278578
140,1,183802,0.0174834846076899,0.057823857182602,0.762557522095885
141,1,183954,0.0318338109986449,0.0582277269202751,0.584921853659829
142,1,184450,0.0344841061541831,0.0577131605051918,0.550550997388916
143,1,184641,0.0315997477654273,0.0593988774964734,0.595065951045266
144,1,184718,0.0620291992903415,0.0579764887354831,0.285394144347912
145,1,185296,0.0543514555546352,0.0577516559908957,0.347285021755765
146,1,185438,0.0445534893607493,0.0577781511186537,0.441155727446404
147,1,185469,0.045016890235448,0.05786066089931,0.437076957232148
148,1,185503,0.02775166330688,0.0577415800092344,0.631085490738701
149,1,185705,0.0299084722071884,0.0583843251358517,0.608783203822465
150,1,185749,0.0483577916343674,0.0583492835029069,0.40779791770596
151,1,185806,0.0515263812717343,0.0584196742585497,0.378374875985606
152,1,185879,0.0361964021826347,0.0587350251429378,0.538116132357968
153,1,185916,0.0185048803071834,0.0587316268837701,0.752890708510271
154,1,185941,0.0203527415853336,0.0589858178992629,0.730266294172321
155,1,185954,0.0363576901647514,0.0591364042411053,0.539075881520285
156,1,186055,0.0350885297981896,0.057957101004822,0.545287369609378
157,1,186896,0.0650980475700208,0.0588359311278957,0.26929235315693
158,1,187697,0.184395281374641,0.119797026802195,0.124643825709208
159,1,189392,0.216374914770155,0.12027847991016,0.0728806984021318
160,1,189416,0.299245357437428,0.115789331469765,0.0101558990513641
161,1,190132,0.00865492096428336,0.0580589118462511,0.88158245063473
162,1,190148,0.00609095798980139,0.0580773452881185,0.916533244501368
163,1,190165,0.0205453981591035,0.0585143201058269,0.725709708692615
164,1,190169,0.0127191704173745,0.0584476355271016,0.827853653081852
165,1,190933,0.0311323985047367,0.0579538657613753,0.591472897292691
166,1,192149,-0.0327702866223705,0.0584255270004432,0.575228455724439
167,1,192302,0.101243935145286,0.0769897914159176,0.189353211473819
168,1,192303,0.0187545078604696,0.0696758874295297,0.787957787283197
169,1,192305,0.0745808944791455,0.0723041135135443,0.303017774599375
170,1,192315,0.115809207780868,0.0819145517100672,0.158307593439267
171,1,192795,-0.0235513549346539,0.0578542137227781,0.684195177368019
172,1,194020,0.00598865633442897,0.0609514006040439,0.921787185624847
173,1,194187,0.000959013965889377,0.0579157115704332,0.98679795768487
174,1,194867,0.0180104832306225,0.0578762777080566,0.755840339684121
175,1,197325,-0.0414967850272827,0.0592555302891135,0.484199815158994
176,1,197392,-0.0381361806508946,0.0600245624541046,0.525616415193024
177,1,198857,-0.0068891095575645,0.277554561688926,0.980211973067658
178,1,206666,0.0296736875968557,0.0650806458065211,0.648704453332297
179,1,206675,0.137308411003931,0.0844385752851916,0.104813569533442
180,1,223051,-0.0190380978932462,0.0670721966462025,0.776695688661155
181,1,223059,-0.0239692100041418,0.0696435008328186,0.730923303710223
182,2,7366,0.126083217092128,0.083684751843707,0.132795999241086
183,2,8180,0.00531104189577203,0.115585951151364,0.963376998707886
184,2,8187,0.132888736484157,0.119990094694207,0.268832941418583
185,2,8250,0.0648857115774817,0.118369678634308,0.583927424744874
186,2,8253,0.0277049575297905,0.118410866064432,0.815141495843733
187,2,8285,0.0103086755362409,0.0641996314034332,0.872522207478934
188,2,8302,-0.00578148173293269,0.0600963567419509,0.923413518718986
189,2,8306,-0.00578148173293269,0.0600963567419509,0.923413518718986
190,2,8314,-0.000660231335863432,0.0588642766297862,0.991057320260655
191,2,8317,-0.00624426243669834,0.0602058347758118,0.917454232680492
192,2,8328,-0.00256102839027117,0.0599372416850568,0.965942119320859
193,2,8331,-0.00120603544735848,0.059824681244469,0.983927528360654
194,2,8498,-0.0174657941788428,0.0587707266982868,0.766499869965508
195,2,8651,-0.00302474911387907,0.0588328921586057,0.959025862998173
196,2,9418,0.0853235179114611,0.14955903442305,0.568701174373677
197,2,9812,0.0199265911905976,0.0591731827481445,0.736505200179544
198,2,9932,0.021119633839549,0.0589387117099084,0.720308970784424
199,2,10135,0.0265322084942754,0.0587066928289486,0.651586025756113
200,2,11616,0.00560805250482466,0.058660585509113,0.923891151881867
201,2,12133,0.0213990065109617,0.0588835358553814,0.716514381933603
202,2,12194,-0.000485900593881761,0.0591222835140568,0.993447246740007
203,2,12359,0.0162319227716367,0.0589430989634382,0.783183186955563
204,2,13061,-0.00359661881866558,0.058944780998184,0.951380402008795
205,2,14298,0.0313222059045639,0.059107539505478,0.596501259384467
206,2,15222,-0.0108919109032003,0.0597048435985294,0.855350579657781
207,2,17986,0.0233675453392432,0.0586481587504848,0.690549613796917
208,2,19770,0.0254856615908114,0.059051347716708,0.666306705598304
209,2,19836,0.0157489065552874,0.0588986834867462,0.789325214405571
210,2,19851,0.0222918729673663,0.0590651967012881,0.706094770485842
211,2,21595,0.0129409764744357,0.0588290804098473,0.826017125086086
212,2,22385,-0.00274850497833934,0.0588886002863267,0.962800278763572
213,2,23441,-0.0310648047786491,0.0594377493158002,0.601549616954102
214,2,24209,-0.0428553242432443,0.0589270061521229,0.467548014952146
215,2,24341,-0.0228119374027025,0.0590981497192124,0.699728554771919
216,2,26815,-0.0459385544198812,0.0589891345088895,0.436641065105252
217,2,28209,-0.0568900729765342,0.0589819804043928,0.335439007684425
218,2,28695,-0.0582066215166137,0.0616228424010238,0.345528371031456
219,2,35849,-0.199737116086018,0.632466134874432,0.75233577852997
220,2,35850,-0.883193330066573,0.772197675289179,0.253506509466081
221,2,41245,-0.0827040789844081,0.0586682064449068,0.159511167886375
222,2,43214,-0.0580580857805084,0.0597070504220175,0.331526161404341
223,2,47104,-0.03464144607535,0.058090995418959,0.551336508176089
224,2,50915,-0.00229065681046586,0.0586911690025474,0.968889341960923
225,2,55834,0.0146433016664279,0.0584148945057231,0.802209273504341
226,2,56422,-0.00838408718616501,0.0585228358510684,0.886165160705843
227,2,57715,-0.0117469339564961,0.0583282639839625,0.840506885891144
228,2,59046,-0.011700674780565,0.0586233896212853,0.841915737849955
229,2,59191,-0.010463942575093,0.0582883606769891,0.857632198528738
230,2,59383,0.0086310991353257,0.0583059986718705,0.882402770776098
231,2,59477,-0.00560899925012437,0.0591843729738067,0.92454999735468
232,2,59755,0.0685365634781236,0.132929242126691,0.606465775645433
233,2,60471,-0.0145536173387366,0.0583812013614424,0.803284531870412
234,2,60478,-0.0141705352367421,0.0584480998041207,0.808575033268873
235,2,60786,-0.00698261731224192,0.058355670013577,0.904823572928762
236,2,61035,-0.0276924669182714,0.058334026978586,0.635278431478465
237,2,61071,-0.0296427689912834,0.0580665036771469,0.610022476440194
238,2,61675,0.00562335819704729,0.0582543955630768,0.923153591616486
239,2,62776,0.00318947791122626,0.0608038592774036,0.958195671588357
240,2,62939,-0.025284698485318,0.0581388945133349,0.663899602797476
241,2,63527,-0.0242284668183673,0.0583585153539907,0.67827266610693
242,2,63857,-0.0518568618769443,0.058321066097505,0.374521666760594
243,2,65527,-0.0196208473648063,0.0581844780024888,0.736153060302279
244,2,67007,-0.0258472599318711,0.0640562037158051,0.686818063883458
245,2,67023,-0.010341596061898,0.132493817993176,0.937829780837838
246,2,67024,-0.0882436948059766,0.132896315795748,0.507121161047705
247,2,67976,-0.0423036257938603,0.0589890829800629,0.473759927669116
248,2,69628,-0.0485687888354802,0.0599542857553659,0.418430173824224
249,2,71825,-0.194519684258574,0.115580480928121,0.0932630525726178
250,2,72389,-0.0455316865062705,0.0586179232848397,0.437824294036436
251,2,72392,-0.0523442952388301,0.0590011850414882,0.375589467429691
252,2,73646,-0.0557622924751648,0.0577797634999298,0.335163704394599
253,2,74564,-0.0789571624637655,0.057589208054749,0.171233197334039
254,2,74739,-0.0723461386942671,0.0578040878184588,0.211553583163455
255,2,79931,0.010781101723414,0.0652949070783012,0.868948786093976
256,2,80748,-0.00154751274714506,0.0602498835002414,0.979523174627626
257,2,80873,0.00248181293326152,0.0580702641218956,0.965934469067071
258,2,81501,0.0172864176835043,0.0580534489203142,0.766055957102472
259,2,83526,-0.00907154219920844,0.0579686605529523,0.875735899919014
260,2,83845,-0.0126077702115428,0.0580218848610045,0.828105270946042
261,2,84412,0.149440000239021,0.146014738455141,0.306792043343641
262,2,84412,-0.0678785505938005,0.0731361346165223,0.353983454412394
263,2,84447,0.0303846834731212,0.0587443559477166,0.605315510077796
264,2,87391,0.0118395582794534,0.0577661041988938,0.837723973737783
265,2,87562,0.00835363682285208,0.0579140273669398,0.885391665993101
266,2,87849,0.0156728045802167,0.0579042405679206,0.786804850473948
267,2,87878,0.0256527594084642,0.0581430679470736,0.659337848231444
268,2,88125,0.0319914937584759,0.0646511530365523,0.621026177257573
269,2,89785,0.0199446081924008,0.0581558916543209,0.731839627913422
270,2,93441,-0.0474152052002195,0.059848773256013,0.428746860797373
271,2,93588,-0.0755966576476253,0.0618745906141577,0.222609029327672
272,2,93721,-0.0630265585531344,0.0578928286026246,0.277039287323098
273,2,93952,-0.0600350306877611,0.0577357086914834,0.299132911816914
274,2,95085,-0.0945404955008478,0.0576857175122426,0.102127260313265
275,2,103188,-0.119723235446663,0.0589671159615507,0.0430714087124762
276,2,107124,-0.0971543376782008,0.0577023347151344,0.0931206213935202
277,2,111645,-0.0801925152391691,0.057813329388047,0.166288311744707
278,2,111916,-0.0802868221897379,0.0579499752806711,0.166789522160021
279,2,111931,-0.0795652784908783,0.0580418829292296,0.171300386245083
280,2,111999,-0.0907462298919467,0.0577856826777532,0.117219603186724
281,2,114528,-0.0768493428878392,0.0581772643276164,0.187373199889082
282,2,116024,-0.0633871112427664,0.0583621144995513,0.278175719940051
283,2,119244,-0.063011281574892,0.0636254219789772,0.32268261002031
284,2,119246,-0.0622190682856451,0.0643081848144569,0.333949548768909
285,2,119247,-0.0649985071438293,0.0647660041202811,0.316263765415153
286,2,120090,-0.0686066042086314,0.058114054784858,0.238576007941981
287,2,120291,-0.0697721014817879,0.0587773530298164,0.236003128017634
288,2,120726,-0.0602156455711931,0.058466501633149,0.303754105090277
289,2,121716,-0.0754531641144301,0.0583497392051006,0.196815482432517
290,2,123100,-0.0582838949018744,0.0584862455920473,0.319670355655528
291,2,124677,-0.0435486567392122,0.0584418306833874,0.456669370255904
292,2,127636,0.0769128992072676,0.0738606191046729,0.298437461203288
293,2,127887,-0.0936990861755919,0.0586772314099472,0.11119259029077
294,2,128935,-0.0926278798398612,0.058626183432282,0.115008287326995
295,2,129053,-0.0946018608125305,0.0587969987044497,0.108519595834968
296,2,130040,-0.1339349124845,0.0589428734179224,0.0236703188405837
297,2,130976,-0.118497231501557,0.0585500705166256,0.0437372913504344
298,2,132199,-0.130955900027762,0.0587497002015897,0.0264396329411442
299,2,133355,-0.103345643609525,0.0593073941246569,0.0822844477167732
300,2,133435,-0.100441944761676,0.0594507546388964,0.092006932842874
301,2,133943,-0.107592851702249,0.0696495441574126,0.123296762822068
302,2,135183,-0.0885319017202195,0.0595375170367582,0.137909163680768
303,2,135402,-0.110108451780545,0.0594263983427185,0.0647376749233069
304,2,135898,-0.128548475606163,0.0596401887804187,0.0318060738485933
305,2,135912,-0.133334001608675,0.059655071934565,0.0260369723939593
306,2,135925,-0.138200127675485,0.0593494794025587,0.0204453366852919
307,2,136002,-0.122736911155886,0.0594006823060596,0.0395335116832476
308,2,136173,-0.100702425577269,0.059942449456214,0.093844913642358
309,2,138209,-0.0848131737877769,0.0617817593989323,0.170690162950842
310,2,138318,-0.0995281474217158,0.0615428701246114,0.106724764292554
311,2,138695,-0.0800895470100484,0.0605618935761769,0.186877417388312
312,2,138818,-0.0797621700542794,0.0604515077187142,0.187877012283332
313,2,139728,-0.0791606010502681,0.0603448414735451,0.190438767176444
314,2,140174,-0.085918098887575,0.0603186520244074,0.155213117668445
315,2,140863,-0.064435587201349,0.0603699445894274,0.286545262603723
316,2,141152,-0.078087219249409,0.0604950089132719,0.197616279189135
317,2,141292,-0.0709763228748987,0.0600829738273333,0.238276796710443
318,2,141545,-0.100622853360454,0.0602573423348135,0.0958285009536886
319,2,145823,-0.105823992135282,0.0625481727092132,0.0915513675661884
320,2,145934,-0.234306211273816,0.102722380536675,0.0231457471687034
321,2,145980,-0.120364147927754,0.0630558024029489,0.0570919778354671
322,2,146723,-0.0877917239216264,0.0602047031755688,0.145668934007182
323,2,147946,-0.0725330125036556,0.060816508247067,0.233806217852045
324,2,150394,-0.0350330433776718,0.0663571777299332,0.597868136516505
325,2,151274,-0.0480527390565619,0.103957376538823,0.644197562974883
326,2,151397,-0.0179330207832644,0.0610838059627608,0.769250924322222
327,2,153035,-0.0442329530076684,0.0603803403494887,0.464305585929776
328,2,153228,-0.0198250431500873,0.0608580013626869,0.744799698506743
329,2,153455,-0.0120559735446413,0.061323196681181,0.844255836888117
330,2,153732,0.0200163963589807,0.0633966308865633,0.752391908210986
331,2,153815,-0.047893613797493,0.061038056717609,0.433184066485605
332,2,154160,-0.0243337345025977,0.0604372830600536,0.687465717193336
333,2,154235,-0.0158438712711754,0.0610489855523401,0.795379800469645
334,2,155527,-0.0287449850936542,0.0662503529996603,0.664637544502769
335,2,159870,0.00681065949685022,0.0595116527585038,0.90895212723408
336,2,161229,-0.000878055266114508,0.0604262026183915,0.988414528571705
337,2,161451,-0.0417565274710832,0.129370090259576,0.747062029975846
338,2,161451,-0.0241201523922934,0.129797729213364,0.852685776829323
339,2,162696,0.0238068887904339,0.0601528753894671,0.692511526657001
340,2,163284,0.028579701389486,0.0593494444056196,0.630424319220363
341,2,164166,-0.00407285078233677,0.0599197833546343,0.945846629521497
342,2,165270,-0.0248228851485854,0.059401575076665,0.676287023382454
343,2,165675,-0.0129886520720801,0.0603942455861216,0.829841306552031
344,2,166404,0.0140799023592089,0.156533144400318,0.928379250897372
345,2,168012,-0.0481381027245256,0.0729632528225458,0.509839238384703
346,2,168062,-0.0178282523086368,0.0598479535278653,0.765960514216827
347,2,168518,0.0223654587765389,0.0595008502499535,0.707228410070079
348,2,168980,-0.00375391872806041,0.0594841675906161,0.949716331308015
349,2,169651,-0.042057471420468,0.0594706428766842,0.479910537838893
350,2,169902,0.161458518191802,0.0991021161729153,0.104159825174565
351,2,169960,-0.0811362022679232,0.0925557963739953,0.381289585477296
352,2,170725,-0.0221612858809951,0.0596070241475337,0.710272401321667
353,2,171254,-0.0375174589285014,0.0596817768612027,0.530001102513091
354,2,172242,-0.0165432651047699,0.0590027291404621,0.779349183315018
355,2,173254,-0.0021961944181722,0.0585569969112936,0.970103360098627
356,2,173340,-0.013916748976557,0.0585453415595974,0.812244785913722
357,2,173385,-0.00229746121685437,0.0586038212963981,0.968750491315679
358,2,173973,-0.000348881303651571,0.0584482635014383,0.995240777760789
359,2,174714,0.0277504174807941,0.149857753597001,0.853195467709144
360,2,177341,0.00632166715501797,0.0582481454054483,0.913637003214753
361,2,180314,-0.0132297668211585,0.0582644064131688,0.820505182521666
362,2,180339,-0.0151147292576805,0.058410331527859,0.795965009830192
363,2,182758,-0.0224985561041858,0.0581940559638529,0.699275960023116
364,2,183619,0.0135337102942742,0.0584311437909139,0.81696885409877
365,2,183913,0.034771573588828,0.059887029839554,0.561867441754306
366,2,184146,0.0120843526847197,0.0603140486048429,0.841316625155464
367,2,187176,-0.0222809298421786,0.058741751931294,0.704690845010052
368,2,191066,0.0234280037813304,0.0591797981573297,0.692433896811648
369,2,191124,0.150432654654716,0.0743575564525192,0.0438163036607869
370,2,191128,-0.102146258944995,0.0686305744507006,0.137551607780936
371,2,191599,0.0154644762206093,0.0583669579275792,0.791200634183744
372,2,191762,0.029081260039262,0.0606635667806844,0.631960956282303
373,2,191763,0.0369084662517596,0.0585710150247834,0.52900479531324
374,2,191959,0.0305191705574978,0.0584383861155448,0.601827139117471
375,2,192390,0.00392417573481391,0.060073809238845,0.947954148201991
376,2,195759,0.0494070067949631,0.0589042637743182,0.402167176636391
377,2,196912,0.0660515775855253,0.0579025943006334,0.254753098313534
378,2,197598,0.170941959935411,0.189227215356763,0.366946241860148
379,2,198110,0.0530678322551152,0.0582884590237515,0.363214581227408
380,2,198283,0.0684720901173649,0.0600819487218775,0.255206956394681
381,2,198805,0.0753492780165744,0.0584708382789627,0.19835876269704
382,2,198891,0.0496535870228232,0.0580916072116872,0.393271325291222
383,2,199248,0.054424192559218,0.0582124701101754,0.350466951704442
384,2,201782,0.0571763211010609,0.0581332746067818,0.32601603654687
385,2,203285,0.0511132594161031,0.0579233316959536,0.378145064857836
386,2,203783,0.0518729093237795,0.0577964138888578,0.370058091033985
387,2,204179,0.0391928153802916,0.0579648075891886,0.49938914043995
388,2,205406,0.0747012653462059,0.0584632244092101,0.202177948991401
389,2,205834,0.042435986620432,0.0582738525506928,0.466963786675449
390,2,205965,0.0899842992568703,0.0635426435307153,0.157620794948647
391,2,207192,0.0581816208565132,0.0581807219938318,0.317988025633561
392,2,207561,0.0559449555962351,0.0579290682818495,0.334830807536117
393,2,208682,0.0231190594660225,0.0578948887722953,0.689892904346791
394,2,210102,0.0426806368753606,0.0580130558121466,0.462397312218744
395,2,212519,0.0341316383517638,0.123554149407944,0.782518933503447
396,2,214801,0.0343515002102948,0.0580259547712411,0.554227997463841
397,2,215016,0.0510927285679458,0.0579578656220096,0.378620309576024
398,2,218876,0.0541733530267119,0.0585505285009013,0.355472607512385
399,2,227511,0.0395513898654585,0.0589988524216637,0.503056726772646
400,2,230378,0.0294692965082366,0.0582713139515664,0.613364922511891
401,2,231943,0.0174593322881587,0.0584521607714349,0.765348996105586
402,2,232156,0.0376333194758762,0.0584012444067765,0.519739497727532
403,2,232789,0.00702520902096421,0.0582274630236088,0.904036014307017
404,2,238524,0.0225186527790051,0.0582982885365522,0.699532311473019
405,2,241518,0.0283236539014475,0.0587975028702139,0.630306741989759
406,2,250396,0.0030358234932803,0.0584156477521498,0.958582507790187
407,2,250466,0.0123306348057005,0.058391553401816,0.832875265968304
408,2,252305,0.00524017503434504,0.0585493628192878,0.928735215128334
409,2,254571,-0.013528213605804,0.0593680160547424,0.819878923865772
410,2,254742,-0.000740782903113524,0.0593187562533756,0.990043193167626
411,2,254908,-0.0193732358708246,0.0597629844319587,0.746002982679392
412,2,255033,0.00989708199912204,0.0700542991938046,0.887731472394342
413,2,255862,0.0146254617471279,0.0594067239866624,0.805676678871025
414,2,255975,0.0391193563474083,0.0591606989490491,0.508890452339538
415,2,258311,0.0797359299612614,0.0580649525817417,0.17055568687303
416,2,259284,0.0702527938196327,0.0582960766397106,0.228970683219888
417,2,266330,0.0279884061533139,0.0586481303556716,0.633496600056749
