SNP,Chr,Pos,Effect,SE,HUG1_PGM2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
182,2,7366,-0.58290058288076,0.260923862104068,0.026109650590953
183,2,8180,0.212629952203223,0.361591175810574,0.556881678018022
184,2,8187,0.142036793749403,0.37612740319842,0.705932814264047
185,2,8250,0.0625828825500747,0.370622492974126,0.866004392872329
186,2,8253,0.0424729947212654,0.370630566975096,0.908830045315905
187,2,8285,-0.0447916650856005,0.200928669792463,0.823724203435268
188,2,8302,0.0892051560948607,0.188035356360577,0.635503536827852
189,2,8306,0.0892051560948607,0.188035356360577,0.635503536827852
190,2,8314,0.124238942389895,0.184117919056769,0.500257756128075
191,2,8317,0.0833696039255509,0.188386093141823,0.658364836157073
192,2,8328,0.0109046235400083,0.187594404076162,0.953678984440621
193,2,8331,0.0182705894793375,0.187240101609831,0.9223224570035
194,2,8498,-0.0295861731021358,0.183960064989892,0.872319827678487
195,2,8651,-0.0460424820160756,0.184122745943134,0.802683271429919
196,2,9418,-0.410293431162254,0.467804262479,0.381049352258957
197,2,9812,-0.043034557947046,0.185219007544127,0.816405346833982
198,2,9932,-0.0907482738083033,0.184439877748917,0.623010403794449
199,2,10135,-0.107043357191954,0.183708205408761,0.560479794838289
200,2,11616,-0.0337245905280186,0.183592671623429,0.85436018866123
201,2,12133,-0.0504126394029046,0.184311813999857,0.784614849700799
202,2,12194,-0.0392499178982427,0.185032341736441,0.832132229381901
203,2,12359,-0.0833400019697447,0.184449781854201,0.651668723312776
204,2,13061,-0.0556683920227965,0.184465738523938,0.762996158997312
205,2,14298,-0.0826146638825794,0.185019295705043,0.655496057165934
206,2,15222,-0.0202667196623411,0.186873140087076,0.913698968518191
207,2,17986,-0.0293178812234921,0.183594814933871,0.873218217884197
208,2,19770,-0.0405725369522637,0.184858240906023,0.826403644729823
209,2,19836,-0.060331842380129,0.184334981893374,0.743639087591823
210,2,19851,-0.0521670397869469,0.184881888911564,0.777983008853687
211,2,21595,-0.0824234108227084,0.184086788244744,0.654613956665363
212,2,22385,-0.0808753044097622,0.184263018573697,0.660993609913837
213,2,23441,-0.0814804438410296,0.186052905087196,0.661695937078243
214,2,24209,-0.0355765418213062,0.184561332202264,0.847255664562944
215,2,24341,-0.0374164770609715,0.184996894968042,0.839834186085842
216,2,26815,0.0180734124433539,0.184783407381314,0.922139763992299
217,2,28209,0.0257130099668745,0.184843023342717,0.889444703470083
218,2,28695,-0.0838511272186219,0.193062507568695,0.664320611294829
219,2,35849,0.0657575141988032,1.97980320113259,0.973522572833669
220,2,35850,-1.73298375706042,2.41958258304585,0.474321326597688
221,2,41245,-0.13809374249735,0.183992305972606,0.453429013324917
222,2,43214,-0.274242206784901,0.186554302035774,0.142441751106831
223,2,47104,-0.112040248722607,0.181810122176743,0.538127580961353
224,2,50915,-0.0513971906544491,0.183674817096348,0.779774058541923
225,2,55834,-0.092211222945059,0.182780484677024,0.61423070640725
226,2,56422,-0.0233298170002998,0.183169048928517,0.898721917487027
227,2,57715,-0.0507047650292665,0.182549491581437,0.781359967774483
228,2,59046,-0.0575719428116349,0.183467416931078,0.753858845089892
229,2,59191,-0.0415436322833553,0.182428987828143,0.819991915556052
230,2,59383,-0.00289927822487029,0.182494863153641,0.987333593638461
231,2,59477,-0.0355067466431035,0.185231163870257,0.848096163445061
232,2,59755,-0.142244680212517,0.416136883512101,0.732688365839185
233,2,60471,-0.0757751314935037,0.182696209915757,0.678569343850887
234,2,60478,-0.0701406452977141,0.182911156839833,0.701603349924322
235,2,60786,-0.0861930251094802,0.182590809811865,0.637178731219495
236,2,61035,-0.0556247340934327,0.182611261651189,0.760844715722156
237,2,61071,-0.0241013842101502,0.181802227852053,0.894609589981786
238,2,61675,-0.0562983143094469,0.182305536650559,0.757645975675435
239,2,62776,-0.0503284959202622,0.190289091722446,0.791561039059166
240,2,62939,0.027427449755664,0.182009141232612,0.880304200320946
241,2,63527,0.0473884255981991,0.18268081032625,0.795473522201437
242,2,63857,0.0500870222954733,0.18272127465953,0.784154982718636
243,2,65527,-0.0184880117010733,0.182135594240881,0.919205746142366
244,2,67007,-0.0489375416643506,0.200515881487119,0.807327543711003
245,2,67023,0.350124920027785,0.414270961226287,0.398594418986059
246,2,67024,0.34219309189348,0.415807055764504,0.411085623898943
247,2,67976,0.0849055319776634,0.184706389572044,0.646030070336878
248,2,69628,0.0439031105623809,0.187807971901833,0.815302187096222
249,2,71825,-0.234762993603807,0.36298344880483,0.518207911391927
250,2,72389,0.136826003172748,0.183477795005526,0.456323169371262
251,2,72392,0.0382898131263611,0.18485962026726,0.836028439913587
252,2,73646,0.0936772493025743,0.181011987549497,0.605117644153258
253,2,74564,0.184044444469241,0.180459419355516,0.30849041504916
254,2,74739,0.258833796324858,0.180795216744259,0.153131444575185
255,2,79931,0.304875859983839,0.20372619958158,0.135417448078857
256,2,80748,0.283950877350559,0.187966919456203,0.13177408816327
257,2,80873,0.269639211758527,0.181184426230393,0.137590119808219
258,2,81501,0.337663341572303,0.180830751805077,0.0626898012236648
259,2,83526,0.342502436103075,0.180521637695645,0.058605134226184
260,2,83845,0.399875422620129,0.180360767221362,0.0272537802099711
261,2,84412,0.597433361919847,0.456576406458393,0.191552746810533
262,2,84412,0.291782225574856,0.228657765566831,0.202771423047895
263,2,84447,0.402136881070587,0.182681332129721,0.0283612898687038
264,2,87391,0.375736716343795,0.179700867088621,0.0372515948553109
265,2,87562,0.379610039433163,0.180138243523399,0.0357941975593686
266,2,87849,0.385883888641353,0.180083197715414,0.0328117690403887
267,2,87878,0.368115042372487,0.180971974286756,0.0426887743652906
268,2,88125,0.277531800467767,0.201879142778618,0.170083346631799
269,2,89785,0.311468580396098,0.18129339769475,0.086666954249745
270,2,93441,0.266188681244145,0.186948300841172,0.155369579630754
271,2,93588,0.286994472713713,0.193465371488335,0.138849541274457
272,2,93721,0.275015213950354,0.18090882770023,0.1293592007063
273,2,93952,0.235991688369911,0.180544481036317,0.192025792149753
274,2,95085,0.344729563969608,0.18030228798632,0.0566914670408086
275,2,103188,0.413029931318254,0.184326685770577,0.0256636808309997
276,2,107124,0.348520147146196,0.1803722779088,0.0541313932570539
277,2,111645,0.475287701669982,0.179667581711733,0.0085249270649097
278,2,111916,0.443564831724332,0.180328568304633,0.0143817523053954
279,2,111931,0.458553428105266,0.180502957801017,0.0114997238907914
280,2,111999,0.465656557229455,0.179791179781195,0.00999552244586386
281,2,114528,0.368599370168521,0.18147848162228,0.0429946313744364
282,2,116024,0.469157334415928,0.181257905211187,0.0100424515384034
283,2,119244,0.236655796456026,0.199016532898859,0.235189232548448
284,2,119246,0.264163934768994,0.201050896187909,0.189727782790143
285,2,119247,0.218252674810065,0.202664474846167,0.282253079451884
286,2,120090,0.267393657772219,0.181690671803197,0.14199357897845
287,2,120291,0.311527169546182,0.183584088259956,0.0905936151547198
288,2,120726,0.257782284788678,0.182752030254789,0.159255663005447
289,2,121716,0.342637074655524,0.182147543508251,0.0607816730490759
290,2,123100,0.257160514038231,0.182799012963624,0.160368326060893
291,2,124677,0.242998511237966,0.182600740431588,0.18412557958567
292,2,127636,-0.156764321137397,0.231377352749684,0.498515676013634
293,2,127887,0.288650094937945,0.183671877054038,0.116950105736899
294,2,128935,0.276305366839017,0.183550857182755,0.133132439415891
295,2,129053,0.339039998052312,0.183815940316307,0.0659547308320279
296,2,130040,0.288394776567141,0.185191844744491,0.120301079493349
297,2,130976,0.197778490212542,0.184012440062782,0.283193708360066
298,2,132199,0.310707446985112,0.18442760153596,0.0929279414692521
299,2,133355,0.223161741219867,0.186041352413184,0.231127351358568
300,2,133435,0.238147636200698,0.186392485500827,0.202206266212759
301,2,133943,0.0693768503577181,0.218697324773672,0.751258372078282
302,2,135183,0.206987763441762,0.186601512053643,0.268077379729921
303,2,135402,0.209469766929971,0.186565378573366,0.262298798985102
304,2,135898,0.275820306582443,0.187315003233853,0.141778419195788
305,2,135912,0.269512690637689,0.187480201210986,0.151446811939275
306,2,135925,0.280270562237881,0.186581051337507,0.133955366687713
307,2,136002,0.226278732997402,0.186648217997331,0.226197877663943
308,2,136173,0.214357351327897,0.18801378292329,0.255011330731413
309,2,138209,0.22824577328233,0.193502395754408,0.23897353349985
310,2,138318,0.278720705087676,0.192762454250498,0.149084530270837
311,2,138695,0.243793542437699,0.189575287059374,0.199286460707635
312,2,138818,0.207466764763953,0.189348671534125,0.27396300516203
313,2,139728,0.224981819472149,0.1889512874201,0.234576590339377
314,2,140174,0.215656254555941,0.18898208859029,0.254582506615709
315,2,140863,0.154366826246113,0.189075334830073,0.414804696178398
316,2,141152,0.154404279614348,0.18960885575188,0.416004625958621
317,2,141292,0.183496844759089,0.188168985908688,0.330143470731165
318,2,141545,0.159090411788151,0.189150693812405,0.400873836001294
319,2,145823,0.301861739008618,0.19590104975842,0.124239762785348
320,2,145934,0.141527700391817,0.323779085816195,0.662297455659309
321,2,145980,0.184803455228296,0.198127398581749,0.351586270616807
322,2,146723,0.15399071395627,0.188820820309477,0.41531386199076
323,2,147946,0.210927270738554,0.190399222575727,0.268695628846227
324,2,150394,0.216099709247238,0.207451652617094,0.298269671946081
325,2,151274,-0.184186224397042,0.32532219535751,0.571640980112037
326,2,151397,0.158531374465315,0.191020467898571,0.407145892045424
327,2,153035,0.178994986794158,0.188885143541474,0.343961369305522
328,2,153228,0.118213156722576,0.190401359194314,0.535090439036831
329,2,153455,0.149291657072643,0.191778617615847,0.436820363854699
330,2,153732,0.221343062078204,0.198100222764639,0.264613695432074
331,2,153815,0.143678184836072,0.191053749597401,0.452534045531342
332,2,154160,0.16417573819859,0.189001411824747,0.385629763302349
333,2,154235,0.144856485048537,0.190937042936616,0.448561624000616
334,2,155527,0.272934146087002,0.206899867036932,0.187970478190392
335,2,159870,0.240199401967711,0.185826985255335,0.19699590610828
336,2,161229,0.34948624260604,0.188208269241325,0.0641564451154059
337,2,161451,-0.25832245317735,0.404735776518107,0.523725038560611
338,2,161451,0.531037982993642,0.405283439781297,0.190950397943184
339,2,162696,0.376338676670131,0.187243143567867,0.0452029927322779
340,2,163284,0.416112260340009,0.18449150272529,0.0247166483293926
341,2,164166,0.268158661544124,0.186997510876442,0.152451016085059
342,2,165270,0.295970555184537,0.185295827102717,0.111096563234684
343,2,165675,0.254558982687572,0.188551391533941,0.177856149503525
344,2,166404,-1.02784018288963,0.486867629425571,0.0354638607395405
345,2,168012,0.266294923600913,0.228065092903123,0.243745379060343
346,2,168062,0.19660608185947,0.187046417976585,0.293927776963235
347,2,168518,0.137039544614318,0.186123377996904,0.462047271851361
348,2,168980,0.19968312466665,0.185874209439035,0.283425728344268
349,2,169651,0.201703966492403,0.185956605138715,0.278802319637309
350,2,169902,0.324706036614667,0.310859093451731,0.296948482282591
351,2,169960,0.304926691017529,0.289546782710563,0.293007607856508
352,2,170725,0.317840779595402,0.185829379396089,0.0880723390865454
353,2,171254,0.404090108278488,0.185658157087586,0.030178177071725
354,2,172242,0.248788701933621,0.184215187180843,0.17771020094397
355,2,173254,0.295537071765597,0.182598951412721,0.106447196528318
356,2,173340,0.315133555264396,0.18248382603823,0.0850582250450934
357,2,173385,0.303141721903716,0.18271079063176,0.0979769030500253
358,2,173973,0.370962962473431,0.18186590262272,0.0421182196089907
359,2,174714,-0.26858690125234,0.468837781105243,0.567091946280468
360,2,177341,0.455378861997336,0.180692932132236,0.012169859633014
361,2,180314,0.311152979080532,0.181618905352373,0.0875502353449868
362,2,180339,0.282308413562935,0.182214672867862,0.122201412477398
363,2,182758,0.317888068755901,0.18139006925647,0.0805541720871491
364,2,183619,0.232387016829197,0.182476134746472,0.203671498218154
365,2,183913,0.204719200586662,0.187210320205135,0.274908932202205
366,2,184146,0.262751704265291,0.188266200891398,0.163700388621583
367,2,187176,0.161086340172238,0.183690589372237,0.381113518885363
368,2,191066,0.215860612767217,0.184908653421512,0.243840623559927
369,2,191124,0.610909399579835,0.231804237265049,0.00877306932604487
370,2,191128,-0.541718680457107,0.213538844720088,0.0116150949130715
371,2,191599,0.200271416880422,0.182387000364213,0.272927780638805
372,2,191762,0.231491383340261,0.189529838642407,0.22275041620932
373,2,191763,0.177932086158188,0.183177156390125,0.33203109614092
374,2,191959,0.165288548200314,0.182762650027933,0.366405911327889
375,2,192390,0.236239996057893,0.187602491907774,0.208769075407766
376,2,195759,0.145475192743192,0.18438286948154,0.430650746916576
377,2,196912,0.138142839376314,0.181411452738943,0.446873423054393
378,2,197598,0.134301685042059,0.592894670552494,0.820929186370295
379,2,198110,0.0960718964738798,0.182576841515981,0.599079833080262
380,2,198283,0.119728587301441,0.18828554478374,0.525261227242553
381,2,198805,0.0782696242279798,0.183387838262103,0.669786395562237
382,2,198891,0.0896270731606757,0.181943778190656,0.622595408500088
383,2,199248,0.0868773814790494,0.182363353189816,0.634086201910041
384,2,201782,0.0723282432000624,0.182157121368076,0.691559383568928
385,2,203285,0.305883585330647,0.180759726431858,0.0914881779005064
386,2,203783,0.254611356997212,0.180592877390479,0.159460353691494
387,2,204179,0.24083692426576,0.181085708000927,0.184389804559259
388,2,205406,0.177165754526391,0.18316145010096,0.334073538751575
389,2,205834,0.205072942109158,0.182198952459666,0.261123236188219
390,2,205965,0.0706429025576872,0.199407874286874,0.7233530494397
391,2,207192,0.179919368027203,0.182103306947643,0.323825874231645
392,2,207561,0.14824318569812,0.181377354356751,0.414297348028791
393,2,208682,0.108486281569846,0.18115147253964,0.549643323038736
394,2,210102,0.0881270366790706,0.181650999255792,0.627874575564186
395,2,212519,0.576071359512112,0.385530932282021,0.136009201171463
396,2,214801,0.0715204937177522,0.18166302131813,0.694041201842213
397,2,215016,0.0642019580163956,0.181567071958786,0.723850415811415
398,2,218876,-0.0554204647530616,0.183452967753235,0.762756553378667
399,2,227511,-0.123315401102073,0.184658695096468,0.504696504105965
400,2,230378,-0.00977412162506186,0.182446022504011,0.957305931829724
401,2,231943,-0.0167725556641635,0.182967670335088,0.927012625039292
402,2,232156,-0.0406035670545478,0.182882077893904,0.82442632905983
403,2,232789,-0.00787933501692661,0.182246734210762,0.965539098447848
404,2,238524,-0.0111025833235928,0.182502732930028,0.951524914479968
405,2,241518,-0.106163960061077,0.184001335972435,0.564324878311105
406,2,250396,-0.200437931740741,0.182521640533369,0.272883176602662
407,2,250466,-0.202442872358857,0.182450691512431,0.267937171855324
408,2,252305,-0.172876211074547,0.183021890527682,0.345526670760411
409,2,254571,-0.0251737680092684,0.185822058892463,0.892315568852416
410,2,254742,-0.07179982163372,0.185619754349569,0.699128973381913
411,2,254908,-0.0629234914673709,0.187047276159918,0.736765961037346
412,2,255033,-0.0847032022011106,0.219219576352017,0.699444191299847
413,2,255862,-0.134430190119122,0.18581262974932,0.469869221720812
414,2,255975,-0.125386267945139,0.185158761876903,0.498733728734309
415,2,258311,-0.332282120577219,0.181359312474766,0.0677675838382089
416,2,259284,-0.199795153245067,0.182523636957853,0.274426762958243
417,2,266330,-0.0886917951959098,0.183558600781757,0.629267667446249
418,2,267100,-0.110981165108933,0.183510863868315,0.545722899751355
419,2,268086,-0.0504483368008507,0.183599657247757,0.783650933406774
420,2,274614,-0.145862153726552,0.182338491353587,0.424276242147053
421,2,274729,-0.191172061883135,0.183219592721474,0.297475225629148
422,2,275746,-0.077608444425579,0.183375287310164,0.67239106754266
423,2,277029,-0.0756568643203978,0.182525025406283,0.678758768488833
424,2,277741,-0.102300952461861,0.182559933146757,0.575583137019043
425,2,278218,-0.100760496244188,0.182232337306906,0.580665938468401
426,2,278379,-0.0766566214671671,0.186778413676711,0.681750696080029
427,2,279910,-0.129571872472371,0.182116686404591,0.477258452720402
428,2,280616,-0.106736520841846,0.190127127251297,0.574884142690021
429,2,283431,-0.109900929984832,0.184823866187193,0.552474955054454
430,2,283573,-0.123913036286197,0.182579142056113,0.497784552486617
431,2,286762,-0.108247044352874,0.183075242171055,0.554717413010969
432,2,287187,-0.160431824057209,0.182111154674136,0.37894130595494
433,2,288379,-0.128673239008042,0.180799968355097,0.477127805173775
434,2,294941,0.106926003963792,0.180948390879352,0.554952253172797
