SNP,Chr,Pos,Effect,SE,ADE17_PGM2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
33,1,39144,0.0163060002695598,0.124642321427905,0.89599037137786
34,1,41499,-0.00402625811214315,0.1242994196854,0.974178061338533
35,1,45359,-0.323682902321506,0.208551530752107,0.121545744860078
36,1,45634,-0.0940562088392982,0.192148113190392,0.624792866105608
37,1,51248,-0.0484781538871752,0.124802011436588,0.697924254459412
38,1,51462,-0.0611912460651588,0.124955512914645,0.624647372590262
39,1,52124,-0.0933591999950426,0.124729742266518,0.454661923844436
40,1,52667,-0.0235695265285126,0.124622312648659,0.85010145425776
41,1,55470,-0.119589353960927,0.127861959651153,0.350272838653178
42,1,59265,0.00908722278708335,0.124564815141573,0.941885820932774
43,1,60165,0.0450730499505483,0.124448503220787,0.717432500546586
44,1,62308,-0.158299768255338,0.124048931785483,0.202756512731283
45,1,62869,-0.110125128064479,0.124180864045564,0.37578368788373
46,1,65431,-0.284165484929299,0.128955007282877,0.0281975744426649
47,1,65451,-0.209663045848269,0.127510545010338,0.101008598191533
48,1,65719,-0.162223301882728,0.13319855546319,0.224073182401461
49,1,66841,-0.132693095258775,0.124177028525847,0.285989124957051
50,1,66948,-0.198980194341595,0.124692080401867,0.111434428066454
51,1,68621,-0.266941735211625,0.123990644138002,0.032002177966515
52,1,69417,-0.174051300510876,0.124126414798954,0.16173130214747
53,1,69820,-0.329117230050648,0.486746149343858,0.499383186151729
54,1,69821,-0.289731796548398,0.301808930692472,0.337720248486245
55,1,70906,0.0204465338798814,0.199946164611425,0.918608212592506
56,1,74327,-0.206773379014389,0.124671145682631,0.0980946608836955
57,1,74572,-0.132582885886403,0.124623125324558,0.288114498169954
58,1,75211,-0.132978016482327,0.124394024588449,0.285797208093543
59,1,76030,-0.110541940124195,0.124456221480993,0.375038307263805
60,1,80108,-0.205598829165295,0.124084163255705,0.098422014779466
61,1,81262,-0.204152099295776,0.124043657818702,0.100693234607374
62,1,81999,-0.174128339811948,0.124478213971438,0.162731166053221
63,1,82431,-0.20914428822591,0.124918637723763,0.0949683597295278
64,1,83284,-0.212941273040032,0.123984071241804,0.0867668984379534
65,1,83613,-0.226020973963635,0.123904677619979,0.0689743601698095
66,1,84112,-0.271725228240194,0.12365815770615,0.0286417521683869
67,1,84701,-0.262832281704843,0.132582997544081,0.048209690422591
68,1,84858,-0.19987400715026,0.124398349064241,0.109008675776755
69,1,85751,-0.21674470407143,0.12483366496646,0.0833889260052679
70,1,87445,-0.228861973853943,0.12503865517413,0.0680436567295723
71,1,87467,-0.24212745968344,0.125629010608617,0.0547417958415097
72,1,89070,-0.356618122132307,0.124054189829916,0.00428930853833292
73,1,89616,-0.231328250867653,0.124214032249089,0.063386388310387
74,1,89679,-0.323081599697128,0.123648564086741,0.00936154255794274
75,1,89880,-0.31482517134046,0.123740802475911,0.0113773089108328
76,1,91472,-0.281867815728564,0.124899300055553,0.0246340497370057
77,1,93789,-0.340446538009755,0.123175336955859,0.00601074608779487
78,1,94351,-0.329364452395873,0.123591618659265,0.00805375771035757
79,1,99148,-0.326898940730474,0.123279257491691,0.00837007239726581
80,1,101281,2.04669756905538,1.3572694005378,0.132461153388378
81,1,106011,-0.50338736338927,0.12695710028516,8.88654864504082e-05
82,1,106800,-0.477493746288847,0.122051034295887,0.000109697417611106
83,1,107970,-0.403545630456476,0.122429828188002,0.00107973887059572
84,1,109000,-0.375445145970015,0.122904759125308,0.00242362932580958
85,1,112549,-0.340222810693198,0.12305245138576,0.0059937892714395
86,1,112742,-0.349036670143951,0.123472554361425,0.00496887238393158
87,1,113050,-0.341924574321957,0.123316589846917,0.00585367214612163
88,1,113135,-0.325011148167999,0.123125481257533,0.00866670895225689
89,1,114076,-0.310576008613061,0.123230982465776,0.0121666503415767
90,1,114628,-0.246988965888633,0.123954135516563,0.0470767522016507
91,1,116283,-0.233471818106765,0.124725063989966,0.0620482975364457
92,1,126880,-4.57320312840057,2.33915498099736,0.0513640562712965
93,1,127853,-0.24786009903992,0.124411710142121,0.0471127190807279
94,1,128302,-0.197410368506793,0.124184924647105,0.11280925293307
95,1,128704,-0.207133924183111,0.124264596858678,0.0964256072578145
96,1,128911,-0.16725389456606,0.124448509412772,0.179824268329049
97,1,130267,-0.263743232783482,0.123914761588309,0.0339940272692927
98,1,130271,-0.265589150789385,0.124052562386994,0.0329633156802826
99,1,130613,-0.31331400825606,0.124913919399515,0.0125813430483754
100,1,132012,-0.174010187933169,0.125413118749989,0.166165873472131
101,1,133231,-0.145235943360356,0.124622769270516,0.244642145000985
102,1,137074,-0.127498476879149,0.124499897156526,0.306496398751656
103,1,137304,-0.158579386104718,0.124442135134693,0.203387483035135
104,1,139686,-0.0932367678759381,0.12479332320458,0.455482776445708
105,1,149562,-0.0823631779586506,0.125100089540278,0.510724267356104
106,1,150447,-0.0293615900685035,0.126555719304726,0.816668382107928
107,1,151446,0.173438545773947,0.25409714662204,0.495327617701027
108,1,154084,-0.0538706811118965,0.126924007019992,0.671508934275354
109,1,156633,-0.00451736706681137,0.128696718006231,0.972019145572194
110,1,157269,-0.0416604967458789,0.124632504860617,0.738376815883936
111,1,160054,0.0110317221023341,0.125835155590678,0.930190228527028
112,1,166222,0.0142901233409597,0.124903490424202,0.908978372010342
113,1,166416,0.0274739150530166,0.12464365079772,0.825671734384832
114,1,167326,-0.0115842317201831,0.125359053408606,0.926425972387633
115,1,168836,-0.0211819197556228,0.124761398444665,0.865280856221011
116,1,171200,-0.0632759744753716,0.124907944192327,0.612765195557607
117,1,171431,-0.073900609024789,0.12567189113076,0.55687872858612
118,1,173339,-0.0836067396126675,0.12467625512516,0.502919789502722
119,1,173845,-0.0455922861918032,0.124628605976681,0.714714631677546
120,1,175121,-0.0591447775233021,0.124365242639075,0.634672619622995
121,1,175281,-0.0482530186734039,0.124484328758052,0.698528487415611
122,1,175315,-0.0478375761602425,0.124445579763045,0.700909326408793
123,1,175523,-0.0456358932957521,0.125153305384421,0.715598543506284
124,1,175541,-0.0481802374051792,0.124639624601576,0.699317588035304
125,1,175653,-0.0631133511753957,0.125015363076195,0.613982885075969
126,1,175805,-0.115024712832339,0.131992004764539,0.384099627106727
127,1,175818,-0.079835071651547,0.129028334948289,0.53648630810504
128,1,175856,-0.0760976301907763,0.127060544177016,0.549618092366759
129,1,175876,-0.0618755375807616,0.125133543952395,0.621277617441878
130,1,175989,-0.0496153184308932,0.12550624487495,0.692844411079011
131,1,176001,-0.0597931211681011,0.126148003887222,0.635798781620885
132,1,176451,0.00140995176835737,0.127704957895468,0.991197214120811
133,1,177692,-0.0554826389466291,0.124436588972706,0.655963934985274
134,1,178191,-0.0767161914269689,0.124528289248326,0.538255698193715
135,1,178224,-0.0554826389466291,0.124436588972706,0.655963934985274
136,1,178960,-0.0964759580991739,0.125360638187266,0.442059384408083
137,1,179139,-0.189146555503362,0.24846559696409,0.4470109077493
138,1,179139,-0.219718301926679,0.500690523183845,0.661052782207033
139,1,180955,-0.00491475372760042,0.14408592546424,0.972808808367746
140,1,183802,-0.0918983028345727,0.124391168715944,0.460528616461931
141,1,183954,-0.0772605277080378,0.125326155411272,0.537977965196588
142,1,184450,-0.070258863781071,0.124239437981215,0.572084984618073
143,1,184641,-0.118150706301914,0.127758129126802,0.3557017537403
144,1,184718,-0.0712416277834803,0.124944394045275,0.568913819200289
145,1,185296,-0.0808443527987032,0.124397227046341,0.516186800380274
146,1,185438,-0.0900591147609076,0.1243851753867,0.469524326236769
147,1,185469,-0.0922434295787454,0.124560426541266,0.459457618515728
148,1,185503,-0.0843340415393094,0.124253682699062,0.497757045565811
149,1,185705,-0.0964169813430891,0.125619568571964,0.443278621286051
150,1,185749,-0.0988661486555883,0.125614175570903,0.431773650943592
151,1,185806,-0.123063679737923,0.125721711476393,0.328320598457475
152,1,185879,-0.113294460463923,0.126356745401955,0.370530768690062
153,1,185916,-0.0638540848706438,0.126397331089786,0.613743887313598
154,1,185941,-0.0963176862030211,0.126890303578817,0.44832165092924
155,1,185954,-0.103486049959726,0.127245540186649,0.416606651548916
156,1,186055,-0.082695553520917,0.124745129571083,0.507816920903565
157,1,186896,-0.126682957406375,0.126689881154549,0.318021902911154
158,1,187697,-0.085440970168813,0.258698111961705,0.74138970741143
159,1,189392,-0.490870186272096,0.258779099411057,0.0586612008449319
160,1,189416,-0.25442197994462,0.25122946722411,0.311893495229139
161,1,190132,0.0914931884615211,0.124886185255836,0.464280932605673
162,1,190148,0.101843497591214,0.124901216336325,0.415397567952573
163,1,190165,0.0560320474992483,0.125944154325544,0.656667598283653
164,1,190169,0.0673354663875151,0.125771307963032,0.592724106913449
165,1,190933,0.0262349302771962,0.124794205662737,0.8336129281881
166,1,192149,0.0985078258832822,0.125713073260286,0.433804669160151
167,1,192302,-0.0785898020622922,0.166080396972215,0.636360580250932
168,1,192303,-0.171654380698538,0.149720662276905,0.252365864660973
169,1,192305,-0.133711451876404,0.155713099926171,0.391086583330727
170,1,192315,-0.140906344239193,0.176668012434759,0.425652170630966
171,1,192795,0.0612103176219407,0.124523143281623,0.623337510483514
172,1,194020,0.0286052836681982,0.131196466177246,0.827528644337963
173,1,194187,0.180542071635159,0.124298068186478,0.147252852376251
174,1,194867,0.0687969984870201,0.124547292742286,0.581039993488622
175,1,197325,0.117517804457014,0.127488217258389,0.357265885534721
176,1,197392,0.148545140513372,0.129040275994785,0.250448295652564
177,1,198857,-0.469400379733929,0.596939699318804,0.432193108294766
178,1,206666,-0.12403521457981,0.139977741836507,0.376163277394804
179,1,206675,-0.0569198032268594,0.182416173965201,0.755199930232579
180,1,223051,0.068733636553049,0.144349208913069,0.634253398660607
181,1,223059,-0.0938575631552241,0.149855961854463,0.531510834402035
182,2,7366,0.00470577892073498,0.180717233190827,0.979240579636755
183,2,8180,-0.0426269396203169,0.248799809926572,0.86406224572185
184,2,8187,0.249217077302343,0.258397846092692,0.335470381568085
185,2,8250,-0.224877703034001,0.254628911701528,0.377751653877388
186,2,8253,-0.21065144095159,0.254663375744417,0.40869609766056
187,2,8285,0.0608056090854383,0.138162769620054,0.660133113905901
188,2,8302,0.0345969013060419,0.129351534980407,0.789267995673138
189,2,8306,0.0345969013060419,0.129351534980407,0.789267995673138
190,2,8314,0.0623107585221375,0.126667392696209,0.623078677611458
191,2,8317,0.0232350307712824,0.129594681024976,0.85781286014057
192,2,8328,0.000104856740771653,0.12902076902735,0.999352008709985
193,2,8331,0.00140178654409268,0.128778191298083,0.991321124610218
194,2,8498,-0.0372114476761707,0.12650972720728,0.768824551605249
195,2,8651,-0.0515457553992659,0.126613975557066,0.684174294908119
196,2,9418,-0.0541075560648778,0.322075109617609,0.866682081156019
197,2,9812,-0.0511655332416511,0.127367076153832,0.688135331205101
198,2,9932,-0.0551008167838368,0.126860185552031,0.66430484619441
199,2,10135,-0.071688628705918,0.126350521612488,0.570817377088819
200,2,11616,-0.00976689097616767,0.126272880094935,0.938390929987597
201,2,12133,-0.0399778471472677,0.126758087626657,0.752654236696032
202,2,12194,-0.0279495140118532,0.12725748059931,0.826286556225792
203,2,12359,-0.0552683537481221,0.126859979095469,0.663346648457696
204,2,13061,-0.00927239467407426,0.126883781758024,0.941785552706792
205,2,14298,-0.0397790869609587,0.127267413077275,0.75479723996565
206,2,15222,0.00186524750165773,0.128526197088737,0.988429236698223
207,2,17986,-0.0244235804299497,0.126267258806815,0.846735303019724
208,2,19770,-0.0108072162346656,0.127145698158688,0.932310627750581
209,2,19836,-0.0431712458312423,0.126776860910006,0.733660463961204
210,2,19851,-0.0328542610332743,0.127156904422899,0.79626750615026
211,2,21595,-0.043396093857739,0.126622631135074,0.732013186207396
212,2,22385,-0.0324514211339174,0.126751761773362,0.798081872728539
213,2,23441,0.00822292799659397,0.127993977358495,0.948811791698604
214,2,24209,0.0279872358432169,0.126932062649783,0.825617115307471
215,2,24341,0.0062829200082275,0.127240618190091,0.960645781413015
216,2,26815,0.0377788786590999,0.127072671316532,0.766411314464179
217,2,28209,-0.0422644793314936,0.127111439744337,0.739709542563073
218,2,28695,-0.10926187743225,0.132688997299969,0.410811856959428
219,2,35849,0.816645967995844,1.36094001835898,0.548851104255578
220,2,35850,-0.295050202113111,1.66522967880759,0.859466356570957
221,2,41245,-0.0505855411452596,0.126615072638422,0.689750033893886
222,2,43214,-0.13035673291932,0.128509783948888,0.311100007875594
223,2,47104,-0.0842591997156314,0.125028785399318,0.500804230375819
224,2,50915,-0.0890557818952483,0.126249473654974,0.481029490829735
225,2,55834,-0.123386096021102,0.12558304129374,0.326523515080338
226,2,56422,-0.0901010295644491,0.125888150004047,0.474635633587191
227,2,57715,-0.0979767170988955,0.125455842237962,0.43534604641672
228,2,59046,-0.155499671669447,0.12592768366614,0.217713929862913
229,2,59191,-0.164263309818927,0.125171835829027,0.190270747422574
230,2,59383,-0.190035668308339,0.125104719929356,0.129654387440859
231,2,59477,-0.168668416183017,0.127084751169641,0.185296303931819
232,2,59755,-0.207985899941776,0.286036031756871,0.467627151997709
233,2,60471,-0.158725858268679,0.125397721018207,0.206426816834284
234,2,60478,-0.148259671716831,0.125577709493898,0.238548243137055
235,2,60786,-0.117792305615791,0.125461956668659,0.348440110065362
236,2,61035,-0.138942022299221,0.125391564710445,0.268588093170507
237,2,61071,-0.12419260311642,0.124864789315248,0.320604016465653
238,2,61675,-0.150960044178397,0.125141935843284,0.228505595648952
239,2,62776,-0.109152234931442,0.130757422703536,0.404412400434161
240,2,62939,-0.129394993611685,0.124993261325666,0.301276812141271
241,2,63527,-0.107127258663934,0.125523313619475,0.393991249345444
242,2,63857,-0.105897014675341,0.125555529722354,0.399560427865831
243,2,65527,-0.224449418231031,0.124696690411658,0.072720190104521
244,2,67007,-0.257941931479112,0.137233668457178,0.0609885671249421
245,2,67023,-0.683324385693154,0.2828791759393,0.016216324982459
246,2,67024,-0.731034748075207,0.283593443679352,0.0103493269459058
247,2,67976,-0.185009060421443,0.126689795414302,0.145088492762359
248,2,69628,-0.0583453168977964,0.129139700545177,0.651690537820918
249,2,71825,-0.380692386421213,0.248970651171108,0.127143821897242
250,2,72389,0.0328020948704638,0.126276200058022,0.79519674442082
251,2,72392,0.117083417723017,0.126994193070631,0.357179735515017
252,2,73646,0.0939728147577406,0.124439762736272,0.450652276890052
253,2,74564,0.0973447248120851,0.124187671068147,0.433652728661221
254,2,74739,0.0931872300123824,0.1246057230387,0.455044489180514
255,2,79931,0.218990726359055,0.140074628741446,0.118857819693248
256,2,80748,0.140359274055735,0.129478209415414,0.279087873805455
257,2,80873,0.181448868588044,0.124628292019357,0.146303420766232
258,2,81501,0.165761819293109,0.124669301299374,0.184504647983009
259,2,83526,0.107494929181631,0.124655982603356,0.389089905983983
260,2,83845,0.183743270420525,0.124522361508352,0.140946851926186
261,2,84412,0.219098660064423,0.314560080353743,0.486559087703749
262,2,84412,0.000841314623488243,0.15762422886398,0.995744350195695
263,2,84447,0.154093092094987,0.126234398223337,0.223018095204532
264,2,87391,0.151305935697414,0.124093223146793,0.22354728882878
265,2,87562,0.141889958117362,0.124440004804436,0.25496442984264
266,2,87849,0.151049395571042,0.124397628264879,0.225465263761849
267,2,87878,0.170164889611257,0.124864776286346,0.173816361952544
268,2,88125,0.0882109023747785,0.13913663180682,0.526499498726392
269,2,89785,0.160617828061556,0.124914581117078,0.199348258310019
270,2,93441,0.0203775024985397,0.128939921441261,0.87451663892851
271,2,93588,0.0506152896126755,0.133444881472333,0.704695127856195
272,2,93721,0.0299439318911922,0.124818506643359,0.810547198543318
273,2,93952,0.0133223230166851,0.124469604117613,0.914823807748047
274,2,95085,0.0118518240460453,0.124643746686856,0.924300797021846
275,2,103188,0.0447894549649936,0.127648887470674,0.725887605401013
276,2,107124,0.084890790552599,0.124625472909403,0.496212263897389
277,2,111645,0.14284972717071,0.124555371906909,0.252209098610877
278,2,111916,0.140588213514193,0.124857330589617,0.260934307940712
279,2,111931,0.180615832230209,0.124903218677015,0.149051488386773
280,2,111999,0.150360405215042,0.124565942333389,0.228211571703102
281,2,114528,0.175253440845552,0.12519404619322,0.162435133108275
282,2,116024,0.18165450554377,0.12546758734185,0.148554891774034
283,2,119244,0.126325390996518,0.136984809807256,0.357061729957104
284,2,119246,0.152977077776818,0.138373372178493,0.269679264464796
285,2,119247,0.211927949528461,0.13915713212443,0.12866904682047
286,2,120090,0.115195365401428,0.125192516881471,0.358124947820682
287,2,120291,0.130127871315885,0.126586613645918,0.304665457617895
288,2,120726,0.145227412388232,0.125806243986204,0.249127910341249
289,2,121716,0.222721171312183,0.125341013188518,0.0764421872640891
290,2,123100,0.0868973513037384,0.125989135860875,0.490822822858953
291,2,124677,0.0440668500351561,0.125878480196201,0.726491544371929
292,2,127636,0.0927410660999278,0.159159274329234,0.560471703343898
293,2,127887,0.154500016359984,0.126496526690192,0.222758185095547
294,2,128935,0.143269973584224,0.126413913403659,0.25784054171209
295,2,129053,0.148123763885577,0.126784314856973,0.243468957050303
296,2,130040,0.135675287495386,0.127600350943256,0.288380445657439
297,2,130976,0.11042648963202,0.12662720263528,0.383768516237546
298,2,132199,0.120332781528314,0.127189904686923,0.344751097205818
299,2,133355,0.151126477353075,0.127959965559554,0.238379964141817
300,2,133435,0.192679444884019,0.128079676954314,0.133379848650926
301,2,133943,0.146847941990766,0.150229791553489,0.328996611918794
302,2,135183,0.0743523841552268,0.128499831413303,0.563215579337974
303,2,135402,0.0825074596650428,0.128466298646811,0.521127850157986
304,2,135898,0.125872797591821,0.129049251868863,0.330036894574671
305,2,135912,0.130141537999345,0.129132843284157,0.314235373294404
306,2,135925,0.140660525620319,0.128514801942375,0.274478335431976
307,2,136002,0.160165501964851,0.128353582021829,0.212914575277335
308,2,136173,0.116658564176312,0.129397558210121,0.367909858520538
309,2,138209,0.146124455377452,0.133118449669341,0.273082608203477
310,2,138318,0.176288387794858,0.132635086978865,0.184665684165271
311,2,138695,0.169285368896252,0.130376619135747,0.194986036013714
312,2,138818,0.186134342082307,0.130071189360932,0.15330943663916
313,2,139728,0.137156994103761,0.130009271344998,0.292156645376154
314,2,140174,0.11046274167962,0.130081266581033,0.396355235763659
315,2,140863,0.120851711074865,0.130002362504573,0.353207447203243
316,2,141152,0.114899513618499,0.130384704064204,0.378790461455496
317,2,141292,0.112077718085652,0.12945215672708,0.387196186183577
318,2,141545,0.105096829667663,0.130100595415274,0.419742796963357
319,2,145823,0.245939651559787,0.134550251053133,0.0684137851707212
320,2,145934,0.183563216947894,0.222528574521097,0.409986975035371
321,2,145980,0.194977534563554,0.13603690070287,0.152665921706864
322,2,146723,0.10018670809681,0.129876495267198,0.440986021096544
323,2,147946,0.101468007318104,0.131065411868951,0.439343507370151
324,2,150394,0.0458780782441091,0.142875456313033,0.748320556999674
325,2,151274,-0.0504316346470892,0.223829450776525,0.821866342971328
326,2,151397,-0.0201826270308824,0.131500184598172,0.878107588193884
327,2,153035,-0.00324642105521433,0.130072893098618,0.98010218816431
328,2,153228,-0.0525379300754009,0.130992301821933,0.688606488377164
329,2,153455,-0.0490542668009881,0.131985236309326,0.710365422612847
330,2,153732,0.0311278091996566,0.136476301449943,0.81971442925065
331,2,153815,-0.0433002196133561,0.131484375975107,0.742110372898619
332,2,154160,-0.020895167011151,0.130121937002978,0.872514934635519
333,2,154235,-0.0304612149859808,0.13141610266681,0.816833798836329
334,2,155527,0.0767957118920157,0.14258943897216,0.590516669287285
335,2,159870,-0.00447202059032037,0.128106471453318,0.972172335127807
336,2,161229,0.0213595655066176,0.130068039641,0.869653203389476
337,2,161451,-0.0404189589577628,0.278513821830763,0.884696024777548
338,2,161451,0.220371147833511,0.279168948338386,0.430418225300963
339,2,162696,0.0588741395179294,0.129475418297688,0.649595318976144
340,2,163284,0.0282012664227155,0.127788287681504,0.825463419071062
341,2,164166,0.0814697946946958,0.12891079069635,0.527805209064753
342,2,165270,0.111685283205575,0.127760772379754,0.382617247326033
343,2,165675,0.0837335615605198,0.129936287731044,0.51972154704992
344,2,166404,0.0688120068849685,0.336935973053477,0.838292452366075
345,2,168012,0.197696485997825,0.15680427685087,0.2082189788811
346,2,168062,0.184821007122619,0.128468358235717,0.151135729096109
347,2,168518,0.154728401712043,0.12784171266659,0.226968858880559
348,2,168980,0.16165519936162,0.127756473011024,0.206584546802492
349,2,169651,0.129540734840096,0.127921018600832,0.311915305089182
350,2,169902,-0.0409620077943789,0.214115875202899,0.848394544733319
351,2,169960,0.0832650949220088,0.199402381609137,0.67651304234593
352,2,170725,0.108186862209077,0.12820548456484,0.399321816398191
353,2,171254,0.126694817296008,0.128365415732607,0.324325712709451
354,2,172242,0.101022994754066,0.126909098904145,0.426551664982451
355,2,173254,-0.0245417403867103,0.126042814340034,0.845732342035816
356,2,173340,-0.0118063489814992,0.126032761783073,0.925419026277145
357,2,173385,-0.0222150765781928,0.126144858564154,0.860310343466262
358,2,173973,-0.0200599992517626,0.125810748763702,0.87340882296755
359,2,174714,0.0705670400746778,0.322576425523748,0.826962895848523
360,2,177341,0.036510598365867,0.125371532572702,0.771054713487247
361,2,180314,0.0431316298775681,0.125407652287363,0.731102648644415
362,2,180339,0.0389808247247706,0.125728428133698,0.756713596712442
363,2,182758,0.0534947601839261,0.125262230661678,0.669594403290118
364,2,183619,0.0435575546215463,0.125766612348611,0.729296263851519
365,2,183913,0.0842983304479026,0.128895825376813,0.513535324936278
366,2,184146,0.0656939474150981,0.129791840055412,0.613068340889497
367,2,187176,-0.0178703456318081,0.126469222193202,0.88771202442955
368,2,191066,-0.0122831928269121,0.127416566514791,0.923256128271939
369,2,191124,0.0675617272749394,0.160946583321385,0.674903494966457
370,2,191128,-0.113518627999154,0.148073229815626,0.44380890899003
371,2,191599,-0.0776192651112982,0.125584814379026,0.536932685112351
372,2,191762,-0.114647316517852,0.130483813622908,0.380198246700144
373,2,191763,-0.0726632246166319,0.12609110213419,0.56479615910906
374,2,191959,-0.071702582392501,0.12578471667207,0.569011767871512
375,2,192390,-0.0669801853239607,0.12926604160048,0.60467290346298
376,2,195759,-0.0539777524761671,0.126890626821045,0.670813047429239
377,2,196912,-0.0262237704306309,0.124862391451472,0.833772159662636
378,2,197598,0.197353783704521,0.407664278112426,0.628608997413051
379,2,198110,-0.0431705225921631,0.12559748807538,0.731260584246982
380,2,198283,-0.0919245082111861,0.129477229352727,0.478193572252884
381,2,198805,-0.0558705059814626,0.126124526057035,0.658052322252997
382,2,198891,-0.0283779279126862,0.125167760791119,0.820773370052775
383,2,199248,-0.0441770571536339,0.125440715321217,0.724917338721983
384,2,201782,0.011211738455058,0.125307152672052,0.928755918374657
385,2,203285,-0.00556656325574997,0.124822402823939,0.96445465317574
386,2,203783,-0.0292532303112806,0.124544244157551,0.814436326486834
387,2,204179,-0.00927627623186353,0.12485438594655,0.940816339341228
388,2,205406,0.0208501742249279,0.126133284943291,0.868800347602508
389,2,205834,-0.00831708910617224,0.125533243165246,0.94721305141166
390,2,205965,-0.0607043306080636,0.137131318269744,0.658273408166462
391,2,207192,-0.0445415139710824,0.125394229602103,0.722643045043982
392,2,207561,0.00322376794529974,0.124862164318663,0.97941660457377
393,2,208682,-0.0640750908428533,0.124605567007935,0.607417615701618
394,2,210102,0.0202977408399676,0.124969481775084,0.871066810497502
395,2,212519,-0.304560074464471,0.265496037434865,0.252102300400762
396,2,214801,-0.0797341174760494,0.124896124737692,0.523625032991942
397,2,215016,-0.0439162611789387,0.124875025619606,0.725286818479841
398,2,218876,-0.141128534572448,0.125964376460429,0.263311616743073
399,2,227511,-0.22789117500914,0.12650110446214,0.072477992837682
400,2,230378,-0.115577677040947,0.125328925069048,0.357056856852149
401,2,231943,-0.130959960227843,0.125646369734459,0.297990518554764
402,2,232156,-0.195861232358403,0.12535526437433,0.119078225892125
403,2,232789,-0.168313359139265,0.125022018267992,0.17907939753705
404,2,238524,-0.132148599519508,0.125321735121393,0.292386827811582
405,2,241518,-0.103236887764623,0.126489345519854,0.414952963671397
406,2,250396,-0.276741137416539,0.124879884893559,0.0273247496831548
407,2,250466,-0.26311980488691,0.124918578934083,0.0358811388432117
408,2,252305,-0.213229249044072,0.125522312873765,0.090250078011476
409,2,254571,-0.187648514913308,0.127413679199824,0.141709470501017
410,2,254742,-0.175715371188378,0.127346155970981,0.168513958314227
411,2,254908,-0.202587172745498,0.12821186656721,0.114980273370352
412,2,255033,-0.149631662637389,0.150592153116832,0.321087576997975
413,2,255862,-0.15380014722123,0.127627172714117,0.228982097082295
414,2,255975,-0.207965335302153,0.1269460467412,0.102267156340167
415,2,258311,-0.2018246626204,0.12486234284093,0.106906045402944
416,2,259284,-0.202705749137748,0.125281846230719,0.106556221286254
417,2,266330,-0.166570473295523,0.125974641488843,0.186939683163458
418,2,267100,-0.189916783106625,0.125871794061604,0.132241503902876
419,2,268086,-0.187629374705542,0.125890745559662,0.137008296022976
420,2,274614,-0.0604477969941974,0.125477715829304,0.630288259274069
421,2,274729,-0.131249265066944,0.126012009716866,0.298327815186594
422,2,275746,-0.0606793335494561,0.126109051395634,0.630696941473743
423,2,277029,-0.0576452313067305,0.125526685226781,0.646353887322377
424,2,277741,-0.100370282356415,0.125499821752891,0.424385194770928
425,2,278218,-0.12818638511184,0.125200833008495,0.306609079593441
426,2,278379,-0.127166384915398,0.128311198443483,0.322326422758903
427,2,279910,-0.104479770497558,0.125219146683149,0.404633781327244
428,2,280616,-0.110015210756314,0.130689308603552,0.400465766168627
429,2,283431,-0.0674736302846166,0.127127613823701,0.595922241621367
430,2,283573,-0.0706971070444449,0.125596393317761,0.573866281624233
431,2,286762,-0.154649640103681,0.125705181811653,0.21942021010049
