SNP,Chr,Pos,Effect,SE,MID2_WSC2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
125,1,175653,0.0664571798885824,0.0891840365918908,0.456665402283478
126,1,175805,-0.0318198753416354,0.0942871607815694,0.735956913948796
127,1,175818,-0.00836385955673813,0.0921348052087106,0.927720081018803
128,1,175856,0.0375858483300425,0.0907055731921048,0.678853384568194
129,1,175876,0.0515056906474427,0.089295147419829,0.564440314404546
130,1,175989,0.0457931426947939,0.0895589520442866,0.609447771304914
131,1,176001,0.0309318764051452,0.0900438978725261,0.731411832372576
132,1,176451,0.0624822271670711,0.0910808038930862,0.493157908360359
133,1,177692,0.00576667117316956,0.0888333593217467,0.948277942696485
134,1,178191,0.0212431697970372,0.0889149055762954,0.811309570422663
135,1,178224,0.00576667117316956,0.0888333593217467,0.948277942696485
136,1,178960,0.0238713741494172,0.0895343776173362,0.789919851801301
137,1,179139,-0.0454102501736502,0.177455924713577,0.798180242420851
138,1,179139,0.194729645574716,0.357283916206154,0.586078613206634
139,1,180955,-0.00160174222970499,0.102832513075745,0.987581273761379
140,1,183802,-0.00454685511088299,0.0888447459920036,0.95921299932159
141,1,183954,-0.016365671864699,0.0894876540754912,0.854995676883221
142,1,184450,0.0219699961968319,0.0887006296805466,0.804520568923428
143,1,184641,0.00250972017209058,0.0912897196084241,0.978083002539751
144,1,184718,-0.00757291663658882,0.0892114433065477,0.932399127838009
145,1,185296,0.0185090790627525,0.0888284269537024,0.835061133602027
146,1,185438,0.0121306871315434,0.0888357375824945,0.891462856206143
147,1,185469,0.0143060573057108,0.0889630365664292,0.872335821337895
148,1,185503,0.038508255813484,0.0887125182750957,0.664496140492501
149,1,185705,0.0137149438469691,0.089724972186137,0.878599666114662
150,1,185749,-0.00440427769834068,0.0897276353372569,0.960879346523002
151,1,185806,-0.00511081266704881,0.0898473412547831,0.954670346442447
152,1,185879,0.0156137561401139,0.0902780833683006,0.862788445986747
153,1,185916,0.0146429859470567,0.0902374814472475,0.871184776068336
154,1,185941,0.0160636567577193,0.0906299163765002,0.859417976800733
155,1,185954,-0.00288655781873171,0.0908985098450529,0.974684716770265
156,1,186055,-0.00328393246217138,0.0890843157581253,0.970614923451026
157,1,186896,0.010156133834629,0.0905433842489714,0.910753400917088
158,1,187697,-0.0737904947891481,0.184616460311671,0.689622035624393
159,1,189392,0.0312906489099714,0.185618905621854,0.866227739489335
160,1,189416,0.0647964894064046,0.179526575186501,0.718367831348779
161,1,190132,0.0589200667693728,0.0891423456005937,0.509065201603065
162,1,190148,0.0602615998208829,0.0891667239225893,0.499590714357121
163,1,190165,0.0758209076461447,0.0898194014243082,0.399158164009288
164,1,190169,0.0682217439297288,0.0897244502777168,0.447554554521656
165,1,190933,0.0734626173880976,0.0889838241462155,0.409604099648785
166,1,192149,0.0952676326511928,0.0896546199112635,0.28868657713253
167,1,192302,0.156498737049352,0.118274207445977,0.1866300518454
168,1,192303,0.0936625526507218,0.10693644613902,0.381695662983709
169,1,192305,0.0917086766853807,0.111139423944382,0.409833591081032
170,1,192315,0.141101863809601,0.125975715743329,0.263444594700858
171,1,192795,0.152350857762936,0.0885304872848093,0.0861477890091739
172,1,194020,0.0593142336090815,0.0935864001721206,0.526627569401312
173,1,194187,0.0383899681395745,0.0889512567189588,0.666307019364165
174,1,194867,-0.0102204513604078,0.0889246370782184,0.908562897767686
175,1,197325,0.0179749478317943,0.0910912127583599,0.843683573916674
176,1,197392,-0.0104129848736915,0.0922655150401438,0.910206571137867
177,1,198857,-0.35041757308386,0.425993506078361,0.411297061745876
178,1,206666,0.126817804078088,0.0997834266950623,0.204590245115024
179,1,206675,0.184263501005908,0.129836286810917,0.156723456405166
180,1,223051,-0.0132573368475467,0.103050944849798,0.897709148345424
181,1,223059,-0.0105749552829166,0.107008312114683,0.92133435925659
182,2,7366,0.0667077538371066,0.128926944281306,0.605195866114828
183,2,8180,-0.294368624038125,0.176880244406298,0.0969547279682023
184,2,8187,0.246401640735309,0.184191934606124,0.181841120855497
185,2,8250,0.0221667105017884,0.181922397525668,0.903089470977297
186,2,8253,0.0111247747368912,0.181925259621024,0.951274158414944
187,2,8285,0.0551845765493527,0.0985883997194472,0.576006911841212
188,2,8302,0.0405053639340451,0.0923008025333788,0.661045321535533
189,2,8306,0.0405053639340451,0.0923008025333788,0.661045321535533
190,2,8314,0.02598888277709,0.0904213841216121,0.77395966724147
191,2,8317,0.0352325654411529,0.0924753531128794,0.703436803843638
192,2,8328,0.0373957051941286,0.0920590454277186,0.684831251999815
193,2,8331,0.0384314542057835,0.0918846847708946,0.67601322451289
194,2,8498,0.0223775166193465,0.0902916679766636,0.804405476818293
195,2,8651,0.0498873124867423,0.0903450606891979,0.581170091782576
196,2,9418,-0.0479414902719846,0.229856128673035,0.834902877109794
197,2,9812,0.0451706923780617,0.0908893221561506,0.619508521346024
198,2,9932,0.0178528611971933,0.0905577820498271,0.843828850869894
199,2,10135,0.037892392410169,0.0901933982664532,0.674650629048132
200,2,11616,0.0135373256332376,0.0901173076419579,0.880677685936302
201,2,12133,0.0373065586117289,0.0904566651747201,0.680278553572087
202,2,12194,0.050968589044868,0.0907878063300287,0.574878745731164
203,2,12359,0.0254299906581689,0.0905526522266896,0.779004559530236
204,2,13061,0.0277179805404834,0.0905440844979132,0.759688487687322
205,2,14298,0.0256665448868398,0.0908315061287449,0.77766967795483
206,2,15222,-0.0193698466508478,0.0917218229545623,0.832868404453702
207,2,17986,0.00991100270996148,0.0901186441212488,0.912489894562587
208,2,19770,-0.0300921966758616,0.0907291367331232,0.740334750040983
209,2,19836,-0.0411549162902494,0.0904674548145091,0.649450715740358
210,2,19851,-0.0277288579967934,0.0907469220738273,0.760117870021439
211,2,21595,-0.0169497043505064,0.0903795684730579,0.851345706919199
212,2,22385,-0.00457574439471931,0.0904692669796838,0.95969049015069
213,2,23441,-0.0895604198667632,0.0912238265388537,0.326887699995202
214,2,24209,-0.0262074405580918,0.0905853738923057,0.77251242961819
215,2,24341,-0.00273885427670251,0.0908102838932944,0.975956352278653
216,2,26815,-0.0346711054685283,0.0906828047677481,0.70244383609805
217,2,28209,-0.0381665316513013,0.0907093556819729,0.674189092911859
218,2,28695,-0.161252525809247,0.0944000855133655,0.0884816904379398
219,2,35849,0.141238894639697,0.971752569215763,0.884521833414064
220,2,35850,-1.25818128232137,1.18661898786493,0.289729555069627
221,2,41245,0.0242638499903122,0.0903748441455905,0.788486597206512
222,2,43214,0.010502365418897,0.0918477473918481,0.909029020281013
223,2,47104,-0.0410353532579635,0.0892621962618663,0.646002331665186
224,2,50915,0.0106213103485363,0.0901644284675901,0.906293649270869
225,2,55834,0.0230511521624412,0.0897411724795548,0.797434478159879
226,2,56422,0.00383548388412741,0.0899097813316346,0.965997282325121
227,2,57715,-0.00294036732162128,0.0896134939499096,0.973843325819015
228,2,59046,0.0719745247179476,0.0899854547844472,0.424337818760563
229,2,59191,0.0184022236245939,0.0895459112910321,0.837295255152807
230,2,59383,0.0645604999420965,0.0895111258951017,0.471229004727531
231,2,59477,0.0186356374829909,0.090919451495774,0.83771475290096
232,2,59755,0.182708052401201,0.204061691477507,0.371206425366571
233,2,60471,-0.00489584612218513,0.0896973251906502,0.956502474894048
234,2,60478,0.000202454865376622,0.0898000590464061,0.998202438677793
235,2,60786,-0.0276414226340131,0.0896403320657672,0.75799089574715
236,2,61035,-0.0351935762254321,0.089626366257428,0.694800308061738
237,2,61071,-0.0117151454276122,0.0892370903605889,0.895627711975283
238,2,61675,0.00220270583203047,0.0894961047070378,0.980378107720614
239,2,62776,-0.0389408537268152,0.0933890554930323,0.676950522517087
240,2,62939,-0.0149928855883058,0.0893379198208936,0.866819267497102
241,2,63527,-0.00589925570477079,0.0896762933295609,0.947587119471625
242,2,63857,-0.0720939965412327,0.0896155908675701,0.421660981849153
243,2,65527,-0.0833256944241675,0.0892919128400378,0.351363339542479
244,2,67007,-0.0868358357060478,0.0983223205319339,0.377742673830496
245,2,67023,-0.368531806356387,0.202601916895924,0.069759370840272
246,2,67024,-0.359770707768113,0.203393878664642,0.0777845107986987
247,2,67976,-0.105044902145773,0.090517172429197,0.246630765610903
248,2,69628,-0.0811525211058778,0.0920908447989648,0.378797024550125
249,2,71825,0.026271651964211,0.178269323910303,0.882923667796969
250,2,72389,-0.086985165464955,0.0900114195055119,0.334516053090019
251,2,72392,-0.0501972705595185,0.0907039325229382,0.580326937213822
252,2,73646,-0.155581120416328,0.0884962822109593,0.0796051812880433
253,2,74564,-0.191938775050966,0.088118131331555,0.0300525635928726
254,2,74739,-0.187200412030009,0.0884405343711542,0.0349861754000715
255,2,79931,-0.164087368061023,0.0999341687421495,0.101489941458524
256,2,80748,-0.214937095420381,0.0918510379347253,0.0198371462318931
257,2,80873,-0.169850772776573,0.0887531298541946,0.0564613430821874
258,2,81501,-0.179215442936479,0.0886859962781614,0.0440564621783338
259,2,83526,-0.182779604404315,0.0885261863098813,0.0396817643017158
260,2,83845,-0.193805770979609,0.0885449366342001,0.0292671371437165
261,2,84412,-0.116402650762687,0.224566487427764,0.604543146822233
262,2,84412,-0.173681750586052,0.112114047988663,0.122241118711869
263,2,84447,-0.15319426869874,0.089912957913358,0.0892973215738184
264,2,87391,-0.214961574187456,0.0880095628313902,0.0150765865851967
265,2,87562,-0.210424568184081,0.0882670168994656,0.0176555709803005
266,2,87849,-0.210665652320743,0.088256893384123,0.0175142479250458
267,2,87878,-0.205854904317833,0.0886742658098371,0.0208301079058906
268,2,88125,-0.157422966087265,0.0990027225807794,0.112710294116136
269,2,89785,-0.185807425560659,0.0888096181950682,0.0371345717765683
270,2,93441,-0.156296951848032,0.0916493458540875,0.0890033109767063
271,2,93588,-0.159724202228251,0.0948772935510215,0.093165923930009
272,2,93721,-0.166713118378779,0.0886457277844511,0.0608402334422524
273,2,93952,-0.13718673730973,0.0885332983514042,0.12214569891282
274,2,95085,-0.168016930774846,0.0885072425257875,0.058466562230836
275,2,103188,-0.166799429453938,0.0906838210082492,0.0667031297023658
276,2,107124,-0.0834442786942726,0.088891243698049,0.34851469429931
277,2,111645,-0.0959555248812198,0.0889125610498038,0.28122996697951
278,2,111916,-0.0793824076183332,0.089169002287465,0.373939771638597
279,2,111931,-0.0923859788949435,0.0892702236032079,0.301422884042769
280,2,111999,-0.100187397901889,0.0889247489646569,0.260654226992124
281,2,114528,-0.117691329246349,0.0893778901859383,0.188765430877263
282,2,116024,-0.088711192585133,0.0896859685652881,0.323276441145664
283,2,119244,-0.126909706877187,0.0976487462499816,0.19456722334914
284,2,119246,-0.135312187031515,0.0986637117975242,0.171106343181186
285,2,119247,-0.134139400138186,0.0993843803721767,0.177976154751857
286,2,120090,-0.107357589915911,0.0892727860145612,0.22994523736357
287,2,120291,-0.126804890479935,0.0902263822648201,0.160779425324341
288,2,120726,-0.138984440768665,0.0896510306608194,0.121969727923074
289,2,121716,-0.178362585231088,0.0893506356805601,0.0466788969114311
290,2,123100,-0.130044140667742,0.0897108702418717,0.148060213074018
291,2,124677,-0.142479177010059,0.0895329578005029,0.112423643408823
292,2,127636,-0.0946564945854211,0.113532932667101,0.40499355696399
293,2,127887,-0.0228733771045387,0.0904614031072166,0.800529500776739
294,2,128935,-0.00657352367498809,0.0903833936390109,0.942062699298474
295,2,129053,-0.0328767482050837,0.0906423108028749,0.717039624358136
296,2,130040,-0.00760906061266065,0.0912116406549092,0.933563254672386
297,2,130976,-0.0187094258113237,0.0904641142030013,0.836272806591725
298,2,132199,-0.0554298928444603,0.0908410112077401,0.542131362828199
299,2,133355,-0.025379407984165,0.0914937585683427,0.781643417025967
300,2,133435,-0.0626461827348257,0.0916408241405842,0.494672697833439
301,2,133943,-0.06181590597119,0.107311763908299,0.564954975689696
302,2,135183,-0.0472577921946283,0.0917177691772539,0.606699228646399
303,2,135402,-0.0505925828690386,0.0916988637613482,0.581485666664369
304,2,135898,-0.0628129513420388,0.0921642990458184,0.495981579271874
305,2,135912,-0.0634534887147673,0.0922312230733436,0.491915480321592
306,2,135925,-0.0806352946531921,0.0917746590854773,0.380203567089301
307,2,136002,-0.0717559337402744,0.0917267376783449,0.434574836241455
308,2,136173,-0.0476124427467932,0.092420990746167,0.606757275642594
309,2,138209,-0.00849757520549499,0.0951659593528876,0.928900353645039
310,2,138318,-0.0194595364202153,0.0948909669002168,0.837633609352432
311,2,138695,-0.0239749533711449,0.0932614183297916,0.797272520350093
312,2,138818,-0.0669594836577012,0.0930308654444008,0.472151765132296
313,2,139728,-0.0130260337614312,0.0929296135373174,0.888604855538159
314,2,140174,-0.0536155928871933,0.0928883755499404,0.564169216755936
315,2,140863,-0.0180074575762366,0.0928896653464741,0.846398130273373
316,2,141152,-0.0342770784916444,0.0931384168397448,0.713076671125009
317,2,141292,-0.038443721360454,0.0924638382436257,0.677830699301343
318,2,141545,0.00960614497265966,0.0929355953186811,0.917733205562136
319,2,145823,-0.0221365849234698,0.0964730586875283,0.818645291123376
320,2,145934,-0.101098454783287,0.158877847566004,0.52497490277598
321,2,145980,-0.0413062094380527,0.0973451530265662,0.671585588438639
322,2,146723,0.037677725555771,0.0927476959155316,0.684813202646846
323,2,147946,-0.00636085885297999,0.0936185600857043,0.945868345872119
324,2,150394,0.0644478890037967,0.101925668773808,0.527598334638595
325,2,151274,-0.300304502344627,0.158954261271502,0.0596775630320265
326,2,151397,0.0982919564751576,0.0937072978285285,0.294930104071426
327,2,153035,0.130739783460341,0.0925703574361731,0.158734135081051
328,2,153228,0.138927478790866,0.0932160982872015,0.137017123433149
329,2,153455,0.158216449158273,0.0938375979372982,0.0926665472335335
330,2,153732,0.224866720733775,0.0966705909311387,0.0205782542017512
331,2,153815,0.182719717935408,0.0933479914406955,0.0510876619995384
332,2,154160,0.174921069317895,0.0924019984612409,0.0591697047733705
333,2,154235,0.147715442954298,0.0934671351273963,0.114910918835659
334,2,155527,0.218747607449301,0.101138220989087,0.0312230098213523
335,2,159870,0.104602835349457,0.0912585240050423,0.25247830909037
336,2,161229,0.134956326582884,0.0925532137064549,0.145688734877656
337,2,161451,0.807400901292161,0.194077071688428,3.99744566777472e-05
338,2,161451,-0.148159395264489,0.199259290685748,0.457642905024613
339,2,162696,0.174237189926475,0.091965703218987,0.0589639426818399
340,2,163284,0.170041840314702,0.0907571004840882,0.0618125954039609
341,2,164166,0.172789325342163,0.0915935561251895,0.0600509864694276
342,2,165270,0.195414868603939,0.0906854575936613,0.031848319698256
343,2,165675,0.211772645201259,0.0921013343700029,0.0220686746828914
344,2,166404,0.147729941748361,0.240352748792932,0.539189754089646
345,2,168012,0.264849339252433,0.111271638450308,0.0178333062797039
346,2,168062,0.221204604419653,0.0911978718652173,0.0157861798595422
347,2,168518,0.24014326203332,0.090530365098447,0.00834745621112259
348,2,168980,0.191304012338666,0.0908157736154779,0.0358657582060829
349,2,169651,0.208927172887768,0.090749428009204,0.0219028736358733
350,2,169902,-0.0564732077475085,0.152790264322796,0.711892786623168
351,2,169960,0.185124616784969,0.142004779095995,0.193202278956199
352,2,170725,0.22258290273997,0.0908215385630697,0.0147395087411995
353,2,171254,0.184112472516778,0.0912142929827973,0.0442991303144733
354,2,172242,0.180297234874122,0.0901454058759906,0.0462582956869532
355,2,173254,0.202699101951462,0.0893107987084957,0.0238350021528787
356,2,173340,0.177479966075333,0.0894517803282782,0.0480204410860133
357,2,173385,0.192810640446677,0.0894452281548621,0.0317881252041286
358,2,173973,0.19550094241032,0.0891878938974204,0.0290312087728753
359,2,174714,0.525232024993406,0.228531011121166,0.0221288621539088
360,2,177341,0.170763835795311,0.089024135257312,0.0558953158384444
361,2,180314,0.120415786417207,0.0892871879418029,0.17831895240953
362,2,180339,0.123994443117597,0.089500082637964,0.166801432439175
363,2,182758,0.00413657740675299,0.0894209564123588,0.963129500448483
364,2,183619,0.0172931248846712,0.0897686371909775,0.84735087089437
365,2,183913,0.03137204741146,0.0920319571707182,0.73339512763095
366,2,184146,-0.0219288748102385,0.0926571195317629,0.81305247623957
367,2,187176,-0.0430071381221264,0.0902330742982693,0.633925659583836
368,2,191066,-0.00548812983449587,0.0909363873330191,0.951909991984952
369,2,191124,-0.0206406703828219,0.114889039917136,0.857524591801933
370,2,191128,0.0547334650322227,0.105725881501949,0.604997306246746
371,2,191599,-0.0492470998300965,0.0896385279871825,0.583080707435158
372,2,191762,-0.0509246254038833,0.0931870809870288,0.585083117438215
373,2,191763,-0.0327498842021505,0.0900151360984178,0.716205444063745
374,2,191959,-0.0234001174668316,0.0898037010087416,0.794576342868559
375,2,192390,-0.0344405924305647,0.0922724786855459,0.709187313789055
376,2,195759,-0.058078645420894,0.0905307511336432,0.521591478049472
377,2,196912,-0.0401950732841513,0.0890926605798515,0.652151029102046
378,2,197598,-0.231747291603111,0.290780124382594,0.425995670942211
379,2,198110,-0.0790750047118041,0.0895535599596422,0.377841951288021
380,2,198283,-0.0881098654919354,0.0923532895271017,0.340710031579305
381,2,198805,-0.0751216465092282,0.0899497412449115,0.404197379015658
382,2,198891,-0.100943366357575,0.0891755171055236,0.258418433963581
383,2,199248,-0.0809100638090995,0.089437628068323,0.366265968954016
384,2,201782,-0.115657936802532,0.0892190949437197,0.195706540352715
385,2,203285,-0.0887440302340743,0.0889591797276685,0.319165670866275
386,2,203783,-0.0184218676981163,0.0888872557554456,0.835934264336249
387,2,204179,-0.0528510694730248,0.0890633474300947,0.553286904480406
388,2,205406,-0.0493669393289629,0.0899849274798294,0.583617575225568
389,2,205834,-0.0785550344327688,0.0894944978779698,0.380668906896222
390,2,205965,-0.0716782855183861,0.0978217558429788,0.464200969823697
391,2,207192,-0.0907919250325945,0.0893777948105114,0.310409914563986
392,2,207561,-0.0843405375717792,0.0889995608296811,0.343955339395867
393,2,208682,-0.084952083904287,0.0888478063850823,0.339649357360644
394,2,210102,-0.0567721102728765,0.0891413383663592,0.52461744910153
395,2,212519,0.234857792601356,0.189422147376557,0.215849096747849
396,2,214801,-0.0123645727256112,0.0891858646850384,0.889815065908724
397,2,215016,0.0298746933801913,0.0891232206044032,0.737668341634931
398,2,218876,0.00136722946274204,0.0900589178052369,0.987895957416255
399,2,227511,0.0455252593849875,0.0906639979119884,0.615888008744973
400,2,230378,0.0035266818186997,0.0895532192998417,0.968609010650887
401,2,231943,-0.0208861410305849,0.0898032898884779,0.816225009328146
402,2,232156,0.0126480817489983,0.0897708316349669,0.888034836990164
403,2,232789,-0.0206195647160738,0.089448736479773,0.817822632258788
404,2,238524,-0.0371181356813545,0.0895595704231058,0.678794909406033
405,2,241518,-0.0418169063940431,0.0903316340522723,0.643702307233328
406,2,250396,-0.0447797312212512,0.0897114175549722,0.617982468493304
407,2,250466,-0.00754894632975478,0.0897104791842208,0.932986559793664
408,2,252305,-0.0636092617569587,0.0898854356540977,0.479616922469536
409,2,254571,-0.0353248009062488,0.0911931600810395,0.698721383027081
410,2,254742,-0.0687865347559676,0.0910566028572441,0.450497105421163
411,2,254908,-0.0303000668621399,0.0918121156414201,0.74157869912772
412,2,255033,-0.0360386432449338,0.107608891905976,0.737896456094458
413,2,255862,-0.102034975711888,0.0911114235727183,0.263521069138733
414,2,255975,-0.114626952424085,0.0907387319839873,0.207328116595161
415,2,258311,-0.139080802384498,0.0891350544950872,0.119576096524558
416,2,259284,-0.0672891208980958,0.0896715800013047,0.453516609656613
417,2,266330,-0.07902474031692,0.0900307508810505,0.380674913228966
418,2,267100,-0.108174544234761,0.0899382762780068,0.229873662602742
419,2,268086,-0.110399314232527,0.0899372010332793,0.220446819863631
