SNP,Chr,Pos,Effect,SE,PLM2_HNM1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
125,1,175653,-0.164901865391887,0.0977301894768795,0.0924256636465683
126,1,175805,-0.247331017382987,0.102834212546157,0.0166801660382413
127,1,175818,-0.177454212465157,0.100850290538545,0.0793451380316903
128,1,175856,-0.164249280141772,0.0993595641921671,0.099203676779767
129,1,175876,-0.157084807717115,0.0978583138018552,0.10933806096888
130,1,175989,-0.151897589377469,0.0981626844013273,0.122661243125302
131,1,176001,-0.158877290532303,0.0986464985089218,0.10816682548732
132,1,176451,-0.131479281234918,0.0999537310703594,0.189228761527944
133,1,177692,-0.192798288135629,0.0971208746706721,0.0479027462711147
134,1,178191,-0.184696805687568,0.0972629310196861,0.0583870367358928
135,1,178224,-0.192798288135629,0.0971208746706721,0.0479027462711147
136,1,178960,-0.199916852436045,0.0978647359985651,0.0418158662270128
137,1,179139,-0.404987275107627,0.193913795151264,0.0374696121536055
138,1,179139,-0.626904172270598,0.391533938250312,0.110238414583499
139,1,180955,-0.251304289363806,0.11225716450688,0.0258015539321165
140,1,183802,-0.180732322782748,0.0971989412509512,0.0638013804531361
141,1,183954,-0.173794696376734,0.0979490571783507,0.0768691795764425
142,1,184450,-0.131729534708654,0.0972710966082754,0.176522386918338
143,1,184641,-0.163903988156736,0.0999815944453512,0.102032987903178
144,1,184718,-0.152286122526374,0.0977420572562852,0.120119609647543
145,1,185296,-0.128707464106871,0.0974209269730593,0.187307737521815
146,1,185438,-0.153116992003015,0.0973254841001221,0.116557532198136
147,1,185469,-0.158210719561558,0.097443879999861,0.105351979234711
148,1,185503,-0.138587978648505,0.0972748065612022,0.155125742804525
149,1,185705,-0.175855399724006,0.0981993212093176,0.0741820100645731
150,1,185749,-0.180078826764144,0.0981776357055028,0.0674637570906517
151,1,185806,-0.153019821673549,0.0984397548789682,0.120972827015582
152,1,185879,-0.162404842547521,0.0988762782610754,0.101375721281448
153,1,185916,-0.137215846610122,0.0989390698671928,0.16635585084355
154,1,185941,-0.127644372321022,0.0994085341367073,0.199970654808595
155,1,185954,-0.140412113436414,0.0996515696498327,0.159706377891071
156,1,186055,-0.142968571169257,0.0976409174274809,0.14402160244215
157,1,186896,-0.149533916444984,0.0992239416633779,0.132696143816062
158,1,187697,-0.207569096119604,0.20270723550724,0.306543730622543
159,1,189392,-0.164150276725159,0.203885314565961,0.421297667060905
160,1,189416,-0.162686202904442,0.197212887460622,0.409970220296304
161,1,190132,-0.0641842055238594,0.0980016913170338,0.512939628954238
162,1,190148,-0.0563611699175982,0.0980449086755094,0.565758556980171
163,1,190165,-0.0596560795312779,0.0987935310591548,0.54633387059653
164,1,190169,-0.0553311075644181,0.0986773451601078,0.575338996381194
165,1,190933,-0.0117535091433038,0.097918713389307,0.904525032643
166,1,192149,-0.00318008161395572,0.0987211359997605,0.974320575085027
167,1,192302,-0.00466154128163909,0.130349162235449,0.971492380540843
168,1,192303,0.0355515638013233,0.1176753880681,0.762741904723489
169,1,192305,-0.0287277609551153,0.122291784701694,0.814413537729176
170,1,192315,0.0525619671822781,0.138711839344852,0.704968248988455
171,1,192795,-0.00184276058908145,0.0977352883354755,0.984967742696171
172,1,194020,0.0527979898574777,0.102906418594945,0.608224688952515
173,1,194187,0.036305363323134,0.0977972207618667,0.710688161777704
174,1,194867,-0.0466169885855492,0.0977315861172968,0.633664402934335
175,1,197325,-0.0826952830242167,0.100051877241283,0.409065186830091
176,1,197392,-0.109531567906708,0.101268280242981,0.280169527527324
177,1,198857,-0.240384795609905,0.468599300659146,0.608282112376698
178,1,206666,0.0926384085610359,0.109839178956611,0.399575677887661
179,1,206675,0.190314694876227,0.14278615386392,0.183435669718346
180,1,223051,-0.076877876736785,0.113220053972787,0.497574634453685
181,1,223059,-0.0396959895326916,0.117624585098394,0.73595538529803
182,2,7366,0.124518259665101,0.141637426740717,0.379926734384743
183,2,8180,0.0608936740577475,0.195191632121494,0.755248516619164
184,2,8187,0.0403860122444097,0.202996690786987,0.842417086759624
185,2,8250,-0.153146873498399,0.199838408210486,0.443978131410007
186,2,8253,-0.102670117306187,0.199929911718362,0.607901511485711
187,2,8285,-0.0287623582773995,0.108422599393518,0.790948537957923
188,2,8302,-0.0410209074808666,0.101477099805589,0.686282459391299
189,2,8306,-0.0410209074808666,0.101477099805589,0.686282459391299
190,2,8314,-0.0669314616298528,0.0993545148000662,0.500966427974224
191,2,8317,-0.0514964583206706,0.101648759255466,0.612743525804402
192,2,8328,-0.0416004983286259,0.10120656213608,0.681288615944395
193,2,8331,-0.0380788847057638,0.101020139293363,0.706442087185137
194,2,8498,-0.0123818557912866,0.0992705709788383,0.900809599603155
195,2,8651,-0.0216471120530645,0.0993590278867861,0.827658163364321
196,2,9418,-0.271254757682751,0.252300198783047,0.283052166958997
197,2,9812,0.0412432059774535,0.0999320113712302,0.680067701974734
198,2,9932,0.00170776504337566,0.0995621200679375,0.986324440115081
199,2,10135,0.0110643068227009,0.0991791259665696,0.911236625413904
200,2,11616,0.0306365708877097,0.099062182920432,0.757301609358452
201,2,12133,0.0288502881343773,0.0994576191171767,0.7719282646778
202,2,12194,0.034228469171841,0.0998374901903745,0.731921510623702
203,2,12359,0.0358272968788276,0.0995438986946715,0.719126272031921
204,2,13061,0.055065431572731,0.0995116841220907,0.580369649664415
205,2,14298,0.0412808750056607,0.0998447266064242,0.679527468198043
206,2,15222,0.0670307504550847,0.100779634621624,0.506406785500904
207,2,17986,0.00590751528082045,0.0990751035515528,0.95248674366234
208,2,19770,0.0311980425572138,0.0997467837758111,0.754638269819526
209,2,19836,0.015446324758042,0.099483130165857,0.876700543428855
210,2,19851,0.0176633297159392,0.0997733802009228,0.859582828293611
211,2,21595,0.00250933313330448,0.0993656180798423,0.979867005232374
212,2,22385,-0.00227424980894875,0.099459656829774,0.981770038691999
213,2,23441,-0.0331688759991524,0.100410219058906,0.741343818555504
214,2,24209,-0.0410578607523863,0.0995748443417149,0.680346639615898
215,2,24341,-0.0333575666748414,0.0998186147502287,0.738440807867976
216,2,26815,-0.0428419341481484,0.0996886919619989,0.667634471986202
217,2,28209,-0.0467331050522246,0.0997173027849377,0.639604869048766
218,2,28695,-0.159171209059598,0.103863906603751,0.126295329501667
219,2,35849,1.65186874149281,1.06472558592362,0.121689883007239
220,2,35850,-1.17336021271916,1.30511795403339,0.36924135893053
221,2,41245,-0.160944805384036,0.0989957758603145,0.104890026174253
222,2,43214,-0.142973047465565,0.100689558309736,0.156507928358998
223,2,47104,-0.241505882123808,0.0973164772413844,0.0135421245310396
224,2,50915,-0.161097343504364,0.09875465373753,0.1037212265852
225,2,55834,-0.157513006236633,0.0983113329801563,0.110008985148046
226,2,56422,-0.140025184201801,0.0985631748873766,0.156297055604465
227,2,57715,-0.157312277812377,0.0981622660828965,0.109923171634099
228,2,59046,-0.139820378270118,0.098737031511199,0.157631338866503
229,2,59191,-0.156121385284501,0.0980988466404109,0.112398889972632
230,2,59383,-0.14473744327555,0.0981767259768456,0.141304415187955
231,2,59477,-0.158681055435522,0.0996028045772894,0.112024128784901
232,2,59755,0.121884241713153,0.224500574242469,0.58753244808419
233,2,60471,-0.1701496933555,0.0981944093904533,0.0840074380209088
234,2,60478,-0.160805260603007,0.0983519621403453,0.1029408411123
235,2,60786,-0.166831228627274,0.0981605344344705,0.0900917569760685
236,2,61035,-0.151469211227936,0.0982239345330121,0.123949981154899
237,2,61071,-0.150125526157157,0.0977812135757639,0.125600838556079
238,2,61675,-0.159152330957371,0.0980242624368357,0.105353510466936
239,2,62776,-0.145676578304067,0.102401463616806,0.155734482494695
240,2,62939,-0.196413168580181,0.0976615942610597,0.0450682673656105
241,2,63527,-0.207357084431283,0.0979685104856546,0.0349957931527258
242,2,63857,-0.249348924145845,0.0977139864425425,0.0111368124234822
243,2,65527,-0.23371850154921,0.0974956427836676,0.0170392055994669
244,2,67007,-0.186668653505299,0.107755085668979,0.0840861658738695
245,2,67023,-0.465534515958915,0.222400277534411,0.0370420720983042
246,2,67024,-0.504706267952983,0.222982021514355,0.0242152962603665
247,2,67976,-0.217838214004712,0.099025231087008,0.0284669049661396
248,2,69628,-0.166480317491596,0.100965311117319,0.100060550805897
249,2,71825,-0.505838919553584,0.194132301920178,0.00955843091628367
250,2,72389,-0.247219749780864,0.0982092844794768,0.012268880690552
251,2,72392,-0.116771296674309,0.0995668145922935,0.2416694917932
252,2,73646,-0.259912177671702,0.0967311294254702,0.00755182883180003
253,2,74564,-0.299788345291378,0.0962092826119598,0.00198342684396342
254,2,74739,-0.284422303680168,0.0966659401519574,0.0034728789058548
255,2,79931,-0.0833532232884688,0.110194291986115,0.449901627171885
256,2,80748,-0.112447838192981,0.10158248897302,0.269064608588512
257,2,80873,-0.118875612439155,0.0978732572917581,0.22533539798155
258,2,81501,-0.123826522230276,0.0978394884927181,0.206487848510375
259,2,83526,-0.101559912899991,0.0977597644911121,0.299575177641549
260,2,83845,-0.120206683830902,0.0977930806617397,0.219817738388107
261,2,84412,-0.365894476534166,0.246207019234124,0.138138537192387
262,2,84412,0.0116739348029085,0.123671738805921,0.924849323126673
263,2,84447,-0.117239082648319,0.0990570460669858,0.237387191858412
264,2,87391,-0.0545302429886744,0.097526220834326,0.576424701238086
265,2,87562,-0.0603770143716785,0.0977635078046414,0.537248885463235
266,2,87849,-0.0660790078095985,0.0977437903385274,0.499455995782227
267,2,87878,-0.0716702286755004,0.0981532371776394,0.465760117804962
268,2,88125,-0.10847715104376,0.109077206186855,0.3206612946693
269,2,89785,-0.0895164610091427,0.0981226782872334,0.362238027269405
270,2,93441,-0.0305385966389876,0.101157867254435,0.76291333494633
271,2,93588,-0.0252880874656422,0.104714659433919,0.809311556054378
272,2,93721,-0.0497639010566329,0.097905811472911,0.61157207646926
273,2,93952,-0.0393285202553715,0.0976390465499799,0.687342861781068
274,2,95085,-0.0322777782890656,0.0977826929505563,0.741522443828194
275,2,103188,0.0747256182519367,0.100092866150647,0.455824382609493
276,2,107124,0.0768688243010885,0.0977608617558892,0.432222504417032
277,2,111645,0.0802933911671085,0.0978157825943602,0.412278098225526
278,2,111916,0.0970671961197789,0.0980037995009374,0.322635952023656
279,2,111931,0.0976757519854994,0.0981523631749388,0.320347801862172
280,2,111999,0.0917656327895389,0.0978151171553982,0.348806769107883
281,2,114528,0.0423199913992696,0.0984748109932163,0.667636454820646
282,2,116024,0.033745350792222,0.0987184399087291,0.732678990360319
283,2,119244,-0.0199936287672575,0.107603559658107,0.852701859687817
284,2,119246,-0.00371665652244157,0.108756521042925,0.972757632797888
285,2,119247,-0.0755001711315386,0.109468225940888,0.490836377175616
286,2,120090,-0.016327075802468,0.0983409894064591,0.86823222024142
287,2,120291,-0.00651564894405227,0.0994688676736831,0.947809480356158
288,2,120726,0.0186369306977,0.0988897989845365,0.850623103907743
289,2,121716,0.0164089268438374,0.0987785954416792,0.868159000016413
290,2,123100,-0.0545691926219632,0.0988760720021077,0.581369629069983
291,2,124677,-0.0381890319215347,0.0987615422243082,0.699226719742335
292,2,127636,0.134597390707003,0.124732189324052,0.281283905762474
293,2,127887,-0.140297638993208,0.099179017795466,0.158070209739166
294,2,128935,-0.13526622478939,0.0991045466675219,0.173158775035496
295,2,129053,-0.120263187701373,0.0994624207155088,0.227421387877213
296,2,130040,-0.135916522700305,0.100015222927603,0.175027412300328
297,2,130976,-0.165851300375797,0.0990672269553119,0.0949910211870138
298,2,132199,-0.156251211125543,0.0995740198190625,0.1174980540907
299,2,133355,-0.229799310966784,0.0998503123734197,0.0219487703048319
300,2,133435,-0.24134558043992,0.0999922866097093,0.0163024862928994
301,2,133943,-0.224584105913852,0.117424132462606,0.0566096871667829
302,2,135183,-0.314949874036582,0.0994672059971879,0.00167795282748745
303,2,135402,-0.301737856173415,0.0995677287712347,0.00262183539594544
304,2,135898,-0.2737225557595,0.100337317771794,0.00669009812100796
305,2,135912,-0.269118530018071,0.10044824159907,0.00772588201261075
306,2,135925,-0.267877096955593,0.0999933877297472,0.00773103786661707
307,2,136002,-0.276397071490304,0.0998512891338129,0.00593602810660045
308,2,136173,-0.264547515954489,0.100663235669575,0.00896263311899271
309,2,138209,-0.231685182655644,0.103894712566657,0.0263757670128157
310,2,138318,-0.24149409892564,0.103531853585747,0.0202328410843027
311,2,138695,-0.249246906855767,0.101676799810386,0.014715686454305
312,2,138818,-0.264299943176966,0.101379213701292,0.00952011715068002
313,2,139728,-0.26530641728748,0.10118650073643,0.00912120212332107
314,2,140174,-0.258332265445871,0.101237608417418,0.0111393917196709
315,2,140863,-0.249997088556059,0.101255191373293,0.0140226758139265
316,2,141152,-0.272289851080717,0.101382795342655,0.00757833385578608
317,2,141292,-0.252473564625909,0.100785138345089,0.0126927021715256
318,2,141545,-0.280600949172489,0.101074892978703,0.00579358241284159
319,2,145823,-0.120527182464903,0.105873510313757,0.255722438286255
320,2,145934,-0.399767234903835,0.1734659060087,0.0217695554154769
321,2,145980,-0.154427916017373,0.106729792811204,0.148810813672766
322,2,146723,-0.127329962555036,0.101762625160675,0.211673745065716
323,2,147946,-0.168714269892367,0.102529806702109,0.100753852252842
324,2,150394,-0.0999390820274779,0.111991403020291,0.372796269292637
325,2,151274,0.114265375795396,0.175525765445226,0.51547698949113
326,2,151397,-0.134191504424601,0.102932093853819,0.193188979530618
327,2,153035,-0.135740840535184,0.101800327123333,0.18325945444274
328,2,153228,-0.133040483118074,0.102556912308001,0.195397289799979
329,2,153455,-0.173837636454784,0.103162901185895,0.0928571133628766
330,2,153732,-0.118189494425986,0.106903422089064,0.269664478397758
331,2,153815,-0.1367559996431,0.102922531788108,0.184796151843752
332,2,154160,-0.175375655952682,0.101670906787896,0.0854145537085661
333,2,154235,-0.168927390562549,0.102725300014824,0.100971942952456
334,2,155527,-0.113613811400978,0.111759351694679,0.310043177205478
335,2,159870,-0.174111356251811,0.100085482337588,0.0827962386452118
336,2,161229,-0.14971642898429,0.101744803757449,0.142049632085559
337,2,161451,-0.0254078927167631,0.218526619705115,0.907505393122363
338,2,161451,-0.377120699078271,0.218310742461555,0.0849617074465372
339,2,162696,-0.129304536377997,0.101383927308803,0.20300822301967
340,2,163284,-0.126407508337839,0.100044707754645,0.207239701427687
341,2,164166,-0.123446644329624,0.100988181081579,0.222376847846103
342,2,165270,-0.0757555949904992,0.100269583894453,0.450441343268198
343,2,165675,-0.124902833252092,0.101792201560334,0.220626276304184
344,2,166404,0.00159982842707151,0.264378400052603,0.995175222731829
345,2,168012,-0.0493661480575329,0.123278650346557,0.6890720448396
346,2,168062,-0.0156194330247439,0.101089001450806,0.87729459248733
347,2,168518,-0.0282136071160581,0.100502369698858,0.779085184359951
348,2,168980,-0.0369297294139498,0.100446639290026,0.713350683224563
349,2,169651,-0.00156551835791641,0.10051355307292,0.987582092545263
350,2,169902,-0.068430017957156,0.167966340301205,0.683958851578992
351,2,169960,-0.102040489158218,0.156397148676434,0.514538976073354
352,2,170725,-0.0600455706420679,0.100641778005712,0.551139077520262
353,2,171254,-0.0567995160198363,0.100810137973235,0.57349942950937
354,2,172242,-0.107933183363455,0.0994975729939584,0.278758484468277
355,2,173254,-0.0522841639611847,0.0988604032170076,0.597228975038329
356,2,173340,-0.0464661561668951,0.0988566621304759,0.638619789050782
357,2,173385,-0.0532125568290798,0.098938134442766,0.59102872534621
358,2,173973,-0.0471027721411967,0.0986838854315428,0.633437012371507
359,2,174714,0.567253216883897,0.251306208567607,0.0246050892203598
360,2,177341,-0.0834106254838198,0.0982791536307133,0.396617130096865
361,2,180314,-0.0772874951850535,0.0983263715923069,0.432377114373991
362,2,180339,-0.0834646641006757,0.0985609482737134,0.397661944153942
363,2,182758,-0.169511485554441,0.0978923018564036,0.084216314248263
364,2,183619,-0.177420554905622,0.0982415026754463,0.0717757326461236
365,2,183913,-0.136811649246747,0.100931667990908,0.176128795537332
366,2,184146,-0.189300551147763,0.101373247569341,0.0626796346607677
367,2,187176,-0.153322559499138,0.098895501490335,0.121953777187222
368,2,191066,-0.122175763566689,0.0997617150716825,0.221513999389804
369,2,191124,-0.238789153670419,0.125670517047786,0.0582318825513071
370,2,191128,0.198400014795344,0.115795685958721,0.0875237905517378
371,2,191599,-0.11904544644447,0.0983843822628847,0.227087194428022
372,2,191762,-0.135111524511294,0.102237985408477,0.187177433194237
373,2,191763,-0.118501289883317,0.0987775040096932,0.231068636819402
374,2,191959,-0.133319512095129,0.0984818521147504,0.176683211666317
375,2,192390,-0.0851838000329386,0.101360435870047,0.401250304164298
376,2,195759,-0.194744634530586,0.0990440712936574,0.0500538735849521
377,2,196912,-0.126469933997249,0.0977426913089648,0.196543533287623
378,2,197598,0.342879010368387,0.319442107508017,0.2838391276959
379,2,198110,-0.118037531879493,0.0983609003828066,0.230926522695515
380,2,198283,-0.119566814504888,0.101462044123666,0.239415459258012
381,2,198805,-0.094653059163389,0.098857580292046,0.338985914232941
382,2,198891,-0.114447917458425,0.0980257440424094,0.243784735467771
383,2,199248,-0.0974366475225239,0.0983024265809975,0.322270422465756
384,2,201782,-0.0774907413156647,0.0982316128510718,0.430724795105572
385,2,203285,-0.0435629746414922,0.0979095320196868,0.656642394771533
386,2,203783,-0.0382202229466705,0.0977049217085843,0.69590010478731
387,2,204179,-0.0542508257233353,0.0979200024503981,0.579907658045034
388,2,205406,-0.0354591224851225,0.0989510690346524,0.720295555503233
389,2,205834,-0.0616373294698199,0.0984404001135959,0.531628720432026
390,2,205965,0.0225166960043823,0.107617572036602,0.834390316221854
391,2,207192,-0.119121665340181,0.0981984825611364,0.225914057206819
392,2,207561,-0.0938249071263707,0.0978406369426964,0.338237036796664
393,2,208682,-0.110004451133994,0.0976277765310522,0.260603372315112
394,2,210102,-0.112562834449225,0.0978725725696331,0.250882958409955
395,2,212519,-0.0877497766622337,0.208646066686011,0.674326761846838
396,2,214801,-0.0938001802533359,0.0979239191429665,0.338774645819099
397,2,215016,-0.0980295230021214,0.0978561579573637,0.31714009712636
398,2,218876,-0.00225276053217183,0.0990082034733082,0.981859938360597
399,2,227511,-0.0296384518477469,0.0996965626330496,0.766422578971415
400,2,230378,-0.0285029289628456,0.098440820404601,0.772335255214117
401,2,231943,-0.028290326945851,0.0987232953028745,0.774615967235218
402,2,232156,-0.0229824487026874,0.0986867240625393,0.815987322992165
403,2,232789,-0.0261816240170936,0.0983349556387195,0.790202578407721
404,2,238524,-0.0424067382777071,0.0984573597657526,0.666940865807846
405,2,241518,-0.0577645171893235,0.0992906111028937,0.561091463585514
406,2,250396,-0.0407618413793584,0.0986371550189651,0.67967410104067
407,2,250466,-0.0303934982431013,0.0986129016457967,0.758104211699888
408,2,252305,-0.0867142710488731,0.0987798297826101,0.380620026967714
409,2,254571,-0.116146129266576,0.100085773388739,0.24664337299356
410,2,254742,-0.120726722182835,0.0999796810684871,0.228043237007851
411,2,254908,-0.10899218185871,0.100784416048933,0.280240181814872
412,2,255033,-0.0705613337762352,0.118261367198359,0.551119640734959
413,2,255862,-0.12021515679974,0.100138911927175,0.230756416925979
414,2,255975,-0.101320407127602,0.0998353026054664,0.310860248132549
415,2,258311,-0.133098535982887,0.098074405367436,0.17561082913175
416,2,259284,-0.141785770518739,0.0983719758835254,0.15037999313483
417,2,266330,-0.161247167336981,0.098712850848783,0.103256010800628
418,2,267100,-0.193055687810639,0.0985437457415435,0.0508895178145611
419,2,268086,-0.197004303196174,0.0985288680494993,0.0463249059248801
420,2,274614,-0.0954397716330295,0.0983521341457795,0.332517342311675
421,2,274729,-0.0902560418447762,0.0989052975990559,0.362101993754403
