SNP,Chr,Pos,Effect,SE,FMP45_MEP1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
46,1,65431,0.0330509721398364,0.0600748561105144,0.582555418487699
47,1,65451,0.0487372890463418,0.0591916161030497,0.410846920496975
48,1,65719,0.0372666876216112,0.0617532849175317,0.546578973072295
49,1,66841,0.0188172851957189,0.0575639712455904,0.743942220495698
50,1,66948,0.0148149547438672,0.0579206466555512,0.798269540776331
51,1,68621,0.0764500307272741,0.0576256097571759,0.185476238672219
52,1,69417,0.0811851859355559,0.0574538944587228,0.158522347927372
53,1,69820,-0.0828323855432496,0.225410663553547,0.713486268123653
54,1,69821,0.106345097514619,0.13977077092321,0.447252433250799
55,1,70906,-0.134902575860032,0.092274694677439,0.144639850054584
56,1,74327,-0.087353151643154,0.0577460606742018,0.131247605198971
57,1,74572,-0.0940215494755052,0.057561570093143,0.103274696953192
58,1,75211,-0.108381286206027,0.0573841506292074,0.059752013240375
59,1,76030,-0.0985323653989489,0.0574344301246455,0.0871195807006173
60,1,80108,-0.0667646335538247,0.0575501233929597,0.246786913238563
61,1,81262,-0.0538144018368062,0.0575667179449921,0.350521150739907
62,1,81999,-0.0587928566966885,0.0576938898260918,0.308877964845956
63,1,82431,-0.0157326320791707,0.0580461592820794,0.786521321594935
64,1,83284,-0.0441098118686813,0.0575819209892935,0.444166934982986
65,1,83613,-0.0149076714701791,0.0576179483686505,0.795991963935791
66,1,84112,-0.0388593277598509,0.0575926358035073,0.500290651400794
67,1,84701,-0.0356711695491177,0.0616822552298161,0.563426828334102
68,1,84858,-0.0278153408755768,0.0577734452603512,0.630491143292118
69,1,85751,-0.0503640150295055,0.0579680063297888,0.385533535241449
70,1,87445,-0.0386181541684036,0.0581162873047847,0.506805489690576
71,1,87467,-0.053488960594564,0.0583876899401133,0.360239868986194
72,1,89070,-0.069954283122782,0.0579717482592287,0.228357231152483
73,1,89616,-0.0548319296927501,0.0577049380843668,0.342654601645681
74,1,89679,-0.0441728975453091,0.0577381583700405,0.444749645243025
75,1,89880,-0.0454092387800376,0.0577500957589,0.432215837127618
76,1,91472,-0.0351850448664281,0.0581995679999214,0.545860752041951
77,1,93789,-0.0666391431110649,0.0575205124548737,0.247431659876534
78,1,94351,-0.0556796254507803,0.0577053855915061,0.335258061745382
79,1,99148,-0.0355942581641772,0.0575986141899026,0.536993106765646
80,1,101281,0.667766694326497,0.629278221626084,0.289341358338123
81,1,106011,-0.0274651137988279,0.0600432312931985,0.647648922738282
82,1,106800,-0.00124911845145431,0.0577074594520084,0.982742807338667
83,1,107970,0.0164587474829791,0.0575298618588658,0.774976618020699
84,1,109000,-0.0134377309893274,0.0576334921303977,0.81577357131498
85,1,112549,0.0164125716441396,0.0575660557897284,0.775728222295206
86,1,112742,0.0233067274583679,0.0577836727909803,0.686938996001836
87,1,113050,0.0459072569573669,0.0576479973743438,0.426371166803626
88,1,113135,0.0274799351483746,0.0575342032479325,0.633210744551693
89,1,114076,0.0274748563630929,0.0575342101200194,0.633273564015798
90,1,114628,0.0246625557738048,0.057683456005014,0.669239541864079
91,1,116283,-0.0346204734124149,0.0579900337662173,0.550885221056169
92,1,126880,-0.67850863537378,1.08800891154611,0.533277195382831
93,1,127853,-0.00788137529103547,0.0579097573953835,0.891821755053839
94,1,128302,-0.00054505321551962,0.0576888233615972,0.992466908661646
95,1,128704,-0.00765870966767579,0.0577448168595824,0.89456137462116
96,1,128911,-0.0111331547095758,0.0577496067778223,0.847239616239358
97,1,130267,-0.0333581539894698,0.0576979601761714,0.563530572330413
98,1,130271,-0.031550330514612,0.0577693820684361,0.585312791944741
99,1,130613,-0.00740231405240757,0.0583325327566406,0.899092942733576
100,1,132012,0.00681781203322446,0.0582089128153193,0.906826341887832
101,1,133231,0.00892662905580194,0.0577950337455038,0.877340661784154
102,1,137074,0.018861094377837,0.0577060561686522,0.743976761259862
103,1,137304,0.00331491340409884,0.0577345785502548,0.954245961429466
104,1,139686,0.00996013242950977,0.0578082899857287,0.863303630120106
105,1,149562,0.00100123577048411,0.0579425819784315,0.986223169111857
106,1,150447,-0.00385716879402587,0.0585849611333049,0.947543364821814
107,1,151446,-0.11393215246948,0.117539251218536,0.333053437230103
108,1,154084,0.00985749217887039,0.0587639768665039,0.866878227896725
109,1,156633,0.0145113560778575,0.0595669896236983,0.807671252887374
110,1,157269,0.00736930194183283,0.0576984223858785,0.898442473972201
111,1,160054,-0.0326608404645803,0.0582220043044085,0.575173392230798
112,1,166222,-0.0112884916319201,0.0578140113069894,0.845305431942309
113,1,166416,-0.00299299677092552,0.0576995356304616,0.958659936291031
114,1,167326,-0.0109178800479188,0.0580247271343687,0.850860055543972
115,1,168836,-0.0268649480375454,0.0577349431458109,0.641992659625931
116,1,171200,0.00385532707485953,0.0578387714106273,0.946892942173126
117,1,171431,-0.00584684490106907,0.0581993964556292,0.920034348590708
118,1,173339,-0.0206569880612528,0.057737157673674,0.720724535892378
119,1,173845,-0.0437118604366388,0.0576528313727126,0.44884250224965
120,1,175121,-0.0136781242827237,0.0575807507737941,0.812370410667367
121,1,175281,-0.0267812393132718,0.0576166696001161,0.642348693726406
122,1,175315,-0.0246566412900303,0.057601208635095,0.668870148940627
123,1,175523,-0.0329644429218708,0.0579160366794772,0.569598388519524
124,1,175541,-0.0257908742101988,0.0576898019731071,0.655105017555356
125,1,175653,-0.0339386748673488,0.0578605421764421,0.557874209836983
126,1,175805,-0.0854447779629171,0.0609936112721075,0.162128180981358
127,1,175818,-0.0617255699528155,0.059667394499645,0.301613389622238
128,1,175856,-0.0220137682657717,0.0588327388246267,0.708498419238194
129,1,175876,-0.0205890487173584,0.0579322429312656,0.722503125400616
130,1,175989,-0.0149137627536966,0.0581025043069872,0.79757518706264
131,1,176001,-0.0230443832981321,0.0583978290448288,0.693368837271882
132,1,176451,-0.0294058402966419,0.0590921080343081,0.619056665057937
133,1,177692,-0.0150080424587248,0.0576106187835524,0.794623634493461
134,1,178191,-0.00782160491930559,0.057671861848655,0.892196982585227
135,1,178224,-0.0150080424587248,0.0576106187835524,0.794623634493461
136,1,178960,-0.0135698424696277,0.0580718364638199,0.815374005421204
137,1,179139,-0.0842717318587667,0.115018158906323,0.464238640548949
138,1,179139,-0.143785311770903,0.231699426834422,0.535284164911414
139,1,180955,-0.0107647134215685,0.066692988426651,0.871865213049235
140,1,183802,-0.0272295840898708,0.0576051830981948,0.636724127693703
141,1,183954,-0.0447404856177026,0.0579940578269746,0.440946445338191
142,1,184450,-0.0380428642333769,0.0574990844755067,0.508642858202019
143,1,184641,-0.0344018563668424,0.0591807107217851,0.561408017902696
144,1,184718,-0.018917843915826,0.0578528603437687,0.743862240503792
145,1,185296,-0.0118266848295277,0.057612717696518,0.837472421579191
146,1,185438,-0.048260391035471,0.057561593381812,0.402366114165171
147,1,185469,-0.0474634004011014,0.0576467062234026,0.410865024452737
148,1,185503,-0.0617795911789842,0.057458781205014,0.283020241701073
149,1,185705,-0.0522220620598341,0.0581296096075683,0.369599164720686
150,1,185749,-0.0653428711032708,0.0580920105650531,0.26143090446851
151,1,185806,-0.0482062243937943,0.0582172192211967,0.408206938188382
152,1,185879,-0.0574845504640918,0.0584753281899207,0.326252927554185
153,1,185916,-0.0644002261655472,0.0584282295441368,0.271120943603147
154,1,185941,-0.0671156532524984,0.0586750049814687,0.253459163970609
155,1,185954,-0.0619240198955814,0.0588631184551797,0.293518996577231
156,1,186055,-0.0541568087930154,0.0577067441715123,0.348637833476337
157,1,186896,-0.053185391914373,0.0586576865274924,0.365179750741253
158,1,187697,-0.0569747828127465,0.119727804859783,0.634461881012277
159,1,189392,-0.11880742407201,0.120227945128218,0.323739013896888
160,1,189416,0.0511092457973259,0.116427604866074,0.660945494003313
161,1,190132,-0.0339821128844367,0.0578237013180284,0.55711959104512
162,1,190148,-0.0348825934886923,0.0578396391155231,0.546835112028831
163,1,190165,-0.0176862953567548,0.0583065134330042,0.761814717654095
164,1,190169,-0.0419210439666574,0.0581986380466038,0.471811016411864
165,1,190933,-0.0116552542648325,0.0577657600210644,0.840214694643887
166,1,192149,-0.0299164999072176,0.0582196226780359,0.607674201483365
167,1,192302,0.0315592765888226,0.0768823013379002,0.681696905926899
168,1,192303,-0.0272685336619016,0.0694173210197255,0.694689305570499
169,1,192305,-0.00168331614177486,0.0721525797207976,0.981400262901377
170,1,192315,0.0690701314484086,0.0817681794987414,0.398846726729978
171,1,192795,-0.0691229802667143,0.0575422354032251,0.230457104249704
172,1,194020,-0.100212518079059,0.0604984120066887,0.0985195280217997
173,1,194187,-0.0803441635504789,0.0575488371258391,0.163560518916068
174,1,194867,-0.060619197115029,0.057585777778479,0.293209299278274
175,1,197325,-0.033013596236407,0.059057342080673,0.576509912627348
176,1,197392,-0.0561039199951188,0.059768381557051,0.348532287880018
177,1,198857,0.124358345629139,0.276477636358293,0.653134108990992
178,1,206666,0.0174250249058083,0.0648591097749191,0.788348556651883
179,1,206675,0.0384926094786904,0.0844246589313804,0.648713223120198
180,1,223051,0.0256267995209642,0.0668247456803052,0.701585367539972
181,1,223059,0.0165524644607165,0.0693991473423554,0.811623132911997
182,2,7366,0.0376254135965208,0.0836275604315035,0.653046856073354
183,2,8180,-0.172535545061979,0.114804012917836,0.133766539294997
184,2,8187,-0.0825432977574714,0.119685595103726,0.490856254628757
185,2,8250,-0.108477489789361,0.117852924592147,0.357967272271064
186,2,8253,-0.104856418336174,0.117862208585333,0.374258343672093
187,2,8285,-0.0595886605817033,0.0638924680739828,0.351643412682381
188,2,8302,-0.0381391481009602,0.0598466480001659,0.524354744131966
189,2,8306,-0.0381391481009602,0.0598466480001659,0.524354744131966
190,2,8314,-0.0414298370920952,0.0586111746986964,0.480120429104467
191,2,8317,-0.0434853193304959,0.0599456140094351,0.468679404644917
192,2,8328,-0.0342354356133496,0.0596940870052586,0.566661448575641
193,2,8331,-0.0361143289796055,0.0595786163773207,0.544796370247386
194,2,8498,-0.0236228588005858,0.0585532437707547,0.68686709397906
195,2,8651,-0.0237361992240687,0.0586079628951587,0.68572315115958
196,2,9418,0.221711186441648,0.148622238900436,0.136650811388685
197,2,9812,-0.00860126154757535,0.0589681179582697,0.884112864577899
198,2,9932,-0.00675150906861877,0.0587363778640205,0.908553313748799
199,2,10135,0.00324755961045031,0.0585122783643114,0.955769784867845
200,2,11616,-0.0216045892093427,0.058439115687809,0.711832201835746
201,2,12133,-0.0076403735229239,0.0586813852523339,0.896481586146393
202,2,12194,-0.0131516953105603,0.0589055556986207,0.823456474894681
203,2,12359,-0.00574521811857842,0.0587366811191316,0.922136202315565
204,2,13061,-0.00938252067239032,0.0587310314189975,0.87316618445725
205,2,14298,0.00248940857756463,0.0589182901196895,0.966321792694871
206,2,15222,-0.0196241982747172,0.0594838092724722,0.74166499249103
207,2,17986,-0.0115657368183555,0.0584471860965771,0.843250075841344
208,2,19770,-0.0188666580042313,0.0588459827110802,0.748695056248355
209,2,19836,-0.018530282643744,0.0586845688095301,0.752370727084973
210,2,19851,-0.0146976129391925,0.0588595019633535,0.802959409750795
211,2,21595,-0.00243473182255893,0.0586214344434749,0.966894360621949
212,2,22385,-0.0124413010987589,0.058673310509873,0.83219538434023
213,2,23441,-0.00801711434462193,0.0592454137827647,0.892435668668302
214,2,24209,-0.00372347558478003,0.0587587703156221,0.949508660059741
215,2,24341,0.0108334239695682,0.0588952656328907,0.854163094597008
216,2,26815,-0.0223714010530307,0.0588154564398428,0.703902505725667
217,2,28209,-0.0512705309263183,0.0587839978720895,0.383700211282434
218,2,28695,-0.043220626689692,0.0614357701910349,0.482202259149378
219,2,35849,-0.174502371666203,0.630212681846157,0.78202324673316
220,2,35850,0.0121074594205286,0.770845300642894,0.987477230876237
221,2,41245,-0.0512409280164597,0.0585581020538701,0.3821448346736
222,2,43214,-0.0521840632043316,0.0595072131275105,0.381117382165174
223,2,47104,-0.0568188895331568,0.0578322608736911,0.326537593638496
224,2,50915,-0.0376289318930335,0.0584459658094462,0.520107456826343
225,2,55834,-0.0458543079121336,0.0581588581913226,0.43097317987944
226,2,56422,-0.0507833543471213,0.0582514363537294,0.383912364848007
227,2,57715,-0.0404029617284479,0.0580820879986055,0.48712560798824
228,2,59046,-0.0427711261224596,0.0583715305944482,0.464203592456086
229,2,59191,-0.0475856592193693,0.0580261876829763,0.412728376385561
230,2,59383,-0.0588232661813233,0.0580137420703512,0.311299169220697
231,2,59477,-0.0593189042567502,0.0588877499396138,0.314470216749225
232,2,59755,-0.0708289476511474,0.132447517236973,0.593145642366
233,2,60471,-0.0619772241552674,0.0580828145455083,0.28667880849311
234,2,60478,-0.0572107579108472,0.0581631443257807,0.325973314849185
235,2,60786,-0.0468784145758568,0.0580934744082853,0.420239779529365
236,2,61035,-0.0567914216709013,0.0580642129330302,0.328704776750498
237,2,61071,-0.0590905162785206,0.0577935658404448,0.307272353361643
238,2,61675,-0.0521956587539404,0.0579791891345295,0.368601934945038
239,2,62776,-0.0511265050077051,0.060524333021722,0.398835727921687
240,2,62939,-0.058380268381361,0.0578620011216455,0.313686367557556
241,2,63527,-0.0541937213617589,0.0580913144018161,0.351506276403694
242,2,63857,-0.0733656684150766,0.0580452145240688,0.207085559925382
243,2,65527,-0.0899520993464744,0.057786620967977,0.120455603617983
244,2,67007,-0.0881590887151364,0.0636679359957142,0.167027926664766
245,2,67023,-0.268453647301249,0.131243084854965,0.0415495262203645
246,2,67024,-0.232884078475573,0.131920113479215,0.0783708852132566
247,2,67976,-0.0763795106309995,0.058679136930701,0.193885962756309
248,2,69628,-0.120840594228087,0.0594473084306263,0.0428273446964682
249,2,71825,-0.0395360742969562,0.115606871502023,0.732564008735992
250,2,72389,-0.014649403390351,0.0584518554142156,0.802251088149552
251,2,72392,-0.0297270717870509,0.0588332783747131,0.613679981380196
252,2,73646,-0.0313421374371025,0.0576237762982689,0.58684689060186
253,2,74564,-0.0477420740668035,0.0574785842237622,0.406757491651086
254,2,74739,-0.0533175822743326,0.0576541052897243,0.355710126169746
255,2,79931,0.0644348492173318,0.0649722014928745,0.322008792270429
256,2,80748,0.000826337218200759,0.0600332947273654,0.989025522050198
257,2,80873,-0.00619082591274735,0.0578606836704175,0.914853425546098
258,2,81501,0.0135166355871533,0.0578475082853159,0.815384564626624
259,2,83526,-0.0153870763218876,0.0577564313447698,0.790076540493733
260,2,83845,-0.0191122823361513,0.0578081837577849,0.741131071472833
261,2,84412,0.121300249385917,0.145562334287372,0.405226812716814
262,2,84412,-0.00955859104479972,0.0729602581139332,0.895841294687349
263,2,84447,0.0395705347338595,0.0585174277511396,0.499345082751778
264,2,87391,0.0135651498307343,0.0575573023135694,0.813817059596397
265,2,87562,0.00625918051950952,0.0577065361336267,0.913687904445417
266,2,87849,-0.003016252336189,0.0577018090077636,0.958340656338567
267,2,87878,0.00942456818248723,0.0579478145272529,0.870895826398113
268,2,88125,-0.0281085550325899,0.0644236689624154,0.662880081611154
269,2,89785,-0.0104506222444011,0.0579537753846433,0.856999448465511
270,2,93441,-0.00763875539334721,0.0596851948945946,0.898234442670289
271,2,93588,0.0116101602993883,0.0617792461095885,0.851039676388109
272,2,93721,-0.0158231676321999,0.0577752953278498,0.784341418006527
273,2,93952,0.00284173258769969,0.0576159578363847,0.960690605161015
274,2,95085,-0.0309693872668603,0.0576730180233468,0.591618160046365
275,2,103188,-0.0778503003795555,0.0589517298506691,0.187497961638897
276,2,107124,-0.0251902395624407,0.0577096987894103,0.662741406940907
277,2,111645,-0.0408175962856374,0.0577213679090098,0.479940564747714
278,2,111916,-0.0396732185086023,0.0578598725557399,0.493366490427712
279,2,111931,-0.0332748985082068,0.0579598714308926,0.566264169015123
280,2,111999,-0.0359705799953214,0.0577469618366339,0.533752469660903
281,2,114528,-0.0192949425369022,0.0581021067631166,0.740020813896347
282,2,116024,-0.024070277335174,0.0582352651443325,0.679617142064741
283,2,119244,-0.0265466465377024,0.0634689418509564,0.676009903581763
284,2,119246,-0.0386851614924679,0.0641288216141506,0.546735485800427
285,2,119247,-0.0201905133732909,0.0646162007234109,0.754869165118704
286,2,120090,0.00712121722185965,0.0580180640799898,0.902381744932583
287,2,120291,-0.00385173998993582,0.0586824361822143,0.947703974473822
288,2,120726,0.0192600762162744,0.0583347400978869,0.741471316711006
289,2,121716,-0.01289986051547,0.0582734392271692,0.824934091926271
290,2,123100,-0.0236182270350836,0.0583443334051048,0.685864161253892
291,2,124677,-0.0440570599174137,0.0582302882722547,0.449793951293644
292,2,127636,-0.00737340507018924,0.0737069573342254,0.920371931542497
293,2,127887,-0.0412468824409703,0.0586359641462305,0.482245289662321
294,2,128935,-0.0427116596854891,0.0585774821952158,0.466394573248554
295,2,129053,-0.0610048393582884,0.0587103039769974,0.299477640873838
296,2,130040,-0.0527869354389386,0.0590921552339181,0.372305914286164
297,2,130976,-0.0407140468338983,0.0586370190861936,0.487925514723053
298,2,132199,-0.0541422414140376,0.0588785275513612,0.358431534353456
299,2,133355,-0.0503442448636193,0.0592872476156061,0.396368836089921
300,2,133435,-0.051661919822527,0.0594124204581455,0.385138618149182
301,2,133943,-0.035722732894966,0.0696073349551716,0.60812995635671
302,2,135183,-0.0600545110800126,0.0594230521635166,0.312887448800798
303,2,135402,-0.0533583453651307,0.0594321519023546,0.369902682412217
304,2,135898,-0.0975200297507792,0.0595898922571767,0.102622069887545
305,2,135912,-0.0904234640027062,0.0596659126181564,0.13054170286915
306,2,135925,-0.0965331792508282,0.0593666208907467,0.1048310704726
307,2,136002,-0.0889679315464131,0.0593553668694272,0.134792560107188
308,2,136173,-0.0756028242853404,0.0598300546549016,0.207198092417474
309,2,138209,-0.112386625665752,0.0614331934733926,0.0681812544945876
310,2,138318,-0.108575760903673,0.0612764427156797,0.0772736631374888
311,2,138695,-0.111660619189491,0.0602007948689703,0.0644579988211977
312,2,138818,-0.111564628200098,0.0600898239113378,0.0641965934836521
313,2,139728,-0.095776131750811,0.0600582991656243,0.111669907045428
314,2,140174,-0.103717795099502,0.0600209226690531,0.084857854074372
315,2,140863,-0.105128528594951,0.0599894834452555,0.0805647669027645
316,2,141152,-0.127081967069895,0.0600397897004454,0.0349906260831203
317,2,141292,-0.132006592562516,0.0595722663253855,0.0273352375672651
318,2,141545,-0.101070097724528,0.0600368440115641,0.0931686324038738
319,2,145823,-0.116783794816448,0.0622659788869053,0.061540434756874
320,2,145934,-0.195175988540858,0.102579905950597,0.0578967330583269
321,2,145980,-0.0982991032093619,0.0629354220450869,0.11920657401822
322,2,146723,-0.107145616655344,0.0598977798204526,0.0745031182442484
323,2,147946,-0.115891641449198,0.0604056908689404,0.0558469384848608
324,2,150394,-0.0554799642095589,0.066078742400289,0.40169881466466
325,2,151274,-0.0551496750192673,0.103573354788487,0.594735706879354
326,2,151397,-0.0801259066138909,0.0607220333126463,0.187839669061458
327,2,153035,-0.108167650105864,0.0599330748014881,0.0719569079536747
328,2,153228,-0.106371784208545,0.0603834630109851,0.0790017444747841
329,2,153455,-0.113602579271188,0.0608061690562312,0.0625521101939331
330,2,153732,-0.116018128543301,0.0628751071686106,0.0658435773521804
331,2,153815,-0.119887339077046,0.0605362380218988,0.0484320606353395
332,2,154160,-0.122077579841554,0.0598823303447595,0.0422322397980082
333,2,154235,-0.12964992893849,0.0604426525077563,0.03263423880204
334,2,155527,-0.11105974023065,0.0657646298498776,0.0921512475705808
335,2,159870,-0.14287257960987,0.058809175505651,0.0156209977794454
336,2,161229,-0.0840430515704602,0.0600425636493311,0.162474003650743
337,2,161451,0.0608816438829676,0.128883230659041,0.636948674816826
338,2,161451,0.00568809778968671,0.129337012263231,0.964946100144077
339,2,162696,-0.0930994276171759,0.0597447544711867,0.120061468725712
340,2,163284,-0.0634595907511739,0.0590589687045019,0.283327029203315
341,2,164166,-0.053647985281742,0.0596364131149058,0.368954722622902
342,2,165270,-0.0497611529294129,0.0591433620731174,0.400713096327675
343,2,165675,-0.0317051810128621,0.0601573764340028,0.598498733676321
344,2,166404,-0.0847087378337177,0.155906938917738,0.587246333669254
345,2,168012,-0.0740316675541619,0.0726389299060659,0.308818618983176
346,2,168062,-0.00341700510981546,0.0596399876148811,0.954343527941987
347,2,168518,-0.0142350970234766,0.0592939378606032,0.810410095959622
348,2,168980,-0.00633843713422166,0.0592696661966746,0.91489546994522
349,2,169651,-0.0179828060376603,0.0592910534402449,0.761842106905805
350,2,169902,0.0260213142383252,0.0991066749778709,0.793043941145152
351,2,169960,-0.0799597554295737,0.092225196556552,0.386527932861203
352,2,170725,-0.0202586614758244,0.0593945474877419,0.73324160170598
353,2,171254,-0.0132393078614238,0.0594962942615875,0.824035281643465
354,2,172242,0.0144537523880326,0.0587920976393273,0.805944979118307
355,2,173254,0.0233479867089699,0.0583333360575563,0.689213627849096
356,2,173340,0.0286965029619506,0.0583195131945255,0.622985169922396
357,2,173385,0.0340028217186903,0.0583651858741134,0.560543030102704
358,2,173973,0.0232963384088744,0.0582249142405276,0.689317916063462
359,2,174714,-0.0355255143087066,0.149314219917307,0.812077676356714
360,2,177341,-0.00161643526679633,0.0580396184356033,0.97779708702585
361,2,180314,-0.0310363942242445,0.0580356512450485,0.593137620506735
362,2,180339,-0.0225242851243551,0.0581934892234946,0.698946134167763
363,2,182758,-0.110453171348808,0.05769837306847,0.0563874423354721
364,2,183619,-0.087516755537112,0.0580388569079758,0.132474709309371
365,2,183913,-0.0771832638788895,0.0595586845369583,0.19584988182292
366,2,184146,-0.0799077428716829,0.0599499319486703,0.183421640095201
367,2,187176,-0.106227686661718,0.0582688090668132,0.0691395784144639
368,2,191066,-0.0328912619626429,0.0589541186687108,0.577257525339381
369,2,191124,-0.0380904007894571,0.0744909091573367,0.609430626087914
370,2,191128,0.0228609272289093,0.0685872499242474,0.739096956568781
371,2,191599,-0.0483287051264356,0.0581059738423691,0.406121465643174
372,2,191762,-0.0327879426256449,0.0604399341885409,0.58782464486432
373,2,191763,-0.020844796872605,0.0583826974315645,0.721277271674659
374,2,191959,-0.0450018766840234,0.0582014958401613,0.439916590075151
375,2,192390,-0.0710311751367243,0.0597386655138278,0.235226359391457
376,2,195759,-0.0569006935707209,0.0586728217441025,0.332811973270496
377,2,196912,-0.0824304047825015,0.0576338986366283,0.153532183524988
378,2,197598,-0.0781526588024217,0.188718829181066,0.679036118404156
379,2,198110,-0.0994342651030302,0.0579056839630525,0.0868240736721196
380,2,198283,-0.109483460515329,0.0596921996730229,0.0674757890966537
381,2,198805,-0.117285742865058,0.058062877090421,0.0441406621845961
382,2,198891,-0.0987853757542848,0.0577035616503421,0.0877849212957923
383,2,199248,-0.111672620034482,0.0577699755914809,0.0540287320288653
384,2,201782,-0.0904204986343585,0.0578035714514909,0.118649742623953
385,2,203285,-0.0778970037348788,0.0576297436274603,0.17734301940262
386,2,203783,-0.0952334955777811,0.0574310294884256,0.0981606049285957
387,2,204179,-0.0801928938311456,0.057635957119752,0.164989728690857
388,2,205406,-0.0710591567080998,0.0582649527178646,0.223435853398937
389,2,205834,-0.0811703995912738,0.0579471000804541,0.162162116352599
390,2,205965,-0.0568401443608561,0.0634216519881994,0.370742740743086
391,2,207192,-0.119501534451101,0.0577041099955762,0.0390910786874368
392,2,207561,-0.102875755402604,0.0575370341493927,0.0746349098118241
393,2,208682,-0.0999885444675377,0.0574538046349175,0.0826726286117716
394,2,210102,-0.0885079090962346,0.0576566428285666,0.125658460237895
395,2,212519,-0.115162011822342,0.122970550063876,0.349655674106488
396,2,214801,-0.108621971522408,0.0575563847283006,0.0599500176968263
397,2,215016,-0.118285246026537,0.0574691961337395,0.0403009854401168
398,2,218876,-0.1592903269365,0.057792140178747,0.00615016127094276
399,2,227511,-0.178563827777882,0.0580512913774584,0.00226195944383017
400,2,230378,-0.190585343259363,0.0571901884530888,0.000951882411484605
401,2,231943,-0.201898286733031,0.0572495564672333,0.000476406644042506
402,2,232156,-0.1939939357797,0.0573026649797219,0.000790647171513439
403,2,232789,-0.194578595907047,0.057087520028631,0.000728864038206407
404,2,238524,-0.195439674278391,0.0571621790694304,0.000701903222276388
405,2,241518,-0.169443884793607,0.0579072709116076,0.00365432483383854
406,2,250396,-0.143285702550435,0.0577040599619578,0.0134877750703344
407,2,250466,-0.152468240361916,0.0576166004599019,0.00850315017541033
408,2,252305,-0.192591381815023,0.0574319035757534,0.000884876625431003
409,2,254571,-0.18638691869881,0.0583212022515659,0.0015198513412048
410,2,254742,-0.169000718905155,0.0584170242716664,0.00405256079027898
411,2,254908,-0.190891286961355,0.0586839379369656,0.00125269310906486
412,2,255033,-0.0958792952886231,0.0696176062438919,0.169314518096724
413,2,255862,-0.157880728657234,0.0585987632586238,0.00739143813427429
414,2,255975,-0.141087482002594,0.0585045224854255,0.0163940657988037
