SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
96,1,128911,0.0320725200376394,0.0960491772042585,0.738639943158521
97,1,130267,-0.109916949278982,0.0958404187578689,0.252210176649399
98,1,130271,-0.108666569000646,0.0959586267735178,0.258221698933016
99,1,130613,-0.0968566277492422,0.0968940859958169,0.318182349811697
100,1,132012,-0.104073663686468,0.0966665900512743,0.282383082268236
101,1,133231,-0.166788787595352,0.0957273637584163,0.0823213881252846
102,1,137074,-0.113203034573931,0.0958121095106889,0.238195254733394
103,1,137304,-0.11903578585862,0.0958255233755196,0.21498231881108
104,1,139686,-0.171771708248783,0.0957253473565602,0.0736013006976068
105,1,149562,-0.0767585252801388,0.0962936923357869,0.425911758538556
106,1,150447,-0.0918345983440781,0.0973267353618804,0.346034713264149
107,1,151446,-0.488650896245383,0.194036659532827,0.0122323919796762
108,1,154084,-0.124159911485303,0.0975268298264486,0.203825760394304
109,1,156633,-0.0451829641340842,0.0990614216929191,0.648590927785465
110,1,157269,-0.0346851730915143,0.0959586108476982,0.717972055546529
111,1,160054,-0.050605000616291,0.0968507756908508,0.601646621366727
112,1,166222,-0.0458704071458204,0.0961406161833512,0.633573427916109
113,1,166416,-0.0479094997843728,0.0959424868221632,0.617839367142009
114,1,167326,-0.06807073638037,0.0964537360094433,0.480818682059224
115,1,168836,-0.0661239365637235,0.0959998548075752,0.491406585983342
116,1,171200,-0.0680657747593774,0.0961399754417941,0.479421033831788
117,1,171431,-0.0399068122573172,0.0967855380556637,0.680353669057878
118,1,173339,-0.0362155018905997,0.0960366501632647,0.706325260714678
119,1,173845,-0.0389829249468489,0.095953937342053,0.684792554281874
120,1,175121,-0.00913047283554702,0.0957848399985708,0.924112573770453
121,1,175281,-0.0311248430359615,0.0958531745898619,0.745590076409873
122,1,175315,-0.022365727003252,0.0958299171959525,0.815593998205296
123,1,175523,-0.0428966842676357,0.0963532729939145,0.656446553576556
124,1,175541,-0.0268190555740674,0.0959763582527915,0.780075449137574
125,1,175653,-0.0150939794095226,0.0962873553362803,0.875523831493135
126,1,175805,-0.0266982367477074,0.101726986618727,0.793127706331255
127,1,175818,-0.015350598859979,0.0993962637102393,0.877352346003003
128,1,175856,-0.0523284325371453,0.0978407155767711,0.593102138528074
129,1,175876,-0.0515143454270606,0.0963413119830257,0.593189312611369
130,1,175989,-0.0514335371792695,0.0966165338296408,0.594820484302322
131,1,176001,-0.0581792043382633,0.0971095903347877,0.549484662154835
132,1,176451,0.00472073609966944,0.0983265220702822,0.961734777560953
133,1,177692,-0.0329550396283947,0.095821258155519,0.73110970774709
134,1,178191,-0.0376779854671012,0.0959115060145872,0.694673934013769
135,1,178224,-0.0329550396283947,0.095821258155519,0.73110970774709
136,1,178960,-0.0292953071494549,0.0965901639815589,0.761843777034149
137,1,179139,-0.0332115759336506,0.191455660753383,0.862382410457474
138,1,179139,-0.00441856091942494,0.385613279433874,0.990864089778828
139,1,180955,-0.00836950900492828,0.110938691082966,0.939905261157504
140,1,183802,-0.0635879192368901,0.0957896074739846,0.507233085407537
141,1,183954,-0.0530943860420672,0.0965058233477513,0.582552307943654
142,1,184450,-0.0182774138695071,0.0956969155035848,0.848641099490105
143,1,184641,-0.0413306650510453,0.0984622863840239,0.674915139416567
144,1,184718,-0.0331647246032141,0.0962294235711025,0.730568579402065
145,1,185296,-0.0171383658603052,0.0958329693866191,0.85816922887528
146,1,185438,-0.0446658498746884,0.0958123466397767,0.641373823479651
147,1,185469,-0.0489635329647518,0.0959447679331535,0.610138956943995
148,1,185503,-0.0274092677239163,0.0957207941790354,0.774781097902003
149,1,185705,-0.0489318942165703,0.0967668063621376,0.613405217036278
150,1,185749,-0.0205107050903086,0.0967956913567045,0.832309775217301
151,1,185806,-0.0525931151746026,0.0968906764528247,0.587603978683218
152,1,185879,-0.0487947286600454,0.0973648563864033,0.616575530849365
153,1,185916,-0.0560385924804564,0.0973094891125491,0.565063215487639
154,1,185941,-0.0337662540563779,0.0977627641932043,0.730007126162934
155,1,185954,-0.0390475132883947,0.0980428148832174,0.690671932340394
156,1,186055,-0.050160222171972,0.0960705761259805,0.601915322711697
157,1,186896,-0.00678767653446036,0.0976826498934122,0.944641307608981
158,1,187697,0.146379990147869,0.199063776314668,0.462619399927127
159,1,189392,0.132097625475453,0.200137193783401,0.509661560072332
160,1,189416,0.251373926933022,0.193253110810156,0.194192620193731
161,1,190132,-0.0147924945151885,0.0962263556665334,0.877913612134721
162,1,190148,-0.0179634903926726,0.0962538504648995,0.852060930207731
163,1,190165,0.0013317432818355,0.0969982468504188,0.989053496128491
164,1,190169,-0.0244928988423984,0.0968685426009428,0.800533792927627
165,1,190933,-0.0536357607216749,0.0960492836434552,0.576912210054541
166,1,192149,-0.0143601792770807,0.096874299003608,0.882241806371594
167,1,192302,-0.128932492026401,0.127730455346473,0.313469091411713
168,1,192303,-0.107732014201214,0.115349885370402,0.350963670147976
169,1,192305,-0.120007310223007,0.119846846600836,0.317348889554434
170,1,192315,-0.0390048875751079,0.136132761015162,0.774647240174495
171,1,192795,-0.107621375940567,0.0957385811847801,0.261727190878067
172,1,194020,-0.0324930301557885,0.101007120916884,0.7478775854614
173,1,194187,-0.0128994105499779,0.0959867902430418,0.893172870423305
174,1,194867,0.0518469571176992,0.095897311504221,0.589089273417703
175,1,197325,0.000413052404107439,0.0982780125010025,0.996648957044596
176,1,197392,-0.0430360406661346,0.0995149137331962,0.665672493163569
177,1,198857,-0.0790719889395453,0.459998680541565,0.863617697853271
178,1,206666,-0.123772046085736,0.10769479361202,0.251216439909048
179,1,206675,-0.214602077410802,0.140006111570822,0.126219592686948
180,1,223051,-0.0212454118530472,0.111172055173214,0.848554068687368
181,1,223059,-0.0660925933973999,0.115392544778985,0.567169729535294
182,2,7366,0.0810419933334394,0.139077050842823,0.560458611487784
183,2,8180,-0.135720230484734,0.191435904929827,0.478817794396732
184,2,8187,-0.292362286585682,0.198607518068044,0.141895502003652
185,2,8250,-0.347493949858574,0.195395403947703,0.0761964738610874
186,2,8253,-0.363878106312407,0.195310896347703,0.0632825810367504
187,2,8285,-0.106589207400335,0.106256690343147,0.316485566061992
188,2,8302,-0.138339445042544,0.0993321820727751,0.164588545151887
189,2,8306,-0.138339445042544,0.0993321820727751,0.164588545151887
190,2,8314,-0.130108678384841,0.097315291724218,0.182089847396248
191,2,8317,-0.139869986610309,0.0995082815941747,0.16071903182768
192,2,8328,-0.165369063018372,0.0989492468024382,0.0955582647932099
193,2,8331,-0.16635578511787,0.0987570565841564,0.0929698992171608
194,2,8498,-0.119078103341649,0.0972121057206293,0.22141803399082
195,2,8651,-0.114234380733637,0.0973199617198325,0.241265613368942
196,2,9418,0.438162155294095,0.246893657384021,0.0768091950331463
197,2,9812,-0.0877624243862063,0.097977801013935,0.371003191032165
198,2,9932,-0.070576817833444,0.0976302487063453,0.470220565551773
199,2,10135,-0.066976338240037,0.0972630180316348,0.491520699653422
200,2,11616,-0.082596131691635,0.0971255777963639,0.395676083528242
201,2,12133,-0.0641487410669437,0.0975517986101754,0.511232457822655
202,2,12194,-0.0645415128931048,0.0979287516172042,0.510283056879329
203,2,12359,-0.0712217405257443,0.0976289219429347,0.466170616043913
204,2,13061,-0.0849296717694055,0.0975906639254254,0.384747378430341
205,2,14298,-0.0728409016777436,0.0979267820056542,0.457473996787438
206,2,15222,-0.0824772366039346,0.0988617573162252,0.404693976358941
207,2,17986,-0.0807704760111974,0.0971299272448743,0.406213024121568
208,2,19770,-0.065987064189063,0.0978342035934043,0.500448637152534
209,2,19836,-0.0665198851696887,0.0975640471445648,0.495807857356032
210,2,19851,-0.0554472734276246,0.0978696233818695,0.571385264952879
211,2,21595,-0.0635676147995869,0.0974509887587997,0.514629969688751
212,2,22385,-0.059965850224202,0.0975497715012846,0.539135306777579
213,2,23441,-0.0910109702626012,0.0984308124943394,0.355795904654691
214,2,24209,-0.0825695581207766,0.0976396098105578,0.398317313211015
215,2,24341,-0.0844474786924192,0.0978664859758956,0.388786800501703
216,2,26815,-0.0947981822012405,0.0977220727157719,0.332671056538561
217,2,28209,-0.109819223419478,0.0977104978869753,0.261808778696824
218,2,28695,-0.190795488318129,0.101756912512126,0.0616164138863443
219,2,35849,0.532220499737846,1.04801148845883,0.611883825662597
220,2,35850,-1.99438256310509,1.27780423958994,0.119469625317161
221,2,41245,-0.100450972475706,0.0973630199668837,0.302911582127333
222,2,43214,-0.0353989050666307,0.0990726942501146,0.721078996556887
223,2,47104,-0.132263052582396,0.0960706337848671,0.169469137036744
224,2,50915,-0.166455953276588,0.0968703630769148,0.0866119509081386
225,2,55834,-0.163771202728595,0.0964320127862973,0.0903309497714075
226,2,56422,-0.215081458943686,0.0963203854934128,0.0261766759163657
227,2,57715,-0.193355250842901,0.0961292202836388,0.0450418511296916
228,2,59046,-0.18658548753785,0.0966587679464905,0.0543639446185941
229,2,59191,-0.189923644185642,0.0960809478115368,0.048852958086368
230,2,59383,-0.184138750769481,0.0961408099525941,0.0562616749127057
231,2,59477,-0.195355658741778,0.0975405001289433,0.0459613241486749
232,2,59755,-0.391198451136574,0.219413479592151,0.0754572236013842
233,2,60471,-0.153602554249227,0.0964232606470675,0.112054488931436
234,2,60478,-0.152986721244991,0.0965368521722327,0.113918684458472
235,2,60786,-0.148184923150781,0.0963982409324182,0.125136242498003
236,2,61035,-0.17987141167612,0.0962383712345805,0.0624479761317379
237,2,61071,-0.144958539903575,0.0959649996017385,0.131801437941153
238,2,61675,-0.112115043443115,0.096367238653774,0.245447169893309
239,2,62776,-0.129260228532569,0.100541291419007,0.19941036098842
240,2,62939,-0.134842633200464,0.0961173480597871,0.161526796183679
241,2,63527,-0.16510939302022,0.0963467743140602,0.0874618682271218
242,2,63857,-0.205109572677844,0.0961514675197601,0.0335981787053067
243,2,65527,-0.199735215687292,0.0958625314317606,0.0379192948970267
244,2,67007,-0.266782987428456,0.105237283358111,0.011673882511991
245,2,67023,-0.56556658796587,0.217523515176182,0.00971320142023816
246,2,67024,-0.529304729623435,0.218591264969997,0.0159627812602803
247,2,67976,-0.189982050885211,0.0973154759580212,0.0517012885359011
248,2,69628,-0.153338031111422,0.0991248429156003,0.12277896922662
249,2,71825,-0.308140318604195,0.191628957977074,0.108728081914401
250,2,72389,-0.175487555572759,0.0967864007842465,0.0706590075459837
251,2,72392,-0.146986125849306,0.0975841316860966,0.132897243260636
252,2,73646,-0.125689333272808,0.0956565011592831,0.189711081760875
253,2,74564,-0.0795954703827182,0.0956080465988205,0.405679194627536
254,2,74739,-0.0832488396055312,0.0959142433309335,0.386010956854537
255,2,79931,0.0304831050156238,0.108211466338695,0.778339082346947
256,2,80748,0.0665836590556289,0.099795041491388,0.505077686407695
257,2,80873,0.0245640054488724,0.0962367315568952,0.798682038227529
258,2,81501,0.0101423618433922,0.0962280624152958,0.916118907187838
259,2,83526,-0.0217136694453944,0.0960733473800369,0.821323375980679
260,2,83845,-0.0279387744157653,0.0961601134884302,0.771570468220291
261,2,84412,0.210611340930941,0.242103504914563,0.384933778687781
262,2,84412,-0.0220257592147671,0.121357603826646,0.856083478046671
263,2,84447,0.0547400004673385,0.0973559012787692,0.574291050023308
264,2,87391,-0.0393245119556399,0.0957240666861761,0.681460290668093
265,2,87562,-0.0582546037056339,0.0959391561356855,0.544106152060306
266,2,87849,-0.030202827112315,0.0959666916526938,0.753158695711709
267,2,87878,-0.0244726545577878,0.096383792956691,0.79971415314333
268,2,88125,-0.137817067267274,0.106938371980056,0.198328186822699
269,2,89785,-0.0678037241026448,0.0963357664434333,0.482004447885598
270,2,93441,-0.023003599261785,0.0992736523910413,0.816890476686257
271,2,93588,-0.0819660631680212,0.102674591877704,0.425227858972108
272,2,93721,-0.0266867899752654,0.0961017318005473,0.78141050416698
273,2,93952,-0.0202745888955533,0.0958312351305113,0.832568072679752
274,2,95085,-0.0653779388338144,0.0959079616378371,0.495892259859946
275,2,103188,-0.0334780678555756,0.0982846415444674,0.73358958871105
276,2,107124,0.0339944315158924,0.0960017605724075,0.723473733807491
277,2,111645,0.0654974605953854,0.0960170348608058,0.495595137199957
278,2,111916,0.0703415014926387,0.0962339736335171,0.465299153711256
279,2,111931,0.0877774068908762,0.0963408228066708,0.362857412999925
280,2,111999,0.0760504826810884,0.0960223872883866,0.428888007348586
281,2,114528,0.056326274256985,0.0966142220968619,0.560264274160301
282,2,116024,0.0400514369585835,0.0968671052069264,0.679514913988963
283,2,119244,0.0994749243829809,0.105466036705248,0.346226793812704
284,2,119246,0.0885308524421905,0.106621216351958,0.406913130209914
285,2,119247,0.0412468101142112,0.107473457202896,0.701368104884831
286,2,120090,0.102874864455942,0.0963524397637319,0.286388456948823
287,2,120291,0.0931925146724498,0.0974854237766477,0.339744844117758
288,2,120726,0.103482753981963,0.0968911446504408,0.286236327695361
289,2,121716,0.0519486182736929,0.0968979063050941,0.592215324099314
290,2,123100,0.0534453979627458,0.0970293769846679,0.582107781516948
291,2,124677,0.033245572884044,0.0969211953133558,0.731790197647461
292,2,127636,0.0568810757359142,0.12256671013259,0.642874638265694
293,2,127887,-0.0834389377578282,0.0975008824329657,0.392702061444342
294,2,128935,-0.0790770131298957,0.0974188276441645,0.417498129307608
295,2,129053,-0.0689222991176954,0.0977377055550742,0.481165657505236
296,2,130040,-0.0828326741858323,0.0983046758303291,0.40001615888838
297,2,130976,-0.0842978326445669,0.0974987894787541,0.387843384611125
298,2,132199,-0.0899785198775458,0.097937317315012,0.358861108744819
299,2,133355,-0.154698516964017,0.0983736559917671,0.116716473992232
300,2,133435,-0.151567057968998,0.0986015005255416,0.12514803761833
301,2,133943,-0.0696549120564904,0.115766982925231,0.547772040122138
302,2,135183,-0.191268541288325,0.0984608658803074,0.0528613096608207
303,2,135402,-0.217970833755987,0.0982884819122119,0.0272139758212142
304,2,135898,-0.234563192709503,0.0987092989852337,0.0180199619765724
305,2,135912,-0.240433228709488,0.0987433877852146,0.0153893882338643
306,2,135925,-0.24223993757513,0.0982759892244794,0.0141807919356785
307,2,136002,-0.241433244284116,0.0982068177821747,0.0144347118465227
308,2,136173,-0.211064318010916,0.0991100562354025,0.0338964550880358
309,2,138209,-0.205226461191983,0.102087031229539,0.0451587621078778
310,2,138318,-0.244620650058182,0.101546740213369,0.0165102153030604
311,2,138695,-0.247721374636605,0.0997557505170942,0.0134815966561914
312,2,138818,-0.241795302863074,0.0996108732977884,0.0157071211978464
313,2,139728,-0.257175611743079,0.0993199252791591,0.0100131902826162
314,2,140174,-0.263613955077432,0.0992720953300326,0.00827883278462921
315,2,140863,-0.253049047781556,0.099309023057514,0.0112542820496984
316,2,141152,-0.269377889661504,0.099472505826551,0.00709715717494391
317,2,141292,-0.253838321809766,0.0988589314333296,0.0106491353997082
318,2,141545,-0.309089473347611,0.0989050491018078,0.00192462599024896
319,2,145823,-0.259521807497384,0.103165887182584,0.0123270346841715
320,2,145934,-0.456757516616882,0.169769823826971,0.00747474105777706
321,2,145980,-0.286710784707613,0.103932033656832,0.00610660807754197
322,2,146723,-0.230691114542067,0.0993270257750749,0.0207718825278386
323,2,147946,-0.269666952072807,0.0999748151408043,0.00732477016571043
324,2,150394,-0.31555493918989,0.108733989713363,0.00393965351353579
325,2,151274,0.0821328451765595,0.172295119539923,0.633871697352578
326,2,151397,-0.218145520030973,0.100584441391259,0.0307665994913461
327,2,153035,-0.206258885561756,0.0995466101422463,0.0389927454800859
328,2,153228,-0.153460961339166,0.100549700536925,0.127850543978494
329,2,153455,-0.200077431647447,0.101082932357348,0.0485543710125471
330,2,153732,-0.155244148315522,0.104762745979906,0.139268571776607
331,2,153815,-0.21032257498058,0.100631631544316,0.0373307687763994
332,2,154160,-0.180180771978891,0.0997314227229005,0.0716667412353287
333,2,154235,-0.166980169007377,0.100800895292331,0.098502144599688
334,2,155527,-0.21216619744013,0.109250213161007,0.0529297576650734
335,2,159870,-0.0712180617943132,0.0985632811662942,0.470427567034523
336,2,161229,-0.185629226979069,0.0996615768883596,0.0633496906157801
337,2,161451,-0.126820269458863,0.21434271625333,0.554449950168916
338,2,161451,-0.29054687367716,0.21458011090935,0.176594530782888
339,2,162696,-0.170114928714684,0.0993072820331208,0.0875877031120618
340,2,163284,-0.143962932773851,0.0980989797507543,0.143123056577666
341,2,164166,-0.0953354870250669,0.0991816820363477,0.337099149354395
342,2,165270,-0.00568539716108418,0.098475754703695,0.953993194011955
343,2,165675,-0.0309495460987161,0.100090121148899,0.757339052430439
344,2,166404,0.382637638517256,0.258639638812535,0.139918915113181
345,2,168012,-0.0554550534852778,0.120967459037148,0.646925989963853
346,2,168062,0.0114449160394321,0.0992022931969415,0.908217874663475
347,2,168518,0.0122117921334766,0.0986340014531157,0.901536850977139
348,2,168980,0.0087408841531329,0.0985882178974671,0.929401974951704
349,2,169651,-0.00660436716167578,0.0986355166171203,0.946653609151681
350,2,169902,-0.0683803740951472,0.164827547520233,0.678496328391319
351,2,169960,-0.0382997094555009,0.153554862584797,0.803180705875333
352,2,170725,-0.0273124329968431,0.0988010281590366,0.782372876603157
353,2,171254,-0.0865000275071535,0.0988644868340053,0.382204022101347
354,2,172242,-0.0900796850386301,0.0976841260750322,0.357078734097689
355,2,173254,-0.0518199985649507,0.0970130660560333,0.593570637583973
356,2,173340,-0.0449111389071148,0.0970110744105893,0.643686491017353
357,2,173385,-0.0366772667140594,0.0971102702216136,0.705890265502133
358,2,173973,-0.0254640753823043,0.0968623806638592,0.792789334595936
359,2,174714,0.0863861382091292,0.248342989351861,0.728160076571721
360,2,177341,-0.0494568138185481,0.0965058998788716,0.608639457488029
361,2,180314,-0.10468209999753,0.0964133279592514,0.278324413960053
362,2,180339,-0.0961919969933461,0.0966827075645207,0.320454473410225
363,2,182758,-0.0821721744422297,0.0963717617439653,0.394427010786553
364,2,183619,-0.058668622407177,0.0968004897005713,0.544852650078062
365,2,183913,-0.0280947847658378,0.0992925863600847,0.777381420399581
366,2,184146,-0.0733806861697204,0.0998935608225854,0.463077680467021
367,2,187176,-0.0811444411902857,0.0972822994291679,0.404781332803605
368,2,191066,-0.0415112830683946,0.0980811875769849,0.672382352337692
369,2,191124,-0.153533766251079,0.123682581204827,0.215299544256136
370,2,191128,0.133633607406546,0.113882416784513,0.241412569936277
371,2,191599,-0.100624385046199,0.0965983663961475,0.298273922485089
372,2,191762,-0.132607216507878,0.100328259043911,0.187112844559723
373,2,191763,-0.0997456070188624,0.096984693360753,0.304434148352497
374,2,191959,-0.0585966129131021,0.0968426896219046,0.545521204103879
375,2,192390,-0.120685001018647,0.0993592150578468,0.225317895385242
376,2,195759,-0.0542682919433303,0.0976821726121047,0.578863706936764
377,2,196912,-0.0560379645173967,0.096097915115008,0.560175422760645
378,2,197598,-0.0974376078865999,0.313943714057749,0.756465438256757
379,2,198110,-0.0275484071621153,0.0967092400233171,0.775919928162714
380,2,198283,-0.0355970421891395,0.0997445491855532,0.721393324632227
381,2,198805,-0.00831812026322484,0.0971359464555276,0.931806076746938
382,2,198891,-0.0648890453449033,0.096318419966786,0.500947380836242
383,2,199248,-0.0237451107630641,0.0965921637796149,0.805957830278113
384,2,201782,-0.0400731301882708,0.0964581444624187,0.678068003522857
385,2,203285,-0.0414184975371072,0.096082378515511,0.666678570212441
386,2,203783,-0.0309284302431285,0.0958865887024405,0.747225353134542
387,2,204179,-0.0425820097280085,0.0961060510803577,0.657984236668268
388,2,205406,0.0193211709150346,0.0971150258422743,0.842415297173147
389,2,205834,0.00250862231157284,0.0966552163998518,0.979308423726787
390,2,205965,0.0836889328907185,0.105520010655624,0.428246716207783
391,2,207192,0.062768108072405,0.0965071196140405,0.515857771508245
392,2,207561,0.0070265131528589,0.0961373718001144,0.941777279819174
393,2,208682,0.0307533218542911,0.0959624086568163,0.748799724710212
394,2,210102,0.0460534354688411,0.0961930080004967,0.632405259607908
395,2,212519,0.0163104518805017,0.204798318073851,0.936567491342283
396,2,214801,0.0202767671073593,0.0962136012937356,0.833205979757306
397,2,215016,0.064103542542975,0.0961042078907288,0.505194364597738
398,2,218876,-0.0226633095739981,0.0971514602548227,0.815680663019095
399,2,227511,-0.027612886612097,0.0978355870822794,0.777926691080222
400,2,230378,-0.0460378646373908,0.0965824842335459,0.633892854365962
401,2,231943,-0.0603361229559236,0.0968373245724037,0.533642947751438
402,2,232156,-0.0631705304399786,0.0967924633300832,0.514413858319899
403,2,232789,-0.0988461542770798,0.0963643857728246,0.30570993489071
404,2,238524,-0.0903545929668551,0.0965239802872242,0.349869674462145
405,2,241518,-0.0771369097506558,0.097396216047622,0.428897908712623
406,2,250396,-0.18851161507774,0.0962968731942599,0.0510634774938239
407,2,250466,-0.151559026892182,0.096447225689406,0.116981160124352
408,2,252305,-0.153838794699411,0.0966944616529856,0.112509555171765
409,2,254571,-0.151448883202415,0.0980727770347056,0.123423765929954
410,2,254742,-0.140183458732316,0.0980311003113847,0.153604463883631
411,2,254908,-0.139082026371522,0.0987886481243004,0.16004822598666
412,2,255033,-0.0460165295252473,0.116085090294213,0.692046939783296
413,2,255862,-0.0956625664765902,0.0983371314614273,0.331317794846813
414,2,255975,-0.130358647124442,0.0978677155446418,0.18372338792846
415,2,258311,-0.114988111952412,0.0962989798855079,0.233250779909984
416,2,259284,-0.110473521028051,0.0966394575545338,0.253750459968712
417,2,266330,-0.126543458903946,0.0970009185859661,0.192892798485109
418,2,267100,-0.120468923324248,0.0970157237796835,0.215154568451237
