SNP,Chr,Pos,Effect,SE,HNM1_TPO4_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
210,2,19851,-0.0649696294364316,0.0650763348290732,0.318788535416482
211,2,21595,-0.054370964697983,0.0648344355515241,0.402254325734466
212,2,22385,-0.0515752988401349,0.0649023702828738,0.42734540687665
213,2,23441,-0.0453418440339094,0.065546915749307,0.489551306323326
214,2,24209,-0.0692480984799991,0.06494674380914,0.287048854033373
215,2,24341,-0.0732971983301619,0.0650882980802952,0.260879958687043
216,2,26815,-0.0664735255849446,0.0650307964996806,0.307393196783859
217,2,28209,-0.0568679110825408,0.0650785349714188,0.38280211450281
218,2,28695,-0.0968744559571437,0.0678666133811015,0.154341612016329
219,2,35849,0.252360142157785,0.697644599896717,0.717768989733722
220,2,35850,-1.19333420198973,0.851023618626203,0.161724161817937
221,2,41245,-0.108457508474621,0.064641747409822,0.0942664571653353
222,2,43214,-0.0727255291748197,0.065837490911988,0.270075846795811
223,2,47104,-0.0996213194037435,0.0638929900028392,0.119847435750397
224,2,50915,-0.0690696405617391,0.0646380934052853,0.285998432936382
225,2,55834,-0.07524899786963,0.0643188077755385,0.242815331510993
226,2,56422,-0.0743448952905031,0.0644372155047787,0.249380321133579
227,2,57715,-0.0687601718407304,0.0642416237164196,0.285199040913874
228,2,59046,-0.0737984180965143,0.0645518971267728,0.253712999663633
229,2,59191,-0.0602961236908526,0.0642208690231868,0.348430855146936
230,2,59383,-0.0810279691056117,0.0641747751159206,0.207561377967988
231,2,59477,-0.0631716702865012,0.0652006581343897,0.3332679918629
232,2,59755,-0.0899533421931364,0.146611704622167,0.539909090132237
233,2,60471,-0.0496589831334698,0.0643518952968029,0.440821051681024
234,2,60478,-0.0503793352050493,0.0644238680863509,0.434739962640463
235,2,60786,-0.0397127852900158,0.0643389136379544,0.537471965446262
236,2,61035,-0.0492515537272449,0.0643155821464829,0.444319245531035
237,2,61071,-0.052231981670203,0.0640166433118794,0.415100372314842
238,2,61675,-0.0430380603731056,0.0642206107882357,0.503194202788358
239,2,62776,-0.0230716280011141,0.0670619436527795,0.731025117809112
240,2,62939,-0.0442076740742334,0.0641072068908287,0.490905259931247
241,2,63527,-0.0376280021673885,0.0643600196814725,0.559157426389556
242,2,63857,-0.0630745973382845,0.0643185979069923,0.327432657349992
243,2,65527,-0.0956805756466632,0.0639914958050947,0.135753669835378
244,2,67007,-0.0648601332741817,0.0705925300683799,0.358829667072234
245,2,67023,-0.30767925337476,0.145235264559291,0.0348318746027456
246,2,67024,-0.210657421582202,0.146260731977588,0.150672541022815
247,2,67976,-0.0976400323425903,0.0649107215025806,0.133418780801023
248,2,69628,-0.0913838258954738,0.0660182750559643,0.167165512872886
249,2,71825,-0.201341049091051,0.127558319574507,0.115364006132379
250,2,72389,-0.065850471114283,0.0646218713760627,0.308895079327578
251,2,72392,-0.0253291049784318,0.0651429586283892,0.697641230890606
252,2,73646,-0.0561101581685932,0.0637511519976658,0.379380405043708
253,2,74564,-0.0426902911842199,0.0636552108722687,0.502882820431418
254,2,74739,-0.0292386136485731,0.0638862354457417,0.647473355713752
255,2,79931,0.0968287528852414,0.0718451868609611,0.178605784659703
256,2,80748,0.0127728781982038,0.0664584167996792,0.84770112220856
257,2,80873,0.0235939622787174,0.0640453423640262,0.712799800606002
258,2,81501,0.0269770417901707,0.0640308832371333,0.673782976841608
259,2,83526,0.0148631181394968,0.0639427323981033,0.816327716885075
260,2,83845,0.0152246377196196,0.0640032705357748,0.812117754464942
261,2,84412,0.285401219112952,0.16059127167138,0.0763979550272003
262,2,84412,-0.0588028150558128,0.0807144123694207,0.466772654352669
263,2,84447,0.0296425714586394,0.0648064289412747,0.64766371459281
264,2,87391,0.0398360457270277,0.0636904765553178,0.532071271561467
265,2,87562,0.0502711229487098,0.0638309698425112,0.431478899184598
266,2,87849,0.0359151297140248,0.0638523664204034,0.574151898667736
267,2,87878,0.0425513822618262,0.0641154911423154,0.507336198471005
268,2,88125,0.107621039029698,0.0711112871221324,0.131068526996858
269,2,89785,0.0232813279656357,0.0641506627774256,0.716884538587388
270,2,93441,0.0402433912370647,0.0660433084917735,0.542685444328308
271,2,93588,0.037215393470802,0.0683695244050785,0.586559976804165
272,2,93721,0.0135677569495803,0.0639648008285338,0.832141406861034
273,2,93952,0.0186856398605344,0.0637781480069692,0.769710568989997
274,2,95085,-0.00290836471432381,0.0638747371346219,0.963708763768509
275,2,103188,-0.0238917943922237,0.0654131484495683,0.715147626676252
276,2,107124,-0.0169092722598241,0.063900363358815,0.79145715382758
277,2,111645,0.00500741846978336,0.0639470703663067,0.937629271526973
278,2,111916,0.0055569926911159,0.0640976766733437,0.930962552628918
279,2,111931,0.0258397492256116,0.0641816382824107,0.687483664995071
280,2,111999,0.0196939122230727,0.063957250889125,0.758322488064792
281,2,114528,0.0170067358241143,0.0643275682796154,0.791643644373523
282,2,116024,-0.00198140754161047,0.0644868198161092,0.975505599422877
283,2,119244,0.0571389414690612,0.070217005366872,0.416337935798002
284,2,119246,0.0781998076787744,0.0709105056511346,0.270867114319893
285,2,119247,0.079306556705971,0.0714208020348231,0.267577086763686
286,2,120090,0.0391405715455581,0.0641984260655087,0.542465261553296
287,2,120291,0.0459573357025995,0.0649206944714446,0.479474721144262
288,2,120726,0.0538095057425286,0.064527878766533,0.404903808951221
289,2,121716,0.0514598306023919,0.0644598836358542,0.425219611398416
290,2,123100,0.0486041976342723,0.0645552325039794,0.452006576504957
291,2,124677,0.0102653167684763,0.0645157331229857,0.873670536420255
292,2,127636,-0.0059056574701335,0.0816003148882586,0.942346080132386
293,2,127887,0.0236756911561784,0.0649481730620079,0.715679012440305
294,2,128935,0.0253414292168913,0.0648849698541621,0.696358591467994
295,2,129053,0.0213173857468877,0.0650866509068139,0.743466378110907
296,2,130040,0.00908205284555907,0.0654920735798292,0.889786779098184
297,2,130976,0.0292774038286412,0.0649417036893788,0.652391803242796
298,2,132199,-0.0044122128324382,0.0652610542627761,0.946135433838976
299,2,133355,0.00329220761923377,0.0657027085628814,0.960064952050414
300,2,133435,0.0200474514002204,0.0658362758014374,0.760922894792918
301,2,133943,0.0390852597890436,0.0770618078206121,0.612335647473301
302,2,135183,-0.0114676581014881,0.0658785629373216,0.861908126850557
303,2,135402,-0.00379433673241247,0.0658711288302333,0.954097910212527
304,2,135898,-0.0175625305912313,0.0662141813772465,0.790980785982628
305,2,135912,-0.0177658019277729,0.066262946287129,0.788770745629834
306,2,135925,-0.0128716516572276,0.065965938252802,0.845406781654037
307,2,136002,-0.000139542466387699,0.0659201349172834,0.99831220199242
308,2,136173,-0.0196461963308552,0.0663782746485274,0.767424515893218
309,2,138209,-0.032125374503037,0.068311929749572,0.638449162393847
310,2,138318,-0.0107361338146961,0.0681367618366932,0.8748877668881
311,2,138695,-0.0255972671528069,0.0669574342463315,0.702475111971861
312,2,138818,-0.0165065226444738,0.0668427048577915,0.805093753053762
313,2,139728,-0.0108389514906098,0.0667261408573564,0.87105282292997
314,2,140174,-0.0308900271754469,0.0667083771946831,0.643606209024745
315,2,140863,-0.0313830945443476,0.0666807258840282,0.63818339855376
316,2,141152,-0.0405530305375437,0.0668547010230539,0.544516540064057
317,2,141292,-0.0370805527961018,0.0663792554916786,0.576777587403316
318,2,141545,-0.0614463606788938,0.06665189383745,0.357210539476468
319,2,145823,-0.00463376663650639,0.0692758245514328,0.946708213675438
320,2,145934,-0.138618464131754,0.113906682558919,0.224437132079044
321,2,145980,-0.0132123047959225,0.0699115798120086,0.850212453723686
322,2,146723,-0.0254442111322597,0.0665979517466259,0.702649012111549
323,2,147946,-0.0190798298749166,0.067214234347317,0.776679564423936
324,2,150394,-0.00572380779039605,0.0732270661408547,0.937740936512565
325,2,151274,0.149734351693644,0.114433222436145,0.191559568259487
326,2,151397,-0.00757514358468603,0.0673887536405877,0.910562529496721
327,2,153035,-0.0371624003950377,0.0666269965478625,0.577356420950175
328,2,153228,-0.052461403199501,0.0670846533980349,0.434728245769227
329,2,153455,-0.0297000246058035,0.0676310384789116,0.660823100603831
330,2,153732,-0.0418513872456416,0.0699074124781401,0.549777720710251
331,2,153815,-0.0428510155586712,0.0673513544622973,0.525038210468708
332,2,154160,-0.0346663025981329,0.0666583279278331,0.60334802695803
333,2,154235,-0.0412828441554411,0.0673138960508896,0.540080487139108
334,2,155527,-0.0402334765525356,0.0730690805176876,0.582240792677998
335,2,159870,-0.0334661751571617,0.0656245358273345,0.610395116266227
336,2,161229,-0.0278641111687177,0.0666398493152171,0.676106414457551
337,2,161451,0.0809651879359006,0.142664531833266,0.570720676544689
338,2,161451,-0.00994919091250068,0.143186298170373,0.944643522219606
339,2,162696,0.010982538192073,0.0663669677624192,0.868659350287797
340,2,163284,0.0145486424468577,0.0654854765871017,0.824313185615293
341,2,164166,0.0608472634108876,0.0660187428659361,0.357332033350308
342,2,165270,0.034482851559502,0.0655165637801613,0.598994572860807
343,2,165675,0.0194277999181605,0.0666174177673971,0.770738971697447
344,2,166404,-0.198138893251202,0.172351832650331,0.251079222295711
345,2,168012,-0.00435056224473218,0.0805352636072979,0.95694932102378
346,2,168062,0.0448671499212658,0.0659835600896176,0.496966176420556
347,2,168518,0.0320157712780027,0.0656265857286418,0.625960662620641
348,2,168980,0.0497920584007673,0.0655639990200612,0.448095006420685
349,2,169651,0.041463090857351,0.0656116014409185,0.527830201845437
350,2,169902,0.0917194158687913,0.109621443086626,0.403331600140966
351,2,169960,-0.0260636548733668,0.102200240218519,0.798852013048585
352,2,170725,0.00629390916874983,0.0657647108958568,0.923810413516744
353,2,171254,0.00021417560361725,0.0658719901897989,0.997407606432765
354,2,172242,0.0247335194998545,0.0650800259582532,0.704138505489274
355,2,173254,0.0604157969834964,0.0645144435988472,0.349671825322815
356,2,173340,0.0588575018245353,0.0645106978270106,0.362197649738525
357,2,173385,0.0589891172471627,0.0645699088648178,0.361566500463135
358,2,173973,0.0695768857053308,0.064368024575478,0.280469223939799
359,2,174714,0.0662661496525444,0.165278949714084,0.688710398498971
360,2,177341,0.0497689434261915,0.0642001553017844,0.438731431228239
361,2,180314,0.0406215451265975,0.0642399662984687,0.527573625111277
362,2,180339,0.043649958297488,0.0643968326470088,0.498324967891867
363,2,182758,-0.00530143217068746,0.0642070113347028,0.93424199794519
364,2,183619,0.017882639170967,0.0644534446911793,0.781596637103207
365,2,183913,0.0205110099068313,0.0660840873977489,0.756457117124683
366,2,184146,0.0184949969224663,0.066529113099813,0.781176226683272
367,2,187176,-0.0713415259722751,0.0647000832880998,0.270930501390152
368,2,191066,-0.0005146189191646,0.0652959013027493,0.993716121106625
369,2,191124,-0.0488018780520219,0.0824572998372931,0.554333743285626
370,2,191128,0.0346122455397349,0.0759214198906658,0.648745340246171
371,2,191599,-0.0162574991642224,0.0643853581475621,0.800799221665059
372,2,191762,-0.0194198125525058,0.0669319656900903,0.771877532289669
373,2,191763,-0.0128670228790497,0.0646425685898593,0.842339203705393
374,2,191959,-0.0180108958803354,0.0644813366278508,0.780163207883584
375,2,192390,-0.0227458066775102,0.0662569448404576,0.731579441204746
376,2,195759,0.0504472391994344,0.0649867478526123,0.43810959719629
377,2,196912,0.0258323950880554,0.0639753767572539,0.686614202369948
378,2,197598,0.308795620387732,0.208330960038114,0.139169690033957
379,2,198110,-0.00331641783755243,0.0643733824711109,0.958941528549449
380,2,198283,0.0227811205184884,0.066387323988525,0.731686370502293
381,2,198805,0.0227732057340305,0.064639535718647,0.724815442024797
382,2,198891,0.00291772877121446,0.0641471213736777,0.963746488376477
383,2,199248,-0.00530898658540524,0.0642931869152849,0.934236571288118
384,2,201782,0.0294391667363184,0.0641956800155739,0.646814520211119
385,2,203285,0.01080056908025,0.0639632566974945,0.866006751697444
386,2,203783,0.00212416794255599,0.0638280033811949,0.97347046168859
387,2,204179,0.000364984420111458,0.0639825468197897,0.995451764652428
388,2,205406,0.026050137958703,0.0646250554433733,0.687121216103443
389,2,205834,0.0191080712724586,0.0643222924407214,0.766589600694722
390,2,205965,0.090313340224527,0.0701283579357795,0.198649058297069
391,2,207192,0.00668253240303252,0.0642691932432529,0.917246470679843
392,2,207561,0.000246077110469312,0.0639860946407666,0.9969336831553
393,2,208682,-0.002004791752865,0.0638783639302706,0.974980623784762
394,2,210102,-0.00097166227297335,0.0640434028226669,0.987903583810927
395,2,212519,0.0610718875642124,0.136268930375426,0.654304178906702
396,2,214801,-0.0333796994492522,0.0640157274151125,0.602394464929267
397,2,215016,-0.0369059149548124,0.0639736861566449,0.564380038961478
398,2,218876,-0.0837399994495952,0.0645117550420271,0.195114886485309
399,2,227511,-0.155547842800567,0.0645948422762981,0.0165499728248292
400,2,230378,-0.137821531857296,0.063882768005531,0.0316477715645711
401,2,231943,-0.143800097846679,0.0640311004250011,0.0253358903611558
402,2,232156,-0.134597455318364,0.0640611504035039,0.0363427613799496
403,2,232789,-0.14623134253119,0.0637589289593686,0.0224060958198127
404,2,238524,-0.132961766256182,0.0639321245913509,0.0382712158005751
405,2,241518,-0.12172140122816,0.0645567573870991,0.060184107678727
406,2,250396,-0.119712036182402,0.0641229436744483,0.0627423325270039
407,2,250466,-0.12688118325986,0.0640609981644336,0.0484085975604766
408,2,252305,-0.105954294003909,0.0643400432299975,0.100491904556406
409,2,254571,-0.0752949589709716,0.0653711323090436,0.250179680222876
410,2,254742,-0.0714863509611847,0.0653240032957395,0.274554176809613
411,2,254908,-0.0752404606795956,0.06581281692916,0.253709809313854
412,2,255033,0.0439094209684117,0.0772439509755464,0.570090030790376
413,2,255862,-0.0698540600089304,0.0654318201551646,0.286437098165495
414,2,255975,-0.0551690886281202,0.0652347008010487,0.398292128271711
415,2,258311,-0.0222971051176849,0.0642115164574448,0.728614467786239
416,2,259284,-0.0386732687609393,0.0644058434469799,0.548583607899785
