SNP,Chr,Pos,Effect,SE,TPO1_TPO2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
104,1,139686,-0.0241281673631062,0.0604374592585739,0.689968562620051
105,1,149562,-0.015397000293031,0.0605834686791069,0.799531325545545
106,1,150447,-0.0101338640391189,0.0612587054963507,0.868702341835181
107,1,151446,-0.0652064302474891,0.123022120393053,0.596418633007046
108,1,154084,0.0012129610830085,0.0614503109141027,0.984262817207737
109,1,156633,0.0158501621120655,0.0622871074462228,0.799281123064583
110,1,157269,0.00983458581788565,0.0603327977531263,0.870607276411681
111,1,160054,-0.00477049633880938,0.0609077712660964,0.93761527842223
112,1,166222,0.00122341592404007,0.0604577719827567,0.983866642572585
113,1,166416,0.00720077774277456,0.0603338511035189,0.9050668489022
114,1,167326,0.00592417578143062,0.0606771056881069,0.922277980772439
115,1,168836,0.0398710163518421,0.0603530780911016,0.50928090282247
116,1,171200,0.0624525282687293,0.0603894015309775,0.301767587355776
117,1,171431,0.0594851144892311,0.060775988250179,0.328368802781817
118,1,173339,0.0304229155587391,0.0603634098839841,0.614578607635751
119,1,173845,0.040482958182035,0.0602965818716339,0.502406618085047
120,1,175121,0.0639016794384361,0.0601193106316152,0.288547375353898
121,1,175281,0.0532936351572587,0.0601998326927171,0.376608912014648
122,1,175315,0.0515492369073033,0.0601851445177958,0.392296255267404
123,1,175523,0.0531114365532916,0.0605230307574647,0.380789749386113
124,1,175541,0.0525684630214654,0.0602768327505668,0.38373722953262
125,1,175653,0.0555861521870735,0.0604603329520386,0.358523514566369
126,1,175805,-0.000539371629456456,0.0639563991498794,0.993275942475391
127,1,175818,0.0176191068155212,0.0624800430354755,0.778112018709598
128,1,175856,0.0554994666946523,0.061461051982564,0.367140485134482
129,1,175876,0.0641420187775087,0.0604927541404454,0.289721416134604
130,1,175989,0.0618044464128158,0.0606727723039828,0.309065796591718
131,1,176001,0.0532238824202994,0.0610127635652236,0.383615805098503
132,1,176451,0.0524472622479319,0.0617496187888961,0.396260196384435
133,1,177692,0.039483744413814,0.0602109883300235,0.512407995182305
134,1,178191,0.04700742216315,0.0602555507218859,0.435834599649025
135,1,178224,0.039483744413814,0.0602109883300235,0.512407995182305
136,1,178960,0.0224967223308777,0.0607170342260057,0.711219185461684
137,1,179139,0.0390823982808293,0.120344807225002,0.745560003358401
138,1,179139,-0.0721502786968968,0.242383506045914,0.766130211928111
139,1,180955,0.0453045294660643,0.0696999232301596,0.516118885817704
140,1,183802,0.0388486642947628,0.0602197495004135,0.519271709262981
141,1,183954,0.0196611417001875,0.0606848909677807,0.74613942954841
142,1,184450,0.0420274438757335,0.0601209013530843,0.48498185975711
143,1,184641,0.0539450900128977,0.0618466637566483,0.383670731115912
144,1,184718,0.0644805306076862,0.0604069148806557,0.286504347067985
145,1,185296,0.0646740130313473,0.0601492340956758,0.283007971672764
146,1,185438,0.0583349350405761,0.0601704419939127,0.332962129381773
147,1,185469,0.0574473513815218,0.0602599267205265,0.341077280221607
148,1,185503,0.0566879350278418,0.0601057106007891,0.346255730424432
149,1,185705,0.0475996465720943,0.0608012425039393,0.434226617243636
150,1,185749,0.0394193094532476,0.0608178234268994,0.517306779757644
151,1,185806,0.0676000448839676,0.0608289427455992,0.26718963055262
152,1,185879,0.0586561685893482,0.0611500633760786,0.338106057615446
153,1,185916,0.0550979463955498,0.061131558275319,0.368042714703421
154,1,185941,0.0460917660041825,0.0614194880027035,0.453488427271205
155,1,185954,0.0544868229125159,0.0615797267444154,0.376857325525823
156,1,186055,0.0471286980279915,0.0603655134950436,0.435489111349377
157,1,186896,0.046260319392474,0.0613587532310519,0.451392732927688
158,1,187697,0.0834085091641459,0.125157558043449,0.505572838150457
159,1,189392,0.19188614012076,0.125477916563812,0.127099958136733
160,1,189416,0.190338925013252,0.121356294589711,0.117676604597203
161,1,190132,0.00405708854988168,0.0604938616604343,0.946567034664016
162,1,190148,0.00544409127162859,0.0605117980398655,0.928364117291165
163,1,190165,0.00580461493885592,0.0609767014479096,0.924214765410931
164,1,190169,0.00542880508271504,0.0609007585947273,0.929019746604528
165,1,190933,-0.00522165026525129,0.0604069311376604,0.931164671413747
166,1,192149,-0.0114746869963135,0.0608983816620879,0.850652943266435
167,1,192302,0.00798944649657862,0.0804117967746704,0.920911501918886
168,1,192303,-0.0150537595804954,0.0725992509055925,0.835852813747737
169,1,192305,-0.00948369807854643,0.0754463640180326,0.900040015602491
170,1,192315,-0.0377129615859149,0.0855655965127819,0.659664423329954
171,1,192795,-0.0533053159305149,0.0602264230689218,0.376714949790565
172,1,194020,-0.0496478627644917,0.0634519333236736,0.434475660433269
173,1,194187,-0.0394706972219514,0.0603065837990921,0.513215520810067
174,1,194867,-0.0197269408165553,0.0603011846928387,0.743755762511186
175,1,197325,-0.0227972801939817,0.0617700714212125,0.712299231816383
176,1,197392,-0.0559040781862801,0.0625053464848078,0.371723332388441
177,1,198857,-0.312739696884465,0.288708548929954,0.279442714183461
178,1,206666,0.00918002156327491,0.0678265843200758,0.892415871960514
179,1,206675,0.0926545296484838,0.0881687568566639,0.294033899862592
180,1,223051,0.0104564903072195,0.0698891615175356,0.88115355221281
181,1,223059,-0.0256551430879233,0.0725618051444173,0.723877742852382
182,2,7366,0.156600146699932,0.0870741249044326,0.0729568512771
183,2,8180,-0.0749431799417621,0.12036480563177,0.533927285441421
184,2,8187,-0.097035900686171,0.12512972615627,0.438573854831639
185,2,8250,-0.0490439208423634,0.123355787273113,0.691179353571889
186,2,8253,-0.0500448980965889,0.123354648370379,0.685209326350016
187,2,8285,0.0704484012068805,0.0667877104408794,0.292233252059034
188,2,8302,0.013752424623272,0.0626117260300082,0.826273702444711
189,2,8306,0.013752424623272,0.0626117260300082,0.826273702444711
190,2,8314,0.00499399197605027,0.0613308981093073,0.935148512970261
191,2,8317,0.00823964090676188,0.0627286729819493,0.895570373073809
192,2,8328,0.012216863814565,0.0624461757457567,0.845005843093974
193,2,8331,0.0065620364764023,0.0623311787217367,0.916215846195864
194,2,8498,0.0146346123770524,0.0612366983359583,0.811256406497929
195,2,8651,0.0184192701563429,0.0612911527970097,0.763956795657484
196,2,9418,0.0510180163651341,0.155875693857456,0.743635476084537
197,2,9812,0.00469885317394425,0.061662711564946,0.939301157784923
198,2,9932,0.00439380085980456,0.0614197404289253,0.943010671845548
199,2,10135,0.0152205014915054,0.0611796051714103,0.803672616022944
200,2,11616,-0.0225234670668499,0.0611082681915665,0.712659538427454
201,2,12133,0.00689726240791555,0.0613619072007985,0.910567767923141
202,2,12194,0.0113370214895405,0.0615973343870274,0.854079502637273
203,2,12359,0.00589055973235819,0.0614193854377728,0.923648718943046
204,2,13061,-0.0113495584032344,0.061412694713985,0.853485748240199
205,2,14298,0.00521811023459184,0.0616087867052608,0.932549897200557
206,2,15222,-0.0326501154462626,0.0621859166712904,0.599884735747302
207,2,17986,-0.0133264582130603,0.0611159101220345,0.827514441199335
208,2,19770,-0.0222594297278258,0.0615312006696162,0.717749013923588
209,2,19836,-0.0195090836772405,0.0613647419905514,0.75073354635906
210,2,19851,-0.0151656120590551,0.0615479265894455,0.805513274407911
211,2,21595,-0.0179748992052301,0.0612915265415916,0.769488946157344
212,2,22385,-0.00309153817879804,0.0613567749782922,0.959843086393306
213,2,23441,0.00516948269836792,0.0619523170933608,0.933546654200304
214,2,24209,-0.0185044770256004,0.0614349067075271,0.763435819593214
215,2,24341,0.00517149690262619,0.0615875171826929,0.93312797191219
216,2,26815,-0.0175083686201052,0.0615072697222308,0.77607517865331
217,2,28209,-0.0652482345682844,0.0614369528586428,0.288945530456407
218,2,28695,-0.0324723079640867,0.064263499989054,0.613663902052093
219,2,35849,-0.455233833430402,0.658622325180294,0.489899796797625
220,2,35850,0.871645061578312,0.804716091383902,0.279471870236729
221,2,41245,0.0231422785643526,0.0612866162650608,0.705949215947831
222,2,43214,0.0242302221594045,0.06227946903933,0.69746904948598
223,2,47104,0.025254621044835,0.0605413302142806,0.676824621369416
224,2,50915,0.0822084439461087,0.0609944919756031,0.178586682605023
225,2,55834,0.0635733203836868,0.0607745419116856,0.296252849926267
226,2,56422,0.0658099716425007,0.0608767983878739,0.28041936360387
227,2,57715,0.0779542364065893,0.0606346856510258,0.199412290366468
228,2,59046,0.0775004285423415,0.0609444909896773,0.204332544634703
229,2,59191,0.0797561155950753,0.0605856484728815,0.188887448025614
230,2,59383,0.0788595408096378,0.0606065056363816,0.19404792350605
231,2,59477,0.0740593272694326,0.0615396486370013,0.22961220347293
232,2,59755,0.171949781994555,0.138250271465778,0.214414215082013
233,2,60471,0.0482733219074145,0.0607792120640032,0.427588949335628
234,2,60478,0.0536271771653738,0.0608359915770523,0.378644837087184
235,2,60786,0.0306429552837901,0.0607808940952287,0.614467395739215
236,2,61035,0.0336930141439572,0.0607719340150492,0.57964433218721
237,2,61071,0.0317349987027832,0.060499007158231,0.600222484185672
238,2,61675,0.0384833121482062,0.0606622512816186,0.526239531048509
239,2,62776,0.0730255560641296,0.0632332456386267,0.248928858363719
240,2,62939,0.0469209438807139,0.060540417093554,0.438837812284764
241,2,63527,0.0376214810645827,0.0607863750057764,0.53637282841899
242,2,63857,0.00517868546186595,0.0608328702284121,0.932206520340653
243,2,65527,0.0178826032571412,0.0606254649377437,0.768191335259878
244,2,67007,0.0711550814028285,0.0666488766272165,0.286425538773485
245,2,67023,-0.0425220203255439,0.138029687578027,0.758215095964496
246,2,67024,-0.050781047676197,0.138526498742269,0.714151933091641
247,2,67976,0.0351371901593607,0.0614778178927721,0.567995638429879
248,2,69628,-0.00502369724549079,0.0625246251965659,0.936006413623915
249,2,71825,-0.0345933721463556,0.120892972068727,0.77493205334143
250,2,72389,0.00666556269984553,0.0611259269537637,0.913227642621487
251,2,72392,0.0266192126790206,0.0615262949691168,0.66553489786889
252,2,73646,0.0296843812130644,0.0602601544120872,0.622598808274502
253,2,74564,0.0158331482453828,0.060156598253019,0.792550865564303
254,2,74739,0.0392192356216111,0.0603242136780688,0.516024121628436
255,2,79931,0.088292845099588,0.0678717544119724,0.194148878884967
256,2,80748,0.035704156033637,0.062746433533914,0.569702475445079
257,2,80873,0.0383460346302264,0.0604698947512065,0.526403887048146
258,2,81501,0.0612678824655663,0.0604062916010642,0.31115182672578
259,2,83526,0.0449705022754224,0.0603529600007026,0.45669193877893
260,2,83845,0.0505519253498655,0.0603979061266045,0.403169274670489
261,2,84412,0.235269031629162,0.151844771573194,0.122180459564322
262,2,84412,-0.000678278294199641,0.0762944079687177,0.992911702076454
263,2,84447,0.0734719661480033,0.0611047026669787,0.230016591030987
264,2,87391,0.0883525370087517,0.060006865407578,0.141810967089486
265,2,87562,0.0781305713922471,0.0601997058718816,0.195184101558226
266,2,87849,0.0764345641600005,0.0602001454266513,0.205037119302827
267,2,87878,0.087726005426483,0.0604165710854995,0.147384540094132
268,2,88125,0.0479791623380545,0.0673358382840522,0.476604055432262
269,2,89785,0.051637974044487,0.0605411278714865,0.394270709670812
270,2,93441,0.00630977131453772,0.062411732865413,0.919529173713018
271,2,93588,-0.0427733341553138,0.0645639874178981,0.508086189317534
272,2,93721,-0.0119161697180163,0.0604171476132223,0.843759829777282
273,2,93952,0.00736672899977197,0.0602463751135544,0.902749451421918
274,2,95085,-0.0478034734551002,0.0602780620420535,0.428281810818926
275,2,103188,-0.026280837435779,0.0617804734942206,0.670811112635234
276,2,107124,-0.0182272221566254,0.0603539527399593,0.762825765702525
277,2,111645,-0.0603761547495474,0.0603148591478711,0.31750462647117
278,2,111916,-0.0579709825271999,0.0604641010738222,0.338332359186193
279,2,111931,-0.0547630839843413,0.0605652556021401,0.366506191060161
280,2,111999,-0.0595051897356784,0.0603345385430008,0.324683916244777
281,2,114528,-0.0327356615278431,0.0607403012966081,0.590264756621729
282,2,116024,-0.0437298675630553,0.0608652840485873,0.472942941743593
283,2,119244,-0.0384581418441401,0.0663526281344123,0.562552496751669
284,2,119246,-0.0368279606875057,0.0670636837665892,0.583250339428128
285,2,119247,0.00268529606674694,0.0675765998592541,0.968325211662997
286,2,120090,0.0191756118070678,0.060660624258422,0.752103570851054
287,2,120291,-0.00784423286168012,0.0613615849644746,0.898351382357655
288,2,120726,0.0206812445694782,0.0609985412145264,0.734777501580969
289,2,121716,-0.0194859948317105,0.0609303569820253,0.749303335805051
290,2,123100,0.0176872218022325,0.0610159832813898,0.772079385836919
291,2,124677,-0.00757920630034958,0.0609378479964244,0.901088361827062
292,2,127636,-0.0185766939368581,0.077068115152112,0.809662091350115
293,2,127887,0.00873551973081066,0.0613552339846832,0.886864156043765
294,2,128935,0.00498955319650851,0.0612984175058982,0.935171770187117
295,2,129053,-0.0117894625928519,0.0614823847583423,0.848045547337105
296,2,130040,-0.00450141427673389,0.0618604011728717,0.94203250661249
297,2,130976,-0.0115005667545083,0.0613539422370828,0.851418452360642
298,2,132199,-0.0219210885682202,0.0616303317996306,0.722287670566798
299,2,133355,0.0117929193642941,0.0620551774916927,0.849387607723048
300,2,133435,-0.0125552119056198,0.0621888655539983,0.840120247955728
301,2,133943,0.0536850106948513,0.0727575632359517,0.461088779536778
302,2,135183,0.0023687121931637,0.0622267735731276,0.969656733559394
303,2,135402,0.00449095324980542,0.0622170422185167,0.942497914540335
304,2,135898,-0.0184165043470284,0.0625397827658069,0.768566812333217
305,2,135912,-0.011933660010899,0.0625904414704697,0.848899499552379
306,2,135925,-0.0224805477064525,0.0622986300900498,0.7184263861579
307,2,136002,-0.0258378274858175,0.0622483081327733,0.678337856284425
308,2,136173,-0.00473648893766621,0.0627034951014699,0.939829552130646
309,2,138209,0.0194745016152638,0.0645345022259052,0.763005990446635
310,2,138318,0.00726416340058744,0.064358267484179,0.910197216968999
311,2,138695,-0.000876606851015538,0.0632563294573716,0.988951090385604
312,2,138818,-0.000743302151614778,0.0631403317382467,0.990613991156952
313,2,139728,0.0157833633019213,0.0630215496565439,0.802389774229845
314,2,140174,0.00905003308681462,0.0630253076776064,0.885903301504614
315,2,140863,0.0168181566555199,0.0629952951763634,0.789644456441575
316,2,141152,0.00741278119498667,0.0631778909951143,0.90666378595975
317,2,141292,-0.00599720691770478,0.0627240433458568,0.923882536421819
318,2,141545,0.0157366580279179,0.0630248397704022,0.802972501826509
319,2,145823,0.0125344721343437,0.0654300572890927,0.848188755647902
320,2,145934,-0.0571838177352402,0.107770675659377,0.596025151856913
321,2,145980,-0.00363535026066009,0.0660365901735089,0.956129339518621
322,2,146723,-0.00469774140697465,0.0629162218331756,0.940522263876202
323,2,147946,-0.0155047603343534,0.0634876939070544,0.807204812068247
324,2,150394,-0.0439068435051095,0.0691262150723398,0.525729556408509
325,2,151274,-0.134164493523173,0.108111758796465,0.215437336035701
326,2,151397,0.00655663010721086,0.0636508325786206,0.918014053306663
327,2,153035,0.0321970193023318,0.0629355466695664,0.609259817232753
328,2,153228,0.0384754417058419,0.0633852093500385,0.544234646310869
329,2,153455,0.0293445262757981,0.0638778508182169,0.646240487647757
330,2,153732,0.0219088163103707,0.0660528165492949,0.740322959810703
331,2,153815,0.0399735000267862,0.0636162219627371,0.530178470548896
332,2,154160,0.00165060015055341,0.0629847953374798,0.979107577631793
333,2,154235,0.0109367673975682,0.0636111447894197,0.863589807518836
334,2,155527,0.0511843883607026,0.0689917513228934,0.458646443464152
335,2,159870,-0.0162690433135357,0.0620010766962353,0.793166624012096
336,2,161229,0.0754220421978813,0.062830764978193,0.230789012716753
337,2,161451,0.100488680515232,0.134706147465102,0.456173330590917
338,2,161451,0.214044378746217,0.134763894537371,0.113115630615215
339,2,162696,0.0852616058237416,0.0625235041912772,0.173539519077372
340,2,163284,0.0828643719315891,0.0616998411606419,0.180127032247224
341,2,164166,0.102093973853534,0.0621946903738692,0.101579615758751
342,2,165270,0.0927405112966122,0.061709486884655,0.133770073272426
343,2,165675,0.0865870450257302,0.0627607026939163,0.168571441055537
344,2,166404,0.0286627537741122,0.163088673609944,0.86059151404772
345,2,168012,0.0449581451107735,0.0760305820765705,0.554686764756865
346,2,168062,0.122492509566971,0.062022486337139,0.0490504332680876
347,2,168518,0.123411956648906,0.0616582305497826,0.0460982214962435
348,2,168980,0.128209663892521,0.0616008742154546,0.0381271021107368
349,2,169651,0.130324591829305,0.0616179242548641,0.0351264833517295
350,2,169902,0.19725794690415,0.103110138535992,0.0565465843084323
351,2,169960,-0.0522498319955123,0.0964999466821546,0.588539463726383
352,2,170725,0.0941850666818824,0.0619148930504464,0.129104344288937
353,2,171254,0.0900187920349694,0.0620332708047364,0.147629702056775
354,2,172242,0.117319222215478,0.0611646523562583,0.0559062588955008
355,2,173254,0.102513312244927,0.0607669615558465,0.0924885186325894
356,2,173340,0.102420392901674,0.0607599922820026,0.0927459148129941
357,2,173385,0.114924298781326,0.0607530715591645,0.0593542991817864
358,2,173973,0.11158204533308,0.0606077367091516,0.0664528085529059
359,2,174714,-0.0308833788228324,0.156137693699525,0.843318689021809
360,2,177341,0.115616549870141,0.0603777433368322,0.0563148796072417
361,2,180314,0.0886662067499204,0.0605271864475776,0.143838559350918
362,2,180339,0.100754477323247,0.0606275589363833,0.0974287086749974
363,2,182758,0.0385619789765546,0.0606112463920784,0.525046493717118
364,2,183619,0.0621304032489601,0.0607949321704649,0.307496460236363
365,2,183913,0.0576518077473737,0.0623514118216179,0.355791519698863
366,2,184146,0.039355913529463,0.0628106537520944,0.531339420998477
367,2,187176,0.027921776394745,0.0611982323550692,0.648489815958278
368,2,191066,0.0661169503435174,0.0615734165866455,0.283650045240682
369,2,191124,-0.11673013983909,0.0776738839950584,0.133778609758734
370,2,191128,0.103412424444409,0.0715196285420456,0.149083890909608
371,2,191599,0.0205215017532502,0.0608095382405199,0.735961877597262
372,2,191762,0.0467716547801879,0.0631777119547186,0.45959861681706
373,2,191763,0.0551859938522031,0.060989536185844,0.366165358768238
374,2,191959,0.0235267069924365,0.0608983670953459,0.699486971678379
375,2,192390,0.0388899122141165,0.0625578345085862,0.534564531736808
376,2,195759,-0.0273411360028116,0.0614170167230971,0.656468321041051
377,2,196912,-0.0552808417431743,0.060368909491827,0.36044042367318
378,2,197598,0.211700424963539,0.197064221159769,0.2834348935602
379,2,198110,-0.0854114804201496,0.0606325906764667,0.159812133184747
380,2,198283,-0.080820694938677,0.0625675286403497,0.197293872809458
381,2,198805,-0.0799154093417247,0.0609163481834844,0.190410523293808
382,2,198891,-0.0792560078509599,0.0604419853862298,0.190617472983909
383,2,199248,-0.0997627746028714,0.0604947989362986,0.100014023184302
384,2,201782,-0.0862602999580074,0.0604787410492745,0.154668063646629
385,2,203285,-0.0710212270271598,0.0602992399145774,0.239664610819161
386,2,203783,-0.0624000943160875,0.0601959596641592,0.300624430410125
387,2,204179,-0.0474244415668046,0.0603806541507937,0.432731595328799
388,2,205406,-0.0397656080129874,0.0610176065554896,0.515014206410813
389,2,205834,-0.0602832234826816,0.0606771079179924,0.321142727155459
390,2,205965,-0.0297481535470178,0.0663748260542962,0.654295159850881
391,2,207192,-0.0856861547724512,0.0605335075528573,0.157798866390446
392,2,207561,-0.0685230157159524,0.0603265956976671,0.256782622582218
393,2,208682,-0.071713333852507,0.0602142145305881,0.234465496902208
394,2,210102,-0.0546988848580571,0.0604207886371316,0.365924424690101
395,2,212519,-0.0564553358013917,0.128711536326652,0.661205888457432
396,2,214801,-0.0742787349482613,0.0603586731882116,0.219283504154324
397,2,215016,-0.081136216970914,0.0602990566106757,0.179306928142407
398,2,218876,-0.0864303500956399,0.0609050091553437,0.15675198471208
399,2,227511,-0.0494910535143172,0.0614543684700631,0.421171322618828
400,2,230378,-0.0637278369553707,0.0606408508788531,0.294020632785647
401,2,231943,-0.0810204412410018,0.0607569280155601,0.183221793731731
402,2,232156,-0.076298515136443,0.0607492201918392,0.20996154625347
403,2,232789,-0.0768734229707552,0.0605310840086153,0.204927326837522
404,2,238524,-0.0793855709968802,0.0606074838177245,0.19110473089942
405,2,241518,-0.0362075298976926,0.0612517143790876,0.554813776623645
406,2,250396,-0.0535926387026727,0.0607973858922757,0.378649345950562
407,2,250466,-0.0467970949080909,0.0607917650692489,0.441937316891124
408,2,252305,-0.0243011863541727,0.0609903292150287,0.690544353890272
409,2,254571,0.0111212975120745,0.0618580330868421,0.857422601282766
410,2,254742,0.0249684858165498,0.0617907159600958,0.686397477072043
411,2,254908,0.0099512274088962,0.0622748539037341,0.873133740214782
412,2,255033,0.0632288947921189,0.0729149372261612,0.386443585044166
413,2,255862,0.0318323376442115,0.0618787693681926,0.607272825148155
414,2,255975,0.0467339481903093,0.061628295628089,0.448765620174324
415,2,258311,0.0248383372943138,0.0606456065529262,0.682373253562646
416,2,259284,0.0161745011162888,0.0608581750913467,0.790568667393045
417,2,266330,-0.00108214095555048,0.0611259391292339,0.985885417779383
418,2,267100,0.0139532079593366,0.0611169988943753,0.81954270943481
419,2,268086,-0.0269855290862588,0.0611090894145565,0.659051963131517
