SNP,Chr,Pos,Effect,SE,ERG11_PIS1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
68,1,84858,0.0736164360831694,0.144272491830537,0.610188449581928
69,1,85751,-0.0238902676185855,0.144913325829866,0.869149318823981
70,1,87445,-0.032573011937078,0.1452149041597,0.822646636330854
71,1,87467,-0.105185808228344,0.145878124714522,0.471354382457796
72,1,89070,-0.046330390741312,0.145050876768102,0.749606186602757
73,1,89616,-0.0233315563214858,0.144286078683532,0.871631902015306
74,1,89679,-0.0619888156920496,0.144271973445422,0.667700494493944
75,1,89880,-0.046484857745443,0.144325053900447,0.747579361677442
76,1,91472,-0.0208455949513393,0.145413477412459,0.886092453231655
77,1,93789,-0.0530247176363395,0.143891828904575,0.712718343039529
78,1,94351,-0.108363167617123,0.144182962559331,0.452812225214527
79,1,99148,-0.0749448319860276,0.143864213571393,0.602734181613595
80,1,101281,0.943662395345598,1.57320712568326,0.549002012016247
81,1,106011,-0.0518897964989683,0.149965693103175,0.729540491403446
82,1,106800,-0.118530117299208,0.143975482209294,0.410912575166398
83,1,107970,-0.0269779241456198,0.143679501725804,0.851169070316687
84,1,109000,-0.027489897870626,0.143932464373616,0.848641939935337
85,1,112549,-0.206379404646014,0.143356743081351,0.150860793594641
86,1,112742,-0.185123522327915,0.144000412146073,0.199433684959158
87,1,113050,-0.168702811433284,0.143814262109772,0.241562539139588
88,1,113135,-0.186122150221145,0.143385485615998,0.195116145250191
89,1,114076,-0.0720811286569128,0.143676070562551,0.616196973127089
90,1,114628,-0.0134564375514414,0.144089107861841,0.925646960281762
91,1,116283,-0.0347422482384335,0.144880506597856,0.810625010735017
92,1,126880,-2.86636664722935,2.71431010269624,0.291681112427149
93,1,127853,0.0185447742078151,0.144619165137701,0.898038566721038
94,1,128302,0.0389688968005776,0.144052085214525,0.786918720584888
95,1,128704,-0.00438431807607043,0.14421023549109,0.975763418284247
96,1,128911,0.0565538865692723,0.144194971002446,0.695143962876998
97,1,130267,-0.033290093182695,0.144147129975008,0.817491140728771
98,1,130271,-0.039287088517001,0.144313967721692,0.785601689786672
99,1,130613,0.0620023318811551,0.14564048102134,0.67056999268966
100,1,132012,-0.173659557441691,0.145074503323581,0.232095368129714
101,1,133231,-0.192563004260053,0.143972771547793,0.181921904714334
102,1,137074,-0.199064349504033,0.143741887107491,0.166965729332155
103,1,137304,-0.262944688944429,0.143501104443468,0.0677411015944906
104,1,139686,-0.173728840098822,0.14407499600911,0.228693629173854
105,1,149562,-0.241665445178517,0.144127959173132,0.0944781710650411
106,1,150447,-0.207841908709808,0.145887017295822,0.155133998124612
107,1,151446,-0.280788363943962,0.293542387811576,0.33944838759191
108,1,154084,-0.195746723157143,0.146387560079759,0.182024443657119
109,1,156633,-0.20646259814153,0.148363466920553,0.164919839849799
110,1,157269,-0.266122213642773,0.143396446504469,0.0643082527427825
111,1,160054,-0.187778746677076,0.145119557553691,0.196525550464377
112,1,166222,-0.174573547172093,0.144088150969802,0.226485656383997
113,1,166416,-0.174012775479959,0.143796337659114,0.227037349287105
114,1,167326,-0.210666108334756,0.144478682400668,0.145698764218434
115,1,168836,-0.192115331343831,0.143863456198548,0.182605744280403
116,1,171200,-0.28225700566277,0.143658999623326,0.0502247491496917
117,1,171431,-0.357957752834147,0.144090016211505,0.0134449907010787
118,1,173339,-0.320294001261406,0.143202704354443,0.0259333974321985
119,1,173845,-0.300777145516145,0.143202258639441,0.0364057037140198
120,1,175121,-0.354286248073978,0.142566953425493,0.0134158290152984
121,1,175281,-0.349685557724425,0.142722397601835,0.014766183974515
122,1,175315,-0.350393691767212,0.142671783896454,0.0145327367692005
123,1,175523,-0.326529317753827,0.143653298926542,0.0236243563847126
124,1,175541,-0.35102333539081,0.142894010091659,0.0145094269601559
125,1,175653,-0.370148501449568,0.143217546617597,0.0101523078833301
126,1,175805,-0.321009576460313,0.151784306950456,0.0351382684785079
127,1,175818,-0.400916411430501,0.147700346932864,0.00696577581989537
128,1,175856,-0.347603605948864,0.145783569468457,0.0176354504899657
129,1,175876,-0.340224559287505,0.143563234953832,0.0183319676155987
130,1,175989,-0.341278615864294,0.143972284843096,0.0183033002094634
131,1,176001,-0.341704658286889,0.144731540613886,0.0187708446541676
132,1,176451,-0.327382074222256,0.146591210433964,0.0261553839680643
133,1,177692,-0.377176378972064,0.1424781947852,0.00847850623330856
134,1,178191,-0.387628769691224,0.142543057182129,0.00686370890638477
135,1,178224,-0.377176378972064,0.1424781947852,0.00847850623330856
136,1,178960,-0.374369525616079,0.143659446266222,0.00954991850807297
137,1,179139,-0.536983838642403,0.286030186335047,0.0612921429621744
138,1,179139,-0.532969006942709,0.578245942004635,0.357314826986117
139,1,180955,-0.227583823784957,0.166118307946086,0.171554354330287
140,1,183802,-0.296957150096806,0.143033027686665,0.0386039462038861
141,1,183954,-0.274219021648317,0.144214633436846,0.0580551908667099
142,1,184450,-0.204377148625646,0.143269802735073,0.154602301620371
143,1,184641,-0.205294239234932,0.147459147392832,0.164734952093303
144,1,184718,-0.263229211465455,0.143817722376669,0.0680484988699865
145,1,185296,-0.209148531860495,0.143454265857543,0.145744588015592
146,1,185438,-0.189583906959801,0.143538081042793,0.187426425282405
147,1,185469,-0.193307515391719,0.14373220892981,0.179516322152344
148,1,185503,-0.211459835698942,0.143285937159133,0.14089191203013
149,1,185705,-0.221169748162905,0.144856111257784,0.127700327739835
150,1,185749,-0.22026939441279,0.144859997560879,0.129263614085802
151,1,185806,-0.243516966732741,0.144949370166964,0.0938393033062959
152,1,185879,-0.22983442022173,0.145718338529341,0.115633438142173
153,1,185916,-0.12034901495832,0.146023969067643,0.410397772107939
154,1,185941,-0.161769965154631,0.146548390446585,0.270402641540173
155,1,185954,-0.187103964143715,0.146892650287823,0.203591384154511
156,1,186055,-0.184008498185557,0.143958662103223,0.202017422866781
157,1,186896,-0.194110698229937,0.14629267207131,0.185410830458611
158,1,187697,-0.550885057952538,0.297652941370284,0.0650388904536865
159,1,189392,-0.595013545200951,0.298989151192381,0.0473526655283156
160,1,189416,-0.532181230247001,0.289452807119061,0.0668173811479049
161,1,190132,-0.00482716047474052,0.144474226658199,0.973364992775354
162,1,190148,0.0223418462380428,0.144513135441886,0.877224394280338
163,1,190165,-0.00364523023195995,0.145628409326216,0.980044350491248
164,1,190169,0.0223799798457266,0.145442059329331,0.87779577718837
165,1,190933,-0.150470090680678,0.144044985756952,0.296920439071993
166,1,192149,0.113673320793313,0.145321045730436,0.434608489006853
167,1,192302,0.26707300090948,0.191518118775348,0.164042090164433
168,1,192303,0.233046250639239,0.17295038063202,0.178691640213261
169,1,192305,0.238406142773111,0.179740303982627,0.185567302035274
170,1,192315,0.0873728544287502,0.204354033836589,0.669234885519388
171,1,192795,0.0741021937101016,0.143940312859302,0.607006620491181
172,1,194020,-0.0254160129447664,0.151663424122232,0.867008339826509
173,1,194187,0.00330370852445294,0.14411352652049,0.98172357195527
174,1,194867,-0.110889965054761,0.143914231414864,0.441502051401842
175,1,197325,-0.207478187113772,0.14713606261306,0.159387394008333
176,1,197392,-0.246710048223905,0.148868480200184,0.0983604169348059
177,1,198857,-0.701019042161951,0.689640194461474,0.310087681481601
178,1,206666,-0.0511973488949651,0.161967078784959,0.75211551039871
179,1,206675,-0.0426086526478082,0.210884601821383,0.839996179115352
180,1,223051,-0.240588614085836,0.166425097596626,0.149169043495466
181,1,223059,-0.39556616220144,0.172041835811571,0.0220744101850653
182,2,7366,-0.346847578529989,0.20808670178397,0.0964328478750936
183,2,8180,0.213583009080645,0.287392458061131,0.457869794724345
184,2,8187,0.391571295836021,0.298366581641178,0.190243543068097
185,2,8250,0.264554863406959,0.294331893681466,0.369354952693704
186,2,8253,0.242531467689622,0.294385632054804,0.410577467301353
187,2,8285,0.0950078388753675,0.159675846235591,0.552221710516919
188,2,8302,0.176075851625714,0.149247768952287,0.238891985698261
189,2,8306,0.176075851625714,0.149247768952287,0.238891985698261
190,2,8314,0.19088859957748,0.146121158103349,0.192276590296565
191,2,8317,0.165747966095495,0.149554484541698,0.268496250068615
192,2,8328,0.119238850007184,0.149009114279802,0.424126291722553
193,2,8331,0.125086579575342,0.148714864290595,0.400851874490677
194,2,8498,0.12360522600019,0.14611139833906,0.398144978640331
195,2,8651,0.113042509456822,0.146272687396417,0.44014585468701
196,2,9418,-0.31338410433547,0.371950404359841,0.400054724316859
197,2,9812,0.10690280218235,0.147156274308715,0.468039680509339
198,2,9932,0.0724190857239628,0.146635162654971,0.621703325655086
199,2,10135,0.0633776733838336,0.146085119035995,0.66466912987739
200,2,11616,0.126139843292427,0.145814482966359,0.38758745994035
201,2,12133,0.115038841715752,0.146421288895556,0.432587761527595
202,2,12194,0.0982332016731104,0.147023007564379,0.504475431481775
203,2,12359,0.0964282926201296,0.146595998630841,0.511106561057049
204,2,13061,0.0966326509768983,0.146584815842993,0.510179894592536
205,2,14298,0.0905626094479079,0.147058758039275,0.538406214576702
206,2,15222,0.112275859621089,0.148452309358858,0.449968214489785
207,2,17986,0.116617088642285,0.145836937055513,0.42445699829022
208,2,19770,0.0896710292345646,0.146900670331592,0.541976761465306
209,2,19836,0.0841726462691954,0.146505898115477,0.565972324612964
210,2,19851,0.0875871498845011,0.146929593144125,0.551479470598929
211,2,21595,0.0563599363707874,0.146365640378121,0.700422929984249
212,2,22385,0.0408119396334221,0.146518800088742,0.780757851971289
213,2,23441,0.0292603077796127,0.147949931152704,0.843337533701719
214,2,24209,0.0769850917183905,0.146682604487616,0.600022954686438
215,2,24341,0.0727319062750493,0.147035959362705,0.62115218067335
216,2,26815,0.136473034662547,0.146730968459229,0.3529599911216
217,2,28209,0.157847126090178,0.146719743790861,0.282733085212768
218,2,28695,0.0041781208444851,0.15353164963147,0.978304892059244
219,2,35849,-0.410480811480857,1.57385704497943,0.794389568950177
220,2,35850,-1.03674244525582,1.92425097047377,0.590380234819136
221,2,41245,-0.026267746590338,0.146389700610746,0.857697436216784
222,2,43214,-0.12053914404581,0.148631468926215,0.417915895184734
223,2,47104,0.0343503997737061,0.144610976541071,0.812378332109331
224,2,50915,0.0301319912401731,0.146034683200596,0.836648596714611
225,2,55834,-0.022026226045697,0.14536392108133,0.879648377328001
226,2,56422,0.0422654790053399,0.145611162707533,0.771785764141558
227,2,57715,0.0262681017727516,0.14514174996301,0.856485258004033
228,2,59046,0.0179057226275954,0.145879634293238,0.902380361304988
229,2,59191,0.00419912904566944,0.145047301397161,0.976920774871525
230,2,59383,0.0313263529899954,0.14507966462303,0.829170781727705
231,2,59477,0.0137081433926345,0.147270496123976,0.925891702355786
232,2,59755,-0.020663766177047,0.330894917555311,0.950241317728713
233,2,60471,-0.0370869809798478,0.14527124769791,0.798644166181738
234,2,60478,-0.0268307645344635,0.145443434852623,0.85374630176205
235,2,60786,-0.0151666144645579,0.145209041972023,0.916874131901568
236,2,61035,-0.00591110162398001,0.145200472196556,0.967550157038228
237,2,61071,0.01105126904113,0.144540927561724,0.939098268565386
238,2,61675,-0.0473776039116124,0.144936314918232,0.743948103189179
239,2,62776,-0.0271942299332014,0.151293917452307,0.85745639088565
240,2,62939,-0.0160468376880922,0.144705162840227,0.911763955261348
241,2,63527,0.00765705911425507,0.145250297905966,0.957987766284688
242,2,63857,-0.00978412239160986,0.145283724700962,0.946345235699644
243,2,65527,-0.086674420302542,0.144732174076668,0.549649840638776
244,2,67007,-0.0805248498432546,0.159372303914472,0.613689783838842
245,2,67023,-0.109980531084727,0.329639617976386,0.738850314759976
246,2,67024,-0.0350132210539611,0.330891497614774,0.915789389451197
247,2,67976,-0.0227334614376921,0.146886387889536,0.877091872716216
248,2,69628,0.0964892658235353,0.149236501444515,0.518341612361158
249,2,71825,-0.0432319934254508,0.288745096517634,0.881068090446855
250,2,72389,0.22531428045011,0.145492115530898,0.12236535900394
251,2,72392,0.115858931461662,0.146848763550032,0.430660446780437
252,2,73646,0.2012046790188,0.1435659866224,0.161949549720692
253,2,74564,0.229327992558908,0.143162778363072,0.110079061145201
254,2,74739,0.296300601566556,0.143289362472073,0.0393824437142266
255,2,79931,0.46452100871769,0.160589676506321,0.00405771532428871
256,2,80748,0.324086472967847,0.148926288503751,0.0302063621049741
257,2,80873,0.372869577825707,0.143129198869582,0.00957251379232966
258,2,81501,0.378652663915179,0.143061870043483,0.00849034167936585
259,2,83526,0.349065626956812,0.143048887832764,0.015171096820927
260,2,83845,0.380122335905706,0.142962934798326,0.00819696530427343
261,2,84412,0.639526716456748,0.362276385916562,0.0783778044484462
262,2,84412,0.285838191495933,0.181572720917721,0.116328843207528
263,2,84447,0.413382996630505,0.144566185335421,0.00449569045380346
264,2,87391,0.410832299766146,0.142077028935366,0.00407008241890531
265,2,87562,0.426991441553671,0.142310391055821,0.002887691794976
266,2,87849,0.410910206518249,0.142430632196059,0.0041547605329038
267,2,87878,0.401893048356532,0.143129623705484,0.00526379801727631
268,2,88125,0.359363653819676,0.159788688123009,0.0251289810369477
269,2,89785,0.35262694230708,0.143513281635888,0.0144866705747841
270,2,93441,0.367764988454972,0.147765182778278,0.0132759521996757
271,2,93588,0.389122761573936,0.152893406112228,0.0113508533135103
272,2,93721,0.339912440201096,0.143159637033804,0.0181135578760996
273,2,93952,0.305183766397919,0.142965730097334,0.0334768095586818
274,2,95085,0.416792967486912,0.142368391797499,0.00363782443684583
275,2,103188,0.425647616469091,0.145834886669392,0.00374040861739554
276,2,107124,0.421565164405222,0.142401146127121,0.00328005389648514
277,2,111645,0.488756837834762,0.141885292883646,0.000640431650749819
278,2,111916,0.465267154276002,0.142453960756292,0.00119731145519522
279,2,111931,0.486103908525684,0.142481432349966,0.000720445098584996
280,2,111999,0.498253579985701,0.141833486984435,0.000500751883339272
281,2,114528,0.426474508280913,0.143335560111342,0.00312807942204563
282,2,116024,0.479254796036632,0.143212883416142,0.000906608399763971
283,2,119244,0.130900378387153,0.158387869076688,0.409104532280859
284,2,119246,0.189150964622402,0.15991562382449,0.237677600396737
285,2,119247,0.157965228284995,0.161169987482353,0.327700269031664
286,2,120090,0.206773131115224,0.14447373872329,0.153253010357036
287,2,120291,0.246128978227573,0.145962565414646,0.0926317421004185
288,2,120726,0.217011131090706,0.145244006657091,0.136039096977044
289,2,121716,0.263987714159658,0.144857230271799,0.0692403292474356
290,2,123100,0.182353462662864,0.145414282504161,0.210661920559064
291,2,124677,0.148348597395917,0.145322724427367,0.308037986353574
292,2,127636,-0.179166743921728,0.183824706739785,0.330395944252777
293,2,127887,0.141926309631824,0.146340065230376,0.332790760352684
294,2,128935,0.128912153752839,0.146235500626534,0.378626521636026
295,2,129053,0.168702741926323,0.146567220132174,0.250500423790036
296,2,130040,0.178656534549294,0.14743192893351,0.226403290707316
297,2,130976,0.0662246470891427,0.146492502004059,0.651497284738083
298,2,132199,0.166850922737721,0.1469459639641,0.256953947982182
299,2,133355,0.187375975632955,0.147873982276647,0.205943126230766
300,2,133435,0.189371622348738,0.148187793643708,0.202118584919638
301,2,133943,0.117837536142486,0.173782938848261,0.498169568657252
302,2,135183,0.120158563015079,0.148474766279567,0.418895747877506
303,2,135402,0.13955052074842,0.148404235852615,0.347685922152584
304,2,135898,0.232789662384238,0.148863282288328,0.118764870918612
305,2,135912,0.22248702339446,0.149018591264073,0.136326426037848
306,2,135925,0.22729978225622,0.148318603662731,0.126292258532136
307,2,136002,0.190708211964739,0.148352998221459,0.199459294854879
308,2,136173,0.179940895707703,0.149445299530795,0.229373676909923
309,2,138209,0.189925323864566,0.153811589994788,0.217729202628205
310,2,138318,0.18536611585629,0.153388448412484,0.22767348037516
311,2,138695,0.1824789755416,0.150758468723539,0.226932926568209
312,2,138818,0.171615196349124,0.150517056497848,0.254988036286545
313,2,139728,0.151487728355903,0.150307516315489,0.314215864532474
314,2,140174,0.153830410217843,0.150300775843881,0.306780019993325
315,2,140863,0.134828461513081,0.15029150399757,0.370270041447787
316,2,141152,0.144550288082541,0.150690293517426,0.338087280915686
317,2,141292,0.15064730732517,0.149586931570581,0.31458197435424
318,2,141545,0.17229700359443,0.150251801929206,0.252273325509549
319,2,145823,0.315163511780768,0.155367535795198,0.0432592684065585
320,2,145934,0.161000943282438,0.257341644871406,0.531961185677595
321,2,145980,0.231341253287857,0.157230153105549,0.142086219907306
322,2,146723,0.255825701613434,0.149641677241855,0.0882207835319284
323,2,147946,0.242470356059023,0.151086145566938,0.109421407457816
324,2,150394,0.24425379565415,0.164671561975412,0.138892673635215
325,2,151274,-0.0788295089779574,0.258724829811849,0.760785818825884
326,2,151397,0.202291088287242,0.151633632136026,0.183038321303604
327,2,153035,0.242087355823403,0.149807458758238,0.106989801802574
328,2,153228,0.180756050139438,0.151151871250772,0.232554967160102
329,2,153455,0.185358092386002,0.152281650194484,0.224339064784234
330,2,153732,0.274341605726877,0.157097067832182,0.0816253752910088
331,2,153815,0.207919448565013,0.151612063665352,0.171124142934094
332,2,154160,0.210616343657999,0.150004331728829,0.16117765364897
333,2,154235,0.16030887205805,0.151684912323906,0.291300747508873
334,2,155527,0.303572646178676,0.164103380203293,0.065165474591864
335,2,159870,0.197412555511109,0.147714330379662,0.182263589852792
336,2,161229,0.263566742902843,0.149704731379263,0.079175890391088
337,2,161451,-0.212186138319256,0.321765234544591,0.510040698028162
338,2,161451,0.383451687011616,0.322350336651713,0.23502298154046
339,2,162696,0.327522234053817,0.148695245924123,0.028265892085061
340,2,163284,0.32051251072208,0.146741418292781,0.0296051181559004
341,2,164166,0.221196052304812,0.148635822306886,0.137597617470041
342,2,165270,0.245611177130926,0.147268389620033,0.09624633675766
343,2,165675,0.241659014811165,0.149739441724211,0.107450557831249
344,2,166404,-0.609632937622955,0.388157215257815,0.117175534724743
345,2,168012,0.152782462115342,0.181486687870672,0.400448367678629
346,2,168062,0.153449203446102,0.148716258124562,0.302860358717309
347,2,168518,0.127771072640303,0.147931325753103,0.388328845215454
348,2,168980,0.158116238907586,0.14777781888845,0.285368720394536
349,2,169651,0.151629180763962,0.147867485931478,0.305857967065598
350,2,169902,0.430965958471491,0.246459346968905,0.0812244023251902
351,2,169960,0.29106701238441,0.230039133980788,0.206600709505219
352,2,170725,0.224918102465636,0.147867368329064,0.12913496783677
353,2,171254,0.276577767894298,0.147860256470053,0.0622368549174492
354,2,172242,0.141776480505471,0.1466407601777,0.334291638433409
355,2,173254,0.0855119181961841,0.145638500153708,0.557477054184564
356,2,173340,0.0867957588578764,0.145618706315165,0.55152506322752
357,2,173385,0.0806598333758783,0.145762933919862,0.580365076503235
358,2,173973,0.117224189196892,0.145304861276554,0.420355742520082
359,2,174714,0.0849625400615569,0.372886689550931,0.819894130424652
360,2,177341,0.203362037445925,0.144538492033996,0.160314634881518
361,2,180314,0.142425249078065,0.144793534061822,0.325964421163377
362,2,180339,0.126766292705071,0.145201467350988,0.383236242526502
363,2,182758,0.146699912874831,0.144626229235898,0.311116118416025
364,2,183619,0.102519240201998,0.145304775406449,0.480935678798325
365,2,183913,0.0888789475168358,0.149014946702766,0.55126149751182
366,2,184146,0.139707026305893,0.149905663295128,0.351990905530079
367,2,187176,0.0304085556738387,0.146189866146004,0.835343243837195
368,2,191066,0.0674873637040253,0.147247926264549,0.647001196239688
369,2,191124,0.526575092559898,0.183973360002696,0.00445757196965021
370,2,191128,-0.460401187758526,0.169549060766756,0.00694408671169087
371,2,191599,0.00699817125687452,0.145250392069393,0.961599996080845
372,2,191762,0.0412620418702938,0.150984313621581,0.78479246722622
373,2,191763,0.0178491500281848,0.145823046866071,0.902649670810545
374,2,191959,-0.0441122947602938,0.145451383117803,0.761856196168359
375,2,192390,-0.0258296778970399,0.149478225118479,0.862908508965296
376,2,195759,0.171702986740721,0.146434517888855,0.241763718632411
377,2,196912,0.152767360976749,0.144117069121591,0.289859032324296
378,2,197598,0.25821447897208,0.471203908739748,0.584045918610014
379,2,198110,0.126705755233725,0.145054602691713,0.382982332425213
380,2,198283,0.149665230267756,0.149566699270028,0.317677238389806
381,2,198805,0.122836631786873,0.145690126878745,0.399723164546805
382,2,198891,0.129154541705939,0.144537397387307,0.372159834881185
383,2,199248,0.114120140076364,0.144903991394743,0.431484405060806
384,2,201782,0.112632593725293,0.144728912138601,0.436953878705495
385,2,203285,0.245238503653528,0.143699829091677,0.0887753924127151
386,2,203783,0.167886579602324,0.143703172412618,0.243479341130719
387,2,204179,0.168307663745712,0.144050844986952,0.243437682374981
388,2,205406,0.136111842169376,0.145631921652217,0.350618332368947
389,2,205834,0.125580471386503,0.144959614150065,0.38690669554278
390,2,205965,-0.0130778017687704,0.158562224526686,0.934313827360489
391,2,207192,0.0957735064440337,0.144888290813116,0.509033102103823
392,2,207561,0.0680553731125682,0.144291657396746,0.637466963627158
393,2,208682,0.0516840953465777,0.144068038636131,0.71999821275818
394,2,210102,0.0374339705487892,0.144452693043297,0.795675606934797
395,2,212519,0.330170910197143,0.306974509402881,0.282856605370699
396,2,214801,0.040264113880802,0.144443660920672,0.780597557592554
397,2,215016,0.027960810370162,0.144369462139045,0.846541466793146
398,2,218876,-0.07859204365178,0.145809779626916,0.590223911067648
399,2,227511,-0.11521531276763,0.146774165059978,0.432989684492923
400,2,230378,-0.0449562325856909,0.145031216045719,0.756761930770275
401,2,231943,-0.0545712036388686,0.145437821228664,0.707722079885485
402,2,232156,-0.0581475757323912,0.145374252797983,0.689409213175245
403,2,232789,-0.0312280392342498,0.144882773108563,0.829470777540731
404,2,238524,-0.0276483833105925,0.145088748112641,0.848978409238728
405,2,241518,-0.0886801725535399,0.146279719890711,0.544747054272342
406,2,250396,-0.19733061124872,0.144978203533892,0.174348635222952
407,2,250466,-0.198747771692632,0.144921249346506,0.171115450170524
408,2,252305,-0.17970117843938,0.145377676385094,0.217243700005059
409,2,254571,-0.0774377712067256,0.14768075642743,0.60035779139814
410,2,254742,-0.115517800729302,0.147476743452273,0.433979082538152
411,2,254908,-0.108571921692935,0.148620038687406,0.465548689273287
412,2,255033,-0.163996053855788,0.174104689514525,0.346867872164521
413,2,255862,-0.166730685075666,0.14756981784575,0.259309639754427
414,2,255975,-0.12921430332423,0.147142027279507,0.38045398592514
415,2,258311,-0.241299523415942,0.144299939015779,0.0953693625871374
416,2,259284,-0.11309225190851,0.145233458402901,0.436682348863692
417,2,266330,-0.0325280464164618,0.1459728822479,0.823791854207767
418,2,267100,-0.037313525257145,0.145958997551878,0.798374723736432
419,2,268086,0.00604780798105009,0.145982793894686,0.966977933829831
420,2,274614,-0.0714583325083266,0.145046354458446,0.622560128408449
421,2,274729,-0.102339998444345,0.145788106218808,0.483155652062688
422,2,275746,-0.0272943344569185,0.145818905145273,0.851627300453522
423,2,277029,-0.0317261555743981,0.145138660874441,0.827094177007485
424,2,277741,-0.0537175027455916,0.145177316795836,0.711594656475572
425,2,278218,-0.051690896021292,0.144917088577974,0.721534839224311
426,2,278379,-0.0450993375968942,0.148510778239601,0.761552739285184
427,2,279910,-0.0685870295185625,0.144846312455856,0.636137873025503
428,2,280616,-0.0612294823854976,0.151189428625151,0.685733690633507
429,2,283431,-0.0775606765815127,0.146956426929663,0.597983560409854
430,2,283573,-0.0643590300300123,0.145210472015542,0.65788386818655
431,2,286762,-0.075751725337769,0.145566844075722,0.603117067140452
432,2,287187,-0.120122944874739,0.144802123566054,0.407344727640856
433,2,288379,-0.0184906820486755,0.14384141818594,0.897787665947129
434,2,294941,0.0114643117305169,0.143929540709815,0.936558973268817
