SNP,Chr,Pos,Effect,SE,ADE17_PGM2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
36,1,45634,-0.117733635878628,0.20839531674011,0.572464330023025
37,1,51248,0.0212720655548053,0.13539416046318,0.875246297463861
38,1,51462,-0.00429887521914777,0.135582303164771,0.974723825115677
39,1,52124,-0.0364641325701964,0.135384984004087,0.787828024367352
40,1,52667,0.00663779302447212,0.135181437600696,0.960865107308264
41,1,55470,-0.114117979267606,0.138727861588666,0.411289010763839
42,1,59265,-0.0320716292744338,0.135102919679144,0.812494559215003
43,1,60165,0.0262166474597686,0.135004391108375,0.846137975824593
44,1,62308,-0.0424163959116663,0.1348442213832,0.753282729851207
45,1,62869,-0.00349539322410353,0.134846052013327,0.979334709173658
46,1,65431,-0.206874771339307,0.140402306738405,0.14152280595516
47,1,65451,-0.140319034401076,0.138635477679029,0.312162566071681
48,1,65719,-0.0451263136880558,0.144760813517677,0.755429625432933
49,1,66841,-0.0135997831737488,0.134907790218002,0.919760114749547
50,1,66948,-0.100112893491164,0.135633062473079,0.460934549680392
51,1,68621,-0.212237769125609,0.134897826551326,0.116540003774084
52,1,69417,-0.0727106450063604,0.134956125469774,0.590383458262661
53,1,69820,-0.0910557137517953,0.528282278783018,0.863251834464871
54,1,69821,-0.154787311994795,0.32768893257277,0.636961370426526
55,1,70906,-0.171684848164412,0.216687780952214,0.42870951256317
56,1,74327,-0.208678168490396,0.135298765971237,0.123884301426804
57,1,74572,-0.114626495266494,0.135254937489498,0.397299219645445
58,1,75211,-0.130839428503184,0.134966118076678,0.332997298057153
59,1,76030,-0.106528624200626,0.135026665369907,0.430673647642464
60,1,80108,-0.116118652037699,0.134972277730794,0.390199440025856
61,1,81262,-0.10846111987375,0.13493919756718,0.422066286645032
62,1,81999,-0.0439128126667599,0.135372290495763,0.745838303282052
63,1,82431,-0.0718675168527841,0.135979587773912,0.59747270663128
64,1,83284,-0.0466276877417,0.135020677887955,0.730046434635824
65,1,83613,-0.0740324094423363,0.13497109776479,0.583691478021198
66,1,84112,-0.133876279180463,0.134855365219372,0.321516801902823
67,1,84701,-0.179834628566284,0.144290999374054,0.213468627800788
68,1,84858,-0.0873088537900814,0.135344865838751,0.519291558332866
69,1,85751,-0.0866674735031613,0.135902986009943,0.524072164504845
70,1,87445,-0.0931533574372659,0.136178475629851,0.494390217235734
71,1,87467,-0.109247214476255,0.136858610050378,0.425262838295108
72,1,89070,-0.225094656730251,0.135596507348873,0.0977958585883837
73,1,89616,-0.131317288348163,0.135211941888848,0.332115707327032
74,1,89679,-0.24283374975687,0.134791371570296,0.0724689834712993
75,1,89880,-0.235755223934405,0.13486142386196,0.0813109832189846
76,1,91472,-0.225799007742524,0.135919001856009,0.0975458055122796
77,1,93789,-0.248577738884746,0.134393814876492,0.0652037530752477
78,1,94351,-0.205487539187629,0.134956447163168,0.128748808776797
79,1,99148,-0.187086147166647,0.134675865995809,0.165660187864744
80,1,101281,1.7798571569249,1.47389280763271,0.228013753394262
81,1,106011,-0.368062506527894,0.139370590105022,0.00863626154868754
82,1,106800,-0.393651813597288,0.133592623523013,0.00342571797485824
83,1,107970,-0.293565253362818,0.133916569124077,0.0290211405223917
84,1,109000,-0.303825530039846,0.134091054926564,0.024067838320366
85,1,112549,-0.348825420653704,0.133626103740946,0.00942738130303156
86,1,112742,-0.347576734223156,0.134165922141012,0.00997665791847132
87,1,113050,-0.332226556273521,0.134046232022741,0.0136623206185332
88,1,113135,-0.306634347911827,0.133871961508686,0.0225811157789535
89,1,114076,-0.292687499527628,0.133960370916592,0.0295546415885954
90,1,114628,-0.211204438669397,0.134736171989855,0.117884296960477
91,1,116283,-0.186922322927666,0.13559178829617,0.168901398022873
92,1,126880,-4.96252037569163,2.53721792378627,0.0512664634272974
93,1,127853,-0.222168097075477,0.135186982508511,0.101187774325967
94,1,128302,-0.191250579034792,0.134798104351461,0.156841739917907
95,1,128704,-0.210818062085917,0.134850438304336,0.118866950527963
96,1,128911,-0.148885366905456,0.135099233203589,0.271193135761953
97,1,130267,-0.248192919508444,0.134620712541513,0.0660727672044494
98,1,130271,-0.257462008498821,0.134732762759686,0.0568260790361616
99,1,130613,-0.29780982354916,0.135771268281944,0.0289253888552757
100,1,132012,-0.149043556562705,0.136172386698033,0.274472740975975
101,1,133231,-0.11782456251771,0.135290073158319,0.384398868931333
102,1,137074,-0.079030110082395,0.135177294315678,0.559162992466427
103,1,137304,-0.136967732767439,0.135093177446593,0.311336333267763
104,1,139686,-0.127614988327809,0.135297136304499,0.346213385964609
105,1,149562,-0.172987391493886,0.13546403507984,0.20244205794966
106,1,150447,-0.0999105913119521,0.137179608975597,0.466900855161568
107,1,151446,0.0927814785320242,0.275751130114261,0.736717777828506
108,1,154084,-0.155111700863354,0.137459074842717,0.259908502669926
109,1,156633,-0.124564133877461,0.139437183424918,0.372286349174617
110,1,157269,-0.159164493639829,0.134941847064178,0.238991727837103
111,1,160054,-0.0715951537735052,0.13643887701668,0.600092216057442
112,1,166222,-0.0585373812017786,0.135446720835673,0.66587437780211
113,1,166416,-0.0538802190520397,0.135177083473614,0.690436397762634
114,1,167326,-0.0883602015660341,0.135894468165631,0.515978281547869
115,1,168836,-0.0631424830483872,0.135289703550343,0.640987748300674
116,1,171200,-0.137537253774713,0.135336271896085,0.310200160453745
117,1,171431,-0.138624992404353,0.136180523923961,0.30939878093643
118,1,173339,-0.153929696954962,0.135071428227285,0.255218591103592
119,1,173845,-0.12167956680129,0.135052303963846,0.368212673084148
120,1,175121,-0.137990149753832,0.134739399771042,0.306476966289693
121,1,175281,-0.130771256003428,0.134874642322345,0.332921583348014
122,1,175315,-0.128122751839707,0.134839274761198,0.342666479032013
123,1,175523,-0.120079112996651,0.135626067324345,0.376560350402666
124,1,175541,-0.129810327282752,0.135045816039544,0.337093603961226
125,1,175653,-0.134635199266395,0.135460921038099,0.320950231985902
126,1,175805,-0.154341033311001,0.143087099251676,0.28147986297962
127,1,175818,-0.154788590328101,0.139787471989907,0.26891226298986
128,1,175856,-0.157476797327947,0.137634774109204,0.253330744592152
129,1,175876,-0.141059955575116,0.135568835374126,0.298817793133869
130,1,175989,-0.108767710243617,0.136040843260586,0.424525189122822
131,1,176001,-0.112188331945006,0.136743160105488,0.412524091310612
132,1,176451,-0.0749604955176607,0.138461281419686,0.588585566942512
133,1,177692,-0.136440050806834,0.134816157987825,0.312209603914531
134,1,178191,-0.153348074321037,0.134898970099617,0.256408716128
135,1,178224,-0.136440050806834,0.134816157987825,0.312209603914531
136,1,178960,-0.150149368854712,0.135855068363364,0.269818163586084
137,1,179139,-0.275430219618864,0.26932756482081,0.307169487068298
138,1,179139,-0.657806422263386,0.542106572124524,0.225778135394593
139,1,180955,-0.0175095323983807,0.156284277734787,0.910858201816384
140,1,183802,-0.0796390076515086,0.134962055825151,0.555511580509007
141,1,183954,-0.0826311593852474,0.135940525207033,0.543679225356102
142,1,184450,-0.0569864208793005,0.134786662658009,0.67270608798139
143,1,184641,-0.124383347020723,0.138586137697984,0.370055082014242
144,1,184718,-0.0622020226762039,0.135546374806051,0.64658951122892
145,1,185296,-0.0657069491372452,0.134966299778418,0.626674095152019
146,1,185438,-0.0884919953760649,0.134935800769539,0.512374781863904
147,1,185469,-0.0923502709543621,0.135123463543665,0.494770227663085
148,1,185503,-0.0850397902028884,0.134787144028902,0.528501662912228
149,1,185705,-0.0892568264542976,0.136287627692306,0.512948929215556
150,1,185749,-0.0942723337452656,0.136278060730202,0.489539919118282
151,1,185806,-0.138582588997653,0.136353136548515,0.310158556765828
152,1,185879,-0.11075802760951,0.13708563795249,0.419664800897326
153,1,185916,-0.0513616520183668,0.137122678251077,0.708207314709779
154,1,185941,-0.0511896744397654,0.137720422653795,0.710344674819453
155,1,185954,-0.0671374682200497,0.13810343048434,0.627170236711719
156,1,186055,-0.0734008714177385,0.135336089672577,0.587912801638477
157,1,186896,-0.130263036556455,0.137437414246913,0.343880192513225
158,1,187697,-0.0740514991899177,0.280619762370474,0.792022096772949
159,1,189392,-0.529436170263481,0.28070800746434,0.0601056696291319
160,1,189416,-0.384815493497393,0.272128898989918,0.158216022556938
161,1,190132,0.0344244141810639,0.135551827601677,0.799676187161322
162,1,190148,0.0521775360943751,0.135576655218271,0.7005756179347
163,1,190165,0.00386817587446314,0.136646961952133,0.977432650451388
164,1,190169,0.0120783042485715,0.136475201451815,0.929528021604258
165,1,190933,-0.0782553912364093,0.135305880499412,0.563390472117923
166,1,192149,0.0711088167311531,0.136424226677015,0.602531261915462
167,1,192302,-0.00141374341167655,0.180200824101714,0.993744790763225
168,1,192303,-0.0787058985408149,0.162646813656329,0.628752073992893
169,1,192305,-0.0449551696828023,0.169057916576791,0.790459303288649
170,1,192315,-0.0955950922501261,0.191732950737076,0.618382594226328
171,1,192795,-0.117662830194174,0.134968489257042,0.383920941522706
172,1,194020,-0.155674325197168,0.142074066188623,0.273945458182906
173,1,194187,0.0138914485478495,0.135223620438024,0.918236030020165
174,1,194867,-0.133385920294793,0.134965458932364,0.323684276475833
175,1,197325,-0.107402252866926,0.138331901276572,0.438026930041972
176,1,197392,-0.0785684003186277,0.140167221979523,0.575471289849835
177,1,198857,-0.490766340843714,0.647527422468328,0.449011605817117
178,1,206666,-0.15471723588682,0.151776281225412,0.308722184437583
179,1,206675,-0.141623124151558,0.197746438004899,0.474350349483309
180,1,223051,-0.0925542248565723,0.156545162185001,0.554744591380864
181,1,223059,-0.22894729958478,0.162178566343853,0.158919481550003
182,2,7366,-0.0534543304884423,0.195999503564291,0.785222649765172
183,2,8180,-0.165033356764966,0.26973585745806,0.541041963589651
184,2,8187,0.253004309839721,0.280324188378509,0.36738453519414
185,2,8250,-0.177411949374145,0.276333989115286,0.521276891304472
186,2,8253,-0.167526930726448,0.276351466115878,0.544765153216792
187,2,8285,0.0494434237384956,0.149880090743535,0.741681372696581
188,2,8302,0.0459921961484467,0.140297595045001,0.743242976198464
189,2,8306,0.0459921961484467,0.140297595045001,0.743242976198464
190,2,8314,0.0859171761668419,0.137364292827881,0.532067103258857
191,2,8317,0.0309618739350458,0.140565208751876,0.825790566568552
192,2,8328,0.00860159860835408,0.139945209925539,0.951024433347207
193,2,8331,0.0178028611651205,0.139679649486438,0.898652909218072
194,2,8498,-0.00756109514073777,0.137238512449052,0.956094300444309
195,2,8651,-0.0184408382507298,0.137364093363818,0.89328307305383
196,2,9418,0.17498410064443,0.349237509740022,0.616650947487419
197,2,9812,-0.0115777219945536,0.138182435827682,0.93327425444273
198,2,9932,-0.0392965834994656,0.137623293968321,0.775400004249296
199,2,10135,-0.0506356400855061,0.137085588194401,0.712071597815207
200,2,11616,0.0283260757043123,0.13695824739903,0.836267567393043
201,2,12133,-0.0132410286148233,0.137509242462356,0.9233433732762
202,2,12194,-0.0146208257199629,0.138040596201106,0.915708483679527
203,2,12359,-0.0237457535500398,0.137633383553479,0.863120519018163
204,2,13061,0.00886526053756564,0.137628248279369,0.948676612740849
205,2,14298,-0.00410542650015278,0.138063060625985,0.976294501479283
206,2,15222,0.0348117507669933,0.139397235772583,0.8029409780109
207,2,17986,0.0232526678827485,0.136960953683225,0.865283641840136
208,2,19770,0.0338283091964153,0.137901768768079,0.806361056867823
209,2,19836,-0.01088222644339,0.137533406257217,0.936978636428197
210,2,19851,0.000225355889191148,0.137937306882003,0.998697374835994
211,2,21595,-0.00448369191953801,0.137367392604213,0.973980001367761
212,2,22385,-0.0113273027908085,0.137496259245676,0.93438914494761
213,2,23441,-0.0133839590664832,0.138831204615313,0.923253990336543
214,2,24209,0.0155776287909313,0.137687369439861,0.909985720124292
215,2,24341,-0.00507810273405163,0.138015280615414,0.970670237969727
216,2,26815,0.029554883710418,0.137841179836143,0.830349132022051
217,2,28209,-0.00347600706917978,0.137896416323261,0.979903795654075
218,2,28695,-0.177316510720296,0.143753504238352,0.218218876292748
219,2,35849,0.863307125270684,1.47621911521078,0.559049336903719
220,2,35850,-3.33988685805361,1.79754952018934,0.0639982302420329
221,2,41245,-0.124448208534603,0.137207813078491,0.365022736670468
222,2,43214,-0.245862201178999,0.13898000578026,0.0777494268092444
223,2,47104,-0.162592647775218,0.135426939408314,0.230714112159054
224,2,50915,-0.15906656688662,0.136774699013179,0.245622216573505
225,2,55834,-0.168872505262309,0.136106798906012,0.215527525558659
226,2,56422,-0.133459549422023,0.136462365614615,0.328746415819148
227,2,57715,-0.15685367596868,0.135940558640433,0.249346308335749
228,2,59046,-0.217651411304269,0.136394581623874,0.111439854327289
229,2,59191,-0.230574322248881,0.135547468882654,0.0898124244727015
230,2,59383,-0.242242492898061,0.135529179062773,0.074733478159727
231,2,59477,-0.220010832382124,0.137692466610983,0.11097281086685
232,2,59755,-0.389921425233561,0.309794818520885,0.208990672321358
233,2,60471,-0.200662332552665,0.135905437865534,0.140705251828331
234,2,60478,-0.186794849197058,0.136117402942376,0.170839271367183
235,2,60786,-0.160282530356268,0.135988272661111,0.239331582906844
236,2,61035,-0.187666825688711,0.135879137469126,0.1681124971232
237,2,61071,-0.149091252633955,0.135395366159405,0.271579580015509
238,2,61675,-0.185244220464759,0.135660351505673,0.172965410820683
239,2,62776,-0.165082954205676,0.141697430696983,0.244790107275756
240,2,62939,-0.16658128035938,0.135493275936366,0.21972453524785
241,2,63527,-0.146669347476731,0.136068992933993,0.281812514741513
242,2,63857,-0.147453019757367,0.136098350720453,0.279357120586615
243,2,65527,-0.261532756053279,0.135160092853819,0.0537906953146474
244,2,67007,-0.248239899981465,0.149012714417086,0.0966209437811067
245,2,67023,-0.499568162609313,0.308213560458638,0.105942540618618
246,2,67024,-0.542934001561892,0.309141506284289,0.0799105221727837
247,2,67976,-0.263044730048416,0.137119166226914,0.0558709871858931
248,2,69628,-0.0956689596513816,0.140022900611614,0.494904678717062
249,2,71825,-0.222256330706025,0.270687417087522,0.412154213199035
250,2,72389,0.0253297011936373,0.136975441836883,0.853396821189542
251,2,72392,0.108803559265164,0.13779188513287,0.430278386972967
252,2,73646,0.015094401479382,0.135083638806876,0.91109215846738
253,2,74564,0.02431054463926,0.134814575559963,0.857000287679305
254,2,74739,0.0367763411377797,0.13524992126336,0.785847143557283
255,2,79931,0.229068120205556,0.151972657551395,0.132628609071227
256,2,80748,0.119353292887243,0.140532201104767,0.396292772930612
257,2,80873,0.217938930054275,0.135089699259365,0.107574969828427
258,2,81501,0.170997024011022,0.135258353568466,0.2069833107552
259,2,83526,0.131358072213137,0.135173225539003,0.331827484523741
260,2,83845,0.204744262572806,0.13504357516546,0.130380221377973
261,2,84412,0.232975907095451,0.341205457793118,0.495179559055431
262,2,84412,-0.00166526444731885,0.170971479291002,0.992234218936776
263,2,84447,0.181277644168581,0.136872683539947,0.186218670331927
264,2,87391,0.187571848240911,0.134514331704402,0.164062441674366
265,2,87562,0.196049059523526,0.134822448079851,0.146799418434094
266,2,87849,0.206309096663103,0.13476622104737,0.126698018586913
267,2,87878,0.22870301380871,0.13524718106175,0.0917194110261831
268,2,88125,0.19680404229693,0.15064056122961,0.192250849464428
269,2,89785,0.231739493579539,0.13524773608043,0.0875087372023556
270,2,93441,0.100108558037463,0.139761683347758,0.474291795151248
271,2,93588,0.143814550140802,0.144571692942421,0.320533004468636
272,2,93721,0.103438143520214,0.135286919190541,0.445030414007023
273,2,93952,0.0979095246744722,0.1349109932262,0.468482584780666
274,2,95085,0.126193597036926,0.135033090878873,0.350665108301821
275,2,103188,0.225464731112419,0.137961125573926,0.103095145378999
276,2,107124,0.228089839473341,0.134721416946559,0.0913285618725928
277,2,111645,0.30853813172794,0.134354029840271,0.0222349626984422
278,2,111916,0.283759984230802,0.13482971128019,0.0360343647187283
279,2,111931,0.332705811346108,0.134721600941949,0.0139995959336583
280,2,111999,0.323783220681158,0.134291232442362,0.0164167519488387
281,2,114528,0.308453601422687,0.135178304315559,0.0230942130985395
282,2,116024,0.321064439882997,0.135421449413626,0.0182834805305173
283,2,119244,0.243426597333103,0.148197971671701,0.101360907487029
284,2,119246,0.303005428455352,0.149482673874066,0.0434107869337444
285,2,119247,0.309428261742645,0.150537495638854,0.0405669339053823
286,2,120090,0.180972929828815,0.135614650713093,0.182911832784856
287,2,120291,0.21796948496623,0.137020791216937,0.112554950469536
288,2,120726,0.194748968684668,0.136323054949884,0.154007976705755
289,2,121716,0.275772338616009,0.135770191489747,0.0429866102186051
290,2,123100,0.16445647817845,0.136469239976053,0.228979304949056
291,2,124677,0.18546210934155,0.136204058058983,0.174177103841332
292,2,127636,0.115633231831421,0.172609842475026,0.503352501436144
293,2,127887,0.197102072114378,0.137096791784627,0.151409161336117
294,2,128935,0.202884050338895,0.136942511459768,0.139358218425715
295,2,129053,0.213124702791213,0.137318015335465,0.121545834557573
296,2,130040,0.187501482590056,0.138267039955061,0.175939781975485
297,2,130976,0.157818493169591,0.137240765177612,0.25094749652072
298,2,132199,0.218063968866636,0.137646399447748,0.11403613552271
299,2,133355,0.254446739026655,0.138408296470572,0.066846762200983
300,2,133435,0.286002993381122,0.13853598687133,0.0397035056729419
301,2,133943,0.292384670725057,0.162427506392196,0.0726995549848426
302,2,135183,0.148823362466676,0.139221837045953,0.285815570856183
303,2,135402,0.178060338192998,0.139103456574331,0.201365685214474
304,2,135898,0.229744698552331,0.139630943928689,0.100783425520448
305,2,135912,0.231136589320513,0.139728369388115,0.0989787835285401
306,2,135925,0.241915256536112,0.139038557880303,0.0827455035297798
307,2,136002,0.260563287884606,0.138838070066672,0.0613781062417757
308,2,136173,0.215724904434755,0.140046256181667,0.124362873571294
309,2,138209,0.218624736459009,0.144168013124954,0.130298550602581
310,2,138318,0.246430888185835,0.143628220342114,0.0870842530910279
311,2,138695,0.230817572960524,0.141220565792652,0.103056399030124
312,2,138818,0.238219100986345,0.140924738518129,0.091834327742267
313,2,139728,0.183750678274901,0.140901286668408,0.193046028133228
314,2,140174,0.18763226017744,0.140886794499553,0.183786995743464
315,2,140863,0.196942242060413,0.140793505943121,0.162750334900031
316,2,141152,0.178332807036772,0.141262342081989,0.207630036457289
317,2,141292,0.192585837725495,0.140188636816873,0.170387285648492
318,2,141545,0.187184834856097,0.140895796913394,0.184860013395997
319,2,145823,0.296950897303659,0.145778424251554,0.0423954894542213
320,2,145934,0.365579818266737,0.240819518515941,0.129892928114313
321,2,145980,0.240020917445645,0.147432481921353,0.104415833897753
322,2,146723,0.12890222356739,0.140825809718264,0.36064274912892
323,2,147946,0.166221435064154,0.142009057981872,0.242589875166248
324,2,150394,0.21650687875502,0.154567500019144,0.162174129612496
325,2,151274,-0.035105690954282,0.24279309445925,0.885116336586141
326,2,151397,0.0506961011849165,0.142614561006685,0.722445089035036
327,2,153035,0.0589517964120236,0.141052404354127,0.676243263935766
328,2,153228,0.00542925113672088,0.142116512931062,0.969547570364884
329,2,153455,-0.0132230252461361,0.143187728740505,0.926474355162697
330,2,153732,0.148887509158785,0.147831473261703,0.314555670973642
331,2,153815,0.0126968874250248,0.142638483742099,0.929120899142265
332,2,154160,0.0294623859603105,0.141136814874882,0.834763388455176
333,2,154235,-0.000410637269085745,0.142554969485722,0.997703280873329
334,2,155527,0.121163917209533,0.154592674240663,0.433705134122953
335,2,159870,0.0659451473215039,0.138910144121919,0.635271274785122
336,2,161229,0.0905038893570611,0.141005042538988,0.521388057267895
337,2,161451,0.102362726981529,0.302057629208073,0.73489804113829
338,2,161451,0.132584812419418,0.302993328450107,0.66195600263948
339,2,162696,0.129386364006549,0.140311334925624,0.357086598349783
340,2,163284,0.117109727246343,0.138478465000787,0.398299079702737
341,2,164166,0.173187472490497,0.139601755685115,0.215583974840072
342,2,165270,0.205839284933098,0.138295912840669,0.137538887059485
343,2,165675,0.176045015152723,0.140710251061321,0.211720258405242
344,2,166404,0.0207493964910697,0.365486878308697,0.954758992731712
345,2,168012,0.180532904531304,0.170193595067126,0.289528613459108
346,2,168062,0.20439784198578,0.13933061041711,0.143266699136145
347,2,168518,0.184120893820781,0.138608485164397,0.184919907504007
348,2,168980,0.191180466841592,0.138515261643731,0.168394722339404
349,2,169651,0.152052690262276,0.138718606435184,0.273772074485363
350,2,169902,-0.00544177508687671,0.232258586358643,0.981320663244689
351,2,169960,0.129682870857049,0.216230603488822,0.549062043968866
352,2,170725,0.118148250972185,0.139059717883128,0.396110902210844
353,2,171254,0.145422033322797,0.139212093593691,0.296919095055961
354,2,172242,0.126436673154921,0.137614528030386,0.358841066687795
355,2,173254,0.0506205335268497,0.136696629758224,0.711371411863813
356,2,173340,0.0503630563834072,0.136680350028914,0.71274124375125
357,2,173385,0.0386649296336676,0.136817056832297,0.777646706750692
358,2,173973,0.0559085206825,0.136436588453467,0.682218392834417
359,2,174714,-0.0510728191855132,0.349904632123039,0.884034612090456
360,2,177341,0.142895761527178,0.135791222907506,0.293372758379957
361,2,180314,0.127049161468016,0.13588152535819,0.350427704877715
362,2,180339,0.108390801722918,0.136271334215842,0.426912878416118
363,2,182758,0.0515234783018929,0.135876579944987,0.704772373149381
364,2,183619,0.0340077145839416,0.136427415464057,0.80329434850543
365,2,183913,0.0848297773894501,0.139822232663099,0.544441770902429
366,2,184146,0.0697266262702265,0.140784492650999,0.62071624053481
367,2,187176,-0.0803175440094128,0.137115609065685,0.558407660360236
368,2,191066,-0.102474640792297,0.138100072475818,0.458561515853497
369,2,191124,-0.0411189395527285,0.174605031447143,0.813959664286971
370,2,191128,-0.0259524465591459,0.160739455381142,0.871826155616113
371,2,191599,-0.0812269778849535,0.136224154773982,0.551374085960063
372,2,191762,-0.0840749106205022,0.141616887738834,0.553107343484947
373,2,191763,-0.0545749293581491,0.136801698247446,0.690182620662098
374,2,191959,-0.070480552543537,0.136447110030511,0.605799916977818
375,2,192390,-0.0777982320847739,0.140204178468077,0.57931968723357
376,2,195759,-0.05892766676005,0.137634982328545,0.66880698945799
377,2,196912,-0.0320149472364678,0.135433201245035,0.813267774137075
378,2,197598,0.03132457003582,0.442327995135512,0.943583093584927
379,2,198110,-0.0482474773979555,0.136231396908855,0.723431719492023
380,2,198283,-0.0795164482692483,0.140477565129663,0.57172369106766
381,2,198805,-0.0668610834185057,0.136796207232908,0.62531218482698
382,2,198891,-0.0473056613332259,0.135753223517266,0.727696434509049
383,2,199248,-0.0516813517781964,0.136058851826944,0.704288479036357
384,2,201782,-0.000980170325745211,0.135919412781512,0.994250252490837
385,2,203285,-0.0168891366816487,0.135389481445797,0.900796578811362
386,2,203783,-0.0521162096944111,0.135072448528891,0.69984838228603
387,2,204179,-0.0565675905531724,0.135394362843799,0.67634830940598
388,2,205406,-0.0112844982428238,0.136817945714578,0.93431319840673
389,2,205834,-0.0452986830918228,0.136142616435281,0.739535887153348
390,2,205965,-0.098833543486394,0.148691549710703,0.506683814337485
391,2,207192,-0.0840123505412933,0.135963128343207,0.537036132560555
392,2,207561,-0.0443582541719129,0.135414760492726,0.743428528263845
393,2,208682,-0.120417046997929,0.135055509606262,0.373208535319321
394,2,210102,-0.0376964285086095,0.135541833417444,0.781085711549029
395,2,212519,-0.34354395752457,0.287933909767697,0.233617897994844
396,2,214801,-0.151397782349452,0.135310503597782,0.263947194807283
397,2,215016,-0.0870270731034249,0.135393679693753,0.520790248710808
398,2,218876,-0.154763370658573,0.136625382016043,0.258085079435649
399,2,227511,-0.269675812613772,0.137092900452804,0.0499541757529465
400,2,230378,-0.112791849503329,0.13597269252111,0.407371720751969
401,2,231943,-0.135162142122206,0.136305663975002,0.322066729349411
402,2,232156,-0.19122246445418,0.136059286615244,0.160771485124537
403,2,232789,-0.183949345991187,0.135603305807569,0.175798939486614
404,2,238524,-0.14010191932243,0.135943258024165,0.303438180586659
405,2,241518,-0.123525807692844,0.13717210255621,0.368459128047038
406,2,250396,-0.228247695715374,0.135851297328523,0.0938169168107751
407,2,250466,-0.228859461861,0.135800020639613,0.0928205740989233
408,2,252305,-0.192594084086691,0.136321772321302,0.158598444687467
409,2,254571,-0.160308045551978,0.138363896757219,0.247403544425957
410,2,254742,-0.155812448775759,0.138253040321496,0.260504098933247
411,2,254908,-0.164918861464392,0.139283180754773,0.237188204827972
412,2,255033,-0.191704427656709,0.163253676458214,0.241077168735648
413,2,255862,-0.158820001788795,0.138461020458308,0.252142913106806
414,2,255975,-0.225400205531907,0.137696366134629,0.10253488576709
415,2,258311,-0.195523169491464,0.135536755168692,0.150024354278219
416,2,259284,-0.157302687058111,0.136136188739893,0.248675287186254
417,2,266330,-0.137651711206602,0.136783786488174,0.314938843960514
418,2,267100,-0.169946252336808,0.136670875288348,0.214519550161866
419,2,268086,-0.155664023531719,0.136729065694713,0.255689974101501
420,2,274614,-0.0898854704636151,0.136063538617178,0.509290792425325
421,2,274729,-0.157248233536011,0.136636200561615,0.250571518779119
422,2,275746,-0.065805457816199,0.136787699732692,0.630759607640608
423,2,277029,-0.0719507097870358,0.136142818868265,0.597488375225074
424,2,277741,-0.129876110247313,0.136074670583705,0.3405103709412
425,2,278218,-0.147609503307744,0.135776938367939,0.277713563298105
426,2,278379,-0.13716144773741,0.139178467662689,0.32504975547916
427,2,279910,-0.127112483949008,0.135787852563379,0.349856073656579
428,2,280616,-0.140324782129633,0.141701307848561,0.322712783669754
429,2,283431,-0.0879980330010794,0.137867970839241,0.523706866715177
430,2,283573,-0.0746827227645717,0.136234763363292,0.583906996301777
431,2,286762,-0.0828171765124081,0.136570494445486,0.544634907910854
432,2,287187,-0.182097163669104,0.135658265733548,0.180354034936008
