SNP,Chr,Pos,Effect,SE,FMP45_HNM1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
65,1,83613,-0.0539664169839164,0.0500809595048826,0.281955488601162
66,1,84112,-0.0671960712398627,0.0500411457571494,0.180194219775068
67,1,84701,-0.0810492041969096,0.0535485856554203,0.131031287942411
68,1,84858,-0.0663299303994276,0.0501863618623041,0.187133155724264
69,1,85751,-0.0685457901348853,0.0503852585700941,0.174560855684239
70,1,87445,-0.0566047553598467,0.0505342322020962,0.263421186020983
71,1,87467,-0.0631577563991298,0.0507778319361399,0.214396415053643
72,1,89070,-0.057697090573845,0.0504771542509034,0.25379919535048
73,1,89616,-0.0628352263791639,0.0501871290117592,0.211391960482349
74,1,89679,-0.0509412777770194,0.0502316859811777,0.311217038640719
75,1,89880,-0.0588812557198208,0.050219862556308,0.241799251668611
76,1,91472,-0.0518953305034104,0.0506157407752295,0.30593293432137
77,1,93789,-0.0880923532816606,0.0499492119431359,0.0786578876265146
78,1,94351,-0.0794989762047486,0.0501225411662422,0.113613722598074
79,1,99148,-0.0704147707606653,0.0500286069697932,0.160162030916575
80,1,101281,0.643552040905734,0.547612289388151,0.240708179318643
81,1,106011,-0.102235462281338,0.0520013690045455,0.050080248776758
82,1,106800,-0.0674490184415288,0.050108027302188,0.179143053300714
83,1,107970,-0.0659099005514241,0.0499646310010197,0.187980305016694
84,1,109000,-0.0715035189571214,0.0500313631603921,0.15383857645235
85,1,112549,-0.0181393275059639,0.0501098016125663,0.717574902334432
86,1,112742,-0.0231449019168405,0.0502992827857793,0.645696322693301
87,1,113050,-0.0198067438871036,0.0502186584129547,0.69351649277801
88,1,113135,-0.0353292148116853,0.0500664854586486,0.480873713643654
89,1,114076,-0.00347951678346574,0.0501014422350725,0.94467120593668
90,1,114628,-0.0138999504491951,0.0502230844872448,0.782123176719699
91,1,116283,-0.0440699805611649,0.0504534042471174,0.382995949701389
92,1,126880,-2.7688349219457,0.936143967295237,0.0033082456186303
93,1,127853,-0.0223776692882194,0.050399787781414,0.657312286615544
94,1,128302,-0.0272327229515663,0.0501992904834075,0.587821804398837
95,1,128704,-0.0315961404894395,0.0502420655493356,0.529835515608915
96,1,128911,-0.0312173042966583,0.0502483031667282,0.534828962428661
97,1,130267,-0.105602779776991,0.0499366098693967,0.0351528282480061
98,1,130271,-0.101487700602076,0.0500207657560639,0.0432174231988263
99,1,130613,-0.0937019758855951,0.0505362446136041,0.0645510453849465
100,1,132012,-0.0853037118393754,0.0504701390399183,0.0918759842179854
101,1,133231,-0.0811446558930895,0.0501286597335376,0.106398916880801
102,1,137074,-0.0756024601449831,0.0500814126139843,0.132042306580883
103,1,137304,-0.0789048429295423,0.0500845044958879,0.116052000584717
104,1,139686,-0.0812106737605693,0.0501403572133359,0.106196853321716
105,1,149562,-0.0777243461209075,0.0502712080498806,0.122976273795829
106,1,150447,-0.0842075632155964,0.0508033226835954,0.098302621935102
107,1,151446,-0.179723351884531,0.102010734259089,0.0789672567848212
108,1,154084,-0.0826200174764108,0.0509688588303118,0.105912617176651
109,1,156633,-0.0808080819167906,0.0516809170405582,0.118808451611215
110,1,157269,-0.080223301653246,0.0500479104289448,0.109844458467332
111,1,160054,-0.0578700953598229,0.0506133106251897,0.25365690292054
112,1,166222,-0.0621188367458961,0.0502231942632891,0.216962932933604
113,1,166416,-0.0556106518404181,0.0501424396571038,0.268162070048959
114,1,167326,-0.0535691570079644,0.0504346263513587,0.288893531946479
115,1,168836,-0.0652857160240788,0.0501555416707677,0.193879724412609
116,1,171200,-0.0356936682482023,0.0503152046828158,0.478543810973551
117,1,171431,-0.0276053837155181,0.0506440930889818,0.586038620846155
118,1,173339,-0.0306563546252132,0.0502449075733635,0.542162613162556
119,1,173845,-0.049872876345898,0.0501595336698467,0.32076515337307
120,1,175121,-0.0379997161318899,0.0500893143121167,0.448574656776049
121,1,175281,-0.0419737166734539,0.0501229782084837,0.402926121997164
122,1,175315,-0.0405640748493336,0.0501104573826783,0.418776809384417
123,1,175523,-0.0456738984953968,0.0503825191595327,0.365267124071068
124,1,175541,-0.041384637355405,0.0501869585268429,0.410150235189685
125,1,175653,-0.0370196691845221,0.0503556992780734,0.462728093924262
126,1,175805,-0.0668375500939425,0.0531255596808902,0.209185202243287
127,1,175818,-0.0607300338300558,0.0519207825760305,0.242924088262968
128,1,175856,-0.046700189096989,0.051165842120943,0.362011702193525
129,1,175876,-0.0470188878072294,0.0503790141013466,0.351301449905552
130,1,175989,-0.0339986349362818,0.050552672786517,0.501680719070704
131,1,176001,-0.0395559200185581,0.0508050282469428,0.436747107507063
132,1,176451,-0.0329415855864082,0.0514299784492677,0.522254493482328
133,1,177692,-0.0261103763991977,0.0501376898743446,0.602851119486862
134,1,178191,-0.0208612902595784,0.0501944686869054,0.677948411593735
135,1,178224,-0.0261103763991977,0.0501376898743446,0.602851119486862
136,1,178960,-0.0133774475109388,0.0505525280472748,0.791453031908315
137,1,179139,-0.0515856712742604,0.100165946168624,0.606873888514109
138,1,179139,-0.265281137899689,0.201318188592748,0.18845171695435
139,1,180955,-0.0227775923081524,0.05804814064082,0.695005840678081
140,1,183802,-0.0357449125555076,0.0501271714080015,0.47626454936658
141,1,183954,-0.0548452790788199,0.0504440731644168,0.277668500894944
142,1,184450,-0.0321918780064975,0.0500567418664865,0.520571719200489
143,1,184641,-0.0311333879017083,0.0515169567231543,0.546010597689469
144,1,184718,-0.0229392177764065,0.0503558336099732,0.648999144555832
145,1,185296,-0.0156260894753642,0.0501500502597511,0.755538571199221
146,1,185438,-0.0254852713225875,0.0501409700438668,0.611579796387022
147,1,185469,-0.0224041881130258,0.0502175484711292,0.655767768908145
148,1,185503,-0.0298510075814092,0.0500765863262953,0.551485734666997
149,1,185705,-0.0239242640883057,0.0506457361848175,0.636944221529108
150,1,185749,-0.0402408076632123,0.0506164471637206,0.427139292930199
151,1,185806,-0.0313458673427264,0.0507019468734011,0.536817183184381
152,1,185879,-0.0338026699966399,0.0509427593644081,0.507416472492395
153,1,185916,-0.0382774937028743,0.0509105880572567,0.452637921171972
154,1,185941,-0.0366597231729334,0.0511360744030216,0.473906591945551
155,1,185954,-0.0302208962445581,0.0512975231285846,0.556151067098752
156,1,186055,-0.032479407819381,0.0502687217657913,0.518624274177329
157,1,186896,-0.0162464572905537,0.0511157500854587,0.750796802664687
158,1,187697,0.126149261518775,0.104044388055376,0.22614863388246
159,1,189392,0.0406443658592286,0.104785108066015,0.698336384786813
160,1,189416,0.183011321770804,0.100913073633556,0.0705954454878991
161,1,190132,-0.00123878305992758,0.0503621974642329,0.980389929363877
162,1,190148,0.000117503767693677,0.0503774292101385,0.99814027862036
163,1,190165,0.0148936731267964,0.0507583520679307,0.769371197156764
164,1,190169,-0.00216039235854781,0.0507011069789121,0.966036229147219
165,1,190933,-0.0320451840828112,0.0502611502407236,0.524164584949368
166,1,192149,-0.00063158616688791,0.050701226224574,0.990068030652818
167,1,192302,0.0171173498208512,0.0669385938882467,0.798318153266806
168,1,192303,0.0195210462644706,0.0604345624282932,0.746877937808381
169,1,192305,0.0222712537045262,0.0628002902427226,0.723073949839508
170,1,192315,0.0325600520130052,0.0712329825974489,0.647885825848099
171,1,192795,-0.0606752416576921,0.0500908826767166,0.226589531310228
172,1,194020,-0.0497831861446857,0.0528039020920735,0.346431217837314
173,1,194187,-0.0452046840626003,0.0501788131161672,0.368270616774512
174,1,194867,-0.0109787645139438,0.0502057226211175,0.827029159714258
175,1,197325,-0.0302816604945602,0.0514090427728753,0.556215391436863
176,1,197392,-0.0447849470089392,0.0520408716501516,0.390057608499567
177,1,198857,-0.179392783504885,0.240563324790856,0.456333093263891
178,1,206666,0.130042313662486,0.0560421736496161,0.0208867194812235
179,1,206675,0.160633475241649,0.0730175159876654,0.028459361561496
180,1,223051,-0.0509822483635417,0.0581221653250372,0.380998079102341
181,1,223059,-0.0565544397353333,0.0603443056572456,0.349298512766737
182,2,7366,0.157167282274719,0.0723396266130267,0.0304729286460083
183,2,8180,-0.00932299784643131,0.100259033344923,0.925964968712988
184,2,8187,0.0881931211454239,0.104155085034425,0.397709209531645
185,2,8250,0.0120221518715669,0.102716280784914,0.90689307896527
186,2,8253,0.00519458436490527,0.102717901734154,0.959695684942532
187,2,8285,0.0554075442721168,0.055611048041493,0.319767163356347
188,2,8302,0.0247155162459994,0.0521120302650381,0.635595917645113
189,2,8306,0.0247155162459994,0.0521120302650381,0.635595917645113
190,2,8314,0.0151832907599986,0.0510528473426421,0.766333481990389
191,2,8317,0.0205670650742272,0.0522122311153989,0.693883273003735
192,2,8328,0.0206233786710238,0.0519784758066389,0.691778553362064
193,2,8331,0.0159013515401772,0.0518854223113576,0.759427118373371
194,2,8498,0.0258827391871831,0.0509658501421888,0.611879394770031
195,2,8651,0.0292934049179301,0.0510083790439294,0.566139952788246
196,2,9418,0.331673213741789,0.1285820575611,0.0102991582571458
197,2,9812,0.0343554184516471,0.051302847965016,0.503512917048709
198,2,9932,0.0412586942497397,0.0510859200570472,0.419845542652165
199,2,10135,0.0608129355434869,0.0508343335344774,0.232383760923363
200,2,11616,0.0336767218289486,0.0508516293829457,0.508240232587274
201,2,12133,0.0609687143334558,0.0509823237564121,0.232546277467428
202,2,12194,0.0540524121995688,0.0512022759423391,0.291843592378452
203,2,12359,0.062334909031851,0.0510253473221551,0.22265674686934
204,2,13061,0.0472472921967805,0.0510674546296504,0.355497153164055
205,2,14298,0.0627776712865403,0.0511816799196277,0.220803531549224
206,2,15222,0.0306960080625955,0.0517650120239219,0.553569182832591
207,2,17986,0.0408979132902148,0.0508366271991536,0.421651485566016
208,2,19770,0.0319299842270865,0.0512068192549832,0.533326207931069
209,2,19836,0.0319365374382483,0.0510659695343073,0.532114194541082
210,2,19851,0.0397514924959429,0.0512001523198305,0.438036266093487
211,2,21595,0.0273170819258,0.0510114857159773,0.592635525061959
212,2,22385,0.0326958568460819,0.0510508380733714,0.522291170060371
213,2,23441,0.0502302406134115,0.0515072743804561,0.330125529856286
214,2,24209,0.0343141924740363,0.051119308748104,0.502495842572122
215,2,24341,0.0570606250398649,0.0511828894417116,0.265678310632098
216,2,26815,0.0192950065589834,0.0512011734468725,0.706513768430228
217,2,28209,-0.024281750702087,0.0512123991134991,0.635694555819448
218,2,28695,-0.00591411982465395,0.053518611634418,0.912071007626038
219,2,35849,0.37932333693531,0.548310920446643,0.489515583978573
220,2,35850,0.528917973886787,0.670458168012387,0.430705603796664
221,2,41245,-0.0187406155735128,0.0510224528022452,0.713614351479032
222,2,43214,-0.0232557054176198,0.0518448023127109,0.65402151464887
223,2,47104,-0.0175387621420512,0.0504052158108496,0.728081148255666
224,2,50915,0.0287025059274906,0.0508862626138078,0.573076820594814
225,2,55834,0.014370319698187,0.0506681742173518,0.776870717106103
226,2,56422,0.000714381443642276,0.0507645274622228,0.988780127275537
227,2,57715,0.0207545317366856,0.0505851397314411,0.681842787181955
228,2,59046,0.0222146055124234,0.0508394089599021,0.662410133306676
229,2,59191,0.0161511765152604,0.0505546804930964,0.749552031343879
230,2,59383,0.0105035548733645,0.0505734600434419,0.835591518644481
231,2,59477,0.00570010294887965,0.0513366439940808,0.911652642378135
232,2,59755,-0.0237373036258943,0.115340125906942,0.837063706425647
233,2,60471,0.0102674694800274,0.0506417201361006,0.839449397501367
234,2,60478,0.014286259170878,0.0506967583600851,0.778263320660719
235,2,60786,0.0195537117403463,0.0506083918143341,0.699453289871139
236,2,61035,0.0104341772040615,0.0506123944021816,0.83678592336486
237,2,61071,0.00417529116509385,0.0503853393286588,0.93400411722695
238,2,61675,0.0100342259651894,0.050528063782417,0.842700001273231
239,2,62776,-0.000974649590092524,0.0527418197263082,0.985266663954383
240,2,62939,-0.0220642890617966,0.0504298695897513,0.661998782454957
241,2,63527,-0.0265968864986235,0.0506130974963177,0.599569644842727
242,2,63857,-0.0452571732346297,0.0505873517958768,0.371592262500378
243,2,65527,-0.0526114669173314,0.050399970419226,0.297255738817718
244,2,67007,-0.0243212794121822,0.0555604777221981,0.661839406745089
245,2,67023,-0.0438251319402814,0.114903266763817,0.703129302378124
246,2,67024,-0.0606996365995878,0.115301792368176,0.598912171407237
247,2,67976,-0.0282551743243893,0.0511826627173451,0.581266297185474
248,2,69628,-0.0552970391410008,0.0519697602753186,0.288045412296802
249,2,71825,0.0321251476872764,0.1006421063168,0.749762251878194
250,2,72389,-0.00363509406533846,0.050888611585745,0.9430941016404
251,2,72392,0.00976892783534355,0.0512323741634089,0.848886859441468
252,2,73646,-0.000226561792957103,0.0501845940341481,0.996400457827911
253,2,74564,-0.0138331028227991,0.0500806456340796,0.782543394196573
254,2,74739,-0.0182695107789864,0.0502413347542053,0.716348223660958
255,2,79931,0.0293103364132198,0.056617900837507,0.605001119137671
256,2,80748,0.038261791478538,0.0522214737375545,0.464237952767126
257,2,80873,0.0160623091155542,0.050363377369668,0.749969473021905
258,2,81501,0.0220064938579173,0.0503486183161424,0.662318864051699
259,2,83526,0.00462518863850342,0.0502835124935605,0.926764350104105
260,2,83845,0.00487627492061199,0.0503312346842916,0.922873756181349
261,2,84412,0.19444637450898,0.126418931887084,0.124917283103686
262,2,84412,-0.0361471010261806,0.0634869407970703,0.569472082352265
263,2,84447,0.029814592701762,0.0509498131347059,0.558803448772537
264,2,87391,0.0257778997047502,0.0500908669219627,0.60713871680524
265,2,87562,0.0253581370497464,0.0502183283757962,0.61390356222253
266,2,87849,0.0235592240138646,0.0502160510153327,0.63924687358257
267,2,87878,0.0328760822877789,0.0504172005279857,0.514773484180689
268,2,88125,0.0679558874731051,0.0559815302020423,0.225598062163397
269,2,89785,0.0311680472730687,0.0504258995113595,0.536910626510543
270,2,93441,0.0247637413287204,0.0519426045785191,0.633833706975133
271,2,93588,-0.00801590338864695,0.0537820643978269,0.881603886281393
272,2,93721,-0.00459017944972069,0.0503002323561922,0.927341233115291
273,2,93952,0.016578476611993,0.0501491839790281,0.741155478267083
274,2,95085,-0.025970723100612,0.0502079235582576,0.605296234449781
275,2,103188,-0.0221067519520876,0.0514327649930839,0.667589953739661
276,2,107124,0.0255676885621555,0.0502335053826543,0.611086471942224
277,2,111645,0.0240558293336894,0.0502678117872345,0.632552679444497
278,2,111916,0.0243456442929368,0.050385982342306,0.629265430093902
279,2,111931,0.0271940951810144,0.0504589576626564,0.590271464161445
280,2,111999,0.0295341870091948,0.0502738678863864,0.557266370180195
281,2,114528,0.0229311031097586,0.0505731586747266,0.650521786090585
282,2,116024,0.0409533109706589,0.0506612987330745,0.419419370099833
283,2,119244,-0.00365783042899825,0.0552653540368724,0.947266668190556
284,2,119246,-0.0189818724480296,0.0558460865414123,0.734136851892695
285,2,119247,0.0554883404198039,0.0561809435726394,0.323989842848725
286,2,120090,0.0379739782332789,0.0504674432454538,0.452284911881202
287,2,120291,0.0136814050894931,0.0510803029052934,0.78897805819347
288,2,120726,0.0483926420323584,0.0507249886964428,0.340726458949903
289,2,121716,0.00499439964085641,0.0507319592781274,0.921633382207709
290,2,123100,0.00812158039545374,0.0508007992399461,0.873074041484277
291,2,124677,-0.0136025289726724,0.0507274895317718,0.788741203473694
292,2,127636,0.0681310904164945,0.0640629303870816,0.288281070887087
293,2,127887,-0.0289345330436507,0.0510572694017268,0.571273128465248
294,2,128935,-0.0271553662455759,0.0510117303150068,0.594828395522692
295,2,129053,-0.0435620272765932,0.0511350061201458,0.394845913296769
296,2,130040,-0.0500045152116319,0.0514311505808654,0.331586330310066
297,2,130976,-0.0494890081568506,0.0510125309583229,0.332643775741395
298,2,132199,-0.0761449914215233,0.0511569540189644,0.137522864765965
299,2,133355,-0.0531303554423276,0.0515869290982813,0.303753207531507
300,2,133435,-0.067107161187243,0.0516526761345983,0.19472317697905
301,2,133943,-0.0318276907905624,0.0605946271056507,0.599734998816703
302,2,135183,-0.0548291098933175,0.0517224367020669,0.289840111614039
303,2,135402,-0.0462261180259081,0.0517384049279654,0.372220391222997
304,2,135898,-0.0613316696936597,0.0519691485412987,0.238733080904783
305,2,135912,-0.0582714540051336,0.0520176539843887,0.263379651805032
306,2,135925,-0.0676053575425943,0.0517490291019932,0.192264312095966
307,2,136002,-0.0633460349036187,0.0517253975624658,0.221519898371732
308,2,136173,-0.0423520280224041,0.0521531977221166,0.417298949749929
309,2,138209,-0.0651054539393543,0.0536208826976127,0.225490292800483
310,2,138318,-0.074307610300866,0.0534338865358887,0.165208903279998
311,2,138695,-0.086435524265693,0.0524603907953226,0.100317584357803
312,2,138818,-0.0816816232004356,0.0523850600971847,0.119832284354134
313,2,139728,-0.0738835525144034,0.0523233486092904,0.158814080696542
314,2,140174,-0.101303611879628,0.0521931485676291,0.0530616329168248
315,2,140863,-0.0836244658767269,0.0522604976506163,0.110460589645195
316,2,141152,-0.0971340241373175,0.052342735959652,0.0643252242518967
317,2,141292,-0.105148391631239,0.0519184893189978,0.043592884910858
318,2,141545,-0.0918620699930287,0.0522453424921941,0.079566017569526
319,2,145823,-0.0637602001122688,0.0543683879588826,0.241689260587861
320,2,145934,-0.153307995886365,0.0893845767233521,0.0871952110410022
321,2,145980,-0.084554020685344,0.0547920404857145,0.12368289418661
322,2,146723,-0.0663086002637862,0.0522599452707758,0.205340358057349
323,2,147946,-0.0645716672884259,0.0527469422373412,0.221701327686969
324,2,150394,0.00976430879696322,0.0575789963202196,0.865436736337146
325,2,151274,-0.0381331469794715,0.0901777128617342,0.67265004103566
326,2,151397,0.0352425506354117,0.0529577255188325,0.506175179670759
327,2,153035,-0.0430213712818646,0.0523640329777487,0.411869111505459
328,2,153228,-0.0148252328995983,0.0527906401146059,0.779004772124277
329,2,153455,-0.0246992636463347,0.053178781634091,0.642606599156814
330,2,153732,0.00539091022414928,0.0549976413091706,0.921971447325746
331,2,153815,-0.0160540192826658,0.0529840456546514,0.762070449138207
332,2,154160,-0.038453381648361,0.0523957472728471,0.463495188162934
333,2,154235,-0.0244841762244269,0.0529432796925539,0.644036035939832
334,2,155527,-0.0311409007090822,0.0574573816843949,0.588172441526487
335,2,159870,-0.0186175316878241,0.051612217998707,0.718524932709917
336,2,161229,-0.0346544604711071,0.052381609800594,0.50867404872356
337,2,161451,-0.0132292513004932,0.112230757050504,0.906233385735574
338,2,161451,0.0497060487849166,0.112561765687359,0.659056948137951
339,2,162696,-0.0279251380726671,0.0521673782822002,0.592780275057197
340,2,163284,-0.017308140789301,0.051488737074953,0.736954524619144
341,2,164166,-0.0185769835194486,0.0519657212829315,0.720942134587084
342,2,165270,-0.00484131758799933,0.0515373885896309,0.92521172815259
343,2,165675,-0.0028427783062458,0.0523895516809902,0.956756870660404
344,2,166404,0.179379688211877,0.135443281017611,0.186230468636713
345,2,168012,-0.0380501979826111,0.063295389308746,0.548124067128148
346,2,168062,0.0231519903495516,0.0519043804920996,0.65583402184061
347,2,168518,0.0154163828898068,0.0516152078389639,0.765360664818844
348,2,168980,0.0148847371572154,0.0515911396719331,0.773123083168001
349,2,169651,0.00373887580692311,0.0516213458824987,0.942301629283179
350,2,169902,0.0377484414826927,0.0862609711582723,0.6619385083021
351,2,169960,-0.0261275981170561,0.0803587713413509,0.745270112871964
352,2,170725,0.00470971687086275,0.0517130120493493,0.927485356655504
353,2,171254,-0.0111823817604635,0.0517938871528722,0.829189169986109
354,2,172242,0.0363496701540573,0.0511484498884423,0.477758003613468
355,2,173254,-0.00121629107939086,0.0507927574615043,0.980909091443861
356,2,173340,-0.00395284515740318,0.0507862160932029,0.938004969096432
357,2,173385,0.00634789885678633,0.0508323011122039,0.900690242339036
358,2,173973,-0.00461429356719706,0.0506977891899538,0.927531758759007
359,2,174714,0.197810630935675,0.129566789241224,0.127729154737078
360,2,177341,-0.0217918302133556,0.0505123261672293,0.666429204185626
361,2,180314,-0.0198474500101862,0.0505315527277644,0.694723921540652
362,2,180339,-0.0073384542260328,0.0506687788092252,0.884926270997691
363,2,182758,-0.0388757884749073,0.0504461486912715,0.441436183549454
364,2,183619,-0.000185895933338731,0.0506873819351147,0.997075837247488
365,2,183913,-0.00238155498316583,0.0519710204022484,0.963475906002513
366,2,184146,-0.0166774011298742,0.0523122191511268,0.750062879348104
367,2,187176,-0.0428765757319219,0.0509122168962621,0.400264827762205
368,2,191066,-0.0109998549143976,0.0513409748422197,0.830475037904454
369,2,191124,-0.0329406891792452,0.0648473436341588,0.611789651772356
370,2,191128,0.0109016747267838,0.0597142555445186,0.855244915930223
371,2,191599,-0.0370437115840506,0.0505944881633923,0.464551299024066
372,2,191762,-0.022371455205919,0.0526236053267277,0.671006728508522
373,2,191763,-0.0109307100843705,0.050830094603336,0.829857148164902
374,2,191959,-0.0197278478298077,0.0506985202784069,0.697421422713979
375,2,192390,-0.0444359362406658,0.0520550043516623,0.393886537248317
376,2,195759,0.00458308847295831,0.0511442271368183,0.928647114940312
377,2,196912,-0.0207553716770236,0.0503054249156471,0.680159587139406
378,2,197598,0.06243307117925,0.164292861549683,0.704165889806702
379,2,198110,-0.0357238576375261,0.0505833686043595,0.480506480918044
380,2,198283,-0.0454817991535842,0.0521550872835677,0.383774307416026
381,2,198805,-0.0183315062815099,0.0508277582026529,0.718569836927569
382,2,198891,-0.027094577917734,0.0504205140156887,0.59134917875834
383,2,199248,-0.0298526536312815,0.0505313551481084,0.555049339134977
384,2,201782,-0.0407578540887584,0.0504475820506248,0.419677957554304
385,2,203285,-0.0505802687666087,0.0502263408791108,0.314602143841776
386,2,203783,-0.05242709177948,0.0501125017346317,0.296190131109885
387,2,204179,-0.0437323532919813,0.0502577046667938,0.384803110273791
388,2,205406,-0.0417518212175673,0.0507798933182961,0.411511453365932
389,2,205834,-0.0539581238586826,0.050503459626145,0.286068156875147
390,2,205965,-0.0468997053174217,0.0552172232177709,0.396252581610494
391,2,207192,-0.0583322441348298,0.050442291176672,0.248293281953457
392,2,207561,-0.0607380609703398,0.0502104036217972,0.227214706172394
393,2,208682,-0.0633053410086951,0.0501165853349464,0.207364817490275
394,2,210102,-0.0444588140216125,0.0503038191523404,0.377402509662091
395,2,212519,0.0139876067080138,0.107180623612738,0.896241241064618
396,2,214801,-0.0549371886020382,0.0502720836507604,0.275228095628025
397,2,215016,-0.0554271858526742,0.0502417779091169,0.270687885831949
398,2,218876,-0.0398521153406701,0.0508043725034748,0.433318051670086
399,2,227511,-0.0368662657475964,0.0511709241442944,0.471722686170265
400,2,230378,-0.0529393546359431,0.0504846318631295,0.295069001087015
401,2,231943,-0.06877217116244,0.0505758841401831,0.174766819271819
402,2,232156,-0.0557921687461188,0.0506003236264551,0.270949893818371
403,2,232789,-0.0652326022119871,0.0503884235328284,0.196306152497411
404,2,238524,-0.0617806285975411,0.0504719765222863,0.221746669168498
405,2,241518,-0.0416363102320148,0.0509699216160639,0.414547949555027
406,2,250396,-0.0934631443664142,0.0504255058809622,0.0646463986088756
407,2,250466,-0.0856292603282192,0.0504469326488338,0.0905000543551418
408,2,252305,-0.0929901262842367,0.0505449086890242,0.0666440563576306
409,2,254571,-0.0936436532237074,0.0512582183015354,0.0685590395075964
410,2,254742,-0.077828494035327,0.0512864455617472,0.130029062553151
411,2,254908,-0.0862621260430494,0.0516428036386158,0.0957343306988851
412,2,255033,-0.0173091126162726,0.0607602618208904,0.775906549163361
413,2,255862,-0.0925028519485678,0.0512984552317365,0.0722048878456393
414,2,255975,-0.0845200248334776,0.0511506878406922,0.0993476348354837
415,2,258311,-0.0772828604553815,0.0503324444350714,0.125569558049088
416,2,259284,-0.0894445065495745,0.0504461485996794,0.0770795002547618
