SNP,Chr,Pos,Effect,SE,PMC1_GTR2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
290,2,123100,0.0307998651176441,0.0515177069084117,0.550323317409071
291,2,124677,-0.023461781354664,0.0514576287993752,0.648710828770054
292,2,127636,0.0353187111544362,0.0650744235878202,0.587649018235579
293,2,127887,0.0034542517257109,0.0518253610345969,0.946896668837804
294,2,128935,-0.00409625388695556,0.0517762355396428,0.936986334609356
295,2,129053,-0.0150332055616424,0.0519281385956054,0.772368599685359
296,2,130040,-0.00510458805981773,0.0522505782855701,0.922230421419847
297,2,130976,-0.0121932367298789,0.0518216235942197,0.81411819250475
298,2,132199,-0.0315255099203064,0.0520388458138435,0.545032074400023
299,2,133355,-0.0416708715427581,0.052371150050569,0.426750609684445
300,2,133435,-0.0565094670789852,0.052445191534858,0.281994658735908
301,2,133943,0.0182645868871623,0.0614949599755556,0.766633952216525
302,2,135183,-0.0522407080072225,0.0524868633553156,0.320267206511146
303,2,135402,-0.0333698705073189,0.0525224986842637,0.525615510688374
304,2,135898,-0.0575726158478305,0.0527422848635313,0.275760617630773
305,2,135912,-0.0567179628555379,0.0527839952822356,0.283319330227594
306,2,135925,-0.0635443715866706,0.0525219683662794,0.227141148419066
307,2,136002,-0.0700692022839962,0.0524589727498922,0.182509430601602
308,2,136173,-0.0482694781612349,0.0529010993425413,0.362155895102339
309,2,138209,-0.058953083414758,0.0544262514120511,0.279470639867186
310,2,138318,-0.0707006803107697,0.0542313189816317,0.193189786458561
311,2,138695,-0.0679912023072473,0.0533072979794674,0.202986015498052
312,2,138818,-0.0661042486085863,0.0532158248672101,0.214990505346634
313,2,139728,-0.0447708104213351,0.0531830379219747,0.400455861647773
314,2,140174,-0.0538332051557711,0.0531592335375357,0.311907428227234
315,2,140863,-0.0327577586529026,0.0531862920224596,0.538353454713488
316,2,141152,-0.0371656722530302,0.0533280865273935,0.486308476024792
317,2,141292,-0.0569643895044423,0.0528942376356753,0.282238544136211
318,2,141545,-0.058706019725528,0.0531473754229735,0.270089945885066
319,2,145823,-0.074990612524501,0.0551245949674665,0.174576500581583
320,2,145934,-0.126881072286182,0.0908149296912258,0.163249393150495
321,2,145980,-0.0750022562195838,0.0556355521670799,0.178490816645125
322,2,146723,-0.0879643195213071,0.0529364837006858,0.0974615938381968
323,2,147946,-0.0820899888480466,0.053451653657213,0.125488100976943
324,2,150394,-0.0834395550340306,0.0582523351341748,0.152919642957717
325,2,151274,-0.0199229501670111,0.0915103142108363,0.827778821789893
326,2,151397,-0.0851807513813621,0.0535725068277381,0.112728003157562
327,2,153035,-0.0570314827743861,0.0530920217674606,0.283466491530417
328,2,153228,-0.0377621732462616,0.0535290494459724,0.480994262818233
329,2,153455,-0.0345576816672013,0.0539397227727224,0.522151343563367
330,2,153732,-0.0644925440666073,0.0556950657187957,0.247664048828627
331,2,153815,-0.0454850581797228,0.0537094700223833,0.397640113058668
332,2,154160,-0.0527294336373914,0.0531265956230795,0.321621710176157
333,2,154235,-0.0386573993271617,0.0536925139946754,0.472015311112385
334,2,155527,-0.0592636833345734,0.0582344954963327,0.3095302787438
335,2,159870,-0.0501555772803861,0.0523067467253284,0.338278524443146
336,2,161229,-0.0487829328157483,0.0531153023198889,0.359018480290189
337,2,161451,0.188119200373731,0.113429242055538,0.0981105226892073
338,2,161451,-0.143967519284692,0.113978149252004,0.207381476302355
339,2,162696,-0.0358527535214259,0.0529155128771611,0.498502702421523
340,2,163284,-0.00944063569898179,0.0522458345001592,0.856709557918663
341,2,164166,2.01574213301026e-05,0.0527333757343969,0.999695223219441
342,2,165270,0.0116946897136512,0.0522862000783385,0.823145926741507
343,2,165675,0.00719970878299625,0.05315268675287,0.892330661887858
344,2,166404,0.0559328994077308,0.13772803555129,0.68490695829303
345,2,168012,0.00179752871204464,0.0642515782924382,0.97769677251562
346,2,168062,0.0544530524313414,0.0525966451991467,0.301239790129655
347,2,168518,0.0357139878896999,0.0523403168157558,0.495470320639138
348,2,168980,0.035913432390416,0.0523150487469289,0.492858762909898
349,2,169651,0.0288784893476806,0.0523522638893821,0.581558613838279
350,2,169902,0.127121029013939,0.0872812882581254,0.146156503381236
351,2,169960,0.0536919618500136,0.0814932165672544,0.51042038655518
352,2,170725,-0.014826793438522,0.0524621183698233,0.777634527013604
353,2,171254,0.0127817951763851,0.0525485578345569,0.807962475514068
354,2,172242,0.0498034552288159,0.0518640529778619,0.337576992196293
355,2,173254,0.0469953642207497,0.0514730596825032,0.36186096971345
356,2,173340,0.050136775424814,0.0514584175090841,0.330566690309026
357,2,173385,0.0600856531414485,0.0514757702060987,0.24389289394096
358,2,173973,0.0502989895772235,0.0513682921908496,0.328159854863963
359,2,174714,0.161300727380592,0.131610570403147,0.221169686307274
360,2,177341,0.0160378167528233,0.0512556360146529,0.754542478083151
361,2,180314,-0.00626184027365817,0.0512788603250443,0.902878630316211
362,2,180339,0.00420362353472248,0.0514090102316178,0.934877366162066
363,2,182758,-0.0332659524179372,0.0511945193408983,0.516247140967109
364,2,183619,-0.0162862495113906,0.0514195392277802,0.751633659999398
365,2,183913,-0.0175804698043962,0.0527210630734063,0.738983571351376
366,2,184146,-0.0194491221147067,0.0530729315247231,0.714241180863732
367,2,187176,-0.0734475283747155,0.0515588385105093,0.155174213679536
368,2,191066,-0.0389564707521707,0.0520520784949037,0.454709214674014
369,2,191124,-0.0754536275758522,0.0656947872122153,0.251520025102244
370,2,191128,0.0761794349184401,0.0604524464286532,0.208445964987549
371,2,191599,-0.0686016602604158,0.0512416331221867,0.18150137005151
372,2,191762,-0.0415911352764241,0.053359081608863,0.43623252844913
373,2,191763,-0.042073834663221,0.0515263777528373,0.414736657605979
374,2,191959,-0.0590643147089072,0.0513530426152627,0.250855760184219
375,2,192390,-0.0976096926566462,0.0526130241685513,0.0643956907072689
376,2,195759,-0.0370881747544685,0.0518533838622617,0.474926869856834
377,2,196912,-0.0654931276741157,0.0509324725551913,0.199327241456821
378,2,197598,-0.127280989971955,0.166586079842021,0.445344641028379
379,2,198110,-0.0805184693574723,0.05117843958077,0.116547759618162
380,2,198283,-0.0878005747269781,0.0527663992142474,0.097010116635125
381,2,198805,-0.0774135766351804,0.0514139323759348,0.133040375622131
382,2,198891,-0.0604089944805606,0.051075902291656,0.237712216478196
383,2,199248,-0.0792131179287631,0.0511203159530385,0.122147330915609
384,2,201782,-0.0649217934876057,0.0511141818851249,0.204873925138537
385,2,203285,-0.0704284096386555,0.0508943670234748,0.167289333826226
386,2,203783,-0.0614149773591787,0.0508173160698076,0.227646903388415
387,2,204179,-0.0458270512970497,0.0509872486183629,0.369374868437275
388,2,205406,-0.034276646286289,0.0515377356267737,0.50643448344936
389,2,205834,-0.0340971902684076,0.0512909226884169,0.506625132496514
390,2,205965,-0.017584956555638,0.0560721766068823,0.754000311808326
391,2,207192,-0.057972888623875,0.0511821022737817,0.258117871398574
392,2,207561,-0.0596103691585912,0.0509496951019359,0.242796397737137
393,2,208682,-0.0535062146553026,0.0508828750837358,0.293722415522103
394,2,210102,-0.0498627695214108,0.0510251506537854,0.329129736768356
395,2,212519,-0.054269500981186,0.108708503585177,0.617935112689794
396,2,214801,-0.0609815272488382,0.0509884905162195,0.232504706504449
397,2,215016,-0.0722884343987685,0.0509173784992866,0.156571626490167
398,2,218876,-0.0719551572844899,0.0514480994965914,0.16281179877059
399,2,227511,-0.077597036982023,0.0517911816845004,0.134957484186662
400,2,230378,-0.0673024096394127,0.05117563560361,0.189321196944663
401,2,231943,-0.0830923894405186,0.0512574960705006,0.105893807250038
402,2,232156,-0.0692318486995404,0.0512946621581127,0.177980608942159
403,2,232789,-0.0699036397959121,0.0511094987274096,0.172268878897613
404,2,238524,-0.0627159031091968,0.0512081784851245,0.221495743050961
405,2,241518,-0.0508567484304034,0.0516915377724595,0.325862834636002
406,2,250396,-0.0392688759293491,0.0513669932193776,0.445093864275183
407,2,250466,-0.0362835699947491,0.0513550440141272,0.48032842073375
408,2,252305,-0.0620751481799172,0.0514215300542639,0.228170311558341
409,2,254571,-0.0783241310692258,0.0520847202110529,0.133531303772724
410,2,254742,-0.0575730021515006,0.0521140894778285,0.270020680833761
411,2,254908,-0.0638884862656187,0.0524928425555403,0.224383221016442
412,2,255033,-0.0420752763477948,0.0616130751396832,0.495120956014595
413,2,255862,-0.0476226081032682,0.0522245215847791,0.362453076950957
414,2,255975,-0.0316446947226103,0.052069992155978,0.543754801290492
415,2,258311,-0.00904889117845142,0.051234712331914,0.859910985066021
