SNP,Chr,Pos,Effect,SE,ERG11_MID2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
210,2,19851,0.0225323369099852,0.0972398468487179,0.816890403298079
211,2,21595,0.010604779368418,0.0968439474220151,0.912865138264957
212,2,22385,0.00621963927122404,0.0969366650581171,0.948877642917024
213,2,23441,0.0444741835320033,0.0978501096262044,0.649738729423264
214,2,24209,0.0768830019097877,0.096986504836559,0.428474260462737
215,2,24341,0.0701511907614227,0.0972307363831436,0.471084507778451
216,2,26815,0.0731364373639225,0.0971078097256282,0.45186369026534
217,2,28209,-0.0301407556393902,0.0972052640210421,0.75668820232083
218,2,28695,-0.0220627750899514,0.101559107147429,0.828146247035686
219,2,35849,-1.08585958980268,1.0396487614666,0.296992634229815
220,2,35850,-0.786464133145844,1.2727848431521,0.537034315790929
221,2,41245,-0.0337285675119349,0.0968289524402054,0.727798934376889
222,2,43214,0.0219374841926182,0.0984088024722647,0.823725171152613
223,2,47104,-0.113611545469616,0.095480853142342,0.234889972065187
224,2,50915,-0.13805148780329,0.0963323289897878,0.152721339061002
225,2,55834,-0.153143712028295,0.0958196559143541,0.110882155870797
226,2,56422,-0.142858205240274,0.0960371144983554,0.137767260202078
227,2,57715,-0.126349887711892,0.0957842883838656,0.187987798925542
228,2,59046,-0.128270142522149,0.0962640215569229,0.183561124708224
229,2,59191,-0.135731835756243,0.0956809096781723,0.156901292157056
230,2,59383,-0.161277760271536,0.0955962667979927,0.0924729630443827
231,2,59477,-0.12611360442239,0.0971935366773955,0.195288840821281
232,2,59755,0.0109908993737005,0.218897335934646,0.959983207393898
233,2,60471,-0.155786746832889,0.0957518152757442,0.10463258837968
234,2,60478,-0.154384085735847,0.095868326820713,0.108209526885043
235,2,60786,-0.158303033461192,0.095691397627321,0.0989538324351334
236,2,61035,-0.146701595971873,0.0957368093083091,0.126333587780252
237,2,61071,-0.177760290925252,0.095149716622257,0.0625601025237189
238,2,61675,-0.155228997630745,0.0955376482766359,0.105098946307955
239,2,62776,-0.188215640466634,0.0995874595778023,0.0595832757312232
240,2,62939,-0.173618818304423,0.0952814138379035,0.0692753695775451
241,2,63527,-0.171034737910273,0.0956556162491043,0.074629394545971
242,2,63857,-0.169349800582132,0.0956865594082458,0.0776171790399403
243,2,65527,-0.167418762351891,0.0953779495162734,0.0800720864851755
244,2,67007,-0.111541942962367,0.105300450388054,0.290199654767704
245,2,67023,-0.348388134589769,0.217311189171453,0.109790102101726
246,2,67024,-0.28044673647172,0.218388599295168,0.199926818084459
247,2,67976,-0.149563583855948,0.0968464344651336,0.123402564324516
248,2,69628,-0.102731010064949,0.0986314152388263,0.298326314214392
249,2,71825,-0.0397126808546524,0.191007908510003,0.835418213788383
250,2,72389,-0.0148964562253585,0.0965705393705969,0.877497093370751
251,2,72392,0.0169068035850679,0.0972263090971252,0.862050613563249
252,2,73646,-0.0972056951697327,0.0950964250960136,0.307395555237752
253,2,74564,-0.104642727802511,0.0948867429325858,0.270857850988305
254,2,74739,-0.0804954994839028,0.0952663024856407,0.398709677422377
255,2,79931,0.0460515487288322,0.107458597152118,0.668510989499652
256,2,80748,-0.0172633976954391,0.0991735851690308,0.861908239334204
257,2,80873,-0.0140984302724063,0.095587164398784,0.882827171197625
258,2,81501,0.0056363829060592,0.0955737126969813,0.953006031294861
259,2,83526,-0.0428147166744269,0.0953987089245329,0.653853010603501
260,2,83845,-0.00437049705841422,0.0955163290992485,0.963530169494127
261,2,84412,0.160888501112456,0.2405598467786,0.504054691753164
262,2,84412,-0.0781099896852147,0.120464977917536,0.517145152380246
263,2,84447,-0.0371159734091461,0.0967159529904134,0.701385387171507
264,2,87391,-0.0240060093160954,0.0950862561683427,0.800828135417905
265,2,87562,-0.00827141476831289,0.0953344729138041,0.930909842582968
266,2,87849,-0.0321958092454486,0.0953110569153448,0.735716801176234
267,2,87878,-0.0133662019548252,0.0957334474073926,0.889040703463923
268,2,88125,-0.0481947106855238,0.106428704724024,0.65094528861183
269,2,89785,-0.0198245283850994,0.0957409471015382,0.836079064918504
270,2,93441,-0.0443724685361247,0.0985767384596614,0.652892126215673
271,2,93588,-0.0787276683536069,0.10198126481627,0.440641777819549
272,2,93721,-0.0703454257551858,0.0953841788488711,0.461310862337476
273,2,93952,-0.0657416325547869,0.0951202528023732,0.489930354891117
274,2,95085,-0.0511607852748093,0.095278530463278,0.591633331557736
275,2,103188,-0.0186090979762744,0.0976262686335669,0.848936277447329
276,2,107124,0.0508229501704117,0.0953264798086813,0.594267872413363
277,2,111645,0.105909133436137,0.0952592835469542,0.266981400655306
278,2,111916,0.0976746106042512,0.0955094729573349,0.307164531307543
279,2,111931,0.0979475071916294,0.0956551585061777,0.306553129625522
280,2,111999,0.110789998088179,0.0952707874096187,0.245657307811044
281,2,114528,0.103467424299667,0.0958443141736374,0.281085731189791
282,2,116024,0.0906532560950987,0.0961096255950391,0.346209568804266
283,2,119244,0.14687478421037,0.104587899161421,0.161103080199244
284,2,119246,0.111034900612409,0.105833536506438,0.294828379047297
285,2,119247,0.078192256315792,0.10668260676397,0.464079694246048
286,2,120090,0.109426647533148,0.0956734928052126,0.253501955415842
287,2,120291,0.0702350163237124,0.0968746256530485,0.468926558440903
288,2,120726,0.130404883630187,0.0961363772652554,0.175820636878394
289,2,121716,0.0948954991741791,0.0961445579005466,0.324314487082984
290,2,123100,0.140644938025187,0.0961188847958871,0.144291709770055
291,2,124677,0.0434342953324949,0.096249374385955,0.652073259482194
292,2,127636,-0.138339130937345,0.121546256322698,0.255825400332118
293,2,127887,-0.0250973181751619,0.0969280262314175,0.795842205113729
294,2,128935,-0.0462495797267212,0.0968143025726962,0.633149211175692
295,2,129053,-0.0617094695728634,0.0970848477855513,0.525433293969617
296,2,130040,-0.0709405011999832,0.0976603249800733,0.46807471289297
297,2,130976,-0.0667353910192835,0.0968721330047948,0.491337568705348
298,2,132199,-0.116786285434623,0.0971879433996737,0.230303147445871
299,2,133355,-0.127573928662373,0.0978098909494785,0.192979396075517
300,2,133435,-0.138465712633896,0.0979803889023847,0.158478598725973
301,2,133943,-0.0774606310618841,0.114963567121585,0.500889481465304
302,2,135183,-0.110299726005201,0.0981361451274703,0.261799681234566
303,2,135402,-0.131664494254594,0.0980466148499266,0.180174776503368
304,2,135898,-0.137932577513816,0.0985449557228807,0.162483779604536
305,2,135912,-0.141546004125356,0.0986036434568028,0.152028773872406
306,2,135925,-0.139657651619807,0.0981620250056684,0.155698728787569
307,2,136002,-0.129702937794239,0.0981268688929322,0.187094626555974
308,2,136173,-0.133250561115789,0.0988111541494359,0.17835006589474
309,2,138209,-0.107563516251901,0.101809647915515,0.291455063738698
310,2,138318,-0.130344238869301,0.101443796426736,0.199672773356509
311,2,138695,-0.131560747320158,0.0996923807638374,0.187801429123215
312,2,138818,-0.102290586612439,0.099606041150616,0.30514641860953
313,2,139728,-0.072674272509049,0.0995007294106597,0.465636683513153
314,2,140174,-0.0858357566335306,0.0994710267417931,0.388766129825829
315,2,140863,-0.0888485428857715,0.099423209644151,0.372123456580614
316,2,141152,-0.0692062779532803,0.0997480005567892,0.488256930324169
317,2,141292,-0.10911190038844,0.0989279842977391,0.270803388674328
318,2,141545,-0.0896099708279281,0.0994667484417189,0.368253696331822
319,2,145823,-0.103833942730232,0.103229759664094,0.315175363558175
320,2,145934,-0.199962150330823,0.170000745384314,0.240290485724687
321,2,145980,-0.123483066487341,0.104123698659964,0.236448910921838
322,2,146723,-0.142022944467805,0.099113580708709,0.152762506241509
323,2,147946,-0.142133201359223,0.100026307829858,0.15621165383359
324,2,150394,-0.094137423735527,0.109159194390573,0.389060305360999
325,2,151274,-0.235681074435371,0.170716495665656,0.168293736790103
326,2,151397,-0.0356035768957694,0.100544893029196,0.723470663258175
327,2,153035,-0.00797569578071911,0.0994671129210528,0.936136155826786
328,2,153228,-0.020924635648355,0.100187642755827,0.834682323536293
329,2,153455,-0.0220807376894494,0.100943222084688,0.826975780139057
330,2,153732,-0.0258356433455531,0.104363307008047,0.804622769922755
331,2,153815,0.00351070717991897,0.100562575421968,0.9721707021372
332,2,154160,-0.0513756427346705,0.0994714920408603,0.605838345042679
333,2,154235,-0.0380169299460213,0.100482372016501,0.705402285025015
334,2,155527,-0.0587705475642172,0.109039380694083,0.590237228359643
335,2,159870,-0.0921913317865742,0.0978413948957731,0.346707602110842
336,2,161229,-0.128699503852136,0.0992318723154223,0.195492938861984
337,2,161451,0.389122782307295,0.211979067669978,0.0672480880340154
338,2,161451,-0.462820265816076,0.212246686244346,0.0298745088768123
339,2,162696,-0.115179938604012,0.0988501162780269,0.244725694647821
340,2,163284,-0.0465008769889544,0.0976962681942821,0.634387386051674
341,2,164166,0.000499120732225355,0.0986350106633992,0.995965356718617
342,2,165270,-0.020801785903545,0.0977992585053978,0.831684668153676
343,2,165675,-0.0117115689896673,0.0994199430746299,0.906293927136925
344,2,166404,0.149650203849139,0.257550105972552,0.561575680688958
345,2,168012,0.005965066316997,0.120178922007064,0.960441422895756
346,2,168062,0.0629141540792056,0.0984715925154958,0.523298001972362
347,2,168518,0.0391967269567112,0.0979421429523165,0.689249173864584
348,2,168980,0.0399603723640934,0.0978947493223796,0.683376314554162
349,2,169651,0.072131510915631,0.0978891029588791,0.461691058638431
350,2,169902,0.0173019442258857,0.1637422663136,0.915907598682117
351,2,169960,-0.0507685095894406,0.15249854308805,0.739398760920314
352,2,170725,0.0139134593527129,0.0981359485832776,0.887336716885057
353,2,171254,0.00142150276032615,0.0982975294677462,0.988470183041431
354,2,172242,-0.00852233756348675,0.0971345547270658,0.930135108392719
355,2,173254,0.0191674384854467,0.0963858698433234,0.842485574249923
356,2,173340,0.0291761691526887,0.0963670924902215,0.762250558983874
357,2,173385,0.0334971388870062,0.0964518881250108,0.728577603450403
358,2,173973,-0.00111204683232247,0.096212076434494,0.990784555658497
359,2,174714,0.370399708524332,0.245904870098978,0.132891579908338
360,2,177341,-0.00206417091325939,0.095884210736438,0.982836833918364
361,2,180314,0.0173391419225303,0.0959120053986317,0.856642620336447
362,2,180339,0.0474484240687857,0.096125600201492,0.621889582495701
363,2,182758,0.0687021826763249,0.0957441139056188,0.473502964679282
364,2,183619,0.0862895446345776,0.0960815129998795,0.369751380069532
365,2,183913,0.0599662319580974,0.0985758580212224,0.543362662802857
366,2,184146,0.0343185896147807,0.0992722134733668,0.729772707856476
367,2,187176,0.0184295762490379,0.0967099315186411,0.848975569688074
368,2,191066,0.0614845361331268,0.0973829268537718,0.528208061574349
369,2,191124,-0.111119012597487,0.122965893161375,0.366793464142263
370,2,191128,0.133987497200132,0.113102573172923,0.236950972109371
371,2,191599,0.0130798824009006,0.0960852830436742,0.891797813480299
372,2,191762,-0.00303766784277926,0.0998910847889732,0.975757415355488
373,2,191763,0.012305975292353,0.0964661409937822,0.898563637650647
374,2,191959,-0.000818644951657066,0.0962329756395103,0.993217357793567
375,2,192390,0.00201969135479457,0.0988884510831386,0.983716729336518
376,2,195759,-0.0402337051946958,0.0970356645408703,0.678666090472424
377,2,196912,-0.0445335290582514,0.0954599554692094,0.641134473200777
378,2,197598,-0.721615043826878,0.309473856865632,0.0202759924216443
379,2,198110,-0.0314183143448495,0.0960470629979036,0.743775744725935
380,2,198283,-0.0690335809867628,0.09901493671115,0.486134225667566
381,2,198805,-0.0403847921295601,0.0964514344877519,0.675685663707152
382,2,198891,0.0156728390534356,0.0957202652611523,0.870032798123729
383,2,199248,-0.00997471606073819,0.0959410437295521,0.917254467513277
384,2,201782,-0.040248574443008,0.0958006640439242,0.674647305520037
385,2,203285,-0.0487644302024388,0.0954178086847737,0.609627024525718
386,2,203783,-0.058052406226116,0.0951974349166469,0.542379598576526
387,2,204179,-0.0377628973888819,0.0954568795527794,0.692637906404065
388,2,205406,-0.0252520274024846,0.0964496456351349,0.79361626992906
389,2,205834,-0.0342353205378811,0.0959797208393632,0.721534559086248
390,2,205965,-0.0518701729890046,0.104858338745424,0.62114148640351
391,2,207192,-0.127218853916016,0.095667924534866,0.184444008892948
392,2,207561,-0.0931908103142505,0.0953544130834055,0.329085039499625
393,2,208682,-0.0784587105228557,0.0952311844223307,0.410566168571075
394,2,210102,-0.100956038653147,0.0954176990948739,0.290759273101874
395,2,212519,0.0521238759551323,0.203386400493835,0.797883891506826
396,2,214801,-0.0971449573472167,0.0954243509521653,0.309360389738145
397,2,215016,-0.134219303914603,0.0952422632750903,0.159644223747382
398,2,218876,-0.0347691906346198,0.0964794793173379,0.718779169940024
399,2,227511,-0.0356366265187114,0.0971617070073868,0.714005525493304
400,2,230378,-0.0692745260300472,0.0958846891290084,0.470479339758823
401,2,231943,-0.0684963712094049,0.0961615803581437,0.476746473002198
402,2,232156,-0.0692275945456488,0.096120621757106,0.471868726508643
403,2,232789,-0.0437854754711094,0.0958222697321552,0.647991875128338
404,2,238524,-0.0406891341164285,0.095961059078774,0.671811580841062
405,2,241518,-0.0242915737840685,0.0968101489504881,0.802022181404428
406,2,250396,-0.0490222471460806,0.0961233629614374,0.610375044216976
407,2,250466,-0.0620077215399978,0.0960681364845476,0.519051260459883
408,2,252305,-0.0060295511141969,0.0963790692776568,0.950151657799747
409,2,254571,-0.0131870065462824,0.0977307678148319,0.892742553572814
410,2,254742,0.0319449406111801,0.0976302313714843,0.743708018223901
411,2,254908,0.0322991276769315,0.0983758832441344,0.742861641689583
412,2,255033,0.0492431369887186,0.11529033752633,0.669550253924265
413,2,255862,0.0377414718358919,0.0977775808449145,0.699734304291378
414,2,255975,0.0459106277415104,0.0974144850805831,0.637723650964181
415,2,258311,-0.00909885195168364,0.0958348533679205,0.92441394370717
416,2,259284,-0.0349245522320848,0.0961408002602971,0.716624649463713
417,2,266330,-0.0294693256579511,0.0965594912981707,0.760398682890158
418,2,267100,-0.00484247940045379,0.0965648466047173,0.960033261813621
419,2,268086,-0.0249356841751586,0.0965631093789643,0.796378358628255
420,2,274614,-0.0585300133081673,0.0959349271691897,0.542187325424224
