SNP,Chr,Pos,Effect,SE,SNA4_GTR2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
97,1,130267,0.129600971680477,0.15576180617901,0.405945550201522
98,1,130271,0.126921622521424,0.155953279954853,0.416283021930154
99,1,130613,0.207304877952219,0.157171444539065,0.188033144120535
100,1,132012,-0.0626186667580901,0.157188500393696,0.690600724732592
101,1,133231,-0.143194401539367,0.155922014889352,0.359051246403104
102,1,137074,-0.0657080818218462,0.155846918919595,0.673559484209096
103,1,137304,-0.133914144114374,0.155777364671127,0.390564954002432
104,1,139686,-0.126033143844175,0.156001110525176,0.41969279785991
105,1,149562,-0.177287604688954,0.156216760901622,0.257194738775117
106,1,150447,-0.11815598033549,0.158112425931014,0.455385452459903
107,1,151446,-0.253337408873074,0.317606614661315,0.425612605050802
108,1,154084,-0.125356919993178,0.158586021588078,0.429786156840839
109,1,156633,-0.12999302162237,0.160753604882885,0.419262513082997
110,1,157269,-0.182265689702881,0.155543327701697,0.242067591625376
111,1,160054,-0.111876907483345,0.157213485385266,0.47716756884525
112,1,166222,-0.134158591635977,0.155999251778907,0.390375423694755
113,1,166416,-0.105185653863396,0.155744964019375,0.499882149823811
114,1,167326,-0.122083071863942,0.156596400051273,0.4361467718689
115,1,168836,-0.087264609940253,0.155919248413825,0.576053879492546
116,1,171200,-0.0556164997465417,0.156193967460859,0.721998388546261
117,1,171431,-0.106578600548854,0.157094934392194,0.49794083254981
118,1,173339,-0.0676811795776215,0.155933244019707,0.664524951403179
119,1,173845,-0.103811463054154,0.155747575970499,0.50550355616294
120,1,175121,-0.0964303189636422,0.155451850285608,0.535445576563972
121,1,175281,-0.0865770139513033,0.155600540680296,0.578286140250774
122,1,175315,-0.104014882161561,0.155521249471577,0.504050886782866
123,1,175523,-0.0795098326664231,0.156444261411213,0.611608757152569
124,1,175541,-0.0955664790671929,0.155779755061015,0.53995954236292
125,1,175653,-0.113471652590905,0.156239289484656,0.468155549739531
126,1,175805,-0.150208595517675,0.16500590547528,0.363273596068314
127,1,175818,-0.190489662189155,0.161085451377473,0.237788198908213
128,1,175856,-0.154990109734261,0.158722996963385,0.329494486090536
129,1,175876,-0.0995610224740695,0.15641174924979,0.524842514180528
130,1,175989,-0.0899243156780418,0.156875017149377,0.566858912942506
131,1,176001,-0.0981584244699935,0.157679290171016,0.534002275820514
132,1,176451,-0.0268774891021942,0.159655826092018,0.866407158292189
133,1,177692,-0.119281714290189,0.155490198159678,0.443515012470064
134,1,178191,-0.130987832586117,0.155618180507963,0.40051133621648
135,1,178224,-0.119281714290189,0.155490198159678,0.443515012470064
136,1,178960,-0.101540521872117,0.156769536799456,0.517596343142211
137,1,179139,-0.166398764171904,0.310771040575284,0.592683870135634
138,1,179139,-0.52022028703638,0.625542966262505,0.40618002729168
139,1,180955,-0.2188338103406,0.179765760202538,0.224292780835497
140,1,183802,-0.151941682435172,0.155429106608904,0.328960154301315
141,1,183954,-0.0999229201776917,0.156682213500953,0.524054706657773
142,1,184450,-0.0514748527059515,0.155375658221694,0.74061983415662
143,1,184641,-0.0326102441410371,0.159912644979322,0.838529336919668
144,1,184718,-0.0898595556795177,0.156209550133475,0.565488659437637
145,1,185296,-0.0453442788878801,0.155601039126811,0.770906079055816
146,1,185438,-0.0108230351358291,0.155626036052937,0.944595078451984
147,1,185469,-0.022282978930876,0.155847190724107,0.886387820054872
148,1,185503,-0.0130910880835428,0.15544704526825,0.93293264217867
149,1,185705,-0.0170906145143288,0.157183328329061,0.913478065532414
150,1,185749,-0.0530865838234898,0.157160563197308,0.735725502849706
151,1,185806,-0.08378211213882,0.157332665153902,0.594703911215894
152,1,185879,-0.0702005027954527,0.158112260955239,0.657320756331075
153,1,185916,-0.0206131203637368,0.158080664253285,0.89632723589508
154,1,185941,-0.0622243399373707,0.158738565021857,0.695300242834302
155,1,185954,-0.0535247229599765,0.159211310984188,0.73692983868038
156,1,186055,-0.0325593620380859,0.156049131023832,0.834843262850693
157,1,186896,-0.0543735972449334,0.15859088142016,0.731911997234661
158,1,187697,-0.317729765597196,0.323043089617506,0.326009332813794
159,1,189392,-0.383854019245764,0.324538992218555,0.237697498747033
160,1,189416,-0.414539766120736,0.3137790233665,0.187317042655285
161,1,190132,0.031021284679966,0.15624798912469,0.842737842605836
162,1,190148,0.0455324475761809,0.156285050167182,0.770960648847743
163,1,190165,0.026921355756685,0.157498396617203,0.86437596773858
164,1,190169,0.0518837589956671,0.157284262507374,0.741691939279412
165,1,190933,-0.010553468005613,0.156031815776982,0.946113179554532
166,1,192149,0.046508504212287,0.157289025320266,0.767642088067014
167,1,192302,0.158459054437331,0.207535371268833,0.445658598014852
168,1,192303,0.0855393954013861,0.187480099538206,0.648484658577462
169,1,192305,0.0931200120913775,0.194819375446561,0.632959394378555
170,1,192315,-0.0913505661863585,0.221023371567486,0.679632460958826
171,1,192795,0.202309808335985,0.155364743192753,0.193710573115986
172,1,194020,0.112321120155772,0.163929512583719,0.493680412843103
173,1,194187,0.107556775306725,0.15576130195286,0.490319069803625
174,1,194867,-0.0246051496723669,0.15577613665096,0.874584950330996
175,1,197325,0.0237211319392341,0.159577953805798,0.881915344154145
176,1,197392,0.00835674279250709,0.16163360131431,0.95879557315399
177,1,198857,-0.298492982085396,0.74680397213177,0.689623726866211
178,1,206666,-0.131911806629661,0.175059959478976,0.451637633755387
179,1,206675,0.00504559496295443,0.228095804808585,0.982364326188892
180,1,223051,0.0207386870203126,0.180526137010785,0.908606236923885
181,1,223059,-0.115649449339244,0.187359327300448,0.537461080114311
182,2,7366,-0.0436921106607331,0.225928673283505,0.846765587845563
183,2,8180,0.50103742003887,0.309927931504744,0.106852398525139
184,2,8187,0.730779249298822,0.321138544750533,0.023469404018725
185,2,8250,0.814485664862055,0.315737349979276,0.0102943880662183
186,2,8253,0.830059829269507,0.31562242907619,0.00891447196105739
187,2,8285,0.387636915374937,0.171548170044387,0.0244528140865585
188,2,8302,0.365212334786995,0.160564875903262,0.0235325723797273
189,2,8306,0.365212334786995,0.160564875903262,0.0235325723797273
190,2,8314,0.366531889755461,0.157213494693836,0.0202930703128812
191,2,8317,0.363706676244577,0.160871671889194,0.0243769192879191
192,2,8328,0.351539899702997,0.160218464202977,0.0288774065802237
193,2,8331,0.353397195498649,0.15990154786661,0.0277398234039751
194,2,8498,0.350393361454431,0.157084064785194,0.0263348560309395
195,2,8651,0.353486199881738,0.157213602672664,0.0251642030248681
196,2,9418,0.292012683118061,0.402388143165382,0.468504139097442
197,2,9812,0.372513983818119,0.158037308650643,0.0189623649913276
198,2,9932,0.335529659647552,0.157640080608687,0.0339915782834238
199,2,10135,0.356801514404248,0.156895714555677,0.0235577866628981
200,2,11616,0.36158057613155,0.156695711587848,0.0216030072433977
201,2,12133,0.364778357269543,0.157307111452507,0.0209713020328034
202,2,12194,0.365693702815139,0.157918652954782,0.021146690599836
203,2,12359,0.333856240992913,0.157650145196463,0.0348988391956494
204,2,13061,0.379582954904322,0.157344992932913,0.0163561125780702
205,2,14298,0.342417820877845,0.158090136770796,0.0309827696500558
206,2,15222,0.354041623444904,0.159580291991492,0.0271509626850718
207,2,17986,0.392110839523861,0.15648757384627,0.0126704402565042
208,2,19770,0.368517459638351,0.157749911287802,0.0200459232486045
209,2,19836,0.343153766525747,0.157472253198219,0.0299821254251553
210,2,19851,0.363317976940026,0.157811694804816,0.021903879522671
211,2,21595,0.362247559650981,0.157157095152928,0.0217459675989197
212,2,22385,0.315177243192327,0.157594890063995,0.0462746600522741
213,2,23441,0.26748619346409,0.15938992617177,0.0941955177400936
214,2,24209,0.306904675879327,0.15786395649093,0.0526765337921076
215,2,24341,0.331817848940562,0.158098848081406,0.0365445144273072
216,2,26815,0.360282945888209,0.157730210935643,0.0229545888417504
217,2,28209,0.368090604750887,0.157733010129536,0.020175870370394
218,2,28695,0.252417782454421,0.165508339031711,0.128128033449695
219,2,35849,1.82759351965928,1.69959172582838,0.282968915497817
220,2,35850,-1.81287612020811,2.07979697692298,0.383986259317609
221,2,41245,0.216912261507364,0.157913904339322,0.170434206765482
222,2,43214,0.168812643629895,0.160651366767763,0.294068742540528
223,2,47104,0.0573280675792818,0.156387103291101,0.714153463039757
224,2,50915,0.104590889731456,0.157855578531322,0.508036245284034
225,2,55834,0.0936603192531059,0.157144780374225,0.551548564782308
226,2,56422,0.130473399617741,0.157351750582013,0.407561184696875
227,2,57715,0.123852342518033,0.156847246341311,0.430270043252792
228,2,59046,0.121535752081253,0.157647196246203,0.441261114785788
229,2,59191,0.121750078871132,0.156742568076244,0.437825364476846
230,2,59383,0.131831309849633,0.156764688420622,0.400945061542857
231,2,59477,0.0876568427054525,0.159214389932359,0.582284567735147
232,2,59755,0.354628518814253,0.357384125826401,0.321736003940507
233,2,60471,0.0804049286257366,0.157074702279038,0.609048259497855
234,2,60478,0.0832645968577295,0.157249860782263,0.596787974550551
235,2,60786,0.0973141049018443,0.156968202294538,0.535683691903423
236,2,61035,0.117722541012111,0.156917260548025,0.453621670479714
237,2,61071,0.131294969468119,0.156173633710773,0.401085840023871
238,2,61675,0.0899695127637908,0.15670681468838,0.566247943175633
239,2,62776,-0.0529152650092966,0.163615569115389,0.746574626915893
240,2,62939,0.0535015040328889,0.156483053747818,0.732629852799121
241,2,63527,0.0702142668190333,0.157051988588875,0.655093946220746
242,2,63857,0.0506852303260091,0.157109830404952,0.747181476894135
243,2,65527,-0.00513428059571608,0.156614707535558,0.973866261654008
244,2,67007,-0.0387128749285785,0.172419525049415,0.822477002112679
245,2,67023,-0.134957411266702,0.356506415006586,0.705245647800349
246,2,67024,-0.0890397100771763,0.357850833198722,0.803646307378178
247,2,67976,0.0740986081299692,0.158821774871848,0.641108269405543
248,2,69628,0.117533077112706,0.161381459566394,0.466916744562
249,2,71825,0.210554799575538,0.312101769996094,0.500349235233165
250,2,72389,0.311110630344551,0.157020305397427,0.0483286786940683
251,2,72392,0.273250279351474,0.158297927822736,0.0851905117242518
252,2,73646,0.258008633195797,0.155098795102505,0.0970975641769935
253,2,74564,0.28755939610833,0.154644271944882,0.0637895659021605
254,2,74739,0.329362180289699,0.154922119086584,0.0341980865238142
255,2,79931,0.312092738474294,0.174945710225234,0.0752922255488398
256,2,80748,0.252684051196094,0.161589715803687,0.118775010507623
257,2,80873,0.319912014413674,0.155352414473008,0.0402017634429598
258,2,81501,0.310647331669012,0.155379484234158,0.0463440466815533
259,2,83526,0.262068022123553,0.155389532653053,0.0925786157781208
260,2,83845,0.315827908224372,0.155255221242283,0.0426735610724605
261,2,84412,0.0527232722773965,0.393536635847167,0.893500295265713
262,2,84412,0.330595351146944,0.196281451619427,0.0930091047166205
263,2,84447,0.33126515496479,0.157170541623346,0.035763378786074
264,2,87391,0.281902856189996,0.154747327235723,0.0693470211597685
265,2,87562,0.282290124135384,0.155140616198177,0.0696705366023917
266,2,87849,0.266952081563208,0.155202687158018,0.0863048305119753
267,2,87878,0.258047118050332,0.155917667653938,0.0988088605971101
268,2,88125,0.313821205596614,0.173250278787107,0.0709326472973025
269,2,89785,0.20640318958298,0.156152905046058,0.187090105512256
270,2,93441,0.225920576402256,0.160762843548959,0.160810516370138
271,2,93588,0.25132026039723,0.166335511650925,0.1317025300654
272,2,93721,0.203850162593265,0.155688561004203,0.191268843102694
273,2,93952,0.175954238638243,0.155337706147257,0.258100337311847
274,2,95085,0.243907277365767,0.155295281871069,0.117170711782911
275,2,103188,0.125767828129968,0.159479510953989,0.430866742432833
276,2,107124,0.160383567210367,0.155680611491938,0.303617247219465
277,2,111645,0.247691442634697,0.155456321059469,0.111983721853755
278,2,111916,0.247851042406536,0.155824666106997,0.112600057865691
279,2,111931,0.252322084498208,0.156044346459842,0.106773764463224
280,2,111999,0.247670965920303,0.155501010181932,0.112116013749986
281,2,114528,0.166497518645018,0.156706438990302,0.288743970516764
282,2,116024,0.223390704301775,0.156880088879673,0.155341873137584
283,2,119244,-0.0117652364094851,0.171469307787448,0.945335532120087
284,2,119246,0.0237649649328801,0.173294936053776,0.891001522592013
285,2,119247,0.0613239479993908,0.174520309647694,0.725508617640171
286,2,120090,-0.0252878813823334,0.156702860857006,0.87189059033454
287,2,120291,0.00981790733413457,0.158499854785004,0.950643527895381
288,2,120726,-0.0237777955039226,0.157579874859591,0.880145833810808
289,2,121716,0.0279730381670765,0.157398941722868,0.85904432431023
290,2,123100,-0.0577603836904061,0.157593132012157,0.714199755761026
291,2,124677,-0.0890207781523508,0.157334655975911,0.571885637854376
292,2,127636,-0.294757623739089,0.19846430801807,0.138385398013855
293,2,127887,-0.100234398694142,0.158395375152598,0.527266519770506
294,2,128935,-0.0887782746757106,0.158264849245897,0.575189200413847
295,2,129053,-0.0665447979738054,0.158777845796331,0.67539334545707
296,2,130040,-0.0977473005399161,0.159701969967838,0.540891616914015
297,2,130976,-0.202855235763612,0.158116993091477,0.200353418528467
298,2,132199,-0.141891602462271,0.159040537311351,0.372908204293131
299,2,133355,-0.128273057297465,0.160151338709445,0.423699918206832
300,2,133435,-0.129452392128408,0.160495360914635,0.420451413497125
301,2,133943,-0.0334716472928441,0.188069305961899,0.858844644164347
302,2,135183,-0.124169885186587,0.160596232577585,0.43993295257213
303,2,135402,-0.127283231295644,0.160565026151783,0.42847297054541
304,2,135898,-0.073909445318229,0.161512275320458,0.64751501414459
305,2,135912,-0.0714325646954432,0.161634800770709,0.658804669979146
306,2,135925,-0.073936149302547,0.160898996640484,0.646144357575042
307,2,136002,-0.0998205029004222,0.160738907484818,0.534993679249677
308,2,136173,-0.0691529471748511,0.161922685280315,0.669585893532343
309,2,138209,0.027497890933267,0.166707771858774,0.869080377515939
310,2,138318,0.012165137527909,0.166239220752939,0.941705518378398
311,2,138695,-0.0015478464344405,0.163391198393711,0.992446900833017
312,2,138818,-0.0481344657565652,0.163071461014072,0.768034446253736
313,2,139728,-0.0651476574542766,0.162762268716995,0.689205187769604
314,2,140174,-0.121740787448885,0.16267020032046,0.454723146114553
315,2,140863,-0.0957971935685693,0.162653452333605,0.556261436845267
316,2,141152,-0.0645060827738442,0.163155630269847,0.692812092349052
317,2,141292,-0.0691435763352728,0.161976575541704,0.669731388434915
318,2,141545,-0.0482009432583963,0.162787397484826,0.767329729325573
319,2,145823,0.179041289322968,0.168745843458331,0.28941003050012
320,2,145934,0.0461568898313232,0.278471936776024,0.868448113168722
321,2,145980,0.10919971225332,0.170474273944483,0.522221474647047
322,2,146723,0.0919566789018704,0.162440242284173,0.571688601149823
323,2,147946,0.0947744060092923,0.163925048094329,0.56352680024847
324,2,150394,0.135272177548867,0.178509964984445,0.449085258810574
325,2,151274,-0.583034469646456,0.278135520000011,0.0367737892351189
326,2,151397,0.068009478033896,0.164372795621953,0.679307421927642
327,2,153035,0.0679743296912572,0.162582595636899,0.676134758393093
328,2,153228,0.0575821746315044,0.163780823999804,0.725362516574728
329,2,153455,0.0230939503087053,0.165041300723136,0.888796436991427
330,2,153732,0.191667114257582,0.170335881295,0.261255890192103
331,2,153815,0.0486536998648786,0.164392252989409,0.767433874047999
332,2,154160,0.0209324035140122,0.162686145163484,0.897694105665493
333,2,154235,-0.00223593328443061,0.164314499527139,0.989150692967414
334,2,155527,0.144101553520108,0.178179656681142,0.41920770441126
335,2,159870,0.10553747838979,0.160065941524285,0.510108955589644
336,2,161229,0.0220629743030183,0.162618605025484,0.892157027924732
337,2,161451,0.277303490846696,0.347907364969381,0.425951215836417
338,2,161451,-0.158155865071542,0.349235462320751,0.650925510919501
339,2,162696,0.0484414164100357,0.161902585773607,0.764962758104447
340,2,163284,0.127019366635351,0.159634319166001,0.426747199607541
341,2,164166,0.0677118309103071,0.161220667854501,0.674744820682826
342,2,165270,0.07817919934951,0.159850642269435,0.625091241734624
343,2,165675,0.0937151024039053,0.162470890990294,0.564434340030295
344,2,166404,-0.839131200631737,0.41890249186171,0.0459235595255488
345,2,168012,0.205573425697021,0.196179436948146,0.295408677376324
346,2,168062,0.102652084724445,0.16099413762607,0.524138457300449
347,2,168518,0.0258432152595496,0.160158566762285,0.871902037969501
348,2,168980,0.0528225621550371,0.160063746128223,0.741588512457178
349,2,169651,0.120994233797278,0.160034954081174,0.450124172151642
350,2,169902,0.180928772832278,0.267537458796494,0.499309197294315
351,2,169960,0.0193288738371784,0.249360839475349,0.938258833139965
352,2,170725,0.250332747193792,0.159895407185413,0.118337539656849
353,2,171254,0.212299741906962,0.160311496567115,0.186261819174429
354,2,172242,0.0618851698418169,0.158775373868555,0.696944978912238
355,2,173254,0.0378923112459968,0.157579680621704,0.810109808840317
356,2,173340,0.0296446965566368,0.157565614904178,0.85087351104389
357,2,173385,0.0267007419240909,0.157712229571242,0.865657343367342
358,2,173973,0.0423238836051884,0.157283519036753,0.788015378526954
359,2,174714,0.0368741091248162,0.403321423195549,0.927205873760906
360,2,177341,0.163259575974428,0.15652267365262,0.29764305696096
361,2,180314,0.0762739034340828,0.156763728349899,0.62687688941953
362,2,180339,0.073920965868699,0.157163226672242,0.638398889466345
363,2,182758,0.193812516480083,0.156308637259198,0.215823121780645
364,2,183619,0.168303206016624,0.157010188758893,0.284485840161774
365,2,183913,0.175065460275556,0.160979241945493,0.277556403805067
366,2,184146,0.194162227308966,0.162000908909138,0.231516487303293
367,2,187176,0.0927313150477469,0.158044661089477,0.557752565061099
368,2,191066,0.210360627553833,0.158909800075041,0.186434796951535
369,2,191124,0.208075124496782,0.200967612565564,0.301206555203734
370,2,191128,-0.17992318907718,0.185033901010864,0.331527562719212
371,2,191599,0.0855579720152795,0.157030430911189,0.586200986175634
372,2,191762,0.124749629592413,0.163179711092202,0.445084669292584
373,2,191763,0.0887356765380088,0.15764790192268,0.573878981876417
374,2,191959,0.0592474489501655,0.157302200006146,0.706662027179084
375,2,192390,0.132272600736209,0.161522035405069,0.413388179186097
376,2,195759,0.115264907408726,0.158566116609171,0.467756644693262
377,2,196912,0.0133466708899952,0.15611644579883,0.931918907521437
378,2,197598,-0.517233172205331,0.509104723234844,0.310341326077707
379,2,198110,-0.0230830396810993,0.157048828082905,0.883231698813736
380,2,198283,0.0556889338699917,0.161966390591458,0.731178707628817
381,2,198805,0.0171331406360134,0.157727469998319,0.913561678047098
382,2,198891,-0.00274619552798316,0.156501419751736,0.98600981969572
383,2,199248,-0.00199521836443239,0.156858867427961,0.989858502163044
384,2,201782,0.00164677599871138,0.156666120534202,0.991619230287911
385,2,203285,0.188440509164332,0.155736123096201,0.22708902566458
386,2,203783,0.184440549741762,0.155412981494122,0.236113667777404
387,2,204179,0.176128986324351,0.155817781372643,0.259095238545201
388,2,205406,0.130167729007294,0.157551083197211,0.409252216913967
389,2,205834,0.115330283890388,0.156827926427374,0.462588010653701
390,2,205965,0.101252803916818,0.171410331191205,0.555096624290082
391,2,207192,0.0916631526206621,0.156725334451475,0.559012173954724
392,2,207561,0.113151276763471,0.155991960676931,0.46870806051735
393,2,208682,0.107741751384822,0.155740014111647,0.489514430457237
394,2,210102,0.0946767503501304,0.156166756706595,0.544735627859398
395,2,212519,0.732393723175397,0.330260060995527,0.0272165085760764
396,2,214801,0.0763605104246368,0.156187729856828,0.625214612137276
397,2,215016,0.0762287173322921,0.15609873480505,0.625614684304569
398,2,218876,0.0298637460880741,0.157757810945113,0.849965534286159
399,2,227511,0.0495288807712816,0.158860590692319,0.755395010910517
400,2,230378,-0.0391777475692263,0.156866366737786,0.802924126005202
401,2,231943,-0.0443731068809405,0.157312281418121,0.778054980666524
402,2,232156,-0.0491853632638249,0.157243726918554,0.754619620240329
403,2,232789,-0.0405155922503073,0.156693803231378,0.796121296370738
404,2,238524,-0.0360805041010894,0.156917423507411,0.818276963051186
405,2,241518,-0.0496800874746365,0.158269452205137,0.753785731966534
406,2,250396,-0.137670959684443,0.157041610405745,0.381271464254687
407,2,250466,-0.109600806157769,0.157048643334415,0.48571286694719
408,2,252305,-0.175206424405606,0.1572973342962,0.266099231573413
409,2,254571,-0.152292710147699,0.159580961069295,0.340570268529269
410,2,254742,-0.133355354035112,0.159484538309969,0.403627851952197
411,2,254908,-0.11487211607842,0.160745607171615,0.475315841947963
412,2,255033,-0.0331936894302624,0.188531587361149,0.860344355271295
413,2,255862,-0.120455689788266,0.15976424977045,0.451376476625336
414,2,255975,-0.0979475938957093,0.159230250176885,0.538864006021943
415,2,258311,-0.187472482389292,0.156366847156541,0.231360416325333
416,2,259284,-0.137900702190845,0.157041039378298,0.380476488846055
417,2,266330,-0.0932221376600875,0.157810462761312,0.555084606268441
418,2,267100,-0.104738975430226,0.157778482772508,0.507228858398581
419,2,268086,-0.0577417017194001,0.157858530672382,0.714747356966485
420,2,274614,0.0333738814373474,0.156919120379754,0.831697725442983
421,2,274729,-0.0165867099330893,0.157785042635614,0.916338554195927
422,2,275746,0.0549802967945985,0.157691482714575,0.727554411147094
423,2,277029,0.0776113932553135,0.156931352073881,0.62122097745767
424,2,277741,0.0592156780772432,0.157015711916411,0.70630199400437
425,2,278218,0.0578032096038478,0.156733494766516,0.71249838721441
426,2,278379,0.0217223307038138,0.160639027103783,0.89251145696882
427,2,279910,0.0154654171408475,0.156706479090457,0.921440148605009
428,2,280616,0.0201950085515755,0.163553760458582,0.901800236823851
429,2,283431,0.0207011236030455,0.158999975701716,0.896485703678793
430,2,283573,0.011275972953625,0.157095299282487,0.942819298602606
431,2,286762,-0.098207269009467,0.157411805908391,0.533104373812923
432,2,287187,-0.103996171294543,0.156665936304426,0.507246227518167
433,2,288379,-0.132478735858537,0.155415820432532,0.394561901230999
