SNP,Chr,Pos,Effect,SE,ERG11_ORM2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
46,1,65431,-0.0696992282775201,0.118048259854012,0.555280226863056
47,1,65451,-0.0240124370685095,0.116424867591678,0.836715822946711
48,1,65719,-0.110056780164184,0.121275490807422,0.364764703586752
49,1,66841,-0.0362405169360346,0.113122351072167,0.748880704567823
50,1,66948,-0.0521457276262855,0.113799301288113,0.647072486149528
51,1,68621,-0.161894983934353,0.113197274310841,0.153543524852738
52,1,69417,-0.127218228409657,0.113021577184353,0.261095294046746
53,1,69820,-0.376384725693647,0.442596705525931,0.395678560158379
54,1,69821,-0.409351979835098,0.27403048179668,0.136116190397912
55,1,70906,0.0231780534924741,0.181877310962213,0.89866642378773
56,1,74327,-0.0667360738838713,0.113791299530317,0.557929298440793
57,1,74572,-0.0628684367603508,0.113494311274773,0.579974256058382
58,1,75211,-0.0459896908121249,0.113310211790307,0.685080950202647
59,1,76030,-0.076149069684904,0.113264155344482,0.501823674060735
60,1,80108,-0.0671968976007279,0.113253391150126,0.553338733153352
61,1,81262,0.000867142207854027,0.113267004325368,0.993895991286056
62,1,81999,-0.0364437184349718,0.113527058260816,0.748390127213329
63,1,82431,-0.081582031526415,0.113998447060715,0.474685769483918
64,1,83284,-0.000774888757990116,0.113250955027731,0.99454460028282
65,1,83613,-0.0137986039076107,0.113236101354957,0.903081663471241
66,1,84112,-0.0131065088820643,0.113248814055886,0.90793077148255
67,1,84701,-0.00263296573080302,0.12127203398228,0.98269056796493
68,1,84858,0.057642961234938,0.113529143782546,0.611954798195008
69,1,85751,-0.0161068956553896,0.114034173952386,0.887756006166519
70,1,87445,-0.0453361064970572,0.114252985301276,0.69175136546784
71,1,87467,-0.102937225716144,0.114745992408495,0.370283486026758
72,1,89070,-0.0176478021110945,0.114153874626152,0.877227694122934
73,1,89616,0.00878419149974558,0.113542665185,0.938377272400485
74,1,89679,-0.00539010546853971,0.11355764367842,0.962168822073152
75,1,89880,0.00138399909527925,0.113586755172356,0.990285290363498
76,1,91472,0.0369140708792597,0.114413040676187,0.747159917201908
77,1,93789,0.0670390065433585,0.113194739234566,0.554065757879192
78,1,94351,0.00814731306491059,0.113548190966607,0.942839884542433
79,1,99148,0.0514915292924011,0.1132177968833,0.649532214148974
80,1,101281,0.770998017431372,1.23791517285506,0.533805120973776
81,1,106011,0.120318925596797,0.117854891123578,0.307997476893782
82,1,106800,0.0797072188161815,0.113324344204087,0.482298318094412
83,1,107970,0.0741891971719002,0.112998778556238,0.511898929570259
84,1,109000,-0.0397297297707267,0.11324727310309,0.725930532317377
85,1,112549,-0.0225575692823326,0.113132424340351,0.842071826391889
86,1,112742,0.0615722817136899,0.113532295216642,0.587931499684668
87,1,113050,0.0883895723154329,0.113290873183163,0.435795814759096
88,1,113135,0.0542787276200116,0.113062800551576,0.631470752302962
89,1,114076,0.0390327163754597,0.113080621568874,0.730167646949592
90,1,114628,0.0812297983716563,0.113303369533441,0.473895651566808
91,1,116283,0.0346311024917487,0.114001566370243,0.761476439702174
92,1,126880,-2.31366649108885,2.13572784568169,0.279407920474399
93,1,127853,0.0529963630822611,0.113769218608162,0.641629204363747
94,1,128302,0.133561274490137,0.113143942640047,0.238614313052653
95,1,128704,0.124147762786749,0.113287349090633,0.273884465578054
96,1,128911,0.158368996438648,0.113178999046813,0.162607422736181
97,1,130267,0.105996307608521,0.113298278888562,0.350144019690782
98,1,130271,0.104991420402128,0.113435729743401,0.355307701719063
99,1,130613,0.17617677096659,0.114250471623452,0.123964123408613
100,1,132012,-0.0488730342528394,0.114361722171539,0.669381461839613
101,1,133231,-0.0798408225527972,0.113500059965165,0.482243421784506
102,1,137074,-0.0798568381943284,0.113338381086313,0.481531390649487
103,1,137304,-0.115147230325489,0.113291824463988,0.310145888931912
104,1,139686,-0.110912496057785,0.113453095137981,0.328938410810287
105,1,149562,-0.115894161482767,0.113698545149299,0.308753485571948
106,1,150447,-0.0762678463880584,0.115057190300515,0.507847036496708
107,1,151446,-0.0594542542668428,0.23126746964628,0.797266752687037
108,1,154084,-0.0804032330633302,0.115405147206774,0.486446548483284
109,1,156633,-0.0838150508476117,0.116982712270872,0.47417255987164
110,1,157269,-0.112948701290564,0.113229034786771,0.319193424391954
111,1,160054,-0.0844029344681466,0.114377606792614,0.461045835672809
112,1,166222,-0.0673015784231939,0.113562693864314,0.553802821880078
113,1,166416,-0.0648432573280242,0.113335974446103,0.567596002022378
114,1,167326,-0.121180197235619,0.113850297668987,0.287883249931743
115,1,168836,-0.106308405049415,0.113351314778091,0.348954233643356
116,1,171200,-0.182118248539286,0.11324833911928,0.108700313036093
117,1,171431,-0.226254558388834,0.113736274221606,0.0474404853952828
118,1,173339,-0.20876062300731,0.112937315552253,0.0653713053590007
119,1,173845,-0.200112445104635,0.112887166622192,0.0771446597984135
120,1,175121,-0.206385503389403,0.112629283910991,0.0677293216960434
121,1,175281,-0.205522833323755,0.112730391526613,0.0691284396620219
122,1,175315,-0.201335898736985,0.112715979427758,0.0749212950799717
123,1,175523,-0.186745120953627,0.113431107532874,0.100585642826741
124,1,175541,-0.204000334328035,0.112880038294639,0.0715774654730439
125,1,175653,-0.220591321064246,0.113152380453051,0.0520264948212061
126,1,175805,-0.175312838131723,0.119831398548415,0.144358305630634
127,1,175818,-0.203818469002321,0.116930678103779,0.0821919350842244
128,1,175856,-0.215647542121659,0.115066886306395,0.0617416120339193
129,1,175876,-0.193573792996366,0.113398672869817,0.088697713743121
130,1,175989,-0.200873110228752,0.113689019150292,0.078114982409415
131,1,176001,-0.197452434363346,0.114303527064725,0.0849634248679984
132,1,176451,-0.199691754366028,0.115678163597742,0.0851737899629452
133,1,177692,-0.199706973137537,0.112724188348183,0.0773165737884135
134,1,178191,-0.210066856936662,0.112783806488783,0.0633544217471755
135,1,178224,-0.199706973137537,0.112724188348183,0.0773165737884135
136,1,178960,-0.200994654489304,0.113626040283614,0.0777717662696336
137,1,179139,-0.222078906164706,0.225890367120786,0.326218301321797
138,1,179139,-0.797322907358551,0.453590916215476,0.0796479420469804
139,1,180955,-0.100981098814227,0.130956125614366,0.441159729792312
140,1,183802,-0.168067618528151,0.112884609144099,0.137421170744613
141,1,183954,-0.151036202666338,0.113779261001625,0.185217937414956
142,1,184450,-0.116380253123604,0.112894394662903,0.303304212271602
143,1,184641,-0.0820605169568316,0.116272452108009,0.480802507284079
144,1,184718,-0.147200331764808,0.113436365362992,0.195256073313704
145,1,185296,-0.113015494826558,0.113064329309541,0.31820426387642
146,1,185438,-0.118255856936947,0.113054499585898,0.296273274357598
147,1,185469,-0.122280376820542,0.11320605387179,0.280809449812148
148,1,185503,-0.138040666272155,0.112860808872732,0.222105773564155
149,1,185705,-0.152199310554683,0.114076487733001,0.183002792699188
150,1,185749,-0.131318214348389,0.114149971685013,0.250757556596405
151,1,185806,-0.136483518929441,0.114285821646305,0.233189991716639
152,1,185879,-0.145708099092699,0.11480817944485,0.20522590177081
153,1,185916,-0.0777078437025451,0.114943091272831,0.499448446362516
154,1,185941,-0.0937923447337294,0.115410596853026,0.416947002328267
155,1,185954,-0.110959913044613,0.115705252840903,0.338221307065736
156,1,186055,-0.122578490748435,0.113356033316898,0.280275929397443
157,1,186896,-0.0937987634051938,0.115297102062424,0.4164571220238
158,1,187697,-0.215682986922565,0.235078082697713,0.35950968717169
159,1,189392,-0.156198660404582,0.236446059798256,0.509293239249497
160,1,189416,-0.0484938396674259,0.228845262960804,0.832302137011046
161,1,190132,0.060791311961655,0.113641604560113,0.593028923465249
162,1,190148,0.0725862844112069,0.113656302045954,0.523466573090898
163,1,190165,0.0630921697585587,0.11454659899952,0.582119775151773
164,1,190169,0.0854241619867429,0.114362563422992,0.455585450557347
165,1,190933,-0.0392189337516002,0.113505571973312,0.72990605384593
166,1,192149,0.148635804733989,0.114179169900682,0.193841521909344
167,1,192302,0.170370137502723,0.150848790132143,0.259491790961528
168,1,192303,0.120103293244024,0.136295237842815,0.37880944274264
169,1,192305,0.168806674798415,0.1415055991674,0.233696878332705
170,1,192315,0.0568658503329083,0.160820344862241,0.72385080281115
171,1,192795,0.0546770140309666,0.113272472914513,0.629605512777474
172,1,194020,-0.0267865252591363,0.119340923502991,0.822534063362455
173,1,194187,-0.0151636397627312,0.113400853002506,0.893702436177063
174,1,194867,-0.0848544705717717,0.113251992257458,0.45420332109494
175,1,197325,-0.205301239608298,0.115592399345107,0.0765812155013536
176,1,197392,-0.249130272829379,0.116850222446325,0.0336928336530172
177,1,198857,-0.729062011788489,0.542087842036605,0.179516158437981
178,1,206666,-0.0139076980638855,0.1274685756737,0.91317971624468
179,1,206675,0.0742098502154587,0.165908712587234,0.654937659801027
180,1,223051,-0.115486074829736,0.131203908331817,0.379348184115399
181,1,223059,-0.217338208277059,0.135899090207736,0.110657086266309
182,2,7366,-0.24901119685875,0.16385243036777,0.129474388886714
183,2,8180,-0.0272200110445127,0.226322747522643,0.90433708195964
184,2,8187,0.109937087667332,0.235285462447501,0.640609446218144
185,2,8250,-0.102427423299291,0.231812002730144,0.658864286968464
186,2,8253,-0.119528351660952,0.231788809179243,0.60640225135231
187,2,8285,-0.0695817588736704,0.125658135297159,0.58010833242706
188,2,8302,0.0143647227088006,0.11767262064868,0.902910178197805
189,2,8306,0.0143647227088006,0.11767262064868,0.902910178197805
190,2,8314,0.0324423826105956,0.115248134242069,0.778491651985632
191,2,8317,0.0118171163965028,0.117888047063085,0.920210570715279
192,2,8328,-0.0298139269395427,0.117351576914303,0.799599853308063
193,2,8331,-0.0283650833704138,0.117131937445292,0.808794080329798
194,2,8498,-0.0418183441669383,0.115070741272039,0.716513013363759
195,2,8651,-0.061754083758025,0.115153127657707,0.592104238689354
196,2,9418,-0.286308696512599,0.292587180905841,0.328476719310698
197,2,9812,-0.0195910367481653,0.115879830022092,0.86584361637947
198,2,9932,-0.0361722464578348,0.115411728876499,0.754147342799962
199,2,10135,-0.0507029084178704,0.114954066923504,0.659431593601191
200,2,11616,-0.0224274004279001,0.114857489027577,0.845299521051514
201,2,12133,-0.0336144627437575,0.115306446863462,0.770822710245038
202,2,12194,-0.0380214007228289,0.115748569181884,0.742741503748099
203,2,12359,-0.0509560839360457,0.115395919247868,0.659066323145476
204,2,13061,-0.0384303683149326,0.115401165428404,0.739320333047041
205,2,14298,-0.0474698391370443,0.115755832964838,0.681991675305088
206,2,15222,-0.0233994966882017,0.116905824217747,0.841473204841022
207,2,17986,-0.0333517465045613,0.114849974226657,0.771685333700049
208,2,19770,-0.0289399920048212,0.11564759381116,0.802545067309595
209,2,19836,-0.0154563880629467,0.115337165003771,0.893470661917922
210,2,19851,-0.0137310268376042,0.11567548937253,0.905578184360307
211,2,21595,-0.0755673726640398,0.115129793128034,0.51201577773972
212,2,22385,-0.0793083088320642,0.115231743564193,0.491747056729765
213,2,23441,-0.0367486539406634,0.116412545624327,0.752434948694243
214,2,24209,-0.0326870739844229,0.11545718008357,0.777258520749155
215,2,24341,-0.0456917941825401,0.115717858394226,0.693188250975383
216,2,26815,0.00461694215086572,0.115604448890741,0.968165604394262
217,2,28209,-0.00907179721952134,0.115642601767929,0.937517059822785
218,2,28695,-0.0500676654276659,0.120785541658953,0.678747269066164
219,2,35849,-0.24529572742041,1.2385263348514,0.843116419740254
220,2,35850,-1.4879960801884,1.51275324657785,0.325969010895769
221,2,41245,-0.137603727469766,0.11496698002077,0.232149574665061
222,2,43214,-0.19509405541425,0.116606312989377,0.0951934686584381
223,2,47104,-0.124895123743444,0.113609868872583,0.272371844865368
224,2,50915,-0.0525133281335689,0.114888344341229,0.647893676579829
225,2,55834,-0.0896982710856826,0.114291633192042,0.433085941245225
226,2,56422,-0.0544342725955369,0.114559180640511,0.634964731675059
227,2,57715,-0.053250448326171,0.114182883240452,0.641244753662387
228,2,59046,-0.0745721581808236,0.114727212998075,0.516117974214845
229,2,59191,-0.0618554755119003,0.114091077280392,0.588051224248414
230,2,59383,-0.0446208440608796,0.114146734809425,0.696101239911288
231,2,59477,-0.0655403703184109,0.115836784446257,0.571889702284364
232,2,59755,-0.17605998642645,0.260215599349251,0.499107473070722
233,2,60471,-0.099016259643723,0.114203675822091,0.386522944643957
234,2,60478,-0.0967915854799708,0.114339669888364,0.397832479432475
235,2,60786,-0.113144009321091,0.114108677353083,0.322098185084941
236,2,61035,-0.0887102694543686,0.114161634468972,0.437644659274099
237,2,61071,-0.0971439131137299,0.113623326077456,0.39315067079585
238,2,61675,-0.145922050687564,0.113803643744651,0.200604607966618
239,2,62776,-0.105022303834048,0.118928082617115,0.377797245590351
240,2,62939,-0.0543306866917136,0.113834462160019,0.633459519786017
241,2,63527,-0.0254239633499865,0.114290611012203,0.824092126667824
242,2,63857,-0.0489526004321893,0.114295516175449,0.668695003381884
243,2,65527,-0.0720603006171919,0.113883730980408,0.527304454400908
244,2,67007,-0.103646145123262,0.125334843413334,0.408821791732321
245,2,67023,-0.0468595384988379,0.25942393833028,0.856762290295829
246,2,67024,0.00940201608650693,0.260383790317867,0.97121641387626
247,2,67976,0.0282450169037255,0.115579763939167,0.80708096097711
248,2,69628,0.00941874729452508,0.11750337922421,0.936157616686645
249,2,71825,-0.319282604495161,0.226585785328373,0.159685132027325
250,2,72389,0.0726419417998153,0.114811634374966,0.527335664975808
251,2,72392,-0.00174074656099521,0.115657814077185,0.98800012806953
252,2,73646,0.0861452914587596,0.113193817685065,0.447139836770154
253,2,74564,0.130725174558445,0.11284991218753,0.247484521981686
254,2,74739,0.195809246679033,0.11295619741023,0.0838805198642732
255,2,79931,0.250306329294062,0.127161705454908,0.0498030632337209
256,2,80748,0.220595468436661,0.11738858281628,0.0610421969924815
257,2,80873,0.204039042112764,0.113186809150646,0.0722920411991253
258,2,81501,0.251652304106261,0.112895887569022,0.0264384697551656
259,2,83526,0.251823735450563,0.112717203674881,0.0261008457822997
260,2,83845,0.253908404669841,0.112812604824981,0.0250188738813256
261,2,84412,0.318237825440053,0.285831202396212,0.266304198779283
262,2,84412,0.199887255258425,0.142985878687752,0.163005556080888
263,2,84447,0.276295246142575,0.114126264066943,0.0159832942409299
264,2,87391,0.324107553734206,0.11179437167238,0.00397592541788528
265,2,87562,0.342021797204381,0.111933104240396,0.00241713549424064
266,2,87849,0.327060285888355,0.112048838672303,0.0037379163318838
267,2,87878,0.299653727828281,0.11275789059666,0.00823017923422785
268,2,88125,0.223156976441983,0.12607788704407,0.0775914695206566
269,2,89785,0.255388656040517,0.113078881966186,0.0245243851233576
270,2,93441,0.287506809728836,0.116290422894606,0.0138947169571733
271,2,93588,0.302914535823419,0.120336147611198,0.0122701900360177
272,2,93721,0.269601209237461,0.112638686650702,0.0172098996653745
273,2,93952,0.233510145450905,0.112540027987587,0.0387191335155633
274,2,95085,0.32466863926865,0.112057676627463,0.00399833300647185
275,2,103188,0.323651547563079,0.114849947166039,0.00510394628600677
276,2,107124,0.285998323416294,0.112412694179866,0.0113788805007275
277,2,111645,0.37633524880156,0.111730037854577,0.000839918297902976
278,2,111916,0.374447240444364,0.112019779603211,0.00091860052178036
279,2,111931,0.390875225581563,0.112037649576303,0.000546594477774434
280,2,111999,0.394160565477817,0.111588686095509,0.000466722079690025
281,2,114528,0.315172312262546,0.112958231215423,0.00555415380293497
282,2,116024,0.370189503153694,0.112760072836198,0.00112981984675493
283,2,119244,0.188412892501257,0.12435301573423,0.130630492373645
284,2,119246,0.22286519824965,0.12552830550045,0.076690442860998
285,2,119247,0.145392446491762,0.126761916587141,0.252169751714197
286,2,120090,0.244888223494567,0.113269003931153,0.0312891786563021
287,2,120291,0.264891448580707,0.114455244089955,0.0212210219266624
288,2,120726,0.261512822309018,0.113806037435418,0.0221527316123354
289,2,121716,0.263719276316041,0.113660408994562,0.0208975506746041
290,2,123100,0.228909726877192,0.114032787475066,0.045468612558343
291,2,124677,0.218191242643531,0.113933501608412,0.0562907572244504
292,2,127636,0.0481378557174081,0.144824408841675,0.739793795427231
293,2,127887,0.214705078123568,0.114741373862085,0.0621431328431043
294,2,128935,0.198644810014103,0.114713826937726,0.0842085852368455
295,2,129053,0.239940587623084,0.114842810491264,0.037396714441412
296,2,130040,0.215912065794008,0.11568658546933,0.0628209176220377
297,2,130976,0.188120739005831,0.114873493827842,0.102389127110531
298,2,132199,0.175161030532187,0.115467715644103,0.130169320451025
299,2,133355,0.125249951237402,0.116436419803411,0.282798810437082
300,2,133435,0.15451833041862,0.116589417977249,0.185922048477442
301,2,133943,0.104508632918479,0.136726575409562,0.445162032376856
302,2,135183,0.135251651690645,0.116722081321054,0.247341595029529
303,2,135402,0.159217392867705,0.116618698689547,0.173033901898879
304,2,135898,0.223535235343171,0.116942631743745,0.0567505192436227
305,2,135912,0.216527028382474,0.11706722514667,0.0652075472887476
306,2,135925,0.22374166975758,0.116493152788835,0.0555821273847255
307,2,136002,0.184803572474441,0.116598487397155,0.113871534775453
308,2,136173,0.183729588575705,0.117434027760198,0.118588090930294
309,2,138209,0.179236324049173,0.120920478005752,0.139161653695819
310,2,138318,0.20226638644041,0.120471487072597,0.0940454160604662
311,2,138695,0.185200063905146,0.118469131950919,0.118883477689936
312,2,138818,0.175709815610418,0.118291391928481,0.138330860475334
313,2,139728,0.175388402242514,0.118079350235053,0.138345310158803
314,2,140174,0.193406265042071,0.117999613965392,0.102095505877028
315,2,140863,0.157504247186362,0.118102713288487,0.18318799762132
316,2,141152,0.189902671431754,0.118302384269663,0.109337149921784
317,2,141292,0.194610538068984,0.117423706470019,0.0983399780058561
318,2,141545,0.151169671813682,0.118180317684574,0.201686464174153
319,2,145823,0.299159655877372,0.121934760150983,0.014632481378536
320,2,145934,0.134262398327741,0.202489584271392,0.507725953273453
321,2,145980,0.206664418733002,0.123615566814436,0.0954436485898968
322,2,146723,0.177099732505245,0.117863920559813,0.133841935288621
323,2,147946,0.218072618361862,0.118757508903354,0.0671563310731198
324,2,150394,0.167735717174438,0.129677095130533,0.196688226048864
325,2,151274,-0.100491457511897,0.203548345329549,0.621826345258905
326,2,151397,0.152273004664546,0.119346796723193,0.202834423685128
327,2,153035,0.161064425912686,0.118008498770366,0.17316809938597
328,2,153228,0.124029828740101,0.118999869643019,0.298000438949045
329,2,153455,0.129014013524501,0.11988589564611,0.282599558067539
330,2,153732,0.183035171430824,0.123770490384566,0.140078262364489
331,2,153815,0.129253936656264,0.119423683624172,0.279851753979649
332,2,154160,0.136827712102624,0.118144049886504,0.247588610163315
333,2,154235,0.121581951973557,0.119375022930953,0.309143926152725
334,2,155527,0.13105355174108,0.129570557047849,0.312496046769609
335,2,159870,0.0942853231518674,0.116422720900187,0.418570078795164
336,2,161229,0.0668871376434537,0.11826589216598,0.572048318097933
337,2,161451,-0.357973613500562,0.252637114979902,0.157380109729013
338,2,161451,0.309291994899567,0.253633291626669,0.223489286555669
339,2,162696,0.100668214320054,0.117688454225194,0.392921646838103
340,2,163284,0.117717511678546,0.116080243078914,0.311227401434083
341,2,164166,0.118719350414035,0.117158309988097,0.311599377876
342,2,165270,0.0753585845835774,0.116272728870306,0.517329213923802
343,2,165675,0.0701374182125809,0.118205668014912,0.553326437171614
344,2,166404,-0.542520546931247,0.305144982384306,0.076279280196139
345,2,168012,-0.0519128935565294,0.142929345408033,0.716667894014406
346,2,168062,0.0113407636267078,0.11720034252128,0.922968796802455
347,2,168518,-0.0336202036568207,0.116517085684667,0.773100384295377
348,2,168980,-0.00653499968551596,0.116474983284317,0.955288735742823
349,2,169651,-0.0220597154630995,0.116524910351748,0.849956073219073
350,2,169902,0.463614956060918,0.193208855319038,0.0169327692574967
351,2,169960,0.162033021015384,0.181223858728016,0.371875306671968
352,2,170725,0.0278425607573438,0.116728851912618,0.811613586095346
353,2,171254,0.118967508269558,0.116755597865938,0.308927006188146
354,2,172242,0.0430760000601249,0.115522265016895,0.709461179480336
355,2,173254,0.0480244753351096,0.114631103615457,0.675508914391839
356,2,173340,0.0699191922170896,0.11458530745347,0.54212635364826
357,2,173385,0.0632116483032288,0.114701974024725,0.581917396186751
358,2,173973,0.097725691424186,0.114328207593225,0.393251603384419
359,2,174714,-0.0569927670688373,0.293432261696106,0.846109068811844
360,2,177341,0.139877430556244,0.113813276960394,0.219887433030488
361,2,180314,0.076964179404784,0.114021224246003,0.500118451756341
362,2,180339,0.0730596500912702,0.114316917080942,0.523174016536355
363,2,182758,0.0278061389872697,0.113963214443901,0.80737858134801
364,2,183619,0.0132254313449487,0.114419467528043,0.908045393690763
365,2,183913,-0.0202044351101656,0.117314734742209,0.863359976576619
366,2,184146,0.0206177326432512,0.118101436997677,0.861512515860797
367,2,187176,-0.0321567003898469,0.115031840234938,0.779989498273194
368,2,191066,-0.00856420656437429,0.11590368934023,0.941139195718104
369,2,191124,0.238017645957906,0.145890806776485,0.103681265557385
370,2,191128,-0.20852893350969,0.134347570122849,0.121519985728218
371,2,191599,-0.0565514203326377,0.114258982996905,0.620949900478697
372,2,191762,-0.0296335702682872,0.118812396109776,0.803185002940618
373,2,191763,-0.0602344839955244,0.114706512355516,0.599830635153033
374,2,191959,-0.0871956468673468,0.114377200202115,0.446359243031578
375,2,192390,-0.0544020696063798,0.117594479977618,0.643918690390274
376,2,195759,-0.0598703446189509,0.115410241854746,0.604252387922911
377,2,196912,-0.0771946011712746,0.113512445743157,0.496915964394076
378,2,197598,-0.0976099229779024,0.370913964096111,0.792580370070969
379,2,198110,-0.102234365841034,0.114137840458967,0.37101822934089
380,2,198283,-0.0595825541839231,0.11781890521739,0.613373762722479
381,2,198805,-0.0853466084907401,0.114669714416493,0.457201028354239
382,2,198891,-0.0958281391104179,0.1137514587407,0.40011526092567
383,2,199248,-0.112816802255137,0.113967719030393,0.322900360517966
384,2,201782,-0.118047779545286,0.113812250571621,0.300345610126993
385,2,203285,-0.0308666047129881,0.113531741843243,0.785875974762506
386,2,203783,-0.0933719008343116,0.113190090495603,0.409978446516408
387,2,204179,-0.0811552279340364,0.113491119762949,0.475032282119027
388,2,205406,-0.114139863379185,0.114579239664034,0.319852186525832
389,2,205834,-0.0996626405619642,0.114067353991899,0.382866120401003
390,2,205965,-0.210155738728708,0.124272220480934,0.0917018961344954
391,2,207192,-0.110543342775561,0.113932028491004,0.332582757716778
392,2,207561,-0.149072195156572,0.11330211178312,0.189126800187517
393,2,208682,-0.118417152325588,0.113213206589991,0.296292469024164
394,2,210102,-0.145863068795125,0.113415942378064,0.199254703414386
395,2,212519,-0.0377449586081529,0.241946897861951,0.876118148664978
396,2,214801,-0.148297604303432,0.113401575048738,0.191819024976853
397,2,215016,-0.188417785006354,0.11316760060891,0.0968110625473296
398,2,218876,-0.204258729813801,0.114269640718856,0.0747120029894791
399,2,227511,-0.252076891941253,0.11481683920675,0.0287803052137209
400,2,230378,-0.211582043017514,0.113584414396445,0.0633245848689135
401,2,231943,-0.210642276080328,0.113918196768325,0.0652841696270766
402,2,232156,-0.206954052644463,0.113890204421089,0.0700439951986011
403,2,232789,-0.178715844333798,0.113618989914079,0.11662855517886
404,2,238524,-0.188307304574471,0.11373617155953,0.0986813629547772
405,2,241518,-0.232717203812187,0.114500127758339,0.0428550079728145
406,2,250396,-0.243599935937627,0.113645826650986,0.0327557969302325
407,2,250466,-0.243870132805234,0.113603527635239,0.0324999107321226
408,2,252305,-0.238331263076278,0.113941783753812,0.0371801465876594
409,2,254571,-0.185527276557392,0.115835833429892,0.110129751862195
410,2,254742,-0.210616319413665,0.11560876762923,0.0693311102017681
411,2,254908,-0.192710819884858,0.116587893660598,0.0992355779933919
412,2,255033,-0.179263181211595,0.13684368211761,0.19105271189791
413,2,255862,-0.169722528178587,0.115981932221215,0.144260604112236
414,2,255975,-0.146576316533797,0.115650353163182,0.205844464624142
415,2,258311,-0.279316028870053,0.113025668082957,0.0139350724363573
416,2,259284,-0.19272340214521,0.113922164312592,0.0915835635206165
417,2,266330,-0.141947282119193,0.114626144552154,0.216409218063741
418,2,267100,-0.131479198041453,0.11465311913229,0.252259004682526
419,2,268086,-0.126822917577574,0.114676364324396,0.269514155513038
420,2,274614,-0.0996540597466429,0.114053654088385,0.382849956857359
421,2,274729,-0.114347874240363,0.114639981181418,0.31922841671658
422,2,275746,-0.0756436161957156,0.114680655016864,0.509939214125426
423,2,277029,-0.0663299720668956,0.114163479600327,0.561605369220306
424,2,277741,-0.07336856840758,0.11419614629614,0.520979593363637
425,2,278218,-0.0683105491303438,0.113998551936842,0.549408591594724
426,2,278379,-0.0841302086509654,0.116793316804741,0.471796020856039
427,2,279910,-0.0939090257108548,0.113906856196894,0.410248020308807
428,2,280616,-0.118208138179029,0.118832901302893,0.320542889676786
429,2,283431,-0.0867592580404939,0.115594152565451,0.453423166737833
430,2,283573,-0.0816171845181486,0.114216041529628,0.475337176125578
