SNP,Chr,Pos,Effect,SE,ERV25_ERG5_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
149,1,185705,-0.0964826643841339,0.143864467111818,0.502882239798622
150,1,185749,-0.113978734705487,0.143828208643186,0.428622190839294
151,1,185806,-0.106991174332246,0.144035785025186,0.458090945069968
152,1,185879,-0.0812216882528829,0.144780326928833,0.575153815962802
153,1,185916,-0.0764426826527745,0.144721795167849,0.597689399058556
154,1,185941,-0.0857442919554871,0.145338019604376,0.555591801666286
155,1,185954,-0.0704783535967675,0.145786060665227,0.62908531380375
156,1,186055,-0.0788395152093545,0.142862143004148,0.58139532021857
157,1,186896,-0.124378291454467,0.145116024767703,0.391973601564918
158,1,187697,-0.183233459789385,0.296098063414213,0.53642949572021
159,1,189392,0.136468498160873,0.297723294649435,0.646966114978416
160,1,189416,-0.119140518647363,0.288008936104752,0.679367354465871
161,1,190132,0.218981718534772,0.14262963309805,0.125601727903116
162,1,190148,0.231036484734548,0.142619069391977,0.106134890761118
163,1,190165,0.223950903260627,0.143754872452491,0.120160949212879
164,1,190169,0.251687043918035,0.143444166118203,0.0801954509866943
165,1,190933,0.156615318351703,0.142656678562263,0.273019241762753
166,1,192149,0.231986165798184,0.1435382267007,0.106944863658743
167,1,192302,-0.237531461232983,0.189804041492215,0.211596735962655
168,1,192303,-0.339323354045619,0.170798880672673,0.047730222257952
169,1,192305,-0.292708268780185,0.177798492952874,0.100593585622979
170,1,192315,-0.483478346043587,0.200827539908479,0.0165777716598103
171,1,192795,0.278132133715273,0.141859182252726,0.0507092708567866
172,1,194020,0.0586345014095668,0.150199439732515,0.69649279064613
173,1,194187,0.0941994821364718,0.142659576535905,0.509485830438307
174,1,194867,-0.00564140274868252,0.142669651947772,0.968480849056565
175,1,197325,-0.0477495872038455,0.146129231552918,0.744041009078932
176,1,197392,-0.0216088761789132,0.148025478334269,0.88401987866836
177,1,198857,-1.09130834442013,0.681632145371465,0.110266455122825
178,1,206666,-0.139786870686088,0.160281989678723,0.38372978828552
179,1,206675,-0.00136559561290639,0.208897797212724,0.994787841207256
180,1,223051,0.0194566236601597,0.165331640868896,0.906386246629954
181,1,223059,0.0286551319617532,0.1716756577787,0.867533007659097
182,2,7366,0.0878911601898551,0.206871010359224,0.671197784607577
183,2,8180,0.196537436982128,0.284698908037329,0.490437577538995
184,2,8187,0.703068733717537,0.293885820994169,0.0172646667711858
185,2,8250,0.40052993329647,0.291095941523423,0.169713182093567
186,2,8253,0.456443595024886,0.290862693205856,0.117479752221272
187,2,8285,0.272106653326787,0.157577502159015,0.0850763365925656
188,2,8302,0.264465007469819,0.147453947252062,0.0737419427856021
189,2,8306,0.264465007469819,0.147453947252062,0.0737419427856021
190,2,8314,0.246239346669033,0.144492432396288,0.0892297219215556
191,2,8317,0.255405732415786,0.147770478531168,0.0847919009506533
192,2,8328,0.25853724107544,0.147088272033989,0.0796650766754685
193,2,8331,0.260529400251499,0.146799349729401,0.0768040030054869
194,2,8498,0.268027295320399,0.144169032980765,0.063842289321665
195,2,8651,0.290247344633972,0.144183528212464,0.0448690987463065
196,2,9418,0.289556002012349,0.368472979451479,0.432496018190848
197,2,9812,0.328779628601158,0.144816932377961,0.0237908587012738
198,2,9932,0.290299984843549,0.144471559788688,0.0452563301749424
199,2,10135,0.316707738699825,0.143754088475054,0.0282316975208981
200,2,11616,0.320089729531773,0.143578162382353,0.0264175969913331
201,2,12133,0.341568530375594,0.144017264364189,0.0182413927466111
202,2,12194,0.331470443320297,0.144649588080793,0.0225205092261774
203,2,12359,0.348779126845937,0.144104682917526,0.0160111269476786
204,2,13061,0.284394212756617,0.144494080473975,0.0498265077568168
205,2,14298,0.329114037585183,0.144686568489153,0.0235251655404334
206,2,15222,0.300245370933148,0.146294067452239,0.0408734832918165
207,2,17986,0.381946209561912,0.143149119378547,0.0079783143783489
208,2,19770,0.340669445761181,0.144451502610545,0.0189002075883492
209,2,19836,0.317424477633975,0.144198723330299,0.0283615565934344
210,2,19851,0.333128584237994,0.144526612804527,0.02174819328574
211,2,21595,0.287578191025602,0.144198678720011,0.046885950906704
212,2,22385,0.250643540668223,0.14453160905932,0.0837595060045628
213,2,23441,0.22454416753939,0.146067593744908,0.125124985004571
214,2,24209,0.209289764446864,0.144921467839963,0.149580970927977
215,2,24341,0.258374988784972,0.145042273698951,0.0757105570316161
216,2,26815,0.263330867604553,0.144841618026409,0.0699023001931248
217,2,28209,0.270179897320337,0.144855086253292,0.0629865379529693
218,2,28695,0.143671823762444,0.151884183119714,0.344831264697779
219,2,35849,-0.9911781654801,1.55819663892885,0.525119568479179
220,2,35850,-0.428024527459321,1.90665937889138,0.822506515821041
221,2,41245,0.160198832753521,0.144757861292261,0.269191252819146
222,2,43214,0.10148439345663,0.147260725621195,0.491183030171403
223,2,47104,-0.00869549410186643,0.14325098087464,0.951631595980737
224,2,50915,0.0724838957934659,0.144607762965017,0.616511244378731
225,2,55834,0.0274652571933417,0.14398335080148,0.84882876478351
226,2,56422,0.0519056840752524,0.144221740384183,0.71913568979404
227,2,57715,0.0529568072623213,0.143745061994159,0.71278998772587
228,2,59046,0.1705789106247,0.144214496614094,0.237678943534548
229,2,59191,0.113322509338078,0.143545979250028,0.430378422410849
230,2,59383,0.133508742144178,0.143538231836419,0.352941116356981
231,2,59477,0.132106931727748,0.145706826356188,0.365203710686382
232,2,59755,0.0748103576958297,0.327736153213274,0.819573195802756
233,2,60471,0.0901406256741644,0.143827580177125,0.531243309615828
234,2,60478,0.0997957753668903,0.143973846842099,0.488669893416622
235,2,60786,0.127626152563747,0.143674408568161,0.37498361975481
236,2,61035,0.101655418208652,0.143722720028105,0.479845275997817
237,2,61071,0.110014065651441,0.143052293127974,0.442379117846373
238,2,61675,0.0951011905880289,0.143495015250062,0.507923761958238
239,2,62776,0.0444705066570402,0.149848043325017,0.7668161265121
240,2,62939,0.065882438873585,0.143293172634548,0.645961668452623
241,2,63527,0.121191087361658,0.143729441073527,0.399693710049661
242,2,63857,0.0688645794184224,0.143860892514275,0.632456484151452
243,2,65527,0.0470838810580432,0.143411241781253,0.742869117318817
244,2,67007,0.0246096076741922,0.15791333365393,0.876246255214022
245,2,67023,-0.168089734640109,0.326444034898279,0.606937238945743
246,2,67024,-0.103283597871998,0.327714236695407,0.752823665918496
247,2,67976,0.0478343475626153,0.145476784772152,0.74249363038628
248,2,69628,0.0621562122949388,0.147872462363798,0.674495306354406
249,2,71825,0.245145501628778,0.285719539692465,0.391478234276014
250,2,72389,0.0717103194827584,0.144551409460113,0.620140574391057
251,2,72392,0.197249867524949,0.145206014469268,0.175199857223289
252,2,73646,0.0976160608042754,0.142505591701519,0.493794647862491
253,2,74564,0.0251373964487396,0.142313986145028,0.859897689660298
254,2,74739,0.052684241375751,0.142760697643096,0.712320029156239
255,2,79931,-0.0276540552513236,0.160934933584238,0.863666686275448
256,2,80748,-0.0491520294142654,0.148477834583704,0.740811061068357
257,2,80873,-0.00224632934427817,0.143128850404998,0.987487016955262
258,2,81501,5.26785389642348e-05,0.143105053729963,0.999706497889614
259,2,83526,-0.0650848854258851,0.142841059916045,0.648925074539129
260,2,83845,-0.0477499449233599,0.142996268329844,0.738634879590908
261,2,84412,-0.426888603166329,0.3597061243381,0.236116238652059
262,2,84412,0.126183520827977,0.180356896691738,0.484617703223732
263,2,84447,-0.0137748254892524,0.144842997143454,0.924287953324556
264,2,87391,-0.0603153437073474,0.142351130178666,0.672036679238884
265,2,87562,-0.0677830442796608,0.14270205532591,0.635082877704804
266,2,87849,-0.0732350088233892,0.142680899401208,0.608077746619323
267,2,87878,-0.0572035882943553,0.143315143367523,0.69002739154192
268,2,88125,-0.149501881497593,0.159205286832437,0.348346654100861
269,2,89785,-0.121935480547822,0.143216484054358,0.395120642426747
270,2,93441,-0.140251632986075,0.147454359298094,0.342177569781889
271,2,93588,-0.0921085140999769,0.152748690957728,0.546891314946561
272,2,93721,-0.139143308186136,0.142738548670405,0.330320850610207
273,2,93952,-0.120815580801111,0.14237656858141,0.396699186404832
274,2,95085,-0.0837035700460415,0.142651066535441,0.557732287138772
275,2,103188,-0.0479432797456468,0.146162929827881,0.743096617146401
276,2,107124,-0.01172740813457,0.142790253070852,0.934589637319941
277,2,111645,0.0526272219495597,0.142855600365921,0.712799898214217
278,2,111916,0.0526183275143292,0.143192469122541,0.713491847624769
279,2,111931,0.0708997624928814,0.143389204485388,0.621291202072303
280,2,111999,0.0659233484158243,0.142880680060551,0.644804844847281
281,2,114528,-0.0545313271611428,0.143716917902361,0.704592506617382
282,2,116024,0.0104334068723967,0.14408694388844,0.942316242748289
283,2,119244,-0.332317786516451,0.156039032257337,0.0338869691928349
284,2,119246,-0.312574317537792,0.157839097158827,0.0484419305755343
285,2,119247,-0.165214429993752,0.159617371929063,0.301346888664654
286,2,120090,-0.296515087795667,0.142648585464014,0.038372279678431
287,2,120291,-0.319234243332021,0.144162343846802,0.0274390411776732
288,2,120726,-0.30504024379132,0.143405369353959,0.0341031524193204
289,2,121716,-0.268560968677002,0.14344717399955,0.0620063304584308
290,2,123100,-0.269444266064889,0.143642328099831,0.0615078484155767
291,2,124677,-0.188194210362541,0.14380917984256,0.191508223979365
292,2,127636,-0.17808561179234,0.182080617136103,0.328714876881108
293,2,127887,-0.111163709524383,0.145025328238055,0.443883778652547
294,2,128935,-0.0863562889290403,0.144935896884145,0.551674621556823
295,2,129053,-0.0978961865173167,0.145356806597832,0.501077060330261
296,2,130040,-0.104514289094804,0.146232156211963,0.475257657469695
297,2,130976,-0.192446896709715,0.144784098719491,0.18464070813901
298,2,132199,-0.122855363419587,0.145672010425676,0.399592810170877
299,2,133355,-0.135179847853985,0.146628679923803,0.357200192724101
300,2,133435,-0.19309133925791,0.146762936532466,0.189139238382965
301,2,133943,-0.165111771315568,0.172023477565879,0.337802189930196
302,2,135183,-0.222769626884017,0.146725523360837,0.129840270903223
303,2,135402,-0.210078969150354,0.146756241484412,0.153176771575686
304,2,135898,-0.200300251687507,0.147577571536735,0.175567645715987
305,2,135912,-0.213725530896758,0.147633828424066,0.14859600209706
306,2,135925,-0.226345940782667,0.146907539196752,0.124276623490582
307,2,136002,-0.227384540151941,0.146792332117413,0.12227248816811
308,2,136173,-0.213255492517358,0.147897537408632,0.150213287465068
309,2,138209,-0.121942087077864,0.15254435254582,0.424603169794433
310,2,138318,-0.141386113452375,0.152062429747736,0.353115254304775
311,2,138695,-0.133795906618271,0.149469526470644,0.371323085028562
312,2,138818,-0.134412152595991,0.149193230130215,0.368241574536928
313,2,139728,-0.169251252203156,0.148824491636399,0.256203468480877
314,2,140174,-0.205054642838637,0.148696889502503,0.168764490750849
315,2,140863,-0.131462079934158,0.148872231626779,0.377808570414869
316,2,141152,-0.158405136438224,0.149218396450486,0.289158609593403
317,2,141292,-0.151983249610923,0.148161113252516,0.305689614217673
318,2,141545,-0.118903775944958,0.148970216826046,0.425307622075014
319,2,145823,-0.063583172054495,0.154752241803204,0.681416599495636
320,2,145934,-0.119414121332438,0.254964507038463,0.639819190800364
321,2,145980,-0.0189734956287655,0.156213414512739,0.903396746045839
322,2,146723,-0.0501699182209583,0.148811691328727,0.736214033630388
323,2,147946,-0.147925704383691,0.149992534651703,0.324700433969488
324,2,150394,-0.050076960887306,0.163596525999327,0.759708657758809
325,2,151274,-0.296985579244389,0.255818313117969,0.246457331533154
326,2,151397,0.0233682722231805,0.150569391399496,0.876752862141845
327,2,153035,0.0880268803701285,0.148861656216351,0.554675471630957
328,2,153228,0.0718575546392755,0.149973383736342,0.632138993360401
329,2,153455,0.0766280820985918,0.151099427578377,0.612375485219731
330,2,153732,0.118875737061781,0.156150607656102,0.446992747580128
331,2,153815,0.0863622074646804,0.150504351713654,0.566455927512156
332,2,154160,0.0023510177053967,0.14899678151307,0.987419629598842
333,2,154235,0.0384103471102359,0.150470793064105,0.798664938110343
334,2,155527,0.12037747574177,0.163208206270466,0.461265782771384
335,2,159870,-0.122361110429755,0.146539261484105,0.404279292890391
336,2,161229,-0.0615802836544632,0.14889929882704,0.679440179807923
337,2,161451,0.295137300458684,0.318524524972917,0.354779573960606
338,2,161451,-0.157471558407064,0.319824454989105,0.622764785875332
339,2,162696,-0.0612673104355883,0.148258673482324,0.679677270852556
340,2,163284,-0.0117607639946167,0.146328086531218,0.935986490533746
341,2,164166,-0.0307090672907437,0.147679049418358,0.835392109714929
342,2,165270,0.0372489529120101,0.146432664133345,0.799353218372034
343,2,165675,-0.00638533064614677,0.148865921103471,0.965810948034229
344,2,166404,-0.466526996366612,0.385019212460735,0.226438480576988
345,2,168012,0.117750046393118,0.17983765699298,0.513050324266571
346,2,168062,0.128882356801692,0.147369059074599,0.382410663386455
347,2,168518,0.0668833733872292,0.146640707026698,0.648595860674067
348,2,168980,0.0463392033874475,0.146593525338522,0.752108306539673
349,2,169651,0.0658678619842934,0.146642009179905,0.653581368754904
350,2,169902,-0.00418234100782655,0.24517820479242,0.986399685677908
351,2,169960,0.0674356857599285,0.228346622323712,0.767921856360058
352,2,170725,0.0718535398754483,0.146895242269803,0.6250405804188
353,2,171254,0.0895888856016311,0.147105554329242,0.542908942969302
354,2,172242,0.0687336012624131,0.145396997183077,0.63669758041868
355,2,173254,0.0489664552349773,0.14430495803265,0.734565777559655
356,2,173340,0.0106994348312124,0.144309900995898,0.94093933551861
357,2,173385,0.033095545790506,0.14443318695792,0.818892130348884
358,2,173973,0.0302212651139631,0.144051230001624,0.833948502761357
359,2,174714,0.0384416535036163,0.369373775252419,0.917170914808284
360,2,177341,0.134390069713955,0.143391063307017,0.349282238654351
361,2,180314,0.0596120561936695,0.14358247708425,0.678265001864305
362,2,180339,0.0655959318363588,0.143938028241936,0.648869078487378
363,2,182758,0.175021956866373,0.143161251006851,0.222314889853209
364,2,183619,0.207701026518996,0.143604072759342,0.148967781341909
365,2,183913,0.259164471892394,0.147031233929294,0.0788250029837448
366,2,184146,0.252971597125065,0.148056379081118,0.0884009953361311
367,2,187176,0.131133580879754,0.144644785615533,0.365241832149458
368,2,191066,0.147128276548709,0.145685317346109,0.313232715170425
369,2,191124,0.0357730349951479,0.184322189821551,0.846225793283507
370,2,191128,-0.0270395361784344,0.169680849934483,0.873480120994991
371,2,191599,0.113299552530157,0.143747676209357,0.431118314938462
372,2,191762,0.206963753128335,0.149162835643746,0.166163974332181
373,2,191763,0.16222201092656,0.144185640235084,0.261314744725543
374,2,191959,0.129445768017063,0.143926681501371,0.369059728726119
375,2,192390,0.17678641010624,0.147768381428716,0.232353147164606
376,2,195759,0.188561478158217,0.144981781726418,0.194248140923449
377,2,196912,0.0710844716303898,0.142928005989232,0.619255701924374
378,2,197598,-0.432007550599442,0.466369603535893,0.354912501885532
379,2,198110,0.0827561004434132,0.14376744241274,0.565235595189854
380,2,198283,0.100819421704748,0.148261925663607,0.496944563695932
381,2,198805,0.0992969653665466,0.144357723833179,0.491996767258328
382,2,198891,0.0875899494487826,0.143253389675571,0.541306051917517
383,2,199248,0.122917046338808,0.143507514275426,0.392291310806458
384,2,201782,0.0783803605239892,0.143419364444969,0.585059510772029
385,2,203285,0.155903663108804,0.142682671138499,0.275288189096067
386,2,203783,0.157896571752677,0.142368173449442,0.268154080967201
387,2,204179,0.125365307404447,0.142805291749581,0.380608233196958
388,2,205406,0.174249432546874,0.144131843441882,0.227487884477445
389,2,205834,0.0833800584812935,0.143669643647602,0.562042415321431
390,2,205965,0.0633114559212019,0.157024652728068,0.687049336997536
391,2,207192,0.136702183065947,0.143419318853733,0.341159014996992
392,2,207561,0.165758288397891,0.142696546328895,0.24617717563029
393,2,208682,0.158990916616651,0.142477421458557,0.265222899193394
394,2,210102,0.137062349172111,0.142911034595934,0.338177566353528
395,2,212519,0.322703237548106,0.304077981093891,0.289301117051192
396,2,214801,0.191920436502204,0.142725222693258,0.179590414779652
397,2,215016,0.233763880476991,0.142466387995945,0.101722274322274
398,2,218876,0.234578209235328,0.143946693828367,0.104074109624666
399,2,227511,0.297790657626144,0.144643998169605,0.0402483143755314
400,2,230378,0.261198779498337,0.143001911602363,0.0686132966366029
401,2,231943,0.215454260449162,0.143630960559388,0.134494131651749
402,2,232156,0.241797262843143,0.143452824010243,0.0927657198685357
403,2,232789,0.225672240508545,0.143015438469811,0.115471115155034
404,2,238524,0.234105685954464,0.143179766077906,0.102930505067211
405,2,241518,0.249428721571797,0.14435946018568,0.0848931420874323
406,2,250396,0.105908984222407,0.143869975647225,0.462132105215308
407,2,250466,0.138535141615092,0.143740522065734,0.335812854065839
408,2,252305,0.0332798758274468,0.144300153464344,0.817736231452197
409,2,254571,0.0114469968346569,0.146336654066628,0.937694418345636
410,2,254742,0.044269510760826,0.146186792494958,0.762199020493086
411,2,254908,0.0989436235559942,0.147228426977602,0.501996834584208
412,2,255033,-0.0185240889283274,0.172668215345289,0.914626681157183
413,2,255862,0.031962779687879,0.146425253684385,0.827331372110328
414,2,255975,0.0329998493887533,0.145895882625552,0.821186372294749
415,2,258311,-0.0882614649508826,0.143420276925467,0.5386842504391
416,2,259284,-0.053510168742205,0.143952192912246,0.710323016009028
417,2,266330,-0.0658934717540252,0.144556909249249,0.648792034299144
418,2,267100,-0.0728578647106168,0.144536897038443,0.614521052062516
419,2,268086,-0.087256074341626,0.144524848439796,0.546401328006024
420,2,274614,-0.0381587075551817,0.143706564975495,0.790754578975626
421,2,274729,-0.0471968448504816,0.144485175105674,0.744122222513291
422,2,275746,-0.0505103285210313,0.144418907733801,0.726735852550119
423,2,277029,-0.0690283261693757,0.143725742516134,0.631327144118074
424,2,277741,-0.0519372739280211,0.143802569777865,0.718187906315019
425,2,278218,-0.0521420106775008,0.143542532071663,0.716634601032853
426,2,278379,-0.0502876486275849,0.147097983718443,0.732655938939467
427,2,279910,-0.0760678387408728,0.143461826463259,0.596285480069309
428,2,280616,-0.0899605573714277,0.149714619385065,0.548305368394428
429,2,283431,-0.0554940981182621,0.145590963070425,0.703310535660625
430,2,283573,-0.0644582285518345,0.143833198897935,0.654322978637891
431,2,286762,-0.0989866166069417,0.144146135227764,0.492716235968313
432,2,287187,-0.015934865551914,0.143566852532964,0.911685253639531
