SNP,Chr,Pos,Effect,SE,TPO1_TPO2_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
194,2,8498,0.0205733989166587,0.0572590497541015,0.719582599717103
195,2,8651,0.0295941350621655,0.0573014957738164,0.605854058928953
196,2,9418,0.0295556100762946,0.145779227011667,0.839453294068085
197,2,9812,0.0298149674524776,0.0576419035646931,0.605309319002294
198,2,9932,0.0262109140129815,0.0574195283475872,0.648324987980657
199,2,10135,0.0348943282277472,0.0571863613438582,0.542131085168986
200,2,11616,0.00185605332468131,0.0571556964064527,0.974112692892997
201,2,12133,0.0343581117379522,0.0573538553827153,0.549520481139204
202,2,12194,0.0419257312023223,0.0575616582868009,0.466874839130677
203,2,12359,0.0366111612095523,0.0574034088099764,0.524025674312997
204,2,13061,0.0115117753484667,0.057428977838984,0.841242232596277
205,2,14298,0.0326317362443665,0.0575872420460612,0.571312977345199
206,2,15222,-0.00863297442368549,0.0581734262612551,0.882111320039898
207,2,17986,0.0193935839041659,0.0571464602595656,0.734535595136539
208,2,19770,0.0118442101517512,0.057547500037958,0.83705309798693
209,2,19836,0.0078762483064212,0.0573913093028941,0.890921194882634
210,2,19851,0.0169840384605816,0.0575537796186006,0.768092061216708
211,2,21595,0.0118332825235714,0.0573196807243383,0.836563418545345
212,2,22385,0.0262628797095017,0.0573603520359886,0.647336366337745
213,2,23441,0.0335627852842922,0.05790711478439,0.56255618328823
214,2,24209,-0.00239187097886528,0.0574574804960624,0.966818357155445
215,2,24341,0.0170844623567922,0.0575863479458914,0.766888693041185
216,2,26815,-0.00569029059893855,0.0575237126831664,0.921257317740347
217,2,28209,-0.0274693274506345,0.0575252898936099,0.633289254860526
218,2,28695,-0.0130117673889286,0.0601131107368495,0.828758338778073
219,2,35849,-0.202990962908848,0.616226020311976,0.742041239139823
220,2,35850,-0.291356898240712,0.753612215995006,0.699275067379494
221,2,41245,0.00880922299961029,0.0573212232711179,0.877948532444133
222,2,43214,0.0150286309990793,0.0582470164906795,0.796545329318028
223,2,47104,0.00219309311760468,0.056628452328233,0.969129333288378
224,2,50915,0.0826353410342159,0.0570155734075626,0.14812853390912
225,2,55834,0.0648771563244241,0.0568158867351883,0.254276178121311
226,2,56422,0.0621200018521141,0.0569265501106611,0.275915617769976
227,2,57715,0.0701456979442125,0.0567117549909275,0.216953458494889
228,2,59046,0.061240382326309,0.057028950974008,0.283624643736955
229,2,59191,0.0535244425138761,0.0567234697651129,0.346017866413724
230,2,59383,0.0642246485266716,0.0567083851952114,0.258175167708812
231,2,59477,0.0555678666346078,0.0575902256824246,0.335263634755211
232,2,59755,0.127435027192005,0.129388670962693,0.325347287779224
233,2,60471,0.0610658654410727,0.0567949109549152,0.283019718242887
234,2,60478,0.062132712207616,0.0568566587586506,0.275228721615874
235,2,60786,0.0639358605143968,0.0567571818345927,0.260727379503242
236,2,61035,0.0477600262137605,0.0567981489412153,0.40098834030548
237,2,61071,0.0446020671760737,0.0565472792020311,0.430783396501262
238,2,61675,0.0758447631141944,0.0566162938445785,0.181228159315413
239,2,62776,0.090293252801078,0.0590482931430014,0.127124700188689
240,2,62939,0.0576381091513389,0.0565788061737841,0.309032354379325
241,2,63527,0.0508369657349074,0.0568102052802362,0.371473695785239
242,2,63857,0.0322066524765232,0.0568620024733979,0.571481641491566
243,2,65527,0.0553591743557031,0.0566236748459541,0.328907912317463
244,2,67007,0.0786799237771644,0.0622859530222757,0.207349225822061
245,2,67023,0.0522411930907438,0.129064485859707,0.685893103573308
246,2,67024,0.029894372974141,0.129556556365617,0.817647511472745
247,2,67976,0.0615447519699849,0.0574236073330993,0.28455669685574
248,2,69628,0.0373837430637858,0.058435948091153,0.522757393249163
249,2,71825,-0.0515610232693451,0.113031656229409,0.648552242105383
250,2,72389,0.0142119838173392,0.0571572576947167,0.803778401981748
251,2,72392,-0.0324578518619183,0.057525018173035,0.572949888969543
252,2,73646,-0.00507407347896702,0.0563703998330532,0.928327868923069
253,2,74564,-0.0135492949749122,0.0562557393827529,0.809809821626984
254,2,74739,-0.00183733309765624,0.0564452647683876,0.974051278349326
255,2,79931,0.0325402596005633,0.0635979696299561,0.60921195222005
256,2,80748,0.0104094734868757,0.0587009902940875,0.859350534534238
257,2,80873,0.00789940362825955,0.0565784554965428,0.889040983442041
258,2,81501,0.00912840149755526,0.0565685044905556,0.871895118225733
259,2,83526,-0.0157839394628125,0.0564765866427823,0.780042023285649
260,2,83845,-0.00618142107563407,0.0565355571036949,0.912997427948987
261,2,84412,0.0384994202622311,0.142463405620558,0.787132953601978
262,2,84412,-0.0259646149495865,0.071332576188325,0.716080562357653
263,2,84447,0.0232526279751582,0.0572449707921644,0.68484536391678
264,2,87391,0.0283334732511875,0.0562666611926953,0.614886775547358
265,2,87562,0.0247205956402389,0.0564139657991936,0.661509392252504
266,2,87849,0.0304330604043079,0.0564007081348855,0.589822423624359
267,2,87878,0.0413803400175572,0.0566236066133009,0.465388159231477
268,2,88125,0.0303823176420608,0.0629929502489372,0.629882552908089
269,2,89785,0.0119503511902239,0.0566691707149689,0.833103190304261
270,2,93441,-0.014958701052675,0.0583591228807445,0.797851868332392
271,2,93588,-0.0418450644232997,0.0603728234001983,0.488695694055756
272,2,93721,-0.019980835468021,0.0564915958720543,0.723778083121513
273,2,93952,0.00193419986438647,0.0563398950085434,0.972632680808823
274,2,95085,-0.0445213025465243,0.0563688348903794,0.430162396484882
275,2,103188,-0.0214732464211126,0.057776895902362,0.710370472722869
276,2,107124,-0.0235348754088251,0.056432786328733,0.676900756929115
277,2,111645,-0.019035127012365,0.0564737474359321,0.736270839124433
278,2,111916,-0.0191097660799099,0.056606835334951,0.735874636502809
279,2,111931,-0.015353245109712,0.056696655228041,0.786705965618693
280,2,111999,-0.0138583343099832,0.0564941074444817,0.806362181050626
281,2,114528,-0.0116689422277244,0.0568206559014495,0.837405773585884
282,2,116024,-0.0109020237527005,0.0569562074006108,0.848313938131222
283,2,119244,0.0168962820384639,0.0620720013024993,0.78562387708999
284,2,119246,0.00758094345692706,0.0627394188202509,0.903892674174409
285,2,119247,0.0271365234279697,0.0631772160351388,0.667799460925369
286,2,120090,0.0544491902773589,0.0566601397237333,0.337220625646935
287,2,120291,0.0248450165100751,0.0573677628023688,0.665218798190015
288,2,120726,0.0362150561492275,0.0570188924671222,0.525747706742202
289,2,121716,0.0196624605714216,0.0569770582678358,0.730228976687024
290,2,123100,0.0676121269481372,0.0569516973276521,0.235953444449814
291,2,124677,0.041665082520045,0.0569435035804219,0.464842289613063
292,2,127636,-0.0405179417549431,0.0720431388663986,0.574192162658014
293,2,127887,0.0277247439489579,0.0573584031243677,0.629139983986745
294,2,128935,0.0335249341899585,0.0572953624764644,0.558837673597664
295,2,129053,0.0214796323361939,0.0574862654319384,0.708890466319954
296,2,130040,0.00107234297440928,0.0578485419960093,0.985220871031146
297,2,130976,-0.0145783978562082,0.0573721348137127,0.799564386326838
298,2,132199,-0.00808123181406895,0.0576417111864567,0.888583797707955
299,2,133355,0.0474625961520563,0.0579782396562824,0.413551110351557
300,2,133435,0.0249939095747599,0.0581434376103251,0.667555120955955
301,2,133943,0.0439082851131081,0.0680508401355245,0.519198793998108
302,2,135183,0.0312046548358428,0.0581671586920481,0.591975010555657
303,2,135402,0.0318009345606414,0.0581574498873798,0.584856413064317
304,2,135898,0.0149762550150134,0.0584852044555691,0.798046620802344
305,2,135912,0.0155817352587047,0.0585279644208252,0.790219680273862
306,2,135925,0.00304985202137753,0.0582684596005714,0.958286282708367
307,2,136002,0.00132795127861129,0.0582250444679207,0.981816936976793
308,2,136173,0.0326440656635112,0.058611274021269,0.577908513392154
309,2,138209,0.00714342382274258,0.0603553813163994,0.905852876525922
310,2,138318,-0.00310083138390271,0.0601848507411976,0.958938878921942
311,2,138695,-0.0148866732789561,0.0591482340114213,0.801431665354974
312,2,138818,-0.0136148982470166,0.0590406152655677,0.817757412239746
313,2,139728,-0.00188611018071927,0.058939122755514,0.97448934845871
314,2,140174,-0.00413599459073688,0.0589387971421436,0.944094588586246
315,2,140863,-0.000262089506099628,0.0589153664365909,0.99645307422223
316,2,141152,-0.0128512906853211,0.0590773661507722,0.827918490464566
317,2,141292,-0.0152537452333481,0.0586509032273512,0.794956083092918
318,2,141545,0.00517301629029987,0.0589416106838648,0.930113143638746
319,2,145823,-0.0607537771033295,0.0611039445044518,0.320772818920334
320,2,145934,-0.229207420990005,0.100080053254158,0.0225965693532444
321,2,145980,-0.0566678057287588,0.0616800233610191,0.358859754084838
322,2,146723,-0.0330859838810726,0.0588095814869726,0.574067715482803
323,2,147946,-0.0748206028639187,0.0592412003610603,0.207429043579074
324,2,150394,-0.112597197684686,0.06440137966415,0.0812699319466545
325,2,151274,-0.0720367001602913,0.101247353619802,0.47724919378249
326,2,151397,-0.0774382702319181,0.0593804649919607,0.193048014616437
327,2,153035,-0.0327426958227628,0.0588495634484967,0.578303907603478
328,2,153228,-0.0303043090346302,0.0592830346227356,0.609544503793886
329,2,153455,-0.0368197161862107,0.0597204419498478,0.537939167787495
330,2,153732,-0.0546521044559543,0.0617097367693099,0.376418866268955
331,2,153815,-0.0264157148865707,0.0595067278433753,0.657378626487883
332,2,154160,-0.0547131288078126,0.0588276265930835,0.35297642292596
333,2,154235,-0.0408062680843204,0.0594481561158421,0.492900353000979
334,2,155527,-0.0282688493642809,0.0645496923650129,0.661698110203353
335,2,159870,-0.0555963464121733,0.0579097886972099,0.337686698803758
336,2,161229,0.0293540344283054,0.0588546278739869,0.618262702582175
337,2,161451,0.00928369440636523,0.126067393925718,0.941337974435584
338,2,161451,0.211633284814265,0.125970003175739,0.0938363355561245
339,2,162696,0.047963293164867,0.0585664227390501,0.413364345171399
340,2,163284,0.00157827791496112,0.0578451502337881,0.978248211126222
341,2,164166,-0.0129489739818209,0.0583782358587759,0.824588758398427
342,2,165270,-0.00571120978875161,0.0578905294659276,0.921467927253929
343,2,165675,0.0049969738876896,0.0588474609481482,0.932377891205155
344,2,166404,-0.0395311958965214,0.152502902813352,0.795619666737838
345,2,168012,-0.0747910893336803,0.0710229741406185,0.293036118935887
346,2,168062,-0.000337469902164322,0.0583192619177974,0.995386260349824
347,2,168518,0.00444099790503727,0.0579848600838995,0.938993961622135
348,2,168980,-0.00467208023112675,0.0579572799169914,0.935795821666302
349,2,169651,-0.000873479809671451,0.0579853232165259,0.987989784357023
350,2,169902,0.203500705090545,0.0963138610838705,0.0353116272741734
351,2,169960,-0.0536733288848374,0.0902332159055611,0.552338897300214
352,2,170725,-0.0263453003911025,0.0580716328797501,0.650345845242295
353,2,171254,-0.0128130823898666,0.0581785663029049,0.825813768493163
354,2,172242,-0.00511604757559325,0.0574941604761877,0.929145265038452
355,2,173254,-0.018776675567112,0.05704547215355,0.742235415678695
356,2,173340,-0.0259407218378465,0.0570306105589315,0.649492359014535
357,2,173385,-0.00892005077732849,0.057097885033309,0.875945890339156
358,2,173973,-0.0103268245648821,0.0569455195278667,0.856200324291923
359,2,174714,-0.0686524059663125,0.145972969400621,0.638424684619614
360,2,177341,-0.00319473371733092,0.0567538793063839,0.955141820550522
361,2,180314,-0.0489481046939271,0.0567133693639024,0.388680163734537
362,2,180339,-0.0405389782954443,0.0568756955693398,0.47646235628356
363,2,182758,-0.0251258865186824,0.056696719348895,0.657919326794799
364,2,183619,-0.00459516338835764,0.0569352894407414,0.935719492548952
365,2,183913,-0.0169158227539943,0.0583709217067813,0.772140316638554
366,2,184146,-0.0235881928165373,0.0587559979395046,0.688324282258309
367,2,187176,-0.0321151165786231,0.0572202621775952,0.574980323151608
368,2,191066,-0.0140337133449231,0.0576688900009826,0.807875774024334
369,2,191124,-0.0761563874674049,0.0727551215256533,0.29593132168624
370,2,191128,0.0706932556023396,0.0669730207857231,0.291896531506498
371,2,191599,-0.0519194624118785,0.0568074318636161,0.361364081076129
372,2,191762,-0.0297349783960161,0.0591046675640521,0.615214615341622
373,2,191763,-0.0213491363374081,0.0570885514009414,0.708654658780749
374,2,191959,-0.027654892491891,0.0569415162135498,0.627501144307051
375,2,192390,-0.034610612535624,0.0585033533420446,0.554496811652917
376,2,195759,-0.00844369555900623,0.0574478715462866,0.883231611939818
377,2,196912,-0.00225321029912651,0.0565202671426142,0.968222870653884
378,2,197598,0.197191791694696,0.184285000332162,0.285333700608563
379,2,198110,-0.0095880645946948,0.0568568150329775,0.866180115739784
380,2,198283,-0.0137365155062222,0.0586429618425582,0.814934617037457
381,2,198805,-0.0258948759268723,0.0570873778604197,0.650394957112177
382,2,198891,-0.018348474383849,0.0566507914928604,0.746215138479069
383,2,199248,-0.0398888773032365,0.0567489058860898,0.48258057480991
384,2,201782,-0.0216583519867821,0.0567071047226846,0.702740389360537
385,2,203285,-0.0229107416660841,0.056485761586429,0.685280734981935
386,2,203783,-0.0122942115288064,0.0563734668820303,0.827488844324818
387,2,204179,0.000683684384022665,0.056513670049709,0.990354516261529
388,2,205406,0.0405712543096637,0.0570534714518878,0.477486108543578
389,2,205834,0.00907884814389023,0.0568188117633882,0.873141076140745
390,2,205965,0.037215985876174,0.062055807620839,0.549078924387639
391,2,207192,0.00706882226159739,0.0567664870176011,0.900970828848802
392,2,207561,0.0163410027154836,0.0565101213272853,0.77262143276233
393,2,208682,0.00319587712966252,0.0564214801520803,0.95486169506707
394,2,210102,0.00226407629217285,0.0565673213552779,0.968096255278464
395,2,212519,-0.048830266911235,0.120368047339686,0.685227436502232
396,2,214801,-0.0113146701289438,0.0565615517995748,0.84156314319452
397,2,215016,-0.00169693648222891,0.0565324109525295,0.97607041493087
398,2,218876,-0.0113375897059854,0.0571137540624825,0.842761181480697
399,2,227511,0.0181937184500461,0.0575130556101019,0.751930921267272
400,2,230378,-0.00540144206557069,0.0567955975804935,0.924286832921061
401,2,231943,-0.020588716196849,0.0569486208972782,0.717918511180987
402,2,232156,-0.0116405964876607,0.0569324436370654,0.838109286199525
403,2,232789,-0.0256738318204041,0.0567177466896682,0.651071952315679
404,2,238524,-0.00698769223239004,0.0568128289415573,0.902181076395522
405,2,241518,0.0278139105387185,0.0572881476450231,0.627616534571908
406,2,250396,-0.0198907935314658,0.0569067613886475,0.72689759473609
407,2,250466,-0.00349005271656666,0.0568962047702646,0.951122596947705
408,2,252305,0.0218901485500318,0.0570354222064227,0.701358353517181
409,2,254571,0.0443322431852796,0.0578004282956573,0.44360122164572
410,2,254742,0.0552470539554824,0.057721482730107,0.339155886215536
411,2,254908,0.0461594714657234,0.0581859690376647,0.428130525086201
412,2,255033,0.132145247115728,0.0678949322932765,0.0524094474097624
413,2,255862,0.065059495710821,0.0577833362275394,0.260963665152366
414,2,255975,0.0623463902639533,0.0575824713776548,0.27966638069886
415,2,258311,0.0634567065015588,0.0566249695303002,0.263199188763773
416,2,259284,0.0465124343595881,0.0568627440864442,0.413921931239296
417,2,266330,0.0454069192185885,0.0571102238361558,0.427104046166625
