SNP,Chr,Pos,Effect,SE,noPPI_reference_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
42,1,59265,0.0127448826217599,0.166148722445491,0.938899553732271
43,1,60165,-0.0352752542577168,0.16601393653264,0.831852342602177
44,1,62308,-0.227830564725522,0.165398040307557,0.169240214276865
45,1,62869,-0.224531212519596,0.165389937764205,0.175462032393818
46,1,65431,-0.155403950128615,0.172986016745091,0.369605280399615
47,1,65451,-0.143995710193205,0.170555938486381,0.39908887493138
48,1,65719,-0.157765337751112,0.177839586520501,0.375617437286893
49,1,66841,-0.156719712289512,0.1656894503651,0.344864865639769
50,1,66948,-0.179467219380852,0.16664388706033,0.282237812301753
51,1,68621,-0.428935502024448,0.164892302344544,0.0096776700568809
52,1,69417,-0.366062091025237,0.164877362472572,0.0270392285080205
53,1,69820,-0.502349831247698,0.64910869417732,0.439503709688272
54,1,69821,-0.75757879233221,0.401066505531392,0.0597233133441709
55,1,70906,0.00439479601246839,0.26669895106211,0.986861971730506
56,1,74327,-0.27513314937301,0.166293818348242,0.098914763192685
57,1,74572,-0.230324437237687,0.166040974893526,0.166269932988344
58,1,75211,-0.196109763259662,0.165861291443452,0.237853892342383
59,1,76030,-0.0883995023916382,0.166122785325954,0.594968275657742
60,1,80108,-0.200780469324236,0.165806084206788,0.22673022928656
61,1,81262,-0.274055043593775,0.165445531935386,0.0985158543270452
62,1,81999,-0.336032789049282,0.165529470663919,0.0431011265846306
63,1,82431,-0.378047090652782,0.166066473905211,0.0234154517085743
64,1,83284,-0.224407351346825,0.165633670030212,0.17633452449647
65,1,83613,-0.218749138005296,0.165636767194908,0.187471749839393
66,1,84112,-0.23452296772677,0.16559396570384,0.157583201432001
67,1,84701,-0.120238398466225,0.177710254434875,0.499104156663421
68,1,84858,-0.0697611703663537,0.166491043150736,0.675464728213478
69,1,85751,-0.207584345649705,0.166851524008692,0.214278606990947
70,1,87445,-0.213364135618582,0.167185169841653,0.202718732877916
71,1,87467,-0.299567102251519,0.167691355666065,0.0748894743890556
72,1,89070,-0.243283440205638,0.166891823449968,0.145803661879154
73,1,89616,-0.162811837675041,0.166267237179176,0.328142988237741
74,1,89679,-0.230192757313611,0.166062632898614,0.166566788341373
75,1,89880,-0.195986807691172,0.166229202158952,0.239186061651769
76,1,91472,-0.178460506466809,0.167523423676179,0.287474223755485
77,1,93789,-0.090150599256924,0.165994423721242,0.587407743055274
78,1,94351,-0.152491160877093,0.166302871632729,0.359795675182662
79,1,99148,-0.105348407809558,0.165969068903574,0.526004455630063
80,1,101281,0.475360751318497,1.81601816750632,0.793659217632543
81,1,106011,-0.0282993910946498,0.173063035803945,0.870202043819764
82,1,106800,-0.101684677874325,0.166199661841986,0.541049103861945
83,1,107970,-0.0378735551042676,0.165782852536394,0.819426536885885
84,1,109000,-0.073184890887463,0.16604161074337,0.659654853978901
85,1,112549,-0.197195110209083,0.165566946187245,0.234442255489022
86,1,112742,-0.168125313940026,0.166305056260102,0.312735049961245
87,1,113050,-0.107920199840369,0.166166199649369,0.516456073129161
88,1,113135,-0.123613291689917,0.165711404512698,0.456190900963689
89,1,114076,-0.0871756700962591,0.165777042428799,0.59931502503688
90,1,114628,0.00385760652145599,0.166261386323241,0.981502205825931
91,1,116283,-0.0320229985326368,0.167177554413089,0.848204196640691
92,1,126880,-2.85137566129389,3.13321886939791,0.363418813612343
93,1,127853,0.0628663319943069,0.166841411240553,0.706546464915482
94,1,128302,0.104276108694858,0.166141292666694,0.530648787187908
95,1,128704,0.0693554415003857,0.166358491680425,0.67700238224461
96,1,128911,0.125970104481832,0.16628274256739,0.449216411277015
97,1,130267,0.0106135387326304,0.166338014572806,0.949159977176938
98,1,130271,0.00658230946542784,0.166536027853963,0.968494295330922
99,1,130613,0.156779118292118,0.167885421963067,0.351021697573403
100,1,132012,-0.131157278048576,0.167590551273807,0.43438351618795
101,1,133231,-0.255494660214997,0.165989528520345,0.12464609791774
102,1,137074,-0.215244870846918,0.165913705424925,0.195364784711328
103,1,137304,-0.246578153579274,0.165848110208291,0.137967931945305
104,1,139686,-0.162088706753662,0.166361661773254,0.330567207357393
105,1,149562,-0.177792515937921,0.166696862297548,0.2868986363474
106,1,150447,-0.153246428117656,0.168620103597311,0.364061749078349
107,1,151446,-0.112848366456797,0.339093950643047,0.739487485308233
108,1,154084,-0.0973614371078814,0.169259510816716,0.565509050090242
109,1,156633,-0.127468770775522,0.171526306383791,0.457888698077332
110,1,157269,-0.203131497809378,0.165913558579391,0.221647516649632
111,1,160054,-0.0977720740862959,0.167764415709846,0.560404160490555
112,1,166222,-0.0864169300484406,0.166540177781619,0.604158835521791
113,1,166416,-0.0783253593723377,0.166213177501185,0.63776447972536
114,1,167326,-0.131578245561091,0.167063538988063,0.431462716516714
115,1,168836,-0.117664211528729,0.166299979119634,0.479696610236617
116,1,171200,-0.174110075585814,0.166409253421886,0.296149324963333
117,1,171431,-0.285861738014207,0.167015999405042,0.0878519145489139
118,1,173339,-0.19749605274883,0.166071046969232,0.235149956251956
119,1,173845,-0.204456298380391,0.165908948683256,0.218642125011836
120,1,175121,-0.219706001795323,0.165523238124851,0.185253272621527
121,1,175281,-0.206781373965772,0.165711753742783,0.212917605560602
122,1,175315,-0.205199330380092,0.165664931578083,0.21630160478252
123,1,175523,-0.18671719262752,0.16666921800506,0.263353514213174
124,1,175541,-0.206568927966771,0.165919947432866,0.213960721242263
125,1,175653,-0.270413019327674,0.166187927904313,0.104597061302165
126,1,175805,-0.163513889603308,0.17602976683977,0.35357612434574
127,1,175818,-0.243226909350343,0.171708435286153,0.157507749589062
128,1,175856,-0.242556395018307,0.169071654006605,0.152275978585145
129,1,175876,-0.226420445984039,0.166529760307428,0.174811843052462
130,1,175989,-0.234333425321072,0.166976456770389,0.161378997271104
131,1,176001,-0.236167535238179,0.167844076984143,0.160287936766704
132,1,176451,-0.216815529700291,0.169945964944533,0.202868269345559
133,1,177692,-0.225065700272503,0.165591831959946,0.174963757649004
134,1,178191,-0.242242282058966,0.165688506167018,0.144621463600225
135,1,178224,-0.225065700272503,0.165591831959946,0.174963757649004
136,1,178960,-0.240687820008956,0.166859528570162,0.150059953866422
137,1,179139,-0.179363260378464,0.331546511246431,0.588855873198638
138,1,179139,-0.671445191833824,0.667063843026014,0.314831831489554
139,1,180955,-0.0489717041078919,0.192169427047686,0.7989981027554
140,1,183802,-0.213088914826937,0.165657668125154,0.199174118646807
141,1,183954,-0.149183871335079,0.167065732870189,0.372484196861967
142,1,184450,-0.103221658883179,0.165698850055517,0.533721362136417
143,1,184641,-0.073202473204512,0.170570023877705,0.668065854165505
144,1,184718,-0.140472436783915,0.166564160070026,0.399601972031128
145,1,185296,-0.0927868734239277,0.165951085954661,0.576433122330304
146,1,185438,-0.0858134345951356,0.165969557658115,0.605449789548756
147,1,185469,-0.0952836874600314,0.166194650288524,0.566789143350374
148,1,185503,-0.13068200494492,0.165696039188494,0.430825396994682
149,1,185705,-0.12673701202506,0.16755975184347,0.449932429621885
150,1,185749,-0.0975794712457302,0.167615031589174,0.560827706251351
151,1,185806,-0.103448280487943,0.16782910168621,0.538034043745713
152,1,185879,-0.130057152958305,0.168588748685663,0.440958576598265
153,1,185916,-0.0470673878302556,0.16863545520886,0.780325921965976
154,1,185941,-0.076968898422324,0.169339197417387,0.649730373323919
155,1,185954,-0.0753007029689534,0.169836149013864,0.657767828140525
156,1,186055,-0.0727224058876275,0.166447904927816,0.662445274209736
157,1,186896,-0.0702971463064796,0.16918113087497,0.678018050579633
158,1,187697,-0.429302567271677,0.344356544769526,0.213341294224555
159,1,189392,-0.42372915140494,0.346189354072047,0.221775738354181
160,1,189416,-0.317533506908383,0.335159134007977,0.344077400104899
161,1,190132,-0.0202670253759374,0.166700608061039,0.903302895766249
162,1,190148,-0.00379653868782942,0.16675425273215,0.981848781911336
163,1,190165,-0.0346561135472625,0.168025630952911,0.836710694419336
164,1,190169,-0.00546125669364492,0.167825959833663,0.974058858731275
165,1,190933,-0.148405896541802,0.166277735757465,0.372723281028945
166,1,192149,0.182495984917165,0.167544887876873,0.276792701592782
167,1,192302,0.355248822958643,0.220785865671853,0.108505932690212
168,1,192303,0.2004987480851,0.1997892629569,0.316282412969459
169,1,192305,0.271945018071607,0.2074078908859,0.190655815408222
170,1,192315,0.0787710932316368,0.235820862798802,0.738555749444855
171,1,192795,0.123542736123279,0.166019940676506,0.457284441725738
172,1,194020,-0.029836869570521,0.174998957568733,0.864716646848759
173,1,194187,-0.0141293235744682,0.166286058326984,0.93233342387583
174,1,194867,-0.101427111710305,0.166109564621268,0.541854910645412
175,1,197325,-0.162866929704035,0.170031901948698,0.338788407709117
176,1,197392,-0.175950653489181,0.172186658852242,0.307546964521673
177,1,198857,-0.673437624269147,0.796109360429623,0.39817546182585
178,1,206666,-0.191722870051156,0.186635926199245,0.305003329002711
179,1,206675,-0.204716364941173,0.243102491104566,0.400302688664335
180,1,223051,-0.157225929457341,0.192417902672754,0.414418659323402
181,1,223059,-0.294371155786792,0.199379428113846,0.140718119670798
182,2,7366,-0.245269428704501,0.240693369691321,0.308895149856846
183,2,8180,0.340277456207054,0.331377025558776,0.305190015377586
184,2,8187,0.46561633247342,0.34422284636124,0.177030189670766
185,2,8250,0.365945402301495,0.339449514806593,0.281745133424903
186,2,8253,0.333968901125037,0.339542891004989,0.325993827200949
187,2,8285,0.0137096483740078,0.184335383540503,0.940755404718411
188,2,8302,0.175770024302246,0.17229723129649,0.308353204899577
189,2,8306,0.175770024302246,0.17229723129649,0.308353204899577
190,2,8314,0.228498343302383,0.168573109907462,0.176129660462336
191,2,8317,0.176825532476131,0.172609345379704,0.306335517784251
192,2,8328,0.128624121021815,0.171956137147579,0.454954925117009
193,2,8331,0.132456296629713,0.171624093398599,0.440760209964551
194,2,8498,0.0781520714505509,0.168712453253782,0.64348751576128
195,2,8651,0.0737799240284007,0.168876086806497,0.662459749210724
196,2,9418,-0.635283771306139,0.428279395517164,0.138876477207428
197,2,9812,0.0375899770711867,0.169913656672868,0.825041360976975
198,2,9932,0.033964105611623,0.169246054683975,0.841065260663406
199,2,10135,0.0314788038727757,0.168599195483426,0.851996907781
200,2,11616,0.0507981429014719,0.168406855855638,0.763104588681978
201,2,12133,0.0659025400004278,0.169061752947383,0.696909605813451
202,2,12194,0.0456942955475468,0.169734598866096,0.787925168591707
203,2,12359,0.0286869295040042,0.169248821645155,0.865503926678996
204,2,13061,0.00620250164507963,0.16924293074774,0.970785977838665
205,2,14298,0.0248387676631396,0.169772014639361,0.883762863908289
206,2,15222,0.0407872829181058,0.17141898824423,0.812066363660954
207,2,17986,0.0521838246305342,0.168405655633262,0.756842825569091
208,2,19770,0.0558008011623818,0.169567053497801,0.742291821622689
209,2,19836,0.0380105458044856,0.169115029474085,0.822294874133061
210,2,19851,0.0512190089916875,0.169600401873404,0.762831313449024
211,2,21595,-0.0103257647603159,0.168920843198037,0.951291998410645
212,2,22385,-0.0374391205191887,0.169069833141702,0.824876524252591
213,2,23441,-0.0670144257229596,0.170686524215093,0.69483937201481
214,2,24209,-0.0213838027718796,0.169314204128843,0.899569076895904
215,2,24341,3.97427239074988e-05,0.169718519412971,0.999813292880307
216,2,26815,0.0277666885039778,0.169508696185778,0.869976931482632
217,2,28209,0.0242698329994175,0.169567258315848,0.886270707391249
218,2,28695,-0.0452804186225197,0.177138674878052,0.798392149979975
219,2,35849,-0.805347057568864,1.81568851186999,0.657640325463087
220,2,35850,-2.38918220900543,2.21759668998264,0.282048676090078
221,2,41245,-0.14071155691814,0.168755632169632,0.404947165799187
222,2,43214,-0.262973294846329,0.171088855686465,0.125175219383606
223,2,47104,0.0780087757171892,0.166823300123005,0.640349771353478
224,2,50915,0.00494989705477067,0.168514346660816,0.976583113672451
225,2,55834,-0.081130039815647,0.16768028590742,0.628801082501008
226,2,56422,0.00415551795853342,0.168035609724779,0.980284312102151
227,2,57715,-0.0197139356474383,0.167478549562299,0.906364221684503
228,2,59046,-0.0223685163850981,0.168324867656177,0.894356918302576
229,2,59191,-0.0170853338206681,0.167362813941809,0.918746691680278
230,2,59383,0.0180676585584031,0.167410721376981,0.914117181223417
231,2,59477,-0.0211023690811705,0.169928727148688,0.901240552167359
232,2,59755,0.00508164236856867,0.381810262735764,0.989388515849714
233,2,60471,-0.0168709179291832,0.167636558420002,0.919893496667729
234,2,60478,-0.0172994596961569,0.167827734036527,0.917959066427529
235,2,60786,-0.0299436342299412,0.167546721790187,0.858261570971303
236,2,61035,-0.0251277737593591,0.16753687944723,0.880863262035623
237,2,61071,-0.0499047322819018,0.166761027111776,0.764918574678646
238,2,61675,-0.0862348272275246,0.167199345891731,0.606344530514203
239,2,62776,-0.15550605293929,0.17438452169266,0.373138514199223
240,2,62939,-0.0815969419724182,0.166916722390137,0.625252730272982
241,2,63527,-0.0525361139867808,0.167576648667844,0.754082201128212
242,2,63857,-0.0719425141642321,0.167595226419792,0.66799334339962
243,2,65527,-0.105519334827213,0.166991868052194,0.527872287576734
244,2,67007,-0.171723778431316,0.183733501753904,0.350615283749447
245,2,67023,-0.0758049955735696,0.380398372677429,0.842160086790285
246,2,67024,-0.0669731621762493,0.381793718329108,0.860852450864374
247,2,67976,0.00853561822186366,0.16949228577198,0.959864056733984
248,2,69628,0.0658614831330722,0.172265127231858,0.70244945118597
249,2,71825,-0.117309971928237,0.333125092927478,0.724935976732108
250,2,72389,0.0126474247856431,0.16844631151374,0.940191344855947
251,2,72392,-0.0744806717299124,0.169546723544432,0.660718104453946
252,2,73646,0.11039900189255,0.166012118715944,0.506481081664006
253,2,74564,0.135668371183316,0.165632577855867,0.413286385980608
254,2,74739,0.231809026754925,0.165876815862264,0.163147863633421
255,2,79931,0.288076609273551,0.186854064138759,0.124037634008909
256,2,80748,0.24156963175924,0.17251125794787,0.16229815226445
257,2,80873,0.301221801370794,0.165959273367432,0.0703671416349798
258,2,81501,0.316451203166478,0.16585104687254,0.0571965052891144
259,2,83526,0.264239511996036,0.165850249343206,0.112000991021685
260,2,83845,0.326135933527497,0.165696922175818,0.0498194344815349
261,2,84412,0.628105868847298,0.418526272284081,0.134312537047177
262,2,84412,0.0912992909977629,0.210188486928148,0.664286138649413
263,2,84447,0.313536590661559,0.167903539791392,0.0626797184939522
264,2,87391,0.353458136654541,0.164797693417634,0.0326509204797345
265,2,87562,0.35392294663978,0.165217343017191,0.0328638629584418
266,2,87849,0.353140996649884,0.165206232412997,0.0332376544684872
267,2,87878,0.355293007838102,0.16591229964909,0.0329218739584456
268,2,88125,0.250196208166392,0.185212767159533,0.177606065344692
269,2,89785,0.265385882383263,0.166406703303647,0.11165122560425
270,2,93441,0.233060549998481,0.171542693570756,0.175136011253131
271,2,93588,0.262182955681146,0.177481913722345,0.140503543492852
272,2,93721,0.2221256856297,0.166080541733681,0.181934409248479
273,2,93952,0.172525986762325,0.165770417898159,0.298702689047931
274,2,95085,0.300127517780009,0.165487073518808,0.0705882120773082
275,2,103188,0.276136307630611,0.169656769178156,0.10449823264394
276,2,107124,0.269941799747871,0.165717312454452,0.104220021545323
277,2,111645,0.382805019186534,0.165193753312518,0.021058389373453
278,2,111916,0.364556985970367,0.1657056698443,0.0284524512502933
279,2,111931,0.382571667476655,0.16584761221342,0.0216462596058783
280,2,111999,0.375110329668758,0.165291503796691,0.0238476295499654
281,2,114528,0.314885844347302,0.166610175231174,0.0595829485498998
282,2,116024,0.420847397983539,0.166347839734467,0.0118430425797603
283,2,119244,0.174339609785855,0.182699544589782,0.340614055774908
284,2,119246,0.213200021221781,0.184537871314021,0.248741424726604
285,2,119247,0.136376314321921,0.186079849083963,0.464111072930645
286,2,120090,0.233028235470864,0.166725550660958,0.163088218685048
287,2,120291,0.2666353828174,0.168501570294837,0.114455825476242
288,2,120726,0.237680408280137,0.167644525452531,0.157141713545182
289,2,121716,0.329163577232818,0.167013827340152,0.0495189301862528
290,2,123100,0.287959318537835,0.16746196083499,0.0863907095187514
291,2,124677,0.311196529229253,0.167111375044954,0.063404128758446
292,2,127636,-0.143655479515303,0.212256541914667,0.49897535364521
293,2,127887,0.253886184492632,0.168540731419078,0.132864276669836
294,2,128935,0.250727703433892,0.168393786240541,0.137396847898708
295,2,129053,0.291477893187937,0.168724206484277,0.084945294501211
296,2,130040,0.248656116167914,0.169955570980493,0.144339282321046
297,2,130976,0.16573285922767,0.168851319179835,0.327003019333027
298,2,132199,0.221632358052594,0.169455147537085,0.191754370075286
299,2,133355,0.213761376930113,0.170635423294735,0.211130527647847
300,2,133435,0.222972095726006,0.17097247012586,0.193035456933919
301,2,133943,0.0934062355672657,0.200591097583053,0.641749675113404
302,2,135183,0.136171608695225,0.171325543349405,0.427256882102787
303,2,135402,0.116449703717359,0.171340808126494,0.49717920058584
304,2,135898,0.177897684692184,0.172101882543621,0.301995022436776
305,2,135912,0.160511600487977,0.172277769695685,0.352127150997412
306,2,135925,0.161825169453168,0.171491942935394,0.346003463204407
307,2,136002,0.126331946415107,0.171447821046037,0.461700811296517
308,2,136173,0.15390050462962,0.172599259274635,0.373180559296965
309,2,138209,0.124353707684198,0.177737581110509,0.484608068427471
310,2,138318,0.172092264942894,0.17711870493626,0.331904386930707
311,2,138695,0.0973895837655064,0.174238533839597,0.576554344434028
312,2,138818,0.0781858394250573,0.1739461814882,0.653359174365009
313,2,139728,0.0869103385773432,0.173622407850131,0.616985036218455
314,2,140174,0.0643032940161251,0.173650294053106,0.711378528725679
315,2,140863,0.055815621858908,0.173588346702404,0.747991401510174
316,2,141152,0.0513502341067563,0.174081361426043,0.768183821086905
317,2,141292,0.076473029125547,0.172803060434254,0.658366335201883
318,2,141545,0.0885313582906195,0.173629065622109,0.610448643256844
319,2,145823,0.301401087856231,0.179600076681525,0.0941971807637673
320,2,145934,0.105092756322164,0.297049582167089,0.723708526978787
321,2,145980,0.188353659175183,0.181701576600361,0.300627250270116
322,2,146723,0.171186308303503,0.173140135645263,0.323479649385839
323,2,147946,0.170709779876055,0.174731850551442,0.329247375112329
324,2,150394,0.167506569013625,0.190391422428359,0.379565647947119
325,2,151274,-0.233708071775382,0.298313695367468,0.433899611484515
326,2,151397,0.115002691686404,0.175298510503171,0.512226287513453
327,2,153035,0.126225042731665,0.173365747711031,0.467044084125278
328,2,153228,0.0762988097725664,0.174714675288051,0.662592144377389
329,2,153455,0.133897951366831,0.175936629563387,0.44713060957697
330,2,153732,0.184072059060924,0.181786407572281,0.311957565004481
331,2,153815,0.0900276617104085,0.175339880930461,0.607960175171442
332,2,154160,0.107095161417262,0.173473851765848,0.537397807776708
333,2,154235,0.0940728949943176,0.175229157576491,0.591705005226211
334,2,155527,0.141749971810402,0.190119207801936,0.45641449589033
335,2,159870,0.167170593754898,0.170641321205498,0.327924558911042
336,2,161229,0.0902213628922782,0.173429405206036,0.603236677187244
337,2,161451,-0.60310010157205,0.370113047767271,0.104098696916296
338,2,161451,0.563200524115639,0.37148623759123,0.130395656429709
339,2,162696,0.150032963883313,0.17256469227042,0.385202616325827
340,2,163284,0.170751349856824,0.170217748695884,0.316482945475049
341,2,164166,0.0220997531495368,0.172038893555999,0.897859774951712
342,2,165270,-0.0229017514751364,0.170591733908914,0.893282272024877
343,2,165675,-0.00499760331895349,0.173415221514018,0.977025462760502
344,2,166404,-1.26720041870366,0.444353872887374,0.00460333926588828
345,2,168012,-0.0411744089377239,0.20960988730202,0.844383896981149
346,2,168062,-0.088901261579319,0.171791996415749,0.605135750591109
347,2,168518,-0.130821247069897,0.170731208375345,0.444045014789861
348,2,168980,-0.0997112902350915,0.170709536618565,0.55952669171163
349,2,169651,-0.0882735544957157,0.17080852842814,0.605620601866601
350,2,169902,0.571035275360822,0.283988212684089,0.0451096468688987
351,2,169960,0.196625382870769,0.2658295456588,0.459993588789148
352,2,170725,0.026383099568882,0.171171539085435,0.877593333182901
353,2,171254,0.123282529826024,0.171328706084458,0.472267583762883
354,2,172242,-0.0530903523575557,0.169404038524732,0.75416579388952
355,2,173254,-0.0355698314900632,0.168118629539315,0.832560098580867
356,2,173340,-0.0284703583756238,0.16810211252235,0.865607760087555
357,2,173385,-0.0246283279651455,0.168258656420291,0.883711414438492
358,2,173973,0.030553566909983,0.167808887366504,0.855629483141219
359,2,174714,0.00926499427337564,0.4302924647555,0.982833559589117
360,2,177341,0.155655536995643,0.167039645872226,0.35205203289371
361,2,180314,0.0737204244542541,0.167255065494553,0.659651876846625
362,2,180339,0.0536978770867475,0.167699400876822,0.749003780476437
363,2,182758,0.238059260087895,0.16664123507991,0.154011052010608
364,2,183619,0.20330420230637,0.167431051359019,0.225461575640541
365,2,183913,0.220953848679524,0.171627391514258,0.198796827124551
366,2,184146,0.288895087713308,0.172499695760682,0.0948675316828199
367,2,187176,0.144882973420647,0.168517446359442,0.390510036940126
368,2,191066,0.228370463393243,0.16951964724969,0.178792121460402
369,2,191124,0.588017313624801,0.212436665983961,0.00593820062964687
370,2,191128,-0.484905301527638,0.195977418012156,0.0138194844384594
371,2,191599,0.169629078977551,0.167356622758466,0.311478124947369
372,2,191762,0.224863187929487,0.173822488285925,0.196636683881281
373,2,191763,0.179921066545563,0.167991040010169,0.284894020809528
374,2,191959,0.102309365563081,0.167764854558871,0.54236154613121
375,2,192390,0.119804560205226,0.172367163788007,0.487478448570631
376,2,195759,0.216395835995343,0.168902236279857,0.200967984860472
377,2,196912,0.194426475970579,0.166234392820517,0.2429541590913
378,2,197598,0.304304523361219,0.543695984139283,0.576041703965047
379,2,198110,0.172690833412697,0.167302008501326,0.30268034177583
380,2,198283,0.187219026317875,0.172536950532677,0.278619958565089
381,2,198805,0.165198372870676,0.168046133789533,0.326254297284974
382,2,198891,0.189811618166291,0.166659315819694,0.255508849363944
383,2,199248,0.163967389419274,0.167118837986015,0.327194443771445
384,2,201782,0.116609319803889,0.16702563208562,0.485541624470261
385,2,203285,0.313670400170366,0.165653747493966,0.059104878466454
386,2,203783,0.242652883786445,0.165631633186456,0.14380679444257
387,2,204179,0.257477937205629,0.165971585208106,0.121716888056418
388,2,205406,0.175209795153292,0.16798880431867,0.297669007285805
389,2,205834,0.202452593218086,0.167094539096363,0.226474004694059
390,2,205965,0.0264443545235661,0.182955839067494,0.885156914163491
391,2,207192,0.202090734036914,0.166938882430024,0.226871240551603
392,2,207561,0.209094038362654,0.166173379776913,0.209119086090681
393,2,208682,0.12597023543783,0.166130208959527,0.44880004716149
394,2,210102,0.108451352039456,0.166594870689572,0.515477406771608
395,2,212519,0.736040615554358,0.35261773203593,0.0375722238942531
396,2,214801,0.129431522331877,0.166544492291673,0.437585554926769
397,2,215016,0.117463693714756,0.166474445658861,0.480904807164586
398,2,218876,-0.00447179886691851,0.168313934834561,0.978819147219607
399,2,227511,-0.0126272472555742,0.169504073351287,0.940658522208359
400,2,230378,0.0447389420130998,0.167352359418542,0.789368284831336
401,2,231943,0.0155962056385215,0.167847102845896,0.9260205258484
402,2,232156,0.0323401012294698,0.167771522121503,0.847255624293419
403,2,232789,0.0381250991833584,0.167173927665731,0.819734367064397
404,2,238524,0.00200115831115466,0.167421486621093,0.990470011634522
405,2,241518,-0.0740414974276969,0.168828986374301,0.661249277415189
406,2,250396,-0.135121543705978,0.167569494835873,0.420577498953971
407,2,250466,-0.13794520558804,0.167503688247341,0.410759661899625
408,2,252305,-0.106768929459325,0.168012865416847,0.525526696676336
409,2,254571,-0.0211316717008425,0.170466379449192,0.901414439243777
410,2,254742,-0.0341444300909742,0.170306460298214,0.8412142687545
411,2,254908,-0.0579494201049041,0.171589407700819,0.735773864616756
412,2,255033,-0.0749550017987064,0.201106148431913,0.70958527772311
413,2,255862,-0.073609059600253,0.17053833808136,0.666275566264617
414,2,255975,-0.00136617900234659,0.169967454524405,0.993591304547561
415,2,258311,-0.048704947304957,0.167140800874963,0.770916029298057
416,2,259284,0.0395879933198398,0.167710517904786,0.813531114158386
417,2,266330,0.0720447708239001,0.168401276359222,0.669045918045432
418,2,267100,0.093368100649831,0.168359323581904,0.579535652292352
419,2,268086,0.134208545000327,0.168293399732266,0.425715560359022
420,2,274614,0.101954732234456,0.167333554894935,0.542723892056861
421,2,274729,0.0632021847945834,0.168303633590723,0.707495771255553
422,2,275746,0.14474417330661,0.168087307142777,0.389753760660263
423,2,277029,0.138975994558147,0.167318411171611,0.406756586247499
424,2,277741,0.136927001689293,0.167389010660234,0.413899483496284
425,2,278218,0.132502192496849,0.167096210667339,0.428328249806067
426,2,278379,0.0974095655610772,0.171305416400891,0.569968170184715
427,2,279910,0.0907185030168084,0.167116503395225,0.587578506680742
428,2,280616,0.0966908431596408,0.174416890446004,0.579679231077337
429,2,283431,0.093014050959995,0.169562594344321,0.583659084643525
430,2,283573,0.103979014648387,0.167508579289839,0.53517230062418
431,2,286762,0.0683481429857628,0.167989599952528,0.684357854981595
432,2,287187,-0.00364491910987441,0.167244856569016,0.982624667022727
433,2,288379,0.0816929496007028,0.165920580833255,0.622769700492847
434,2,294941,0.10399189000477,0.165984574220947,0.531381884021455
435,2,296073,0.00730244996043426,0.170672231239413,0.96589599810461
