SNP,Chr,Pos,Effect,SE,HUG1_ADE17_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
58,1,75211,0.157756361380962,0.13262991233447,0.23506292062006
59,1,76030,0.164748185812784,0.132605828834286,0.214917321160933
60,1,80108,-0.00744874920949035,0.132863416225489,0.955323172593729
61,1,81262,-0.0727325906731336,0.132757349725835,0.584133518028527
62,1,81999,-0.0580106244725581,0.133102321881116,0.663222986091634
63,1,82431,-0.118953898865499,0.133618455263764,0.373937710936347
64,1,83284,0.0188154927296572,0.13279118140054,0.887403857860335
65,1,83613,0.0437855491467943,0.132759871416627,0.741739065128463
66,1,84112,0.00747146694538035,0.132794362142418,0.955163779288595
67,1,84701,0.0707090144045714,0.142150529400727,0.619200125584264
68,1,84858,0.116038296579135,0.133026452365796,0.383640439370902
69,1,85751,0.0386597842064012,0.133701275546485,0.772635985892627
70,1,87445,0.0474528092428443,0.133975972608142,0.723408756165651
71,1,87467,-0.00832649571540969,0.134700542732258,0.95074525050073
72,1,89070,0.04261690274654,0.133838999011593,0.750355305380705
73,1,89616,0.0806312409654693,0.133068943677803,0.544946779206494
74,1,89679,0.0414881504936656,0.133136677185616,0.755512728673523
75,1,89880,0.0591878671280597,0.133151465810272,0.656942454937656
76,1,91472,0.0612846450269805,0.134137703995777,0.648039327670146
77,1,93789,0.0577305112675812,0.132759404041801,0.663936565219922
78,1,94351,0.0314679005035262,0.133133915580062,0.813288274964807
79,1,99148,0.065882494583541,0.132748652393733,0.619995166113752
80,1,101281,0.453551132847933,1.45214189740405,0.754972246514465
81,1,106011,0.155065868100149,0.138150946023356,0.262439129217162
82,1,106800,0.0952146756165396,0.132877478868174,0.474119482044187
83,1,107970,0.167829892967618,0.132278862422052,0.205363306624667
84,1,109000,0.103063659395498,0.132700447778708,0.437877140969865
85,1,112549,0.0437275085643421,0.132643016171392,0.741850064852033
86,1,112742,0.0905590312359121,0.133093040614033,0.496685226567708
87,1,113050,0.0765418159673695,0.132893813429361,0.565007726030746
88,1,113135,0.0603400774896113,0.132578702849596,0.649298043042899
89,1,114076,0.0728100461357423,0.132560962689858,0.583176320940234
90,1,114628,0.113912688421044,0.132814780579423,0.391650673735653
91,1,116283,0.126016640264397,0.133524214719,0.3459307971827
92,1,126880,-1.5170175070176,2.50715518855046,0.545517777848001
93,1,127853,0.112296175040076,0.133309725839066,0.400150976911917
94,1,128302,0.132427262141419,0.132744073782389,0.319150225497078
95,1,128704,0.0785375429511349,0.132997716710582,0.555221292508741
96,1,128911,0.129539224111857,0.132899394406572,0.330368399236778
97,1,130267,0.0705515934721276,0.13296202276419,0.596019507136552
98,1,130271,0.0671021516647975,0.133125009249816,0.614538094027634
99,1,130613,0.0816425515417671,0.134347145977237,0.543778234924712
100,1,132012,-0.0475672269716724,0.134108192758538,0.723031456109903
101,1,133231,-0.131639891957488,0.132995859914405,0.32294768493229
102,1,137074,-0.14594428748304,0.132763831495802,0.272396204209444
103,1,137304,-0.184671301518439,0.132673512736768,0.164822098317735
104,1,139686,-0.0557360473385744,0.133178901500911,0.675832370054008
105,1,149562,-0.104858225951216,0.133399141960057,0.432366259928783
106,1,150447,-0.0940075761270091,0.134904073494519,0.486356823748282
107,1,151446,0.0725010275768243,0.271175791386326,0.789349638765902
108,1,154084,-0.0889382796315894,0.135331136275938,0.511486958781905
109,1,156633,-0.0723967821884734,0.137216312283565,0.598101088864001
110,1,157269,-0.133091058451465,0.132767402880299,0.316818861650353
111,1,160054,-0.149027388715199,0.133984854183164,0.266778807024979
112,1,166222,-0.125284690781585,0.133059730158991,0.34705811799644
113,1,166416,-0.136038841570597,0.132758938889606,0.306203755162534
114,1,167326,-0.166197544581457,0.133418850631154,0.213707093307713
115,1,168836,-0.13813317994457,0.132874875049495,0.299249674296343
116,1,171200,-0.22593639010881,0.132733789374944,0.0896026054147561
117,1,171431,-0.29096828806938,0.133212285165084,0.0296017254086846
118,1,173339,-0.275458850878334,0.132256399621329,0.0379921900941482
119,1,173845,-0.272879064924016,0.132160580700868,0.0396761935288745
120,1,175121,-0.316699276317285,0.131617634412782,0.0166324757790357
121,1,175281,-0.296767291569782,0.131862751540421,0.0250273527381744
122,1,175315,-0.300056708624083,0.131799549919712,0.0234073811017477
123,1,175523,-0.287200191229444,0.132637903728381,0.0310344841072427
124,1,175541,-0.299251046448205,0.132013571831526,0.0240056795359361
125,1,175653,-0.323792010020019,0.132273746979083,0.0148557717725543
126,1,175805,-0.250093337543921,0.140306322937478,0.0755301971127728
127,1,175818,-0.297364031656968,0.136785874255139,0.0303737529713401
128,1,175856,-0.304220996761447,0.134623566886736,0.0244433279668018
129,1,175876,-0.287680771228142,0.132634953361278,0.0307523157572359
130,1,175989,-0.305900133021894,0.13290321013256,0.0219351819222818
131,1,176001,-0.296368054629573,0.133666940038515,0.0272450694789822
132,1,176451,-0.301462520200051,0.135264029926474,0.0264632262966297
133,1,177692,-0.244577731871859,0.132123875272437,0.0649867518656874
134,1,178191,-0.248624772783342,0.132234957523404,0.0609075695332336
135,1,178224,-0.244577731871859,0.132123875272437,0.0649867518656874
136,1,178960,-0.279188525170715,0.132996405325883,0.0365073599566943
137,1,179139,-0.264290233177573,0.264861913623716,0.319039683331453
138,1,179139,-0.0996643562174636,0.534164562612238,0.852097228769475
139,1,180955,-0.143583227944297,0.153494690929684,0.350207255169961
140,1,183802,-0.352817706308177,0.131445726596285,0.00761457495651052
141,1,183954,-0.307184689951371,0.132743908497875,0.0212349981079821
142,1,184450,-0.234893546491484,0.131985165375664,0.0759858481191408
143,1,184641,-0.251472276766752,0.135775913711851,0.0648443674038168
144,1,184718,-0.294687826185845,0.132403453932586,0.0266666542412158
145,1,185296,-0.284772382846295,0.131895578042653,0.0315176464680256
146,1,185438,-0.246608033417542,0.132119483046734,0.06279293358563
147,1,185469,-0.242759601022893,0.132332198209301,0.0674255618811072
148,1,185503,-0.264370283806293,0.131869000717028,0.0457482000689817
149,1,185705,-0.283906906791997,0.133245689611589,0.0338044167894325
150,1,185749,-0.264399293548387,0.13335934348577,0.0481861187467959
151,1,185806,-0.279238110554898,0.133453804330412,0.037116939917896
152,1,185879,-0.297065916095394,0.133998087668456,0.0272637842833619
153,1,185916,-0.225109054115503,0.134333068446837,0.0946720242014992
154,1,185941,-0.234762777480268,0.134876273568068,0.0826288093767152
155,1,185954,-0.253607096066083,0.135177148924111,0.0614652417204514
156,1,186055,-0.242651608479988,0.132510237407392,0.0679146752836401
157,1,186896,-0.26696889813819,0.134572794067968,0.0480495803970727
158,1,187697,-0.564957370002918,0.274331495376493,0.040189221813373
159,1,189392,-0.412561928683234,0.276551066533605,0.136641802949401
160,1,189416,-0.402269122167063,0.267499230647916,0.133523359342421
161,1,190132,-0.0705598739602115,0.133254102729382,0.596781983257963
162,1,190148,-0.0541798133150623,0.133316033778975,0.684694009999229
163,1,190165,-0.0699559918582277,0.134320293290515,0.602822347542921
164,1,190169,-0.0472393064092246,0.13418077101213,0.725005443462244
165,1,190933,-0.161484754416376,0.132838242756804,0.224930797522215
166,1,192149,0.0769929558177168,0.134141746021523,0.566355556983775
167,1,192302,0.245060117685785,0.176719736031447,0.166403403447679
168,1,192303,0.146956707586634,0.159800411573614,0.358395908412273
169,1,192305,0.224017163682392,0.165831601241221,0.177601886754398
170,1,192315,-0.0463642464320246,0.188590753120522,0.805944472983902
171,1,192795,0.115567094802253,0.132721548942885,0.384483232490551
172,1,194020,-0.00713126655773766,0.13994534858151,0.959388200126273
173,1,194187,0.0199012004856389,0.132969863744461,0.881112819200631
174,1,194867,-0.0408069283813831,0.132883968385096,0.758958290288515
175,1,197325,-0.0804439105193182,0.136077376715255,0.554789549143234
176,1,197392,-0.107952424563661,0.137774954142619,0.433834457512327
177,1,198857,-0.611377558297467,0.636432367962551,0.337394555325619
178,1,206666,-0.108627445980158,0.14935679602709,0.46752325450273
179,1,206675,0.00367433785639815,0.194595008104392,0.984945927575725
180,1,223051,-0.245453861875281,0.153459743331229,0.110611383215879
181,1,223059,-0.268161235165987,0.159289609705104,0.0931658420105021
182,2,7366,-0.436066983191471,0.191353928032849,0.0232725982304621
183,2,8180,0.0427587063489927,0.265375495384758,0.872086887315932
184,2,8187,0.0457006490243987,0.275963831758795,0.868563586665654
185,2,8250,-0.0146886056276481,0.271890399221827,0.956946607858474
186,2,8253,-0.0186082350128691,0.27188971931406,0.945473830933918
187,2,8285,-0.0345154342228707,0.147395798174755,0.814990020498725
188,2,8302,0.00165432825310807,0.137982556305106,0.990440843889377
189,2,8306,0.00165432825310807,0.137982556305106,0.990440843889377
190,2,8314,0.0221241363156857,0.135146823195065,0.870057500483667
191,2,8317,-0.000313613535000035,0.138234241444295,0.998191113663184
192,2,8328,-0.0358165589214433,0.137602600204246,0.79479196868226
193,2,8331,-0.0318341470700088,0.137346639049329,0.816843515096834
194,2,8498,-0.0485512657321389,0.134929275545204,0.719191300784572
195,2,8651,-0.0477439905227722,0.135056471843624,0.723916179075056
196,2,9418,-0.446231000545351,0.342722705178649,0.1937593071071
197,2,9812,-0.0724031253365769,0.13582834073721,0.59433526332396
198,2,9932,-0.078764002053283,0.135282501784788,0.560791044245201
199,2,10135,-0.1026580178286,0.134718350488828,0.446557161617875
200,2,11616,-0.081140331691869,0.134616743285111,0.547061591736614
201,2,12133,-0.0914771285088838,0.135133753291156,0.498888853415275
202,2,12194,-0.0947083495180306,0.135650697140394,0.485525459958319
203,2,12359,-0.104039578971198,0.135234116074763,0.44221225810868
204,2,13061,-0.0956964666915813,0.135241601309262,0.479662844580633
205,2,14298,-0.104749414690465,0.135649903583605,0.440510212784809
206,2,15222,-0.074737231820447,0.137030601699739,0.585819170186643
207,2,17986,-0.0729460609272302,0.134630027912843,0.588280149462597
208,2,19770,-0.0746393149064086,0.135559010741011,0.582253527600463
209,2,19836,-0.0631149609109941,0.135202895207521,0.64091905263259
210,2,19851,-0.0606717580649766,0.135602152919059,0.654842839985238
211,2,21595,-0.0541981821248425,0.135049571245925,0.688426889337886
212,2,22385,-0.0715855707969565,0.135154498718944,0.596682487904088
213,2,23441,-0.0972181431298161,0.136423313948803,0.476550967983364
214,2,24209,-0.0611076998733225,0.135358206627773,0.651941215992469
215,2,24341,-0.0715333624180624,0.135664118269429,0.598328407670998
216,2,26815,-0.0624303104099682,0.135514164992858,0.645303178951936
217,2,28209,-0.0521663320837235,0.135572080870299,0.70062718306005
218,2,28695,-0.00874154413581762,0.141663498648276,0.950831567774711
219,2,35849,-0.29416249411171,1.45225813899078,0.839599371538088
220,2,35850,-1.43275935137147,1.77460430106926,0.419997968694087
221,2,41245,-0.137682307621462,0.134881455958231,0.308064705381734
222,2,43214,-0.214831294683475,0.136793350098925,0.117199242018902
223,2,47104,-0.0418648044540758,0.133425040962647,0.753880897066276
224,2,50915,0.0185878958664123,0.134751134266441,0.89036458487807
225,2,55834,-0.0262819955213378,0.134124793879483,0.844760639584863
226,2,56422,0.00763297839437355,0.134371275621966,0.95473256306926
227,2,57715,0.00301768093493515,0.133928845313272,0.982036339780721
228,2,59046,-0.0101014807913579,0.134605375187355,0.94022129715174
229,2,59191,0.00169413542745867,0.133835708995688,0.989907541376084
230,2,59383,0.0388883320765568,0.133858280639253,0.771590055325201
231,2,59477,0.0212670811379014,0.135883882058312,0.875721118314929
232,2,59755,-0.00466222017809415,0.305319319568505,0.987825418071438
233,2,60471,-0.0250715699085245,0.134047948316479,0.851741156083195
234,2,60478,-0.0232681670508142,0.134201848592574,0.862450654555172
235,2,60786,-0.0097085935238157,0.133985892895482,0.942277018903212
236,2,61035,0.00245545383304474,0.133977162409639,0.985388018810526
237,2,61071,0.00345945598677028,0.133369325035162,0.979320715524699
238,2,61675,-0.00873515552457826,0.133752604094455,0.947965501339476
239,2,62776,-0.0451713874743396,0.139585036245057,0.746423465859048
240,2,62939,0.0134551231655319,0.133520293363436,0.919788568504926
241,2,63527,0.0285281500671218,0.134014811998539,0.831548813242888
242,2,63857,0.0249583806024631,0.134048008153902,0.85240281999229
243,2,65527,-0.0160742965869521,0.133609893349913,0.904307863652567
244,2,67007,-0.0778761786165638,0.147048062104387,0.596724440371514
245,2,67023,0.347079074993792,0.303646004094116,0.253797220495758
246,2,67024,0.34093354233258,0.304779705575039,0.264061711449157
247,2,67976,0.0488773757723763,0.135512140919913,0.718549689581203
248,2,69628,0.0586988838492769,0.137747052528666,0.670268969229435
249,2,71825,-0.214471605586627,0.266189777706339,0.420952833367961
250,2,72389,-0.0200409956552893,0.13469704830241,0.881807688225389
251,2,72392,-0.0972830062131516,0.135518327871763,0.473319235126276
252,2,73646,-0.06445314085689,0.132792489845771,0.62771687264433
253,2,74564,-0.0462310568001939,0.132553129835924,0.727467076770494
254,2,74739,0.00746859807921892,0.133011291575503,0.955253995856003
255,2,79931,0.0848515633564113,0.149854359129461,0.571599361402334
256,2,80748,0.0701644379378564,0.13828298359393,0.612192796663774
257,2,80873,0.0621581472659623,0.133288175500977,0.641256903594362
258,2,81501,0.0757103803355545,0.133246094551561,0.570260678843079
259,2,83526,0.0987390693205322,0.132996426041063,0.458327256377931
260,2,83845,0.142831347807671,0.133009640555537,0.283626963504925
261,2,84412,0.152257130710653,0.33564793666197,0.650379993511228
262,2,84412,0.0697784564456743,0.16808373470255,0.678290862657343
263,2,84447,0.13787054139583,0.134728001714148,0.306854937043633
264,2,87391,0.179094179222245,0.132295459173839,0.176684180714257
265,2,87562,0.202461469334724,0.132536733885882,0.12751047603757
266,2,87849,0.185804129314817,0.132593205450668,0.16200006966625
267,2,87878,0.192854053342151,0.133137741212615,0.148356454297522
268,2,88125,0.127063105283803,0.148335940797824,0.39225254417369
269,2,89785,0.1756493033351,0.133220094453778,0.188194627795047
270,2,93441,0.140863811512851,0.137329930402841,0.305719925471912
271,2,93588,0.128234939980771,0.14219993770754,0.367781599500367
272,2,93721,0.127514060716767,0.132971360829527,0.338235824938851
273,2,93952,0.0931003183116019,0.132671100695629,0.483305125211024
274,2,95085,0.156718202304321,0.132686973199993,0.23835330681321
275,2,103188,0.156970847012945,0.135919740907513,0.248921174108367
276,2,107124,0.142768630003717,0.132797809722211,0.283071966661886
277,2,111645,0.249641209187928,0.132435350494233,0.0602504440449017
278,2,111916,0.245303070722018,0.132773564900298,0.0655069440148757
279,2,111931,0.250871494963615,0.132949118221344,0.0599842033877903
280,2,111999,0.246623573471274,0.132489462527977,0.0635105067171833
281,2,114528,0.192391048637326,0.13351217394431,0.150471096376521
282,2,116024,0.239720405265071,0.133614868512975,0.0736504848732664
283,2,119244,0.184770242181279,0.145955345020688,0.206370538115195
284,2,119246,0.219969387101988,0.147382449947379,0.136459370397604
285,2,119247,0.126483153108776,0.148761994330301,0.395768895248192
286,2,120090,0.123261258405146,0.133531500715753,0.356592119445039
287,2,120291,0.16007214500827,0.134952770195753,0.236366903143364
288,2,120726,0.117113261295988,0.134295594917164,0.383770644935549
289,2,121716,0.166251827941167,0.133995635283525,0.215531057293472
290,2,123100,0.0796218386403198,0.134405936734398,0.553963216162843
291,2,124677,0.0522777090911654,0.134258659054256,0.697229461270978
292,2,127636,-0.313202758753637,0.169023620899704,0.0647150254639323
293,2,127887,0.12715982473858,0.135038695239631,0.347013407149048
294,2,128935,0.115599833774173,0.134940177955584,0.392205875190187
295,2,129053,0.14951269619136,0.135257669267241,0.269742742695565
296,2,130040,0.144408358771725,0.136101680202084,0.289400348324176
297,2,130976,0.107919803668672,0.135086128320879,0.424887746371255
298,2,132199,0.156706378132838,0.135578548926814,0.248530510759134
299,2,133355,0.111240337756503,0.136625495134854,0.416079873876706
300,2,133435,0.128921313059052,0.13687735323621,0.346900926576661
301,2,133943,0.0722026884401732,0.160408406575203,0.652901758024675
302,2,135183,0.116361008972423,0.136985213231969,0.396211038703863
303,2,135402,0.109583322973331,0.13698031411491,0.424252747584959
304,2,135898,0.14804102333899,0.137606140028648,0.282737349085315
305,2,135912,0.138177782606729,0.137737149103748,0.316451982655815
306,2,135925,0.141529380284987,0.137101741764535,0.30264087755775
307,2,136002,0.100480028641057,0.137101520941984,0.464113259005343
308,2,136173,0.103060607630564,0.13806757574805,0.455892170275193
309,2,138209,0.052073574984709,0.142201580567262,0.714438590884126
310,2,138318,0.110652106038444,0.141702113779876,0.435397420247739
311,2,138695,0.0496559010997604,0.139368605289323,0.721834848441898
312,2,138818,0.0132516860016831,0.139136248012281,0.924176244618303
313,2,139728,0.053123996353605,0.138859809659214,0.702266729364875
314,2,140174,0.0610943180037191,0.138850523313151,0.660205924972656
315,2,140863,0.0383632850686326,0.138817399082169,0.782434918669284
316,2,141152,0.0576436791463701,0.139189680372787,0.679024864693109
317,2,141292,0.0558225193275073,0.138190515663159,0.686491645951093
318,2,141545,0.0891598729137419,0.138814679712823,0.521099042650697
319,2,145823,0.218922824228553,0.14371964050042,0.128588217584778
320,2,145934,0.00187660245498344,0.237581495790494,0.993702217946375
321,2,145980,0.0813863724179436,0.145456432063831,0.576158956190735
322,2,146723,0.10156313296788,0.138539826518698,0.463985802373501
323,2,147946,0.136818234089544,0.139725652482669,0.328155738720368
324,2,150394,0.166842418106064,0.15215680131743,0.273600352167422
325,2,151274,0.135128771151669,0.238649214737466,0.571601707291712
326,2,151397,0.0627047911674445,0.140225361286355,0.655025454450041
327,2,153035,0.0986637552144589,0.1386387214743,0.477144822260894
328,2,153228,0.0380572114318718,0.139735826568648,0.785511274378007
329,2,153455,0.0584208496365197,0.140770961356205,0.678389332791651
330,2,153732,0.042084719297782,0.14556149771852,0.772659378865599
331,2,153815,0.0607128765578409,0.140227844493058,0.665309128686953
332,2,154160,0.0775918642110611,0.138733944736838,0.576321644957776
333,2,154235,0.0573558315788238,0.140148131956464,0.682603312251578
334,2,155527,0.0617065075509642,0.152115407487262,0.685241235230566
335,2,159870,0.0457919167826172,0.136619096110255,0.737688798797175
336,2,161229,0.066642327974664,0.138692791378001,0.631167281847805
337,2,161451,-0.349661127839923,0.29649305572793,0.239063741065869
338,2,161451,0.376114590954039,0.297356088793603,0.206754972923125
339,2,162696,0.120300657346698,0.13799270941453,0.383915521989216
340,2,163284,0.155759832094045,0.136058284879503,0.253066681182382
341,2,164166,0.112047991910212,0.137446945223445,0.415502337555129
342,2,165270,0.0775157671506567,0.136356890308605,0.570072518123548
343,2,165675,0.0875291519469246,0.138595534196234,0.528093758056684
344,2,166404,-0.866137751881478,0.356434193907992,0.01559641004994
345,2,168012,0.0340966233989008,0.167616500316915,0.838923629588954
346,2,168062,-0.0596717188885003,0.137391010052477,0.664321141363296
347,2,168518,-0.100634033408016,0.136535814609446,0.461580146345371
348,2,168980,-0.0662474469058347,0.136530441321136,0.627820527892971
349,2,169651,-0.0343278140635603,0.136628618551274,0.801767737085094
350,2,169902,0.504248675949786,0.226809184877856,0.0268330466220543
351,2,169960,0.0658659012890777,0.212709696661138,0.757008607714188
352,2,170725,0.0392993359519331,0.136868082085448,0.774178996528492
353,2,171254,0.107269321339008,0.136986654326675,0.434114539655173
354,2,172242,-0.0663655499963192,0.135438845214332,0.624435597588011
355,2,173254,-0.00860301958913134,0.134445905323043,0.949015438453864
356,2,173340,-0.003706166584592,0.134430269864405,0.97802113889462
357,2,173385,-0.00741873941012627,0.134553639155087,0.956061367354448
358,2,173973,0.0240949560586482,0.134190644929483,0.857602881617866
359,2,174714,-0.371396565606598,0.343520692234278,0.280369518964509
360,2,177341,0.0711825014984195,0.133685853073369,0.594741744971277
361,2,180314,-0.00840424262545014,0.133783652853693,0.949945671006761
362,2,180339,-0.0190276699918996,0.134118570092979,0.887262043766629
363,2,182758,0.108789759144123,0.133515894896001,0.415731843886958
364,2,183619,0.0511344178840338,0.134140046271265,0.703282892388239
365,2,183913,0.0449743239253372,0.137544976074534,0.743877540774245
366,2,184146,0.0817275691998037,0.138420135897057,0.555279379704507
367,2,187176,-0.0377762174854709,0.134883110064911,0.779590662615606
368,2,191066,0.00122054176375808,0.135906507400259,0.992839571276516
369,2,191124,0.296765032352502,0.170983256732545,0.0835005045185211
370,2,191128,-0.230847855623313,0.15759066421974,0.143849860240402
371,2,191599,-0.039217754866291,0.134007157802205,0.769958439825288
372,2,191762,-0.0374165275198046,0.139314183047872,0.78841242313539
373,2,191763,-0.0530820962310125,0.134524553690824,0.693383499749114
374,2,191959,-0.0733567077612985,0.134169113823193,0.584897241237716
375,2,192390,-0.0168718221668566,0.13792691708186,0.902711747299261
376,2,195759,0.0952377394552665,0.135283510265901,0.481905419881342
377,2,196912,0.126597025481356,0.133018176268303,0.341886503686612
378,2,197598,0.0584656806758925,0.43495502161476,0.893148842222234
379,2,198110,0.10456490133916,0.133871253527113,0.435275686514266
380,2,198283,0.132721707639968,0.138020581399538,0.336904725874364
381,2,198805,0.120193454228533,0.134411856516973,0.371814722893727
382,2,198891,0.120397397113734,0.133361970787143,0.367254788430392
383,2,199248,0.121510083903389,0.133664390618614,0.363934222203901
384,2,201782,0.095188679083582,0.133560254133302,0.476500920391034
385,2,203285,0.171546399002768,0.132824679238074,0.197366695727129
386,2,203783,0.0905943465018773,0.132763911638092,0.495451415067157
387,2,204179,0.0995731146945019,0.133067412770903,0.454783051222809
388,2,205406,0.0558328339298583,0.134508347868038,0.67832947426609
389,2,205834,0.080464800454304,0.133828271839796,0.548056637581562
390,2,205965,-0.0321196128163539,0.146297262188957,0.826348273935722
391,2,207192,0.0286261212046224,0.13376289818987,0.830665597077549
392,2,207561,0.0310183825930963,0.13317005658191,0.815956115556435
393,2,208682,0.00736399048853936,0.132955664668843,0.955861636083307
394,2,210102,0.0355094392260998,0.133286212236944,0.790075204291592
395,2,212519,0.275711909603018,0.283330272732778,0.331164289697341
396,2,214801,-0.0363404029144107,0.133279233363408,0.785271205214986
397,2,215016,-0.0526565173086253,0.13318772945033,0.692819265403848
398,2,218876,0.00897982117531809,0.134593625489847,0.946843953392387
399,2,227511,-0.00749126299614883,0.135546527679213,0.955956941897875
400,2,230378,0.0282394973683555,0.133830510042359,0.833001684384018
401,2,231943,0.0258867582146636,0.134215601027619,0.847168226098151
402,2,232156,0.0261961308882623,0.134160408325822,0.845301926352651
403,2,232789,0.039968183321262,0.133675640751318,0.765120746403759
404,2,238524,0.0536840964711167,0.133850215003132,0.688606902371074
405,2,241518,-0.0210568498335714,0.135038330681748,0.876175445903638
406,2,250396,-0.109272009750022,0.133996235285694,0.41534424700446
407,2,250466,-0.103771063075037,0.133961216981967,0.439073843123385
408,2,252305,-0.0676032154652667,0.134382251952228,0.615231220006593
409,2,254571,0.036592711652968,0.136304621802921,0.788499974549747
410,2,254742,0.00159663515755892,0.136195414385399,0.990653140491785
411,2,254908,0.00356693818802389,0.137235646334847,0.97927893347083
412,2,255033,0.00875328893029817,0.160848007753349,0.956631625820535
413,2,255862,-0.0505941224114773,0.13638251093391,0.71088075498667
414,2,255975,-0.0206212301141825,0.135912178043271,0.879490774301243
415,2,258311,-0.145278987719347,0.133448470333898,0.27704991002052
416,2,259284,-0.0575837265007532,0.134087370933666,0.667858286638308
417,2,266330,0.0265825460843087,0.134691658879259,0.843660579369845
418,2,267100,0.0248669218343006,0.134682768560653,0.85362270415652
419,2,268086,0.0453932751384845,0.134677420196641,0.736278112066443
420,2,274614,-0.00512377889203608,0.13388043150712,0.969493003172433
421,2,274729,-0.0313555400460367,0.134602636459932,0.815936075125987
422,2,275746,0.0451121275547574,0.134532793610808,0.737579581666976
423,2,277029,0.0399791928999176,0.13391203657767,0.765460483103657
424,2,277741,0.0272067554825595,0.133973695057416,0.839193139008041
425,2,278218,0.0279934060554312,0.133731228052283,0.8343146030806
426,2,278379,0.0287014945439886,0.13704072510259,0.83422737813237
427,2,279910,0.0203912651783978,0.133688160980383,0.878857195307943
428,2,280616,0.0635085206231069,0.139494395742661,0.649190223133174
429,2,283431,0.0374954598981039,0.13563594460518,0.782370452170843
430,2,283573,0.0218196874492806,0.134018381770991,0.870760287409518
431,2,286762,-0.000587186441743048,0.134366471040862,0.996515694635106
432,2,287187,-0.0303845399277859,0.133729749565076,0.820393123098216
