SNP,Chr,Pos,Effect,SE,ERG11_ORM2_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
359,2,174714,-0.228530159668326,0.312852013511536,0.46558521790651
360,2,177341,0.147059952152066,0.121438318468002,0.226711365895728
361,2,180314,0.0696330272910552,0.121674703618876,0.567490855392922
362,2,180339,0.0791130813584913,0.121966012448386,0.516987285728188
363,2,182758,0.0530526236292094,0.121568222194157,0.662811826529897
364,2,183619,0.0307565813729994,0.122068883030521,0.80121794300476
365,2,183913,-0.00439500159956385,0.125171635957082,0.972010437132201
366,2,184146,0.0257515690006266,0.126003937254048,0.838181255596823
367,2,187176,0.012164120903265,0.122742784304847,0.921113113604826
368,2,191066,-0.00199074294174828,0.123662020452968,0.98716509898817
369,2,191124,0.276449384279275,0.155546620825324,0.0763836877034392
370,2,191128,-0.269388264075014,0.143111284480047,0.0606082297881363
371,2,191599,-0.0408817207408766,0.121929200786009,0.737605013732241
372,2,191762,-0.0325113273403534,0.126763854812696,0.797736120424023
373,2,191763,-0.0620866902361771,0.122386992482725,0.61226243740314
374,2,191959,-0.0672789841526983,0.122080361860695,0.581910971039209
375,2,192390,-0.0294015468523879,0.125493336488858,0.814897449616568
376,2,195759,-0.000558689590510975,0.123181559581745,0.996383771404436
377,2,196912,0.0293760563484862,0.121179042294745,0.808596589755837
378,2,197598,0.154087916852214,0.395693026856013,0.697205645736785
379,2,198110,0.0329674685957227,0.121902753172488,0.786979262845721
380,2,198283,0.0304176796827882,0.125739616125854,0.808990317035581
381,2,198805,0.0559058819156978,0.12240434183405,0.648145173263268
382,2,198891,0.0524769321523644,0.121454657757584,0.665954230352838
383,2,199248,0.046792552013191,0.121738745950094,0.700936707512515
384,2,201782,0.0309514678212756,0.121603428761628,0.799235945289913
385,2,203285,0.101167154493315,0.121023362777964,0.403759308737078
386,2,203783,0.0392545967100092,0.120864177340543,0.745537908681106
387,2,204179,0.0612251279594726,0.121130910832335,0.613561097044995
388,2,205406,0.0141283672319641,0.122417414791691,0.908184652923949
389,2,205834,0.0298171211355547,0.12182305431482,0.806786321346886
390,2,205965,-0.0754680387810241,0.133065130914183,0.570971983473088
391,2,207192,-0.00441338784011225,0.121719238934836,0.971096533545552
392,2,207561,-0.0482335888797043,0.121154255702199,0.690784489750788
393,2,208682,-0.015716021251437,0.120974698053894,0.896710330818257
394,2,210102,-0.0275925688546723,0.121281131769757,0.820159555228729
395,2,212519,0.0422921892780508,0.258139459476208,0.869955071964517
396,2,214801,-0.00594581630971802,0.121283838115179,0.960927912120456
397,2,215016,-0.0481620988492385,0.121187940908148,0.691300475814617
398,2,218876,-0.0910723426586686,0.122372260167754,0.457236237072466
399,2,227511,-0.183669624006351,0.122947006146339,0.136096990812807
400,2,230378,-0.114336747191486,0.121628624600317,0.347835737239138
401,2,231943,-0.10419372009626,0.122003947970791,0.393673494021291
402,2,232156,-0.11895728360928,0.121915563593405,0.329863973781242
403,2,232789,-0.0806371259186383,0.121571839940977,0.507579116933697
404,2,238524,-0.072157734716334,0.121758211576075,0.553807323267713
405,2,241518,-0.132715765138089,0.122673121222921,0.280050979907057
406,2,250396,-0.182677011999527,0.121650744463595,0.134081117949894
407,2,250466,-0.191681312514113,0.121568240353739,0.115751443406417
408,2,252305,-0.202384399126329,0.121843721151285,0.0975980506591329
409,2,254571,-0.150172635945663,0.123779161842986,0.225852963653311
410,2,254742,-0.159053286376869,0.123635466632672,0.199122246171561
411,2,254908,-0.154116538505497,0.124601850234607,0.216956837166364
412,2,255033,-0.177389689162362,0.146052215781528,0.22534446058639
413,2,255862,-0.0801174442408807,0.124046085318329,0.518784223511442
414,2,255975,-0.0761397182392829,0.123604828856888,0.538296079562962
415,2,258311,-0.243408920659773,0.120937198279734,0.0449063653352028
416,2,259284,-0.172204108508721,0.121694011117004,0.157932973579809
417,2,266330,-0.127020089099826,0.122376816642108,0.300007307239242
418,2,267100,-0.0912434736025249,0.122458223646477,0.456707794810596
419,2,268086,-0.0819296940566856,0.122485817205588,0.504002031156633
420,2,274614,-0.0547962716446178,0.121783849570522,0.653024871605054
421,2,274729,-0.0730018953728252,0.122423422261356,0.551352607502156
422,2,275746,-0.0480865789439244,0.122404842395219,0.694668381552476
423,2,277029,-0.0371913061819624,0.121846575977528,0.760370408092923
424,2,277741,-0.0388799335663168,0.121892931527813,0.74993950374716
425,2,278218,-0.051795357236643,0.121659075073506,0.670555430291243
426,2,278379,-0.0700058892139931,0.12464615085164,0.574719767146191
427,2,279910,-0.0759555387591582,0.12158038099722,0.5325484833876
428,2,280616,-0.092175717168822,0.12686912744905,0.467988215008621
429,2,283431,-0.0484957751480533,0.123402231630569,0.694564490852617
430,2,283573,-0.0441467796862377,0.121925975644315,0.71750999273087
431,2,286762,-0.0029191026580514,0.122260669056165,0.980964963665227
