SNP,Chr,Pos,Effect,SE,HUG1_ALO1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
36,1,45634,-0.0733252020377821,0.0877979477260424,0.404193352804614
37,1,51248,-0.00266828881221606,0.0570745596223362,0.962738174586579
38,1,51462,-0.00230623477911037,0.0571519983023301,0.967834789245521
39,1,52124,-0.0118501651476424,0.0570712512290715,0.835631302586843
40,1,52667,-0.0702591036568175,0.056860431534629,0.217413555884158
41,1,55470,0.00851576228826023,0.0585322643181957,0.884408354954667
42,1,59265,0.0379989167001463,0.0569185987545332,0.50482448869188
43,1,60165,-0.0191616629304677,0.056902341954126,0.736508136064602
44,1,62308,0.00904699693367322,0.0568468513507264,0.873644197211521
45,1,62869,-0.0258662296135779,0.0568250759750006,0.649252093756568
46,1,65431,0.0228621219947386,0.0593530724953501,0.70032973964126
47,1,65451,0.0336743871828765,0.0584963389587577,0.56520736015668
48,1,65719,-0.042898667122978,0.0609867411605977,0.482264123072907
49,1,66841,0.00140649118483777,0.0568684903757267,0.98028242943758
50,1,66948,0.00294468259547589,0.0572173339645978,0.958984204767331
51,1,68621,0.00447820900715501,0.0570620471585701,0.937490990831314
52,1,69417,-0.0413331409914562,0.0568689451171261,0.467821652351406
53,1,69820,-0.0303251376044464,0.222690508060666,0.89175964873338
54,1,69821,0.176264046417505,0.137855604287805,0.201873152069259
55,1,70906,-0.147487755048302,0.0910840017143738,0.106286547555709
56,1,74327,-0.0390978166761737,0.0571865262352914,0.494619904464973
57,1,74572,-0.0218431174852846,0.0570601838674771,0.702092235143691
58,1,75211,-0.042853343470113,0.0569223111294378,0.452048343288394
59,1,76030,-0.00270786562575531,0.0569678069103549,0.962115102497999
60,1,80108,-0.0213132407736568,0.0569432213992548,0.708413791078263
61,1,81262,-0.0239889686958751,0.0569186691730514,0.673675395074196
62,1,81999,-0.0191586337565935,0.0570629160836525,0.737262034469075
63,1,82431,-0.00478434291904492,0.0573416249054158,0.933552337014555
64,1,83284,0.0033143822633329,0.0569246466808755,0.953603125809806
65,1,83613,0.00373398414426988,0.0569183002864559,0.947731416367975
66,1,84112,0.0283620154825872,0.0569049009702867,0.618504945208337
67,1,84701,0.0130852038072964,0.060952725608884,0.830142408803389
68,1,84858,0.0420528413860847,0.0570416834718524,0.461472206976712
69,1,85751,0.00204721908897745,0.0573201127075144,0.971529362611614
70,1,87445,-0.00972482794594803,0.0574390551347406,0.865652232348418
71,1,87467,-0.0185891138954517,0.0577336183095348,0.747657863745365
72,1,89070,0.0103965446007787,0.0573780375940464,0.856319451691312
73,1,89616,0.00957919396182533,0.0570697490531668,0.866796903133309
74,1,89679,0.0312975422055349,0.0570549410938246,0.583660413280178
75,1,89880,0.017101959818788,0.0570864597017994,0.764673880791401
76,1,91472,0.0382937079430863,0.057481387192454,0.505722762955072
77,1,93789,-0.0114141687234118,0.0569216781616145,0.841186184526784
78,1,94351,-0.0126794926951242,0.0570707463383291,0.824308869214539
79,1,99148,-0.0135273077581218,0.0569203666495345,0.812287952967065
80,1,101281,-0.208900725237162,0.62247316026133,0.737373424512169
81,1,106011,0.000128822010736857,0.0593264456561048,0.998268693779452
82,1,106800,-0.0161248947139098,0.0569952437587401,0.77740667674672
83,1,107970,-0.0226507416814021,0.0568200412059743,0.690399498398629
84,1,109000,-0.0519121183999079,0.0568659031559423,0.361925255643705
85,1,112549,-0.0500275462292303,0.0568061690588444,0.379095102069213
86,1,112742,-0.0807602825654807,0.0569280502857868,0.156886921386527
87,1,113050,-0.102737757343126,0.0567311345032376,0.0709971542987851
88,1,113135,-0.106971733092811,0.0565630628523201,0.0594169545062768
89,1,114076,-0.0522023718232149,0.0567809525992753,0.358532927936591
90,1,114628,-0.0515171344362157,0.056926710357335,0.366096929365497
91,1,116283,-0.0706587783058907,0.0571861673264901,0.217431859140037
92,1,126880,-2.19372256463623,1.06893589191635,0.0408825145891734
93,1,127853,-0.00972418636207009,0.0572006502756781,0.865106480584006
94,1,128302,0.00462205852159236,0.0569827353279785,0.935397805937227
95,1,128704,-0.0273269222514358,0.0570214422324084,0.632065069163896
96,1,128911,-0.0327505863167902,0.0570196636082365,0.566080879583088
97,1,130267,-0.0566887699057893,0.0569393748338082,0.32012711049512
98,1,130271,-0.0567268627876038,0.057007036710846,0.320376402440157
99,1,130613,-0.0106350545437459,0.0576176294663973,0.853664570700041
100,1,132012,0.00474584693212482,0.0574975500437225,0.934264105734173
101,1,133231,-0.0326538357417402,0.0570636386761287,0.567526729866312
102,1,137074,-0.0336598707397723,0.0569807487337592,0.555083670125309
103,1,137304,-0.02835147556744,0.0570087532815454,0.619274480493967
104,1,139686,-0.0554310147704533,0.0570274002680994,0.331712778273041
105,1,149562,-0.0320876079629173,0.05720845171038,0.575228853919624
106,1,150447,-0.0415957627456038,0.0578264269185081,0.472419090896845
107,1,151446,-0.130287309013164,0.116049093878821,0.262331631432227
108,1,154084,-0.00805001465154362,0.0580459951597513,0.889779434784267
109,1,156633,-0.0145299932634311,0.0588383181988832,0.805092176200489
110,1,157269,-0.0188604495206013,0.0569852165818029,0.740862825802616
111,1,160054,-0.0479881297956883,0.0574788268299163,0.404347919791485
112,1,166222,-0.0487692646215066,0.0570509796183346,0.393221408632623
113,1,166416,-0.0448751261700022,0.0569439887411312,0.431192051873012
114,1,167326,-0.0549022032746365,0.0572433926338878,0.338164235507331
115,1,168836,-0.0444788345757947,0.0569971589568798,0.435696471035718
116,1,171200,-0.0570970159908429,0.0570508507378444,0.317604600975112
117,1,171431,-0.0490465538326846,0.0574291093022078,0.393663965341793
118,1,173339,-0.0824492669931738,0.0568722884662186,0.148022633109161
119,1,173845,-0.0874121454909731,0.0568038470792263,0.124738746148959
120,1,175121,-0.07029546016917,0.0567578705860146,0.216348222226807
121,1,175281,-0.0884093535906946,0.0567345974226401,0.120058911801241
122,1,175315,-0.0809004247270395,0.0567483561588554,0.154867643912425
123,1,175523,-0.0875968346813958,0.0570437251264349,0.125530191742136
124,1,175541,-0.0848915809935287,0.0568209932037321,0.136064252612812
125,1,175653,-0.0848092983636417,0.0570022754587364,0.137690292785068
126,1,175805,-0.10463055457861,0.0601576522572779,0.0828585347984176
127,1,175818,-0.0886498821653473,0.0588380185267873,0.132787838540183
128,1,175856,-0.112100684595275,0.0578176639425075,0.0533144018863543
129,1,175876,-0.0961698196785501,0.0570045928453768,0.0924764000101222
130,1,175989,-0.0872285082679958,0.0572091602161213,0.128221907693121
131,1,176001,-0.0872726897371539,0.0575090270164874,0.130023496909575
132,1,176451,-0.104652285942448,0.0581235656182235,0.072633047473422
133,1,177692,-0.079172835274339,0.056755258158572,0.163896909431708
134,1,178191,-0.0771333874702869,0.0568198690612267,0.175487279609289
135,1,178224,-0.079172835274339,0.056755258158572,0.163896909431708
136,1,178960,-0.072735378543514,0.0572352483184087,0.204631515823696
137,1,179139,-0.124812732025198,0.113503544272371,0.272239539875174
138,1,179139,-0.480272728611094,0.22755918678339,0.0355148394667316
139,1,180955,-0.0239344596497741,0.0658674117700178,0.716543542942197
140,1,183802,-0.0332410210456604,0.0568911433452533,0.559397305745517
141,1,183954,-0.0468210166360253,0.0572788466125889,0.414238398446906
142,1,184450,-0.0361758458235726,0.0567984190761556,0.524592106758252
143,1,184641,-0.0174000333865676,0.0584775394578952,0.766221131522986
144,1,184718,-0.0172652107779931,0.0571465563726836,0.762737268530589
145,1,185296,-0.0243412640728442,0.0568967327485087,0.669046839210696
146,1,185438,-0.0403524771576906,0.056873629254517,0.478475674215037
147,1,185469,-0.0393720187886691,0.0569577702064801,0.489863219078784
148,1,185503,-0.0465980035134077,0.0567947635967448,0.412505884312863
149,1,185705,-0.0349835847747552,0.0574540918165796,0.542984807839835
150,1,185749,-0.018429226926036,0.0574758864590565,0.748670858485319
151,1,185806,-0.0227594872534855,0.0575482651805577,0.692723736331139
152,1,185879,-0.0207443191478798,0.0578286156099442,0.720018517987595
153,1,185916,-0.0346155117666607,0.0577834844904679,0.549520151702484
154,1,185941,-0.0187336646366985,0.0580561283759066,0.747127162530744
155,1,185954,-0.0143501679199054,0.0582292552517435,0.805482892495315
156,1,186055,-0.043149762614198,0.0570257984871007,0.449751758615781
157,1,186896,-0.0443082349027398,0.0579597457124238,0.445100510952684
158,1,187697,0.0117795086412569,0.118299737674663,0.920739525217165
159,1,189392,0.177304698424961,0.118546616924455,0.135637352800149
160,1,189416,0.179706643699832,0.114636688032334,0.117866032665232
161,1,190132,-0.0488277978038122,0.057085295632201,0.392938653318317
162,1,190148,-0.0456649553048958,0.0571099608120675,0.424482026355917
163,1,190165,-0.0383107666591859,0.0575647970048633,0.506149875138928
164,1,190169,-0.043315526511028,0.0574828570713821,0.451628882835805
165,1,190933,-0.138389600722243,0.0565851569005086,0.0149454024759246
166,1,192149,-0.0597075733988655,0.0574412294084973,0.299304610254521
167,1,192302,0.0699366829144674,0.075868853758612,0.357257164947983
168,1,192303,0.0192986099919352,0.0685756040426892,0.778552462434218
169,1,192305,0.0538355526084757,0.0712125474834015,0.450162917363608
170,1,192315,0.0344583150869644,0.080828895911267,0.670140476987347
171,1,192795,-0.104384775566664,0.0566828892468984,0.0663787645003398
172,1,194020,-0.0642088326095626,0.0598928609962252,0.284424768835601
173,1,194187,-0.0909439611932719,0.0567958127839767,0.110217346385783
174,1,194867,-0.0410569575958704,0.0569287588953724,0.471264528436353
175,1,197325,-0.0832611575418649,0.0581923602770255,0.153374488400379
176,1,197392,-0.0999216995764099,0.0588712869829408,0.0905230786848967
177,1,198857,-0.212149236624262,0.272940954438177,0.437519152451024
178,1,206666,-0.0181628028850607,0.0640651055512471,0.776955645992791
179,1,206675,0.092067275284573,0.0832725977989357,0.269646964060571
180,1,223051,0.0145269708122695,0.0660166652729239,0.825959372229925
181,1,223059,0.041386233745075,0.0685204855241559,0.546232953871341
182,2,7366,0.149195108225386,0.0822459773629861,0.070524919314681
183,2,8180,-0.180205329928286,0.113357060022236,0.112794409476827
184,2,8187,-0.0547816008163018,0.118265462112813,0.643500168128042
185,2,8250,-0.132169437184357,0.116338647159545,0.256695838574315
186,2,8253,-0.14618827071167,0.116291127302528,0.209552597056879
187,2,8285,-0.0626393322080004,0.06310072313299,0.321541972035598
188,2,8302,-0.0835894405419104,0.058981129186586,0.157299589085554
189,2,8306,-0.0835894405419104,0.058981129186586,0.157299589085554
190,2,8314,-0.0714300983284703,0.0578104109556477,0.217431798055118
191,2,8317,-0.0793624491108255,0.0591058216319088,0.180226069949892
192,2,8328,-0.0803528850876091,0.0588362299250829,0.1729013710452
193,2,8331,-0.080153759411759,0.0587258049887281,0.173159635675526
194,2,8498,-0.0871503972791896,0.0576641766381731,0.131595529597063
195,2,8651,-0.0762943730354476,0.0577620439324359,0.187410595049892
196,2,9418,-0.0123807629369832,0.147265056183998,0.933047409217852
197,2,9812,-0.0351777931575568,0.0582185631538143,0.546074413930683
198,2,9932,-0.0471430766240866,0.0579648043501003,0.416591314684635
199,2,10135,-0.0397929520289648,0.0577580756461283,0.491301577314021
200,2,11616,-0.0626214244324705,0.0576392633827634,0.278027046174111
201,2,12133,-0.0285214973941402,0.0579451918430548,0.622873273469658
202,2,12194,-0.0423859710796071,0.058145470126954,0.466506864887485
203,2,12359,-0.0380068385060417,0.0579838112531631,0.512590031899327
204,2,13061,-0.0544861531262771,0.057942290463416,0.347680020145865
205,2,14298,-0.0259322410917303,0.058181466776574,0.656077745811981
206,2,15222,-0.0518336536272055,0.0587005544899822,0.377827419346493
207,2,17986,-0.0318982251874901,0.057710581000472,0.580799847816602
208,2,19770,-0.0292474896969012,0.0581138826090846,0.615082100603
209,2,19836,-0.0423293036146304,0.0579312193051067,0.465458045126133
210,2,19851,-0.0319640722872788,0.0581198599609337,0.582689014222018
211,2,21595,-0.0587444314470186,0.0578201295625651,0.310331980878179
212,2,22385,-0.037060977002595,0.0579258202235933,0.522717226189232
213,2,23441,-0.0180480350162866,0.0585144452183379,0.757931569993989
214,2,24209,-0.0330778727727139,0.0580137423336802,0.568923040604592
215,2,24341,-0.0141268868919369,0.0581728749743564,0.808267913451089
216,2,26815,-0.0206528153856438,0.0580976189939017,0.722438818044714
217,2,28209,-0.0230523587847014,0.0581146191905301,0.691850102891566
218,2,28695,-0.023609573008031,0.0607139025758685,0.697609718455598
219,2,35849,0.28154988460016,0.622392077443037,0.651282194165665
220,2,35850,0.000297876308639644,0.761417729046822,0.99968807839613
221,2,41245,-0.0737862758249698,0.0577712736230572,0.20236615229462
222,2,43214,-0.051474384333647,0.058779586424933,0.381778451855038
223,2,47104,-0.0524104717739944,0.0571349350276515,0.359606281850002
224,2,50915,-0.0466017995135779,0.0577117502252328,0.419926622551864
225,2,55834,-0.0465763220560954,0.0574446393288536,0.418024753297531
226,2,56422,-0.0546063233124058,0.0575275283496904,0.343157747204362
227,2,57715,-0.0520871634053021,0.0573440471240141,0.364325019470504
228,2,59046,-0.0603675689463187,0.0576119212169276,0.295433281055335
229,2,59191,-0.0523171679306342,0.0573034540627568,0.361873787821504
230,2,59383,-0.0474337000077483,0.0573320318055829,0.408597218687654
231,2,59477,-0.0482970799526062,0.0581943161402633,0.407140513415203
232,2,59755,-0.0835209091616882,0.130805083532894,0.523553018425761
233,2,60471,-0.0402274788160798,0.0574249824244662,0.484062662650816
234,2,60478,-0.044591323502661,0.0574814823747485,0.438415360201259
235,2,60786,-0.0436048520299531,0.0573889534393488,0.447873718189577
236,2,61035,-0.0647963594401113,0.0573280782460749,0.259128736109908
237,2,61071,-0.0558095757046614,0.0570939674894426,0.328989163050224
238,2,61675,-0.0165593672801378,0.05732900402709,0.772867258840299
239,2,62776,-0.0243860909401752,0.0598304061752861,0.683824039557809
240,2,62939,-0.0393778829983078,0.057198285511785,0.4916246704487
241,2,63527,-0.0322333031517542,0.0574258982662581,0.574947451994395
242,2,63857,-0.0528509303226365,0.057395993564255,0.357777339422443
243,2,65527,-0.0336993688757559,0.057247339286499,0.556464087043372
244,2,67007,-0.0286796437953004,0.0630413256470607,0.649436361444422
245,2,67023,-0.253790798836839,0.129702421982521,0.0511688698164078
246,2,67024,-0.262830891916348,0.130130845369545,0.0441651660896365
247,2,67976,-0.0450170906088596,0.0580509661404323,0.438578042506304
248,2,69628,-0.0424560107904292,0.0590196661831878,0.47239901417362
249,2,71825,-0.179442283167473,0.113811822904054,0.115770030739404
250,2,72389,-0.101181218762578,0.057490414700243,0.079279524086215
251,2,72392,-0.0958895979961536,0.057910266716462,0.098644746888059
252,2,73646,-0.121973666084061,0.0565715695024922,0.0317513774484508
253,2,74564,-0.125551871701649,0.0564368017251593,0.0267368021677995
254,2,74739,-0.115512894383784,0.0566854703907928,0.0423164543119
255,2,79931,-0.044030603800769,0.0642241585858377,0.493429888275543
256,2,80748,-0.0175505808005182,0.059291714376939,0.76740113158985
257,2,80873,-0.043696184484014,0.0571066056051312,0.44468237878358
258,2,81501,-0.0412988697054255,0.0571021298714623,0.470007897778062
259,2,83526,-0.0614243958365496,0.0569620333188254,0.281618693296544
260,2,83845,-0.0561033773466435,0.0570318804399944,0.325927159445469
261,2,84412,0.196727897771543,0.143541994664837,0.171393930864732
262,2,84412,-0.10025035919995,0.0718718753567433,0.163938659730804
263,2,84447,-0.0378706197017872,0.0578040223138325,0.51279438044176
264,2,87391,-0.0412239876210382,0.0568154681983535,0.468578971315127
265,2,87562,-0.0477828945335517,0.056944941714001,0.401977192344287
266,2,87849,-0.0355099952642891,0.0569649615053119,0.533446877776391
267,2,87878,-0.027596579455972,0.0572223791035478,0.629913762033315
268,2,88125,-0.0109634699603691,0.063650215671305,0.863343153024018
269,2,89785,-0.0555462760081511,0.0571712170625184,0.331925970092789
270,2,93441,-0.0835988543720779,0.05878843705108,0.155900822989254
271,2,93588,-0.0816266351188647,0.0608718639365008,0.180796178909402
272,2,93721,-0.0895220973298296,0.0568754990527524,0.116382992714536
273,2,93952,-0.0656848682406796,0.056803998755089,0.248323131899434
274,2,95085,-0.0787966771356426,0.0568363859864044,0.166506709585954
275,2,103188,0.0128014072777608,0.0583704043399173,0.826532741002826
276,2,107124,0.0263889565821119,0.057001959587618,0.643686736340726
277,2,111645,-0.0281050092868706,0.0570361626371661,0.622490147884448
278,2,111916,-0.0267273499674137,0.0571725685567633,0.640440975759064
279,2,111931,-0.0246316937684661,0.0572627076874882,0.667347233044861
280,2,111999,-0.0241928323591502,0.0570574986188466,0.671818287407829
281,2,114528,-0.0458158548027783,0.0573486308757363,0.424885245352494
282,2,116024,-0.0365920832492105,0.057503963444755,0.524967096168237
283,2,119244,-0.0199798947296258,0.062699199246353,0.750170780172157
284,2,119246,-0.0164222782642109,0.0633711070494707,0.795674750778156
285,2,119247,-0.0499559451467197,0.0637793384196848,0.433998332031065
286,2,120090,0.00581585846370092,0.0573088600064536,0.919224899156532
287,2,120291,-0.00872072692927373,0.0579632148839925,0.880493333094715
288,2,120726,-0.000516411600819056,0.0576301656726501,0.992855484525501
289,2,121716,-0.0399762106596065,0.0575253840026481,0.487555290538885
290,2,123100,0.00928025392012521,0.0576420107976299,0.872186999995549
291,2,124677,-0.0402293187392843,0.0575248841415807,0.48480157445302
292,2,127636,-0.015202409140495,0.0728020186562393,0.834710363403275
293,2,127887,-0.0719495677867322,0.057832747141868,0.214289193523919
294,2,128935,-0.0562680534971164,0.0578271062921272,0.331199999621964
295,2,129053,-0.0556910097937876,0.0580051808971035,0.337659997076998
296,2,130040,-0.0854963500860876,0.0582579150593977,0.143117142412668
297,2,130976,-0.0922170599713278,0.0577511992631975,0.111205281588181
298,2,132199,-0.102518953020982,0.0579717993336879,0.0778530047074025
299,2,133355,-0.0907879153586593,0.0584224209463925,0.121082629916644
300,2,133435,-0.0965500795009304,0.0585234101930697,0.0998797890677485
301,2,133943,-0.0820255365392186,0.0686429518505412,0.232905134049705
302,2,135183,-0.0913843558034564,0.0585795521494247,0.119654898687352
303,2,135402,-0.0867067488648077,0.0585907843777803,0.139799804591767
304,2,135898,-0.111131529291548,0.0587871237070416,0.0595225497948195
305,2,135912,-0.112877350386804,0.0588215693739825,0.0557930746665821
306,2,135925,-0.121972557775308,0.0585006310599234,0.0377893915364863
307,2,136002,-0.131125357544781,0.0584001614849557,0.0253678972709867
308,2,136173,-0.104272806005774,0.0589712345453107,0.0778915384906724
309,2,138209,-0.148520743666014,0.0604541793518662,0.0145007143599124
310,2,138318,-0.13348707623125,0.0603789979339255,0.0276889357189581
311,2,138695,-0.130289130909074,0.0593498175791938,0.0287944326265207
312,2,138818,-0.120919734659529,0.0592957420011355,0.0421679349544538
313,2,139728,-0.113407037611467,0.0592302989254872,0.0563414387135922
314,2,140174,-0.110244137140943,0.0592472129158516,0.0636110320849046
315,2,140863,-0.130492206996673,0.0591063164747695,0.0279039918341392
316,2,141152,-0.140556139800291,0.0592098883637874,0.0181375557331594
317,2,141292,-0.139224864881625,0.058786314190113,0.0184071045307053
318,2,141545,-0.13934171153006,0.0590764365753798,0.0188850479154617
319,2,145823,-0.179129919973,0.0610703889498617,0.00357434527717012
320,2,145934,-0.322280627000137,0.100388607337794,0.00144748605369002
321,2,145980,-0.188317558853275,0.06156961410392,0.00239352733390147
322,2,146723,-0.161809801968012,0.0588054482157315,0.00623627420224644
323,2,147946,-0.179545092533978,0.0592109800020306,0.00260651985737366
324,2,150394,-0.22816261566049,0.0641972017511462,0.000430879572953876
325,2,151274,-0.0622893720141047,0.102293965756493,0.542965692421845
326,2,151397,-0.168626683897487,0.0594534941138231,0.00482751589152549
327,2,153035,-0.127084508723702,0.0590866708567711,0.0321691760199936
328,2,153228,-0.108207878028623,0.0596290509363431,0.0704211544490933
329,2,153455,-0.101763809152451,0.0601151838379812,0.0913732233652133
330,2,153732,-0.107439610069654,0.0621423571157741,0.0846964398141081
331,2,153815,-0.127797756168087,0.0597411349815967,0.0331056749283426
332,2,154160,-0.133941734873855,0.0590684700340247,0.0239595777614899
333,2,154235,-0.117500344609144,0.0597649199157262,0.0500770922202344
334,2,155527,-0.130221830838822,0.064852854603209,0.0454092320143376
335,2,159870,-0.0906091036261225,0.0583746506889571,0.121510553265076
336,2,161229,-0.0985701235210135,0.0592407160980981,0.097021534289478
337,2,161451,0.044463380249157,0.127325161571754,0.727138929382337
338,2,161451,-0.200404529394588,0.127309447375328,0.116347907113867
339,2,162696,-0.101192906898566,0.058971229512203,0.0870447654583622
340,2,163284,-0.107094258001724,0.0581532862094719,0.0663745685406745
341,2,164166,-0.0840116706968619,0.0588047522364067,0.15398780221594
342,2,165270,-0.117259053425153,0.058144565630978,0.0444855941222885
343,2,165675,-0.108314491818548,0.0591647884474493,0.0679843817985362
344,2,166404,0.0444236462516274,0.154046351710676,0.773226325080746
345,2,168012,-0.147293178714607,0.0714270656270677,0.0399250420151942
346,2,168062,-0.0773131287961513,0.058766941335503,0.189165903872232
347,2,168518,-0.0595171055878281,0.0584878009222149,0.309565667149899
348,2,168980,-0.0784333097531349,0.0583966924799077,0.180098528061152
349,2,169651,-0.0596535003074494,0.0584874072834873,0.308456594962127
350,2,169902,0.0191839966922247,0.0978987828157705,0.844756218101573
351,2,169960,-0.0311250263902849,0.0911791287218621,0.733034704419376
352,2,170725,-0.0723498257250423,0.0585512958180839,0.217404547282026
353,2,171254,-0.0553724163374594,0.0586988054326973,0.346156675381744
354,2,172242,-0.00902700288216962,0.0580760238029049,0.876567830672799
355,2,173254,0.00562136219245168,0.0576321857569467,0.922354046206528
356,2,173340,-0.00558328497687732,0.0576252215237364,0.922869048935849
357,2,173385,0.0109774935859548,0.0576760991760793,0.849159930854872
358,2,173973,0.00981499368479022,0.0575234610447557,0.864615666448732
359,2,174714,-0.10627911751605,0.147391347554939,0.471345227725887
360,2,177341,0.00854353248067641,0.0573280233925181,0.881615927061919
361,2,180314,-0.0144560246891879,0.0573439007720295,0.801115504794331
362,2,180339,-0.0138537697685384,0.0574892205776413,0.809710287210749
363,2,182758,-0.0810468320956992,0.0571251211000725,0.156851321075663
364,2,183619,-0.0250932585522133,0.0574978408756495,0.662798190459881
365,2,183913,-0.0332745076299085,0.0589434279819207,0.572761544160457
366,2,184146,-0.0345214829079387,0.0593371036656389,0.561082327489801
367,2,187176,-0.0712300039443883,0.0577020552896322,0.217858318632307
368,2,191066,-0.0573550229565827,0.058178713665176,0.324885845434418
369,2,191124,-0.0949917929935093,0.0734332479528984,0.196656275510557
370,2,191128,0.0988585792937529,0.0675544489853173,0.144250236581747
371,2,191599,-0.0721650739514087,0.0573229807823647,0.208890943376196
372,2,191762,-0.073229149118488,0.059598292320307,0.219998227481194
373,2,191763,-0.0582610072549909,0.0575956429170042,0.312444991328286
374,2,191959,-0.0448953854277677,0.0574886841955274,0.435359416081935
375,2,192390,-0.0855336707104617,0.058950555213227,0.147684829290283
376,2,195759,-0.0783370848293569,0.0578824011773732,0.176799153234932
377,2,196912,-0.0633378665451018,0.0569941039082866,0.267193165988535
378,2,197598,-0.155177769606751,0.186272959450952,0.405370491683608
379,2,198110,-0.0640971208640063,0.0573344546371334,0.264348093839187
380,2,198283,-0.0827286734941197,0.0590785567736332,0.162296910068383
381,2,198805,-0.059074775272672,0.057597496952187,0.305759699654861
382,2,198891,-0.0575880743681847,0.0571518052220879,0.314320623326498
383,2,199248,-0.0706762003039629,0.057241177242254,0.217760048546447
384,2,201782,-0.0613287043826364,0.0572010943680153,0.284380774876001
385,2,203285,-0.0323982266997578,0.0570459700952465,0.570442255337581
386,2,203783,-0.0195246789657118,0.0569396521560085,0.731876841394783
387,2,204179,-0.0214116270659584,0.0570755591837267,0.707777715248393
388,2,205406,0.00331704356854157,0.0576731949893998,0.954167917263922
389,2,205834,-0.0123930569159237,0.0573934458768315,0.829165805600582
390,2,205965,-0.00710830665581852,0.0627160634444802,0.90982457666274
391,2,207192,-0.0418257908550403,0.0573003367849114,0.465911148953322
392,2,207561,-0.0465434625525563,0.0570363274807898,0.415032193033664
393,2,208682,-0.0614293146814287,0.0569001988646864,0.281058523345449
394,2,210102,-0.073721275507275,0.0570063699016506,0.196783684490493
395,2,212519,-0.0180564883902319,0.121613558331459,0.882053241814241
396,2,214801,-0.0559090787348883,0.0570609895029216,0.327849638395109
397,2,215016,-0.0451151752078255,0.0570554205460167,0.429635112354818
398,2,218876,-0.0869207713363852,0.0575105368437464,0.131584124011208
399,2,227511,-0.0851930158802096,0.0579274844660917,0.142267431730997
400,2,230378,-0.067311591045486,0.0572604774979457,0.240573714046066
401,2,231943,-0.0833699136326213,0.0573655736111944,0.147026331767724
402,2,232156,-0.0681425648166507,0.0573988792942089,0.235956527202154
403,2,232789,-0.0902538543745811,0.0571080156561541,0.114909487647373
404,2,238524,-0.0771703701844579,0.0572431783070953,0.178485910780249
405,2,241518,-0.0473323798797456,0.0578337319340263,0.413668574313147
406,2,250396,-0.0877529702900292,0.0573039222029997,0.126575941457282
407,2,250466,-0.0686022249288529,0.0573575423999242,0.232481604477081
408,2,252305,-0.0613897341519825,0.0575332796067757,0.286687501419387
409,2,254571,-0.0614453834046303,0.0583437764938063,0.292987606892674
410,2,254742,-0.0538370713300744,0.0583122359373632,0.356504892297275
411,2,254908,-0.0597656502963103,0.058742491195109,0.30965156801716
412,2,255033,-0.0335100640932499,0.068927576341495,0.627152987243849
413,2,255862,-0.050917861713989,0.0584113481228067,0.383958104032236
414,2,255975,-0.0389476398721631,0.0582261822742916,0.503994866052672
