SNP,Chr,Pos,Effect,SE,noPPI_reference_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
90,1,114628,-0.0443483649750894,0.186576135998735,0.812254937725991
91,1,116283,-0.116908625341622,0.187525660229216,0.533406331558344
92,1,126880,-3.37521894605648,3.51586778374642,0.337714313106265
93,1,127853,-0.0970176196232943,0.187208321653754,0.604620041607306
94,1,128302,-0.0254845810500537,0.18655522290008,0.891420030982349
95,1,128704,-0.0642446501666922,0.186714552805449,0.730991369361044
96,1,128911,0.0256111265184618,0.186761554486393,0.891004042588509
97,1,130267,0.0143477572661419,0.186676436800855,0.938779287248709
98,1,130271,0.00115159191358294,0.186899551029839,0.995087301850353
99,1,130613,0.173217982765403,0.188420707339666,0.358558587839851
100,1,132012,-0.274784019348893,0.187676710567858,0.144047041117401
101,1,133231,-0.322816791529533,0.186118520773875,0.0837078462732752
102,1,137074,-0.297811965024237,0.185969799583717,0.11018291370001
103,1,137304,-0.344299531218096,0.185807497149478,0.0647180791236727
104,1,139686,-0.303886935742444,0.186253365607266,0.10366013070736
105,1,149562,-0.282330323399514,0.186777329758173,0.131533441958063
106,1,150447,-0.230979304482774,0.189060031995563,0.222627005956606
107,1,151446,-0.333567693761597,0.38020191095772,0.380896768072526
108,1,154084,-0.227111700582512,0.189659827135523,0.231927407754123
109,1,156633,-0.240706039332022,0.192223670126348,0.211319264093128
110,1,157269,-0.322667985834482,0.185803477726822,0.0833286047747224
111,1,160054,-0.23439962577718,0.187954694544985,0.213185032490302
112,1,166222,-0.209842142174285,0.18664119637174,0.261646442954393
113,1,166416,-0.205768563672075,0.186273801959581,0.270060840989172
114,1,167326,-0.258562177501185,0.187150521753279,0.167976516434768
115,1,168836,-0.181833560530097,0.186515608584629,0.330278801139176
116,1,171200,-0.297606595747,0.186374313408709,0.111200172055901
117,1,171431,-0.385741803518261,0.187090823568644,0.0399594258752995
118,1,173339,-0.322130650957904,0.185961581247537,0.0841037931864672
119,1,173845,-0.31807043008903,0.185825933239941,0.0878380743934307
120,1,175121,-0.342979875778232,0.185328623954199,0.0650540681375789
121,1,175281,-0.336879449712615,0.185519345216454,0.0702381891630234
122,1,175315,-0.341612275076528,0.185435872961249,0.0662826279516377
123,1,175523,-0.330938863744181,0.18655112698529,0.0769276284546193
124,1,175541,-0.340199878303148,0.185735580247135,0.0678482797854669
125,1,175653,-0.392847784361298,0.186035275163023,0.0354157977823148
126,1,175805,-0.285370043206324,0.197210992276711,0.148776195037802
127,1,175818,-0.381392928419443,0.192181802632889,0.0479692876006438
128,1,175856,-0.370997686262101,0.189269913019452,0.0507643852071494
129,1,175876,-0.362600744777363,0.18638432561851,0.0525147842612905
130,1,175989,-0.365119173821444,0.186907915938353,0.051553424041141
131,1,176001,-0.368000486892018,0.187876409264131,0.0509305805112759
132,1,176451,-0.341720473110283,0.190298044852158,0.0733954449729086
133,1,177692,-0.357929586610285,0.185348663019727,0.0542692296421686
134,1,178191,-0.377642447789036,0.185423909468297,0.0424315711975956
135,1,178224,-0.357929586610285,0.185348663019727,0.0542692296421686
136,1,178960,-0.341820443190958,0.186930024356851,0.0683030437480764
137,1,179139,-0.357757680340518,0.371753088147347,0.336531087853304
138,1,179139,-1.06058177937612,0.74757417162496,0.156869446088314
139,1,180955,-0.202368558735944,0.215417587045497,0.348155195339991
140,1,183802,-0.26914288102734,0.185797180166159,0.148341370874164
141,1,183954,-0.192267311741024,0.187426106110481,0.305674181777586
142,1,184450,-0.126588468736075,0.185939760930076,0.496442053814652
143,1,184641,-0.114159625318603,0.191379900958195,0.551218308460837
144,1,184718,-0.178717273262496,0.186877013277461,0.339556825398251
145,1,185296,-0.119087374129909,0.186217291943655,0.522907557546654
146,1,185438,-0.146241368471156,0.186171287243559,0.432675351525802
147,1,185469,-0.156773263191882,0.186416192462848,0.400925516251428
148,1,185503,-0.169035665910272,0.185902638510846,0.363828085549056
149,1,185705,-0.177490103183727,0.187963121574906,0.345671655964931
150,1,185749,-0.139294052479308,0.188054280514153,0.459360522937829
151,1,185806,-0.171769859228121,0.188229772069506,0.362099880981395
152,1,185879,-0.154869148167341,0.189182798175173,0.41355454824834
153,1,185916,-0.07506708176032,0.189233988735053,0.691836362889987
154,1,185941,-0.0991152266877713,0.190027466190818,0.602287310428905
155,1,185954,-0.0973865814575227,0.190585380627756,0.609679848371297
156,1,186055,-0.120904164619588,0.186739905783705,0.517763606178584
157,1,186896,-0.13352181963644,0.189781092545241,0.482172478007717
158,1,187697,-0.471610974957523,0.386498176127898,0.223197810242297
159,1,189392,-0.436222409451578,0.388650177485495,0.262453662244084
160,1,189416,-0.409341521119454,0.375987771456672,0.277024650769675
161,1,190132,-0.0243694054876362,0.187083272314575,0.89643518232231
162,1,190148,0.00105415240718659,0.187144184737347,0.995508853177125
163,1,190165,-0.0394513722336685,0.188570562985757,0.834402813803838
164,1,190169,-0.00219535069635388,0.18834705161908,0.990706748153958
165,1,190933,-0.144922728248526,0.186660402277909,0.438034034421805
166,1,192149,0.163138839362902,0.188146833466126,0.386485782631448
167,1,192302,0.43104295375618,0.247628844267124,0.0826107586720902
168,1,192303,0.265145719562966,0.224094109544842,0.2375304162519
169,1,192305,0.349617567588463,0.232591532181299,0.13369709664292
170,1,192315,0.0924570354325258,0.264651830863725,0.727032270549647
171,1,192795,0.0319986086823917,0.186458260588027,0.863840344074177
172,1,194020,-0.0557478521610844,0.196382550435709,0.776673557401274
173,1,194187,-0.0387862807684948,0.186609103112634,0.835467714748079
174,1,194867,-0.189994796583523,0.18624462971197,0.308362732761424
175,1,197325,-0.155189440922214,0.190891684916957,0.416782535464269
176,1,197392,-0.18551911115671,0.193274238676744,0.337775116525554
177,1,198857,-0.613763522008264,0.893761580010169,0.492710348978325
178,1,206666,-0.314311636822209,0.209101454949195,0.133693476455181
179,1,206675,-0.238482651238849,0.272806507491401,0.382613258623318
180,1,223051,-0.275461145318914,0.215652032732177,0.202321421698656
181,1,223059,-0.372403965176626,0.22357136626984,0.0966592971252069
182,2,7366,-0.502194707066202,0.269197313712899,0.062936982820718
183,2,8180,0.447967088312156,0.371687084932245,0.228923226543474
184,2,8187,0.548950147893047,0.386208809128447,0.156088636277161
185,2,8250,0.359492331953898,0.381102141032875,0.346174387807639
186,2,8253,0.396997168506009,0.380996677045192,0.29812644465488
187,2,8285,0.0801459106621726,0.206832548606043,0.69862570584359
188,2,8302,0.223235327635473,0.193284780228219,0.248889847188921
189,2,8306,0.223235327635473,0.193284780228219,0.248889847188921
190,2,8314,0.276520977207999,0.18910515904766,0.144559566526206
191,2,8317,0.224464676605901,0.193634605522773,0.24715096371399
192,2,8328,0.172464822087352,0.192916614414518,0.37193828855356
193,2,8331,0.185891641508557,0.192517715940608,0.334914417296517
194,2,8498,0.114293992211442,0.189301515065016,0.54638640166884
195,2,8651,0.124666929093056,0.189460411237063,0.510960299377427
196,2,9418,-0.87606197988858,0.479882712407121,0.0687590318496765
197,2,9812,0.122087931169277,0.190592252074349,0.522216832819
198,2,9932,0.0852551155042166,0.18989716901805,0.65374024479699
199,2,10135,0.07978313283097,0.189176276952582,0.67347178600834
200,2,11616,0.125837923634177,0.188904388939621,0.505752808491731
201,2,12133,0.128077048651492,0.189652064158624,0.499910523839334
202,2,12194,0.120547360564593,0.190400302294341,0.527061382779758
203,2,12359,0.0852261556094684,0.189897205843715,0.653850219816831
204,2,13061,0.0554750292269042,0.189914445874804,0.770377659931563
205,2,14298,0.0684099543146764,0.190501796628187,0.719731999135436
206,2,15222,0.102264938354701,0.192317587005048,0.595233408669338
207,2,17986,0.12618569319357,0.188903731756061,0.504576852460956
208,2,19770,0.123505710158905,0.190216427028025,0.516572885247374
209,2,19836,0.0774541901909063,0.189762301786365,0.683400544436221
210,2,19851,0.0898222380287576,0.190302762102254,0.637220914178114
211,2,21595,0.01789612952111,0.189574175525138,0.92484360508534
212,2,22385,0.00116251302160231,0.18975594110005,0.995115363981111
213,2,23441,-0.0328267963951943,0.191590997519799,0.86405626564186
214,2,24209,0.00705182093148726,0.190020946448623,0.970417673373304
215,2,24341,0.030797091711071,0.190463723514896,0.871638301855803
216,2,26815,0.0845251592736014,0.190189326554745,0.657006665968144
217,2,28209,0.156796224778589,0.190123470223445,0.410094675773161
218,2,28695,-0.0108717485550284,0.198815784963904,0.956422328620383
219,2,35849,-0.914219194774998,2.03768788591871,0.653955711873592
220,2,35850,-2.29365163954273,2.48984975625662,0.357574721464524
221,2,41245,-0.0538377536036641,0.189554910914856,0.776560087641025
222,2,43214,-0.174196413903008,0.192426900875401,0.365944995143957
223,2,47104,0.149267897181874,0.187110932497608,0.425551418584031
224,2,50915,0.0718240524930834,0.189080954994296,0.704278712425099
225,2,55834,0.0131063754611587,0.188244415095954,0.94453216207075
226,2,56422,0.0986799190473531,0.188509099762456,0.600971767356672
227,2,57715,0.0559953912984734,0.187936974573775,0.765918356303553
228,2,59046,0.0881410574927224,0.188853183400222,0.640990025541528
229,2,59191,0.0643389059208678,0.187798582400543,0.73210686656631
230,2,59383,0.124978699835312,0.187766101957455,0.506096100687753
231,2,59477,0.0697772420502354,0.190674688285033,0.714622220189618
232,2,59755,0.165605948923537,0.42840538604832,0.699312183423533
233,2,60471,0.0520824494780794,0.188116520577686,0.782047573175555
234,2,60478,0.0518108524016585,0.188331443232447,0.78339680248932
235,2,60786,0.0480662423013696,0.188024526564706,0.798379148628333
236,2,61035,0.0491883644573001,0.188010141496052,0.793762287683679
237,2,61071,0.0755531259575626,0.187132195327185,0.686646920711869
238,2,61675,0.0114325231030608,0.187713273868317,0.951469986857997
239,2,62776,-0.050527666316691,0.195909166014449,0.796623772240206
240,2,62939,0.00715542985559159,0.187389401321994,0.969561912230712
241,2,63527,0.0486570495817252,0.188075360296434,0.796009488774941
242,2,63857,0.0218291117288791,0.188133356410329,0.907694751390402
243,2,65527,-0.00347609601058069,0.18751659373173,0.985220504746276
244,2,67007,-0.0461581014108234,0.206439792704169,0.823204824736598
245,2,67023,-0.0692855270148565,0.426919502508954,0.871168942856556
246,2,67024,0.0450842673584297,0.428489333473202,0.91626355742137
247,2,67976,0.090396942625824,0.19015670532014,0.634809235749175
248,2,69628,0.136159712423081,0.193232943789779,0.48149876004092
249,2,71825,0.145587848344821,0.3738431811911,0.697188764548821
250,2,72389,0.120135106317224,0.188936352640078,0.52528645954868
251,2,72392,0.00606802592893785,0.190329704211946,0.974584446782069
252,2,73646,0.196982183069888,0.186132803982137,0.29064762935931
253,2,74564,0.186914353810605,0.18579563685462,0.315094454892909
254,2,74739,0.274839008737876,0.18609954176774,0.140610413424945
255,2,79931,0.387970502140682,0.209390641566542,0.0647375565551138
256,2,80748,0.362176365396399,0.193182598782832,0.0616474433871022
257,2,80873,0.435087436174653,0.185680466440097,0.0196733957477492
258,2,81501,0.43109565870199,0.185675427508449,0.0208138949564292
259,2,83526,0.401300257440522,0.185572393656055,0.031250803220085
260,2,83845,0.4365655617003,0.185525642551583,0.0191642606896614
261,2,84412,0.735288284758012,0.469569423441877,0.118273227833695
262,2,84412,0.287956562680157,0.235453931919809,0.222151297560938
263,2,84447,0.465892444258014,0.187731688549999,0.0135406852019895
264,2,87391,0.423130969147344,0.184782093073101,0.0226170350853577
265,2,87562,0.420190202171318,0.185275604518206,0.023937858299248
266,2,87849,0.421376802735809,0.185250166365918,0.0235271276490319
267,2,87878,0.431369741014127,0.185992969435022,0.0209500778578985
268,2,88125,0.345945854501816,0.207581117972346,0.0964894346184364
269,2,89785,0.337311751570268,0.186563747175445,0.0714537147866624
270,2,93441,0.286709493316313,0.192416517471545,0.137105039758809
271,2,93588,0.358564175770778,0.198884611412164,0.0722605014729444
272,2,93721,0.28194818008643,0.186256061736296,0.130979889150332
273,2,93952,0.240964312698529,0.185883211215262,0.195711742615722
274,2,95085,0.411970424287762,0.185292299424932,0.0268245005350081
275,2,103188,0.253517272998131,0.190637653514967,0.184430153134212
276,2,107124,0.272360104888954,0.186114302259015,0.144247164613144
277,2,111645,0.37260112814676,0.185741842277248,0.0456170845414673
278,2,111916,0.353348002324699,0.186290946684942,0.058676571930969
279,2,111931,0.366016399310545,0.186509508878391,0.0504947472672457
280,2,111999,0.359152419407412,0.185870359631578,0.0541255756577754
281,2,114528,0.311500657190534,0.187193217103076,0.0969879255691324
282,2,116024,0.426533704902285,0.186999841041347,0.0231478238870376
283,2,119244,0.144757457926916,0.205158712260904,0.480909947510204
284,2,119246,0.219830762625376,0.207163183750074,0.289348190908499
285,2,119247,0.159306972906432,0.208819427952334,0.446036448550897
286,2,120090,0.222375918229868,0.187255183575846,0.235807055914012
287,2,120291,0.257730753825251,0.189278106831158,0.174176398881627
288,2,120726,0.239432256399855,0.188247229860975,0.204244790586198
289,2,121716,0.331979717436666,0.187633668445841,0.0777076644289514
290,2,123100,0.323230921375402,0.187937998918064,0.0863306185448802
291,2,124677,0.344890482991946,0.187567687538065,0.066791519526283
292,2,127636,-0.113203450125939,0.238288457669675,0.635031618286646
293,2,127887,0.296476515509207,0.189098697139213,0.117814399590567
294,2,128935,0.320418405181709,0.188807921568896,0.0905667320824225
295,2,129053,0.364724603542814,0.189160164483836,0.0546412828256288
296,2,130040,0.29355456083592,0.190675170496069,0.124565199431686
297,2,130976,0.193849827247075,0.189475244942179,0.30696689853315
298,2,132199,0.319341573578323,0.189876216422758,0.093484084202848
299,2,133355,0.305775789269542,0.191233725066713,0.110723299984684
300,2,133435,0.282536450620703,0.191750977303477,0.141519506261998
301,2,133943,0.182331314874131,0.224978209487807,0.418233425701794
302,2,135183,0.216989285438611,0.1920994085734,0.259425411711377
303,2,135402,0.196380657824438,0.192133098764719,0.307430029161147
304,2,135898,0.29128631397485,0.192815366565878,0.131759331786929
305,2,135912,0.2708319391162,0.193043090828483,0.161507377654566
306,2,135925,0.27072604817808,0.192164154785962,0.15976655271712
307,2,136002,0.230034515748537,0.19216981304932,0.232095110781088
308,2,136173,0.250848958047573,0.193461615300668,0.195604007196999
309,2,138209,0.208486426119775,0.199299941893334,0.296233515486852
310,2,138318,0.268937281524807,0.198526071127099,0.176389147195987
311,2,138695,0.201468792334814,0.195335881865243,0.303060936054824
312,2,138818,0.176169347308327,0.195045979108762,0.367025299688076
313,2,139728,0.14557084658534,0.1947671072553,0.455313797957468
314,2,140174,0.109452777649498,0.194834081828749,0.574626309387175
315,2,140863,0.161271827576344,0.194653147771054,0.407942285544445
316,2,141152,0.122116031230183,0.195283027894991,0.532159557025057
317,2,141292,0.174234977215367,0.193764477778005,0.369153725871996
318,2,141545,0.197230869025373,0.194648362701495,0.311626390452216
319,2,145823,0.384520081965784,0.201325470696581,0.056950813510754
320,2,145934,0.23262127147505,0.333200334431618,0.485547790523459
321,2,145980,0.269621668611204,0.203724388613558,0.186537995733973
322,2,146723,0.286752180001685,0.193980146173248,0.140231157289367
323,2,147946,0.274151748594464,0.195819148913541,0.162384023301341
324,2,150394,0.279103113093662,0.213389139871988,0.191740117348414
325,2,151274,-0.27995684952414,0.334749326824462,0.403541853016628
326,2,151397,0.182450343014323,0.196613287136806,0.354059536693354
327,2,153035,0.274568657966851,0.194160815090392,0.158205047501366
328,2,153228,0.201724445316357,0.195836696575651,0.303684935350946
329,2,153455,0.244540148862333,0.197182028920063,0.215734524212323
330,2,153732,0.351296448944996,0.203452967373117,0.0851015292456312
331,2,153815,0.251839396358907,0.196396070575242,0.200577595751363
332,2,154160,0.232569872102781,0.194396654157061,0.232356036517554
333,2,154235,0.200456641006677,0.196445974880968,0.308229963603766
334,2,155527,0.279858931472413,0.21301372731426,0.189764332388251
335,2,159870,0.241316570951129,0.191335960106934,0.208062767868927
336,2,161229,0.154024815441359,0.194537348390345,0.429038550677018
337,2,161451,-0.61460703632843,0.415642454107564,0.140114489292997
338,2,161451,0.626905707105925,0.416931624027848,0.133573981490678
339,2,162696,0.238393005099677,0.193456554407136,0.218663948773325
340,2,163284,0.271122403458891,0.1907581033105,0.15611555048165
341,2,164166,0.121931051040988,0.19297028993717,0.527884494755094
342,2,165270,0.0809606531648331,0.191407151836899,0.672570245643345
343,2,165675,0.0830470695586923,0.194569519420637,0.669767236530892
344,2,166404,-1.19958405580778,0.500341628024143,0.0170250303751868
345,2,168012,0.081699285241047,0.23521250928534,0.728541072908026
346,2,168062,-0.0135860386449485,0.192869549891278,0.943882074624962
347,2,168518,-0.0649494420501628,0.191735409761409,0.735003121577325
348,2,168980,-0.0201201822081918,0.191672538059221,0.916457925486026
349,2,169651,-0.0092817384913787,0.191765934227651,0.961423721159006
350,2,169902,0.553422308570126,0.319176489243234,0.0838076819913226
351,2,169960,0.194910672819489,0.298384553013027,0.514039865919399
352,2,170725,0.10684574029314,0.192023738109421,0.578276700965847
353,2,171254,0.201779205049206,0.192118869037891,0.294306451674718
354,2,172242,-0.0195314926041831,0.19014144789173,0.918242847015587
355,2,173254,0.0409873943755942,0.18867461227168,0.82814796837331
356,2,173340,0.0204246631651531,0.188661257276663,0.913850138497636
357,2,173385,0.0263342747532967,0.188832938264947,0.88916772797765
358,2,173973,0.11945894375327,0.188229133310774,0.526070150628456
359,2,174714,-0.0946429764749171,0.482880330345216,0.844725486128728
360,2,177341,0.28888338052925,0.187063935022209,0.12341094600141
361,2,180314,0.192402497455802,0.187478276005583,0.305469149838413
362,2,180339,0.151624427558962,0.188059024718586,0.420635902670197
363,2,182758,0.262404768783521,0.187036322068208,0.161507230556507
364,2,183619,0.203753495737826,0.187983066165803,0.27915207100904
365,2,183913,0.196035973036249,0.192782554609797,0.309908810893519
366,2,184146,0.27412535506747,0.193811200643347,0.158127721181622
367,2,187176,0.132224935078395,0.189189898183031,0.48507435787649
368,2,191066,0.201004067652517,0.190435740186068,0.291920612445905
369,2,191124,0.628474335993871,0.238652820237191,0.00882461782759536
370,2,191128,-0.513449496921831,0.220149801091808,0.0202480153120892
371,2,191599,0.157169589074782,0.18790707768458,0.403483452791599
372,2,191762,0.182621451517346,0.195296685132237,0.350377260599245
373,2,191763,0.167010783021157,0.188628808185432,0.37654697093408
374,2,191959,0.0684748509665077,0.188342123433509,0.716399523607768
375,2,192390,0.114041375796134,0.19348042014859,0.555956092477585
376,2,195759,0.289200397225407,0.189370338261326,0.12761463387461
377,2,196912,0.268325409863293,0.186375381432926,0.150837324888566
378,2,197598,0.288499337701075,0.610253698512645,0.636681488855192
379,2,198110,0.262718642193838,0.187521306460033,0.162090496757496
380,2,198283,0.303650694654789,0.193281973601616,0.117072855352089
381,2,198805,0.250414807794444,0.188380969981568,0.18460749787826
382,2,198891,0.266670790050947,0.186842514717677,0.154392098901182
383,2,199248,0.248201297274531,0.187343592753518,0.186079405953843
384,2,201782,0.247179404393334,0.187116059522809,0.187358655068361
385,2,203285,0.451651246729053,0.18529795078758,0.0152850723003753
386,2,203783,0.386238644350171,0.185311634045719,0.0378545817588376
387,2,204179,0.358029781774836,0.185925562257464,0.0549495616530243
388,2,205406,0.280017197470337,0.188230719621648,0.137741856862328
389,2,205834,0.278656973851777,0.187329262571372,0.137768881061393
390,2,205965,0.128639384520193,0.205218575667129,0.531168753067407
391,2,207192,0.232251860186078,0.187332343381025,0.215878404967501
392,2,207561,0.259517507446186,0.18639883810414,0.164717094648795
393,2,208682,0.18332815241149,0.186340184599609,0.325870062561841
394,2,210102,0.146088542093342,0.186915723248682,0.434988624196536
395,2,212519,0.901307815374473,0.395268282876118,0.023189001094144
396,2,214801,0.134563636372095,0.186931322778327,0.472089992465459
397,2,215016,0.149534888466218,0.186792257669387,0.423935776787907
398,2,218876,0.0832746722879669,0.188842629208763,0.659501835089427
399,2,227511,0.072537828448773,0.190192422792085,0.703142007228649
400,2,230378,0.122463506849841,0.187721180417456,0.514587636821846
401,2,231943,0.0819624155464071,0.188322317108885,0.663665728546321
402,2,232156,0.105644092694889,0.18821164718466,0.574945950268548
403,2,232789,0.0962711981701873,0.187558887737317,0.608072933730923
404,2,238524,0.0402480390933788,0.187880701341695,0.830498212533676
405,2,241518,-0.0342098896161205,0.189515340401452,0.856853821707507
406,2,250396,-0.0899760398052606,0.188171172616429,0.632831890389159
407,2,250466,-0.0689830937991883,0.188129802537988,0.714078772947726
408,2,252305,-0.115400130692398,0.188564381636338,0.540936189040965
409,2,254571,0.00987138496125717,0.191313523755197,0.958878240629485
410,2,254742,-0.0262243451131622,0.191136393174527,0.890949145322689
411,2,254908,-0.0261459986002484,0.192596507308594,0.892092102266925
412,2,255033,-0.0999100373569261,0.225678077213896,0.658246353261844
413,2,255862,-0.0528204155257269,0.191420693215261,0.782756464943121
414,2,255975,0.0139262836879972,0.190748727699389,0.941840681825306
415,2,258311,-0.109590547583686,0.187509727400166,0.559289176052549
416,2,259284,0.0141038359692544,0.188230604992535,0.940314047802908
417,2,266330,0.0502397528507671,0.189022544601175,0.790558343764416
418,2,267100,0.0395780419699089,0.189015940386116,0.834264608595229
419,2,268086,0.095447176579179,0.188973185328794,0.613815599865291
420,2,274614,0.0927808887945037,0.187828008565263,0.621636514912293
421,2,274729,0.0638696259759542,0.188890023606555,0.735465263599846
422,2,275746,0.133979473674886,0.188703449552857,0.478172804870319
423,2,277029,0.126991849054854,0.187839036009779,0.499440538736288
424,2,277741,0.117658496029999,0.187930085848151,0.531669769257919
425,2,278218,0.131793254748431,0.187563650522034,0.482731492838573
426,2,278379,0.106507902264828,0.192256182949693,0.579936804446325
427,2,279910,0.0956323087366491,0.187559813639687,0.610456738292249
428,2,280616,0.0994430092466022,0.195757288235254,0.611776682078685
429,2,283431,0.0699369641670874,0.190340481870815,0.713517853498906
430,2,283573,0.0667619285953632,0.188059622119786,0.72279855996822
431,2,286762,0.018921775080234,0.188571964422716,0.920129412009536
432,2,287187,-0.0189571332821094,0.187692062214634,0.919606807823801
433,2,288379,0.0865605188164682,0.186215390629172,0.642332030807956
434,2,294941,0.112382636999121,0.186287798576996,0.546713656654741
435,2,296073,0.00320645012447734,0.191541523995348,0.98665330619614
436,2,296082,0.00263473316645921,0.19295221195925,0.98911305996997
