SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
104,1,139686,-0.172510728217213,0.103365981211125,0.0960175918980004
105,1,149562,-0.12869897869444,0.103783913695856,0.215774376956463
106,1,150447,-0.125742783088166,0.104950251040909,0.231674887960892
107,1,151446,-0.398591453187928,0.210201267760447,0.058745010552563
108,1,154084,-0.165685603464431,0.105119076094944,0.115882208552208
109,1,156633,-0.118861573790361,0.10674725517965,0.26625738183506
110,1,157269,-0.0879857179520878,0.103467871383046,0.395697194603247
111,1,160054,-0.107637911047022,0.10440075905115,0.3032434181357
112,1,166222,-0.107341857746105,0.103627120226972,0.30098252031431
113,1,166416,-0.107172284510937,0.103416599291386,0.300764082858736
114,1,167326,-0.104826035472368,0.104012825063124,0.314231982480133
115,1,168836,-0.108204183242881,0.103508644510925,0.296570186781511
116,1,171200,-0.10208906925429,0.10368170500748,0.325475723754333
117,1,171431,-0.0653505853713032,0.104414249292568,0.53179939651007
118,1,173339,-0.074482756369035,0.103583890140889,0.472581314305771
119,1,173845,-0.0499588329058004,0.103539656507462,0.629743356605315
120,1,175121,0.00726786291880724,0.103367712732041,0.943986129219734
121,1,175281,-0.00569973607494156,0.103455852744019,0.956095211332645
122,1,175315,-0.00145940247265419,0.103423701135844,0.988749468578328
123,1,175523,0.00104098778140416,0.104009708979183,0.992020108846724
124,1,175541,-0.0035889583428515,0.103585063358303,0.972380447410637
125,1,175653,0.0284029207138322,0.103902020000131,0.784734405376746
126,1,175805,-0.0312538425301287,0.109777736598806,0.77604009315775
127,1,175818,0.0162776722914506,0.107264532803711,0.879468755284049
128,1,175856,0.00459801310773406,0.105628210981242,0.965303533995613
129,1,175876,-0.00661497388678811,0.104009127830194,0.949324780909859
130,1,175989,-0.0267121142559753,0.104296790610637,0.798010176962965
131,1,176001,-0.035571744959155,0.104832893009702,0.734571548409594
132,1,176451,0.0349394498350173,0.106094035779991,0.742105137818747
133,1,177692,-0.00241831866334341,0.103423650210665,0.981358259065628
134,1,178191,-0.00399236549585008,0.103526203292653,0.969259950994676
135,1,178224,-0.00241831866334341,0.103423650210665,0.981358259065628
136,1,178960,0.00490592780737154,0.104249432582217,0.96249240540688
137,1,179139,0.034451062803841,0.206611837022452,0.867667796387113
138,1,179139,-0.30533801934222,0.41582079828483,0.463252204174396
139,1,180955,0.065941242947964,0.119670036124781,0.581964762801701
140,1,183802,-0.015147989846467,0.103433611279853,0.883648708272215
141,1,183954,-0.00766113596000012,0.104189004942871,0.941425115218202
142,1,184450,0.0313041016687233,0.103264116818349,0.761957190350971
143,1,184641,0.0021333666648356,0.106282952450134,0.983996862482243
144,1,184718,0.0381668154452547,0.10384448510701,0.713437858446416
145,1,185296,0.0366672243607338,0.103405315384763,0.723103193832238
146,1,185438,0.0192510769968964,0.1034235379689,0.852443260285773
147,1,185469,0.0189040102492274,0.103572994695973,0.855280439776553
148,1,185503,0.0510009789317335,0.103274318240418,0.621726382280574
149,1,185705,0.00939125284155554,0.104463423158228,0.928417734786655
150,1,185749,0.0395236139430304,0.104443436203308,0.7053451726154
151,1,185806,0.0187925075425869,0.104599325837065,0.857521135596315
152,1,185879,0.0299520352156578,0.105097477603889,0.775816708717267
153,1,185916,0.0191052702136476,0.105056841553381,0.855799719761131
154,1,185941,0.0757786779430688,0.105442315991837,0.472817077040911
155,1,185954,0.0745422050947801,0.105753192798021,0.481356224509428
156,1,186055,0.0180865913434033,0.103711017864125,0.861655711674955
157,1,186896,0.0354078177063504,0.105399019442548,0.737115190573221
158,1,187697,0.208535827856842,0.214699300614182,0.332067682902981
159,1,189392,-0.0112732872701358,0.216112324266116,0.958427509046188
160,1,189416,0.182134356831893,0.208825217448004,0.38369995058978
161,1,190132,0.0604466057462584,0.103797199635787,0.560700728115838
162,1,190148,0.0494318721914506,0.10384504374611,0.634357652580908
163,1,190165,0.0801809710407646,0.104589563501111,0.443816901576397
164,1,190169,0.0630436106414021,0.104492197917506,0.546674519249367
165,1,190933,-0.0490751491010697,0.103665353480014,0.636220649830516
166,1,192149,-0.0685314582296834,0.104482409614472,0.512306843141081
167,1,192302,-0.0529616947978315,0.138011523007879,0.701395997303131
168,1,192303,-0.0967977858840898,0.124528081660744,0.437492416577825
169,1,192305,-0.0524452942594662,0.129487315103338,0.685706201894963
170,1,192315,-0.0287943014091852,0.146918031098644,0.844731637550466
171,1,192795,-0.0941552046356147,0.103380551330292,0.363041628155725
172,1,194020,-0.0141330935313109,0.109016160622,0.896923362900888
173,1,194187,0.0156405925062483,0.103584347387037,0.880066867489342
174,1,194867,0.101112630652953,0.103391351282343,0.328763722131779
175,1,197325,0.0727826838109119,0.105986868418693,0.492713719413108
176,1,197392,0.0453709367150468,0.107393748057221,0.672937167379299
177,1,198857,-0.986675789701621,0.493647149875326,0.0464021560375585
178,1,206666,0.12050763467138,0.116260284814384,0.300663018261912
179,1,206675,0.0777376214113916,0.151534402490455,0.608270021304616
180,1,223051,-0.0224357214156938,0.119972626603917,0.851762575171247
181,1,223059,-0.0504037326878621,0.124555907593124,0.685966997970988
182,2,7366,0.22125125558374,0.149695995082445,0.140298422891048
183,2,8180,0.283985230795347,0.206183586158993,0.169279344552833
184,2,8187,-0.204714648883058,0.214709718147536,0.34101531708891
185,2,8250,-0.118387890071656,0.211711550626576,0.576383722737476
186,2,8253,-0.104161627989242,0.211732731627782,0.623061436803169
187,2,8285,0.118086169346692,0.114659091431649,0.303767112513997
188,2,8302,0.0282497481306914,0.107478831833182,0.792827154089968
189,2,8306,0.0282497481306914,0.107478831833182,0.792827154089968
190,2,8314,-0.0180050797968397,0.105279906585579,0.864305203216716
191,2,8317,0.0171217430769297,0.107681535798891,0.873757031945966
192,2,8328,0.0259433364920459,0.107194731437849,0.808904717083124
193,2,8331,0.0260279794597287,0.106993115968812,0.807939252329404
194,2,8498,0.0948446103230453,0.105008808142636,0.367032370652439
195,2,8651,0.0949513421164234,0.105107082338914,0.366941782441633
196,2,9418,0.605122710310506,0.265678487583903,0.0233448390460146
197,2,9812,0.0921907345895789,0.105739967121801,0.383875876082317
198,2,9932,0.114205182123284,0.105261191507691,0.278675577129823
199,2,10135,0.0937112416915383,0.104914275342248,0.372349365336806
200,2,11616,0.0877467094872761,0.104817292876268,0.40308047216609
201,2,12133,0.087957521841634,0.105234315443378,0.403818477482317
202,2,12194,0.0828232235923865,0.105653805486917,0.433617771839479
203,2,12359,0.0906986180014803,0.105325985171255,0.389754884851546
204,2,13061,0.0940391335106259,0.10530991771298,0.372478860872645
205,2,14298,0.0990222958983806,0.10562998690319,0.349170664816732
206,2,15222,0.102216979260819,0.106654045719581,0.338518255976349
207,2,17986,0.0530353549174775,0.104883308163057,0.613410539895269
208,2,19770,0.0729634110843999,0.105575305621374,0.489955030947675
209,2,19836,0.0798870779657632,0.105270622127432,0.448434681501865
210,2,19851,0.0819258422490388,0.105574915470857,0.43827021092974
211,2,21595,0.036653821251395,0.10521042339367,0.727758116580163
212,2,22385,0.0361564289350734,0.105310497790553,0.731553343076479
213,2,23441,0.0148315267304437,0.106348153143602,0.889164610581332
214,2,24209,-0.00270560781607654,0.105475278099129,0.979549737219688
215,2,24341,-0.00467284566184611,0.10572456605062,0.964771331118501
216,2,26815,0.00600265650582132,0.105597680691499,0.954701158072428
217,2,28209,0.0142708723305591,0.105630965757613,0.892608847398176
218,2,28695,-0.0419996450538929,0.110334757582957,0.703687099178731
219,2,35849,0.141534600553488,1.13135938830033,0.900514517588075
220,2,35850,-1.4743760363757,1.38147732844836,0.286590143095727
221,2,41245,0.00161499588230596,0.105228474085258,0.987763603614193
222,2,43214,0.0508345890942447,0.106900321825534,0.634701520515888
223,2,47104,0.000780777573653357,0.103953476966399,0.994011518617537
224,2,50915,-0.0466908779850165,0.104945437152688,0.656660200651355
225,2,55834,-0.00961460645997658,0.104488533449361,0.926737602563326
226,2,56422,-0.0690863917009179,0.104611988689641,0.509423989117333
227,2,57715,-0.0552241192169527,0.104290122197427,0.596774875604997
228,2,59046,-0.0097709906926583,0.104858026989682,0.92581100407569
229,2,59191,-0.0372421916344796,0.104240083958032,0.721100763514609
230,2,59383,-0.0170176639153142,0.104285020526165,0.870466814926518
231,2,59477,-0.0776022638713479,0.105777508807185,0.463657135633977
232,2,59755,-0.173327632294644,0.237666876200519,0.466309035125245
233,2,60471,-0.053776162282673,0.10439018358414,0.606773586185903
234,2,60478,-0.0433126006060541,0.104523162643179,0.678845473433172
235,2,60786,-0.0257880408212542,0.10436765058313,0.804983413797187
236,2,61035,-0.0552747452308993,0.104327675146775,0.596570758609189
237,2,61071,-0.0219686404165986,0.103889108041943,0.832648497262056
238,2,61675,-0.0123202589500822,0.104192731857566,0.905940871234943
239,2,62776,-0.0270992120267681,0.108744232642905,0.803349953386402
240,2,62939,-0.0253867095110656,0.104005913627698,0.807303620761304
241,2,63527,-0.0627499556751987,0.104351694947803,0.548005204551808
242,2,63857,-0.091258488532895,0.104316395290872,0.382264481737076
243,2,65527,-0.0536694731217706,0.104045921890431,0.606299658531414
244,2,67007,-0.119260799766262,0.114420980024183,0.297986669853155
245,2,67023,-0.423962797361432,0.235902815091762,0.0731596626874023
246,2,67024,-0.437389275627391,0.236703817609619,0.0654627947641301
247,2,67976,-0.0943631510849747,0.105464785664086,0.371537831592654
248,2,69628,-0.0802214676784133,0.107248504656186,0.454960508979839
249,2,71825,-0.0808580833470725,0.207509563181395,0.697023292671885
250,2,72389,-0.0538587494184165,0.104894021239633,0.607951694985162
251,2,72392,0.00371402496435724,0.105646520381656,0.971975852736826
252,2,73646,0.0169211266950279,0.103476823900171,0.870198070503967
253,2,74564,0.0264661832717863,0.103267950365868,0.797878899073284
254,2,74739,0.0139654906715363,0.103614475061567,0.892860105149434
255,2,79931,0.125341950147114,0.116599848116737,0.283120014767163
256,2,80748,0.129658686172839,0.107541441611408,0.228755167535863
257,2,80873,0.0779205953797296,0.103781518962303,0.453264926028317
258,2,81501,0.0816122886299225,0.103756160686242,0.432056808156566
259,2,83526,0.170267020748827,0.10328915590627,0.100150017831728
260,2,83845,0.13433366376954,0.103537918463994,0.195328987864509
261,2,84412,0.257550804405079,0.2611886929157,0.324773263489931
262,2,84412,0.133495582453242,0.130777428755764,0.308055574719386
263,2,84447,0.194271292285842,0.104599738357428,0.0641035931140281
264,2,87391,0.107177916589412,0.103168623559924,0.299580176231478
265,2,87562,0.0942199848623156,0.103466233929256,0.363109059663431
266,2,87849,0.109852722997298,0.103412724998589,0.288837173984086
267,2,87878,0.10488109609846,0.10387307929995,0.3133285711308
268,2,88125,0.0266993504450881,0.115665986443701,0.817579452368059
269,2,89785,0.0550936002978088,0.103993229972088,0.596597066572062
270,2,93441,0.122093315396872,0.106942983889264,0.254366155933893
271,2,93588,0.0575983855413516,0.110859841315025,0.603695614076321
272,2,93721,0.0894851222792067,0.103610998811538,0.388358763450463
273,2,93952,0.0901383462792638,0.1033123962333,0.383537807673167
274,2,95085,0.0698031831558418,0.103501414719537,0.500487233615941
275,2,103188,-0.0802265740534335,0.105996246101782,0.449625865089918
276,2,107124,-0.0368059536002401,0.103601076930315,0.722602406434005
277,2,111645,-0.0576300768574341,0.103640572333676,0.578524095569286
278,2,111916,-0.041494583919201,0.103906886290382,0.689881300290694
279,2,111931,-0.0183876907109172,0.104084673818856,0.859876077165477
280,2,111999,-0.0349568790797697,0.103698795634814,0.736241745796622
281,2,114528,-0.10175698754761,0.104171628916889,0.32932693741078
282,2,116024,-0.0969049165078384,0.104433065500473,0.354086139413548
283,2,119244,-0.0579865567838465,0.113916184414306,0.611050437170112
284,2,119246,-0.0647546526223188,0.115122012091028,0.574141179136996
285,2,119247,-0.0752686246507366,0.115935986091305,0.516614666956766
286,2,120090,0.0199181660061948,0.104142000232099,0.848432104658878
287,2,120291,-0.00951808209397398,0.105337177720818,0.92805378767265
288,2,120726,0.0196369874841535,0.104724573663553,0.85136789727427
289,2,121716,-0.0452458086988157,0.104583121971171,0.665547690268962
290,2,123100,-0.045567083329982,0.104727069841585,0.663753411668771
291,2,124677,-0.138519626021631,0.104350719852072,0.185220045618999
292,2,127636,0.0241782746076304,0.132303097344375,0.85509978276894
293,2,127887,-0.251455597810421,0.104474316119151,0.0166030268855197
294,2,128935,-0.252630888339838,0.104365891190527,0.0159977460068058
295,2,129053,-0.257083441016544,0.104658134859488,0.0145141081634856
296,2,130040,-0.22198534271884,0.10553372079243,0.0361332884031472
297,2,130976,-0.239014369527801,0.10455701308729,0.0228479114491028
298,2,132199,-0.249399237167318,0.104980361661862,0.0180501473554089
299,2,133355,-0.373772960205613,0.104658067056061,0.000404347302281318
300,2,133435,-0.380040215461277,0.104828573408158,0.000331017348834329
301,2,133943,-0.30684817260845,0.123923511652854,0.0137505476399832
302,2,135183,-0.421826070004359,0.104435336048498,6.58617436814659e-05
303,2,135402,-0.418022408590071,0.104462155086647,7.66717213209292e-05
304,2,135898,-0.408104871122278,0.105151641555165,0.000124078028187803
305,2,135912,-0.404509753807238,0.105271939409053,0.000144378876468191
306,2,135925,-0.403143755561327,0.104789984933376,0.00014178274201184
307,2,136002,-0.419673938364366,0.104524136765337,7.26151893748134e-05
308,2,136173,-0.386211340921384,0.105659407000853,0.000295976262638023
309,2,138209,-0.391230224159509,0.108822687897026,0.000370388540302031
310,2,138318,-0.400686300757358,0.108404331270104,0.000253592855050784
311,2,138695,-0.422686402754774,0.106232535798537,8.40517205889429e-05
312,2,138818,-0.410647174676417,0.106162917121173,0.000130606836663713
313,2,139728,-0.422344853971184,0.105834187947876,8.01658970735078e-05
314,2,140174,-0.424519562366591,0.105809536931888,7.34976415019466e-05
315,2,140863,-0.40290000261849,0.106004082471073,0.00016984860692141
316,2,141152,-0.427456969542047,0.106042868092238,6.80775953950129e-05
317,2,141292,-0.415783813736238,0.105377565651435,9.60297639283762e-05
318,2,141545,-0.45786372570961,0.105420674053555,1.83741845274751e-05
319,2,145823,-0.31661845671345,0.111054599209124,0.00461418842022334
320,2,145934,-0.516897253844456,0.183021359455185,0.00500830438377877
321,2,145980,-0.427497249442124,0.111054817186259,0.000140530035775943
322,2,146723,-0.379218839784876,0.106102863152079,0.00040035045399526
323,2,147946,-0.350791760634119,0.107383883934508,0.00119477085146783
324,2,150394,-0.36504533876881,0.117132351930575,0.00198004054622382
325,2,151274,-0.0205022630669074,0.185990526259638,0.912287364336579
326,2,151397,-0.245011405662316,0.108486455832263,0.0245274337892558
327,2,153035,-0.186341403057289,0.107621901083621,0.0842461148578809
328,2,153228,-0.14397641171364,0.108596535528078,0.185765913359503
329,2,153455,-0.200110595349725,0.10916993603055,0.0676417252918038
330,2,153732,-0.149998638862733,0.113125432358153,0.185713685422885
331,2,153815,-0.198223301134542,0.108756881579661,0.0692056279436038
332,2,154160,-0.180690027228996,0.107693978772232,0.0942693073714615
333,2,154235,-0.163054384291413,0.108856826586939,0.135058269963307
334,2,155527,-0.252219424086613,0.117763859004546,0.032898493494668
335,2,159870,-0.182530295073922,0.105999842545314,0.0859479486919012
336,2,161229,-0.215885324506454,0.107465388372388,0.0453106273065622
337,2,161451,0.0503598558179768,0.23140909261952,0.82784888579926
338,2,161451,-0.524240544680041,0.23048389714803,0.0235341211608241
339,2,162696,-0.218215332377576,0.106984299651444,0.0421248348107353
340,2,163284,-0.11824862382676,0.106000197321828,0.265373224187611
341,2,164166,-0.115151720420815,0.106997431971968,0.282568263961541
342,2,165270,-0.0518637494095195,0.106235676240291,0.625714675395292
343,2,165675,-0.112548570453281,0.10786160165858,0.297452337461778
344,2,166404,0.446900772114326,0.278965104919032,0.110051094962206
345,2,168012,-0.0384368484089093,0.130565992262487,0.768635716664786
346,2,168062,-0.00275677389772278,0.107057000498207,0.979470875199737
347,2,168518,-0.0179427575698161,0.106439832354485,0.866229983369012
348,2,168980,-0.038520727606665,0.106373825787586,0.717474565017971
349,2,169651,-0.0741694380511539,0.10637088916563,0.486091573564374
350,2,169902,0.106564601174712,0.177828117557522,0.549386453177133
351,2,169960,-0.0442084566428758,0.165708062964725,0.789790338805274
352,2,170725,-0.0170255438915277,0.106629743697725,0.873232556241328
353,2,171254,-0.0337613622470643,0.106791040022165,0.752079949036628
354,2,172242,-0.0332903112394284,0.105528760855439,0.752597331950818
355,2,173254,-0.0491506410828507,0.104702183415568,0.639050116710585
356,2,173340,-0.0504404382672456,0.104687766704115,0.630233898363448
357,2,173385,-0.0449840540596085,0.104791280477233,0.667986532342473
358,2,173973,-0.0512247098331285,0.104504617643477,0.62432027485506
359,2,174714,0.136420858104585,0.267949227153498,0.610979542098613
360,2,177341,-0.0410325817670626,0.104161086405347,0.693867702117543
361,2,180314,-0.128322574741531,0.103994897489055,0.218049341709279
362,2,180339,-0.117961525923146,0.104293423855254,0.258800068115223
363,2,182758,-0.140131963735966,0.103840017386276,0.178041687961537
364,2,183619,-0.14084187502914,0.104248320105566,0.177553368726692
365,2,183913,-0.101254004881564,0.107029079130598,0.344774276845539
366,2,184146,-0.105564393003865,0.107737025553875,0.327839142709432
367,2,187176,-0.104375335050477,0.104939568094583,0.320600824356919
368,2,191066,-0.0658833811394121,0.105813995116936,0.533927126218369
369,2,191124,-0.306294745665459,0.132767083916397,0.0216326095503253
370,2,191128,0.314085037037162,0.121996702823381,0.0104442986166862
371,2,191599,-0.16212650907878,0.104047916943698,0.120084075505279
372,2,191762,-0.154832918126117,0.108224454836044,0.153410904689616
373,2,191763,-0.14061118418518,0.104551111967668,0.179519748701795
374,2,191959,-0.130826447237932,0.104330766870531,0.21068687100841
375,2,192390,-0.0992102539440626,0.107318431639537,0.355884882244721
376,2,195759,-0.171516478651249,0.105064853786014,0.103469656273007
377,2,196912,-0.167292426559648,0.103372128847675,0.106480008033153
378,2,197598,-1.09598034809091,0.333782591664875,0.00112775439248723
379,2,198110,-0.181850598764632,0.103926939268506,0.081023006749039
380,2,198283,-0.207302225070415,0.10709279521597,0.0536995727615827
381,2,198805,-0.145819131948875,0.10453854701631,0.163927926352113
382,2,198891,-0.198392084609333,0.103472328960809,0.0560010233738791
383,2,199248,-0.152417642412494,0.103931133397252,0.143395481150697
384,2,201782,-0.154555468377794,0.103793682249438,0.137363279198336
385,2,203285,-0.0875085939405408,0.10361085161032,0.398912343677458
386,2,203783,-0.0923492636007954,0.103375368595824,0.372284199690357
387,2,204179,-0.129478478829494,0.103513432712928,0.211822201709717
388,2,205406,-0.0833084350462531,0.104714627835808,0.426813210550047
389,2,205834,-0.0639632578780261,0.104250907922928,0.539907160252759
390,2,205965,0.00356173022102724,0.113974160882508,0.975087562469224
391,2,207192,-0.0395414614761151,0.104187690491787,0.704528900422682
392,2,207561,-0.0791224479651625,0.103662823950898,0.445813766382088
393,2,208682,-0.024690219260344,0.10356545772395,0.811707595102806
394,2,210102,-0.038050288480949,0.10382153077975,0.714213756444569
395,2,212519,-0.0747773546058923,0.220976167557737,0.735266295132603
396,2,214801,-0.0698167115476839,0.103769827090929,0.501512444522226
397,2,215016,-0.0267149453147799,0.103767351588503,0.796981114909871
398,2,218876,-0.130431866694448,0.104619912271501,0.213326345125173
399,2,227511,-0.067412842566329,0.105531122846124,0.523370001169135
400,2,230378,-0.105395287603118,0.104110411893046,0.312068192737332
401,2,231943,-0.124062044507664,0.104351644246125,0.235284294956826
402,2,232156,-0.121381983804777,0.104317629882739,0.245379857712285
403,2,232789,-0.153437598993953,0.103826710328557,0.1403465584997
404,2,238524,-0.149749231753476,0.10398895990519,0.150739708631117
405,2,241518,-0.13987692576919,0.104935612135106,0.183398485874739
406,2,250396,-0.21817105283271,0.103834951006857,0.0363378670675508
407,2,250466,-0.168364349775287,0.104060205648557,0.106566233056381
408,2,252305,-0.197893794208186,0.104191149293841,0.0583355250604645
409,2,254571,-0.234425856641945,0.105457485590697,0.026852566564333
410,2,254742,-0.230994225817284,0.105382393665221,0.0290348418159151
411,2,254908,-0.227411964142772,0.106220177395416,0.0329626362948939
412,2,255033,-0.114311761830625,0.125154390546756,0.36167349249158
413,2,255862,-0.220076577916758,0.105616022979292,0.0379024758376824
414,2,255975,-0.227112331631467,0.10518765511511,0.0315144168812438
415,2,258311,-0.246113244160872,0.103304409578956,0.017728702664446
416,2,259284,-0.203793616563383,0.103917675918893,0.0506524277857954
417,2,266330,-0.182152519623384,0.104482646327012,0.0821386221922566
418,2,267100,-0.195854087425066,0.104404722820148,0.0614923858251761
419,2,268086,-0.17793099369828,0.104503251725186,0.0895165146014157
420,2,274614,-0.131705838168688,0.104058109715058,0.206456995404063
421,2,274729,-0.136145870138213,0.104613739889297,0.193965230711078
422,2,275746,-0.119064586686517,0.104626885829426,0.255895490643906
423,2,277029,-0.109195364792146,0.104169530055413,0.295242134208415
424,2,277741,-0.11516574331548,0.104192344766606,0.269774305717288
425,2,278218,-0.120095559690362,0.103987707617377,0.248911948247674
426,2,278379,-0.0932921420143608,0.106646734383958,0.382289875076009
427,2,279910,-0.133474118443229,0.103904820469111,0.199781212572589
428,2,280616,-0.123337930354425,0.108500550561233,0.256414157254723
