SNP,Chr,Pos,Effect,SE,MID2_RSN1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
107,1,151446,-0.0304413336858431,0.108025905514984,0.77826460013938
108,1,154084,0.0566827373722027,0.0538598164772264,0.29333025661035
109,1,156633,0.0415586640108266,0.0546390587572487,0.447401616636106
110,1,157269,0.0525545857316931,0.0528912845820485,0.321081631650073
111,1,160054,0.0319139915942667,0.0534414234127521,0.550772020423796
112,1,166222,0.010471193508452,0.0530700188940292,0.843699280141321
113,1,166416,0.0145457767784629,0.0529595404766554,0.783739451029131
114,1,167326,0.0154455392511561,0.0532598317770948,0.771983811977527
115,1,168836,0.0219913723943165,0.053000827185198,0.678448808249114
116,1,171200,0.0237448450173433,0.0530780982481926,0.654891881834672
117,1,171431,0.0298759965128814,0.0534009357360384,0.576198667574091
118,1,173339,0.0184943524509598,0.0530000001924483,0.727334859499251
119,1,173845,-0.0033254966133266,0.052964903236871,0.949971816057585
120,1,175121,0.00676653463054502,0.0528589567292621,0.898213062291907
121,1,175281,0.00804896266531957,0.0529033791130311,0.879159819129792
122,1,175315,0.00922066943029448,0.0528861825150972,0.861690896359804
123,1,175523,0.00788146572047532,0.0531864685309617,0.882280950446069
124,1,175541,0.00865926454253313,0.0529690464778916,0.870235783906312
125,1,175653,-0.00246755173895924,0.053138506936733,0.962988821951207
126,1,175805,0.0038607874781393,0.0561438173610015,0.945214793054566
127,1,175818,0.00428632795119778,0.0548538702536781,0.937760288063606
128,1,175856,0.00184343907463083,0.0540158349000619,0.972794566697997
129,1,175876,0.00830125497604056,0.0531862876163913,0.876060082440235
130,1,175989,0.0120540555301726,0.0533360186621841,0.821330536785683
131,1,176001,0.00567762370712763,0.053616962636114,0.915727948370581
132,1,176451,0.0145123207083782,0.0542568268331536,0.789260008047809
133,1,177692,0.0239040208747605,0.0528731543397252,0.651473699128419
134,1,178191,0.0275170725444414,0.0529207109316065,0.603411844444223
135,1,178224,0.0239040208747605,0.0528731543397252,0.651473699128419
136,1,178960,0.0170332992149261,0.0533031622809258,0.749494622203629
137,1,179139,0.0511615346220804,0.105625492843486,0.628425606452565
138,1,179139,-0.108507405124289,0.212724919860827,0.61031196237144
139,1,180955,0.0734382187373979,0.061097848565626,0.230178090626202
140,1,183802,0.0338889995001794,0.0528643566684953,0.521902431302301
141,1,183954,0.0251413471959238,0.0532634045946252,0.637204761430429
142,1,184450,0.032564960353539,0.0527852612150715,0.537676730444673
143,1,184641,0.0333146217397543,0.0543216975744479,0.540083591561074
144,1,184718,0.0614578468549116,0.0530129614270849,0.247118111210537
145,1,185296,0.0555327366037274,0.0528058039923912,0.293683758185391
146,1,185438,0.0314191715432619,0.0528645135856366,0.552669533001323
147,1,185469,0.0315212390595769,0.0529407121334017,0.551953359821089
148,1,185503,0.0241684851971434,0.0528146307502355,0.647514427425124
149,1,185705,0.0226577395818293,0.053407131879996,0.671645149934426
150,1,185749,0.030125951309437,0.0533966761361734,0.572982088947838
151,1,185806,0.0365139698781498,0.0534567612422429,0.495019402026164
152,1,185879,0.033153711971465,0.053721584075908,0.537540563609216
153,1,185916,0.0240683217647661,0.0537108363637859,0.654349263755864
154,1,185941,0.0318875046287826,0.0539334518972172,0.554739380095175
155,1,185954,0.0510257195850126,0.0540495485506161,0.345787487025142
156,1,186055,0.02164886973348,0.0530251383271118,0.683318894232954
157,1,186896,0.0221939006539189,0.053894247050609,0.680732559221872
158,1,187697,0.0623203993630304,0.109888729642509,0.570991234529003
159,1,189392,0.219609524723976,0.109895315568303,0.0464451475552817
160,1,189416,0.331172808346777,0.105440125249598,0.00182676580589433
161,1,190132,0.0361581439857148,0.0530700510213031,0.496110304252646
162,1,190148,0.0366246452635282,0.0530851717595328,0.490696346959407
163,1,190165,0.0468186074841201,0.0534711109377952,0.381850005470727
164,1,190169,0.0387156420111407,0.0534226658361548,0.469113456567182
165,1,190933,0.00427664394872529,0.0530283564776227,0.935767399615304
166,1,192149,-0.00139427599560571,0.0534623409168057,0.979208592058758
167,1,192302,0.119961736725246,0.0703012106179165,0.0888137872435152
168,1,192303,0.0493166777624219,0.06368113088532,0.439194010626493
169,1,192305,0.0920601011654334,0.0660506518990348,0.164260740850261
170,1,192315,0.05444313156306,0.0750786090619397,0.46884142332797
171,1,192795,-0.0101330709924313,0.0529257079736482,0.848276552085703
172,1,194020,-0.0429662939163804,0.0557027001443451,0.441015346247481
173,1,194187,-0.0392580271664343,0.0529310797956913,0.458773207938279
174,1,194867,-0.0223709209857697,0.0529300871266481,0.672807703438473
175,1,197325,-0.0633817748107134,0.054130360946197,0.242424805644942
176,1,197392,-0.0948581566031396,0.0547000087113796,0.0837640412984887
177,1,198857,-0.404265384983047,0.252950464741085,0.110893201512633
178,1,206666,-0.0242100122019859,0.0595292339555536,0.684481309509497
179,1,206675,0.049872635000189,0.0774745442425387,0.520168977061639
180,1,223051,0.0209827750570185,0.0613440491274972,0.732516287422713
181,1,223059,-0.0127622290045313,0.0637061082758884,0.841338056605668
182,2,7366,0.0724930522812794,0.0766905035074482,0.345168808207766
183,2,8180,-0.251585146099233,0.104868917488297,0.0169559534486428
184,2,8187,-0.076410814635393,0.109863530259045,0.487195454785184
185,2,8250,-0.157838986589447,0.107985953559565,0.144723406246363
186,2,8253,-0.155721757324283,0.107994661192154,0.150206053545274
187,2,8285,-0.0545185174366139,0.0586502445019756,0.353237725379674
188,2,8302,-0.0804100013732687,0.054800654514556,0.143179863207065
189,2,8306,-0.0804100013732687,0.054800654514556,0.143179863207065
190,2,8314,-0.08234211968924,0.0536612227557211,0.125807150376799
191,2,8317,-0.0844919490196597,0.0548838421237699,0.124585835859809
192,2,8328,-0.0773851685168611,0.0546664644531232,0.157777938717554
193,2,8331,-0.0783235695327957,0.054559315466746,0.15201098870031
194,2,8498,-0.0852662010280489,0.0535691521781476,0.112346434041164
195,2,8651,-0.0860338529494202,0.0536161951351575,0.109470744586922
196,2,9418,0.119164324730289,0.136709345006576,0.383985309900081
197,2,9812,-0.0512892274244262,0.0540622396342563,0.343418658254796
198,2,9932,-0.060437432421228,0.0538217279785961,0.262235107447045
199,2,10135,-0.0496285476896579,0.0536462931887689,0.355542364404932
200,2,11616,-0.0716429634263251,0.0535186036009314,0.181544389867052
201,2,12133,-0.057510963093105,0.0537805341697111,0.285636393554676
202,2,12194,-0.0741384337483094,0.0539317105241486,0.170105013821805
203,2,12359,-0.0499034953481483,0.0538523082724591,0.354729312624718
204,2,13061,-0.0716888487213412,0.0537786126721558,0.183379535166891
205,2,14298,-0.0538058996960609,0.054008009580612,0.319807328974266
206,2,15222,-0.0672308430013501,0.054493920061483,0.21812392912413
207,2,17986,-0.0463304527833607,0.0535975785934538,0.387947965371169
208,2,19770,-0.0375776827245993,0.053988202019424,0.486864867124716
209,2,19836,-0.0308898087923056,0.0538517190842994,0.566597956399825
210,2,19851,-0.0252141058469756,0.0540178862334598,0.64095004660266
211,2,21595,-0.0355967956845979,0.0537780169933689,0.508453753835827
212,2,22385,-0.0412759696389415,0.0538174773796413,0.443616640183955
213,2,23441,-0.0550180022683049,0.0543065458984844,0.311705934651976
214,2,24209,-0.0649198944501957,0.0538268318074331,0.228591307959496
215,2,24341,-0.0463883114504346,0.0540087968774581,0.390976952848544
216,2,26815,-0.068212565841925,0.0538782285227942,0.206329826642954
217,2,28209,-0.0843391388410847,0.0538317475837506,0.118076708137154
218,2,28695,-0.0899604219052672,0.0562306866326962,0.110527398339645
219,2,35849,0.371519663577853,0.578225352970593,0.520954580940841
220,2,35850,-0.596152079648209,0.706882018270141,0.399601351776622
221,2,41245,-0.114423029195876,0.05346564427894,0.0330298459005923
222,2,43214,-0.0763775228696381,0.0545325028846828,0.162215953309622
223,2,47104,-0.0761739470319704,0.0530045315272734,0.151569257898396
224,2,50915,-0.0771137539459353,0.0535245354080138,0.150550786436591
225,2,55834,-0.0799342832941893,0.0532639722400675,0.134322004840366
226,2,56422,-0.0873979019031157,0.053326642290596,0.102121603351807
227,2,57715,-0.0765072622255085,0.0531970643680062,0.151267289288685
228,2,59046,-0.0710054285537448,0.0534892413424551,0.185210704194042
229,2,59191,-0.0735370775781503,0.053171700259506,0.167535461508254
230,2,59383,-0.0688001503019625,0.0532050486836095,0.196817534504114
231,2,59477,-0.0789391877725639,0.0539700537572636,0.144453481110471
232,2,59755,-0.0619371335451575,0.121584084356665,0.610777490209019
233,2,60471,-0.0898467390938492,0.0531882023304447,0.0920596821688481
234,2,60478,-0.0864810292308755,0.0532651707605649,0.1053550237538
235,2,60786,-0.0792723116344055,0.0532087511181399,0.137160289999628
236,2,61035,-0.0917076317203906,0.0531482555760427,0.0853114720436804
237,2,61071,-0.0874436888253356,0.0529255634309871,0.0993826656722987
238,2,61675,-0.0834663882289275,0.0530972449706723,0.116857236452203
239,2,62776,-0.0825891366237615,0.0554401357601591,0.137196201659726
240,2,62939,-0.0905725391746299,0.0529717616827463,0.0881766519303994
241,2,63527,-0.0638992298218025,0.0532818893626976,0.231228380967575
242,2,63857,-0.0784897484050894,0.0532390901455375,0.141295319061231
243,2,65527,-0.0913894717661724,0.0530039578365674,0.0855470359982354
244,2,67007,-0.0634505303515323,0.0585047730964512,0.278867375877407
245,2,67023,-0.128258572727959,0.120993358788468,0.289848260282604
246,2,67024,-0.163365678287542,0.121317569374629,0.178974537221
247,2,67976,-0.0901167336034516,0.0537798633594085,0.09469040026283
248,2,69628,-0.133892083478067,0.0544232140942031,0.0143643324836401
249,2,71825,-0.17615539096718,0.105723401536589,0.096562411401676
250,2,72389,-0.113822290868333,0.0533172854432537,0.0334647441010739
251,2,72392,-0.0628137306551287,0.0539216927871798,0.244843445238826
252,2,73646,-0.0703488533607278,0.052784980928207,0.18347549529554
253,2,74564,-0.063606146892966,0.052705094245159,0.228305295559775
254,2,74739,-0.0552596824507968,0.0529056742353534,0.296971421265796
255,2,79931,0.0219574795921381,0.0597124963896709,0.713302398518353
256,2,80748,0.00802563254898857,0.0551056186928437,0.884287996335091
257,2,80873,-0.0167215093802908,0.053106326294353,0.753047532645291
258,2,81501,-0.00295686167622097,0.0531047009467425,0.955628354243109
259,2,83526,-0.0197339477470105,0.0530121498282331,0.709927643345215
260,2,83845,-0.0176538642624741,0.0530646269235921,0.739568717851274
261,2,84412,0.164673095747569,0.133462087039231,0.218077150487465
262,2,84412,-0.0172649084536274,0.0669688241895533,0.796707508910365
263,2,84447,0.00690537604527952,0.0537493005068047,0.897847205936923
264,2,87391,0.00841389812106305,0.0528366936366723,0.873568132203738
265,2,87562,-0.000152861954042044,0.0529723052841794,0.997699181201395
266,2,87849,0.00522326169611759,0.0529665593756638,0.921500466176931
267,2,87878,0.0065947865468198,0.0531937383379776,0.901404250496892
268,2,88125,0.0117944201623568,0.0591499938250182,0.842065839016469
269,2,89785,-0.0202671522057127,0.0531898882133909,0.70340728690345
270,2,93441,0.0145951078443033,0.0547834868287879,0.790075652602948
271,2,93588,0.000171797381723543,0.0567127828410579,0.997584720449765
272,2,93721,-0.00373302519405611,0.0530398024224896,0.943929805196167
273,2,93952,0.00241227423559242,0.0528883037006846,0.963646306360943
274,2,95085,-0.0268394372889399,0.0529430046403327,0.61250667613293
275,2,103188,-0.013286835954362,0.054243338702531,0.806638473444637
276,2,107124,0.0140351583285387,0.0529833549922529,0.791243033080002
277,2,111645,-0.015373352901057,0.0530162400438636,0.772006072172228
278,2,111916,-0.0200083364974388,0.0531368650293419,0.706739174024233
279,2,111931,-0.013078584452324,0.0532242514804739,0.806037120224552
280,2,111999,-0.00652298529776968,0.0530365199203973,0.902184655914269
281,2,114528,0.000608023430912041,0.0533428559810806,0.990912025313921
282,2,116024,0.010832609621751,0.0534665927897747,0.839560349271535
283,2,119244,-0.0263413484628983,0.0582585619632236,0.65144185444182
284,2,119246,-0.00738289935856673,0.0588957512390637,0.900313569354799
285,2,119247,-0.0410963993922502,0.0592819775018005,0.488617333897035
286,2,120090,0.00640928209711666,0.0532574326374792,0.904278081402253
287,2,120291,0.0114169560472717,0.0538641468889835,0.832261851034474
288,2,120726,0.0139262113147204,0.0535512177636292,0.794973692612211
289,2,121716,-0.00264257497562215,0.0534953368839886,0.96062987610024
290,2,123100,0.000400130147733879,0.0535693113548817,0.994044562803464
291,2,124677,-0.0193108279969038,0.0534856471754788,0.718280351203371
292,2,127636,0.128828042360766,0.0673115472959646,0.05644043731392
293,2,127887,0.00314906541188487,0.0538620380302976,0.95341100669875
294,2,128935,0.00760429717964728,0.0538098588471493,0.887699407282064
295,2,129053,0.00083052401913386,0.0539751645694431,0.987732006877419
296,2,130040,-0.0184467173200497,0.054295744854261,0.734250492024497
297,2,130976,-0.0179042192770423,0.0538538682736883,0.739739803574631
298,2,132199,-0.0248053066833378,0.0540958328003476,0.646844008031177
299,2,133355,-0.0390533951289369,0.054438316137978,0.473609154628353
300,2,133435,-0.0496172916216711,0.0545318000252541,0.363507626792493
301,2,133943,-0.0123287261841493,0.0639161653029344,0.84715681580191
302,2,135183,-0.0592484044111601,0.0545348477120096,0.278029217826897
303,2,135402,-0.058225603707087,0.0545297033010093,0.286350454321815
304,2,135898,-0.0729643382087757,0.0547698438589637,0.183654170080787
305,2,135912,-0.070265659410065,0.0548204905322455,0.200774810053257
306,2,135925,-0.0735099881757655,0.0545588906529902,0.178731325981334
307,2,136002,-0.0920744867145951,0.0544379339617266,0.091649445681435
308,2,136173,-0.0855962350317601,0.0548559120792493,0.119565430534542
309,2,138209,-0.0812380986118699,0.0564937564272225,0.151319580340313
310,2,138318,-0.0911803897129939,0.0562891694579148,0.106156029218782
311,2,138695,-0.0854893253168747,0.0553429113007048,0.123309889065289
312,2,138818,-0.0837220629189963,0.0552484013231884,0.130572292529134
313,2,139728,-0.0772052211562877,0.0551756380525973,0.162612256423826
314,2,140174,-0.0828648171822526,0.0551523766986903,0.133869673031083
315,2,140863,-0.0811488666528131,0.0551371560074915,0.141975620133623
316,2,141152,-0.0770418876727044,0.0553100628653341,0.164523883313737
317,2,141292,-0.0916935677300728,0.0548463714402618,0.0954448460673559
318,2,141545,-0.0917634643611553,0.0551153234962776,0.0968128581946475
319,2,145823,-0.120379717823953,0.0570823674789538,0.0356591142693102
320,2,145934,-0.187609346374883,0.0941160833353315,0.0469888464942939
321,2,145980,-0.126777333840272,0.0575764857420736,0.0283190784659889
322,2,146723,-0.137887893484853,0.0547417350509581,0.0122140751587159
323,2,147946,-0.141077581087243,0.055229343466859,0.0110564144881358
324,2,150394,-0.118607852155034,0.0603881119569081,0.0503036551399673
325,2,151274,-0.0210111034300606,0.0951062365363842,0.825280538378045
326,2,151397,-0.0978105132331457,0.0556337440979862,0.0795945712523593
327,2,153035,-0.096574074913149,0.0550289670819527,0.0801322753697923
328,2,153228,-0.0773109432307733,0.0555195228617211,0.164647492802694
329,2,153455,-0.0726548143007941,0.0559585366587439,0.195008253738115
330,2,153732,-0.0813423641216426,0.0578317361786925,0.160445024414026
331,2,153815,-0.0922032573429825,0.0556608639064804,0.0985053771788342
332,2,154160,-0.0831387263902801,0.0551139636925867,0.13232426363688
333,2,154235,-0.0850860350733362,0.0556595126801042,0.12723733579058
334,2,155527,-0.103717908234504,0.0603597620904601,0.0866135214265191
335,2,159870,-0.0615873800675804,0.0543342244122683,0.257777143967125
336,2,161229,-0.0217665014359567,0.0552563651578939,0.693879093780166
337,2,161451,0.172871108544603,0.11798687893545,0.143763994321477
338,2,161451,-0.108812982769367,0.11858323887923,0.359450395229004
339,2,162696,-0.0283597643765601,0.0550099950548244,0.60649956290957
340,2,163284,-0.0410148283623879,0.0542575703780342,0.450196372929916
341,2,164166,-0.0175854439437617,0.0547976641917521,0.748463998596265
342,2,165270,0.00351260141641241,0.0543444375331968,0.94850049060484
343,2,165675,-0.0138238734906879,0.0552379815606377,0.802531646011323
344,2,166404,0.0142796656122934,0.143171798387913,0.920608966449981
345,2,168012,-0.0733609607566481,0.0666623140685827,0.271870184855311
346,2,168062,-0.00378920254030546,0.0547461082783334,0.944858391364773
347,2,168518,0.00183175324732754,0.0544329265711637,0.973174021042151
348,2,168980,0.00725361973268157,0.0544058020828418,0.89401282020362
349,2,169651,0.000777833201861755,0.0544329981386888,0.988606900574088
350,2,169902,0.193492298802127,0.0903986198831029,0.033004479624035
351,2,169960,0.0240249586083756,0.0847380950378388,0.776944333401508
352,2,170725,-0.0510062367411734,0.0544622881020795,0.349634317747225
353,2,171254,-0.0657252182815323,0.0545060109285605,0.228688993943083
354,2,172242,-0.0125452451412313,0.0539683983784872,0.816319043095341
355,2,173254,0.0209865492874207,0.0535472910302605,0.695349757256219
356,2,173340,0.0254801670807592,0.0535352838059639,0.634403771604744
357,2,173385,0.0304048663091193,0.053577343398733,0.570738754076213
358,2,173973,0.0254419833769325,0.0534422305979237,0.634322467598627
359,2,174714,-0.00575378329917323,0.137072880851244,0.966541492401723
360,2,177341,-0.00150865026097147,0.0532771724372997,0.977425315406266
361,2,180314,-0.0341421118731255,0.0532641192559325,0.521940903151087
362,2,180339,-0.0291694189735927,0.0534071925415156,0.58529393555163
363,2,182758,-0.0359869455469267,0.0532036721563877,0.499229876661016
364,2,183619,-0.0168681330599164,0.0534402424251335,0.752458682051158
365,2,183913,-0.00810377053705758,0.05479979257856,0.882522231787313
366,2,184146,-0.00855172467589216,0.0551671700231728,0.8768982910469
367,2,187176,-0.0445066654685797,0.0536865304174435,0.40765900323189
368,2,191066,-0.0226132717530865,0.0541271094647975,0.676361332371551
369,2,191124,-0.196150741435399,0.0676024794794335,0.00394641335906189
370,2,191128,0.180991977615423,0.0622280023852396,0.00386120621074051
371,2,191599,-0.0222434616931969,0.0533771955345496,0.677134906452068
372,2,191762,-0.0123557024858032,0.0554997581056836,0.823955168155237
373,2,191763,-0.0178274371991326,0.0535933787698882,0.739601587748851
374,2,191959,-0.0211539215108517,0.0534591363843083,0.692563447991601
375,2,192390,-0.0183723473063904,0.054937807530486,0.738260624935632
376,2,195759,-0.0307550507469004,0.0539052722001533,0.568675278923108
377,2,196912,-0.0503030526297351,0.0529902182711216,0.343122885604319
378,2,197598,0.0750202457106077,0.173229559025543,0.665229577128896
379,2,198110,-0.0746892710545314,0.0532275313809402,0.161433954411661
380,2,198283,-0.0581950268884139,0.0549674244380308,0.290451933155393
381,2,198805,-0.0683339100320199,0.0534821513920436,0.20219639084125
382,2,198891,-0.0642430054192696,0.0530781002208727,0.22695495809256
383,2,199248,-0.0738692882781666,0.0531644119730106,0.165571731011966
384,2,201782,-0.0693947359669332,0.053115819916035,0.192240076304462
385,2,203285,-0.0662065496934392,0.0529204656141627,0.211741981238446
386,2,203783,-0.0485966806935048,0.052860207274955,0.358543778556291
387,2,204179,-0.0468244666733175,0.0529929403426301,0.377514525183485
388,2,205406,-0.0461262715732174,0.0535403220387694,0.389534347265341
389,2,205834,-0.0361774347850233,0.0533051107702803,0.49778150347527
390,2,205965,-0.0333609597524165,0.0582567282253995,0.567243409930948
391,2,207192,-0.0508974187038487,0.0532210991351648,0.339555411951867
392,2,207561,-0.0621108132564671,0.0529513585487396,0.241595264571769
393,2,208682,-0.0640004816099006,0.0528555458709381,0.226760460133236
394,2,210102,-0.0469902300341352,0.0530430547971888,0.376280716852452
395,2,212519,-0.0635263660384116,0.11296974661554,0.57424757713876
396,2,214801,-0.0727579094104215,0.0529580599348373,0.170351353786619
397,2,215016,-0.0740544530117354,0.0529225873669411,0.162601831221044
398,2,218876,-0.047221113179571,0.0535588759394615,0.378556645915395
399,2,227511,-0.077954786700847,0.0538376697791805,0.148515834963099
400,2,230378,-0.058496093243866,0.0532258574002229,0.272509873373631
401,2,231943,-0.0680864221393416,0.0533467571714753,0.202688839585598
402,2,232156,-0.0647851590222864,0.0533364388224504,0.225311108877398
403,2,232789,-0.0668470638626902,0.0531395500252801,0.209240177006927
404,2,238524,-0.0656134905960158,0.0532190163452594,0.21843514112328
405,2,241518,-0.0432775521876146,0.0537471478710486,0.421242551918518
406,2,250396,-0.016709954365083,0.0534223508497505,0.754625244258537
407,2,250466,-0.01648051219875,0.0534036813543886,0.75780592125867
408,2,252305,-0.0436160752743796,0.0535021185409106,0.41549523660814
409,2,254571,-0.034678977083321,0.0542732437884518,0.523256798782219
410,2,254742,-0.0180878082570861,0.0542470424329094,0.739004668120737
411,2,254908,-0.0376797818862835,0.0546332220892916,0.49084464840146
412,2,255033,-0.00547787278642625,0.0640759254914642,0.931920039930302
413,2,255862,-0.0195028592043026,0.0543307808666046,0.719835736012258
414,2,255975,-0.0138979136529848,0.0541394544538012,0.797555419299955
415,2,258311,-0.0347780833262931,0.0532182707722973,0.513860112169315
416,2,259284,-0.0365969410221391,0.0533942357934195,0.493535110189712
