SNP,Chr,Pos,Effect,SE,SSH1_ERV25_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
83,1,107970,-0.122399578950876,0.160543525790148,0.446325994284789
84,1,109000,-0.0356670149777138,0.160947620017796,0.824748476966681
85,1,112549,0.00342990315039632,0.160776505381608,0.982991785437752
86,1,112742,-0.054493751014714,0.161376932526044,0.73580511573009
87,1,113050,0.0230354625272438,0.161126804144735,0.886399544527077
88,1,113135,0.0178308020259205,0.160718256231517,0.911723431476781
89,1,114076,0.21811224350218,0.160301250754094,0.174495692643138
90,1,114628,0.253175974710871,0.1605631963075,0.115737366782514
91,1,116283,0.100190222244813,0.161936051931892,0.536511467454086
92,1,126880,-3.1525752558657,3.03539630729468,0.299699744982161
93,1,127853,0.0222087445351169,0.161717839582917,0.890848089175368
94,1,128302,0.0241425764982537,0.161095835361275,0.880956963692815
95,1,128704,0.0113657563917565,0.161260189530662,0.943850847611058
96,1,128911,0.101748685628452,0.161188223166455,0.528291188614496
97,1,130267,0.18410570014157,0.16090462502986,0.253319499490914
98,1,130271,0.186142341547423,0.161089675375513,0.248659069815951
99,1,130613,0.212097071544406,0.162510652947763,0.192699621988121
100,1,132012,-0.0619692626856021,0.162523027522495,0.703213548616438
101,1,133231,-0.127094628681506,0.161261177580792,0.43115010671517
102,1,137074,-0.0705994350914669,0.161129637476499,0.661543369462903
103,1,137304,-0.1318335605453,0.161076708188749,0.41365126576689
104,1,139686,-0.0753973223727253,0.161391464489703,0.640666166697214
105,1,149562,-0.165105955520968,0.161570849210426,0.307537681853937
106,1,150447,-0.143830318532141,0.163425284715157,0.379404811014987
107,1,151446,-0.231472272342215,0.328443899606873,0.481427824386851
108,1,154084,-0.13228213725719,0.163958838353371,0.420324444288888
109,1,156633,-0.18652299097866,0.166063379122522,0.262114327444661
110,1,157269,-0.24005259650397,0.160624113665391,0.135938567221167
111,1,160054,-0.117790474586686,0.162541486434726,0.469128760373562
112,1,166222,-0.158505985825311,0.161238699156051,0.326255252115899
113,1,166416,-0.110893512879781,0.161023332086595,0.491477162473756
114,1,167326,-0.110005070041728,0.161941296460301,0.497399417178487
115,1,168836,-0.120608024874011,0.161151368850402,0.454708511778141
116,1,171200,-0.142734151766153,0.161341941785073,0.376937560895905
117,1,171431,-0.239559101190201,0.162028172296207,0.140164986172681
118,1,173339,-0.167997606340809,0.161017066278512,0.297498912656666
119,1,173845,-0.195223977682532,0.160796091616846,0.225517736318432
120,1,175121,-0.176543415628437,0.160537231059198,0.272210565079339
121,1,175281,-0.189336795810119,0.160632882089352,0.239314481475573
122,1,175315,-0.205224724219867,0.160526813289788,0.201932432803588
123,1,175523,-0.183025042037854,0.161516152102763,0.257912471419641
124,1,175541,-0.197837620030291,0.16080488467937,0.219405478708813
125,1,175653,-0.177576180077973,0.161382676438972,0.271932808228919
126,1,175805,-0.199273226444815,0.170473026766666,0.243215417021947
127,1,175818,-0.263021018263967,0.16629043183037,0.114614373588738
128,1,175856,-0.22892853693382,0.163875641654568,0.163301645049021
129,1,175876,-0.19504926598849,0.16147628018086,0.227889431936066
130,1,175989,-0.170608082080317,0.162017051303292,0.293049575982024
131,1,176001,-0.186350767030366,0.162815035038833,0.253168994975744
132,1,176451,-0.112909475166806,0.164968178857458,0.494151611336511
133,1,177692,-0.216351474511497,0.160485418265745,0.178488467420007
134,1,178191,-0.209793511337785,0.160670225567226,0.192491353608322
135,1,178224,-0.216351474511497,0.160485418265745,0.178488467420007
136,1,178960,-0.206607490433937,0.161809843813111,0.202493198860363
137,1,179139,-0.314138748452434,0.32100697587547,0.328445806467918
138,1,179139,-0.750524293475365,0.646159589892558,0.246217157063232
139,1,180955,-0.145927522137816,0.186090692801392,0.433463774796555
140,1,183802,-0.173985622250548,0.160651599827776,0.279547785256604
141,1,183954,-0.180105969022364,0.161806091801186,0.266423916734095
142,1,184450,-0.0981737086593897,0.160585618170027,0.5413626563554
143,1,184641,-0.111821275157262,0.165239094981119,0.499024222563601
144,1,184718,-0.168963433407248,0.161333044634261,0.295679686274364
145,1,185296,-0.0782445046773972,0.160844106452996,0.626941694841014
146,1,185438,-0.0626736635730548,0.160871026443827,0.697075049592687
147,1,185469,-0.0680312318378414,0.161097138627179,0.673063558574232
148,1,185503,-0.0490593279520467,0.160699845608418,0.760328672498368
149,1,185705,-0.0590372598362386,0.162486958702132,0.716571855648278
150,1,185749,-0.109809896686562,0.162412210601125,0.499408151246667
151,1,185806,-0.150900983028058,0.162536024849359,0.353826409750864
152,1,185879,-0.119563040018135,0.163396821932336,0.464816318113747
153,1,185916,-0.0660163227454458,0.163408552852244,0.686460653746287
154,1,185941,-0.0949846032872923,0.164080455909665,0.563032303752856
155,1,185954,-0.125486777369316,0.16450220288059,0.446075827697674
156,1,186055,-0.0728009224299939,0.161305366667874,0.652033458988645
157,1,186896,-0.15101427492658,0.163800124097198,0.357188308882128
158,1,187697,-0.374536176032962,0.333862687372746,0.262698513423522
159,1,189392,-0.239992935897853,0.33596808189739,0.475493654991482
160,1,189416,-0.346514655819906,0.324699341718153,0.286617065739883
161,1,190132,0.257285381671068,0.16097516225479,0.110872593385341
162,1,190148,0.273704330592454,0.160947354972275,0.0899020506807824
163,1,190165,0.244096567400161,0.162328034559111,0.133546557476022
164,1,190169,0.266986948548401,0.162022069058907,0.100274632167323
165,1,190933,0.106271707279433,0.161225904876465,0.510230583050264
166,1,192149,0.191691600849447,0.16232371231282,0.238428866419879
167,1,192302,0.118900895642721,0.214658327654167,0.579992727710722
168,1,192303,0.167699251956067,0.193690580443445,0.387182389399565
169,1,192305,0.110807704813168,0.201406031774584,0.582550221889393
170,1,192315,0.07988404130327,0.228535702654259,0.726886892021086
171,1,192795,0.204190999726261,0.160652503292686,0.204561871060533
172,1,194020,0.0992249900561756,0.169520039602999,0.558700522029786
173,1,194187,0.0510614879984923,0.161130171659123,0.751509936561903
174,1,194867,-0.0683993151192935,0.161024240239838,0.671258391820664
175,1,197325,0.0145407829064251,0.164993811674962,0.929823912877247
176,1,197392,-0.0231214523316738,0.167111934728585,0.890035533443393
177,1,198857,-0.656478502958869,0.771517705721703,0.395405969924982
178,1,206666,-0.112615008885468,0.181043896068599,0.534322692135718
179,1,206675,0.0281292859452176,0.235827689456474,0.905122188646155
180,1,223051,-0.151077368584976,0.186479363019454,0.418396349426476
181,1,223059,-0.188048674480488,0.193560028705573,0.331951443947055
182,2,7366,-0.277359890659325,0.233137103093033,0.234969478775735
183,2,8180,0.412962209250047,0.320872052430536,0.198937698925415
184,2,8187,0.744794263650562,0.332099743712709,0.0255374267967325
185,2,8250,0.613395854583194,0.327887655024842,0.0622069195024303
186,2,8253,0.595376828660946,0.32798173211608,0.0703302017714506
187,2,8285,0.365351665171596,0.177583337348069,0.0403863892446168
188,2,8302,0.332707109261344,0.166282704358648,0.0461736341060112
189,2,8306,0.332707109261344,0.166282704358648,0.0461736341060112
190,2,8314,0.344329272289975,0.16276395513611,0.0350862058117678
191,2,8317,0.326678089953846,0.166623211464254,0.0507141448595569
192,2,8328,0.307628372230221,0.165972782905106,0.0646467739579241
193,2,8331,0.304771346654012,0.165672677517269,0.0666666274124294
194,2,8498,0.258690752367482,0.162972008389714,0.113332665963882
195,2,8651,0.263875429672246,0.163102161191974,0.106587295886692
196,2,9418,0.191869292564697,0.416221167579764,0.645097426147381
197,2,9812,0.27752751970157,0.164014626387618,0.0915112415043875
198,2,9932,0.233394748476669,0.16355833042156,0.154469071897649
199,2,10135,0.28103237509226,0.162715155529937,0.0850166936322816
200,2,11616,0.283417188975581,0.162529256610983,0.0820659203930876
201,2,12133,0.323130364439977,0.162971717358066,0.0481714129092774
202,2,12194,0.336759068797112,0.163531038576859,0.0401987667227573
203,2,12359,0.294430414508767,0.163279097069839,0.0722040746575739
204,2,13061,0.32048696239076,0.16312790601923,0.0502404222300417
205,2,14298,0.281466900560493,0.163851314240642,0.08670658682531
206,2,15222,0.273517354915337,0.165500155617993,0.0992868751296295
207,2,17986,0.294584421418816,0.162472994824092,0.0706611975363791
208,2,19770,0.301574265692278,0.163570666339063,0.0660657203218394
209,2,19836,0.275614733049843,0.163247005744934,0.092231164473759
210,2,19851,0.303758364758176,0.163587700913297,0.0641648566403645
211,2,21595,0.300809325016581,0.162920940370737,0.0656781385103986
212,2,22385,0.310363682172053,0.163025862109914,0.0577531754295549
213,2,23441,0.248543472618538,0.164922449935022,0.132696720369953
214,2,24209,0.304801149136447,0.163285872143162,0.0627762858885573
215,2,24341,0.337018733881975,0.163496860305391,0.0400047484353328
216,2,26815,0.348687243010754,0.163229159482193,0.0333519532075575
217,2,28209,0.328364377264429,0.163404109903418,0.0452423319909565
218,2,28695,0.153710354000578,0.171489799642234,0.370690792465453
219,2,35849,-0.086107113186209,1.76010759650454,0.961009518038219
220,2,35850,0.0557574014247848,2.15264968959842,0.979350337613833
221,2,41245,0.18764046464979,0.163400813174536,0.251603848147642
222,2,43214,0.0680877846785801,0.166320385022584,0.682511104990352
223,2,47104,0.0190685704816219,0.161718974858014,0.906204630801455
224,2,50915,0.0865311666043604,0.163246169120518,0.596399746271731
225,2,55834,0.0587281714338269,0.162526436821849,0.718057472580671
226,2,56422,0.0979732886642101,0.162763600301467,0.547603075271066
227,2,57715,0.110111852003716,0.162204453885116,0.497680231139241
228,2,59046,0.0982241532945525,0.163047583740209,0.547277182728836
229,2,59191,0.0913996683304452,0.162124374030165,0.573273633527393
230,2,59383,0.0921836532110389,0.162169848556671,0.570098397595297
231,2,59477,0.0649794314244709,0.164648908901285,0.693336229202401
232,2,59755,0.430667150981273,0.369310062606585,0.244345205517171
233,2,60471,0.0461111781087095,0.162444032561282,0.776684962846789
234,2,60478,0.0530443449425294,0.1626234556649,0.744482266813963
235,2,60786,0.0491599170636334,0.162359441721913,0.762232466230403
236,2,61035,0.0624212778355153,0.162334818698742,0.700823280205387
237,2,61071,0.0587416863338692,0.16160200192249,0.71645196668158
238,2,61675,0.0390442160945078,0.162084248150627,0.809781456746968
239,2,62776,-0.0397252670868952,0.169176872905127,0.814488472958348
240,2,62939,0.0330808120317138,0.161807797942535,0.838123509793471
241,2,63527,0.0703474925998402,0.162381626259628,0.665117199734764
242,2,63857,0.0569773294637067,0.162434264900022,0.725968929975476
243,2,65527,-0.0447923867648877,0.161909405564555,0.78221007136937
244,2,67007,-0.0675736521924705,0.178244037006195,0.704835965678697
245,2,67023,-0.0505970851694784,0.368663249507386,0.890915607731592
246,2,67024,0.0453087151027614,0.370012877436941,0.902610958305891
247,2,67976,-0.0419053458660968,0.164244113021375,0.798763072474689
248,2,69628,0.0667569190546673,0.16694264217117,0.689487222203935
249,2,71825,0.337923328420679,0.322394175724952,0.295278228930476
250,2,72389,0.266486627296989,0.162628952978673,0.102183914251366
251,2,72392,0.166243073820045,0.164117982305364,0.311778522767823
252,2,73646,0.201977471282701,0.160627374612093,0.209429691603197
253,2,74564,0.24170378804092,0.160154757356426,0.132145019643528
254,2,74739,0.297265305878259,0.160420559770557,0.0647113338164301
255,2,79931,0.29088344117232,0.181032156602729,0.108991155952982
256,2,80748,0.233065855005928,0.167188552370694,0.164185408977592
257,2,80873,0.28801859417355,0.160854674940699,0.0742220667973636
258,2,81501,0.296626832170732,0.160783301288629,0.0658916725560655
259,2,83526,0.290676129085487,0.160562309459467,0.0710896092930309
260,2,83845,0.353685227415332,0.16035809784065,0.0280562205244926
261,2,84412,0.470807917664766,0.406122469754433,0.247127383578166
262,2,84412,0.138363798554857,0.203619540980245,0.497253001274237
263,2,84447,0.327209274252196,0.162590636930714,0.0449291779729928
264,2,87391,0.342254058490385,0.15971079546536,0.032799436949129
265,2,87562,0.345922661883262,0.160097879593988,0.0313911725000539
266,2,87849,0.343408366311936,0.160097851032343,0.0326355914484748
267,2,87878,0.352452186482039,0.160739313798315,0.0289815508941353
268,2,88125,0.359768461522984,0.178935410158799,0.0451272675578792
269,2,89785,0.268196725520116,0.161217568212393,0.0970858411652967
270,2,93441,0.201807698068185,0.166333394874652,0.225836956083465
271,2,93588,0.176309947812841,0.172277035424125,0.306815106316912
272,2,93721,0.197442479455207,0.161016995492685,0.220932728840443
273,2,93952,0.206826152750073,0.160520990729123,0.198426961906368
274,2,95085,0.275648711304037,0.1604532176484,0.0866848131830116
275,2,103188,0.255352026540403,0.164473285103304,0.121428150851046
276,2,107124,0.256560207726696,0.160623317448551,0.111098334553366
277,2,111645,0.337773402066486,0.160300990199908,0.035812197107918
278,2,111916,0.320692776336515,0.160782700628973,0.0468581428222186
279,2,111931,0.318934159262691,0.161041216293056,0.0484289222367015
280,2,111999,0.334502450280774,0.160366646209621,0.0377088836611011
281,2,114528,0.247302661654877,0.161745721060199,0.127170041172358
282,2,116024,0.351427759709108,0.161587294889902,0.0303049320257432
283,2,119244,0.0743984836346647,0.177242097391673,0.674918860088821
284,2,119246,0.130043954337776,0.179043727830732,0.468120814612669
285,2,119247,0.0695226468317234,0.180433243615083,0.700240178139363
286,2,120090,0.0547008541939243,0.161997669624388,0.735816770419359
287,2,120291,0.0480891765204154,0.16385669856848,0.769325359365454
288,2,120726,0.0320949349982277,0.162920912887055,0.843943240878364
289,2,121716,0.0849495793797767,0.162682004694363,0.601871289006077
290,2,123100,0.0236907904785555,0.162964442585978,0.88449857467774
291,2,124677,0.0259848933832367,0.162738947425093,0.873230586119702
292,2,127636,-0.285087288341103,0.205275814371102,0.165768817991835
293,2,127887,0.0237054596692388,0.16385578076548,0.88505185078143
294,2,128935,0.0383083315587995,0.163693037398995,0.815100911817297
295,2,129053,0.0421858500202934,0.164188703235252,0.797378521926311
296,2,130040,0.068868624929435,0.165165608475127,0.67695592180855
297,2,130976,-0.00326587168913361,0.163860546191419,0.984109836197464
298,2,132199,0.0394964892165519,0.16460668143883,0.810512453882305
299,2,133355,0.0166617680234471,0.165731314963038,0.919976814107491
300,2,133435,-0.029524628990182,0.166084392970647,0.859006489259123
301,2,133943,0.0420187253070025,0.194444037717935,0.829037147543686
302,2,135183,0.0303628918670036,0.166175959797091,0.855126293221026
303,2,135402,0.017223142665495,0.166156185413086,0.917500937202333
304,2,135898,0.0240681221393952,0.167035003495056,0.885511396135263
305,2,135912,0.0283443027322616,0.16715649090824,0.865447440667282
306,2,135925,0.0116027546927913,0.166404914650974,0.94445120200042
307,2,136002,-0.00485511840547836,0.16628134986282,0.9767230061155
308,2,136173,0.0313073837192746,0.167449676739699,0.851794758699709
309,2,138209,0.103286116889865,0.172281063744157,0.549210103353582
310,2,138318,0.0883633548575151,0.171814610746406,0.607367737054506
311,2,138695,0.0706323992874669,0.16889123004925,0.676046162216416
312,2,138818,0.00838570970940289,0.168622677024136,0.960365184231004
313,2,139728,-0.00242312137006095,0.168320916431422,0.988522309073326
314,2,140174,-0.0406434224754171,0.168307064534992,0.809320414787338
315,2,140863,-0.0775870596584896,0.168202197466594,0.644887152386353
316,2,141152,-0.0454295662922442,0.168709504288539,0.787873959370174
317,2,141292,-0.0681236841051001,0.167474413773843,0.684422927233842
318,2,141545,0.0303341589472956,0.168321920335702,0.857087081690488
319,2,145823,0.202942351208731,0.174413129534236,0.245383119937438
320,2,145934,0.240729916968634,0.287643029993834,0.403212122792188
321,2,145980,0.159533896325276,0.17615424034782,0.365739433649866
322,2,146723,0.148272322484392,0.167840621795488,0.377615255918946
323,2,147946,0.132813046970515,0.169417815848721,0.433602246821826
324,2,150394,0.129940644074567,0.184585141643867,0.481921490135728
325,2,151274,-0.335285778009737,0.288802702792767,0.246446313667978
326,2,151397,0.194888514819183,0.169672362937022,0.25149177839735
327,2,153035,0.213289499647037,0.167754955381562,0.204411073951105
328,2,153228,0.208171527505188,0.169002720697291,0.218857024401587
329,2,153455,0.173575571460349,0.170393580921567,0.309055237544746
330,2,153732,0.284848304450645,0.175776218743898,0.106014230713306
331,2,153815,0.210058672004218,0.169621072274879,0.216390836130762
332,2,154160,0.172847918378704,0.167956252208816,0.304125729420543
333,2,154235,0.163331183371316,0.169665141093728,0.336373186334823
334,2,155527,0.254876762985851,0.18389399653775,0.166622329029051
335,2,159870,0.117242101809676,0.165479260245134,0.479102234765059
336,2,161229,0.101166179025296,0.168052389303654,0.547565973352439
337,2,161451,-0.163866029552922,0.359925452199268,0.649189367607471
338,2,161451,0.265889511179553,0.360908229245438,0.461779953805508
339,2,162696,0.150158947599865,0.167224289598784,0.369824571981904
340,2,163284,0.209495574322471,0.164819947295492,0.204545249239872
341,2,164166,0.154794414076056,0.166526852747744,0.353241267984682
342,2,165270,0.18759999571907,0.165026592237018,0.256398660478899
343,2,165675,0.207854747080602,0.167696147431988,0.21599400000521
344,2,166404,-0.725004013735067,0.433852698715322,0.0955914719107797
345,2,168012,0.200833563034856,0.202867190070148,0.322864144394152
346,2,168062,0.254035715560157,0.166000767423007,0.12683103760423
347,2,168518,0.149571837783038,0.165405408745568,0.366466752249586
348,2,168980,0.194566194082723,0.165193986587485,0.239668049355027
349,2,169651,0.2711649442703,0.164966735338603,0.101117058185565
350,2,169902,0.26099794823446,0.276442019755468,0.345747590191203
351,2,169960,0.343844080259856,0.257170415026486,0.182074417786319
352,2,170725,0.381425195657211,0.164644769108097,0.0210944382088023
353,2,171254,0.378281874213954,0.164935766920297,0.0224057168941208
354,2,172242,0.359112436194725,0.163079703489348,0.028306765318878
355,2,173254,0.222691485027585,0.162506081824779,0.171446043072009
356,2,173340,0.211001553615644,0.162530500007614,0.1950567372568
357,2,173385,0.213948566236287,0.162669992912859,0.189286063625027
358,2,173973,0.217321953542637,0.162223034475833,0.181221226159636
359,2,174714,0.204577549755938,0.416863893581099,0.623905501401151
360,2,177341,0.329811802783638,0.161127342144096,0.0414078198160936
361,2,180314,0.268056370590558,0.161506178591532,0.0978571901028614
362,2,180339,0.273070783611828,0.161893649537977,0.0925388595952672
363,2,182758,0.353184876543312,0.160867207313012,0.028777700331449
364,2,183619,0.333105364932064,0.161630120924589,0.0400435907407502
365,2,183913,0.316152128019297,0.165866494067225,0.0574538740019302
366,2,184146,0.328219838849064,0.166924413463605,0.0500496988034614
367,2,187176,0.160857605299532,0.163260489948692,0.325160456371677
368,2,191066,0.260163508993381,0.164123850266168,0.113824065487339
369,2,191124,0.389155067022103,0.207065863949428,0.0610164565651428
370,2,191128,-0.332767740762308,0.190745336596038,0.0819308429241307
371,2,191599,0.181873078561625,0.162136075138119,0.262739239982664
372,2,191762,0.181851520574254,0.16857635702707,0.281436341314754
373,2,191763,0.166087417275431,0.16282829419553,0.308419559528637
374,2,191959,0.173130467273551,0.162408991930459,0.287145294374826
375,2,192390,0.178310029673728,0.16688940990165,0.286055660097187
376,2,195759,0.261810657627917,0.163474131100762,0.110151430426509
377,2,196912,0.172544255954258,0.161151757405933,0.285038455974802
378,2,197598,-0.206713338341137,0.527026535658674,0.695128179937577
379,2,198110,0.159326564219659,0.162158941885469,0.326510097096431
380,2,198283,0.15523191709617,0.167284038723427,0.354065407558787
381,2,198805,0.165542892790332,0.162841745297285,0.310045918135538
382,2,198891,0.199637396731559,0.161460394853785,0.217114085520888
383,2,199248,0.175868849619319,0.161908830125183,0.278122198572238
384,2,201782,0.116784671243421,0.161860585498503,0.471070972816691
385,2,203285,0.282779403654626,0.160648398540776,0.0792334779643223
386,2,203783,0.258392949778308,0.160416008797711,0.108124104173933
387,2,204179,0.245803153099068,0.160862923197646,0.127400956089018
388,2,205406,0.206110547297549,0.162682809781437,0.206009378954549
389,2,205834,0.19222744578964,0.161948458392724,0.236038876548327
390,2,205965,0.120084726937697,0.177196503523587,0.498410666361343
391,2,207192,0.21991420197676,0.161696490964387,0.174684213519077
392,2,207561,0.247131554371725,0.160866132386716,0.125371421932958
393,2,208682,0.14148640878009,0.160955400229642,0.379976974706704
394,2,210102,0.0995005250087703,0.161460773749728,0.538125394872112
395,2,212519,0.46104721188213,0.342955254146803,0.179702908245728
396,2,214801,0.118512066756688,0.161416715463102,0.463314567244269
397,2,215016,0.124000644984581,0.161312787015044,0.442587217114452
398,2,218876,0.00717957496158783,0.163116416316996,0.964917305318666
399,2,227511,0.0722751278328291,0.164226333745143,0.660137910405634
400,2,230378,0.0432068596860594,0.162184931023221,0.790082938310773
401,2,231943,0.0228552905220534,0.162661724464537,0.888338690643484
402,2,232156,-0.00230101701908314,0.162599547838926,0.988717159499154
403,2,232789,0.0218680682379778,0.162019649100767,0.892711172528296
404,2,238524,0.059816006363878,0.162220604731251,0.712548181535646
405,2,241518,0.0505487152804833,0.16363830023464,0.757575903987898
406,2,250396,-0.0787646965865922,0.162490673107678,0.628165940087696
407,2,250466,-0.0516931740419332,0.162464044603898,0.750534855303967
408,2,252305,-0.0694273495866924,0.162876125530199,0.670179226497543
409,2,254571,0.00965027520712214,0.165205479168732,0.953452097469064
410,2,254742,0.0147401901544226,0.165055232717864,0.928890490696408
411,2,254908,0.0160700175799535,0.166315696098638,0.923080164781194
412,2,255033,0.0640619960237175,0.194904871971448,0.742589901250003
413,2,255862,-0.00845783437045999,0.165315412632272,0.959225527397286
414,2,255975,-0.0335420099652173,0.16470950306033,0.838749486787701
415,2,258311,-0.162696015736053,0.161767667851529,0.315230148303234
416,2,259284,-0.0915563099586143,0.162471680448201,0.573437507968374
417,2,266330,-0.0343883790406689,0.163233387820372,0.833266334256709
418,2,267100,-0.0406507231959858,0.16321741040522,0.803460189814789
419,2,268086,-0.0245547052093702,0.163238417360433,0.880517328806018
420,2,274614,0.1009864182966,0.162162789204543,0.533852766347666
421,2,274729,0.0495201787756132,0.163118001280008,0.76162293151547
422,2,275746,0.110405914054096,0.162962163974583,0.498536255175007
423,2,277029,0.0997925281563691,0.162223367736447,0.538848667635067
424,2,277741,0.0905712818183244,0.162302443300212,0.577170700693277
425,2,278218,0.072106198776036,0.162035299530657,0.656590308599416
426,2,278379,0.114817068851459,0.165979364711731,0.489545870425771
427,2,279910,0.057779365491231,0.161994641961669,0.721548565571599
428,2,280616,0.0799145577361975,0.169051270626808,0.636702391717667
429,2,283431,0.0904144209817457,0.164326379904405,0.582521640965225
430,2,283573,0.0769396134537499,0.162373156724321,0.635903792181904
431,2,286762,-0.071452319679457,0.162796133857357,0.660997634678439
432,2,287187,-0.0853552524167769,0.162017061866559,0.59864338236406
433,2,288379,-0.0960608390903612,0.16077117555634,0.550556433769277
434,2,294941,-0.23538355493564,0.160460339505635,0.143286313839105
435,2,296073,-0.245343891047577,0.164886330350711,0.137654776014479
436,2,296082,-0.251712324359511,0.166081276664292,0.130516143174612
