SNP,Chr,Pos,Effect,SE,HNM1_MID2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
32,1,37478,0.0368072058101685,0.0601316090737917,0.540858530154722
33,1,39144,0.00576438799691939,0.0598881856052163,0.923374650358294
34,1,41499,0.0160505245704524,0.0597167425841078,0.788257823400564
35,1,45359,-0.0160984267360744,0.100541459661651,0.872880258759865
36,1,45634,-0.080403981193311,0.0922544890667922,0.384048755757203
37,1,51248,0.00831884786531533,0.0599754266240529,0.889762935289924
38,1,51462,0.00260592403458334,0.0600582301874742,0.965415216047914
39,1,52124,-0.0121225209152477,0.0599735903320013,0.839930763877291
40,1,52667,-0.0204946664074843,0.0598710033500352,0.732318526902818
41,1,55470,-0.0551211864467971,0.0614405451010307,0.370252048024896
42,1,59265,-0.0671535776726231,0.0597439112417223,0.261766716351034
43,1,60165,-0.0443977957828411,0.0597588006192224,0.458006139234212
44,1,62308,-0.0244349773651338,0.0597255726193759,0.682699082923092
45,1,62869,-0.0309161714470908,0.0597095582718953,0.604938952333155
46,1,65431,0.0154637488494871,0.0623789302254567,0.804355768128094
47,1,65451,0.0309477170110208,0.0614777386679263,0.614999062878153
48,1,65719,-0.00487903837412751,0.0641323695902974,0.939400439060033
49,1,66841,0.011711826765257,0.059757127732787,0.844730409816725
50,1,66948,0.00851133229345122,0.060125428886027,0.887508623790368
51,1,68621,0.0189697197691923,0.0599557489456549,0.751889461361137
52,1,69417,0.0186052067227302,0.0597973049630168,0.755879459018757
53,1,69820,-0.409710317024895,0.233002539444526,0.0795469846175183
54,1,69821,-0.0611409808303662,0.145164342040555,0.673876642276927
55,1,70906,-0.069157902083214,0.0960000149078221,0.471758764329456
56,1,74327,-0.0418737540182311,0.0600929951668585,0.486376628035847
57,1,74572,-0.058389198751036,0.0598936406574916,0.330286650060286
58,1,75211,-0.0154330356448065,0.0598592499660519,0.796694469512528
59,1,76030,-0.045226066619514,0.0598164710369315,0.450105194100643
60,1,80108,-0.0909877929514866,0.0596544833147258,0.128093033094539
61,1,81262,-0.0953449027862428,0.0596124949275728,0.110623833092269
62,1,81999,-0.118760888724812,0.0596401807956774,0.0472193850201497
63,1,82431,-0.0825286379183674,0.0600978029242746,0.170549703448524
64,1,83284,-0.117001240853091,0.0594946033942172,0.0500140471920799
65,1,83613,-0.11068136437536,0.0595222271292405,0.063788588918343
66,1,84112,-0.102620775690341,0.0595697470560364,0.0858186853514846
67,1,84701,-0.0608566452021937,0.0639744864076625,0.342121079545798
68,1,84858,-0.0578665732001127,0.0599093387173312,0.334754286981863
69,1,85751,-0.0861455316112983,0.060060263836616,0.152366731759482
70,1,87445,-0.086231284905768,0.0601876183274623,0.152826262422985
71,1,87467,-0.0967779615114643,0.0604593285729778,0.110335285026397
72,1,89070,-0.12309248317511,0.0599416136812933,0.0407565712014574
73,1,89616,-0.0712693552278986,0.0598541331025899,0.234564637947982
74,1,89679,-0.0974349503575488,0.0597572031071374,0.103884809883911
75,1,89880,-0.0963221796863953,0.0597775672663343,0.10799865461977
76,1,91472,-0.0918380549901198,0.0602443753402926,0.128297857731255
77,1,93789,-0.0859780215345917,0.0596443338356676,0.150326609046761
78,1,94351,-0.0606959753207943,0.0598899956356217,0.311535740787262
79,1,99148,-0.0359053839195051,0.0597890924624676,0.548535754369958
80,1,101281,-0.160652894182109,0.654175192936561,0.806149438442028
81,1,106011,-0.0813199562858676,0.0621928466131228,0.191878577689694
82,1,106800,-0.0491771354945868,0.0598431023574186,0.411763734778025
83,1,107970,-0.0575355227058883,0.0596442907682485,0.335383392291707
84,1,109000,-0.0910367783266284,0.0596315706060526,0.127742532617714
85,1,112549,-0.040420252146233,0.0597216423937048,0.498969265441271
86,1,112742,-0.0131835549352769,0.0599891017256518,0.826180558996326
87,1,113050,-0.0123687165410629,0.0598886615054595,0.836497160804949
88,1,113135,-0.0366267543992659,0.0597079148715888,0.539985692003756
89,1,114076,-0.0379016386088758,0.0597056608194346,0.525964784513905
90,1,114628,-0.0403751594011364,0.0598522959372835,0.500384215816862
91,1,116283,-0.0897416912054313,0.0600342548087032,0.135849217474139
92,1,126880,-0.851884036550708,1.1290638932542,0.451049252441257
93,1,127853,-0.0671762403084674,0.0600054114978687,0.263686750681449
94,1,128302,-0.0463253741903616,0.0598301554271201,0.439282694248415
95,1,128704,-0.0373616106709223,0.0599075519027604,0.533257323725628
96,1,128911,-0.029877076079944,0.0599260857075267,0.618396056169885
97,1,130267,-0.0572053032441986,0.0598413567978455,0.339752047740978
98,1,130271,-0.0519491177147094,0.0599261269146673,0.386593363458346
99,1,130613,-0.031582223092959,0.0605271456438271,0.602146504937559
100,1,132012,-0.0495946631226133,0.0603642714071109,0.411865002650825
101,1,133231,-0.0274659404056031,0.0599753920083695,0.647267617869323
102,1,137074,-0.0317697402604497,0.0598840141975629,0.596084178803954
103,1,137304,-0.00145671244841375,0.0599286555851316,0.980621109993917
104,1,139686,-0.0335464879540154,0.0599808920129111,0.576321040639006
105,1,149562,-0.0233206968862704,0.0601315492340989,0.69837709821444
106,1,150447,-0.0152686190618639,0.0608060650593552,0.801880151132182
107,1,151446,-0.0684716249598418,0.12211349813748,0.575343344629274
108,1,154084,-0.0252761802660662,0.0609845342985805,0.678782636950479
109,1,156633,-0.00992151792317696,0.0618334089980729,0.872613960295929
110,1,157269,-0.0122417468751387,0.0598887354098446,0.838152346296903
111,1,160054,-0.0362805991106829,0.0604304604452862,0.548645312414445
112,1,166222,-0.0267184661586035,0.0599972665612785,0.656355662213395
113,1,166416,-0.0166825951651536,0.0598856973897203,0.780734921294998
114,1,167326,-0.0346259601149731,0.0602044187816032,0.565563119592743
115,1,168836,-0.0226597157291639,0.0599350473755997,0.705604939436745
116,1,171200,-0.000575010159828471,0.0600369480028421,0.992363704231576
117,1,171431,-0.0274078593008673,0.0603941547690631,0.650239837221034
118,1,173339,-0.0216140808973743,0.059930927852457,0.718576924545965
119,1,173845,-0.0259513595585379,0.0598763501468129,0.664977411561914
120,1,175121,-0.0279372228982032,0.0597550320008568,0.640409781050491
121,1,175281,-0.0217676141438819,0.0598131163768807,0.716130319164467
122,1,175315,-0.0242273950562415,0.0597916005068313,0.68557794105096
123,1,175523,-0.0325495871477736,0.0601194022865889,0.588562630203534
124,1,175541,-0.0230625150760096,0.0598863189507816,0.700391628925108
125,1,175653,-0.041296548834714,0.060048223308954,0.4920788101818
126,1,175805,-0.0836752047065051,0.0633306396668747,0.187275894079265
127,1,175818,-0.0677312741159582,0.0619236527456581,0.274794309101387
128,1,175856,-0.0440027785092564,0.0610355070464607,0.47142521437814
129,1,175876,-0.0327381760946783,0.0601191121995373,0.586403291412167
130,1,175989,-0.031160975750901,0.0602931534304674,0.605602355021042
131,1,176001,-0.0346185667986319,0.0606022432204344,0.568198890716044
132,1,176451,-0.0486916507675101,0.0613042961459123,0.427576758276159
133,1,177692,-0.0178478791071051,0.0597979588902194,0.765520308745177
134,1,178191,-0.0257763890276847,0.0598491630470064,0.666957212781154
135,1,178224,-0.0178478791071051,0.0597979588902194,0.765520308745177
136,1,178960,-0.0118253378348715,0.0602798753148319,0.844586944727116
137,1,179139,-0.0506023509500864,0.119449101818283,0.672092897001771
138,1,179139,-0.380968774054471,0.239779058691995,0.112993418103744
139,1,180955,-0.0547751981229575,0.0691683861845957,0.428944460690226
140,1,183802,0.00711988002823734,0.0598118341045655,0.905312976961753
141,1,183954,-0.0255091267179262,0.0602331905456647,0.672183931176816
142,1,184450,-0.0224917829204323,0.0597089789248413,0.706630224080725
143,1,184641,-0.03181433918007,0.0614355730325034,0.604888134869114
144,1,184718,0.0185089971038091,0.0600522169069034,0.758100493666488
145,1,185296,0.00666707379928133,0.0598044510541481,0.911298108876094
146,1,185438,-0.0165971950358378,0.0598018033202527,0.781530497080095
147,1,185469,-0.012565548215371,0.0598909088901087,0.833939133617409
148,1,185503,-0.0206080456208003,0.0597296605014653,0.730283332408171
149,1,185705,-0.0140542506807612,0.0604027734023553,0.816148174421575
150,1,185749,-0.0147606764559062,0.0604022960663463,0.807084105827416
151,1,185806,-0.00215841266848792,0.0604879564832652,0.971555019595674
152,1,185879,-0.0213698605808557,0.0607697079977585,0.725308196275801
153,1,185916,-0.0293271830162723,0.0607326517444473,0.629473261896783
154,1,185941,-0.0225488657311976,0.0610055510652153,0.711887355271392
155,1,185954,-0.0107697470594534,0.0611928676849254,0.860397399319484
156,1,186055,-0.0214492066892068,0.0599633467267479,0.720777648979458
157,1,186896,-0.0161851768652946,0.0609513833200449,0.790746657035124
158,1,187697,0.0777905950339752,0.124248212594834,0.531660359790705
159,1,189392,-0.0355661286944509,0.1249546241536,0.776092725315816
160,1,189416,0.0771061691211505,0.120815018312532,0.523746399294066
161,1,190132,0.0237924809733911,0.0600369362585548,0.692125096687426
162,1,190148,0.0236575011228697,0.0600552021820124,0.693871118933236
163,1,190165,0.0309157564035906,0.0605076108749055,0.609712493787953
164,1,190169,0.0152007447057887,0.0604490848241856,0.801602022690072
165,1,190933,-0.018342548799119,0.0599563017864281,0.759836794827669
166,1,192149,-0.038947863023661,0.0604189469891404,0.519585701357123
167,1,192302,0.122662543559279,0.0795553481103069,0.124005587959128
168,1,192303,0.0510278270556173,0.0720196539657869,0.479086030934185
169,1,192305,0.0961005183062627,0.0747194863775797,0.199233428053409
170,1,192315,0.139791883664844,0.0846345947367859,0.0994827259876573
171,1,192795,-0.0865243983429419,0.0596732928129241,0.147955171466742
172,1,194020,-0.0192981443918526,0.0630324986952831,0.759661930219185
173,1,194187,-0.018863014545311,0.0598919017484959,0.752984942800348
174,1,194867,0.00965417960898463,0.0598655125994905,0.871977367986842
175,1,197325,0.0349396820390473,0.0613003789388372,0.569057235511264
176,1,197392,0.0289803384476368,0.0620977384352214,0.641010211804632
177,1,198857,-0.334393753315718,0.286513429534779,0.243952235738225
178,1,206666,0.0596528206142084,0.0672556627557634,0.37570640966283
179,1,206675,0.0314152002139574,0.0876425496578291,0.720223165860671
180,1,223051,0.0887604009016495,0.0692174241038897,0.20056420658237
181,1,223059,0.0719494894544508,0.0719401865612283,0.317933003686794
182,2,7366,0.103849121557385,0.0866540918856308,0.231552455719506
183,2,8180,-0.0159566452757769,0.119544042811022,0.893890460578016
184,2,8187,-0.153160993019487,0.124049614929537,0.217772610990092
185,2,8250,-0.165484002362231,0.122160801820494,0.176398406360801
186,2,8253,-0.181010271987035,0.122098408581439,0.139100821797863
187,2,8285,-0.0338319683191796,0.0663775466523337,0.610587191918525
188,2,8302,-0.0394673425243103,0.0621209697579097,0.525624547531885
189,2,8306,-0.0394673425243103,0.0621209697579097,0.525624547531885
190,2,8314,-0.0443659950565848,0.0608355613950601,0.466315640615961
191,2,8317,-0.0405789751084272,0.0622323726253831,0.514789558868776
192,2,8328,-0.0496949366116827,0.0619348014347721,0.422875916702714
193,2,8331,-0.0552444685842516,0.0618048077202737,0.372009066153661
194,2,8498,-0.044126105118241,0.0607468262551787,0.468078895072932
195,2,8651,-0.0454405494736032,0.0608010460713874,0.455341045174393
196,2,9418,0.269141169091577,0.154090804007296,0.0815695617706942
197,2,9812,-0.0276236929787252,0.0611930228045893,0.651964797834162
198,2,9932,-0.0175785636915947,0.0609622542388817,0.773246847829053
199,2,10135,-0.0251829332205397,0.0607211508272301,0.678590886981258
200,2,11616,-0.0344913417072199,0.0606436966673338,0.569884793527446
201,2,12133,-0.0367182364518986,0.0608813136745478,0.546821633780938
202,2,12194,-0.0330420813352102,0.0611229207696111,0.589135175329122
203,2,12359,-0.031124359660982,0.060946924017336,0.609894534257495
204,2,13061,-0.0341901113047061,0.0609377813522373,0.575108585459825
205,2,14298,-0.0259210914461024,0.0611417082301533,0.671859736598469
206,2,15222,-0.039129496976819,0.0617185144161539,0.52649186497905
207,2,17986,-0.0274959008949045,0.0606538239004035,0.650593192630547
208,2,19770,-0.0300165920170707,0.0610700611397277,0.623370713372295
209,2,19836,-0.014324871969206,0.0609183457185579,0.81422964311125
210,2,19851,-0.013045795358899,0.0610975453689462,0.831041501369204
211,2,21595,-0.0345465824444586,0.0608213424229541,0.570395401149559
212,2,22385,-0.0294072887184214,0.0608865925245721,0.629406047995296
213,2,23441,-0.00447623301111488,0.0614978046738126,0.942016939406884
214,2,24209,-0.00963336892805378,0.0609897274869971,0.874585976263849
215,2,24341,0.000135456197972283,0.0611361470979494,0.998233421470669
216,2,26815,0.00721156383356059,0.0610616791112465,0.906053267238451
217,2,28209,-0.00770003293806043,0.0610820575981389,0.899755824513243
218,2,28695,-0.0132758403716932,0.0638110354756305,0.8353104664974
219,2,35849,-0.443554083188724,0.653804985916718,0.497950206893603
220,2,35850,0.517969967566092,0.799661729430689,0.517576537941135
221,2,41245,-0.0556198142367658,0.0607770761217215,0.360740415043761
222,2,43214,-0.0513353095394715,0.0617752688918445,0.406534787137812
223,2,47104,-0.00226228038517873,0.0601117177756881,0.970000295363437
224,2,50915,-0.0265167705556176,0.0606860443236239,0.662414734392461
225,2,55834,-0.0330401071850993,0.0603963621869896,0.584686888913041
226,2,56422,-0.0445777129960919,0.0604834621475683,0.461597825772707
227,2,57715,-0.029623338365379,0.0603098413441187,0.623600269464741
228,2,59046,-0.0219121048823963,0.0606244247879003,0.717986628134908
229,2,59191,-0.014304589040801,0.060283655623199,0.812571010732615
230,2,59383,-0.0255199991532477,0.0602905268509462,0.672346030126174
231,2,59477,-0.026738812690987,0.0611966597957827,0.662427418571599
232,2,59755,-0.0599158714190091,0.137499071747533,0.663281030645151
233,2,60471,-0.0422759679177419,0.0603451118503648,0.484032973794746
234,2,60478,-0.0414605164582634,0.0604156695557744,0.493003223280419
235,2,60786,-0.0236406282595847,0.0603434341155725,0.695466016693399
236,2,61035,-0.0320527967096905,0.060328081366282,0.595539462497547
237,2,61071,-0.0304020005657675,0.060056621489331,0.613016608529763
238,2,61675,-0.0331228469557125,0.0602255801633664,0.58268110055246
239,2,62776,-0.0329928182420218,0.0628631310807698,0.600026826232764
240,2,62939,-0.0246280190972984,0.0601329453056751,0.6823775191686
241,2,63527,-0.0574523736036313,0.0602955137922176,0.341319800350906
242,2,63857,-0.0808156635066098,0.0602336589817678,0.180554848997417
243,2,65527,-0.0927029929656964,0.0599853773678036,0.123139126291524
244,2,67007,-0.10634401333897,0.0660243058979565,0.108143319562496
245,2,67023,-0.376511929769768,0.135561928844693,0.00577186661696477
246,2,67024,-0.315987431731962,0.1365038782135,0.0211936728257214
247,2,67976,-0.0624977713915235,0.0609641896035827,0.305991826766613
248,2,69628,-0.124212067471125,0.0617132301803056,0.0449019893436166
249,2,71825,-0.219118584309927,0.119451700440605,0.0674406433622936
250,2,72389,-0.0926586987951585,0.0604776074639557,0.12638953625014
251,2,72392,-0.0521724904748014,0.0610278117258925,0.393188029053714
252,2,73646,-0.0632733452976377,0.0597436298905331,0.290287023188268
253,2,74564,-0.0526706931521333,0.0596551449916014,0.377880613281699
254,2,74739,-0.0593844929335102,0.0598339209736404,0.32163899074269
255,2,79931,0.0237048973663255,0.0675231704711426,0.72575039477096
256,2,80748,0.0154575823989715,0.0623090760121294,0.804217417376639
257,2,80873,-0.0321990722701835,0.0600358408860706,0.592067741036547
258,2,81501,0.00423194475755373,0.0600498677169025,0.943856428810782
259,2,83526,-0.0145904035410145,0.0599521065214972,0.807861961510085
260,2,83845,0.00096318020991526,0.0600140956740806,0.987204181368775
261,2,84412,0.28811996202545,0.150462625357144,0.0563139849571436
262,2,84412,-0.0509525178932595,0.0756859344226849,0.501254282436971
263,2,84447,0.00978477389546265,0.0607781200127867,0.872192019518274
264,2,87391,-0.00523584730838556,0.0597484637676454,0.930219257253899
265,2,87562,-0.00682226042394359,0.0598992154728217,0.909385259037982
266,2,87849,-0.0117981431937925,0.0598913510715581,0.843946827885967
267,2,87878,-0.00496230129296203,0.0601514383204453,0.934298419284006
268,2,88125,-0.0479195091613561,0.0668410799676899,0.473899361912221
269,2,89785,-0.00407201480554067,0.0601583322299502,0.946072091494488
270,2,93441,-0.00387579091857579,0.0619542573463506,0.950153155728979
271,2,93588,0.00141637441604123,0.0641299497138253,0.982391828656814
272,2,93721,-0.0117184192479217,0.0599738178671249,0.845198300808265
273,2,93952,-0.0138198215817647,0.059800980303176,0.817373404781771
274,2,95085,-0.0420561443364872,0.0598471249909401,0.48268953259182
275,2,103188,-0.0379708764810305,0.0613094936171251,0.536097763130844
276,2,107124,-0.00213937386293062,0.0599186565683939,0.971538054809043
277,2,111645,-0.00348469848884803,0.0599568489472082,0.953685844002657
278,2,111916,-0.0112868245194126,0.0600954604642544,0.851129646753769
279,2,111931,0.00102144493277154,0.0601903350901631,0.98646993817562
280,2,111999,-0.0085240953464801,0.0599724972341907,0.887055716938882
281,2,114528,0.00918311357390855,0.0603173595435627,0.879079411198105
282,2,116024,0.0117382430682095,0.0604595357457344,0.846169797052429
283,2,119244,0.00159535765468954,0.0658969565534911,0.980698873904923
284,2,119246,-0.00448451915070647,0.0665995168283527,0.946352649798048
285,2,119247,0.026908488534424,0.0670655261945191,0.688495894534127
286,2,120090,0.0491397524843101,0.0601671492286612,0.414638921556493
287,2,120291,0.0266623197907227,0.0608961400885357,0.661775360442755
288,2,120726,0.0640429944296955,0.0604647369822208,0.290242364858266
289,2,121716,0.0365978382383826,0.0604605905183957,0.545357172803328
290,2,123100,0.0649004338533425,0.0604768353036703,0.28393896771058
291,2,124677,0.0113009936717254,0.0604889705097468,0.851903334215081
292,2,127636,0.0395764574117887,0.0764798183176846,0.605148151577103
293,2,127887,0.00285103613024751,0.0609065181134009,0.962691103168912
294,2,128935,-0.0146955403793213,0.0608441027289095,0.809286335519914
295,2,129053,-0.0224031540545021,0.0610227057924122,0.713743405269941
296,2,130040,-0.042354951124956,0.0613654852635197,0.490516902268765
297,2,130976,-0.0186903189234172,0.0608985827219369,0.759093653704868
298,2,132199,-0.0579322271917782,0.0611112603984997,0.343788353357377
299,2,133355,-0.0703657215419657,0.0614889651859726,0.253248315810774
300,2,133435,-0.0658535963879684,0.0616364573986466,0.286061381224721
301,2,133943,-0.0153965955445437,0.0722746368988004,0.831427293996779
302,2,135183,-0.0862783141840999,0.0615992977828155,0.162200765962757
303,2,135402,-0.071737618558962,0.0616427593772763,0.245305693608181
304,2,135898,-0.0897107864111295,0.061904566031583,0.148175409258195
305,2,135912,-0.0915097670919514,0.0619431090131254,0.140481588818402
306,2,135925,-0.0884939121919133,0.0616732413619437,0.152205681620266
307,2,136002,-0.067824861168299,0.0617010420755857,0.272408227692139
308,2,136173,-0.0794120723071876,0.0621001554821825,0.201816653603827
309,2,138209,-0.149955500509503,0.063570081948063,0.0188734166552235
310,2,138318,-0.14434299112375,0.0634234967273193,0.0234529880362332
311,2,138695,-0.150096644131658,0.0622818488359079,0.0164652620750597
312,2,138818,-0.130555972600026,0.0622905818433243,0.0368011192315523
313,2,139728,-0.103365785216206,0.062322242197022,0.0980907581882078
314,2,140174,-0.10246092845965,0.0623264749120384,0.101079059471917
315,2,140863,-0.118082538246603,0.0622226938073174,0.058545904857667
316,2,141152,-0.13702272658107,0.0622899797963822,0.0284719066660463
317,2,141292,-0.140444704026571,0.0618141904356516,0.0236847867674613
318,2,141545,-0.144607351522246,0.062092634821707,0.0204284305420685
319,2,145823,-0.13038473019955,0.0645814678530214,0.0442512605113417
320,2,145934,-0.169658310766377,0.106640785804083,0.112519836354651
321,2,145980,-0.104666594189625,0.0653150974023756,0.10994236129332
322,2,146723,-0.149013344095209,0.0619493451661392,0.0166683644464557
323,2,147946,-0.115896192446411,0.0627245054703707,0.0654819009272558
324,2,150394,-0.121477625459733,0.0683529963630133,0.0763946846326903
325,2,151274,0.0131140395040177,0.107549923922448,0.903020325327533
326,2,151397,-0.0793934785732249,0.0630431976694476,0.208735849321288
327,2,153035,-0.0608586426337976,0.0624128298872579,0.330179244538126
328,2,153228,-0.0785234068647498,0.0628139798664253,0.212093143653035
329,2,153455,-0.0722632464712363,0.0633112923896484,0.254478925890051
330,2,153732,-0.116471720688203,0.0652846195799672,0.0752726652422978
331,2,153815,-0.0951383564975066,0.0629814267829419,0.131790613511515
332,2,154160,-0.10273076917643,0.0622830738636176,0.0999517533831894
333,2,154235,-0.0964809976957293,0.0629378129294131,0.126182012169907
334,2,155527,-0.118783719841251,0.0682465907310962,0.0826412861022168
335,2,159870,-0.105478459467629,0.0612955050522918,0.0861599583636966
336,2,161229,-0.0931596413829807,0.0622998234949942,0.135718226474848
337,2,161451,0.0180653297573823,0.133819466953093,0.8926905783704
338,2,161451,-0.260899761559523,0.133531945130704,0.0515098230452368
339,2,162696,-0.101199759842938,0.0619943658287999,0.103486385679417
340,2,163284,-0.0841846469230733,0.0612396133539809,0.170103794875638
341,2,164166,-0.0463882538530185,0.0619242416238876,0.454287990638809
342,2,165270,-0.0327244858879955,0.0614275780207672,0.594553743590632
343,2,165675,-0.047840695037372,0.0624159325860114,0.443901766005236
344,2,166404,0.131702054605516,0.161747052562648,0.416052393751184
345,2,168012,-0.0856102594984454,0.0753723698152352,0.256797935965441
346,2,168062,-0.0121962378071205,0.0619031226773839,0.843924206398467
347,2,168518,-0.0439596286666716,0.0615075780619974,0.475265172934692
348,2,168980,-0.0295107182065614,0.0615027882541367,0.631647347027278
349,2,169651,-0.0330767498715435,0.0615268816561431,0.591193110141128
350,2,169902,-0.0847331135994001,0.102783765100369,0.410279060270805
351,2,169960,0.0699678395241952,0.0957591346224355,0.46546851954982
352,2,170725,-0.0408018000237947,0.0616233765679397,0.508329140721486
353,2,171254,-0.00060260521673039,0.061761407747127,0.992220686415365
354,2,172242,0.00893917013015766,0.0610294990832306,0.883631662170983
355,2,173254,0.0128445201803288,0.0605598149268768,0.832154220665891
356,2,173340,0.0211677928415794,0.0605458627355188,0.726835500498046
357,2,173385,0.0260311492058777,0.0605962765029352,0.667760868035873
358,2,173973,0.0112403317226843,0.0604481361239683,0.852590767646772
359,2,174714,0.00451196891333668,0.155000228578891,0.976793761896762
360,2,177341,-0.0269859782216904,0.0602279988981367,0.654382114758953
361,2,180314,-0.0588234200748231,0.0601839561533915,0.329043613181594
362,2,180339,-0.0450289003501608,0.0603700374504614,0.456235333331752
363,2,182758,-0.0977650089938711,0.0599756105243352,0.103976638562412
364,2,183619,-0.104521066789515,0.0601814032793228,0.0833006799678783
365,2,183913,-0.115849583494206,0.0616611986888305,0.061094471407088
366,2,184146,-0.116322223034332,0.0620763828217816,0.0617761292804969
367,2,187176,-0.133066444229851,0.0603528786210288,0.0281120918422761
368,2,191066,-0.073580508870526,0.0610958908653641,0.229263279824039
369,2,191124,-0.147566689966581,0.0769503162550123,0.0559572629128486
370,2,191128,0.115280869374081,0.0709398325389091,0.105044081563058
371,2,191599,-0.0890877186165753,0.060186512394286,0.139713382346055
372,2,191762,-0.104797476519441,0.0625143831010191,0.0945503389945453
373,2,191763,-0.0889551016566797,0.0604269134762538,0.141881978548138
374,2,191959,-0.0813117394309295,0.0603091408149773,0.178442763589011
375,2,192390,-0.0956029538155381,0.0619240048206013,0.123514469679667
376,2,195759,-0.0827809380116303,0.0608240268703261,0.174384821707261
377,2,196912,-0.0832554759983976,0.0598331415106383,0.164961955557493
378,2,197598,-0.260989474309497,0.195444478794266,0.182617750645255
379,2,198110,-0.088982366328488,0.0601704501035864,0.140075303377975
380,2,198283,-0.100891905520371,0.0620229419582483,0.104695908954875
381,2,198805,-0.111279262423678,0.060326473034962,0.0659308383852863
382,2,198891,-0.0865152110796199,0.0599678267711715,0.149993461008604
383,2,199248,-0.0943544472564615,0.0600721641950602,0.117151714650757
384,2,201782,-0.0855835225374882,0.0600350745751402,0.154879404290075
385,2,203285,-0.0796321249329001,0.0598242618680666,0.184014882406149
386,2,203783,-0.0936783490056744,0.0596370061172395,0.117122885800254
387,2,204179,-0.0765788398975467,0.0598512569569964,0.201566328992756
388,2,205406,-0.0929385644827215,0.0604040295588781,0.124794105866859
389,2,205834,-0.0917028852377573,0.0601181533298673,0.12806035617355
390,2,205965,-0.0459167697635326,0.0658611288590303,0.486151813500373
391,2,207192,-0.122318778581343,0.0599068407291178,0.041912657797015
392,2,207561,-0.122232350753761,0.0596394133985623,0.0411495839427709
393,2,208682,-0.131390807330818,0.0594826019782221,0.0278238002389792
394,2,210102,-0.101446930988991,0.0598037002123672,0.0907046172594639
395,2,212519,-0.134990303533506,0.127599637471591,0.290814980355352
396,2,214801,-0.128536659104288,0.0596530813220491,0.0318584324307524
397,2,215016,-0.13721173186689,0.0595637998056503,0.021825045293129
398,2,218876,-0.157011133273534,0.0600515596229866,0.00931589282294354
399,2,227511,-0.176142453859325,0.0603353545851541,0.00373227808814555
400,2,230378,-0.172772708483119,0.0595844872810782,0.00396991823731458
401,2,231943,-0.189272005821468,0.0596176289219643,0.00163147026244068
402,2,232156,-0.176188687577222,0.0597060329050761,0.00337976985463564
403,2,232789,-0.180911238054418,0.0594492223391569,0.00251686392663044
404,2,238524,-0.184961163913451,0.0594998135588178,0.00203241010528068
405,2,241518,-0.171600536778571,0.060142733047199,0.00458301403160832
406,2,250396,-0.152532595407166,0.0598696537665159,0.0112654492895925
407,2,250466,-0.156755794908663,0.0598172001678687,0.00915732285609776
408,2,252305,-0.200610764712276,0.0596075770434266,0.000848011432913647
409,2,254571,-0.181332948118462,0.0606436777717898,0.00298420768966108
410,2,254742,-0.169912752277961,0.060681233812021,0.00538994002103218
411,2,254908,-0.187322603170889,0.0610107863403714,0.0023040221263651
412,2,255033,-0.0782307329391233,0.0723371409922988,0.28022459696052
413,2,255862,-0.138489797029386,0.061003964980652,0.0237991380879981
414,2,255975,-0.13842031004997,0.0607809466699241,0.0233621374595801
