SNP,Chr,Pos,Effect,SE,HUG1_ADE17_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
64,1,83284,-0.0256366253299829,0.0538541767903268,0.634341910962356
65,1,83613,-0.0156777603984435,0.0538590601859474,0.771154488413347
66,1,84112,-0.0197667977380021,0.0538611858786601,0.71384248260074
67,1,84701,0.00243427944928232,0.0576868335819406,0.966364570368241
68,1,84858,0.00224153514890098,0.0540233702214555,0.966927165581875
69,1,85751,-0.0241989384465437,0.0542302599255346,0.655707774700064
70,1,87445,-0.00592067904983351,0.0543593105699071,0.913329829232104
71,1,87467,-0.0303311877843619,0.0546209504867602,0.579039024883428
72,1,89070,0.0176037112102147,0.0542947137359015,0.745959619037004
73,1,89616,0.020024287948198,0.0540001592418911,0.710994737001217
74,1,89679,0.0194194275851124,0.0540076257865698,0.719385032900814
75,1,89880,0.00691425137686015,0.0540299487879722,0.898245017198437
76,1,91472,0.0224664643419497,0.054419127983356,0.679973519018217
77,1,93789,-0.00992606672412094,0.0538688695338663,0.853912549315131
78,1,94351,-0.0142892189375447,0.0540078855914164,0.791490113484248
79,1,99148,-0.00723782341003733,0.0538700827479307,0.893196842120736
80,1,101281,-0.683932138920895,0.588051972996524,0.245596000904381
81,1,106011,0.0143911995588505,0.0561389427927086,0.79783017582032
82,1,106800,0.0138126397690343,0.0539391166558736,0.798039505105059
83,1,107970,0.0265235478205448,0.0537657791893965,0.622095704049925
84,1,109000,-0.0236681310081217,0.0538643667784736,0.660638863122522
85,1,112549,0.0366236820697199,0.0537827911176573,0.496346144108743
86,1,112742,0.0444055229802073,0.0539760591994419,0.411240120549448
87,1,113050,0.0321368982460445,0.0539097606483605,0.551474492264487
88,1,113135,0.0101288656880898,0.0537968078818163,0.850765312174944
89,1,114076,0.0275645073676983,0.0537795012892229,0.608588980862615
90,1,114628,0.0410148836467725,0.0538914165653884,0.447126198462383
91,1,116283,0.0314474104017048,0.0542097631324986,0.562213209174454
92,1,126880,-1.75318641707525,1.01332764898073,0.0844814453194308
93,1,127853,0.0124646890408719,0.0541305507187992,0.818014679727909
94,1,128302,0.000189262211497565,0.0539266758367519,0.997201715582683
95,1,128704,-0.0361288475318902,0.0539460953556537,0.50347331740462
96,1,128911,-0.033965389465594,0.0539560545845443,0.529428322514177
97,1,130267,-0.0120352418562147,0.0539569384900922,0.823623489617245
98,1,130271,-0.0136667139166566,0.054019887853106,0.800420022953738
99,1,130613,0.0144456135028105,0.0545242231247221,0.791210801746897
100,1,132012,0.00586644371545297,0.0544130034436413,0.914205069537507
101,1,133231,-0.0140091862563588,0.0540226339193998,0.795538985395366
102,1,137074,-0.0239421622356604,0.0539358891187847,0.657386579274321
103,1,137304,-0.0289452255705027,0.0539477000852036,0.591921745118057
104,1,139686,-0.0233083964579063,0.0540263762298619,0.666421830402703
105,1,149562,-0.04479589150008,0.0541114011516386,0.408317196060933
106,1,150447,-0.0514186242914812,0.0546962789646702,0.347821730202374
107,1,151446,-0.215387259352529,0.109421212684436,0.0498014936088038
108,1,154084,-0.0410490411595252,0.0548904328272771,0.455056991677423
109,1,156633,-0.0550854317970516,0.0556097976095253,0.322573786672675
110,1,157269,-0.0314110674670811,0.0539109725303169,0.560502928638073
111,1,160054,-0.0588626616905071,0.0543591259680188,0.279615072223179
112,1,166222,-0.0398654720070206,0.0540049455504529,0.460894394542178
113,1,166416,-0.0375172233131232,0.0538999132175753,0.486853347712475
114,1,167326,-0.052727070477625,0.0541707426849481,0.331046083871243
115,1,168836,-0.0228727532054122,0.0539726032573193,0.671981086586994
116,1,171200,-0.0220745761955562,0.0540544122087235,0.683244556676725
117,1,171431,-0.0273072058569179,0.0543853065788597,0.615905784058781
118,1,173339,-0.0446121359564167,0.0539293893449835,0.408664220846588
119,1,173845,-0.0395828004212789,0.0538957279818357,0.463172459252302
120,1,175121,-0.0161314725300999,0.0538230994988228,0.764572624161297
121,1,175281,-0.029680560825792,0.0538525361455638,0.581882883428758
122,1,175315,-0.0227775388521055,0.0538450958361237,0.672538439872834
123,1,175523,-0.0365247805828585,0.0541290047173524,0.500261812925639
124,1,175541,-0.026301662799982,0.0539246813759125,0.626031039685979
125,1,175653,-0.0262537740994073,0.0540954973875261,0.627748502261126
126,1,175805,-0.0600152744924531,0.0570849035383723,0.293824588390782
127,1,175818,-0.0419252193341332,0.0558161053244935,0.453074128359391
128,1,175856,-0.0393300814897971,0.0549670445958218,0.474760092772057
129,1,175876,-0.0271886421662887,0.0541445679959469,0.615875771271394
130,1,175989,-0.0278470425569947,0.0542982162873789,0.608374420334599
131,1,176001,-0.0316827481569532,0.0545754312390196,0.561926766742434
132,1,176451,-0.0554968967721388,0.0551788076401201,0.315217692071875
133,1,177692,-0.0121752125104794,0.0538548433165555,0.821274236260124
134,1,178191,-0.00549282669113979,0.0539114264188011,0.918904906997624
135,1,178224,-0.0121752125104794,0.0538548433165555,0.821274236260124
136,1,178960,-0.0163844047142065,0.0542818988837019,0.762952395244988
137,1,179139,-0.0366133651150768,0.10758136981433,0.733809079074237
138,1,179139,-0.111911110774671,0.216625478871199,0.605751206523385
139,1,180955,-0.0188512572149511,0.0623378583984966,0.762521727087325
140,1,183802,-0.0222002929773429,0.0538525623806368,0.680412219919187
141,1,183954,-0.0324115659817181,0.0542302492299397,0.550446148047045
142,1,184450,-0.00594943571329467,0.0537816890238296,0.911979000881922
143,1,184641,-0.0153017876043839,0.055341744059732,0.782328716225815
144,1,184718,0.00945605045148856,0.054085857854494,0.861310253024135
145,1,185296,0.000426323956279177,0.0538587371302315,0.993688806272912
146,1,185438,-0.0105415087384305,0.0538583624601741,0.844936859247367
147,1,185469,-0.00603348786023711,0.0539380615694339,0.910998339261583
148,1,185503,-0.0204869784301169,0.0537884576338887,0.703520984039013
149,1,185705,-0.0193132712098524,0.0543910803858682,0.722740527581434
150,1,185749,-0.0021359421037038,0.0544006743108433,0.968702777831833
151,1,185806,0.00892170188080841,0.0544713633936991,0.869992550528269
152,1,185879,-0.0159928062372873,0.0547300363424768,0.770295743621372
153,1,185916,-0.0150259051445857,0.0547059150333212,0.783732825464863
154,1,185941,-0.00626274107645511,0.0549490817817945,0.90932356748942
155,1,185954,-0.00656942520800356,0.0551094617417182,0.905179291605818
156,1,186055,-0.0249367650585148,0.0539943654809588,0.64448045388373
157,1,186896,-0.0187645170112598,0.0548870770516403,0.732648434857897
158,1,187697,-0.061465064203519,0.111907889317424,0.583183274882357
159,1,189392,0.220903285404869,0.111926823799576,0.0492021482322801
160,1,189416,0.21340263303695,0.108270379059175,0.0495028842213996
161,1,190132,0.0249598129851888,0.0540628681698879,0.644594289068298
162,1,190148,0.0254692774855261,0.0540785101581949,0.637954098398188
163,1,190165,0.0343909182691018,0.0544804393958008,0.528283908256097
164,1,190169,0.0270456460409322,0.054424170398899,0.619539429361285
165,1,190933,-0.0315575700480261,0.0539755752298267,0.559147222008394
166,1,192149,-0.00754230704849945,0.0544417240434223,0.889893372946517
167,1,192302,0.130326902991583,0.071550147379953,0.0693807144019801
168,1,192303,0.0531997719456734,0.0648426855511881,0.412516889758936
169,1,192305,0.0922779518735104,0.067268168052038,0.170999328647929
170,1,192315,0.0437964798804087,0.0764773951748584,0.567231214029397
171,1,192795,-0.0502850109639719,0.0538329820705363,0.350894433683122
172,1,194020,-0.019582014516054,0.0567628288526218,0.73031521009583
173,1,194187,-0.0513631941014012,0.0538748103771806,0.341049681175762
174,1,194867,-0.00243995720642032,0.0539146132113074,0.963928885785518
175,1,197325,-0.0229896763872001,0.0552168151003751,0.677404881905431
176,1,197392,-0.0321267780530659,0.0559141574931731,0.565945938246592
177,1,198857,-0.459664406712801,0.257361047419565,0.0749464211241402
178,1,206666,-0.0513330162938734,0.0605739611369798,0.397322103758441
179,1,206675,0.0577821587496086,0.0788822438040047,0.464342453362834
180,1,223051,-0.00861731519149345,0.0624781243915176,0.890378081050122
181,1,223059,-0.0192600353855767,0.0648704378976646,0.766717449722431
182,2,7366,-4.86480890566909e-05,0.0781962335229303,0.999503964898177
183,2,8180,-0.150895147581855,0.107359910961973,0.160749949641416
184,2,8187,-0.127320929024547,0.111750416902899,0.255336856652965
185,2,8250,-0.186969282099248,0.109849487663689,0.0896264815352802
186,2,8253,-0.208297071494849,0.109740732974784,0.0585005918405713
187,2,8285,-0.0623441352269237,0.0597071503222047,0.297123428220822
188,2,8302,-0.10422232068222,0.0557004048350902,0.062155038649585
189,2,8306,-0.10422232068222,0.0557004048350902,0.062155038649585
190,2,8314,-0.0988485122996274,0.0545746210008316,0.0709513593677136
191,2,8317,-0.102483497797361,0.0558121224882035,0.0671655161942927
192,2,8328,-0.109011147649564,0.0555248307609644,0.0503976208950655
193,2,8331,-0.106896464146614,0.0554309725363398,0.0545994722662186
194,2,8498,-0.0981035812122382,0.0544977645875547,0.0726922433875629
195,2,8651,-0.0887197672830831,0.0545947617759102,0.105042219450157
196,2,9418,-0.0477036114654075,0.139344005366393,0.732295621020067
197,2,9812,-0.0636545529309734,0.05501998382999,0.248081153369432
198,2,9932,-0.0713828543284959,0.0547753298479207,0.193358080791561
199,2,10135,-0.0749080519201752,0.0545511601485709,0.170570882485131
200,2,11616,-0.0882567809321736,0.0544363062930785,0.105849309787156
201,2,12133,-0.0736165097472339,0.0547157065912862,0.179347907634151
202,2,12194,-0.0748844748358068,0.0549235138334474,0.173615312115741
203,2,12359,-0.0788243975946279,0.0547464178009286,0.150807603180466
204,2,13061,-0.086561621501864,0.0547092454728319,0.114496709469487
205,2,14298,-0.0676717101782872,0.054958197419918,0.219018945802794
206,2,15222,-0.0905109423474181,0.0554041245445886,0.103223912533496
207,2,17986,-0.0776124445704871,0.0544822269323875,0.155171889347946
208,2,19770,-0.0634829935149946,0.0549125188853172,0.248432282032068
209,2,19836,-0.0667082523088257,0.0547502210424589,0.223881635493164
210,2,19851,-0.0650890034678742,0.0549166996244991,0.236723196493869
211,2,21595,-0.0514233278531713,0.0547302011807269,0.348076205139975
212,2,22385,-0.035373570031542,0.0548181248621556,0.519158666411855
213,2,23441,-0.0297079498807542,0.0553606081659864,0.591863907507905
214,2,24209,-0.0384067296646735,0.054889101531825,0.48456612152024
215,2,24341,-0.0377253851948132,0.0550204466443294,0.493376824672891
216,2,26815,-0.0401824418700892,0.0549494913390708,0.465104629633722
217,2,28209,-0.0290309929822778,0.0549878943703699,0.597864056306696
218,2,28695,-0.0232557101172022,0.0574561753808641,0.685902302896235
219,2,35849,0.452594993766136,0.588684925470833,0.442511975651049
220,2,35850,-0.651146592219004,0.71974126533314,0.366243813484879
221,2,41245,-0.0681585188017712,0.0546783844722698,0.213394591079965
222,2,43214,-0.0755159937793944,0.0555417930790576,0.174816535735712
223,2,47104,-0.0941466372497444,0.0539022016270386,0.0815731310755655
224,2,50915,-0.0415848470647452,0.0546216782493363,0.446971290082023
225,2,55834,-0.0305790605722633,0.0543895531171215,0.574320885669917
226,2,56422,-0.0442561469083838,0.0544602638742471,0.416976846450966
227,2,57715,-0.0513720434559681,0.0542626429409758,0.344424256269699
228,2,59046,-0.0479028429523519,0.0545467809594475,0.380433926897585
229,2,59191,-0.0567002495256241,0.0542097415622648,0.296303449501317
230,2,59383,-0.0439871617621188,0.0542588276340975,0.418089164409547
231,2,59477,-0.0381115497955408,0.0550891357929385,0.489507606467357
232,2,59755,-0.0992464545703147,0.123747455622086,0.42308787477371
233,2,60471,-0.0399288926503145,0.0543409193176004,0.46295828238245
234,2,60478,-0.0420177393622876,0.0543985668629989,0.440391264515603
235,2,60786,-0.0323487982307128,0.0543277198252367,0.5519321535309
236,2,61035,-0.051843066105254,0.0542809869530337,0.34018727662215
237,2,61071,-0.0455254332466311,0.0540502316420619,0.400201486052404
238,2,61675,-0.00771991991675514,0.0542587244599786,0.886940180278024
239,2,62776,-0.00739084014327529,0.0566330512762295,0.896242021495752
240,2,62939,-0.0207601944278903,0.0541552178503916,0.701693881653821
241,2,63527,-0.0164745174429929,0.0543627416037056,0.762031831037692
242,2,63857,-0.0374860341880434,0.0543458484639388,0.490793209084755
243,2,65527,-0.0258983406334535,0.0541856394802187,0.632977503764292
244,2,67007,-0.0583792919288752,0.0595963211849121,0.327964944321185
245,2,67023,-0.19144671442811,0.122987644787063,0.120453535204101
246,2,67024,-0.162192242146882,0.123558949059371,0.19014663265267
247,2,67976,-0.0460793559372134,0.054929154437042,0.402100410451089
248,2,69628,-0.0531365326905235,0.055823171481275,0.341813021199582
249,2,71825,-0.140005294172571,0.107828338855614,0.194994411357131
250,2,72389,-0.106391402003839,0.0543506107153235,0.0510761430427025
251,2,72392,-0.132696666239301,0.0545611514665632,0.015509271346623
252,2,73646,-0.128909765875223,0.0534498584339238,0.0163841951004071
253,2,74564,-0.131699704832014,0.0533238680154292,0.0139908514515718
254,2,74739,-0.109816321874469,0.0536419641470182,0.0413774418472103
255,2,79931,-0.0621880885356176,0.0607294827217703,0.306527957684142
256,2,80748,-0.0544176869312417,0.0560434696646754,0.33221776310974
257,2,80873,-0.0580738753320188,0.0539998082281618,0.282909613570454
258,2,81501,-0.0614368112485543,0.053980236962314,0.255835863888859
259,2,83526,-0.0582432446604907,0.0539062351277449,0.280677370655892
260,2,83845,-0.0597242452107639,0.0539530491303095,0.269061950372844
261,2,84412,0.0901713659193986,0.136118735780828,0.508117443673573
262,2,84412,-0.103379228183949,0.067981531083461,0.129231391067847
263,2,84447,-0.0431510611290399,0.0546884504362827,0.430621595470469
264,2,87391,-0.0296414595976192,0.0537848254133966,0.581905579871479
265,2,87562,-0.0247163462023098,0.0539280835542702,0.647004220623811
266,2,87849,-0.0285691547790292,0.0539175800528949,0.596537142045723
267,2,87878,-0.0153483467744025,0.0541646406401306,0.777063399663266
268,2,88125,-0.00845616878409805,0.0602368599467677,0.888438273843122
269,2,89785,-0.0288394778596937,0.0541550891949936,0.594690585024433
270,2,93441,-0.098718481122704,0.0555461901694034,0.0763910089599091
271,2,93588,-0.0688384747114714,0.0576368889683013,0.233143971523888
272,2,93721,-0.107788736085505,0.0537076975610072,0.045516897846224
273,2,93952,-0.091958456629557,0.0536358871696651,0.087315577881213
274,2,95085,-0.0956515969247405,0.0536930922217993,0.0756985231106271
275,2,103188,-0.0235835820327939,0.0552289093304473,0.669628605296541
276,2,107124,-0.00337601686804667,0.0539604415778666,0.950148578769193
277,2,111645,-0.0176840191172812,0.053987092217566,0.743438444292919
278,2,111916,-0.001432568062295,0.0541225169722237,0.97889822857281
279,2,111931,0.000266979305620724,0.0542053277276929,0.99607295071586
280,2,111999,-0.0110467207982708,0.0540074754283414,0.838048957639059
281,2,114528,-0.0304340430659872,0.0542973278118851,0.575489092880995
282,2,116024,-0.0287173039259158,0.0544291903175393,0.598102545988889
283,2,119244,-0.00628819267467406,0.0593435963716279,0.915672335884031
284,2,119246,-0.00572144286851617,0.0599768041689123,0.924055803970036
285,2,119247,-0.0178795549205584,0.0604031380887048,0.767401279047242
286,2,120090,0.0182199835382978,0.0542269262321961,0.737074155348615
287,2,120291,0.0115584355955876,0.0548523697387882,0.833228144270796
288,2,120726,0.0100548240838316,0.0545362568124823,0.85382944076403
289,2,121716,-0.0187457937322055,0.0544678037195321,0.73092875551646
290,2,123100,0.0134354170255366,0.0545474017109137,0.805587609132845
291,2,124677,-0.0106486964755943,0.054473992797334,0.845127935279783
292,2,127636,-0.0336152453785727,0.068877930910878,0.625823887948259
293,2,127887,-0.0156896027676906,0.0548440898832523,0.774987373951901
294,2,128935,-0.00200773578231994,0.0547984908815704,0.970793937017882
295,2,129053,0.000211146198531575,0.0549654007183748,0.996937153125054
296,2,130040,-0.0293298359086179,0.0552788463345215,0.596043659222209
297,2,130976,-0.0129648176290983,0.054846106305777,0.813270743009484
298,2,132199,-0.00431336159653495,0.0551041912464058,0.937652484960797
299,2,133355,-0.0331348856019449,0.0554493897259847,0.550510096463537
300,2,133435,-0.0287231429384018,0.0555762889066698,0.605602880910271
301,2,133943,-0.0504665031541,0.0650367456809947,0.438286817165521
302,2,135183,-0.0344647570450991,0.0555978512712822,0.535727713229821
303,2,135402,-0.042784611878468,0.0555730649583768,0.441885741971046
304,2,135898,-0.0650645744654188,0.0558073296989914,0.244450636112761
305,2,135912,-0.0683482013593266,0.0558375984878753,0.221748423011686
306,2,135925,-0.074054505051095,0.0555628709626796,0.183455214905245
307,2,136002,-0.0681594679338791,0.0555424715869018,0.220580453197921
308,2,136173,-0.0466408854538767,0.0559996152880714,0.405476301991383
309,2,138209,-0.0987643776709588,0.0574584802759279,0.0865124706298661
310,2,138318,-0.0997532814883488,0.0572889913101421,0.0825145558610624
311,2,138695,-0.10740066960843,0.0562587135457434,0.0570663112182677
312,2,138818,-0.101723299973678,0.0561844170753174,0.0710644910315372
313,2,139728,-0.0754525294788597,0.0562001880602139,0.180274865882698
314,2,140174,-0.072508932027705,0.0562111640102638,0.197916500114977
315,2,140863,-0.0938764648484385,0.0560986256562801,0.0951308435020261
316,2,141152,-0.0993653596898498,0.0562311890548748,0.0780778094742882
317,2,141292,-0.0965335015200324,0.0558373631536665,0.0847132399292814
318,2,141545,-0.0981492396971366,0.056103718349637,0.0810866209529578
319,2,145823,-0.0902327047544853,0.0582971367767249,0.122564844393378
320,2,145934,-0.220246878164217,0.095665091323874,0.0219012899843257
321,2,145980,-0.13222599057524,0.0586130558029171,0.0246876012143655
322,2,146723,-0.110687957170457,0.0559353779758801,0.048609240336404
323,2,147946,-0.107701652593203,0.0564697837179024,0.0573004273064893
324,2,150394,-0.147320389175104,0.0613318935974068,0.0168209254146184
325,2,151274,-0.00812707788451128,0.0968567681142662,0.933176976609845
326,2,151397,-0.166599908129529,0.0562067404442948,0.0032423432428845
327,2,153035,-0.119152893378904,0.0559240148536353,0.0338111556993718
328,2,153228,-0.120982819351021,0.056326269335068,0.0324024208630487
329,2,153455,-0.124408684485844,0.0567359529464383,0.0289763203787463
330,2,153732,-0.127199868079013,0.0586681659831635,0.0308168569109818
331,2,153815,-0.135058155750289,0.0564460082445735,0.0172472308067939
332,2,154160,-0.134127373405708,0.0558512876294521,0.0168440120607813
333,2,154235,-0.148401290809532,0.0563167330410076,0.00878156286912839
334,2,155527,-0.131864371978794,0.0613233239711908,0.0322091206252792
335,2,159870,-0.0856055155720414,0.0552440566783321,0.122136528061889
336,2,161229,-0.116852544947717,0.0559377634763538,0.0374258340139115
337,2,161451,-0.0611115975215109,0.120472334269872,0.612284486549618
338,2,161451,-0.0944283021031191,0.120798173806827,0.434913082639752
339,2,162696,-0.118870326796776,0.055681995552633,0.0334649978242988
340,2,163284,-0.0983910653040201,0.0550491443327388,0.0747417569489063
341,2,164166,-0.0678331422705498,0.0556942123536605,0.224053865278129
342,2,165270,-0.105397126937037,0.0550567093198752,0.0563852396292814
343,2,165675,-0.0858896408876919,0.0560703101909343,0.126462446792843
344,2,166404,0.0709805639619407,0.145751503292855,0.626562617441607
345,2,168012,-0.146239869136497,0.0675547122092853,0.031075638456278
346,2,168062,-0.0981723613417207,0.0555054464274068,0.0778078640460544
347,2,168518,-0.108071465342981,0.0551323827726884,0.0507566218158138
348,2,168980,-0.115508460487455,0.0550631678851125,0.0366383162592458
349,2,169651,-0.114196418453758,0.0550973958431988,0.0389322372948383
350,2,169902,0.118904116567761,0.092436127684839,0.199168098647741
351,2,169960,-0.0930569763382501,0.0861602677724812,0.280859454338445
352,2,170725,-0.0964535519835537,0.0552924930155065,0.081955539101393
353,2,171254,-0.0850867431438266,0.0554354928606018,0.125709454769865
354,2,172242,-0.0711066678432843,0.0548322434718929,0.195545675791424
355,2,173254,-0.0547545657819133,0.0544636083874372,0.315420716171263
356,2,173340,-0.0591116710916646,0.0544440926040859,0.278338643439674
357,2,173385,-0.0501361577025188,0.0545198812092743,0.358412901635386
358,2,173973,-0.0553260590618778,0.0543604410264196,0.309487516307642
359,2,174714,-0.207056580055446,0.139152227864498,0.137647300223956
360,2,177341,-0.0432825557112442,0.054205717138578,0.425124853906199
361,2,180314,-0.0665226895615942,0.0541572362264519,0.220143293021873
362,2,180339,-0.0683231415444097,0.0542883091112611,0.209034018593203
363,2,182758,-0.0840613338935003,0.054029905080805,0.120644643469513
364,2,183619,-0.0710094604230357,0.0542969476919732,0.191792747289339
365,2,183913,-0.0576246087503374,0.0557225249012118,0.301781031798958
366,2,184146,-0.0729986377877065,0.0560466594094222,0.193607645936162
367,2,187176,-0.128164555935559,0.0542978278722595,0.0187985403681741
368,2,191066,-0.0802376785372607,0.0549680927927194,0.145258106246959
369,2,191124,-0.0650587668098837,0.0695726796419419,0.350365984073733
370,2,191128,0.090893207420625,0.063941699810121,0.156053931948729
371,2,191599,-0.102510863402832,0.0540953554731102,0.058908857604708
372,2,191762,-0.107990674094175,0.0562289073548773,0.0555932534978913
373,2,191763,-0.0916570381222929,0.0543667115209912,0.0926979811706245
374,2,191959,-0.0836518803011831,0.0542696297607596,0.124112375998423
375,2,192390,-0.114909390634261,0.0556192945312899,0.0395577799063816
376,2,195759,-0.0845267919661322,0.0547349316505102,0.123413258013002
377,2,196912,-0.0653774022670496,0.053919037152735,0.226127854500382
378,2,197598,0.0109058596431808,0.176453499564105,0.950752418662831
379,2,198110,-0.0537605210854828,0.054279628377133,0.322639254005478
380,2,198283,-0.0445588619542485,0.0560144626440371,0.426863955337607
381,2,198805,-0.0461981382346235,0.0545337112865747,0.397486467053131
382,2,198891,-0.0487097551369009,0.0541018206429154,0.368555875560464
383,2,199248,-0.0623785433218994,0.0541859830319555,0.250431847632552
384,2,201782,-0.0259462162926595,0.0542032999483067,0.632460278109185
385,2,203285,-0.0238690819976057,0.053995732439584,0.65872012460596
386,2,203783,-0.0328802138101943,0.0538659549225941,0.54198429946714
387,2,204179,-0.0322111526519826,0.0539975753541291,0.551203833596478
388,2,205406,-0.0142280237678225,0.0545745994820884,0.794469868937428
389,2,205834,-0.0300322071817388,0.0542949169252535,0.580523766873003
390,2,205965,-0.00837434566005685,0.0593513722141192,0.887873196927671
391,2,207192,-0.0616783744058025,0.0541682641664887,0.255623772973306
392,2,207561,-0.0539045869772344,0.053951547594803,0.318416312086976
393,2,208682,-0.0581669972941389,0.0538479648169752,0.280787073709268
394,2,210102,-0.0537745020620873,0.0540003890115714,0.320021212559312
395,2,212519,-0.0492279246414693,0.115063957442306,0.669035072656068
396,2,214801,-0.0492663783708631,0.0540099955120205,0.362300967786039
397,2,215016,-0.0420105219324733,0.0539964819548893,0.437076417818069
398,2,218876,-0.0666523883970815,0.0544861102442828,0.222035642287357
399,2,227511,-0.0682911806239811,0.0548676753946403,0.214085276638154
400,2,230378,-0.0801832073373584,0.0541269940423708,0.139394632385849
401,2,231943,-0.0843644095448215,0.0542651867930262,0.120920958563348
402,2,232156,-0.0750258405944424,0.0542816447924672,0.167796949078379
403,2,232789,-0.0922145772145629,0.0540130598293958,0.0886522195186306
404,2,238524,-0.0822331859534534,0.0541352764247641,0.129649695860447
405,2,241518,-0.0611446525398046,0.0546866758692732,0.264288673323379
406,2,250396,-0.0786733831371147,0.0542485986068595,0.14788006733531
407,2,250466,-0.0722899743050139,0.0542544906849923,0.183580447812632
408,2,252305,-0.0657137942248032,0.0544226480574477,0.228059042285235
409,2,254571,-0.0397352796970755,0.0552604289475458,0.472582842906454
410,2,254742,-0.0314259328032195,0.0552256238269946,0.569686646729141
411,2,254908,-0.0363505892556586,0.0556393570415218,0.513972009976285
412,2,255033,0.00274701283781595,0.06525196282107,0.966443939676684
413,2,255862,-0.0204519155432989,0.0553269135998914,0.711860613124167
