SNP,Chr,Pos,Effect,SE,RET2_SNA3_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
217,2,28209,-0.0266113036796761,0.0740886523727911,0.719673758300018
218,2,28695,-0.0713135174194917,0.0773227703536899,0.357010625700025
219,2,35849,-1.04738147371237,0.791707616441134,0.186711746048693
220,2,35850,-0.90831505961926,0.969465900846109,0.349438633138154
221,2,41245,0.0291273579691604,0.073801669155258,0.693324261160261
222,2,43214,0.0345196615799702,0.0749922414980264,0.645577302820849
223,2,47104,0.0720856680402743,0.0728225179643552,0.322910032732011
224,2,50915,0.0511696433176445,0.0735896329950903,0.487301190063834
225,2,55834,0.039826598937016,0.0732690782144158,0.587083085478424
226,2,56422,0.0531464078026171,0.0733762768588419,0.469361585139057
227,2,57715,0.0613950262972922,0.0731157357295064,0.401646910759035
228,2,59046,0.0757138303249711,0.0734484931597613,0.303320433138975
229,2,59191,0.0616527630823688,0.0730641374124914,0.399343111206575
230,2,59383,0.0413074582828856,0.0731258075520211,0.572512767208023
231,2,59477,0.0551569133639237,0.0742015704771815,0.457770963807085
232,2,59755,-0.0132364348336615,0.166847720509443,0.936813166530387
233,2,60471,0.0121295096416624,0.0732545397828358,0.868582028436188
234,2,60478,0.024642268584084,0.0733292515304766,0.73703309096618
235,2,60786,0.00564058650081967,0.0732197722656053,0.938638244902981
236,2,61035,0.0386419217042608,0.0731862137288197,0.597834861632211
237,2,61071,0.031428720093152,0.0728637751546732,0.666487864338273
238,2,61675,-0.00380928126745206,0.0730925172712769,0.958465834046387
239,2,62776,0.021950145029356,0.076281999255483,0.773706975219978
240,2,62939,0.0228572958266595,0.0729563119135948,0.754236916426867
241,2,63527,-0.0259971308220518,0.0732272755086366,0.722786794723552
242,2,63857,-0.0301962109302264,0.0732397525201454,0.68037520860841
243,2,65527,-0.0781739256205184,0.0728972195292331,0.284279469904281
244,2,67007,-0.0647095893555775,0.0803160875118197,0.420966008345521
245,2,67023,-0.258389999107232,0.165671688270852,0.119738445623294
246,2,67024,-0.201723882160917,0.166503399040119,0.226502681461996
247,2,67976,-0.0735736195065257,0.0739639537322362,0.320552539989006
248,2,69628,-0.105142611847348,0.0750863269035983,0.162304897221883
249,2,71825,-0.104569219907708,0.145493144707147,0.472787283917288
250,2,72389,-0.0474775775774143,0.0735673924310781,0.519112055459784
251,2,72392,-0.0290098674277264,0.0740952293772466,0.695648110345714
252,2,73646,-0.0383783312987313,0.0725631446502208,0.59721023776324
253,2,74564,-0.0451433041082124,0.0724095012615785,0.533395088241328
254,2,74739,-0.0495416508484266,0.0726397302100197,0.495674405142109
255,2,79931,0.00767551096599151,0.0819277138418302,0.925411441078112
256,2,80748,-0.0779489981037653,0.0754817122756015,0.302457287393674
257,2,80873,-0.0814346422530203,0.072731958652599,0.263622395738892
258,2,81501,-0.0795864569135398,0.0727255941415622,0.2745524602005
259,2,83526,-0.0893506849512916,0.072580209638135,0.219119530468879
260,2,83845,-0.0805049795854905,0.0726787719080334,0.268753285986255
261,2,84412,-0.22932056759832,0.183069987998901,0.211166388299643
262,2,84412,-0.0510346747346754,0.0918356937576682,0.578756224720057
263,2,84447,-0.100761723211037,0.0735392176083135,0.171502517972471
264,2,87391,-0.0544650331095084,0.0724254949733394,0.45254337117578
265,2,87562,-0.0590539159034881,0.0725989070400889,0.416521556637945
266,2,87849,-0.0701868065515811,0.0725639383444574,0.334085841060198
267,2,87878,-0.082927124713132,0.072838655709594,0.255682020298998
268,2,88125,-0.0884414208485496,0.0810093303532633,0.275690369371023
269,2,89785,-0.0682320118615575,0.0728899821152975,0.349863777405296
270,2,93441,-0.0815601972325914,0.0750335627667238,0.277786033545709
271,2,93588,-0.0489628144324868,0.0777544075466272,0.529290968175337
272,2,93721,-0.0722951413404495,0.0726581984836622,0.320416253201612
273,2,93952,-0.0881124894885523,0.0724001637282098,0.224409398582803
274,2,95085,-0.101874762410402,0.0724505335127455,0.160565592617083
275,2,103188,-0.0650288079565146,0.0743362969790176,0.382281810935324
276,2,107124,-0.0551259962455105,0.0726300556453152,0.448360837269931
277,2,111645,-0.0163648703750021,0.0727306293100375,0.822104348549372
278,2,111916,-0.024422850252466,0.0728957038947955,0.73779522308673
279,2,111931,-0.00908843438527138,0.0730171734029338,0.901014142913736
280,2,111999,-0.00956069786068747,0.0727547823864049,0.895525928670007
281,2,114528,0.00826791611150202,0.0731739223147221,0.910102769795085
282,2,116024,0.00654959251705756,0.0733484090357117,0.928898688832488
283,2,119244,-0.0836037501046121,0.0798177505635559,0.295616535126554
284,2,119246,-0.0579194040389176,0.0807356073093769,0.473604212824345
285,2,119247,-0.0443301246656453,0.0813435891200808,0.586115673925869
286,2,120090,0.036717279565344,0.0730334059253138,0.615456109822626
287,2,120291,0.0221443647099487,0.0738856357881635,0.764573727959293
288,2,120726,0.054018637705793,0.0734118178519253,0.462322644618027
289,2,121716,0.0555484025896321,0.0733250763390673,0.449217725865831
290,2,123100,0.0553370262516055,0.0734268402744337,0.451570877838215
291,2,124677,-0.0219674985060948,0.0733753426606687,0.764822274195605
292,2,127636,-0.052396437099246,0.0927732968455866,0.572582610502906
293,2,127887,-0.0433884505247069,0.0738517013944267,0.557238322691312
294,2,128935,-0.0633286147022412,0.0737409557169066,0.391034527531221
295,2,129053,-0.0794902956256835,0.0739216766664317,0.282960835038404
296,2,130040,-0.0709529517228145,0.0743987890077045,0.34089608993175
297,2,130976,-0.0568697253538002,0.0738257738254299,0.441623269484475
298,2,132199,-0.0602071454578956,0.0741610550793834,0.417428730370152
299,2,133355,-0.0320719136763685,0.0747128933576013,0.667989497337009
300,2,133435,-0.0326741879771053,0.0748736894313993,0.662820005206706
301,2,133943,-0.00555565570541533,0.0876837211116263,0.949515563200977
302,2,135183,-0.0966149046703983,0.0747587153762305,0.197079080356434
303,2,135402,-0.0771145005714839,0.0748115386821628,0.303348074383879
304,2,135898,-0.11288631984909,0.0750813713094084,0.13359918868026
305,2,135912,-0.103479216672551,0.0751755442413312,0.169539022912473
306,2,135925,-0.0944649414959839,0.0748669380395434,0.207864238868573
307,2,136002,-0.0691357980330654,0.0748890846126416,0.356546119024076
308,2,136173,-0.102314777316068,0.0753132784206331,0.175165473706675
309,2,138209,-0.0389434987303587,0.0776966210190515,0.616525106069952
310,2,138318,-0.0548922704831529,0.0774483250991797,0.478941254155141
311,2,138695,-0.0373407363005034,0.0761491190083849,0.624181463716823
312,2,138818,-0.00765645501052892,0.0760342646731561,0.919847819267601
313,2,139728,-0.0180451899932788,0.0758929660562049,0.81219621402395
314,2,140174,-0.0121276505080523,0.0758962983363475,0.873136015367252
315,2,140863,0.00488445428882911,0.0758678975824743,0.948703267350906
316,2,141152,-0.00776345074469464,0.0760809331357487,0.918781274557975
317,2,141292,-0.00480361302558108,0.0755345811002443,0.949328799830461
318,2,141545,-0.0176444744538216,0.0758971551267438,0.816300929560358
319,2,145823,-0.0586991430282759,0.0787348272269109,0.456447756322508
320,2,145934,0.0603246046215729,0.129792479212364,0.642377457248823
321,2,145980,0.0294799362202627,0.0795079571507451,0.711024027163067
322,2,146723,-0.0233601004359778,0.0757558583835879,0.757990060450511
323,2,147946,-0.0454980588834095,0.0764217454554414,0.551987756443301
324,2,150394,-0.0805819327234505,0.0831807651368637,0.333329812738898
325,2,151274,-0.092331077380317,0.13038228649279,0.479315341360773
326,2,151397,-0.0154518248686593,0.0766468409708253,0.840347383924383
327,2,153035,0.00862687499189652,0.0758154339712198,0.909470660392584
328,2,153228,-0.0102191748863252,0.0763681196022393,0.893625380562567
329,2,153455,-0.0142515696011758,0.0769427340771309,0.853160448716044
330,2,153732,-0.0628426883666304,0.0794846867174363,0.429692897577856
331,2,153815,-0.0208302121566304,0.0766432347267608,0.785948923390051
332,2,154160,-0.0102813834910771,0.0758461402591461,0.892249722270066
333,2,154235,-0.0298399503565649,0.0765890496240716,0.697059030537342
334,2,155527,-0.020945145751387,0.0831390560487814,0.801242493469073
335,2,159870,-0.101493730100901,0.0744750446314822,0.173817914717627
336,2,161229,-0.0779569676932372,0.0757032016660851,0.303822531394329
337,2,161451,0.101026624669599,0.162255626479733,0.533924010136639
338,2,161451,-0.334001891085791,0.161892158949747,0.0398326880698263
339,2,162696,-0.108574851215902,0.075269088275085,0.15005107667634
340,2,163284,-0.100957134974075,0.0742961871077137,0.175062738787669
341,2,164166,-0.00977336812791618,0.0751800894653259,0.896640930063591
342,2,165270,0.0587007603908769,0.074484135424059,0.431168575691544
343,2,165675,0.031511575322438,0.0757631074480351,0.677719507685317
344,2,166404,0.0799588197320533,0.196358390856816,0.684101620924225
345,2,168012,0.00626126647165171,0.0916028672892909,0.94554389396813
346,2,168062,0.0923498202786788,0.0749396865774208,0.218649003777346
347,2,168518,0.0322235300136096,0.0746510012886534,0.666255186996586
348,2,168980,0.0643168894118904,0.074556703598784,0.388911563935001
349,2,169651,0.0563359190211747,0.0746104735190734,0.450712154497447
350,2,169902,0.0662332473371343,0.124760321350883,0.59583306985235
351,2,169960,0.242488780006976,0.115537529739142,0.036545573049832
352,2,170725,0.0174355353105167,0.0747978628333545,0.815817266436425
353,2,171254,-0.00121392815857169,0.0749246446992236,0.987082403128179
354,2,172242,0.00559579568197088,0.0740384123442437,0.939796358658646
355,2,173254,0.0462587064932799,0.0734303890377111,0.529123863226396
356,2,173340,0.0703415474810212,0.0733673000952269,0.338336446592729
357,2,173385,0.0573713226051484,0.0734669870042097,0.435377058701938
358,2,173973,0.0567095609100194,0.0732729424388541,0.4394786408218
359,2,174714,0.0240977001973795,0.188031393788619,0.898097031264946
360,2,177341,-0.00420647093107451,0.0730848680608902,0.954134882883003
361,2,180314,0.0100719895891802,0.0731077674722472,0.890501474649584
362,2,180339,0.0191067962941092,0.0732873820007064,0.794467722184971
363,2,182758,-0.134898241470435,0.0726777885013992,0.0642704734641184
364,2,183619,-0.113833135115445,0.0730684104625441,0.120153471015586
365,2,183913,-0.106005740092757,0.074964147730751,0.158218038257566
366,2,184146,-0.113842803982662,0.075437432602783,0.132167145976891
367,2,187176,-0.14149274419151,0.0733326594160386,0.0544744337495572
368,2,191066,-0.0814032841075915,0.0741429330948035,0.272986129589698
369,2,191124,-0.158604474772038,0.0934553088186604,0.0905562197264454
370,2,191128,0.155725997735348,0.0859820267277178,0.0709681528852638
371,2,191599,-0.0603365374727634,0.0731699080575449,0.410150668641781
372,2,191762,-0.0891508221817026,0.0759913957848687,0.241518658365341
373,2,191763,-0.0527509094110871,0.0734767961204811,0.47327770773989
374,2,191959,-0.0785698035832585,0.0732317035168285,0.284051893220276
375,2,192390,-0.0843270231036591,0.0752413613078942,0.263154662743172
376,2,195759,-0.111012003050301,0.0737445107899553,0.133125906847109
377,2,196912,-0.123644866027167,0.0724860858970334,0.0889298345823476
378,2,197598,-0.214794580473695,0.237422725819564,0.366245286602031
379,2,198110,-0.0909899214151934,0.0730600537498019,0.213806114954571
380,2,198283,-0.103934256826491,0.0753205517076374,0.168493126648885
381,2,198805,-0.108156411523175,0.0733101007345327,0.141015863546421
382,2,198891,-0.0813600263312013,0.0728343536360962,0.264730252998612
383,2,199248,-0.082158104942413,0.0729987466569694,0.261153352504599
384,2,201782,-0.0426645931451778,0.0730044274313904,0.55931710077991
385,2,203285,-0.0184193048301299,0.0727499566758537,0.800271503407915
386,2,203783,-0.0387458750001416,0.0725706014170267,0.59374265772857
387,2,204179,-0.00931688096750344,0.072773878777921,0.898202035890147
388,2,205406,-0.0233986277466735,0.0735127398092282,0.750450533995257
389,2,205834,-0.0137948378924431,0.0731674619907892,0.850563368838798
390,2,205965,0.000548023986497781,0.0799531427315719,0.994534963008931
391,2,207192,-0.0437188261437516,0.073065680896385,0.549990359476369
392,2,207561,-0.038759629307943,0.0727503581459367,0.594524017000794
393,2,208682,-0.0236080805225338,0.0726462996843253,0.745394073087683
394,2,210102,-0.0254507205560111,0.0728322119596245,0.72696498103281
395,2,212519,-0.0625251063460635,0.155004519917864,0.686915843579325
396,2,214801,-0.00463479465592631,0.0728409236138961,0.949301659850232
397,2,215016,-0.0476232362735076,0.0727556394700133,0.513174635148198
398,2,218876,-0.072893051297329,0.0734500235419835,0.3216739267733
399,2,227511,-0.067975419535873,0.0739846010652788,0.358839093535777
400,2,230378,-0.055110126191141,0.0730807016348556,0.451292159324039
401,2,231943,-0.0488840620861645,0.0733030768693031,0.505286998930777
402,2,232156,-0.067549288416727,0.0732309681311966,0.35694255777839
403,2,232789,-0.0404876395257927,0.0730277602185716,0.579646365096026
404,2,238524,-0.0492751744523158,0.0731153408098504,0.500792066225609
405,2,241518,-0.0516997067013293,0.0737461955741586,0.483734214278227
406,2,250396,-0.0509592137847937,0.0732442356832286,0.487047152568213
407,2,250466,-0.0775551761608679,0.0731521823900217,0.289783248659232
408,2,252305,-0.0463426633340436,0.0734213426645849,0.528326146539089
409,2,254571,-0.0752770393466866,0.0743867498671291,0.312246296743109
410,2,254742,-0.0491703475112404,0.0743812782886473,0.509006251127736
411,2,254908,-0.0830445339378705,0.0748654575401966,0.268077318524942
412,2,255033,-0.0109301438044024,0.0878977414350574,0.901108401757151
413,2,255862,-0.047165208284052,0.0745017785627325,0.527094619033259
414,2,255975,-0.0292510418347611,0.0742586116200744,0.693886990714042
415,2,258311,-0.0654012849686423,0.0729654886082482,0.370686438794679
416,2,259284,-0.0570494715954061,0.0732315137269445,0.436484565816278
417,2,266330,-0.108432815721958,0.0733829913754917,0.140398811886075
