SNP,Chr,Pos,Effect,SE,SSH1_ERG11_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
34,1,41499,-0.0824271007196592,0.144667343801522,0.569196173719744
35,1,45359,-0.283516662827379,0.243195815421697,0.244484092817048
36,1,45634,-0.0722277574189927,0.223779224411835,0.74706547607008
37,1,51248,-0.159946169964907,0.145100387295625,0.271076211679319
38,1,51462,-0.142437770543635,0.145349423141217,0.327773093590918
39,1,52124,-0.0836404449680967,0.145281715763308,0.565176602844732
40,1,52667,-0.187282041989399,0.144774208044034,0.19664435751782
41,1,55470,-0.212257216740779,0.148637488700439,0.154170381807452
42,1,59265,-0.0327221086040339,0.145033297177147,0.821629179417749
43,1,60165,-0.0304633351053459,0.14492507930278,0.83363240281482
44,1,62308,-0.130507552824916,0.144608019142992,0.367411064845921
45,1,62869,-0.118181074136912,0.144619841650473,0.414374254641553
46,1,65431,-0.104055984965723,0.151082335435388,0.491441230154632
47,1,65451,-0.0723162944041909,0.148990442507154,0.627711185393442
48,1,65719,-0.0679065639164717,0.155379226793597,0.662351308927065
49,1,66841,-0.0753183982777991,0.144769299296231,0.603205024965824
50,1,66948,-0.111240090207645,0.145593262705768,0.445349648222809
51,1,68621,-0.283335923848228,0.144534253486105,0.050742546439293
52,1,69417,-0.197224797662705,0.144553505622347,0.173319590554722
53,1,69820,-0.533666991613018,0.566419991595942,0.346747175219827
54,1,69821,-0.419883007208157,0.351172888161697,0.232632245479059
55,1,70906,-0.111236519365411,0.232744492420037,0.632992964291899
56,1,74327,-0.264122599933918,0.145051362622302,0.0694700039847311
57,1,74572,-0.230056327488584,0.144826299341746,0.113068942553995
58,1,75211,-0.200285135954306,0.144685882784552,0.16714855330364
59,1,76030,-0.199874735193979,0.144687490497164,0.168022452220651
60,1,80108,-0.217736764360034,0.144580035190664,0.132962827163647
61,1,81262,-0.223383086714358,0.144500613308377,0.123025411175226
62,1,81999,-0.230888064364733,0.144822549715504,0.111767686726803
63,1,82431,-0.240115177008778,0.145470715554364,0.0997079562881908
64,1,83284,-0.208894323321039,0.144541386134336,0.149282797865134
65,1,83613,-0.183157441689323,0.144624220115228,0.206191759999648
66,1,84112,-0.204264245685203,0.144560130897308,0.158535248882025
67,1,84701,-0.16770959588201,0.154979105535188,0.279927537359387
68,1,84858,-0.0529938062139483,0.145350154532587,0.71563274644438
69,1,85751,-0.209545291328966,0.145548373434116,0.150839862575112
70,1,87445,-0.199213702712317,0.145898862430952,0.17298951288931
71,1,87467,-0.255139626654455,0.146421069569656,0.0822907640583568
72,1,89070,-0.229046613804304,0.145619698989689,0.116635590083927
73,1,89616,-0.196456828763834,0.144966388040814,0.176223934351465
74,1,89679,-0.236005729835507,0.144817652591328,0.104062143943646
75,1,89880,-0.217683418284697,0.144935882650939,0.134009404173436
76,1,91472,-0.188842218481787,0.146132248836967,0.197109201433
77,1,93789,-0.109938784178667,0.144850232763805,0.44836954707473
78,1,94351,-0.137142090695168,0.145166506226523,0.345446644282981
79,1,99148,-0.109242767923432,0.144851724518297,0.451250167889969
80,1,101281,0.787432943024962,1.58492585894207,0.619620769891031
81,1,106011,-0.0696289446668055,0.15103878317951,0.645082192011361
82,1,106800,-0.0844198101280611,0.145094364215852,0.561054627127073
83,1,107970,-0.0666974968325787,0.14469030832264,0.645105960769511
84,1,109000,-0.0200476032620793,0.144984993998207,0.890102998189969
85,1,112549,-0.19028180076444,0.144470241150502,0.188659328841281
86,1,112742,-0.129175729709936,0.145226374309929,0.374351754309244
87,1,113050,-0.0676474738238538,0.145099779005932,0.641350254136531
88,1,113135,-0.133692908730289,0.144599775734214,0.35582015600096
89,1,114076,-0.028419985638221,0.144766850590589,0.844476149726074
90,1,114628,-0.064227901773207,0.145100744064527,0.658294718187256
91,1,116283,-0.0692891701616682,0.145901665991919,0.63514964069459
92,1,126880,-3.5003904085716,2.73206198344763,0.200955115382743
93,1,127853,-0.0688957737481654,0.145630368462119,0.636443804673232
94,1,128302,0.0131071863412707,0.145115285215025,0.928082108172422
95,1,128704,-0.0132899641871796,0.14525969303686,0.927154300326837
96,1,128911,0.0630199471277349,0.145238765542284,0.664621891857995
97,1,130267,-0.0403365751513848,0.145192756673716,0.781317810969911
98,1,130271,-0.0371215636113817,0.145367545600845,0.798591090529425
99,1,130613,0.0417249761766028,0.146722743477219,0.776286125772931
100,1,132012,-0.244869404757039,0.145846911044442,0.0940470408911042
101,1,133231,-0.240088946716131,0.144826365653255,0.0982520543098412
102,1,137074,-0.238639204095196,0.144625585366261,0.0998225134683503
103,1,137304,-0.287206337766237,0.144425992359161,0.0475165146724433
104,1,139686,-0.20114232746841,0.145028977923373,0.166343941241852
105,1,149562,-0.226234434983394,0.145257106829334,0.120253609748671
106,1,150447,-0.196495672377798,0.147000529950887,0.182181299524146
107,1,151446,-0.308869041108556,0.295607891779211,0.296802367235732
108,1,154084,-0.203119875474541,0.147431550462414,0.16916153448451
109,1,156633,-0.211122733585627,0.149432190496826,0.158585902183752
110,1,157269,-0.275997986048096,0.144399157434166,0.0567685954435797
111,1,160054,-0.181600446566479,0.146204283465835,0.21502397358975
112,1,166222,-0.169945282679191,0.145158161663877,0.242485225594529
113,1,166416,-0.163098217038342,0.144884617993904,0.261052600184253
114,1,167326,-0.199742631184378,0.145581571761883,0.170924630414433
115,1,168836,-0.179976779248729,0.144961335329521,0.21522688174244
116,1,171200,-0.245044614941009,0.144909305276664,0.0917155231306804
117,1,171431,-0.298396993493478,0.14553938410985,0.0410749311795341
118,1,173339,-0.273830708324281,0.144531873179735,0.0589618789358685
119,1,173845,-0.284011838212912,0.144355128940182,0.0499137092509067
120,1,175121,-0.31935205710002,0.143855973820935,0.0270574079587749
121,1,175281,-0.29744424985425,0.144112826710937,0.0397511058640918
122,1,175315,-0.302716852719519,0.144035798504614,0.0362897605351807
123,1,175523,-0.279941479849913,0.144991776148939,0.0543157406198135
124,1,175541,-0.300924599279385,0.144274162729051,0.0377159484284099
125,1,175653,-0.326039776781748,0.144582130641818,0.0247423790165229
126,1,175805,-0.255136345124903,0.153255631317233,0.0968446702420187
127,1,175818,-0.32336493075426,0.14933287731127,0.031026633287316
128,1,175856,-0.309815482898485,0.147102475262631,0.0358995249848178
129,1,175876,-0.290784839160032,0.144931306945543,0.0455798823576069
130,1,175989,-0.287941037389078,0.145365565768186,0.0483888029933849
131,1,176001,-0.290428000354892,0.146117473428666,0.0476244963414663
132,1,176451,-0.251152109748508,0.14809699154487,0.0907936444468189
133,1,177692,-0.28437564615134,0.144141650667265,0.0492879443035986
134,1,178191,-0.294450922725555,0.144229087140566,0.041939243465233
135,1,178224,-0.28437564615134,0.144141650667265,0.0492879443035986
136,1,178960,-0.285539328426482,0.145299065769906,0.0501767703342667
137,1,179139,-0.341383319679855,0.288978835818396,0.238261495179411
138,1,179139,-0.756472540667781,0.581769001150802,0.19434747478924
139,1,180955,-0.063259188023413,0.167739434146523,0.706305317289973
140,1,183802,-0.181130688635762,0.144631450963466,0.211267677535099
141,1,183954,-0.175639958637878,0.145708115022172,0.228847337059011
142,1,184450,-0.119513983998168,0.144589450224944,0.409036497844294
143,1,184641,-0.106322895347434,0.148833495750307,0.475467581292864
144,1,184718,-0.169166389083221,0.145272865676366,0.245018585992547
145,1,185296,-0.115544925141095,0.14480361551832,0.425440445442912
146,1,185438,-0.0947725992678503,0.144853190677278,0.513366106149243
147,1,185469,-0.106050273831887,0.145040380350736,0.465155755721588
148,1,185503,-0.105363657848123,0.144666098688202,0.466898701592963
149,1,185705,-0.123973247109533,0.146244028879865,0.397171151594498
150,1,185749,-0.130298632457444,0.146228450380906,0.373502776373023
151,1,185806,-0.138417096695566,0.146403039705611,0.345074683819116
152,1,185879,-0.140164940581672,0.147107575760912,0.341340469680644
153,1,185916,-0.0530670425633457,0.147202531336252,0.718686183443749
154,1,185941,-0.0642004954502843,0.147831493459303,0.66434929883546
155,1,185954,-0.0914810762243463,0.148222876086579,0.537509970712947
156,1,186055,-0.0844249954408819,0.145273525818869,0.561513539480416
157,1,186896,-0.132950419228351,0.147556276863118,0.368194646335694
158,1,187697,-0.308540535340514,0.300825450575256,0.305760605829096
159,1,189392,-0.473183912571441,0.301803896861251,0.117811562103561
160,1,189416,-0.386194013035869,0.292232993011016,0.187181302721207
161,1,190132,0.0682499943829,0.145482025942373,0.639266268812656
162,1,190148,0.0845014362876658,0.145501765907665,0.561773578100377
163,1,190165,0.0599629609875125,0.146655141991477,0.682882641388823
164,1,190169,0.0824525939297019,0.146441197582782,0.573763490015189
165,1,190933,-0.101566538632071,0.145218274570195,0.484758912661411
166,1,192149,0.0682695953067677,0.14646187263611,0.641413256312906
167,1,192302,0.0884419803332044,0.193387243832117,0.647714485965003
168,1,192303,0.074490451696533,0.174613280290838,0.669928961690805
169,1,192305,0.0806278135341731,0.181450100824773,0.657060010068544
170,1,192315,-0.067222480216131,0.20586554835395,0.744212491401778
171,1,192795,0.0506905815068996,0.145018658805016,0.726888450367921
172,1,194020,-0.0688771555505122,0.152730818357187,0.652287409428077
173,1,194187,-0.0874972294990484,0.145089199361344,0.546857233433332
174,1,194867,-0.241927158158782,0.14451238751373,0.0949980917695256
175,1,197325,-0.257752106703986,0.147990705198512,0.0824359417349429
176,1,197392,-0.285253984283042,0.14976803794911,0.0576396578070473
177,1,198857,-0.718421284909471,0.694630513624947,0.301727536128461
178,1,206666,-0.197544959584685,0.162831459367744,0.225869630339365
179,1,206675,-0.198361726909515,0.212171273920153,0.350472125830928
180,1,223051,-0.246714039591565,0.167619919756898,0.141948043676471
181,1,223059,-0.406141867562764,0.173245061249984,0.0196156083415733
182,2,7366,-0.316730646289933,0.209750109774125,0.131928286184825
183,2,8180,0.211124553728753,0.289495319126858,0.46631103301248
184,2,8187,0.369923849223206,0.300629295420837,0.219329869718645
185,2,8250,0.155448138955103,0.296700693414077,0.600661298305342
186,2,8253,0.13528565258183,0.296728676516173,0.648725152871755
187,2,8285,0.0990010185544304,0.160833887944816,0.538589365713269
188,2,8302,0.14166520522624,0.150442721358596,0.34701304480834
189,2,8306,0.14166520522624,0.150442721358596,0.34701304480834
190,2,8314,0.15481521995609,0.147311161572021,0.294004973422687
191,2,8317,0.134772373518038,0.1507356993513,0.371879045335238
192,2,8328,0.0934674971236864,0.150148761320035,0.534015511265154
193,2,8331,0.0895942624411513,0.149872875969647,0.550355554264063
194,2,8498,0.0815686583752034,0.14726137533779,0.579995271693027
195,2,8651,0.0692250947017261,0.147417261745148,0.638940698685068
196,2,9418,-0.386286849381488,0.374473687160482,0.302991056531206
197,2,9812,0.0806254524994608,0.148277412008902,0.586958567947183
198,2,9932,0.0641116865776054,0.147715436923403,0.664537919753542
199,2,10135,0.0514116545267586,0.147163559268724,0.727034541226796
200,2,11616,0.0952056450950041,0.146945424417416,0.517472100759066
201,2,12133,0.0987499652283095,0.147523691113965,0.5036882686475
202,2,12194,0.101628860239289,0.148089355460292,0.492995165895058
203,2,12359,0.0851727253164177,0.147685285488207,0.564497711047151
204,2,13061,0.0845657761065829,0.147675394901883,0.56724871524656
205,2,14298,0.0910676369515195,0.14813077754549,0.539096993308508
206,2,15222,0.11931815448039,0.149520512083322,0.425403939641789
207,2,17986,0.0898000434345629,0.146955063908938,0.541545560226171
208,2,19770,0.088819187272465,0.147973848960303,0.548734296270294
209,2,19836,0.0963503266533308,0.147553511671866,0.514190571465365
210,2,19851,0.106416015988178,0.147966511819487,0.472499766718694
211,2,21595,0.0525144414472626,0.147436807086038,0.721916519883426
212,2,22385,0.0518854056325585,0.147576996396083,0.72536158300095
213,2,23441,0.0733463418656632,0.148985294598122,0.622809133979406
214,2,24209,0.111461122443058,0.14769014811502,0.450934763408717
215,2,24341,0.122127023631167,0.14801620476892,0.409876434305032
216,2,26815,0.143446357125236,0.147784232653416,0.332388578283054
217,2,28209,0.146996037555334,0.14782421476347,0.320710495925046
218,2,28695,0.031926153902285,0.154641399234,0.836556235414802
219,2,35849,0.466539088977928,1.5852854313307,0.768706668297038
220,2,35850,-1.7413800700637,1.93685515678919,0.369225027828577
221,2,41245,0.00689648275216603,0.147462841822828,0.962724901240421
222,2,43214,-0.0756244302694169,0.149800022861003,0.613989099062718
223,2,47104,0.0754650030289257,0.145621144431751,0.604623626620836
224,2,50915,0.0936397009299356,0.147023388565362,0.524600557607572
225,2,55834,0.0385625807349952,0.146413694894208,0.792410628888322
226,2,56422,0.0864472175431628,0.146617686757049,0.555829492278882
227,2,57715,0.0862903292057952,0.146134157048879,0.555241990469266
228,2,59046,0.0419971313555813,0.146928923926289,0.775173707469518
229,2,59191,0.0527332323209902,0.146077603635363,0.718319394024824
230,2,59383,0.0749650787889566,0.146092164977702,0.608177506945242
231,2,59477,0.0330490523471865,0.148335179827714,0.823820163906887
232,2,59755,0.176949987667959,0.333175199943295,0.595682156297791
233,2,60471,-0.016765285411154,0.146340757402599,0.908856375738209
234,2,60478,-0.00981893070326989,0.146509541531909,0.946604477301637
235,2,60786,0.00166678447152979,0.146269543992805,0.990914504856162
236,2,61035,0.000535898975420279,0.146259019109658,0.997078594896373
237,2,61071,-0.00498313536616335,0.145595291188555,0.972716327982573
238,2,61675,-0.0432326579281533,0.145996558507787,0.767311749091835
239,2,62776,-0.0617685591344307,0.152368042205696,0.685436063715316
240,2,62939,-0.00974238415636619,0.145761375982295,0.946748590598239
241,2,63527,0.031909659362807,0.146299585457769,0.827468069948656
242,2,63857,-0.00205471755588427,0.146343437034613,0.98880569695424
243,2,65527,-0.0577310238542117,0.145828637142286,0.692430781428738
244,2,67007,-0.113589938525173,0.160477989023681,0.479522537698298
245,2,67023,0.00747265925279539,0.332094108834263,0.982060524384479
246,2,67024,0.0400936495020741,0.333301456030864,0.904319918947384
247,2,67976,0.0331488991713645,0.147951381291025,0.822845953370543
248,2,69628,0.119482292933141,0.150278607734545,0.427105948624033
249,2,71825,-0.0917796915437172,0.290817652692862,0.752498793730349
250,2,72389,0.12178538459985,0.146906508039908,0.407665025663932
251,2,72392,0.00254114969522923,0.148049281304062,0.986315307305785
252,2,73646,0.138617839331709,0.144826240688639,0.339155639914099
253,2,74564,0.168044021127178,0.144452677268337,0.245487317977798
254,2,74739,0.225196450064795,0.144709648688007,0.120557761744235
255,2,79931,0.340842990336626,0.162657374828109,0.0368415438794278
256,2,80748,0.290298187569035,0.150222017985667,0.0541023961698017
257,2,80873,0.329430195409498,0.144491661008895,0.0232080585771172
258,2,81501,0.338896698905895,0.144405189144626,0.0194852389547352
259,2,83526,0.299925373176559,0.144422053211032,0.0385496012204178
260,2,83845,0.385855767992593,0.143982426977758,0.00770996284630493
261,2,84412,0.28617695045736,0.366207194841705,0.435054702889307
262,2,84412,0.337253835063936,0.182656998081724,0.0656743072876624
263,2,84447,0.36632663553159,0.14600047071401,0.0125520299357705
264,2,87391,0.402303180340802,0.143205520540767,0.00524185191794763
265,2,87562,0.407554712287017,0.143534047731466,0.00478117919758147
266,2,87849,0.401710147798486,0.143566815093622,0.00542295443474741
267,2,87878,0.399872386721824,0.144211863065138,0.0058523669421212
268,2,88125,0.255733207730852,0.161529757929643,0.114272355079087
269,2,89785,0.324379450321153,0.144764249542786,0.0256641200227087
270,2,93441,0.338882773861814,0.149054981079754,0.0235936324769855
271,2,93588,0.299774858353916,0.154593036046795,0.053282987981441
272,2,93721,0.31398186484871,0.144386004621442,0.0303236310817743
273,2,93952,0.28360939526872,0.144145927351798,0.0499063651206126
274,2,95085,0.382738089111979,0.143699690018021,0.00808864202311345
275,2,103188,0.378832216418585,0.147285908065106,0.0105170949739996
276,2,107124,0.361416893211124,0.143928841060677,0.0124823390802337
277,2,111645,0.492941271354812,0.142913260699661,0.000630193455553153
278,2,111916,0.449957486827779,0.143661622619647,0.00188084784733529
279,2,111931,0.475554153310891,0.143654001457642,0.00102772767611017
280,2,111999,0.499953121077677,0.142886340305854,0.0005268366241181
281,2,114528,0.432270873006806,0.144357443743383,0.00294340729355338
282,2,116024,0.496872113383575,0.144120680296151,0.000633865624411359
283,2,119244,0.24634002596211,0.159157317375135,0.122572035249286
284,2,119246,0.277639996680717,0.160722060923746,0.0849607966548696
285,2,119247,0.180968487412865,0.162279726057596,0.265538816225786
286,2,120090,0.255554883913262,0.145313066618921,0.0795033604735593
287,2,120291,0.276641905621726,0.146881119511627,0.0604625030880624
288,2,120726,0.254837755982178,0.146136305664504,0.0820581969801465
289,2,121716,0.298079777073837,0.14573671220766,0.041563213223472
290,2,123100,0.241689853633516,0.14623524313821,0.0992714556652282
291,2,124677,0.199929468363138,0.146211008010081,0.172368824426668
292,2,127636,-0.115616540395784,0.18531124039208,0.53309318354136
293,2,127887,0.193855384756351,0.147241765570361,0.188834001856305
294,2,128935,0.169448556297461,0.147187244825106,0.250410697866807
295,2,129053,0.204369873745147,0.147511666465692,0.166790015250571
296,2,130040,0.204231015647914,0.148417428772749,0.169675972391493
297,2,130976,0.139913983038858,0.147414857887026,0.343210307384648
298,2,132199,0.180725613919432,0.147974633942735,0.222776781811025
299,2,133355,0.193515096141271,0.148934320045583,0.194678043486887
300,2,133435,0.199617842778888,0.149234925064882,0.181885375781229
301,2,133943,0.156581570492059,0.174965043897556,0.371433991692591
302,2,135183,0.187364764042903,0.14936297150146,0.210517247845673
303,2,135402,0.189991645214467,0.149330906261232,0.204108900471212
304,2,135898,0.248359567942501,0.149884892736588,0.0984075376382336
305,2,135912,0.230875871049375,0.150075566031781,0.12484732173103
306,2,135925,0.232877811198815,0.149382363147959,0.119907155885275
307,2,136002,0.186673237414967,0.14945365502222,0.212478946498477
308,2,136173,0.18496385014284,0.150521651713367,0.219958262435986
309,2,138209,0.164619395192295,0.155019378178368,0.288994403585768
310,2,138318,0.18563787178337,0.154510011683153,0.230377588357112
311,2,138695,0.142710109987961,0.1519822987319,0.348377073216934
312,2,138818,0.137215295354727,0.151717250205151,0.366392415295328
313,2,139728,0.163393850535525,0.151371006182577,0.281134695257711
314,2,140174,0.132638248596408,0.15145617752047,0.38175967113419
315,2,140863,0.108632020896281,0.151448961729012,0.473672812322793
316,2,141152,0.120481877646606,0.151850874111997,0.42806477549057
317,2,141292,0.11773724389157,0.150763232160607,0.43536037739024
318,2,141545,0.158005498085576,0.15139505710688,0.297355281942698
319,2,145823,0.264147593121003,0.156780223429613,0.0929057312631144
320,2,145934,0.00968626761541547,0.259360285425181,0.970229629326338
321,2,145980,0.171552051905787,0.158598312790998,0.280134719679808
322,2,146723,0.146452775611719,0.151154109764388,0.333259913816991
323,2,147946,0.170687254535904,0.152471015477214,0.263699345801356
324,2,150394,0.155500813943641,0.166181804427327,0.350053412290565
325,2,151274,-0.120594255735892,0.260565612541611,0.643780550337188
326,2,151397,0.075624085758105,0.153070368104199,0.621579667337921
327,2,153035,0.0810173477596123,0.151394975481628,0.592890723312057
328,2,153228,0.024324739335448,0.152556050276885,0.873407206342343
329,2,153455,0.0656213915212078,0.153673343500603,0.6696260349104
330,2,153732,0.128623266911247,0.158776527355994,0.418434245268396
331,2,153815,0.0767364377486295,0.153068799833189,0.616458473202487
332,2,154160,0.0537276295457809,0.151491892363915,0.72305849901682
333,2,154235,0.0525424289377558,0.15300635611564,0.731501760949239
334,2,155527,0.163187253695174,0.165871398199356,0.325878864347594
335,2,159870,0.0532736816848245,0.149139853450982,0.721150889791614
336,2,161229,0.0832514648406955,0.151391541880905,0.582730029719236
337,2,161451,-0.38035482027155,0.323677338495734,0.24074477565389
338,2,161451,0.360597637860316,0.324783144239523,0.267637547591266
339,2,162696,0.171993604330935,0.150526586031627,0.253973765807105
340,2,163284,0.185606959016709,0.148478042424306,0.212104485660316
341,2,164166,0.116573239104445,0.150059770831544,0.437770245471052
342,2,165270,0.0915534375473601,0.148845211048772,0.538890543083433
343,2,165675,0.0896792246992377,0.151310879124465,0.553773508277801
344,2,166404,-0.803833256301548,0.39001012506006,0.0400295810522893
345,2,168012,0.0767327276857857,0.182947178607795,0.675160256327867
346,2,168062,0.0581713264797759,0.149993867264045,0.69837951918062
347,2,168518,0.0477529625541848,0.149145150395944,0.749023001123407
348,2,168980,0.0815863729821917,0.149032739042769,0.584422929508059
349,2,169651,0.0927093741290135,0.149085167831647,0.534438554874724
350,2,169902,0.346693284095482,0.248644629729663,0.164094156554257
351,2,169960,0.160801272351115,0.232082738389948,0.488851832042076
352,2,170725,0.168038031059152,0.149164442895726,0.26070701693593
353,2,171254,0.24112484833725,0.14912292550654,0.10678154196552
354,2,172242,0.134883998320726,0.147730567054848,0.361844373732752
355,2,173254,0.0790270598289525,0.146711233527676,0.590462934635848
356,2,173340,0.101771117913945,0.14665375373571,0.488166787997742
357,2,173385,0.103337346150505,0.146785899069239,0.481896595823161
358,2,173973,0.10475643023151,0.146392554347148,0.474720205782684
359,2,174714,0.107028512162667,0.375588671917002,0.775840338453347
360,2,177341,0.176130382439455,0.145698260112495,0.227521552251861
361,2,180314,0.10709256698326,0.145937248865138,0.463541813553348
362,2,180339,0.110931016339308,0.146298404391076,0.448806233259
363,2,182758,0.15907191366439,0.145646525969281,0.275499758820177
364,2,183619,0.0969085614598347,0.14637605770201,0.508369862266084
365,2,183913,0.0979834273505714,0.150085988104452,0.5142788290878
366,2,184146,0.112090069493419,0.15106605414891,0.458584514109717
367,2,187176,-0.0101027719113396,0.147263325630672,0.945344117259114
368,2,191066,0.0700009511099543,0.148318390229512,0.63724404074451
369,2,191124,0.589451676944371,0.184808099959092,0.00155259407393524
370,2,191128,-0.522729825179785,0.170301538848936,0.00231066051655297
371,2,191599,0.0124204653872321,0.146307949815912,0.932394883255818
372,2,191762,0.0358543925963071,0.152088787818065,0.813766133093364
373,2,191763,0.00844891628187006,0.146888219255097,0.954164029765613
374,2,191959,-0.00854541217096372,0.146529798520041,0.953527853455928
375,2,192390,0.0257841403928952,0.150567721234681,0.864128351395004
376,2,195759,0.145733097497103,0.147584999348404,0.324097460173671
377,2,196912,0.123632079293933,0.145249262530124,0.39525093238529
378,2,197598,0.249983085152545,0.474653389259648,0.598757372990912
379,2,198110,0.12403169196433,0.146120522269686,0.396550346663888
380,2,198283,0.144937164411877,0.150672901797705,0.3367419503699
381,2,198805,0.119915778432258,0.146760875611406,0.414432249149817
382,2,198891,0.1363971888466,0.145574433004683,0.349420529206954
383,2,199248,0.122817283464924,0.145941887426168,0.400610047259617
384,2,201782,0.0972674662564989,0.145816816569805,0.505174411153168
385,2,203285,0.188951831047066,0.144994647099551,0.193368079268049
386,2,203783,0.126418938486347,0.144873870424148,0.3834667782748
387,2,204179,0.132450318057316,0.145209951094668,0.362322903513366
388,2,205406,0.103802323055375,0.146770715339901,0.479883114389883
389,2,205834,0.0984720278769571,0.146077208452737,0.500682913526682
390,2,205965,-0.00908972802084218,0.15971861618432,0.954648381626907
391,2,207192,0.0768866344320656,0.14597716964693,0.598730552766642
392,2,207561,0.0767989628388305,0.145331557202386,0.59752626093119
393,2,208682,0.035142346734417,0.145132391328231,0.80881235324503
394,2,210102,0.0622463506235267,0.145481570728473,0.669010927739049
395,2,212519,0.311450504701559,0.309274029088363,0.314606601362739
396,2,214801,0.045931035823606,0.145491827280116,0.75242061909793
397,2,215016,0.0421821790335197,0.145412007162051,0.771919766339739
398,2,218876,-0.0224224981217174,0.146928006666624,0.87879402189012
399,2,227511,-0.0852195333117199,0.14790328925261,0.564857880438288
400,2,230378,-0.0029320919922986,0.146107986515981,0.984000482270667
401,2,231943,-0.0250768142782851,0.146520889972738,0.864205149685224
402,2,232156,-0.0426468670102846,0.146449315975059,0.771065079698201
403,2,232789,-0.00921619690878361,0.145947442788707,0.949684896293454
404,2,238524,0.0165673217555535,0.146150997143832,0.909811517697762
405,2,241518,-0.0481747705788776,0.147400175772998,0.743990320532245
406,2,250396,-0.161576497728847,0.146164722259729,0.269721329672094
407,2,250466,-0.152269412455921,0.146141238649352,0.298155696143315
408,2,252305,-0.188812765619668,0.14640926271903,0.198025844766534
409,2,254571,-0.158441526398051,0.14857583023237,0.286970873055757
410,2,254742,-0.17101699734594,0.148401695844046,0.249939639815201
411,2,254908,-0.170441288641827,0.149541381127625,0.255159066596647
412,2,255033,-0.190272969675497,0.175301523465598,0.278483454606251
413,2,255862,-0.194698210726817,0.148552817114213,0.190833873491681
414,2,255975,-0.179292593027341,0.148069001201943,0.22675456631868
415,2,258311,-0.308491227639642,0.144999467814304,0.0340684581479512
416,2,259284,-0.211937768131781,0.145982321068601,0.147444183123955
417,2,266330,-0.157299660209303,0.146808527064169,0.284694045800256
418,2,267100,-0.153412849467025,0.146809443815325,0.296747520638293
419,2,268086,-0.123490835963464,0.146900090288551,0.401115849880695
420,2,274614,-0.0800840551335656,0.146091488762,0.583916570973883
421,2,274729,-0.125244190885052,0.146801787062995,0.394153711723662
422,2,275746,-0.033945462679534,0.146877795759725,0.817360412210579
423,2,277029,-0.0602518279058294,0.1461711370716,0.68044261346598
424,2,277741,-0.0615766102742256,0.146226986494455,0.673936207982149
425,2,278218,-0.0808637184684988,0.145936081409267,0.579858738952147
426,2,278379,-0.0742023422705732,0.14956051277899,0.620107289791104
427,2,279910,-0.11976431214507,0.145808996833101,0.411985335000069
428,2,280616,-0.0968693615639626,0.152239376644435,0.524995625911536
429,2,283431,-0.11641150194876,0.147956145865569,0.431928406368531
430,2,283573,-0.0807990929553154,0.146246226903484,0.580964606479519
431,2,286762,-0.101783431381729,0.146583880559689,0.48790700746302
432,2,287187,-0.158957128742089,0.145754193149942,0.276200021775094
433,2,288379,-0.068174390437318,0.144847669114814,0.638172336005159
434,2,294941,0.0349888162919714,0.144967826584833,0.809419550767812
