SNP,Chr,Pos,Effect,SE,HNM1_MAM33_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
170,1,192315,-0.264606110682136,0.218897255223307,0.227543300149781
171,1,192795,0.0874415883515753,0.154450754206907,0.571654652634833
172,1,194020,-0.0612030013858091,0.16272445514255,0.707057833750377
173,1,194187,0.0275796597206178,0.15464190844177,0.858554099717687
174,1,194867,-0.114431408797047,0.154444668943361,0.459233480297523
175,1,197325,-0.0289941592652868,0.158328805428969,0.854804098657245
176,1,197392,-0.0441489856704013,0.160354350979194,0.783230403295853
177,1,198857,-0.390108069696004,0.740846869305088,0.598822622196076
178,1,206666,-0.00699790576712367,0.173831670906244,0.967911157605755
179,1,206675,-0.0578432819104897,0.226293192346685,0.798399237134288
180,1,223051,-0.0524362904403852,0.179097515680612,0.769861828304861
181,1,223059,-0.180146450926617,0.185748714482664,0.332790507354072
182,2,7366,0.0674611493555766,0.224146892162039,0.763615724614407
183,2,8180,0.373391059887414,0.308002586969743,0.226208907530565
184,2,8187,0.22950566489353,0.320725902765132,0.474722572531795
185,2,8250,0.364029703026924,0.315615719041527,0.249528507223891
186,2,8253,0.399373904729769,0.315494605586205,0.206395847342034
187,2,8285,0.208135555524731,0.171076348980029,0.224560213185068
188,2,8302,0.102676670257986,0.160380682591807,0.522454022269616
189,2,8306,0.102676670257986,0.160380682591807,0.522454022269616
190,2,8314,0.0907686250909455,0.157107476916878,0.563802197637082
191,2,8317,0.101991815385157,0.160674766154073,0.525988431714306
192,2,8328,0.0924654192277944,0.159971513689529,0.563624699099326
193,2,8331,0.0831977535004255,0.15968492697917,0.602685127409162
194,2,8498,0.137494641727335,0.156780839365697,0.381090537583614
195,2,8651,0.133269139049997,0.156938279850435,0.396355623939418
196,2,9418,0.0234837095144211,0.399540536656163,0.953163155405078
197,2,9812,0.156599420603128,0.157811987376131,0.321722916739437
198,2,9932,0.136032032453791,0.157242490013771,0.387566008045965
199,2,10135,0.128668144799333,0.15665665376567,0.412007822704483
200,2,11616,0.149734981266772,0.156436963287148,0.339142280506239
201,2,12133,0.141842434505992,0.15708123338594,0.367148139996353
202,2,12194,0.166271667235727,0.157622426174435,0.292204785700657
203,2,12359,0.148458913531833,0.157210640707597,0.345646312923885
204,2,13061,0.136189754029053,0.157230506863657,0.386980371696982
205,2,14298,0.11791535812748,0.157769267511593,0.455325029089835
206,2,15222,0.143151167199879,0.159251581150615,0.369318931973619
207,2,17986,0.193277493119559,0.156301672834488,0.217069960878613
208,2,19770,0.103412747487639,0.157626762948825,0.512212366244723
209,2,19836,0.103036305615233,0.157193878932957,0.512590361546812
210,2,19851,0.123442295465585,0.157613152285778,0.434036016063587
211,2,21595,0.0794150938115585,0.157041621900324,0.613386709713878
212,2,22385,0.104186041761946,0.157149339927488,0.507779405684607
213,2,23441,0.145091043301082,0.158586504502655,0.36086782506616
214,2,24209,0.123649083242488,0.15732946296789,0.432438930938301
215,2,24341,0.141651291424988,0.157659344379752,0.369550490639337
216,2,26815,0.142274223248771,0.15746839128788,0.366871573720853
217,2,28209,0.0757610189437444,0.157651849974624,0.63112762724275
218,2,28695,0.0742466856556701,0.164708156566791,0.652426874522744
219,2,35849,-0.109552402606543,1.68906449002871,0.948322334178739
220,2,35850,0.796848614985716,2.06533427944658,0.699861912628788
221,2,41245,0.0657824113186805,0.157059474288911,0.675589559326432
222,2,43214,0.00217110218952699,0.159645457518695,0.989157167153397
223,2,47104,-0.0829956431956792,0.155132096821888,0.59298682646649
224,2,50915,0.0508135999232884,0.156696472353157,0.745917797059748
225,2,55834,0.00740540373114229,0.155995138137255,0.962163878809458
226,2,56422,0.0506490111900515,0.156251272093655,0.746015674304265
227,2,57715,0.0749526178029557,0.155708280575262,0.63055489916479
228,2,59046,0.0334046057103824,0.156537220924894,0.831140351959821
229,2,59191,0.0510574551717582,0.155627257853553,0.743049255973181
230,2,59383,0.0451687591760803,0.155677245743901,0.771876732077537
231,2,59477,0.0289880189092383,0.158030923934253,0.854563935167554
232,2,59755,0.178967775824278,0.354958737835373,0.614440173567464
233,2,60471,0.0615464152631912,0.15587108757385,0.693188671492106
234,2,60478,0.0626858479460334,0.15604774910244,0.688140996603977
235,2,60786,0.0800497990333099,0.155768511738291,0.607641820362707
236,2,61035,0.101480959671486,0.155721886460112,0.515031178322108
237,2,61071,0.063815248468878,0.155071497210351,0.680939952720494
238,2,61675,0.0749502484383786,0.15550407591654,0.630117045997888
239,2,62776,-0.0195423561505591,0.162358162085785,0.90426192826004
240,2,62939,0.0675549439206674,0.155244719364535,0.663718522375494
241,2,63527,0.117853982551986,0.155742977550637,0.449721775528565
242,2,63857,0.0592095595356824,0.155873651862429,0.704280657475486
243,2,65527,-0.090815107501514,0.155316313855951,0.559115792912632
244,2,67007,-0.0090973316825336,0.17108415652054,0.957622872069841
245,2,67023,-0.147902502736487,0.353705677549681,0.67609072914997
246,2,67024,-0.210150070864945,0.354910316553483,0.554148207814372
247,2,67976,-0.0291875807850017,0.157622020514471,0.85319850642119
248,2,69628,0.00512675168994026,0.160240807552911,0.974494881278786
249,2,71825,0.111013067111726,0.309806933669411,0.720310683922358
250,2,72389,0.251699953842518,0.15608373608704,0.107726005990049
251,2,72392,0.181424759106288,0.157426961180312,0.249921104366291
252,2,73646,0.205338449111502,0.154102144423394,0.183561105610098
253,2,74564,0.19762352917625,0.153826668152063,0.19973405453643
254,2,74739,0.215431534338223,0.154267299177484,0.163446780828199
255,2,79931,0.32527416164388,0.173498133008522,0.0616458591671994
256,2,80748,0.227893091625742,0.160423864860389,0.156324898584976
257,2,80873,0.228802089799482,0.154582968423277,0.139731847969318
258,2,81501,0.252434247888774,0.154452794343474,0.103070950863778
259,2,83526,0.207516657874591,0.154401025875602,0.179808029276068
260,2,83845,0.240005227218444,0.154415205270422,0.12101252827331
261,2,84412,0.0054268182100099,0.390472245307548,0.988919137363227
262,2,84412,0.27406076129486,0.194984260798254,0.160736331328818
263,2,84447,0.24937896154492,0.156358566103014,0.111625646074748
264,2,87391,0.28866854527037,0.15349145085641,0.0608382779747061
265,2,87562,0.301700209641937,0.153812935270475,0.0506092800995086
266,2,87849,0.295717638388252,0.153831121741342,0.0553659283163729
267,2,87878,0.291873645362181,0.154519765670871,0.0597236484596998
268,2,88125,0.374478391126806,0.171539868205945,0.0296911126322464
269,2,89785,0.313910330330698,0.15441475752233,0.0428101503476257
270,2,93441,0.264322498764411,0.159332677067701,0.0980171420788576
271,2,93588,0.237012123191861,0.165087663026963,0.151980531751525
272,2,93721,0.248461136608205,0.154281290499314,0.108195103688798
273,2,93952,0.230427572068265,0.153916235376976,0.135261539895113
274,2,95085,0.264698393871551,0.153976398629496,0.0864757006951432
275,2,103188,0.20680266356237,0.157990064216797,0.191399385116765
276,2,107124,0.204077861359833,0.154314699496292,0.186865061390764
277,2,111645,0.269750175017232,0.154128307479304,0.0809584287607594
278,2,111916,0.231872310316699,0.154668857966573,0.134727654979062
279,2,111931,0.234555891517351,0.154895421326016,0.130848282651023
280,2,111999,0.273697148963364,0.154152880664517,0.0766782536196349
281,2,114528,0.214865204527532,0.155310223723437,0.167398673586216
282,2,116024,0.266134920583916,0.155456979641389,0.0877837559875133
283,2,119244,0.103086216688941,0.170042470171273,0.54474632623785
284,2,119246,0.157527724705424,0.171741240140488,0.359643767863936
285,2,119247,0.256310311091493,0.172649151666433,0.138549298871725
286,2,120090,0.0214570090309562,0.155480277772478,0.890315389915374
287,2,120291,-0.0168910004841382,0.157259978273367,0.914526222292907
288,2,120726,-0.00741252079858346,0.156353444543532,0.962214268216673
289,2,121716,0.0847283843624274,0.156111244675801,0.587648827608312
290,2,123100,0.046772444844303,0.156371987771647,0.765032039204107
291,2,124677,-0.00548056290802257,0.156176094358894,0.972026055049656
292,2,127636,-0.38118215204432,0.196483550421646,0.0531733276647161
293,2,127887,0.0756731550501175,0.157195555966218,0.630534062833747
294,2,128935,0.063182152205091,0.157062498512451,0.687725895067473
295,2,129053,0.0543313029037806,0.157550166305959,0.730411903450981
296,2,130040,0.0120074451057779,0.158537186653935,0.939669667047187
297,2,130976,-0.0482693115811166,0.157226157582133,0.759020130357098
298,2,132199,0.000817500063005072,0.157975953773601,0.995874017773676
299,2,133355,0.00895567163724409,0.15904388396425,0.955127158738598
300,2,133435,-0.0382845580620268,0.159375257222521,0.810301901835161
301,2,133943,0.159532690107111,0.186415246481218,0.392693309818113
302,2,135183,-0.0456670234399086,0.159458037080194,0.774748224550941
303,2,135402,-0.0447588905013707,0.159434673517272,0.779078137773643
304,2,135898,0.0106199018394686,0.160297109693496,0.947215211054252
305,2,135912,0.00419639321705612,0.160416353924316,0.979144992378841
306,2,135925,0.00465879760115007,0.159689641415221,0.976742244114444
307,2,136002,0.0110906589573556,0.159569257467147,0.944628017119565
308,2,136173,-0.00540769569578847,0.160699027650687,0.973174409396044
309,2,138209,0.0643478363027903,0.165376406001194,0.697437331965474
310,2,138318,0.0151029862769878,0.164939893559395,0.927094323256169
311,2,138695,-0.00675660220344598,0.162114448704263,0.966778973996539
312,2,138818,-0.00651465335441381,0.161817182069237,0.967909127295106
313,2,139728,0.0272464100043823,0.161520942808391,0.866139814407035
314,2,140174,-0.0358226433414153,0.161516199451264,0.82460578160758
315,2,140863,-0.0170466662577318,0.161459567723434,0.915976716052346
316,2,141152,-0.0299287920723277,0.161909100825083,0.853453353121526
317,2,141292,-0.051480978403919,0.160729375601453,0.748933451773317
318,2,141545,0.00162059946620463,0.161535776157031,0.992001065311177
319,2,145823,0.180234910132807,0.167419794329078,0.282418856886997
320,2,145934,0.0899121571489365,0.276265889798056,0.745029440332221
321,2,145980,0.19144029374112,0.16893383841009,0.257888242904814
322,2,146723,0.139417325740282,0.161073607030231,0.387324622764563
323,2,147946,0.114023474723097,0.16260828307103,0.483630428620135
324,2,150394,0.0697619964351293,0.177220598141157,0.694080835504595
325,2,151274,-0.423300949604034,0.27675954793518,0.127038610856335
326,2,151397,0.19681876645576,0.162791593668694,0.227463210515653
327,2,153035,0.0871324998007701,0.161285814926696,0.589374543662052
328,2,153228,0.00952003314796146,0.162529067903882,0.953324291663638
329,2,153455,0.00105827305398742,0.163756570792909,0.994847375913903
330,2,153732,0.057514110961657,0.169280407291916,0.734242004247066
331,2,153815,0.101037649131073,0.163039632371469,0.535847076891551
332,2,154160,0.00373291455698554,0.161418944213655,0.981563129002636
333,2,154235,0.0147845315187398,0.163029059180789,0.927793149351768
334,2,155527,0.0889630351998436,0.176888105264154,0.615324343288651
335,2,159870,0.045388259991691,0.15889494505858,0.775314135659964
336,2,161229,-0.0637028358794196,0.161316848122933,0.693160619460555
337,2,161451,0.224736034115862,0.345292964147252,0.515562801064967
338,2,161451,-0.110687090332982,0.346557893024666,0.749619796647327
339,2,162696,-0.0399979258574157,0.160644105273403,0.803517411887058
340,2,163284,-0.0178213680973049,0.15852643167174,0.910555164862696
341,2,164166,0.0250416399274602,0.159995662300439,0.875716969891702
342,2,165270,0.0521624875211573,0.158631361236511,0.74248043143675
343,2,165675,0.0496316600977376,0.161256023739637,0.758429932074478
344,2,166404,-0.515897495423122,0.417082880584149,0.216939620841966
345,2,168012,0.0917812253804415,0.194888223128878,0.637972395866871
346,2,168062,0.0168147816679891,0.159825943828141,0.916271441978796
347,2,168518,-0.0362042689382187,0.158901624773493,0.819901940010672
348,2,168980,0.0292522154066757,0.158830233520289,0.853983617785553
349,2,169651,0.0851912823696177,0.158848606796327,0.592085655239584
350,2,169902,0.0731123428914557,0.265590917829085,0.783260814704677
351,2,169960,0.0356194102545686,0.247407736610489,0.885605935841348
352,2,170725,0.0224694206002993,0.159191692441078,0.887834372513994
353,2,171254,0.00922424213351447,0.159453052755349,0.953901426930428
354,2,172242,0.0669817448243606,0.157528618854746,0.670947301577283
355,2,173254,-0.0297015809143721,0.156353520513062,0.849446325439873
356,2,173340,-0.0286776872539132,0.156335138556313,0.854560271299657
357,2,173385,-0.0202248020291429,0.156482871114113,0.897236522932215
358,2,173973,-0.0339636810155368,0.156060394956525,0.827841865535173
359,2,174714,0.356303746810014,0.39972591089436,0.373337781831885
360,2,177341,0.0322009165115844,0.15552964516597,0.836097701827603
361,2,180314,-0.0335431042674186,0.155581032216839,0.829424906586516
362,2,180339,-0.0177292472432491,0.155981506941521,0.909569959922925
363,2,182758,-0.00298014488170995,0.155424875479741,0.98471298640372
364,2,183619,-0.00883862329761675,0.156036288961053,0.954860302450601
365,2,183913,-0.0698660741623026,0.159945826776435,0.662515592705205
366,2,184146,-0.0453119093524393,0.161044049230835,0.778596505299417
367,2,187176,-0.117012441706003,0.156762837306424,0.455904684755429
368,2,191066,-0.0302473299560655,0.158051104782241,0.84834034776503
369,2,191124,0.347682122448172,0.198840993109343,0.0812392164503054
370,2,191128,-0.293089728703589,0.183171109541093,0.110473826635861
371,2,191599,-0.119164413130419,0.155740152756272,0.444694099363068
372,2,191762,-0.101321049381816,0.161949203621149,0.531958812008027
373,2,191763,-0.113532571395469,0.156369860072521,0.468288310943271
374,2,191959,-0.118273752613856,0.155977773255311,0.448793440018546
375,2,192390,-0.118172497419893,0.160289067068715,0.461462412057927
376,2,195759,0.0380939815254724,0.157432091220877,0.80894323703483
377,2,196912,-0.0304545642376929,0.154890025141757,0.84423762617364
378,2,197598,0.759378279224487,0.504248464529191,0.13297159543902
379,2,198110,-0.0686610662168875,0.155783911439251,0.659667005248011
380,2,198283,-0.0158082518382032,0.160725854159791,0.921705932483057
381,2,198805,-0.036106916678256,0.156486157645339,0.817653935899113
382,2,198891,-0.0342261399321009,0.155268251323734,0.825661912396903
383,2,199248,-0.0782125600146744,0.155577877597574,0.615472602890977
384,2,201782,-0.0564401384135187,0.155413278356117,0.716701522880141
385,2,203285,0.0442636539941512,0.154821737080752,0.775121821903304
386,2,203783,0.0695280505800524,0.154461924659231,0.652892525219765
387,2,204179,0.0693799465395611,0.154836082027109,0.654365708408052
388,2,205406,0.0337308594102297,0.156461098825132,0.829434795419435
389,2,205834,0.0263461974423271,0.155715659777783,0.865740747853555
390,2,205965,0.0389576236136655,0.170142716813662,0.819024620713972
391,2,207192,0.0527062011218746,0.155551065716924,0.734935225970607
392,2,207561,0.0622842955487387,0.154853214339935,0.687769190485737
393,2,208682,0.0603259090604347,0.154594787448641,0.696609561401293
394,2,210102,0.0136587586494369,0.15502576071266,0.929842086149402
395,2,212519,0.363594455590828,0.329386816990778,0.270409029067234
396,2,214801,0.0371410707526212,0.155007482779193,0.810773039979065
397,2,215016,0.00822623221506236,0.154931017908077,0.957685376663725
398,2,218876,0.0293929232089488,0.156525573010844,0.851154248544656
399,2,227511,0.0864690298754962,0.157574115958982,0.583522915985503
400,2,230378,0.0300235667317534,0.155646513267433,0.847151465760532
401,2,231943,0.0291551863600343,0.15609327285653,0.851940001491572
402,2,232156,0.0241518946038747,0.156031702971327,0.877076615895857
403,2,232789,0.0541519188671996,0.155457755890915,0.727793643049321
404,2,238524,0.101878275840922,0.15560883429044,0.513082433587294
405,2,241518,0.0880546681151506,0.156985061718609,0.57521398295145
406,2,250396,0.00667662170816308,0.155983956446758,0.965882566484982
407,2,250466,0.0348267970562687,0.155918256752847,0.823380068002458
408,2,252305,0.0390135103083828,0.156328799498817,0.803072320742376
409,2,254571,0.00810390730771005,0.15853788804927,0.959261573169014
410,2,254742,0.0579766770143433,0.158365254595035,0.714513732003402
411,2,254908,0.0527505934891168,0.159580530632266,0.741174613275833
412,2,255033,0.0122274035812973,0.187065906501615,0.947921069877827
413,2,255862,0.0208397140581165,0.158639915660399,0.895561502909007
414,2,255975,0.0223577133023438,0.158066555375304,0.887599145201895
415,2,258311,-0.0797907921792862,0.155402887850989,0.607961472935643
416,2,259284,-0.107106708958129,0.155880155247173,0.492464989092375
417,2,266330,-0.0995201196934763,0.156565481689432,0.525419463255691
418,2,267100,-0.0772625569111618,0.156589652546225,0.622031289306061
419,2,268086,-0.0843864000437902,0.156590658874554,0.590296893800719
420,2,274614,-0.0205647752855129,0.155699434966571,0.894996296325003
421,2,274729,-0.0107778801508507,0.156553864537644,0.945152337681117
422,2,275746,-0.00207698884304741,0.156486534541729,0.989417777432754
423,2,277029,-0.0244757134740221,0.155753928685113,0.875221617155425
424,2,277741,-0.00230704711463048,0.155820477484197,0.988195475195763
425,2,278218,-0.0131932708296389,0.15553750294244,0.932449615393009
426,2,278379,-0.0275171477542047,0.159381553942375,0.863025875706084
427,2,279910,-0.0103302650993523,0.155483499856611,0.94706543783887
428,2,280616,-0.0509634428539392,0.162256952081015,0.753637488402333
429,2,283431,-0.043018895563151,0.15774507877837,0.785234460748314
430,2,283573,-0.0700543702722685,0.1558246439551,0.65329512168132
431,2,286762,-0.166866154550617,0.156015639723932,0.285553780957628
432,2,287187,-0.186657525561853,0.155221480824111,0.229966633935775
433,2,288379,-0.192098865762643,0.154021383111397,0.213142925527371
