SNP,Chr,Pos,Effect,SE,SSH1_PIS1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
169,1,192305,-0.14636491546163,0.109955065172279,0.184004013022998
170,1,192315,-0.090690803812012,0.124953755626824,0.46844540144931
171,1,192795,-0.0892631298007398,0.0879610334746289,0.310894736241555
172,1,194020,-0.00357743107165487,0.092784343393301,0.969265852835393
173,1,194187,0.00489116008092232,0.0881618423062456,0.955787982491315
174,1,194867,0.054793896257094,0.0880659718376727,0.534217643167402
175,1,197325,0.00957441364587414,0.0902629299314578,0.915585090133544
176,1,197392,-0.0233646459285587,0.0914161605439915,0.79841976836994
177,1,198857,-0.0989555371678055,0.422474973550394,0.814943641378064
178,1,206666,-0.13980800950048,0.0988184078501432,0.158009444417075
179,1,206675,-0.203157922571597,0.128563234649973,0.114952569066105
180,1,223051,-0.0641791094509363,0.102055151546872,0.52984289806865
181,1,223059,-0.109370822194594,0.105872691478009,0.302291966817446
182,2,7366,0.061308287510407,0.127756382144571,0.631606839237877
183,2,8180,-0.0887817399954489,0.175887777123895,0.614039867668512
184,2,8187,-0.182339260055429,0.182714419205941,0.318988759355987
185,2,8250,-0.213005224588153,0.179908060646509,0.237222713276696
186,2,8253,-0.236699787805941,0.179824148968692,0.188932527737897
187,2,8285,-0.0239221938529245,0.0977231641127275,0.806756990569045
188,2,8302,-0.0401851870368535,0.0914578726525589,0.660651683008787
189,2,8306,-0.0401851870368535,0.0914578726525589,0.660651683008787
190,2,8314,-0.0267005029650551,0.0895948915693704,0.765868050943437
191,2,8317,-0.038910911509449,0.091626326361008,0.671336295482112
192,2,8328,-0.0665268040396899,0.0911709691194584,0.466061871176732
193,2,8331,-0.0678278580125037,0.0909965900099303,0.45653260125499
194,2,8498,-0.0537028651468578,0.0894292635260897,0.54855398457108
195,2,8651,-0.0432488838107346,0.0895291183343512,0.629345080665054
196,2,9418,0.460896779420169,0.226446316609548,0.0425625320971813
197,2,9812,-0.0114093837687168,0.0900887985850539,0.899292712270524
198,2,9932,-0.00894763880399929,0.0897345066879973,0.920629295803086
199,2,10135,-0.00933671767209687,0.0893907333713158,0.916872846652829
200,2,11616,-0.0315211076175657,0.0892814712431548,0.724259299166043
201,2,12133,-0.0109889566110377,0.0896503212430527,0.902512801125682
202,2,12194,0.00302205406190614,0.0899987614519265,0.973231974002202
203,2,12359,-0.0115148761905042,0.0897336774812949,0.8979666026858
204,2,13061,-0.0205328553335358,0.0897225111108911,0.819119250355477
205,2,14298,-0.0225875944042302,0.090004205015285,0.801989855994319
206,2,15222,-0.0193815052373849,0.0908841286590395,0.831251089455358
207,2,17986,-0.0428429590413957,0.0892681130718026,0.631570318427486
208,2,19770,-0.00757251434749628,0.0899137241993344,0.93292943069195
209,2,19836,-0.00875463840573021,0.0896663900710497,0.922277008934158
210,2,19851,0.00273708027017516,0.0899300165786179,0.975736798059762
211,2,21595,-0.00236102270199789,0.0895586177243274,0.978982801647592
212,2,22385,0.00211934163289573,0.0896433779041318,0.981151592009388
213,2,23441,-0.0498277647900605,0.0904752536347189,0.582164650290603
214,2,24209,-0.0329159895426991,0.0897517143713193,0.714028994631218
215,2,24341,-0.033543206613674,0.0899634296820506,0.709481035483248
216,2,26815,-0.0389170012755014,0.0898494419368389,0.665180720911184
217,2,28209,-0.00161628058723723,0.0899035148244942,0.985666603545876
218,2,28695,-0.0883102134371136,0.0938061599218512,0.347137724357579
219,2,35849,1.19255509750627,0.9608132705585,0.215358477617556
220,2,35850,-1.92569817248705,1.17318526071106,0.10159936664194
221,2,41245,-0.0872205834893971,0.0894383083833392,0.330126951557699
222,2,43214,-0.0174397018989099,0.0910059683633434,0.848140257692058
223,2,47104,-0.116333699170147,0.0882566154833051,0.188314793477382
224,2,50915,-0.163164245131388,0.0889197524726399,0.0673528164590298
225,2,55834,-0.150650603788776,0.0885677665554907,0.0898303490619332
226,2,56422,-0.207121284414738,0.0884042888862239,0.0196899028076024
227,2,57715,-0.186131991615909,0.0882409241476655,0.0356170694232849
228,2,59046,-0.177753213630608,0.0887415992437343,0.0459368483590217
229,2,59191,-0.166305686825862,0.0882909129593567,0.0604394731166441
230,2,59383,-0.157604639520575,0.0883617846168993,0.0753429639254932
231,2,59477,-0.171724935582549,0.0896297379587797,0.0561805788961194
232,2,59755,-0.377952753161686,0.2014256965109,0.0614268673210823
233,2,60471,-0.161223800084173,0.0884633924880228,0.0692262836743196
234,2,60478,-0.162931374305472,0.088556436374265,0.0666283571365601
235,2,60786,-0.141024245310919,0.0885160462352334,0.112009098585675
236,2,61035,-0.16845257594529,0.088373670661993,0.0574439803173886
237,2,61071,-0.135876485840669,0.0881281203558757,0.124016621328107
238,2,61675,-0.0967283717112245,0.0885293529867256,0.275308606144214
239,2,62776,-0.106608446506914,0.0923849482399568,0.24929762823932
240,2,62939,-0.119196185570499,0.0882980198161911,0.177903259283088
241,2,63527,-0.136543607380252,0.0885602424197416,0.124014225228114
242,2,63857,-0.165434529836992,0.0884413664254474,0.0622339151513449
243,2,65527,-0.190203433872364,0.0880052320244965,0.0313460594833767
244,2,67007,-0.265990682854757,0.0964990742164128,0.00614751638361127
245,2,67023,-0.496309058044647,0.199953099689283,0.0135244853374447
246,2,67024,-0.492179653193045,0.200725548900744,0.0146900503948156
247,2,67976,-0.186900090758617,0.0893092185848824,0.0370868253403262
248,2,69628,-0.155436304750445,0.0909748166348954,0.0884107530181427
249,2,71825,-0.216864119729534,0.176269335845085,0.219404108567883
250,2,72389,-0.180041882895315,0.0887917611366788,0.043343003227271
251,2,72392,-0.1148633120027,0.089706547487489,0.201233254694986
252,2,73646,-0.11073193951514,0.0878737820425116,0.208456708463061
253,2,74564,-0.0497702390096369,0.087858348822979,0.571425634825047
254,2,74739,-0.0528212305366603,0.0881424655277273,0.549376539976848
255,2,79931,0.0171480444696969,0.0993948206180383,0.863124052236637
256,2,80748,0.0946894118325794,0.091576896730552,0.301849616369886
257,2,80873,0.0198051414027215,0.0883914034517412,0.822838800810912
258,2,81501,0.0100528522085609,0.0883813412782904,0.909505350079778
259,2,83526,-0.0212266734468208,0.0882386224649917,0.810035886843488
260,2,83845,-0.0336876732168528,0.0883115213463414,0.703088422914088
261,2,84412,0.215302499100387,0.222305309438294,0.33345824353358
262,2,84412,-0.0581763601102633,0.111424219118901,0.601917086920552
263,2,84447,0.0411662103141525,0.0894306397678835,0.645573992390346
264,2,87391,-0.0241885081603727,0.0879302602257698,0.783410017397878
265,2,87562,-0.0392701939226291,0.088137446746812,0.656190915234906
266,2,87849,-0.00389627120293076,0.0881536329916505,0.96477105244582
267,2,87878,0.010790114406316,0.0885308230510544,0.903063606802614
268,2,88125,-0.0768095140507368,0.0983644272867214,0.435404186222575
269,2,89785,-0.0371345594359321,0.0885204910577476,0.675104173823793
270,2,93441,0.000455219949826391,0.0911857519775327,0.996019615911355
271,2,93588,-0.0749778579624673,0.0943031334560123,0.427105395695424
272,2,93721,-0.00619921624167381,0.088274564372379,0.944053125976644
273,2,93952,-0.00152016723449772,0.0880226433132658,0.986230828800976
274,2,95085,-0.040524083413026,0.0881191366779603,0.645886651644786
275,2,103188,0.00276231040177177,0.0902851688397031,0.975609505302759
276,2,107124,0.0707928976713276,0.0881088499280818,0.422243294396609
277,2,111645,0.0842399195053537,0.0881318778144702,0.339807509493635
278,2,111916,0.0896077566107385,0.0883251899293298,0.311029084620745
279,2,111931,0.0983590743792145,0.0884342986506474,0.26679715106993
280,2,111999,0.0842447564245277,0.0881570321222793,0.339917453946175
281,2,114528,0.0604003033471606,0.0887207278862934,0.49644983655404
282,2,116024,0.0513057584941181,0.0889481387350028,0.564438619233641
283,2,119244,0.0907635053995755,0.0968678730416886,0.349408134282058
284,2,119246,0.0753133738265982,0.0979408489288627,0.442426518114845
285,2,119247,0.034632481007798,0.0987133918036539,0.725918619754901
286,2,120090,0.0668014887286082,0.088567245842005,0.451204376349806
287,2,120291,0.0650581180409711,0.0895853332636071,0.468188862250803
288,2,120726,0.0731321399783101,0.0890492207803088,0.412055181584834
289,2,121716,0.0498525662645435,0.0889934717745651,0.575710431411789
290,2,123100,0.0306462291104391,0.089140912278383,0.731204900408788
291,2,124677,0.0216040604101462,0.0890255933437961,0.808400075579159
292,2,127636,0.0591601450120613,0.11256285290624,0.599513984286942
293,2,127887,-0.0589067294599799,0.0895886035704198,0.511272032041099
294,2,128935,-0.0506367689905924,0.089518144030588,0.57198478971613
295,2,129053,-0.0306024451284075,0.089816554585721,0.733515822189387
296,2,130040,-0.0495300861460841,0.0903411542183253,0.583862629761301
297,2,130976,-0.0728094858175481,0.0895596466161259,0.416782068646735
298,2,132199,-0.0424871138177827,0.0900305352682735,0.63727623016643
299,2,133355,-0.0821408681649745,0.0905626744522629,0.365022469375034
300,2,133435,-0.089770181781704,0.0907383586610008,0.323179343155997
301,2,133943,-0.0327639274166263,0.106367490227322,0.758244400995171
302,2,135183,-0.0884638422388522,0.0907923862295587,0.330548458701659
303,2,135402,-0.113956342623964,0.0906980834218856,0.209788741365562
304,2,135898,-0.13601956562085,0.0910955186185073,0.136290321286362
305,2,135912,-0.143945212811552,0.0911287482743604,0.115098534815702
306,2,135925,-0.146317766386864,0.0907022632497784,0.107602119260441
307,2,136002,-0.155969142834834,0.0905882906012271,0.0859933482158044
308,2,136173,-0.124289822058193,0.0913722868331607,0.174616508832246
309,2,138209,-0.127243779717459,0.0940544765502841,0.176961991428977
310,2,138318,-0.163075928587658,0.0936285921517362,0.0824263906573942
311,2,138695,-0.1687216487168,0.0919811001187701,0.0674498558650324
312,2,138818,-0.155735555162794,0.0918757920682225,0.0909447018164684
313,2,139728,-0.170017228197407,0.0916378569614668,0.0643844849296784
314,2,140174,-0.170790877841751,0.0916337814290866,0.0631739340913709
315,2,140863,-0.160395702126135,0.0916495744321765,0.0809703017605031
316,2,141152,-0.162621624260522,0.0918988959622949,0.0776619145785853
317,2,141292,-0.158201596766175,0.0912542594568791,0.0838559721129216
318,2,141545,-0.205395531323137,0.0914371291855458,0.0253023685085225
319,2,145823,-0.159063373804884,0.0952236108913911,0.0957227633320514
320,2,145934,-0.346902530216243,0.156431398653918,0.0272182734593761
321,2,145980,-0.185200666211321,0.0959759504134705,0.0544504369315005
322,2,146723,-0.158348700347938,0.0915350408098519,0.0845178490386135
323,2,147946,-0.171099803749422,0.0923161766801549,0.0646576891261059
324,2,150394,-0.249081923293798,0.100178681620735,0.0133668585688913
325,2,151274,0.0586127813262607,0.158266258760877,0.711349144284103
326,2,151397,-0.142095908709282,0.0926881308316618,0.126158262356129
327,2,153035,-0.125258035066582,0.0917418978678517,0.173018550243624
328,2,153228,-0.0654950719416623,0.0925894179100306,0.47980266084283
329,2,153455,-0.135275166483915,0.0930762833709662,0.147006809655677
330,2,153732,-0.0763712664289204,0.0964335158314436,0.428917193638206
331,2,153815,-0.138916216922709,0.0927017844974547,0.134889836223642
332,2,154160,-0.107532979376079,0.0918436177195584,0.242458118853818
333,2,154235,-0.0886306306679172,0.0928208897421642,0.340303686516193
334,2,155527,-0.147878977635723,0.100568963265765,0.142337825190428
335,2,159870,0.0036426879670628,0.0905930870054717,0.967948965295254
336,2,161229,-0.101128595650547,0.0918261975820409,0.271514560660909
337,2,161451,0.0194855495322575,0.196959948392108,0.921248787529763
338,2,161451,-0.271852754319912,0.197063775106499,0.168608775720984
339,2,162696,-0.077743971654455,0.0914945068609642,0.396061193058943
340,2,163284,-0.0893894430220799,0.0902490406726801,0.322620302268793
341,2,164166,-0.0530313246714931,0.0911698053527332,0.561155927019235
342,2,165270,0.0163689648602443,0.0904422151669809,0.856480783203104
343,2,165675,-0.0111406056098518,0.0919392515814124,0.9036225172523
344,2,166404,0.325228547958096,0.237655733191803,0.172030304390311
345,2,168012,-0.0105178456324659,0.111135359832347,0.924654508739487
346,2,168062,0.0176046497460522,0.0911101801479929,0.846894874271433
347,2,168518,0.0167223501375267,0.0905889222266337,0.853651949665045
348,2,168980,0.0254588218887777,0.090540146148654,0.778730791980205
349,2,169651,-0.007441077587927,0.0905924287594545,0.934583557947608
350,2,169902,0.0770694752334382,0.151368743654911,0.610964826694476
351,2,169960,0.00314898910923489,0.141046237058504,0.982200575425443
352,2,170725,-0.00659335432193786,0.0907538781340824,0.942125037968772
353,2,171254,-0.0477549037236826,0.0908658806136859,0.599528269976697
354,2,172242,-0.0525796498275654,0.0897833012286274,0.558499474092576
355,2,173254,-0.00923373399291794,0.0891372118020022,0.917553459371986
356,2,173340,-0.00810740615193806,0.0891267346734065,0.927572061286096
357,2,173385,-0.00156942739638333,0.0892098225550528,0.985973846846194
358,2,173973,0.00861630462653751,0.0889716921912841,0.922905864132098
359,2,174714,0.0587614678746043,0.228110606936227,0.796865136919468
360,2,177341,-0.015797924370718,0.088665732292884,0.858688566501984
361,2,180314,-0.0942689166037003,0.0885574468928532,0.287832333098959
362,2,180339,-0.088757180264466,0.088797988635615,0.318217630169663
363,2,182758,-0.0197175110367993,0.088598439730256,0.824015094264269
364,2,183619,0.00974613307668726,0.0889520551692766,0.912815726519542
365,2,183913,0.0451847818876653,0.0911748397406773,0.620496395928859
366,2,184146,-0.000608234013806608,0.0918182756099696,0.994718334734376
367,2,187176,0.00307771087393804,0.0894377027099133,0.972568236849995
368,2,191066,0.0100152129806728,0.0901048668928726,0.911560068315038
369,2,191124,-0.149542831405371,0.113566530010621,0.188764543595698
370,2,191128,0.140462477368598,0.104533181918244,0.179904643765887
371,2,191599,-0.0155785751193805,0.0888540676202545,0.860922709010371
372,2,191762,-0.0643025311603449,0.0923117467302772,0.486524004087808
373,2,191763,-0.0253403781492353,0.0891996655781146,0.776511019804474
374,2,191959,0.0204869157226552,0.0889855125238175,0.818048321180387
375,2,192390,-0.0417738399559153,0.0914208763051767,0.647995348860917
376,2,195759,-0.0066258353184882,0.0897556322557183,0.941194764390189
377,2,196912,0.0255575971651078,0.0882940584198637,0.772399327800446
378,2,197598,-0.106173671966739,0.288328527031055,0.712916105954194
379,2,198110,0.0592773497270309,0.0887776762777022,0.504757834085614
380,2,198283,0.0163812884075743,0.0916236977632999,0.85820612984099
381,2,198805,0.0655984730721693,0.0891480068391881,0.462318067991232
382,2,198891,0.00993226722621054,0.0885198338803706,0.910725543049909
383,2,199248,0.0526708698926071,0.0886792758494197,0.552927380794558
384,2,201782,0.0197648481767257,0.0886083023778617,0.823618878611784
385,2,203285,0.0405754751921609,0.0882445675396829,0.64593777765904
386,2,203783,0.0662304938815568,0.0880103503639398,0.452233471240521
387,2,204179,0.0517356164586226,0.0882511004045518,0.558094296502899
388,2,205406,0.0900736320853141,0.0890722867029228,0.312593283408107
389,2,205834,0.0781330960175106,0.0886765203593756,0.378861903309908
390,2,205965,0.161729706567052,0.0966194645226382,0.0950393196625814
391,2,207192,0.139497604631035,0.0883796429359927,0.115371542240546
392,2,207561,0.0846643405788387,0.088183882773101,0.337667767069398
393,2,208682,0.0948510396368745,0.0880057174674457,0.281866698468898
394,2,210102,0.125903764912992,0.0881236316944778,0.153969714907025
395,2,212519,0.183771418806996,0.187846153214254,0.328591926101489
396,2,214801,0.111883539546889,0.0881729853335812,0.20530939575308
397,2,215016,0.166044597556449,0.0878801616695088,0.059651711197645
398,2,218876,0.0323558213939846,0.0892199324963557,0.717081605709215
399,2,227511,0.0396172139827345,0.0898434135001199,0.659513002659533
400,2,230378,0.0171982244641555,0.088730914966973,0.84642479373901
401,2,231943,0.00326452240733588,0.0889898762802304,0.97075754269111
402,2,232156,-0.00450305694405972,0.0889532448022992,0.959654774494613
403,2,232789,-0.044790445832092,0.0886065193149134,0.6135243651982
404,2,238524,-0.0342617562963183,0.0887445891004274,0.699676299129744
405,2,241518,-0.0156576168250814,0.0895300343931678,0.861268885520455
406,2,250396,-0.116713892902355,0.088706313153461,0.189117265185909
407,2,250466,-0.0668120531809773,0.0888210002373999,0.452425994551333
408,2,252305,-0.0874890629422035,0.0890060524119917,0.326302147800368
409,2,254571,-0.0486692837800757,0.0903424795325075,0.590419757466654
410,2,254742,-0.0431727896142646,0.0902687551074944,0.63275448417983
411,2,254908,-0.0402073708066926,0.090962573592306,0.658744659578704
412,2,255033,0.0431761718829213,0.106618409441823,0.685752336340875
413,2,255862,-0.016737297180655,0.0904352618801131,0.853276575082723
414,2,255975,-0.0624033384691245,0.0900519002889502,0.488783523113797
415,2,258311,-0.0787209886020833,0.0885260514680234,0.374479184021957
416,2,259284,-0.0696539931030521,0.0888462462474647,0.433575511672871
417,2,266330,-0.0747373791850577,0.0892172764519456,0.402765603656869
418,2,267100,-0.080755987706832,0.089195900453137,0.36588279840608
