SNP,Chr,Pos,Effect,SE,SSH1_ERG11_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
88,1,113135,-0.117769313902412,0.153815170298965,0.444393395150549
89,1,114076,0.00914602665918859,0.153942068095456,0.95265746858298
90,1,114628,0.00246558301293021,0.154332230253303,0.987262712283642
91,1,116283,-0.0248718821301135,0.155185020242501,0.872758140024969
92,1,126880,-4.93480533341154,2.89995069856744,0.0896947537093676
93,1,127853,-0.0217300781735577,0.154897400956271,0.888513316448714
94,1,128302,0.0142704670804256,0.154304848367743,0.926367317165542
95,1,128704,0.0202403053912256,0.154456561838172,0.895816687781425
96,1,128911,0.0862150011620847,0.154409243965073,0.576956729069034
97,1,130267,0.00732275945721939,0.154403697050055,0.962200476928072
98,1,130271,0.0102699630506484,0.154586480084112,0.947069062897214
99,1,130613,0.0684162119097484,0.155989560955619,0.661223461042814
100,1,132012,-0.192827471332839,0.155362243042456,0.215375384608411
101,1,133231,-0.23151198490092,0.154104161396393,0.133911476496147
102,1,137074,-0.227012832645815,0.153902578835969,0.141092466121541
103,1,137304,-0.279916760672446,0.153709468248107,0.0694415522626673
104,1,139686,-0.159631487667512,0.154399157824226,0.301896145615289
105,1,149562,-0.227834548432743,0.154510393274797,0.141222662621006
106,1,150447,-0.214338446355751,0.156288854104314,0.171113609452252
107,1,151446,-0.218554180085745,0.314598422746744,0.487695025682836
108,1,154084,-0.213901511014236,0.156775964515426,0.173318128911941
109,1,156633,-0.21106034279557,0.158947357714627,0.185081293474379
110,1,157269,-0.290222495170485,0.153560974680908,0.0595837688096699
111,1,160054,-0.187902710091751,0.155480937916879,0.227654039915862
112,1,166222,-0.178042661292663,0.154359298551146,0.249514269914694
113,1,166416,-0.171254953218171,0.154066542108025,0.267081778843965
114,1,167326,-0.207730055011853,0.15481866819622,0.180535115137798
115,1,168836,-0.144184640513728,0.154286676048803,0.350672348059402
116,1,171200,-0.246304736063286,0.154152328238487,0.110981994747984
117,1,171431,-0.308637988670328,0.154805468976846,0.0469522916293686
118,1,173339,-0.276216891011181,0.153762759533929,0.0732884224849723
119,1,173845,-0.275841621978401,0.153636043430045,0.0734415966755671
120,1,175121,-0.303709094010191,0.153179371072935,0.0481755209587591
121,1,175281,-0.289900641843247,0.153386730922047,0.0595772440746117
122,1,175315,-0.291594084401646,0.153328860799951,0.0580169355616866
123,1,175523,-0.273360385993584,0.154301080138856,0.077323022393406
124,1,175541,-0.291564620171543,0.153570912894662,0.0584367626535791
125,1,175653,-0.310113188678095,0.15395917496543,0.0447407835242607
126,1,175805,-0.210326033034139,0.163215799859499,0.198367980995188
127,1,175818,-0.291316403505346,0.159086932508572,0.0679167633072691
128,1,175856,-0.303458525891064,0.156566770186102,0.0533952177006024
129,1,175876,-0.272611751610167,0.154304832126434,0.0781410894317435
130,1,175989,-0.266420414325902,0.154779520187397,0.0860743875739437
131,1,176001,-0.271795589229482,0.155566439631585,0.0814835366211627
132,1,176451,-0.244443372329973,0.157579465960959,0.121740534345394
133,1,177692,-0.275498854293955,0.153413156118339,0.0733819170498364
134,1,178191,-0.277875695486534,0.153554741327621,0.0712051879860997
135,1,178224,-0.275498854293955,0.153413156118339,0.0733819170498364
136,1,178960,-0.296360681769613,0.154540286814836,0.0559567318563384
137,1,179139,-0.330865831745133,0.307381635184084,0.282483147635569
138,1,179139,-0.683169710733581,0.619023120607906,0.270507376808576
139,1,180955,-0.0247384672112521,0.178392861394441,0.889786770960641
140,1,183802,-0.20449219197161,0.153746965516235,0.184358273853438
141,1,183954,-0.19690468695627,0.154899728810192,0.204503326277043
142,1,184450,-0.13145983893044,0.153735373357569,0.393073182824134
143,1,184641,-0.108810586980834,0.158267036538662,0.49221120589045
144,1,184718,-0.189332837411257,0.154440485454692,0.221043168505792
145,1,185296,-0.120574389004377,0.153978650789512,0.434117409512004
146,1,185438,-0.102721217214711,0.154022599019572,0.505256992041653
147,1,185469,-0.113586369441529,0.154223581032176,0.461912865142072
148,1,185503,-0.113258038674559,0.153824767515749,0.462049550282526
149,1,185705,-0.137249797476225,0.155491859319335,0.378009036312958
150,1,185749,-0.139107620367635,0.155487182295213,0.371580328721058
151,1,185806,-0.147559521994612,0.155673227295578,0.343839036305484
152,1,185879,-0.153897321751926,0.156410068217322,0.325821430386023
153,1,185916,-0.0555152381957049,0.15652528307476,0.723046626698739
154,1,185941,-0.0590524726074484,0.157203720835142,0.707407969035858
155,1,185954,-0.0931394634353494,0.157616393992788,0.554948853449207
156,1,186055,-0.101324318725392,0.154452951197904,0.512238225832219
157,1,186896,-0.13274777817609,0.156921840381717,0.398154602106445
158,1,187697,-0.361089415191644,0.319774934394261,0.259580823505953
159,1,189392,-0.466797458777442,0.321071680070928,0.146869990958097
160,1,189416,-0.458032417707527,0.310551423652636,0.141130634491782
161,1,190132,0.0694319884440764,0.154698982526387,0.653836945637929
162,1,190148,0.0966249698083228,0.154704327577259,0.532651320923011
163,1,190165,0.0609927477917755,0.155945441118143,0.695947498297372
164,1,190169,0.090011710088941,0.155711034070533,0.563586160867943
165,1,190933,-0.0733883863129832,0.154472020948185,0.635015375792239
166,1,192149,0.165495539147866,0.155535493329631,0.288039187270882
167,1,192302,0.130857541793126,0.205576750308395,0.524837948943616
168,1,192303,0.19663019856689,0.185423680310919,0.289670684847173
169,1,192305,0.142484996848247,0.192845603074976,0.460485843531136
170,1,192315,-0.0106294471710324,0.218934628856672,0.961304752204756
171,1,192795,0.140666755394287,0.154047042183566,0.361791331393429
172,1,194020,-0.027300527896492,0.162443010478536,0.866630600833218
173,1,194187,-0.0326821539025208,0.154346846877359,0.832428276012488
174,1,194867,-0.223920254852777,0.153811602164193,0.146334304247072
175,1,197325,-0.22666074651522,0.157576001985822,0.15120041379896
176,1,197392,-0.265558894103919,0.159443267475546,0.0966925354474645
177,1,198857,-0.848306486558751,0.738358106772502,0.251371272796526
178,1,206666,-0.241615325141233,0.173026358179878,0.163469201917334
179,1,206675,-0.213742667284714,0.225599830259674,0.344061914424059
180,1,223051,-0.302615851542564,0.178053781450121,0.0900917290008873
181,1,223059,-0.466814950582855,0.183974388662024,0.0115978936896871
182,2,7366,-0.296087582128106,0.223196384813974,0.185505621107483
183,2,8180,0.289618221661664,0.307673960044397,0.347186996579378
184,2,8187,0.408333478157036,0.319613879990592,0.2022358289125
185,2,8250,0.0635421416874298,0.315594241424761,0.840547710615615
186,2,8253,0.0541834999327122,0.315599186201819,0.863783920760711
187,2,8285,0.0912716801848171,0.171041728077109,0.593938714301072
188,2,8302,0.125090230333028,0.160032094713985,0.434940037657035
189,2,8306,0.125090230333028,0.160032094713985,0.434940037657035
190,2,8314,0.152697203795323,0.156674072874021,0.330417704776219
191,2,8317,0.117666177510704,0.160340393816553,0.463525843125968
192,2,8328,0.0716693151049979,0.159699220194828,0.653867994907437
193,2,8331,0.0682832873261837,0.159403028592202,0.668643876744922
194,2,8498,0.0531393939316274,0.156629429102243,0.734609394631093
195,2,8651,0.0295623542104713,0.156793745018237,0.850559399960207
196,2,9418,-0.380703690426972,0.398272390686439,0.339783114936044
197,2,9812,0.0202685050247218,0.157729633569173,0.897825237192874
198,2,9932,0.00175489337140244,0.157111620937112,0.991094345221137
199,2,10135,-0.00937140188429719,0.156509172771354,0.952286962277949
200,2,11616,0.0403660520775322,0.156329083216292,0.796393741509894
201,2,12133,0.0356754582968941,0.15695389711908,0.820322861587029
202,2,12194,0.0447634978000824,0.157554338624812,0.776489089446969
203,2,12359,0.0236246709925141,0.157106616878013,0.880555837441251
204,2,13061,0.0267023704209242,0.157093657740035,0.8651252877969
205,2,14298,0.0229788755146627,0.157590942027764,0.884151902417222
206,2,15222,0.0571134704456109,0.159103435880232,0.719831625495595
207,2,17986,0.0197685859356982,0.156340305427685,0.89945098428921
208,2,19770,0.0244571662707465,0.157419414291477,0.876623882550469
209,2,19836,0.0341564965934151,0.156981769243855,0.827880079659764
210,2,19851,0.0395111408507505,0.157437901905271,0.801988473973247
211,2,21595,-0.0119087605199928,0.156800358593518,0.939503052225074
212,2,22385,-0.0125473902741648,0.156948589008331,0.936325616583434
213,2,23441,0.00352159953266229,0.158474282721432,0.982283504539337
214,2,24209,0.038639130409136,0.157156042496426,0.805929825818282
215,2,24341,0.0343552503761426,0.157530640814412,0.827488007204324
216,2,26815,0.0948748069095458,0.157271417841175,0.546726304674222
217,2,28209,0.072564078447695,0.15735802217566,0.644982161281853
218,2,28695,-0.054821495633905,0.164418342669961,0.739010033181141
219,2,35849,-0.328723831703241,1.68579206534073,0.845507740291013
220,2,35850,-1.83735218410691,2.05954578867811,0.372938878743995
221,2,41245,-0.0766311546340404,0.156748584365646,0.625230670258532
222,2,43214,-0.171163176748471,0.15908319403462,0.282691129184281
223,2,47104,0.00131880050477673,0.154901702903609,0.993211870186929
224,2,50915,0.0271851581568514,0.156416978308536,0.862122833759065
225,2,55834,-0.0251146227342157,0.15569512653124,0.871944350323506
226,2,56422,0.0398739720068052,0.155964788060091,0.798362218819688
227,2,57715,0.0251196250898926,0.155459302358595,0.871726461138848
228,2,59046,-0.0129908318836187,0.156249973759963,0.933786282345254
229,2,59191,0.00269367867376757,0.155356795857135,0.986176239569027
230,2,59383,0.0260767719149015,0.155395404575915,0.866829514961723
231,2,59477,0.00222271601184576,0.157739779420943,0.988765316963423
232,2,59755,0.122185460164172,0.354355878865484,0.730442540839686
233,2,60471,-0.0572221311152206,0.155581097078384,0.713245655602551
234,2,60478,-0.0499244790049539,0.155765812453783,0.748771500488874
235,2,60786,-0.0184041181082374,0.155529232587398,0.905871740840603
236,2,61035,-0.0152586703263236,0.155518979702378,0.921897043403391
237,2,61071,-0.0230857113108057,0.154810718506883,0.881542382833533
238,2,61675,-0.0823243883318888,0.1551994554761,0.596138681590723
239,2,62776,-0.0762353059782883,0.162003887436093,0.638233451913697
240,2,62939,-0.0269451870382795,0.15498628563004,0.862078839975694
241,2,63527,0.0148409232481221,0.155572709338483,0.924054887093446
242,2,63857,-0.0125168101720912,0.155609478453457,0.93593502521014
243,2,65527,-0.100914655006,0.155004847891595,0.515442986121563
244,2,67007,-0.190698444954398,0.170459643224583,0.264015724202748
245,2,67023,0.0544262348653657,0.35311285211731,0.877593191725166
246,2,67024,0.0526838837328736,0.354404456260966,0.881911001016475
247,2,67976,-0.0227604012977686,0.157327152804282,0.885054579339738
248,2,69628,0.0897556761561698,0.159866884768752,0.574853819605074
249,2,71825,-0.0814956848551986,0.309247332823106,0.792296526192978
250,2,72389,0.0775857642438305,0.156307035450426,0.61994394299366
251,2,72392,0.00519096366630234,0.157424553820901,0.97371372257856
252,2,73646,0.153170489756174,0.153981621413269,0.320547856754508
253,2,74564,0.185502198915443,0.153577471900519,0.22790443098386
254,2,74739,0.25109142840527,0.153821067066026,0.103495247331049
255,2,79931,0.378547487362436,0.1728600569139,0.0291848744479325
256,2,80748,0.306491340644074,0.15974700743379,0.055840638024454
257,2,80873,0.339517756659531,0.153710319953893,0.0278293561064699
258,2,81501,0.353950014639342,0.15359208726007,0.0217755675307327
259,2,83526,0.314927037634525,0.153591136692541,0.0410610939454356
260,2,83845,0.39185806511537,0.153237067465286,0.0109692587414081
261,2,84412,0.237424658887242,0.389529586506398,0.542574334063931
262,2,84412,0.359170617971519,0.19422110479746,0.0652521569330843
263,2,84447,0.365658831684777,0.155410528596162,0.019177977849579
264,2,87391,0.424465051153794,0.152300505218018,0.00560712794604471
265,2,87562,0.427335551705079,0.15267170704121,0.00540692242459272
266,2,87849,0.428143453748887,0.15265051381047,0.00531461433920415
267,2,87878,0.418174489414662,0.153398982344584,0.00672922916833919
268,2,88125,0.260156435699079,0.171810523455111,0.130868567799077
269,2,89785,0.345283044328087,0.153929371508423,0.0255085016594505
270,2,93441,0.395676595201833,0.158255210276648,0.0128637290347201
271,2,93588,0.336090523091375,0.164285052114832,0.0415190504482483
272,2,93721,0.338645309108954,0.153499810790597,0.0280163050437855
273,2,93952,0.302414794494392,0.153269472046577,0.0492648276710926
274,2,95085,0.415721717280197,0.152732979550657,0.00681296863532868
275,2,103188,0.42410983515239,0.156453727721685,0.00704071938967762
276,2,107124,0.426797298554704,0.152724035739626,0.00548079367070171
277,2,111645,0.546004420989296,0.151745388062116,0.000366232266602422
278,2,111916,0.500550306470171,0.152558482590367,0.00113740549599526
279,2,111931,0.520614431466072,0.152608821375637,0.000721134057462126
280,2,111999,0.554000332832385,0.151708096575419,0.000299885796252649
281,2,114528,0.474675037309839,0.153369465602309,0.00212549349030629
282,2,116024,0.53685944227162,0.15316341826345,0.000515152606521561
283,2,119244,0.232218036663653,0.169359081540506,0.171196787544546
284,2,119246,0.262494554793086,0.171051245575128,0.125778856843147
285,2,119247,0.162784637482299,0.172642753588586,0.346377549424052
286,2,120090,0.243378151904853,0.154649100518482,0.116442360381551
287,2,120291,0.286593333966288,0.156222444496664,0.0674181716524914
288,2,120726,0.247054025869192,0.155503529965441,0.113015272972331
289,2,121716,0.311748720498413,0.154995636226846,0.0450493890900263
290,2,123100,0.246674148782952,0.155543161448588,0.113659906652953
291,2,124677,0.185978143965338,0.155566650168503,0.232698703647772
292,2,127636,-0.155644097169527,0.196980854995407,0.429971606418958
293,2,127887,0.229873522654411,0.156472400125861,0.142696402843356
294,2,128935,0.204630400145909,0.156422927056488,0.191661160142576
295,2,129053,0.24679355106483,0.156729463825519,0.116233766523656
296,2,130040,0.224087040820753,0.157788772776671,0.156440483678041
297,2,130976,0.166267503335431,0.156700323782422,0.289390773455282
298,2,132199,0.180557716282683,0.157384315264637,0.252059051143299
299,2,133355,0.191579286183437,0.15841623927575,0.22734110711603
300,2,133435,0.204238596176443,0.158715271274591,0.198998902524125
301,2,133943,0.153979409993618,0.186075515505408,0.408506931836851
302,2,135183,0.181761726148104,0.158880955056566,0.253393803349095
303,2,135402,0.17375274346596,0.158882251428692,0.274878596195117
304,2,135898,0.230878040799139,0.159522602854013,0.148698667121358
305,2,135912,0.218500105984772,0.159690477166076,0.172097011007713
306,2,135925,0.222869707634721,0.158946059559288,0.16174265132988
307,2,136002,0.180190880565124,0.158979805344691,0.257807129818206
308,2,136173,0.158458561961719,0.160173737389054,0.32319801765225
309,2,138209,0.181240439020212,0.164817248394565,0.272236255962974
310,2,138318,0.199345395786898,0.164287920882014,0.225791849643106
311,2,138695,0.142288494841953,0.161631187502351,0.379280465378386
312,2,138818,0.129966391126959,0.161363579436354,0.421116191558966
313,2,139728,0.143209552290962,0.161041944233536,0.374464312154249
314,2,140174,0.132863200262898,0.161067065018872,0.409989032238878
315,2,140863,0.106521344093556,0.16105725652947,0.508794947764566
316,2,141152,0.114120563257901,0.161496792204681,0.480254581237074
317,2,141292,0.112877543468189,0.160336450115088,0.481894258091462
318,2,141545,0.160415198271482,0.161004332289595,0.319767020977882
319,2,145823,0.294899886064915,0.166639949350823,0.0776432162523123
320,2,145934,0.0412170049685505,0.275776495325691,0.881277595423138
321,2,145980,0.21134776503936,0.168546083830439,0.210691226255668
322,2,146723,0.202801600578546,0.160577371506569,0.207439816814276
323,2,147946,0.216665081773091,0.162004094667739,0.181951566796671
324,2,150394,0.217794917453228,0.176544376430538,0.218152119348798
325,2,151274,-0.104327959157285,0.277094749091076,0.706766626276034
326,2,151397,0.157349063293025,0.162604519769661,0.333866963463391
327,2,153035,0.195174563247678,0.160712199595883,0.225393333374288
328,2,153228,0.133804845650903,0.162066339140746,0.409578581459294
329,2,153455,0.159749165262175,0.163225839805369,0.328398373306781
330,2,153732,0.230443298454761,0.168542458742262,0.172410198942392
331,2,153815,0.180176307790754,0.16253739044838,0.268391033715454
332,2,154160,0.147976440388097,0.160921424440284,0.358432178374096
333,2,154235,0.138054034108052,0.16255690866759,0.396308946146388
334,2,155527,0.321243768891908,0.17578752854395,0.0684754832984256
335,2,159870,0.183823392573688,0.158310978405612,0.246363947494277
336,2,161229,0.197885918763616,0.160702806581062,0.219001204723146
337,2,161451,-0.284065972541395,0.344515621801921,0.410191136906379
338,2,161451,0.462694992873708,0.345075363132843,0.180830681893046
339,2,162696,0.275797196023165,0.159681332490203,0.0850114381029133
340,2,163284,0.283811081106261,0.157507008930927,0.0724149861912277
341,2,164166,0.205964224870786,0.159322178532444,0.196941983765274
342,2,165270,0.177305821110235,0.158074411994767,0.262769236592564
343,2,165675,0.159500114367176,0.160748897130504,0.321764269262136
344,2,166404,-0.849705019606406,0.414737412298135,0.041222802482729
345,2,168012,0.188389419676614,0.194322536478062,0.332975668991304
346,2,168062,0.137664188543803,0.159358077469485,0.388247535832201
347,2,168518,0.101298459019423,0.158521361808435,0.523223772282548
348,2,168980,0.154301550921447,0.158324861686756,0.33043191290352
349,2,169651,0.159936800331575,0.158384428661334,0.31328216316702
350,2,169902,0.285807518251657,0.264680726655784,0.280959607505939
351,2,169960,0.204831318063803,0.246706715388244,0.406951576683117
352,2,170725,0.226524678599327,0.15843728502467,0.153675078378592
353,2,171254,0.301295519445266,0.158342523572416,0.0578789300460387
354,2,172242,0.178869787214908,0.156982795030418,0.255299406082877
355,2,173254,0.138184439558967,0.155892650345023,0.376001359788081
356,2,173340,0.173191362498255,0.155774659524344,0.266977756728176
357,2,173385,0.164801602978914,0.155944380999787,0.291326784129035
358,2,173973,0.164941353090733,0.155528379921086,0.289632006843231
359,2,174714,0.267420870756093,0.399165652218534,0.503327919279902
360,2,177341,0.231536754711038,0.154755284475618,0.135508685190906
361,2,180314,0.15824271928729,0.15506870872892,0.308205212271287
362,2,180339,0.157754901937457,0.155463033168729,0.310923728741652
363,2,182758,0.227743227083497,0.15465696526283,0.141758014075557
364,2,183619,0.159973271666635,0.155509227348902,0.304322205217861
365,2,183913,0.13767583456074,0.159518513122838,0.388684316126024
366,2,184146,0.161718625574851,0.160527163568922,0.314421981978305
367,2,187176,0.0647751748472043,0.156552089123065,0.679300292659055
368,2,191066,0.136716436047967,0.157592725568543,0.386240963505971
369,2,191124,0.607792049417267,0.196680249212665,0.0021586687364755
370,2,191128,-0.565184982908833,0.181004121378887,0.00194133837998764
371,2,191599,0.0871725891852482,0.155505513580968,0.575442533424114
372,2,191762,0.0970915530445706,0.161650195922179,0.548473545137735
373,2,191763,0.07179511906514,0.15614412303602,0.645942605372446
374,2,191959,0.0567164279511168,0.155780529282749,0.716016950425361
375,2,192390,0.107469371347564,0.160007096229,0.502243437765115
376,2,195759,0.170532782003031,0.156885295508499,0.277782788395378
377,2,196912,0.116984135431432,0.154480378669084,0.449390274241284
378,2,197598,0.269646794104397,0.504705787629714,0.593494295227148
379,2,198110,0.125696733963799,0.155388363280575,0.41910610323319
380,2,198283,0.144838923662629,0.160239012169854,0.36666856233751
381,2,198805,0.112441724653985,0.156087547819679,0.471770256144477
382,2,198891,0.128259874328325,0.154835103198965,0.408023918083233
383,2,199248,0.112439796368216,0.155224150608827,0.469318118357261
384,2,201782,0.0873841991901291,0.155078853566696,0.573464224295231
385,2,203285,0.208514149774576,0.154148079685393,0.177021339754437
386,2,203783,0.1511612810708,0.154004277101098,0.326998996539066
387,2,204179,0.155716881020686,0.154365112999428,0.313782163269808
388,2,205406,0.0992249840990477,0.156086408287661,0.525380310136402
389,2,205834,0.111844207968951,0.155313680258463,0.471928762159354
390,2,205965,-0.0194069676117237,0.169830682062713,0.909086790104585
391,2,207192,0.0994806436475837,0.155192082413277,0.52192807309123
392,2,207561,0.0857964790227899,0.154528556882612,0.57909968374698
393,2,208682,0.0606087544114314,0.154302222900232,0.694709836689555
394,2,210102,0.0790156037915775,0.1546773603826,0.609781422147397
395,2,212519,0.31218566219332,0.328911895990248,0.343195313694692
396,2,214801,0.0616075950727988,0.154692410145428,0.690680278664201
397,2,215016,0.0446826620132614,0.154620587044428,0.772764312867008
398,2,218876,-0.0587056656835815,0.156206355830761,0.707275545921805
399,2,227511,-0.132756613324934,0.157184693111219,0.398911854601704
400,2,230378,-0.0454764944821517,0.155341732695804,0.769884258340794
401,2,231943,-0.0600616059225606,0.155773217206196,0.700046798213076
402,2,232156,-0.0912510239235466,0.155666400628053,0.558118427803453
403,2,232789,-0.0428837878519542,0.155173880723479,0.782433633682933
404,2,238524,-0.0277968081026747,0.155402020804466,0.85814214974205
405,2,241518,-0.119202424885534,0.156629787774772,0.447137857429255
406,2,250396,-0.232883236123192,0.155195411957775,0.134357926319504
407,2,250466,-0.228789516473369,0.155157508971477,0.141221348297855
408,2,252305,-0.196350028619532,0.155696822964473,0.208103857686914
409,2,254571,-0.156353311336919,0.158019922179766,0.323119201461611
410,2,254742,-0.173947264300755,0.157824689082119,0.27114518421739
411,2,254908,-0.162266689878421,0.159069348165968,0.308379497914719
412,2,255033,-0.250962686689352,0.186235150458064,0.178664800258146
413,2,255862,-0.188894835720768,0.158024516794694,0.232752159757472
414,2,255975,-0.170517571767778,0.157511087738749,0.279736024789515
415,2,258311,-0.322652585480183,0.154213905346646,0.0371308640729098
416,2,259284,-0.232204943639928,0.155198291110849,0.135499647550871
417,2,266330,-0.192238034991413,0.156023908670571,0.218729451769389
418,2,267100,-0.18365345544176,0.156041781207119,0.240008240818706
419,2,268086,-0.16330178433268,0.156117278103813,0.296267553628215
420,2,274614,-0.102200774664338,0.155313836104217,0.510949354599682
421,2,274729,-0.14746600823089,0.156061841284633,0.345345856932477
422,2,275746,-0.0562149409665885,0.156162213971177,0.719078956951687
423,2,277029,-0.080550358233858,0.155405925204697,0.604558135426422
424,2,277741,-0.0922769374801503,0.155448516535795,0.553148244540314
425,2,278218,-0.110242448716681,0.155134254121608,0.477785201033319
426,2,278379,-0.106619920587238,0.158985855342793,0.502897846128607
427,2,279910,-0.133561255736998,0.155027767325287,0.389530389971835
428,2,280616,-0.109924430070678,0.161867275804282,0.497518093446744
429,2,283431,-0.128724051744296,0.157314464958322,0.413761042331134
430,2,283573,-0.101534419503766,0.15548082581467,0.514158804758388
431,2,286762,-0.111855134111923,0.155859278658716,0.47343699818012
432,2,287187,-0.18842189731815,0.154920919031131,0.224703994799309
433,2,288379,-0.113098482403835,0.153951049691077,0.46304696136458
434,2,294941,-0.00905502727277946,0.154160102975322,0.953194177522812
