SNP,Chr,Pos,Effect,SE,ERV25_UIP4_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
33,1,39144,-0.0327060369756285,0.0993620473192954,0.74222976735798
34,1,41499,-0.00967733627027029,0.0991003056981808,0.922264108064278
35,1,45359,0.0979627158570686,0.16675892575144,0.557276343201552
36,1,45634,0.109410981867302,0.153137235280487,0.47541273598151
37,1,51248,-0.0296735390703522,0.0995109343778042,0.765730727664227
38,1,51462,-0.0401689001482491,0.0996354857950427,0.68707564598724
39,1,52124,-0.0529125861830919,0.0994836125640872,0.595148947347293
40,1,52667,-0.0191473500352989,0.0993587407503776,0.847297486814633
41,1,55470,-0.0736950279343561,0.101992680909587,0.470433507513713
42,1,59265,-0.0320780491279709,0.0992991633253028,0.746852807827324
43,1,60165,-0.02632112830323,0.0992289031252642,0.790966574316125
44,1,62308,-0.0500070535961315,0.0990939127233544,0.614124438831594
45,1,62869,-0.0416213015763727,0.0990924416405754,0.674722737673583
46,1,65431,-0.0120249683540313,0.103516060924881,0.907587639121728
47,1,65451,0.0119770396715779,0.102048248363251,0.906636425680901
48,1,65719,-0.0534701091861594,0.10638142692695,0.615540412577321
49,1,66841,-0.0093887873588922,0.0991626544610177,0.924622186305117
50,1,66948,-0.0371818032219743,0.0997528657280976,0.7095662599827
51,1,68621,-0.0459152085101852,0.099472193077742,0.644660839370889
52,1,69417,-0.0572801100116723,0.0991919511757009,0.563991937666603
53,1,69820,-0.314905226281033,0.387962535297119,0.417516639339459
54,1,69821,0.25698997926198,0.240551684204321,0.28609908745222
55,1,70906,-0.236904963164307,0.158916076669854,0.136918794135087
56,1,74327,-0.0920523741689243,0.099664044261474,0.356311599228815
57,1,74572,-0.0745483789913034,0.0994396118228922,0.453943808254612
58,1,75211,-0.117607511643808,0.0991399106433899,0.236310278556885
59,1,76030,-0.0707945717633887,0.0992658387456639,0.476204575999519
60,1,80108,-0.0846176723425057,0.0992116683781879,0.39429286113715
61,1,81262,-0.126381636311283,0.0990481466196573,0.202807999155017
62,1,81999,-0.10717079999076,0.0993551350446502,0.281474077636025
63,1,82431,-0.0809527075377344,0.0998969608205247,0.418278078927097
64,1,83284,-0.0712260031257173,0.0991898081851045,0.473184261877058
65,1,83613,-0.00605888053149041,0.0992507642775748,0.951356974594651
66,1,84112,0.018897962732422,0.0992571299751449,0.849109837553766
67,1,84701,-0.0135511570151322,0.106290160424711,0.898623510896968
68,1,84858,-0.00929933520576344,0.0995411442194114,0.925621294351186
69,1,85751,0.00100295895621393,0.0999515056469061,0.991999465554545
70,1,87445,-0.000638516700015412,0.100162804678819,0.994917290110835
71,1,87467,-0.00218264734068377,0.100687100318224,0.9827174383068
72,1,89070,-0.00391873141861215,0.100056780465277,0.968780917760978
73,1,89616,-0.063831597357464,0.0994607334516342,0.521434588507828
74,1,89679,-0.00263809328679084,0.0995312447769147,0.978869381505626
75,1,89880,-0.0418863799889924,0.0995315981243805,0.674131664577605
76,1,91472,-0.0008290119925006,0.100295539760513,0.993409676676074
77,1,93789,-0.0656748178584051,0.0992006598469014,0.508377458167864
78,1,94351,-0.115340516749683,0.0993339502107623,0.246369981193817
79,1,99148,-0.0827454084979863,0.0991644770965042,0.404605346476356
80,1,101281,0.385943630771576,1.08540975903096,0.722371901345617
81,1,106011,0.0443771461801598,0.103422894322889,0.668123582496884
82,1,106800,0.0394662008191475,0.0993739209272924,0.69149799298482
83,1,107970,-0.0605910850311196,0.0990491578149014,0.541111894069975
84,1,109000,0.0236316582019251,0.0992683266826768,0.811973927360054
85,1,112549,0.0614559094353692,0.0991099516845242,0.535606447486232
86,1,112742,-0.00830629817162712,0.0995492745598403,0.933549724795619
87,1,113050,-0.0276924602653491,0.099371853936544,0.780657357973432
88,1,113135,-0.00763719158228084,0.0991288174987155,0.938632904638285
89,1,114076,0.0424647902271195,0.0991038814045489,0.668557452989562
90,1,114628,0.0990576619295121,0.0992404803341428,0.318886555571467
91,1,116283,0.222808335794691,0.0992270437985375,0.0253582685010305
92,1,126880,1.05028546291434,1.87419876767167,0.575567757270647
93,1,127853,0.184435997398655,0.0992628919732516,0.0639934337298581
94,1,128302,0.123730397446137,0.0991454944994382,0.212869966088074
95,1,128704,0.0406134157569829,0.0994393842896066,0.683210167683303
96,1,128911,0.0447436685125114,0.099445373777004,0.653035549815202
97,1,130267,0.149219889357107,0.0991090158339613,0.133060637367478
98,1,130271,0.146543353272462,0.0992386996001942,0.140654170275614
99,1,130613,0.131728947116876,0.100230056376158,0.189610072812184
100,1,132012,0.164380133768677,0.0998792495690454,0.100697316711384
101,1,133231,0.0832995434521694,0.0994514797310123,0.402827858175111
102,1,137074,0.135195914104259,0.0991478989374413,0.173569298524576
103,1,137304,0.103663058866907,0.099290047915592,0.297180027254357
104,1,139686,0.0717879062363537,0.0995005767708211,0.471090409863554
105,1,149562,0.0140599253932573,0.099798268094595,0.888042367156336
106,1,150447,-0.00076610571800434,0.10090808477895,0.993946716079207
107,1,151446,-0.210676212398235,0.202409975349159,0.298662582453472
108,1,154084,0.0354641237836216,0.101202245151863,0.726226354262406
109,1,156633,-0.0481085309742959,0.102575601802293,0.63935515933467
110,1,157269,0.00727699176060437,0.0993820294858902,0.941670605005885
111,1,160054,-0.00238979607204043,0.100326920697217,0.981009575893669
112,1,166222,-0.0244760354863627,0.0995764358002409,0.805978761734372
113,1,166416,-0.0107232672946286,0.0993811453514661,0.914135985792079
114,1,167326,0.00844583751422745,0.0999465201729611,0.932703969772537
115,1,168836,-0.0209068894707661,0.0994676605938781,0.833642360339057
116,1,171200,-0.00328584647682695,0.0996227003471063,0.973706858016749
117,1,171431,-0.0405817758149086,0.10022153238323,0.685781045710731
118,1,173339,-0.0323442787718277,0.0994503363221937,0.745199331587761
119,1,173845,-0.0470834887506789,0.0993511839661349,0.635857288041593
120,1,175121,0.0140887020837711,0.0991829009700019,0.887123371366949
121,1,175281,-0.00492853744955013,0.0992696947805681,0.960431009563217
122,1,175315,-0.00568461210010626,0.0992383307164706,0.95435263151476
123,1,175523,0.00908187593402057,0.0997999031226853,0.927543531661071
124,1,175541,-0.0053216054166545,0.0993933622485514,0.957331268199809
125,1,175653,0.038447266124921,0.0996872791071354,0.699966912986171
126,1,175805,-0.0764155640033319,0.105269241595316,0.468377455562225
127,1,175818,-0.0594922181709825,0.102878819691752,0.563447403354647
128,1,175856,-0.00374312317297382,0.101354146729684,0.970560794101392
129,1,175876,0.0206376242550189,0.0997950287878297,0.836285193130505
130,1,175989,0.0292249102379745,0.100073734547962,0.770432354947582
131,1,176001,0.0135919391507952,0.100604736722724,0.892607932560886
132,1,176451,0.0106704251903917,0.101815099603312,0.916592451988073
133,1,177692,-0.0187817955085402,0.0992337569501437,0.849991385602888
134,1,178191,0.00424154779358879,0.0993370711899561,0.965965985545265
135,1,178224,-0.0187817955085402,0.0992337569501437,0.849991385602888
136,1,178960,-0.0414942205244118,0.100007013781937,0.678457566428379
137,1,179139,-0.162740092429267,0.19806999850725,0.411842545516312
138,1,179139,-0.172908248769499,0.399193566635591,0.665174789883461
139,1,180955,0.0223710066928093,0.114870909605429,0.845701403487037
140,1,183802,0.019518513554386,0.0992458511081536,0.844200291043691
141,1,183954,0.020942866367944,0.0999676518043211,0.834181570429984
142,1,184450,0.0488933439503598,0.099064359321016,0.621930021009195
143,1,184641,0.0278382819634844,0.101971612605385,0.785012615689237
144,1,184718,0.0331325352775206,0.0996459817600737,0.739707236307356
145,1,185296,0.0793195051437534,0.0991489517993949,0.424246820481552
146,1,185438,0.0600525093227355,0.0991919939491283,0.545291049944723
147,1,185469,0.0643524147935834,0.0993276686039151,0.51748369182761
148,1,185503,0.0572460822823026,0.0990828142577676,0.563794540015647
149,1,185705,0.0632819472873451,0.100180958121717,0.528007196549041
150,1,185749,0.0356955697495217,0.10021955549008,0.721923261850935
151,1,185806,0.0409154057933894,0.100347779763867,0.683714650679704
152,1,185879,0.0701446961396978,0.100787289402506,0.486907026273407
153,1,185916,0.0818209780677185,0.100716436105963,0.417115669173446
154,1,185941,0.0469510086671948,0.101218845161209,0.643036536869519
155,1,185954,0.0258603495963828,0.101536052588769,0.799109842459313
156,1,186055,0.0445371345934204,0.0994905059532683,0.65467887340156
157,1,186896,0.018187177085604,0.101145686267374,0.857403576082887
158,1,187697,-0.0605232764100716,0.206261658017804,0.769366232987437
159,1,189392,0.0976970121977061,0.207303147881774,0.637734725092991
160,1,189416,-0.0152451081973926,0.200589457789111,0.939460925659888
161,1,190132,-0.00634743140158925,0.099644407613107,0.949244500035074
162,1,190148,-0.00206641623936996,0.0996749720228602,0.983471517790191
163,1,190165,0.0103548937051924,0.100439447171773,0.917945413822683
164,1,190169,0.00227023771521107,0.100315634738693,0.98195744567349
165,1,190933,0.0608088072794959,0.09944955680913,0.541292775239403
166,1,192149,0.113834038648102,0.10013257424435,0.256379127768939
167,1,192302,0.00824781924267803,0.13245391631396,0.950383578690987
168,1,192303,-0.096886439070337,0.119480166004861,0.417969609622814
169,1,192305,-0.0314831290832447,0.124265308592417,0.800142057142843
170,1,192315,-0.0951708946185921,0.14088977905245,0.499801083737375
171,1,192795,0.133882653464638,0.099057867181746,0.177381560170908
172,1,194020,0.096910513136389,0.10448017589938,0.35427516874551
173,1,194187,0.0793230376517279,0.09930641368942,0.424960562361279
174,1,194867,0.137234117150915,0.0990731372403143,0.166872164555388
175,1,197325,0.0899958556125054,0.101653330521786,0.37658603981696
176,1,197392,0.0142154641226603,0.103071438122934,0.890383419934954
177,1,198857,-0.115168449311966,0.476305559952052,0.80907917708388
178,1,206666,0.096103871734081,0.111608413783223,0.389777992431165
179,1,206675,0.244681828681254,0.14487273716251,0.0921133583920422
180,1,223051,-0.0356816812739374,0.115108090109686,0.756755943228067
181,1,223059,-0.00529744110487917,0.119543262538612,0.964679162119412
182,2,7366,0.237579931341758,0.14352649639622,0.0987516383651616
183,2,8180,-0.00234445893379576,0.198371431924768,0.990577072475094
184,2,8187,0.252810742540177,0.205847494767993,0.220210465781219
185,2,8250,0.170691368421783,0.203031649760134,0.401077774861317
186,2,8253,0.213751534891701,0.202916128297531,0.292878913369235
187,2,8285,0.201144049111858,0.109663356006218,0.067466538560771
188,2,8302,0.148572439806506,0.102836310897203,0.149416045148447
189,2,8306,0.148572439806506,0.102836310897203,0.149416045148447
190,2,8314,0.140386756673868,0.10074733923336,0.164359345762073
191,2,8317,0.133908143200263,0.103081911241095,0.194775994648838
192,2,8328,0.147567516045989,0.102565446847671,0.151103323567078
193,2,8331,0.150237597528595,0.102360491616323,0.143067910057486
194,2,8498,0.161917193911001,0.100507294471525,0.108073601658178
195,2,8651,0.171048794264645,0.10055927320692,0.0898283552894916
196,2,9418,0.129381162672394,0.256702103965165,0.614566750723099
197,2,9812,0.20477492417891,0.100984030388846,0.0433318833266978
198,2,9932,0.168705864814651,0.100770904080081,0.0949863581024917
199,2,10135,0.21333907084328,0.100141019358449,0.0338306613725265
200,2,11616,0.15977764985533,0.100315936472109,0.112112544521335
201,2,12133,0.207852808444816,0.100468735092919,0.0392895164450684
202,2,12194,0.199298190359484,0.100910839945975,0.0490477510206701
203,2,12359,0.199321725358212,0.100612404297041,0.0483574077809127
204,2,13061,0.175694733773635,0.100729588792107,0.0819908503935337
205,2,14298,0.189976384595605,0.100976863991735,0.0607422626274545
206,2,15222,0.125041128911212,0.102255104511014,0.22220775524764
207,2,17986,0.16758556440904,0.100279839694524,0.095572559503901
208,2,19770,0.137280221155788,0.101108147422765,0.175408313752244
209,2,19836,0.129121226392772,0.100859444858246,0.201312059070718
210,2,19851,0.137342544271656,0.101125436273942,0.175286516104973
211,2,21595,0.13035596577187,0.10073188425259,0.196480868403879
212,2,22385,0.113313651545092,0.100885971923394,0.262122056038802
213,2,23441,0.0798547354005072,0.101959143480986,0.434032883308654
214,2,24209,0.0819220075323445,0.101113450971448,0.418371705907097
215,2,24341,0.117956193018126,0.101252354277485,0.244816825828175
216,2,26815,0.105315767742678,0.101170073150375,0.298598433915264
217,2,28209,0.0267779862848209,0.101349313221477,0.79176861129631
218,2,28695,-0.0318027214042981,0.105878368215208,0.764071500986906
219,2,35849,0.80028525601108,1.08476816987224,0.461157886126668
220,2,35850,0.110073500365876,1.32770117335949,0.933973809072394
221,2,41245,0.128732910732497,0.100737797113021,0.2021241077097
222,2,43214,0.133987187971019,0.102359432477338,0.191390154053325
223,2,47104,0.079965378830977,0.0996562667942427,0.422854583834939
224,2,50915,0.112764846322698,0.100548182679403,0.262837158436149
225,2,55834,0.112934942759776,0.100081364825619,0.259904150689592
226,2,56422,0.120080527616237,0.100237409829674,0.231735843761144
227,2,57715,0.110410585662991,0.0999372329240485,0.269999022645371
228,2,59046,0.171701529453703,0.100200403163749,0.0874835808840743
229,2,59191,0.142836816534258,0.0997509075614718,0.15304725431758
230,2,59383,0.164131503901206,0.099686964609134,0.100557166691768
231,2,59477,0.143747656438773,0.101286119616675,0.156716215371744
232,2,59755,0.433694040214506,0.227051295592618,0.0569285579195422
233,2,60471,0.181381235079802,0.099737652426141,0.069822291927852
234,2,60478,0.196129139987724,0.0997735236096227,0.0501117523285737
235,2,60786,0.165403044941521,0.0997655101816468,0.0982223310112428
236,2,61035,0.173629731490789,0.0997186495400745,0.0825204026061584
237,2,61071,0.185112980715385,0.0992035906576611,0.0628718063037542
238,2,61675,0.170233443002414,0.0995672490344715,0.0881939705218813
239,2,62776,0.187350807130303,0.103875658998552,0.0721454976056813
240,2,62939,0.153053680882362,0.099472833390795,0.124786109146239
241,2,63527,0.165594246991803,0.0997920192438636,0.0979245984480376
242,2,63857,0.16989872049284,0.0997949190878437,0.0895460052222951
243,2,65527,0.161900705438621,0.099500988460397,0.104602456574537
244,2,67007,0.197945833035458,0.10945397693591,0.0713819167185881
245,2,67023,-0.0246324468732393,0.227386673510511,0.913796699711495
246,2,67024,-0.101655357618069,0.228157513378963,0.656196160282337
247,2,67976,0.141914319210299,0.101029980553325,0.160997160796776
248,2,69628,0.149163055747295,0.102683866615216,0.14721104584575
249,2,71825,0.0937116748359124,0.199093244314514,0.638151129587407
250,2,72389,0.105029175589709,0.100531865656959,0.296860272653128
251,2,72392,0.133432028008032,0.101122740355969,0.187855278823245
252,2,73646,0.0460287739673063,0.0992632705150893,0.643145637277913
253,2,74564,-0.0349501428025723,0.0990810730383337,0.724491737391331
254,2,74739,0.007437195310839,0.099423588661795,0.940413725903908
255,2,79931,-0.0195362943803844,0.112059904111139,0.861699813976114
256,2,80748,-0.0712291368376953,0.103332606404331,0.491075345453164
257,2,80873,-0.0168496175238607,0.0996575497389675,0.865834353764144
258,2,81501,-0.0118434466738402,0.0996429864397396,0.90545482534772
259,2,83526,-0.0112729078914996,0.0994885946413774,0.90985035472922
260,2,83845,-0.0447828977020419,0.099556427924797,0.653113248131786
261,2,84412,-0.021539117601864,0.250962262510217,0.931653299605941
262,2,84412,-0.0450263058690844,0.125647868319339,0.720293273673484
263,2,84447,0.031451536442803,0.100842520332205,0.755310042481129
264,2,87391,-0.00308121297688288,0.0991450848114471,0.975225042683455
265,2,87562,0.00438506658128851,0.0993958454800918,0.964835925847154
266,2,87849,0.00739306342946325,0.0993859268335497,0.940744247654423
267,2,87878,-0.00211038384658804,0.0998137204051858,0.983143350752123
268,2,88125,0.0343171585276187,0.110979023746541,0.757335074295349
269,2,89785,-0.0428524425596902,0.0997988493379694,0.66790273731567
270,2,93441,-0.0547095580665584,0.102763667769763,0.594796173378143
271,2,93588,-0.103811855086024,0.106271130479433,0.329308181093837
272,2,93721,-0.0978685546297383,0.0993870544117327,0.325435406266963
273,2,93952,-0.0641627456935892,0.0991800148199874,0.518096256024512
274,2,95085,-0.107258913360486,0.0992131852975463,0.280392717109048
275,2,103188,-0.045507209808242,0.101760886947998,0.655006763822595
276,2,107124,-0.0588911149981318,0.0993773128601405,0.553827489630341
277,2,111645,-0.112276806835563,0.0993107707181181,0.259007787840287
278,2,111916,-0.0910694282620016,0.0996070489826422,0.361190142022471
279,2,111931,-0.0945973630432324,0.0997504179904907,0.343604894281878
280,2,111999,-0.102053775084652,0.0993703967069694,0.305121888149004
281,2,114528,-0.114571336655407,0.0999054983632341,0.252242198012305
282,2,116024,-0.0956902742638273,0.100200067099011,0.340235199999999
283,2,119244,-0.0777320819361703,0.109268491685617,0.477314850008935
284,2,119246,-0.0968377305853553,0.110392951315404,0.38096953358399
285,2,119247,-0.0754473293972489,0.11123868904765,0.498059326761412
286,2,120090,-0.0626271247640826,0.0998775680219358,0.531039041443437
287,2,120291,-0.0698381915669767,0.101007610196181,0.489759147842903
288,2,120726,-0.0640855032541591,0.100434098316163,0.523831983356285
289,2,121716,-0.0557490587401629,0.100334004819701,0.578812545721104
290,2,123100,-0.0618880822720352,0.100462348872425,0.538270019264473
291,2,124677,-0.0820540801047407,0.100282818286334,0.413779725613196
292,2,127636,-0.112056099375081,0.126815419572261,0.377505072358944
293,2,127887,-0.161888958872993,0.100698110691788,0.108802303326412
294,2,128935,-0.146914472621003,0.100667305103123,0.145342675565321
295,2,129053,-0.142858074361413,0.100992069191983,0.158082659883013
296,2,130040,-0.118388686919106,0.10170103002338,0.245175558081868
297,2,130976,-0.162706025770051,0.10069438006805,0.107022211309605
298,2,132199,-0.200590809122405,0.100971636054377,0.0477389344052577
299,2,133355,-0.146164020423598,0.101924884913155,0.152447016905549
300,2,133435,-0.193003418351277,0.101925890023481,0.0591001040820192
301,2,133943,-0.0609846693713554,0.119893336952865,0.611309927581431
302,2,135183,-0.14135404898943,0.102222486260575,0.167597910492106
303,2,135402,-0.164995043002358,0.102106543250792,0.107006983312366
304,2,135898,-0.161531627776408,0.102667650510231,0.116534782906395
305,2,135912,-0.158436844807864,0.102757667352961,0.124006138131744
306,2,135925,-0.177152036597477,0.102202033626546,0.0839064461209326
307,2,136002,-0.206380270529739,0.101969315709004,0.0437286652093652
308,2,136173,-0.150618494501731,0.102973265769713,0.144440567469695
309,2,138209,-0.0876309652868661,0.10621136264411,0.409893552819309
310,2,138318,-0.117833408795475,0.105825957223161,0.266266749477537
311,2,138695,-0.118375126157928,0.104003994770232,0.255817775969999
312,2,138818,-0.148327241839597,0.103703516093861,0.15351518214292
313,2,139728,-0.130325487387624,0.103585136773341,0.209169602386068
314,2,140174,-0.11885908804553,0.103624199647405,0.252149959264665
315,2,140863,-0.119226371561637,0.103580932960903,0.25049256403352
316,2,141152,-0.137291324850322,0.103810593345947,0.186852077747912
317,2,141292,-0.133379796205022,0.103075017687085,0.196508956427914
318,2,141545,-0.118340469600444,0.103631255470577,0.254253787741719
319,2,145823,-0.107321556206753,0.107629283542122,0.319379166360058
320,2,145934,-0.151059999105567,0.177406500889324,0.395074044924018
321,2,145980,-0.206613518641401,0.108217377414536,0.057040973471195
322,2,146723,-0.0651371122140718,0.10357722463063,0.529837712219632
323,2,147946,-0.104664077594215,0.104436095926589,0.316941704309159
324,2,150394,-0.00807230223376765,0.113927632788932,0.943553562790827
325,2,151274,-0.299292575305428,0.177755323301104,0.0931172315620566
326,2,151397,-0.0489963521132983,0.104813587291467,0.64045792442731
327,2,153035,0.000462418479407978,0.103704662999699,0.996444768040051
328,2,153228,0.0580639909532665,0.104415670018402,0.578505028813459
329,2,153455,0.0118020866168538,0.105247960683649,0.910779300723154
330,2,153732,0.080899608862866,0.108732680824489,0.457357558715031
331,2,153815,-0.00784541614072953,0.104845192563384,0.94039349405621
332,2,154160,0.00886089549925373,0.103746393344343,0.931984506987949
333,2,154235,0.020588337294662,0.104777732369523,0.844335546377055
334,2,155527,0.0542320866310728,0.113693834898392,0.633656487158976
335,2,159870,0.0546434341909551,0.102095544398425,0.59283570828591
336,2,161229,0.0660125606230924,0.10364513058027,0.524596658367757
337,2,161451,0.404021569944613,0.221016597435818,0.0683912256094432
338,2,161451,-0.0836352592492995,0.222727826838857,0.707510976609798
339,2,162696,0.0698024747111665,0.103191589327485,0.499207027771904
340,2,163284,0.0380791795903384,0.101869971711466,0.708776180010833
341,2,164166,0.0133704213080361,0.102833718869534,0.896624805457222
342,2,165270,0.0299768350133818,0.101958878910978,0.768923771141118
343,2,165675,0.0268798068108698,0.103646706373648,0.795523572766676
344,2,166404,0.142379512061812,0.268541429637536,0.59630959138243
345,2,168012,0.0376939917317096,0.125282084260904,0.763688502806272
346,2,168062,0.0810900761096611,0.10263443392257,0.430007701246449
347,2,168518,0.0895434695334634,0.102025706886874,0.380727388501134
348,2,168980,0.0677122840156422,0.102024837833033,0.507325595662272
349,2,169651,0.0715269394223795,0.102065986647779,0.483895030969048
350,2,169902,0.134886605170076,0.170568227272286,0.429587404665447
351,2,169960,0.130109360437747,0.158868021386827,0.413351710161849
352,2,170725,0.0730994779611348,0.102244772879787,0.475115049091116
353,2,171254,0.0533067281183848,0.102445071040287,0.603149682948861
354,2,172242,0.0576014072460629,0.101226500727237,0.569694354159176
355,2,173254,0.0335465242275963,0.100481005096801,0.738683926682827
356,2,173340,0.0118564910559319,0.100482724102196,0.906138478436867
357,2,173385,0.0220085850866157,0.100570425528647,0.826903067413278
358,2,173973,0.0279684348098191,0.100299015881012,0.780522812449309
359,2,174714,-0.0949148594089962,0.257151692306458,0.712273987582535
360,2,177341,0.128441596501201,0.0997342581042565,0.198645862494645
361,2,180314,0.108231599902617,0.0998357633671355,0.279061895675235
362,2,180339,0.107927803750909,0.100089756531015,0.281631638517878
363,2,182758,0.148804133616556,0.099580462930743,0.135987814533418
364,2,183619,0.154639967898161,0.0999499801964242,0.122717415577922
365,2,183913,0.172012694611251,0.102419979931582,0.093942598643489
366,2,184146,0.148818382593992,0.103214559904552,0.150235445466719
367,2,187176,0.0788262598017158,0.100746968964097,0.434493384230925
368,2,191066,0.167092194733315,0.101198043136441,0.0995991831913957
369,2,191124,0.0393433383612392,0.128334504660098,0.75935245050453
370,2,191128,0.0192522263388279,0.118149686416322,0.870652811033228
371,2,191599,0.0672412439776752,0.100116531220332,0.502258702394414
372,2,191762,0.105697366813044,0.103993833757135,0.310144049185471
373,2,191763,0.11896797412167,0.100377727154194,0.236734492254123
374,2,191959,0.0467958051613868,0.100300922859317,0.641106741125716
375,2,192390,0.075298771282319,0.10302254900214,0.465327509879466
376,2,195759,0.09786882566532,0.101059183563298,0.333492307817156
377,2,196912,0.0658227850952055,0.0994949015114963,0.508678801671771
378,2,197598,-0.798518192975926,0.322340825657395,0.0137075181530035
379,2,198110,0.0505023967329249,0.10011710004766,0.614271655016756
380,2,198283,0.0284903471984763,0.103292208334627,0.782845559993205
381,2,198805,0.0431630209331401,0.100558325247992,0.668015018028893
382,2,198891,0.0311587966565097,0.0997872936668393,0.755033268998961
383,2,199248,0.0388287014464482,0.100007646527978,0.698059656753434
384,2,201782,0.0403051168528414,0.0998830413754187,0.686807745461528
385,2,203285,0.108591201453068,0.099350765857525,0.275135541926256
386,2,203783,0.142828948246389,0.0990130450266303,0.150040564330343
387,2,204179,0.125857481685178,0.0993190930414728,0.205917960970987
388,2,205406,0.156902639800016,0.100220158803167,0.118343039500079
389,2,205834,0.129217049225591,0.0998492436975103,0.196469472133729
390,2,205965,0.151191313857177,0.109065998631221,0.166549531766778
391,2,207192,0.147502739762817,0.0996835591896589,0.139842573588873
392,2,207561,0.147310264055292,0.0992410174294996,0.138603492825548
393,2,208682,0.161713579166131,0.0990093674701414,0.103294130097987
394,2,210102,0.120364175989888,0.0994332856154135,0.22689626629707
395,2,212519,0.175787295603852,0.211862482835212,0.407255836134303
396,2,214801,0.134033793203757,0.0993789817968882,0.178293545180809
397,2,215016,0.142475683599711,0.0992886916333483,0.152182776171931
398,2,218876,0.137577503480204,0.100340506373016,0.171212835659072
399,2,227511,0.119411239253309,0.101119885900621,0.238442334742082
400,2,230378,0.163124159502558,0.0996651382640601,0.102579666093208
401,2,231943,0.143423592675334,0.100038592670127,0.152547999888952
402,2,232156,0.175635549983184,0.0998516627614857,0.0794498705046752
403,2,232789,0.14689143081996,0.0996268769552076,0.141260954539701
404,2,238524,0.153303820284775,0.0997406096822271,0.125182989853933
405,2,241518,0.156144966005278,0.100599889660053,0.121525135087027
406,2,250396,0.0374270318925399,0.1002346719969,0.709079309214538
407,2,250466,0.0586111974938844,0.100170495911198,0.558844633587564
408,2,252305,-0.0529541294630814,0.100445170802622,0.598389770354397
409,2,254571,-0.00644503697674514,0.101895470364854,0.94960207018158
410,2,254742,-0.00688589449898225,0.101803376496239,0.946111179114191
411,2,254908,0.0127944802769062,0.102579411875578,0.900810230641208
412,2,255033,-0.00832761950110916,0.12023114514643,0.944819166221312
413,2,255862,-0.0588001028108699,0.101915697629092,0.564342027789254
414,2,255975,-0.0351967172089853,0.101578341285914,0.729174747740622
415,2,258311,-0.0253697944352466,0.0999089042080054,0.799698046829143
416,2,259284,0.0127079925516872,0.100252183048202,0.899202323300991
417,2,266330,0.0020744508415087,0.100685475720748,0.983573766307147
418,2,267100,0.0143402198818292,0.10067530420094,0.886813501400594
419,2,268086,0.0244552712521021,0.100677122476296,0.808217805351373
420,2,274614,0.0344670886793865,0.100056993329558,0.730694553380107
421,2,274729,0.0343812972639806,0.100604530807953,0.732744646999476
422,2,275746,0.0243503332190146,0.100568896549713,0.808823224324784
423,2,277029,0.029057981927863,0.100097914758923,0.771760581232882
424,2,277741,0.0364063153216047,0.100130416786335,0.716382613746074
425,2,278218,0.041212008903373,0.0999442105654532,0.680333110484326
426,2,278379,0.0728978313689037,0.102368735224487,0.476866846329526
427,2,279910,0.0200081847236799,0.099927500957049,0.841418345496293
428,2,280616,0.020478431671231,0.104294868331467,0.844448210386792
