SNP,Chr,Pos,Effect,SE,ALO1_ADE17_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
167,1,192302,0.238333344535319,0.0863645399809355,0.0060886580930774
168,1,192303,0.130129452406063,0.0785090243372397,0.0983049061688837
169,1,192305,0.192925398682566,0.0812553755307745,0.0181159769284847
170,1,192315,0.215699728550071,0.0921981100874726,0.0198652537514529
171,1,192795,0.0537553365067882,0.0653879236910876,0.411575576034586
172,1,194020,0.0304455654446548,0.0689200529849649,0.658939225019341
173,1,194187,0.00871459068951369,0.0655030710278536,0.894236803466435
174,1,194867,0.0413127420469275,0.0654321289577518,0.528198671187483
175,1,197325,-0.0504950506740879,0.0670127370553753,0.451643242949038
176,1,197392,-0.0327633122348666,0.0679062903777207,0.629765246098861
177,1,198857,0.0803887504988836,0.313894994604945,0.798022202524751
178,1,206666,0.00144206661661395,0.0736301100157903,0.984385268562069
179,1,206675,0.100273394664681,0.0957113234341929,0.295509813234879
180,1,223051,0.023642292492374,0.0758592120589581,0.75548281239262
181,1,223059,0.0050830410810323,0.0787819763696168,0.948592421360708
182,2,7366,0.195788507316587,0.094380661761214,0.0387612888344579
183,2,8180,-0.107029788181494,0.130607955718201,0.413069115527219
184,2,8187,-0.0939010003171497,0.135856652544311,0.489908561011305
185,2,8250,-0.0548137643295252,0.133905421808356,0.682533393634775
186,2,8253,-0.0529173824096034,0.133907582837985,0.692949932070674
187,2,8285,-0.0319232435808241,0.0725947905462715,0.660390432325815
188,2,8302,-0.0152238734437032,0.0679671346594259,0.822895637791577
189,2,8306,-0.0152238734437032,0.0679671346594259,0.822895637791577
190,2,8314,-0.010122311417252,0.0665753798815027,0.879239988237932
191,2,8317,-0.0121374286242238,0.0680928700790779,0.858630339653675
192,2,8328,-0.0225987655934918,0.0677806125890562,0.739022414206116
193,2,8331,-0.0310058263877977,0.0676437104344599,0.646968922417866
194,2,8498,-0.0238151918165368,0.0664679694859389,0.720336156281109
195,2,8651,-0.0346096951972052,0.0665167979854268,0.603170133301974
196,2,9418,0.121266136720834,0.169111319179198,0.473799693614785
197,2,9812,-0.062091162904131,0.0668560508490739,0.353664087295385
198,2,9932,-0.0433942026274405,0.0666338434206521,0.515319366845467
199,2,10135,-0.0539978013944216,0.0663563122849737,0.4163337028738
200,2,11616,-0.0793520515752919,0.066213462496637,0.231554483996949
201,2,12133,-0.072367055676553,0.0665003356461835,0.277240009505205
202,2,12194,-0.061019218968797,0.0667904544182917,0.361554881213785
203,2,12359,-0.0834703219889146,0.0665256803734151,0.210414765922785
204,2,13061,-0.068555443165754,0.0665690261139222,0.30379023630923
205,2,14298,-0.0604246564216855,0.0668019003801239,0.366328690391368
206,2,15222,-0.0831817768608794,0.067386159181679,0.217873328313382
207,2,17986,-0.0988495783656349,0.0661390948312832,0.135919780428556
208,2,19770,-0.0904246421299977,0.0666331652334955,0.175631896145128
209,2,19836,-0.0867541388549122,0.0664630054998257,0.192640970266282
210,2,19851,-0.0839920453546679,0.0666685581080989,0.208557581449575
211,2,21595,-0.104080207423653,0.066311312743784,0.117411226588071
212,2,22385,-0.0913201271761745,0.0664276822539454,0.170087165363403
213,2,23441,-0.0454617413563372,0.0672086274749346,0.499212436941946
214,2,24209,-0.0652050658717762,0.0666080572686949,0.328281715864601
215,2,24341,-0.0590734624303806,0.0667821976283618,0.376991224733863
216,2,26815,-0.053854541462794,0.0667145062503356,0.420072460781337
217,2,28209,-0.107211630395246,0.0665543463175373,0.10809779295132
218,2,28695,-0.101123846559224,0.0695777395168459,0.147002891027163
219,2,35849,-1.13338381529677,0.712894580074846,0.112767465235003
220,2,35850,0.297716345913565,0.874855770595823,0.733830513466624
221,2,41245,-0.0798520247782291,0.0664064334285499,0.229985805597963
222,2,43214,-0.0735734382877327,0.0675076560945208,0.276521207308363
223,2,47104,-0.00993680979853884,0.0657338983656539,0.879930167131564
224,2,50915,0.0260867769379873,0.0663673781178491,0.694507814078262
225,2,55834,0.0170203738794202,0.066068951116162,0.796853916376223
226,2,56422,0.0108941340731596,0.0661907510349341,0.869363304612606
227,2,57715,0.0279083641577368,0.0659583648749882,0.67246469433246
228,2,59046,-0.0104887124973253,0.0663064874538938,0.874401227461814
229,2,59191,0.0147217983725575,0.0659245197809082,0.823421127477341
230,2,59383,-0.000732985693377985,0.0659481513808187,0.991138313277226
231,2,59477,-0.00540713199197651,0.0669398209707357,0.935665859142007
232,2,59755,0.165212004088428,0.150146933631597,0.271935743442677
233,2,60471,0.0138922610819261,0.066032845198186,0.833489279638018
234,2,60478,0.0109623420599653,0.066109766414877,0.868393289353294
235,2,60786,-0.0126556589588031,0.0660001973781559,0.848046852228652
236,2,61035,-0.000435044340319934,0.0659988703428118,0.994744350976636
237,2,61071,-0.00528400444293131,0.0656988752961894,0.935942734818955
238,2,61675,0.0133166387344789,0.0658848084940509,0.839939330484471
239,2,62776,0.0341057361707976,0.0687475898217761,0.620132020949145
240,2,62939,0.0180173826247053,0.0657677385618419,0.784279649772194
241,2,63527,0.0165872559694629,0.0660157238238294,0.801757598882001
242,2,63857,-0.0133659623858475,0.0660331529232366,0.839710547077016
243,2,65527,-0.00418165191185027,0.0658188946629523,0.949378283235988
244,2,67007,-0.0108117552222481,0.072464220134196,0.881480002892495
245,2,67023,-0.0816862291596294,0.149793335323426,0.585873586342628
246,2,67024,-0.106178064694381,0.150297995946432,0.480374165671356
247,2,67976,0.0500717609119818,0.0667140829797759,0.453427967130525
248,2,69628,0.0502717990296184,0.0678206285407182,0.459036855679898
249,2,71825,-0.174437116144572,0.130920172935923,0.183590565829433
250,2,72389,-0.0717525427726842,0.06624555853994,0.279490061331108
251,2,72392,-0.0575289402563506,0.066736544331056,0.389255916213088
252,2,73646,-0.0557070874262947,0.065369875638717,0.394690392471753
253,2,74564,-0.0431707407667233,0.0652681630422068,0.508763963833405
254,2,74739,-0.0437850057025992,0.0654818794258338,0.504150454056167
255,2,79931,-0.0474393713464124,0.0738104921725587,0.520823981392484
256,2,80748,0.00970257067685579,0.0681428244499664,0.886856509371312
257,2,80873,-0.0443546949377545,0.0656372211828806,0.49963851650545
258,2,81501,-0.0190114015361472,0.0656609228455036,0.772338880992326
259,2,83526,-0.0435592164327383,0.0655258469614468,0.506635563641859
260,2,83845,-0.0403917748100772,0.0655939412849882,0.538433161723144
261,2,84412,0.302555949603605,0.164606778290998,0.0668947559143146
262,2,84412,-0.13169366617571,0.0825232369282224,0.111419937001941
263,2,84447,-0.0233016096496599,0.0664555145497609,0.726071564645656
264,2,87391,0.00838022609974406,0.0653378415658187,0.898016324003956
265,2,87562,-0.0128906850143781,0.065501119969686,0.844096536664368
266,2,87849,0.00268207327124186,0.0654983537687413,0.967359933057593
267,2,87878,-0.0131266002523579,0.0657762547024671,0.84193616099788
268,2,88125,-0.0550136720708307,0.0730894348543501,0.452137982525
269,2,89785,-0.0186227315178339,0.0657798295175289,0.777260748240117
270,2,93441,-0.0438066749576706,0.0677110693454322,0.518075217871114
271,2,93588,-0.042208314018747,0.0700941372146262,0.547450153725304
272,2,93721,-0.0394897588491807,0.0655549526972878,0.547300190941224
273,2,93952,-0.0347932157820384,0.0653748068534053,0.594914415175909
274,2,95085,-0.085470614099421,0.0653341228848913,0.191654003283933
275,2,103188,-0.0586093904527595,0.0670095824012922,0.382363447064443
276,2,107124,-0.0932425052121003,0.0653366787229339,0.154432663810464
277,2,111645,-0.0764695989248035,0.0654404024115254,0.243378353833481
278,2,111916,-0.0732043472051985,0.0656058027569988,0.265257663843703
279,2,111931,-0.0747848198909379,0.0657014320461693,0.255786983331293
280,2,111999,-0.0845849165833193,0.0654308260843503,0.196947161981501
281,2,114528,-0.0589280434421278,0.0658883337598941,0.371737441487171
282,2,116024,-0.0839791706487524,0.0659685315696252,0.203849159513989
283,2,119244,-0.110490880412495,0.0718221106365123,0.124847569595743
284,2,119246,-0.155340429057931,0.0723603547916388,0.0324931589015475
285,2,119247,-0.069700360414104,0.0732631718914336,0.342067677625436
286,2,120090,-0.0530333141006576,0.0657981300873491,0.420785289768813
287,2,120291,-0.0808032622156489,0.0664728071049194,0.224955867015746
288,2,120726,-0.0485601314810462,0.0661764765651142,0.463559259279849
289,2,121716,-0.0808848116592494,0.066011481148567,0.221273745271271
290,2,123100,-0.0343078522125024,0.0662177934835981,0.604708714568868
291,2,124677,-0.0712785425157958,0.0660428383596686,0.281200973583977
292,2,127636,-0.0609131047365801,0.0836043058875053,0.46673670823846
293,2,127887,-0.0557926511065212,0.0665390340170108,0.402320136214913
294,2,128935,-0.0721826215535919,0.0664312995441701,0.27796586561813
295,2,129053,-0.0657765393511078,0.0666529752190818,0.32439172838527
296,2,130040,-0.0976004838905602,0.0669510043924379,0.145787579484751
297,2,130976,-0.0800293329120101,0.0664689222520554,0.229391931875157
298,2,132199,-0.130454610515736,0.0665527488072553,0.0507623640524526
299,2,133355,-0.149352157066426,0.0668959672765975,0.0262017473253507
300,2,133435,-0.147104919392328,0.0670566377334203,0.02890548860002
301,2,133943,-0.209848876760999,0.0782487671823018,0.00766638949843683
302,2,135183,-0.155756768919757,0.0670389431140543,0.0207264089370294
303,2,135402,-0.158397343069362,0.0670111293823243,0.0186322477346435
304,2,135898,-0.181032104069977,0.0672104049282985,0.00740783726345058
305,2,135912,-0.184237528253462,0.0672364084101551,0.00645329206432501
306,2,135925,-0.181923369333568,0.0669432700520967,0.00690047451198518
307,2,136002,-0.176888628440159,0.0669303747697626,0.0085868057820648
308,2,136173,-0.185496276508102,0.0673476614178427,0.00618620711225523
309,2,138209,-0.151275243858149,0.0695994268681151,0.0304059850108056
310,2,138318,-0.162552027427751,0.0693267435379862,0.0195947440353318
311,2,138695,-0.177597950105169,0.0680133547715341,0.00940677642510322
312,2,138818,-0.165905391891732,0.0679699674724526,0.015143085568636
313,2,139728,-0.116038400730549,0.06813894847809,0.0894544167481676
314,2,140174,-0.111226462105376,0.0681616774504821,0.103612630286899
315,2,140863,-0.156568907833982,0.0678810000773317,0.0216601380169704
316,2,141152,-0.141912740236775,0.0681660515042248,0.0380744653374362
317,2,141292,-0.14775185327745,0.0676344750417547,0.0295781001415824
318,2,141545,-0.174525332711593,0.0677883317032743,0.0104435303772841
319,2,145823,-0.124597965939814,0.0707201562770589,0.0789610037682072
320,2,145934,-0.216583833727792,0.116466559931107,0.0637706784938762
321,2,145980,-0.13247918854221,0.0713378158367773,0.0641341980984387
322,2,146723,-0.0817592884467975,0.0681596292324732,0.231127747562356
323,2,147946,-0.0830423755737582,0.0687821734533669,0.228115693473944
324,2,150394,-0.186201437245472,0.0744249579570902,0.012805903833392
325,2,151274,-0.0174151459483554,0.117611340986421,0.88236915254497
326,2,151397,-0.0312976220255257,0.0690762638814266,0.650763787042904
327,2,153035,-0.0900215748570234,0.0681760014444259,0.187547275287584
328,2,153228,-0.0909523030716537,0.068672452924712,0.186214955250874
329,2,153455,-0.0787241217885826,0.0692357964127633,0.256291285366703
330,2,153732,-0.0867941318373924,0.0715649780921839,0.226016614239933
331,2,153815,-0.0911432277869055,0.0689258464502439,0.186911934455404
332,2,154160,-0.112692814233564,0.0681087671750652,0.0988943385217588
333,2,154235,-0.09026591297483,0.0688877870498989,0.190935295440643
334,2,155527,-0.0927002086969053,0.074788862663278,0.215986698248907
335,2,159870,-0.0253152963507277,0.0672975144155716,0.707016601596018
336,2,161229,5.16223867279564e-05,0.0683441610057689,0.999397760675875
337,2,161451,-0.119354041464511,0.1462057266487,0.414854447846455
338,2,161451,-0.0350281202746174,0.146801096724386,0.811546940167499
339,2,162696,-0.0191459806049821,0.0680424604980755,0.778581649108862
340,2,163284,-0.0475665222965018,0.067100590152226,0.478864470049558
341,2,164166,0.00443634001577142,0.0677713949546131,0.947844521261877
342,2,165270,-0.0278246104429207,0.0671855469040274,0.679018877640612
343,2,165675,-0.0316879025497432,0.0682916478230951,0.642927690500573
344,2,166404,-0.175961570165965,0.176798585768784,0.320288784716373
345,2,168012,-0.0293008429545365,0.0825601172293716,0.722874114221097
346,2,168062,0.0179260251921134,0.067691904804671,0.791304339889097
347,2,168518,-0.0102849592569034,0.0673087755404307,0.878641211794075
348,2,168980,-0.00856673579028988,0.0672775006229373,0.898748289751624
349,2,169651,-0.018859977672727,0.067303516109591,0.779470742258843
350,2,169902,-0.0507319246344284,0.112476165799843,0.65223333989768
351,2,169960,-0.0744937242769907,0.104722683586869,0.477341633884748
352,2,170725,-0.0453425573569957,0.06738761920159,0.501475423670965
353,2,171254,-0.0371303160492842,0.067511022468792,0.582674771060391
354,2,172242,-0.0394998240394031,0.0667084525053189,0.554145127632064
355,2,173254,-0.0453996913089536,0.0661860407225149,0.493200834423744
356,2,173340,-0.0256742947663839,0.0662080202239427,0.698410910172764
357,2,173385,-0.0228665617122326,0.0662719335708972,0.730268733132545
358,2,173973,-0.0335789487413014,0.0660828623194709,0.611676752741368
359,2,174714,0.0606200920165456,0.169471862346734,0.720781578970928
360,2,177341,-0.0303983977048716,0.0658619111983867,0.644690162733737
361,2,180314,-0.0608457871875155,0.0658242687828496,0.355926668863634
362,2,180339,-0.049905910340444,0.0660169701767216,0.450179865550002
363,2,182758,-0.11040840248005,0.0655706411659995,0.0931027001311792
364,2,183619,-0.0493455149435613,0.0660404765852939,0.455439608057858
365,2,183913,-0.0752117229791402,0.0676483137246141,0.266978697548651
366,2,184146,-0.0977375375912336,0.0680225452879678,0.151649072750651
367,2,187176,-0.0456746109107806,0.0664080245020151,0.492038266307003
368,2,191066,-0.00294313138660529,0.0669490871116488,0.964960555029647
369,2,191124,0.0201437072907336,0.0845803497424026,0.811894714509909
370,2,191128,-0.0256415008613855,0.0778547850947105,0.742086218330256
371,2,191599,-0.0532240130017458,0.06596082398274,0.420265459408215
372,2,191762,-0.0766659114623998,0.0685135326348789,0.263905548142799
373,2,191763,-0.0769954210329598,0.0661563027107926,0.245274464409763
374,2,191959,-0.0291250335930262,0.066103206136296,0.659772720124589
375,2,192390,-0.0383876564580268,0.0679152556026477,0.572277220261525
376,2,195759,-0.0717194885944721,0.0665797936464713,0.282128294007099
377,2,196912,-0.0815637406103612,0.0654666715653165,0.213634006628989
378,2,197598,-0.0467913262694317,0.21425534903766,0.827251089944752
379,2,198110,-0.0666025027024273,0.0659083720843323,0.312932750952019
380,2,198283,-0.108556229436799,0.0678340510986948,0.110422026803189
381,2,198805,-0.071192192522928,0.0661795422176299,0.282776804152146
382,2,198891,-0.072800407087126,0.0656573532213103,0.268274377455725
383,2,199248,-0.0778413501853007,0.0657914753219036,0.237544910404486
384,2,201782,-0.0911386129631798,0.0656618528469297,0.166012622066848
385,2,203285,-0.0457786608545623,0.0655402489082622,0.485335921955324
386,2,203783,-0.0309119739977903,0.0654236159293454,0.636869384802249
387,2,204179,-0.00685063904231897,0.0656016441576026,0.916889125086853
388,2,205406,-0.0149302339915901,0.0662719163520127,0.821885992965764
389,2,205834,-0.0135400219199801,0.0659553090166595,0.837463216179675
390,2,205965,0.0278923871708688,0.0720575089179224,0.698926475088681
391,2,207192,-0.0294993438002827,0.0658788608019847,0.654585473052901
392,2,207561,-0.0458092825183614,0.0655609717023887,0.485182149570319
393,2,208682,-0.0132080643027972,0.0654921520316453,0.840287755383924
394,2,210102,-0.00235013747967705,0.0656649536529964,0.971470172593179
395,2,212519,-0.0055682560300081,0.139758838248505,0.96824170409955
396,2,214801,-0.0140868460408786,0.0656576670063295,0.830242142731783
397,2,215016,-0.0454740672973419,0.0655798342933402,0.488504893752082
398,2,218876,-0.11766861745711,0.0660064855622886,0.0754972620651616
399,2,227511,-0.0953649539832693,0.0665790216211073,0.15292647386062
400,2,230378,-0.067626153300958,0.0658324335943628,0.305007665971647
401,2,231943,-0.0669622564017031,0.0660236588164886,0.311174304118946
402,2,232156,-0.0678571562045087,0.0659939264872181,0.304544104595239
403,2,232789,-0.0710736262390413,0.0657499152161079,0.280448799421685
404,2,238524,-0.0550805325615757,0.0658861387064376,0.403722803602081
405,2,241518,-0.0592485656253232,0.0664490933580029,0.373194119159114
406,2,250396,-0.0155213551635023,0.0660652208304626,0.814391617220123
407,2,250466,-0.0106204541912035,0.0660446338308477,0.872337222727588
408,2,252305,-0.0219376103620288,0.0662118262738333,0.74059587393471
409,2,254571,-0.0361114412367807,0.0671247216695479,0.590933125561372
410,2,254742,-0.0137570042155857,0.067087599362318,0.837643193327048
411,2,254908,-0.0248295500509159,0.0675911598593505,0.713578784985772
412,2,255033,-0.0367436617404749,0.0792119551949281,0.643030304135504
413,2,255862,-0.0220898598836321,0.0671865564594942,0.7425139760185
414,2,255975,-0.0178011292337175,0.0669475352069976,0.790473988783604
415,2,258311,0.00759998462510303,0.0658474229031964,0.90817935721443
416,2,259284,-0.0140257534657442,0.0660661682694103,0.831996638670972
