SNP,Chr,Pos,Effect,SE,MID2_TPO2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
59,1,76030,-0.16598505868579,0.154400973516757,0.283097328892829
60,1,80108,-0.225232983194094,0.154151513688911,0.144873602582114
61,1,81262,-0.129235722247101,0.154405355236201,0.403164517668208
62,1,81999,-0.224052261057198,0.154476340075942,0.147835359757839
63,1,82431,-0.279573799066473,0.154956551528852,0.0720510247470223
64,1,83284,-0.252688939132389,0.153950234834878,0.101611717743016
65,1,83613,-0.200971831417952,0.154148877892299,0.193167901553406
66,1,84112,-0.221550211272264,0.154086041691794,0.151366929630514
67,1,84701,-0.356096451145788,0.164392894342268,0.0309700834818419
68,1,84858,-0.250406393989776,0.154398576111121,0.105735100477088
69,1,85751,-0.247343315248719,0.155051842110065,0.111555730523449
70,1,87445,-0.262148127227703,0.155313196250471,0.0923198824043548
71,1,87467,-0.300242686885801,0.155938333565182,0.0549832115744849
72,1,89070,-0.213030964419853,0.155360730295191,0.171183003888143
73,1,89616,-0.249488354038318,0.154365856862197,0.106941227056722
74,1,89679,-0.201210965016518,0.154585047342839,0.193895171422376
75,1,89880,-0.201119925779115,0.154624739137117,0.194210666723974
76,1,91472,-0.183565945021334,0.1558393536093,0.239622877022454
77,1,93789,-0.166542385480869,0.154282158829413,0.281116929427486
78,1,94351,-0.213179506529064,0.154527300099194,0.168595773807679
79,1,99148,-0.120636965682249,0.154403142434197,0.435142930112305
80,1,101281,0.200154046990567,1.69009131789501,0.905795942916509
81,1,106011,-0.0614713190874036,0.161022883198196,0.702872666550359
82,1,106800,-0.114558979176552,0.154624869878205,0.459256762106722
83,1,107970,-0.0968823343159458,0.154200393973653,0.530221243078772
84,1,109000,0.0201541373583104,0.154554770656514,0.896323245279571
85,1,112549,0.00461212177140724,0.154383337074637,0.976184042334106
86,1,112742,-0.0533572897013138,0.154958989239611,0.730801894129426
87,1,113050,-0.0600880836313377,0.154691224688926,0.697925452768119
88,1,113135,-0.0416774548936356,0.154314247382256,0.787255222004006
89,1,114076,0.177572373398455,0.154040520717904,0.249787258544755
90,1,114628,0.222523081588225,0.154266640523037,0.150060007695388
91,1,116283,0.260970927491584,0.154959874258021,0.0930425568417961
92,1,126880,-6.07332465947044,2.9011949205794,0.0370277760996442
93,1,127853,0.111010251764716,0.155179041490697,0.474854040284368
94,1,128302,0.180069495758932,0.154397807864834,0.244292726849275
95,1,128704,0.109800399882558,0.154738654515024,0.478429266282039
96,1,128911,0.151370603635769,0.154656402882443,0.328371732806523
97,1,130267,0.206391271023395,0.154402423298712,0.182178162836322
98,1,130271,0.203991678452245,0.154595628493719,0.187851237447224
99,1,130613,0.213711464861398,0.156010552512276,0.171603593715691
100,1,132012,0.0582357961751939,0.156061863086794,0.709254529377938
101,1,133231,-0.068256753645429,0.154942425586442,0.659823085353283
102,1,137074,-0.00990158684138795,0.154763692656536,0.949023364675152
103,1,137304,-0.0798673104581966,0.154760013278055,0.606127218541702
104,1,139686,0.0261121061465837,0.15501560888926,0.866327134628823
105,1,149562,-0.0511350042535666,0.15535165757835,0.742232621708718
106,1,150447,-0.0272650169266552,0.157092258818128,0.862310330006919
107,1,151446,-0.00474498447679395,0.315605443748299,0.988013113557688
108,1,154084,-0.0337058527731657,0.157574103512472,0.830744816637851
109,1,156633,-0.0600366001729812,0.159712810893058,0.707214460277152
110,1,157269,-0.133592970145708,0.154560813133702,0.387988528778854
111,1,160054,-0.0838906023987451,0.156130454639886,0.591391373739771
112,1,166222,-0.139357985435152,0.154861506642669,0.3687934167004
113,1,166416,-0.0985960103133204,0.154635262883093,0.524145052308731
114,1,167326,-0.0854768832336858,0.155536986558471,0.582968802581753
115,1,168836,-0.117551766712405,0.154739674325282,0.447956267854579
116,1,171200,-0.136067074955498,0.154928860936167,0.380402636372543
117,1,171431,-0.18819562668372,0.155744544629257,0.227717296754841
118,1,173339,-0.136828222327107,0.154681301497871,0.37698447891288
119,1,173845,-0.155105470175223,0.154503887062218,0.316117524979635
120,1,175121,-0.220232896134343,0.153971962359545,0.153502807864581
121,1,175281,-0.201231352889943,0.154177185093081,0.192676424428364
122,1,175315,-0.212869937001392,0.154084119324205,0.167993609266834
123,1,175523,-0.185846152718738,0.155060314848093,0.231510461551575
124,1,175541,-0.207634287174271,0.154346246509994,0.179408057600281
125,1,175653,-0.204129036347513,0.154850351174678,0.188279964968158
126,1,175805,-0.197467679236631,0.163673798636875,0.228443886665119
127,1,175818,-0.257229819822166,0.1596569964893,0.108042891261001
128,1,175856,-0.218347584357531,0.157365164679384,0.166158011047645
129,1,175876,-0.197009066600898,0.155021270204997,0.204618213458822
130,1,175989,-0.181943851069673,0.155517597533089,0.242820626797435
131,1,176001,-0.191094161764283,0.156300153591614,0.222292616329301
132,1,176451,-0.128210404866082,0.158366549882532,0.418726925216227
133,1,177692,-0.196166110592505,0.154146914529257,0.204000464544035
134,1,178191,-0.200920667856117,0.154283339332358,0.193668486144944
135,1,178224,-0.196166110592505,0.154146914529257,0.204000464544035
136,1,178960,-0.195574868919153,0.155385799094346,0.208991956123244
137,1,179139,-0.134851932374808,0.308576918956823,0.662369582599733
138,1,179139,-0.806741297284623,0.620165722638482,0.194159025714183
139,1,180955,-0.21606749963151,0.178476486270501,0.226850382190947
140,1,183802,-0.124661282946373,0.154377041710664,0.419915462677394
141,1,183954,-0.110800312647321,0.155532745117864,0.476692541953049
142,1,184450,-0.0445743198498224,0.154263503535368,0.772789845727311
143,1,184641,-0.00824574238903353,0.158770855500858,0.958609972373857
144,1,184718,-0.102543808477036,0.155062310145833,0.508846777031683
145,1,185296,-0.0494419641629314,0.154477694324773,0.749113020878446
146,1,185438,-0.0157577682766497,0.154505125112868,0.918823596272969
147,1,185469,-0.0188342352154624,0.154727139466647,0.903185696693314
148,1,185503,-0.00843286186151021,0.154329537679463,0.956454655020751
149,1,185705,-0.0352437001068884,0.156043769604391,0.82144274299854
150,1,185749,-0.0582882935975607,0.156024203456233,0.70893739750109
151,1,185806,-0.098083006873014,0.156176194342807,0.530391747552286
152,1,185879,-0.0493870499178732,0.156996500288669,0.753270810275976
153,1,185916,-0.00129484155865451,0.15694707534187,0.993422044215555
154,1,185941,-0.0144464921832935,0.157628899239152,0.927029100340205
155,1,185954,-0.0268440267036688,0.158084668565947,0.865258480810221
156,1,186055,-0.0280897385010139,0.154928733286108,0.856230290754336
157,1,186896,-0.109971395911242,0.157367254884713,0.485124634027658
158,1,187697,-0.358496688515872,0.320590701288355,0.264225794656448
159,1,189392,0.0211399882254213,0.322839864527306,0.94782782745276
160,1,189416,-0.0983574414432127,0.312246762093171,0.752948473529471
161,1,190132,0.216429273348088,0.154704205244552,0.162694705631125
162,1,190148,0.235128301343211,0.154673817798674,0.129366990995793
163,1,190165,0.232022359352631,0.155883303424718,0.137528667002579
164,1,190169,0.255373741377446,0.155584112255711,0.101607703626774
165,1,190933,0.108770460684457,0.154801991645047,0.4827416488363
166,1,192149,0.253334257601135,0.155593557337519,0.104378940010674
167,1,192302,0.19504627141476,0.205950794658601,0.344259728815401
168,1,192303,0.188160615026467,0.185916560692368,0.312197675740635
169,1,192305,0.173717125241584,0.193259225760127,0.36932855722525
170,1,192315,-0.185105225010694,0.219265017163349,0.399125076230857
171,1,192795,0.284090977700841,0.153875814420732,0.0656950322479024
172,1,194020,0.177485718827948,0.162584059648789,0.275729240684011
173,1,194187,0.156469537569148,0.154520781896453,0.31193927574086
174,1,194867,-0.00143472239633996,0.154660809968167,0.992603711567687
175,1,197325,-0.0138758043534539,0.158433064803005,0.930258973107838
176,1,197392,-0.0424094831708397,0.160455416651415,0.791697642591466
177,1,198857,-0.293063158390179,0.741434587456814,0.692886057965017
178,1,206666,-0.189171903638768,0.173648508690708,0.276722649136808
179,1,206675,0.0170858873665125,0.226453039660716,0.939899399327163
180,1,223051,0.157824889404597,0.179033686207186,0.378626859429368
181,1,223059,0.0527463879648638,0.186090503678073,0.777002040018857
182,2,7366,-0.189610510148679,0.224087917227385,0.398045970857938
183,2,8180,0.37000995104945,0.308206464786693,0.230740021163025
184,2,8187,0.248527738041105,0.320885496885988,0.439150073600891
185,2,8250,0.615702485358431,0.31470489526555,0.0512010121725635
186,2,8253,0.62159318564224,0.314672089146436,0.0490050009634852
187,2,8285,0.246408199266562,0.171039171247584,0.150568934729158
188,2,8302,0.237039547427073,0.160077149534946,0.139556349651987
189,2,8306,0.237039547427073,0.160077149534946,0.139556349651987
190,2,8314,0.221197873477411,0.156838221054922,0.159314863837568
191,2,8317,0.232711609018478,0.160388871756849,0.147689845012762
192,2,8328,0.228857339252355,0.159682809715183,0.152685865121767
193,2,8331,0.231071899569688,0.15937180891517,0.147976530382406
194,2,8498,0.241741372669186,0.156521190626602,0.123371904174012
195,2,8651,0.24654744113536,0.156647513518892,0.116406486012624
196,2,9418,0.166920611091784,0.399692217146331,0.676476769993066
197,2,9812,0.284097002676539,0.157405593531628,0.071946702359813
198,2,9932,0.224272887520807,0.157053999930315,0.154176371600902
199,2,10135,0.266346115004323,0.156262062469789,0.0891706933692734
200,2,11616,0.274331139576985,0.156055657202725,0.0796302102220053
201,2,12133,0.303328660803285,0.156529965436657,0.0534410146618284
202,2,12194,0.292994819724315,0.157197212883707,0.0631702833815712
203,2,12359,0.278967586444306,0.156805566106861,0.0760892118790847
204,2,13061,0.279819295601952,0.156789623545399,0.0751719061020904
205,2,14298,0.257366491265263,0.157397279652578,0.102911187236806
206,2,15222,0.258637762731408,0.158937852730325,0.104568036450139
207,2,17986,0.32464751626543,0.155781867174851,0.0378799940836678
208,2,19770,0.300871014054909,0.157006367906329,0.0561344590106817
209,2,19836,0.272330950043912,0.156718448707491,0.0831343326007342
210,2,19851,0.300371839791822,0.157036434603478,0.0565886647220756
211,2,21595,0.290672365358301,0.156433024426773,0.0639833590782052
212,2,22385,0.310071130917671,0.156477039240906,0.0483021385832018
213,2,23441,0.282900620691,0.158158008375246,0.074517062143551
214,2,24209,0.293081761315287,0.156790897645876,0.062415514118961
215,2,24341,0.325841296417688,0.156982586020378,0.0386496920604974
216,2,26815,0.353463712277857,0.156622567214027,0.0246324050459966
217,2,28209,0.369125424005406,0.156573684550155,0.01894267149421
218,2,28695,0.240910989565688,0.164358598337092,0.14360263279412
219,2,35849,0.781041922375143,1.68961357461596,0.644179174104289
220,2,35850,-2.08746981026943,2.06406616601785,0.312547094113712
221,2,41245,0.174549061952454,0.156921416415893,0.266751416580684
222,2,43214,0.120305328857601,0.159616389055703,0.451522570841034
223,2,47104,0.0752124639135551,0.155239878233557,0.628337282625023
224,2,50915,0.140458901055011,0.156638967167707,0.37048761657463
225,2,55834,0.10299605016722,0.155996349247968,0.509526214897405
226,2,56422,0.156518001497893,0.156149641344844,0.316856823788656
227,2,57715,0.14784575646046,0.155657457334651,0.342856184751157
228,2,59046,0.167221141535806,0.156391611409639,0.285689333623657
229,2,59191,0.135645536886117,0.155580348489807,0.383872961706962
230,2,59383,0.155831060367035,0.155571690799603,0.317190476170172
231,2,59477,0.107968421855809,0.1580322825437,0.494925566328983
232,2,59755,0.199042564897076,0.355149361483322,0.575529770550126
233,2,60471,0.155764812244153,0.155782004619032,0.318048827656954
234,2,60478,0.161015726440616,0.155945166426465,0.302537783694001
235,2,60786,0.178609272736279,0.155633604265724,0.25189989531022
236,2,61035,0.188178803635512,0.155590387827818,0.227299361339301
237,2,61071,0.164479961732218,0.154958049920421,0.289211865388452
238,2,61675,0.148281407628564,0.155451752898869,0.34080007293736
239,2,62776,0.102586675179911,0.162370677301932,0.527922970775714
240,2,62939,0.145300711401243,0.155190342082139,0.349772116355467
241,2,63527,0.204320619208979,0.155586580473408,0.18995918267068
242,2,63857,0.186230677036754,0.155687240481916,0.232427367989547
243,2,65527,0.0550226316695904,0.15546055632879,0.723600349616573
244,2,67007,0.112308227519852,0.171086836974336,0.51196880001424
245,2,67023,0.222163096239024,0.353815736830199,0.530471376765705
246,2,67024,0.361953235306556,0.354784677714315,0.308329742935133
247,2,67976,0.100133170561842,0.157637629305016,0.525702277231451
248,2,69628,0.118765081169238,0.160216032900689,0.459016003045316
249,2,71825,0.106288047229791,0.310004346087375,0.731907966374708
250,2,72389,0.183014583681899,0.156452066902542,0.242878501935843
251,2,72392,0.124097856091862,0.157682633308786,0.431803897226192
252,2,73646,0.245830989838795,0.154030547372285,0.111386172450086
253,2,74564,0.230790562707336,0.153791959241739,0.134335518101513
254,2,74739,0.265986991774783,0.154140270339728,0.0852915459862599
255,2,79931,0.294140158948179,0.173764365930215,0.0913847931067912
256,2,80748,0.221532018450445,0.160549416987708,0.168510187083165
257,2,80873,0.258350662299139,0.154547820168482,0.0954784965060836
258,2,81501,0.26048847182878,0.154511699566434,0.0927021851073322
259,2,83526,0.229810999905928,0.154408117036854,0.137555351506169
260,2,83845,0.273635466456454,0.154353451148875,0.0771266834543509
261,2,84412,0.0128080472665619,0.390714569626674,0.973867689695646
262,2,84412,0.370210834076799,0.194655948430687,0.0580016246323002
263,2,84447,0.264334801154894,0.15638692557197,0.0918607299468148
264,2,87391,0.177745446892342,0.154064240368232,0.249399634677143
265,2,87562,0.182494550528166,0.15443989713165,0.238138376708486
266,2,87849,0.17261267944975,0.15445739573209,0.264522513953267
267,2,87878,0.151867595879136,0.155184914657839,0.328436266497285
268,2,88125,0.212973681505994,0.17242911550936,0.217600744469773
269,2,89785,0.0935039311141757,0.155332899823176,0.54758830973658
270,2,93441,0.118167253510249,0.159928410332257,0.460473331778254
271,2,93588,0.162576385807332,0.165445761414422,0.32644943763049
272,2,93721,0.111734252474292,0.154829132584888,0.470980234012886
273,2,93952,0.104511479792615,0.154399937323923,0.498920271957832
274,2,95085,0.106301528170393,0.154612248342693,0.492196335547398
275,2,103188,0.080733140317916,0.158413238107481,0.610624728150614
276,2,107124,0.101479957591553,0.154698440198042,0.512260687718757
277,2,111645,0.113061146207564,0.154774890771234,0.465576688783153
278,2,111916,0.0900273113348375,0.155182970600255,0.56219265894947
279,2,111931,0.08595977489431,0.155427010835867,0.580575425205322
280,2,111999,0.123316265236767,0.15479686230429,0.426199741264176
281,2,114528,0.0160747063391919,0.155825189652541,0.917895686475125
282,2,116024,0.112343055661165,0.156083565199938,0.47214766666481
283,2,119244,-0.121702085279337,0.170113480540646,0.474824296364299
284,2,119246,-0.0789620260905278,0.172001364751304,0.646460775292496
285,2,119247,0.0265722147582672,0.173289204935597,0.878217557254103
286,2,120090,-0.094459571779498,0.155499905018335,0.543937947654875
287,2,120291,-0.101278257696509,0.157267985583164,0.520003213007864
288,2,120726,-0.130981792298686,0.156295768686344,0.402576432206099
289,2,121716,-0.0307163731119214,0.156264931950478,0.844280294391206
290,2,123100,-0.109474357123804,0.156380539321766,0.484356533885646
291,2,124677,-0.111694354602601,0.156160366368551,0.474924790569438
292,2,127636,-0.364656021823687,0.196695814242102,0.0645862658677487
293,2,127887,0.0777978410760947,0.15729043458749,0.621181242024855
294,2,128935,0.0872678368736715,0.157127548899082,0.578976382658662
295,2,129053,0.104039286056996,0.157577424221763,0.509528912893435
296,2,130040,0.0940732430455,0.158558023598438,0.553357100490855
297,2,130976,-0.0315345941703034,0.157335976917356,0.841260991437614
298,2,132199,0.0688497238272436,0.158031714656792,0.6633422434386
299,2,133355,0.100110368511097,0.159054273956078,0.529487728149539
300,2,133435,0.0776246666515286,0.159433874267408,0.626647754741313
301,2,133943,0.0240924122171458,0.186720164986391,0.897407779115801
302,2,135183,0.038787463126589,0.159562375543185,0.808079561922797
303,2,135402,0.0316624402335812,0.159542724698848,0.842801428004554
304,2,135898,0.0582243393161836,0.160367846756034,0.716771833480831
305,2,135912,0.0569878320037713,0.160487602967727,0.722732883405113
306,2,135925,0.0455759141730994,0.159770721995212,0.775613603385878
307,2,136002,0.00146086612147567,0.159669557957425,0.9927051778808
308,2,136173,0.0340349576646661,0.160789010885199,0.832483023766766
309,2,138209,0.121186372133149,0.16538899867206,0.464206097460978
310,2,138318,0.103570423442667,0.164952335553517,0.530487925051506
311,2,138695,0.0965868854479341,0.162134178008754,0.551742755988145
312,2,138818,0.02721750822855,0.161911698102956,0.866600140353494
313,2,139728,0.00911021206452967,0.161627169989011,0.955082452161054
314,2,140174,-0.0259881122371413,0.161621978490525,0.872346326010124
315,2,140863,-0.0173651885444042,0.161559877174019,0.914465654850022
316,2,141152,-0.00957232558172039,0.162016822499916,0.952919993215605
317,2,141292,-0.0122302093093698,0.16085137532536,0.939434944387603
318,2,141545,0.0543697865663484,0.161610342595585,0.736750174160079
319,2,145823,0.0886287290071031,0.167732360403816,0.597558112985631
320,2,145934,0.0741224411084049,0.276451005932004,0.788762452823894
321,2,145980,0.0855941789021617,0.169284798715292,0.613437353501799
322,2,146723,0.0492283256061805,0.161323433117263,0.760429492859384
323,2,147946,0.0705099583965436,0.162779426262408,0.665161205986631
324,2,150394,0.120935811537654,0.177252884700084,0.495510386610184
325,2,151274,-0.345569951372813,0.277238301446374,0.213417443445511
326,2,151397,0.131508674012196,0.163079594253412,0.420550629195846
327,2,153035,0.17279465562254,0.161190653437131,0.28445716859453
328,2,153228,0.167336749324585,0.162386863306401,0.303489292542053
329,2,153455,0.145097222596831,0.163676321219907,0.375957724390364
330,2,153732,0.233637255530029,0.168956364243266,0.167592322157615
331,2,153815,0.196585836677341,0.16289404022173,0.22830472204441
332,2,154160,0.148500061896973,0.161325942338004,0.357941666222587
333,2,154235,0.119217880397394,0.163008884581608,0.465045605322094
334,2,155527,0.246232520776987,0.176575815771441,0.164047830940329
335,2,159870,0.227446482151793,0.158550645860947,0.152304893723648
336,2,161229,0.231416462436698,0.16098229855869,0.151454027535491
337,2,161451,0.319239114807481,0.345297127737199,0.355839649340919
338,2,161451,0.277591924240118,0.346508653423159,0.423606218767421
339,2,162696,0.259975799068774,0.160161498789991,0.105437096390837
340,2,163284,0.216973791468351,0.158206922379514,0.171104050770982
341,2,164166,0.155958452099596,0.159885375527843,0.330010448303522
342,2,165270,0.193659589245795,0.158419343273238,0.222353409006416
343,2,165675,0.212463274392924,0.160981256984101,0.187756623334519
344,2,166404,-1.08753075561352,0.414220906886715,0.00902898380617266
345,2,168012,0.241246381668738,0.194647610375596,0.216020513509179
346,2,168062,0.152026058585826,0.159723011396221,0.34184428145526
347,2,168518,0.0808274333520993,0.158953921969349,0.611423180465962
348,2,168980,0.0952097268304395,0.158855830261019,0.549326140585102
349,2,169651,0.163839454143782,0.158772834796607,0.30282022388217
350,2,169902,0.459572214274354,0.264656632657518,0.0833505744624972
351,2,169960,0.0896653714594233,0.247522849940271,0.7173813263359
352,2,170725,0.167668293470785,0.159045009203616,0.292503624424024
353,2,171254,0.15897108224519,0.159328455426456,0.319080650617811
354,2,172242,0.0901376069685721,0.157593930447077,0.567712327280452
355,2,173254,0.0479791172352486,0.1564379028429,0.759254444061159
356,2,173340,0.0344613385568667,0.156429057073997,0.825764785404021
357,2,173385,0.0419419236050871,0.156567969998828,0.788945711306772
358,2,173973,0.0685872315828965,0.156125243080687,0.660706417416347
359,2,174714,-0.434620910130949,0.399755617960872,0.277682929427793
360,2,177341,0.143762868075033,0.155447599181356,0.355685235660367
361,2,180314,0.0783035465688177,0.155632235393259,0.615185302027555
362,2,180339,0.0771439228611855,0.156027342844043,0.621313139912986
363,2,182758,0.176978589142715,0.155236080735822,0.255033866350704
364,2,183619,0.213998933364658,0.155718022204666,0.170229099081341
365,2,183913,0.167756486633559,0.159839345168292,0.294651397241415
366,2,184146,0.196263118267317,0.160823365865155,0.223141347626201
367,2,187176,0.129135979076971,0.156833523694059,0.410839182908808
368,2,191066,0.155530041352791,0.157940805553969,0.325428082137005
369,2,191124,0.247309379516769,0.199390409572947,0.215678119020663
370,2,191128,-0.215090116353044,0.183591904044558,0.242161314731642
371,2,191599,0.113149814926571,0.155849858698406,0.468308773127786
372,2,191762,0.153751404813796,0.161933085821531,0.343028694687221
373,2,191763,0.120379388004953,0.156452743781473,0.442152798334906
374,2,191959,0.0926620909922776,0.156123945751135,0.553215844012617
375,2,192390,0.0956294363541839,0.160431453660718,0.551506067970995
376,2,195759,0.0854377142706525,0.157477410258309,0.587789260701963
377,2,196912,-0.0104483423739512,0.154993831277507,0.946292404111237
378,2,197598,-0.120183123645602,0.506139841080461,0.812445120749887
379,2,198110,-0.0526752096670958,0.155898461749979,0.735653316562191
380,2,198283,-0.0345707317061037,0.160817477900848,0.829915823596311
381,2,198805,-0.000808089948692525,0.156595268825972,0.995885551571483
382,2,198891,-0.00393196511973315,0.155375355344806,0.979825000799073
383,2,199248,-0.0205564383826267,0.155726496664622,0.89505675091667
384,2,201782,-0.0639686147792188,0.155501700151419,0.681051450518544
385,2,203285,0.0909694474039749,0.154860273943904,0.557291034858916
386,2,203783,0.0853084097296209,0.154535637049824,0.581276663192646
387,2,204179,0.0595027250944067,0.154944058057525,0.701189537885813
388,2,205406,0.0488727376309428,0.156547089218721,0.755078992269366
389,2,205834,0.0351039819107522,0.155807605852869,0.821873637028351
390,2,205965,-0.0857207903040336,0.170200020236688,0.614823359093978
391,2,207192,0.0924910747499349,0.15559524763133,0.552602791469499
392,2,207561,0.0765521860319132,0.154931443756628,0.621540325051456
393,2,208682,0.0426550153346855,0.154707624283151,0.782929282396794
394,2,210102,-0.0572198410348621,0.155093969225757,0.712396167239692
395,2,212519,0.472301074582607,0.329201614201671,0.152261813636211
396,2,214801,-0.000335427007809419,0.155116484525577,0.998275861209319
397,2,215016,-0.00900840628406185,0.155027238160077,0.953695052116231
398,2,218876,-0.0511195678070699,0.156607096527035,0.744300630899908
399,2,227511,-0.0303335882128383,0.157731076746705,0.847608357169514
400,2,230378,-0.0621126470111762,0.15571641978856,0.690220532535418
401,2,231943,-0.0655959084874986,0.156159032586726,0.674698375206144
402,2,232156,-0.0609200796590204,0.156100356770456,0.696578006319056
403,2,232789,-0.0368103538431467,0.155568822214733,0.813090546987356
404,2,238524,-0.0286703473223436,0.155792631941754,0.854096448032942
405,2,241518,-0.0514896803672885,0.157128771075898,0.743339586263422
406,2,250396,-0.168708319326933,0.155822849070048,0.279683685388946
407,2,250466,-0.141345748773154,0.155844763764647,0.365043989972117
408,2,252305,-0.201007003709478,0.156073558799796,0.198624697330985
409,2,254571,-0.0878471224672559,0.158568141538014,0.579928006523188
410,2,254742,-0.0994287147845676,0.158405437653998,0.530616146044619
411,2,254908,-0.0806014213609958,0.159646847345098,0.613962900692858
412,2,255033,-0.15702153669163,0.186996699654659,0.401643720198394
413,2,255862,-0.20409985253048,0.158370312698292,0.198328721910692
414,2,255975,-0.150977684372825,0.15796507186362,0.339844411487391
415,2,258311,-0.278003474850551,0.154852251106044,0.0734640109719505
416,2,259284,-0.203918772001358,0.155703539168184,0.191162429744487
417,2,266330,-0.174251688875272,0.156477864043941,0.26621416014636
418,2,267100,-0.182148431952405,0.156440938705393,0.2450777527912
419,2,268086,-0.135649454425174,0.156586114022181,0.386917921961832
420,2,274614,-0.149499215965067,0.155596780994477,0.337304482743841
421,2,274729,-0.1570438733973,0.156429111217627,0.316100037369291
422,2,275746,-0.140421148425342,0.156405415345197,0.369902862595536
423,2,277029,-0.160537156254338,0.155621838894686,0.302972818541218
424,2,277741,-0.146273739739013,0.155722928484568,0.348208494924382
425,2,278218,-0.131983082229606,0.155477194053872,0.396517628774174
426,2,278379,-0.132247617120405,0.159331995490939,0.407092435095358
427,2,279910,-0.164344276574092,0.155335070456008,0.290779565073072
428,2,280616,-0.186025454324726,0.16207839439595,0.251849084545726
429,2,283431,-0.145161147306477,0.157670613795494,0.357856305896447
430,2,283573,-0.153084507035841,0.155753200663198,0.326346605775241
431,2,286762,-0.221589142976799,0.15591998073946,0.156149484541106
432,2,287187,-0.189612907440461,0.155308257924155,0.222945907589788
433,2,288379,-0.161315324182492,0.154217537117719,0.296265440693426
434,2,294941,-0.24841230069785,0.153982162432121,0.107582956593549
435,2,296073,-0.296985289384258,0.158037041710363,0.0610390457460669
