SNP,Chr,Pos,Effect,SE,RET2_EMP70_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
121,1,175281,-0.000798481012247554,0.106371676055619,0.994014960946352
122,1,175315,-0.00697163385900962,0.106337552177035,0.947764171396773
123,1,175523,0.000402134274715527,0.106940704102053,0.997001807504481
124,1,175541,-0.00389694882129277,0.1065040581108,0.970832858901801
125,1,175653,-0.000872696820786278,0.106841264227848,0.99348743575529
126,1,175805,0.0353767493252842,0.112868514248022,0.754136616656238
127,1,175818,-0.000858932149272254,0.11029082337076,0.993790629631228
128,1,175856,-0.0162277019004686,0.108601659250225,0.881304351858398
129,1,175876,-0.0169452366110276,0.106936902992639,0.874184839599969
130,1,175989,0.00474834558266368,0.107245527840668,0.9647098633118
131,1,176001,0.000946363739937173,0.107804637448327,0.993000813873208
132,1,176451,0.0471372674337777,0.109071659448614,0.66588327348955
133,1,177692,-0.0288830824915233,0.10632708698039,0.786054796092004
134,1,178191,-0.0379482349834385,0.106424619977957,0.721623904288534
135,1,178224,-0.0288830824915233,0.10632708698039,0.786054796092004
136,1,178960,0.00602108183895356,0.107187027213719,0.95523528817294
137,1,179139,0.0379057401009124,0.21243292132263,0.858482719311557
138,1,179139,-0.0899952450220238,0.427838172683196,0.833516814004087
139,1,180955,-0.0624601923582648,0.123050330551542,0.612051767272851
140,1,183802,-0.15783261094528,0.106019294776779,0.137455005037771
141,1,183954,-0.144819687488457,0.106848196098241,0.176163760655362
142,1,184450,-0.125204441348024,0.105978598587536,0.238234200603136
143,1,184641,-0.135553018043779,0.10903963002688,0.214636246362879
144,1,184718,-0.149700322401952,0.10649358514665,0.160686381436181
145,1,185296,-0.125011250233555,0.106129832121728,0.239626500288628
146,1,185438,-0.101369106437273,0.106206265757969,0.340506487287028
147,1,185469,-0.0971571447075665,0.106371073228844,0.361666455091447
148,1,185503,-0.0887524284220235,0.106116161264524,0.403512294441634
149,1,185705,-0.0929010140207053,0.107294545470654,0.387160347897103
150,1,185749,-0.105337138171082,0.10726199510839,0.326745528498134
151,1,185806,-0.154025498370739,0.107238947898361,0.151807386654954
152,1,185879,-0.120154450998173,0.107882159244457,0.266141465518417
153,1,185916,-0.126985138566484,0.107810744142993,0.239648929176609
154,1,185941,-0.108493133739982,0.108339170402619,0.317309212076153
155,1,185954,-0.105047722960654,0.108666055964769,0.334354715496399
156,1,186055,-0.104433520187054,0.106493213189913,0.327432581713037
157,1,186896,-0.147588135041198,0.108101441292612,0.173036227469258
158,1,187697,-0.408403156758448,0.21997289714584,0.0642000575127412
159,1,189392,0.00874866386537221,0.22220271417285,0.968615707218818
160,1,189416,-0.0877642410592596,0.214890347428631,0.68321733802349
161,1,190132,0.221244143249394,0.106122114364825,0.0378050486621013
162,1,190148,0.224006780791823,0.106138100052933,0.0355163964671213
163,1,190165,0.217636961527335,0.107001188246458,0.0427021570468229
164,1,190169,0.212261257323404,0.106896817242448,0.047843839627484
165,1,190933,0.101292982473869,0.106484067591311,0.34212826537821
166,1,192149,0.0190237192039624,0.107487387309,0.859621207389457
167,1,192302,-0.0188558798716487,0.141926719790189,0.894382611243194
168,1,192303,-0.0479874626246461,0.12812134576011,0.708222314004957
169,1,192305,-0.0103562882551795,0.133166043935037,0.938055281873881
170,1,192315,-0.0460927612275093,0.151046461946174,0.760427054775629
171,1,192795,0.147826225821164,0.106127360347353,0.164522561853134
172,1,194020,0.0799499665225354,0.112010091063053,0.475838175776769
173,1,194187,0.104497443465415,0.106361462012396,0.32653893260794
174,1,194867,-0.0134181016845982,0.106446424418179,0.899760169299554
175,1,197325,0.0223837355491538,0.109039823585531,0.837471401381691
176,1,197392,0.00872531786520475,0.110447027336505,0.937077367115187
177,1,198857,-0.63346615078413,0.509307297858451,0.214405919759237
178,1,206666,0.0432355809576181,0.119696142303679,0.718157693677458
179,1,206675,-0.0117848010333823,0.155861430785991,0.939771608768155
180,1,223051,0.067134706195255,0.123307790478456,0.586476825695439
181,1,223059,-0.0463293665301578,0.128071844205852,0.717758931432771
182,2,7366,-0.243419532943287,0.15384534683569,0.114491386252518
183,2,8180,0.446840485538798,0.211228009926639,0.0350923467217615
184,2,8187,0.333838349675879,0.220328982318556,0.130621395315513
185,2,8250,0.410828042285955,0.216673403846124,0.0587671181584743
186,2,8253,0.393155941434527,0.216766264602679,0.0705679599021241
187,2,8285,0.216658707996059,0.117502661330031,0.0660411509429095
188,2,8302,0.19542316784105,0.110027842742384,0.076573681884091
189,2,8306,0.19542316784105,0.110027842742384,0.076573681884091
190,2,8314,0.191692619531306,0.10776928450078,0.0761443091558121
191,2,8317,0.197358220491885,0.110220540618008,0.0742181889199497
192,2,8328,0.184815575273201,0.10978480485333,0.0931750097367091
193,2,8331,0.181411810572297,0.109592865488653,0.098747302951332
194,2,8498,0.194750954289262,0.107594479290828,0.0711389262567393
195,2,8651,0.177979209081849,0.107778341720199,0.0995574600565445
196,2,9418,0.283348026145568,0.274751588121634,0.303111822823946
197,2,9812,0.161674612738525,0.108495993171756,0.137079425662729
198,2,9932,0.166067800035067,0.108046809196489,0.12518946511022
199,2,10135,0.178439505835927,0.107574149211926,0.0980527263958636
200,2,11616,0.20944846831363,0.107300418581922,0.0517306951891282
201,2,12133,0.202736363037668,0.107767949578376,0.0607633578812871
202,2,12194,0.196516334111759,0.108221354917274,0.0702379506608805
203,2,12359,0.197425304511399,0.107897281502464,0.0681302072031539
204,2,13061,0.216153813690345,0.107787527669545,0.0456864681166657
205,2,14298,0.195024699781425,0.108245174615221,0.0724466520966363
206,2,15222,0.214243147889393,0.1092084126666,0.050573291702845
207,2,17986,0.184813253966658,0.107428555893323,0.0862476798748045
208,2,19770,0.172708405702582,0.108234165859756,0.111452388898329
209,2,19836,0.175652688671964,0.107921200322482,0.104501642593085
210,2,19851,0.175070768585666,0.108242216532343,0.106685549507931
211,2,21595,0.160822208877338,0.107854707107658,0.136828150033379
212,2,22385,0.167053878179216,0.107930593908752,0.122568925601804
213,2,23441,0.134169869492494,0.109114613891748,0.21965712697194
214,2,24209,0.169408139049356,0.108072172762846,0.117882988494233
215,2,24341,0.166636757845255,0.108341750804298,0.124928343454055
216,2,26815,0.209363692068386,0.108000557310918,0.0533539079765081
217,2,28209,0.24065898825902,0.107852483099987,0.0262839358718071
218,2,28695,0.144289968153994,0.113207066912401,0.203300977763992
219,2,35849,-0.588028353012971,1.16284565100917,0.61339658145217
220,2,35850,-0.403383764212595,1.42253494149625,0.776908573983363
221,2,41245,0.219373177538884,0.107561963842742,0.0421438589033049
222,2,43214,0.202743927080974,0.109417132821983,0.0647246250143742
223,2,47104,0.12225211237324,0.106684637717815,0.252604277882046
224,2,50915,0.168434928657681,0.107560081674249,0.118253643263355
225,2,55834,0.188693775579594,0.10696384072068,0.0785818277007957
226,2,56422,0.177700368088825,0.107209984172365,0.0983071640654153
227,2,57715,0.18212013412128,0.106832735343474,0.0891261059842431
228,2,59046,0.184459787428175,0.107366294511554,0.0866658821980972
229,2,59191,0.206611034433552,0.106631388946911,0.0534669933117155
230,2,59383,0.185698974344508,0.106771313977487,0.0828675119766842
231,2,59477,0.196103072863756,0.108339570613852,0.0711339502267958
232,2,59755,0.289124517106563,0.244063670559208,0.236961755551119
233,2,60471,0.193923256323192,0.106874979906843,0.0704515112694578
234,2,60478,0.193214657395325,0.107001705519997,0.0718145173395929
235,2,60786,0.211643696920462,0.106725162691256,0.0481340108802318
236,2,61035,0.225279463399582,0.106638274556643,0.0353404212895363
237,2,61071,0.223145972337642,0.106161156279418,0.0362653121164232
238,2,61675,0.21842025027178,0.106498362552084,0.0410119538700734
239,2,62776,0.229507927985996,0.111149232467118,0.0396658052034743
240,2,62939,0.236870320344241,0.106200103480597,0.0263479342340381
241,2,63527,0.256468232573412,0.106475812320179,0.0165212017533044
242,2,63857,0.2636526749179,0.106451278217248,0.0137265130570341
243,2,65527,0.183584062104497,0.106571226267586,0.0858291238260514
244,2,67007,0.145747376268697,0.117570604590429,0.215925286876329
245,2,67023,0.0547729376562955,0.243640214863713,0.822256585435247
246,2,67024,0.100500571837646,0.244489815087832,0.681276204447132
247,2,67976,0.141777243996684,0.108297079152196,0.19133469068768
248,2,69628,0.176679469977064,0.109956731428405,0.108990350292794
249,2,71825,0.100744344165333,0.213335664134545,0.637051602978763
250,2,72389,0.185854473655918,0.107435751414577,0.0845199374538198
251,2,72392,0.15763683878559,0.108299302706738,0.146401223641968
252,2,73646,0.155485133097666,0.106074487542234,0.143589996896966
253,2,74564,0.184805947079464,0.105731359297563,0.0813538822006839
254,2,74739,0.183954029922562,0.106086209689777,0.0837902253074222
255,2,79931,0.234905006987862,0.119429029013445,0.0499775964848854
256,2,80748,0.124114689407462,0.110602274393429,0.262552354554381
257,2,80873,0.146308404040785,0.106506938628746,0.170407076066757
258,2,81501,0.155113505142583,0.106453790877612,0.14597854932842
259,2,83526,0.155946563735889,0.10628420473994,0.143195695376619
260,2,83845,0.151261253308647,0.106404992406206,0.156036412386381
261,2,84412,0.229531718409223,0.268640924384992,0.393452738784758
262,2,84412,0.200422128583719,0.134237850086636,0.136320623974982
263,2,84447,0.20746291384907,0.107505952288702,0.0544350431017956
264,2,87391,0.134149024503521,0.105997729144746,0.206496757155196
265,2,87562,0.134748548371505,0.106265036085908,0.205618585095963
266,2,87849,0.142779082445571,0.106225212232601,0.179773842130788
267,2,87878,0.121773036771088,0.106757763852129,0.254789682110455
268,2,88125,0.114159211113995,0.11877910851846,0.337157171104681
269,2,89785,0.134822518024956,0.106725276417607,0.207326962489461
270,2,93441,0.146014613425547,0.109884960175851,0.184773818457005
271,2,93588,0.0961646507110008,0.113912502782107,0.399130787519369
272,2,93721,0.126822587594449,0.106429398784186,0.234213804527068
273,2,93952,0.102899924359914,0.106197067937728,0.333232253368536
274,2,95085,0.122408742083217,0.106287115642619,0.250232021618487
275,2,103188,0.100987100864241,0.108939085581953,0.354557185984419
276,2,107124,0.0896677352139417,0.106432636644961,0.400087837974006
277,2,111645,0.157462015537175,0.106277874901663,0.139337039824493
278,2,111916,0.145398626216596,0.106578508871965,0.173361286290421
279,2,111931,0.159810061049793,0.106683954478279,0.135033004180129
280,2,111999,0.158902502344131,0.106302261969292,0.135855410570631
281,2,114528,0.0935458372314183,0.107136203651501,0.383175593414295
282,2,116024,0.0899195868141102,0.107400269933989,0.403025262336611
283,2,119244,0.0594488545622098,0.117126577205823,0.612078378593338
284,2,119246,0.0935209060770203,0.118314510743887,0.429799649728918
285,2,119247,0.107139309005628,0.119137800499404,0.369111792437191
286,2,120090,-0.00924753804777112,0.107081126961516,0.931229118280017
287,2,120291,-0.00629136767185623,0.108306302595783,0.953710877392414
288,2,120726,0.00227856187875919,0.107680994613814,0.983129740767776
289,2,121716,0.0316941877027228,0.107545537267787,0.768392620379976
290,2,123100,-0.0222768956657267,0.107700610882702,0.836253339153136
291,2,124677,-0.0307319279964824,0.107546328418497,0.775233191985843
292,2,127636,-0.111600986979472,0.135908077302792,0.412114751596847
293,2,127887,0.0977863623689654,0.108171074902781,0.366613325136375
294,2,128935,0.0864470508589681,0.108095957914745,0.424407904869018
295,2,129053,0.0990708067021044,0.108394998579346,0.361351464898764
296,2,130040,0.123034553709325,0.108989000809866,0.259718714968998
297,2,130976,0.0647640318133065,0.108241339874261,0.550003523523961
298,2,132199,0.0669683878482443,0.108739745085543,0.538384244207784
299,2,133355,0.0969398694996177,0.109412531112579,0.376218886275332
300,2,133435,0.0976852037777745,0.109647615615747,0.373588930157675
301,2,133943,0.168908894865419,0.128202589289386,0.188520371234635
302,2,135183,0.0770305745206585,0.109755062277758,0.483240958243284
303,2,135402,0.0697995398055655,0.10975216298035,0.525205369344272
304,2,135898,0.0972712841695316,0.110275948033759,0.378338313140815
305,2,135912,0.103008669463438,0.110342832732861,0.351182967769136
306,2,135925,0.110043582757772,0.109822421580407,0.317023285575545
307,2,136002,0.101853796267796,0.109762412113953,0.354068659271553
308,2,136173,0.0860723827165972,0.110578847593465,0.436866347041443
309,2,138209,0.221722123306718,0.1133063662152,0.0511545375672455
310,2,138318,0.19643937952732,0.113113377153732,0.083319731783803
311,2,138695,0.167312460301196,0.111292896354313,0.13364224551694
312,2,138818,0.144781851955214,0.111177115989366,0.193675507240493
313,2,139728,0.135269125094708,0.111010839985927,0.223839485067036
314,2,140174,0.103578462479649,0.111107376872757,0.351850963155566
315,2,140863,0.0764655653685158,0.111124563533787,0.49183746164956
316,2,141152,0.107361887964957,0.111365793926605,0.335682181792414
317,2,141292,0.094133889765728,0.110597082457863,0.395267133057746
318,2,141545,0.12086751735469,0.111063654428396,0.277217285552845
319,2,145823,0.231155857284235,0.114834050119154,0.0448781104397433
320,2,145934,0.195837719993163,0.190007355756082,0.303394246636399
321,2,145980,0.219728096454997,0.115968078769406,0.0589452765584213
322,2,146723,0.173068009718012,0.11066644887969,0.118743955754954
323,2,147946,0.197194111272109,0.111573835604588,0.0780274238873045
324,2,150394,0.167709322525278,0.121751951228047,0.169240559477162
325,2,151274,-0.317697035813911,0.190485969056395,0.0962374968651496
326,2,151397,0.200374941861938,0.111839219692582,0.0740480582944136
327,2,153035,0.211848408640776,0.110550018631396,0.0561325982214938
328,2,153228,0.22480572857346,0.111293073982607,0.044144268456574
329,2,153455,0.1833613226641,0.112356209692772,0.103578727002292
330,2,153732,0.241328522168305,0.115892964828569,0.0380311379271887
331,2,153815,0.186617308521029,0.111906628447006,0.0962787605987855
332,2,154160,0.207198813542229,0.110621068449793,0.0618876894795694
333,2,154235,0.202038060128594,0.111763396599726,0.0714995782157886
334,2,155527,0.231386072333108,0.121242717032025,0.0571435196745609
335,2,159870,0.165864327104833,0.109087069226583,0.129286440703117
336,2,161229,0.164643965743568,0.110777491159192,0.138103377233746
337,2,161451,0.39144341671275,0.237032254908497,0.0995390032595171
338,2,161451,0.161975674440695,0.238553404179304,0.497588332203186
339,2,162696,0.148467418213433,0.110362875974553,0.179402914369615
340,2,163284,0.136374925224811,0.108937663207647,0.211448998862055
341,2,164166,0.180643501084626,0.109772683942623,0.100733244781389
342,2,165270,0.206460192565427,0.108712286352258,0.0583606953334805
343,2,165675,0.175773080472275,0.110677329559041,0.11314587744897
344,2,166404,-0.40792055588822,0.287047144461503,0.156172624189337
345,2,168012,0.26957149859639,0.133492965337298,0.0442042660090378
346,2,168062,0.183131706516313,0.109641552359671,0.0957510610143441
347,2,168518,0.158804173853778,0.109116828140641,0.146458563384405
348,2,168980,0.175197587432076,0.108993581200595,0.108858064757743
349,2,169651,0.213402927167156,0.108852710829043,0.0507265229568706
350,2,169902,0.147322134207716,0.182764143870865,0.420740629494557
351,2,169960,0.126577150453453,0.17026163807818,0.457717521779125
352,2,170725,0.244008659975397,0.108866593684809,0.0256240881872358
353,2,171254,0.23129112819214,0.109123763387551,0.0347432076468603
354,2,172242,0.151001587207074,0.108219817019681,0.163795659350061
355,2,173254,0.0749929524982729,0.107612277396025,0.486335922004131
356,2,173340,0.0896926351523737,0.107567364113329,0.4049420167477
357,2,173385,0.0751291770075937,0.107698197511675,0.48589289064437
358,2,173973,0.0943850711743786,0.10736864769597,0.379958724145918
359,2,174714,0.202849443005934,0.275389582318721,0.46186044194687
360,2,177341,0.166806825057636,0.106751318674937,0.11904886949767
361,2,180314,0.144981794242446,0.106877604983719,0.175800144022949
362,2,180339,0.155754606042001,0.107106190431109,0.146777368198764
363,2,182758,0.163962723084748,0.106684935305898,0.125216730505101
364,2,183619,0.106568192148617,0.107312988964117,0.321361134074453
365,2,183913,0.101769379095506,0.110051341934667,0.355730513918128
366,2,184146,0.152680031728224,0.110625507595729,0.168413221067087
367,2,187176,0.0903565636202427,0.107940755617527,0.403106057429142
368,2,191066,0.0889504668812537,0.108752544224473,0.413956783822415
369,2,191124,0.139571608491123,0.137332915606101,0.310182023588111
370,2,191128,-0.0774354865873423,0.126539613170016,0.540967023026552
371,2,191599,0.0386316838479562,0.107327559254798,0.719105844088999
372,2,191762,0.0456475335297797,0.111569892279602,0.682686178747413
373,2,191763,0.0250982125907403,0.107764126931476,0.815974419062635
374,2,191959,0.0488045446250618,0.107478059942383,0.650044237995954
375,2,192390,0.0656223654341092,0.110420915235444,0.552696910231097
376,2,195759,0.0709648770818649,0.108366771882377,0.512985481509461
377,2,196912,-0.0166998250314828,0.106675000345012,0.875690084875656
378,2,197598,0.241242471755443,0.348153342403632,0.488815268946116
379,2,198110,-0.0270249005475139,0.10730835890164,0.801308677638203
380,2,198283,-0.00611367167182048,0.110693039921965,0.955985790470166
381,2,198805,-0.00480727839538314,0.107779942695124,0.964449196022172
382,2,198891,-0.0299996901138319,0.106928785317848,0.779214045102774
383,2,199248,-0.0259701540959614,0.107176022467547,0.808678283246626
384,2,201782,-0.0764350105038339,0.106975891753867,0.475386022810732
385,2,203285,0.0273449146584993,0.106628243932131,0.7977520414345
386,2,203783,0.0291897571626967,0.106397212223317,0.783978437815517
387,2,204179,0.0150397992070285,0.106663029955718,0.887948060086162
388,2,205406,0.00296219170319323,0.107761839831676,0.978085790625102
389,2,205834,-0.00454820557190061,0.107245552414442,0.966196416097809
390,2,205965,0.00317184485468291,0.117185980623371,0.978421781318597
391,2,207192,0.0321479814547003,0.107131877663159,0.764293850266293
392,2,207561,0.0184597654883376,0.106667420730745,0.862704177502998
393,2,208682,-0.0126081672246181,0.106490378473138,0.905820253178919
394,2,210102,-0.0080419179585387,0.106766659322297,0.940000890015851
395,2,212519,0.185166752668099,0.227026284110059,0.415268562997337
396,2,214801,-0.0336364308805175,0.106747424632426,0.752869655398095
397,2,215016,-0.019502572860721,0.106696470864041,0.855071220643383
398,2,218876,-0.0852376020822468,0.107709147171685,0.429260523081024
399,2,227511,-0.0837532054554826,0.108476120034746,0.44057837445719
400,2,230378,-0.101368785442444,0.107063647094469,0.34438396748025
401,2,231943,-0.0982673895229146,0.107379549751642,0.360742503052511
402,2,232156,-0.135958530594084,0.10721886554614,0.205616967570605
403,2,232789,-0.10503230312299,0.106936235646781,0.326676168951552
404,2,238524,-0.040803837776173,0.107210958406417,0.703733524156592
405,2,241518,-0.0655216457738421,0.10810765158566,0.544852624302249
406,2,250396,-0.0786305045441622,0.107344980911504,0.464347785769978
407,2,250466,-0.0896956136173988,0.107282426056808,0.40368111831925
408,2,252305,-0.0904952426476868,0.107565459761306,0.400747242006205
409,2,254571,-0.101728944239424,0.109051217720087,0.351532586115325
410,2,254742,-0.1017388879184,0.108952475893877,0.351049778382887
411,2,254908,-0.0778702823535444,0.109842059358743,0.478836118043144
412,2,255033,-0.0613190303008189,0.128791847044361,0.634290855770432
413,2,255862,-0.0537848864448185,0.109220575644005,0.622712479428907
414,2,255975,-0.105317077045127,0.108719215185161,0.333354580245968
415,2,258311,-0.138480364899647,0.106812026902893,0.195654775714809
416,2,259284,-0.10418250053172,0.107283325641388,0.332164967871418
417,2,266330,-0.0713795621466078,0.107821530190213,0.508392999525698
418,2,267100,-0.0750803904943587,0.107806540226781,0.486613939030863
419,2,268086,-0.0441138588779924,0.10786289018439,0.682801714633016
420,2,274614,0.00141479173631553,0.107232926441967,0.989480763754013
421,2,274729,-0.0255603068847312,0.107810890132142,0.812728650729353
422,2,275746,0.00077707102014879,0.107772398226119,0.994251138050335
423,2,277029,0.0157399304404187,0.107268313704255,0.88342558504462
424,2,277741,-0.0100675695551036,0.10731236085591,0.925308894154015
425,2,278218,-0.0243553829996208,0.107112028376781,0.820258089948
426,2,278379,-0.0152706652803443,0.109767806292205,0.889436326891977
427,2,279910,-0.00347206496371,0.107082098682396,0.974151987942664
428,2,280616,-0.0146237422288127,0.111759373128367,0.895968306884729
429,2,283431,-0.017061246895818,0.10864678836269,0.875307778063286
430,2,283573,-0.0248085619219214,0.107339131873612,0.817353007237769
431,2,286762,0.0124894125193493,0.107619978072656,0.907678066123239
432,2,287187,-0.0294817401875507,0.107108378693604,0.78328407642884
433,2,288379,-0.0139196261744696,0.106305508532604,0.895897489045264
