SNP,Chr,Pos,Effect,SE,FMP45_MEP1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
116,1,171200,-0.225325880869702,0.157328807011011,0.152972265320028
117,1,171431,-0.294827901286381,0.157992935274076,0.0628588864836182
118,1,173339,-0.26694530013913,0.156893584492836,0.0897406083618663
119,1,173845,-0.263630587477781,0.15677835181374,0.0935406233595595
120,1,175121,-0.332629900196214,0.156092124654424,0.0337809930714196
121,1,175281,-0.307818234033205,0.156370511627274,0.0497905045140951
122,1,175315,-0.312268462076092,0.156295740759547,0.0464907526407466
123,1,175523,-0.302578933065805,0.157244963531938,0.0551266291547154
124,1,175541,-0.310915261327993,0.156550204194607,0.0478017723722209
125,1,175653,-0.358084058688383,0.156766248306889,0.0229534637662185
126,1,175805,-0.297509545600174,0.166099444545635,0.074125311021111
127,1,175818,-0.367941897350343,0.161838719906643,0.0235956042131781
128,1,175856,-0.325362318301397,0.159590814348891,0.0422217999953459
129,1,175876,-0.31543830980643,0.15717335942102,0.0455175624080987
130,1,175989,-0.304300982101741,0.15768892139616,0.0544382452047687
131,1,176001,-0.312880547194516,0.158471911933108,0.0491199821335763
132,1,176451,-0.287366603965026,0.160532908298855,0.0742981340850522
133,1,177692,-0.33371535730867,0.156170135226969,0.033295499483457
134,1,178191,-0.347049981039441,0.156244931622113,0.0269719320166568
135,1,178224,-0.33371535730867,0.156170135226969,0.033295499483457
136,1,178960,-0.331096390779396,0.157449175695553,0.0361839877395929
137,1,179139,-0.42876825826019,0.313177815676072,0.17184197459872
138,1,179139,-1.08306232751226,0.629788353592323,0.0863590811559915
139,1,180955,-0.152530634125936,0.181764068732227,0.401942830012827
140,1,183802,-0.277736826221075,0.156500149835732,0.0768134020750805
141,1,183954,-0.235447371078043,0.157844511844301,0.136686334157749
142,1,184450,-0.169442216809575,0.156695499121816,0.280280934523948
143,1,184641,-0.178114630009329,0.161243872794582,0.27007281460369
144,1,184718,-0.217534015350055,0.15742137954177,0.167889116605858
145,1,185296,-0.178097723194333,0.156890855152748,0.257074459144791
146,1,185438,-0.19009542006247,0.156858405093448,0.226364344695639
147,1,185469,-0.189139636856785,0.157088992836221,0.229385258592071
148,1,185503,-0.217075343004367,0.156578404264003,0.166509450322442
149,1,185705,-0.243194321430161,0.158230281477083,0.125197833784243
150,1,185749,-0.227163723653987,0.1582977640127,0.152160910567935
151,1,185806,-0.231895536154335,0.158490955799728,0.144317022194112
152,1,185879,-0.241897527922053,0.159219284673083,0.129588966029875
153,1,185916,-0.136714228631267,0.159500439788231,0.391948968017045
154,1,185941,-0.172208011588531,0.160099711268482,0.282827491042452
155,1,185954,-0.171469099440927,0.160571042397809,0.286308609104829
156,1,186055,-0.174519882540193,0.157346410186133,0.268122965505237
157,1,186896,-0.162541466264969,0.159970722572587,0.310291907650873
158,1,187697,-0.543986649132407,0.325436937950804,0.0954977273381105
159,1,189392,-0.49918081910623,0.327358941549339,0.12818616616573
160,1,189416,-0.510158728038559,0.316538879803843,0.107925740260871
161,1,190132,0.0395212212084814,0.157806268413945,0.802391721190907
162,1,190148,0.0718478467664246,0.157821562415355,0.649211179252251
163,1,190165,0.0241962471628775,0.159075766312043,0.879190879621777
164,1,190169,0.0579069143133768,0.158852705743205,0.715678962422133
165,1,190933,-0.00413811521336399,0.157594007306239,0.9790663325195
166,1,192149,0.149285235741965,0.158683798564549,0.347465164761743
167,1,192302,0.135945793197734,0.209660258374259,0.517141409827292
168,1,192303,0.0586160051730911,0.189386239858248,0.757119955159286
169,1,192305,0.0996290439834322,0.196761049483792,0.612930316028846
170,1,192315,-0.0157381569507384,0.223287466396468,0.943848479224472
171,1,192795,0.0824361097147377,0.157234612491509,0.60040777991061
172,1,194020,-0.0863520242836008,0.165616166779685,0.60241613544396
173,1,194187,0.0225654271426316,0.157421553529651,0.886100337778911
174,1,194867,-0.159919874847704,0.157110064785608,0.309430040243467
175,1,197325,-0.203706682721874,0.160814727320962,0.206091797221756
176,1,197392,-0.252206471078852,0.162698774462956,0.12200308898459
177,1,198857,-1.38807544820369,0.750821407679274,0.0653310307602389
178,1,206666,-0.224055462900224,0.176551539834978,0.205253833933242
179,1,206675,-0.172992942942992,0.230194322962868,0.452847542130353
180,1,223051,-0.27617260924025,0.181742510688734,0.129511256277582
181,1,223059,-0.396055941495376,0.188159089551187,0.0360064076724117
182,2,7366,-0.356974429046404,0.227409175395048,0.117370335224269
183,2,8180,0.317414292966166,0.313731303251987,0.312355687004491
184,2,8187,0.331462462152986,0.326245714227539,0.31032987561296
185,2,8250,0.13749702772115,0.321805325862911,0.669444841080549
186,2,8253,0.135361236051619,0.321807890915894,0.674283087864072
187,2,8285,0.0980576092803006,0.174435293331251,0.574375245011747
188,2,8302,0.169506928034264,0.163106303456808,0.299403478502895
189,2,8306,0.169506928034264,0.163106303456808,0.299403478502895
190,2,8314,0.196472837529018,0.159662401286802,0.219309929917098
191,2,8317,0.1542207734621,0.163447582049748,0.346045580814062
192,2,8328,0.098190259747393,0.162837561189302,0.546899120086201
193,2,8331,0.103353491061635,0.162522045445167,0.525230728590821
194,2,8498,0.0941880104149898,0.159691485157721,0.55569379053476
195,2,8651,0.0763556855953678,0.159868099278442,0.633218589783187
196,2,9418,-0.133095961599715,0.406655973186357,0.743639716660426
197,2,9812,0.0941660597700612,0.160791863085642,0.558492039684032
198,2,9932,0.0828809094630603,0.160175186873982,0.60517373717022
199,2,10135,0.0694020136725214,0.159579527351268,0.663896779605434
200,2,11616,0.12860343530181,0.159305865728052,0.420052416018958
201,2,12133,0.114159191913487,0.159971395222703,0.475932159291567
202,2,12194,0.120510385484631,0.160577732723605,0.453465571052109
203,2,12359,0.0892121275451782,0.160165551608597,0.577880764592298
204,2,13061,0.100657785548953,0.160134533077299,0.530028839064994
205,2,14298,0.0907139389773944,0.160657050137553,0.572674974044937
206,2,15222,0.133299604344161,0.162141780402476,0.411564941408142
207,2,17986,0.126598077304284,0.15931041594903,0.427343553434064
208,2,19770,0.146922986772241,0.160364745312322,0.360197906923457
209,2,19836,0.135411103697119,0.159951902736078,0.397806214890148
210,2,19851,0.135844671785853,0.160420129829148,0.397677175474919
211,2,21595,0.0684511703066594,0.159878240356042,0.668806197989746
212,2,22385,0.0554508825939084,0.160043856510085,0.729193666850499
213,2,23441,0.0187209991009009,0.161622692650201,0.907851948716905
214,2,24209,0.0793448616510489,0.160239279656553,0.620791824290832
215,2,24341,0.0708300486011298,0.160629834557941,0.659517672760523
216,2,26815,0.151970701165758,0.160277554903127,0.343690506226944
217,2,28209,0.160751115009362,0.160307364344801,0.316659628397737
218,2,28695,0.0125598682575427,0.167712984050974,0.940345399342884
219,2,35849,0.256075393251864,1.71935375708659,0.881688391503966
220,2,35850,-1.97695151064229,2.10023360761946,0.347194456385222
221,2,41245,-0.0516949655060828,0.1598960751124,0.746656818280524
222,2,43214,-0.149093994975114,0.16231863104326,0.358970369952811
223,2,47104,0.00470974257840523,0.157981845434508,0.976233897414492
224,2,50915,-0.0199151726295306,0.159530739611849,0.900724479374077
225,2,55834,-0.084686291969962,0.158733098372533,0.594013747338198
226,2,56422,-0.00713026566835195,0.159080526544241,0.964274742134312
227,2,57715,-0.0337225301365683,0.158546419837513,0.831685182842668
228,2,59046,-0.00832517638171204,0.159358054452915,0.958365453192204
229,2,59191,-0.0328104061796713,0.158436614474123,0.83606012284136
230,2,59383,-0.000441066025290038,0.158491866933728,0.997781146899992
231,2,59477,-0.0176941118902602,0.16087383038862,0.912481782287848
232,2,59755,-0.0403501475769055,0.361456962122376,0.911178680364034
233,2,60471,-0.0607682197198484,0.158672371560052,0.701965691808866
234,2,60478,-0.0459150732591967,0.158867639675031,0.772739830054214
235,2,60786,-0.0643698669504394,0.158588179459179,0.685066981774949
236,2,61035,-0.0474816872963795,0.158593608345305,0.764817019243044
237,2,61071,-0.0338760687039882,0.157883912417712,0.830231825413102
238,2,61675,-0.141177625292236,0.158170387827782,0.372697290932048
239,2,62776,-0.111998719127176,0.16516972562371,0.498163544887765
240,2,62939,-0.0878647617636439,0.158005867869156,0.5785047520026
241,2,63527,-0.0506053527438273,0.158645560348484,0.74992751639292
242,2,63857,-0.0580888678309932,0.15867521435111,0.714519763728099
243,2,65527,-0.133707153706577,0.158021940448288,0.398053256541448
244,2,67007,-0.147783991058315,0.173979549116201,0.396216034628426
245,2,67023,-0.100080045902851,0.360107464068943,0.781238649626673
246,2,67024,-0.0306528441283094,0.361459660264255,0.932466125392948
247,2,67976,-0.0458881804192339,0.160441877385338,0.775037280115092
248,2,69628,0.00442812915688484,0.163118556217227,0.978358073957273
249,2,71825,-0.172788440537152,0.315293852349475,0.584022138672255
250,2,72389,0.0710851056645791,0.159426041711676,0.655956274954902
251,2,72392,-0.0227925737302844,0.160550711728887,0.887188678986653
252,2,73646,0.0792082063878086,0.15720708238396,0.61468368481453
253,2,74564,0.109575539067286,0.156846419082361,0.485251551871241
254,2,74739,0.175046436125177,0.157195033683129,0.266224748903586
255,2,79931,0.258278932871394,0.176957853709841,0.145302948120083
256,2,80748,0.204128913111926,0.16341017342945,0.212426508537692
257,2,80873,0.261263178475725,0.157232878200709,0.0974743576769739
258,2,81501,0.275476051309614,0.157137728062047,0.0804551483455275
259,2,83526,0.264224011859702,0.156946656194102,0.0931570868310492
260,2,83845,0.30641753011088,0.156879772830264,0.0515856678288332
261,2,84412,0.316177618798719,0.397128249448523,0.426474139731421
262,2,84412,0.191592582520935,0.198779131102714,0.335782662626223
263,2,84447,0.341239350323075,0.158703097961182,0.0322201985077393
264,2,87391,0.288490004074092,0.156276232125578,0.0657254971553044
265,2,87562,0.293860508017336,0.156647244196497,0.0614888328459103
266,2,87849,0.277556032846456,0.156716488486019,0.0774117304393208
267,2,87878,0.276236183461808,0.157402468567822,0.0801323929567421
268,2,88125,0.280985896363495,0.175157939731522,0.109567362603385
269,2,89785,0.180912831414114,0.157811774070525,0.252412944475819
270,2,93441,0.168260484402219,0.162578601518872,0.301401423808855
271,2,93588,0.190732227563092,0.16823629569867,0.257682929882143
272,2,93721,0.140174096728753,0.157451169772827,0.3739271171137
273,2,93952,0.09148716609303,0.15710151054641,0.560706562361952
274,2,95085,0.240158857443189,0.15687642480559,0.126694883397105
275,2,103188,0.174892766648485,0.160948201069747,0.277937344600356
276,2,107124,0.234522308667367,0.156979128527047,0.136076435423497
277,2,111645,0.316387554008278,0.15667308229271,0.0441996976209281
278,2,111916,0.295426752383834,0.157162263792842,0.0609647249897763
279,2,111931,0.31957954945387,0.157271260863872,0.0428992394410977
280,2,111999,0.312494122597196,0.156740350879131,0.0469533215060674
281,2,114528,0.259661241098042,0.157923809014519,0.101021325151325
282,2,116024,0.326564253103111,0.157950865089932,0.0394148736582229
283,2,119244,0.0458261950340372,0.173169085039614,0.791446905860287
284,2,119246,0.0904783959367171,0.174967406039311,0.605399235158078
285,2,119247,0.0797192940654445,0.176246395708261,0.651318243521067
286,2,120090,0.106330456478964,0.1581755257432,0.501876539457547
287,2,120291,0.150132308660253,0.159887192032965,0.348378452602476
288,2,120726,0.148292002317568,0.158966001587311,0.351533183434156
289,2,121716,0.234524431320103,0.158490266563561,0.139834440525839
290,2,123100,0.112884577782808,0.159086946434044,0.478434366460416
291,2,124677,0.0951570149785004,0.158900363899257,0.549658972725393
292,2,127636,-0.196448206852566,0.200803497651278,0.328590665605247
293,2,127887,0.155692103315029,0.159856428854504,0.330748493388028
294,2,128935,0.133819794254257,0.159761056436912,0.402808313193563
295,2,129053,0.190662851656475,0.160085219626966,0.234450486121661
296,2,130040,0.173449660556976,0.16112132484106,0.282431780141967
297,2,130976,0.0821203728570704,0.16001138198778,0.608121397054564
298,2,132199,0.168343174833133,0.160563163048718,0.29514654712764
299,2,133355,0.122215069579014,0.161770069795176,0.450461053007424
300,2,133435,0.138458702412853,0.162083209875373,0.393548831456617
301,2,133943,0.0628466559175632,0.189930280655898,0.740921412553811
302,2,135183,0.0567622451662899,0.162312404393009,0.726765009759725
303,2,135402,0.0671828847568214,0.162276603977612,0.679123863370867
304,2,135898,0.152154040468183,0.162975736484295,0.351148751070503
305,2,135912,0.149227562492912,0.163104074113574,0.360856935825645
306,2,135925,0.16219295803092,0.162328240164406,0.318398399060053
307,2,136002,0.111482062755844,0.162327581663772,0.492677215308298
308,2,136173,0.0964505376872935,0.16350463248042,0.555638550539209
309,2,138209,0.109335809372221,0.168281823560133,0.516296645500969
310,2,138318,0.155028780387526,0.167701086748733,0.355891288070588
311,2,138695,0.150811737496123,0.164830854532204,0.360843242991799
312,2,138818,0.132997423707647,0.164571382786398,0.419551790710232
313,2,139728,0.0944778341568957,0.164351331807687,0.565756993742981
314,2,140174,0.0907910174632369,0.164357218457882,0.581023543586644
315,2,140863,0.0852182549721532,0.164299136819274,0.604310682598527
316,2,141152,0.0789101050257701,0.16477120086432,0.632301201461369
317,2,141292,0.104632376314458,0.163544814910636,0.522731924653568
318,2,141545,0.0810694421499769,0.164380115655766,0.622190106049354
319,2,145823,0.25139624476143,0.17018072834652,0.140505314740514
320,2,145934,-0.0276263598423161,0.281265552974467,0.921812059078246
321,2,145980,0.157562821237318,0.172075924205675,0.360470998870728
322,2,146723,0.17104097710406,0.163887499536607,0.297362127430368
323,2,147946,0.11763275406687,0.165525358865193,0.477762330119136
324,2,150394,0.0714853517991658,0.180402685463804,0.692156801382767
325,2,151274,-0.177104980274331,0.282504482948118,0.531123248083784
326,2,151397,0.0175630692875295,0.166055203273919,0.915827732629586
327,2,153035,0.0902444036066832,0.164179875678817,0.582894773262636
328,2,153228,0.0362446305906943,0.165437401116829,0.826711499909604
329,2,153455,0.023141496295229,0.166692850411012,0.889665889359151
330,2,153732,0.0883076712523081,0.172284499127722,0.608573503233297
331,2,153815,0.0366958647837099,0.166046347957605,0.825221978451278
332,2,154160,0.0230130618073485,0.164313343407977,0.888695660411337
333,2,154235,-0.0134110749314458,0.165957212516983,0.935638503284174
334,2,155527,0.183117629651081,0.179865379482049,0.309336437448155
335,2,159870,0.0327111727360674,0.161757781402183,0.839858747549616
336,2,161229,0.0945759264059853,0.164172968911137,0.564931649633958
337,2,161451,-0.541137767225023,0.350523436328723,0.123532979934925
338,2,161451,0.405896655831702,0.352170507000626,0.249872074351145
339,2,162696,0.102456854252153,0.163452446936538,0.531176024260677
340,2,163284,0.171362339721978,0.161118266246171,0.288245532412509
341,2,164166,0.103383605378015,0.162781617758317,0.525770638199666
342,2,165270,0.133236806683892,0.161349106013132,0.409493868718698
343,2,165675,0.0904536567483711,0.164103356802932,0.581845758960144
344,2,166404,-0.778870186757493,0.423467883265433,0.0667157052287108
345,2,168012,0.106808619407084,0.198368992449916,0.590616775225608
346,2,168062,0.0645414254600289,0.162662457529077,0.691768491094701
347,2,168518,0.0123338783732537,0.161765818753112,0.939267161485972
348,2,168980,0.0601607867639277,0.161658643125231,0.710006677044054
349,2,169651,0.035048909940872,0.161756394322212,0.828585145549243
350,2,169902,0.151423820099907,0.270269406274458,0.575650724071858
351,2,169960,0.300630972474976,0.251349401005604,0.232472802769293
352,2,170725,0.146707397498616,0.161866877131336,0.36537097901676
353,2,171254,0.239559154704009,0.161815792513018,0.139646848164363
354,2,172242,0.0681819038680351,0.16035759776909,0.670959713665894
355,2,173254,0.119981961626335,0.159041371353903,0.451107692010752
356,2,173340,0.138994169629924,0.158978231290591,0.382551027511788
357,2,173385,0.122497862650477,0.159163352283381,0.442030476514689
358,2,173973,0.169977856314026,0.158615862189264,0.284617395777565
359,2,174714,0.143527207065101,0.407290426649348,0.724752170762857
360,2,177341,0.323844574440131,0.157391330858659,0.0403648918514316
361,2,180314,0.21480188233901,0.157972294690503,0.174778796577924
362,2,180339,0.196157133025255,0.158441996906577,0.216524910962088
363,2,182758,0.245921927312449,0.157673798018347,0.119729680610707
364,2,183619,0.160590610366781,0.158609046181767,0.31199569024189
365,2,183913,0.165911015978712,0.162622632223511,0.308322369547886
366,2,184146,0.195933140708101,0.163622546198472,0.231926769926821
367,2,187176,0.10253267630358,0.159610678309256,0.521035456428107
368,2,191066,0.150896220077635,0.160697236608577,0.34836796065408
369,2,191124,0.487260832307048,0.201625482906867,0.0161700646107692
370,2,191128,-0.424790829421277,0.185764727526069,0.0228040243622274
371,2,191599,0.113961516345759,0.158552443959324,0.472762897056263
372,2,191762,0.148251382894009,0.164760101765541,0.368839314809639
373,2,191763,0.134269255976284,0.159136452040713,0.399387975984862
374,2,191959,0.0718790502340129,0.158862098362183,0.651214177931494
375,2,192390,0.127223136870067,0.163152728619845,0.436043234045947
376,2,195759,0.208555379478798,0.159887765436299,0.192951780993429
377,2,196912,0.185756358127586,0.157369984217382,0.238643944423378
378,2,197598,0.306376406998838,0.514692019130434,0.552050009887628
379,2,198110,0.18758259263579,0.158310669354928,0.236853393814759
380,2,198283,0.214816114775008,0.163214508990751,0.188974950884201
381,2,198805,0.170749395446159,0.159048989138037,0.2837511023611
382,2,198891,0.174749569313446,0.15779363140102,0.268850694494848
383,2,199248,0.168251362325252,0.158175208943917,0.288190592539222
384,2,201782,0.217293936042903,0.157810590651927,0.169406861284584
385,2,203285,0.372924710020607,0.15636559640525,0.0176084772655311
386,2,203783,0.291700726363134,0.156512778597025,0.0631868448887557
387,2,204179,0.297054964219232,0.156866756577278,0.0590853397965295
388,2,205406,0.250618290005607,0.158721863495823,0.115236798438316
389,2,205834,0.246385302881454,0.157975141784482,0.119739598888577
390,2,205965,0.0742383995696692,0.173166008979103,0.668394093130232
391,2,207192,0.197609915459423,0.158020637195861,0.211933436037936
392,2,207561,0.203733341588828,0.157296938302781,0.196092513913651
393,2,208682,0.160688343802899,0.157172491058207,0.307306225310872
394,2,210102,0.184502213994931,0.157505693474148,0.242227983036112
395,2,212519,0.364036350322666,0.335320985358074,0.278381130267103
396,2,214801,0.141770010469935,0.157623506544837,0.369041182805373
397,2,215016,0.139594623966359,0.157538867263283,0.376168815522511
398,2,218876,0.0737096125381687,0.159296190845973,0.643849829118831
399,2,227511,-0.0238426383327073,0.160467292916821,0.881967890382825
400,2,230378,0.0402531539723364,0.158435554228529,0.799592170154975
401,2,231943,0.0185184424585081,0.158901266670022,0.907290416499531
402,2,232156,-0.00560280321285467,0.158838906554442,0.97188159635127
403,2,232789,0.0422261730839505,0.158260780393189,0.789768262683637
404,2,238524,0.0558171909674455,0.158471632922676,0.724881985625019
405,2,241518,-0.0235950148387951,0.159870542644842,0.882751984085195
406,2,250396,-0.173559598426099,0.158516668055064,0.274307773449665
407,2,250466,-0.193459888384412,0.158395197451215,0.222759254020445
408,2,252305,-0.229758462894363,0.158679750984483,0.14852191735135
409,2,254571,-0.179607530537262,0.161102211191831,0.265665878268276
410,2,254742,-0.226272602075767,0.16078946032078,0.160230137662005
411,2,254908,-0.215839868298997,0.16206484132695,0.183781319531664
412,2,255033,-0.265978460936908,0.189899538254557,0.162203976113157
413,2,255862,-0.250980509493227,0.160939360304561,0.119780631879538
414,2,255975,-0.218377086916796,0.160489417044329,0.174478339160441
415,2,258311,-0.307717185923169,0.15740295125838,0.0513761215702446
416,2,259284,-0.202071945586813,0.158420938388395,0.202957593081216
417,2,266330,-0.126992389963763,0.159325038250047,0.425949139136264
418,2,267100,-0.129244661683873,0.159308273187493,0.417747796558695
419,2,268086,-0.0932644206820785,0.15939106817799,0.558834458535658
420,2,274614,-0.0884844171955254,0.158429493853081,0.576850435344452
421,2,274729,-0.142560160717375,0.159185670348499,0.371098604125215
422,2,275746,-0.054730553795809,0.159270198727239,0.73132661239615
423,2,277029,-0.0404207484445699,0.158541982974787,0.798907898352261
424,2,277741,-0.077896683070085,0.158564632539069,0.623546868546994
425,2,278218,-0.0878952931867198,0.158263207086441,0.578990550664349
426,2,278379,-0.0823992757225188,0.162191371732002,0.61174445170643
427,2,279910,-0.0920989458735615,0.158200811637951,0.560827295955141
428,2,280616,-0.0557256502399954,0.165167291513978,0.736024096382884
429,2,283431,-0.106700759333316,0.16049440999459,0.506596262327628
430,2,283573,-0.114957032538733,0.158550408069167,0.468901467538012
431,2,286762,-0.0824797836776957,0.15901398236215,0.604298330549209
432,2,287187,-0.145236901024516,0.158143518784549,0.359043537583639
433,2,288379,-0.0676105888615814,0.157091240053647,0.667174196712517
434,2,294941,0.076231418215437,0.157174088033925,0.627968227239076
