SNP,Chr,Pos,Effect,SE,FMP45_MID2_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
39,1,52124,-0.1873247642575,0.161064220350137,0.245597282164919
40,1,52667,-0.218978048724029,0.160691780558723,0.173839187733483
41,1,55470,-0.189163459974754,0.165191946257916,0.252938089699239
42,1,59265,-0.00537253651489439,0.161032365287459,0.973403903436461
43,1,60165,-0.0409528249307363,0.160896168264881,0.799234708392919
44,1,62308,-0.107251255739247,0.160632567093746,0.504773735296268
45,1,62869,-0.142142237910866,0.160535609636711,0.376530203457543
46,1,65431,-0.0694962554184479,0.167808764740599,0.679023392919252
47,1,65451,-0.0680446012506228,0.165429920576517,0.6810876601585
48,1,65719,0.0421317993055466,0.172539512966206,0.807228337517818
49,1,66841,-0.0145196688538771,0.160787663175169,0.928097353784858
50,1,66948,-0.0367951231320195,0.161764450390578,0.820196879921827
51,1,68621,-0.325963970979911,0.160402516904174,0.0428855205227942
52,1,69417,-0.158449246035019,0.160689781173017,0.324780629469515
53,1,69820,-0.495250124686931,0.629097379054023,0.431670081883953
54,1,69821,-0.217553572083261,0.390501405960578,0.577803000135446
55,1,70906,0.0150910227073089,0.258483370962421,0.953476627503673
56,1,74327,-0.152478445322854,0.161591942129142,0.346018542199432
57,1,74572,-0.140586447893493,0.161191273940139,0.383707612084855
58,1,75211,-0.0432976592080451,0.16105421650663,0.788210610765482
59,1,76030,0.021627685996939,0.161066589624757,0.893259339807393
60,1,80108,-0.153935059628344,0.160824055887576,0.339139350495749
61,1,81262,-0.149965794854696,0.160773726478013,0.351573437779109
62,1,81999,-0.166936387363306,0.161120053161612,0.300865013153059
63,1,82431,-0.218297174851097,0.161711855321173,0.17790837792315
64,1,83284,-0.0326623884089104,0.16093954070847,0.839292455710155
65,1,83613,-0.027537108221287,0.160924519848958,0.864228898179962
66,1,84112,-0.046548393792687,0.160929859997686,0.772562572944042
67,1,84701,-0.108153041642995,0.172252196696686,0.530491060335011
68,1,84858,0.0157228448085226,0.161401007530831,0.922452288182989
69,1,85751,-0.0801917646944503,0.162010373180543,0.620922747552267
70,1,87445,-0.0427236896326641,0.162393263614471,0.792636381494486
71,1,87467,-0.135778033849711,0.163099377693156,0.405697228877649
72,1,89070,-0.0962801445909437,0.162156661975286,0.553061148747861
73,1,89616,-0.0390088005144195,0.161351499195367,0.809104297935741
74,1,89679,-0.108494671791691,0.161281946372074,0.501577067612565
75,1,89880,-0.0736261817531422,0.161378610338747,0.648503293002351
76,1,91472,-0.0376929484538345,0.162612038543948,0.816830162650747
77,1,93789,0.00415131592083159,0.160948777967895,0.97943719763199
78,1,94351,-0.0704883949758431,0.161328901285436,0.662433946256568
79,1,99148,0.021869904745279,0.160944720362121,0.891989986707258
80,1,101281,1.62205634378957,1.75813648629171,0.356845960500005
81,1,106011,0.0289799361773059,0.167731887535312,0.862927030431991
82,1,106800,-0.0290736278427382,0.161158602106621,0.856939076275368
83,1,107970,0.0570180238149724,0.160659893794451,0.722877251139129
84,1,109000,0.00541066189304559,0.160971483510308,0.973205112730881
85,1,112549,-0.261471887482415,0.160186123250973,0.103507881460538
86,1,112742,-0.185657974688085,0.161113206864308,0.249959173774536
87,1,113050,-0.169488639200756,0.160891710526889,0.292863102007255
88,1,113135,-0.167581937177797,0.160486293175509,0.297101217286358
89,1,114076,-0.0496632960366771,0.160712228677761,0.757488603668944
90,1,114628,-0.0452131145894454,0.161122623936931,0.779171575657699
91,1,116283,-0.0702696558403324,0.161993671928833,0.664713002687785
92,1,126880,-4.23074025278027,3.0319241983133,0.163773107427167
93,1,127853,-0.0680751518547814,0.161694556471687,0.674003419752393
94,1,128302,-0.0509893148827036,0.161091038777065,0.751791268943699
95,1,128704,-0.0644978812562549,0.161237734292227,0.689385732836382
96,1,128911,0.0158143174175983,0.161289927410783,0.921949027331061
97,1,130267,-0.00733915642224797,0.161215195387544,0.963715407792152
98,1,130271,-0.0152512226562508,0.161404969293807,0.924773207167693
99,1,130613,0.0852788227948372,0.16285210927435,0.600844968907731
100,1,132012,-0.257984969981781,0.161988619593938,0.112142346072413
101,1,133231,-0.26066906286986,0.160818601895483,0.105934372693214
102,1,137074,-0.264961637550776,0.1605682787211,0.0998018432629264
103,1,137304,-0.319921627697196,0.160340804704768,0.046782778033592
104,1,139686,-0.23151411118955,0.160983406818377,0.151284789607744
105,1,149562,-0.233932711340132,0.16134293125535,0.147971524675481
106,1,150447,-0.15666959766535,0.163404997218944,0.33832532356479
107,1,151446,-0.403647741895784,0.3279984254095,0.219277198595913
108,1,154084,-0.195742972874125,0.163792110636819,0.232862109929123
109,1,156633,-0.223977090277549,0.165945581777923,0.177976474725387
110,1,157269,-0.26874142973477,0.160508335111423,0.0949545158354744
111,1,160054,-0.26244339980098,0.162074587015152,0.106281036901724
112,1,166222,-0.223070908997406,0.161035131408277,0.166856452733458
113,1,166416,-0.232276757792473,0.160669475928958,0.149153986641142
114,1,167326,-0.27699102483693,0.161388145421923,0.0869838234773013
115,1,168836,-0.258799892205202,0.160702867210225,0.108198938769419
116,1,171200,-0.326981501164558,0.160593417646371,0.0424881672768104
117,1,171431,-0.402657674252209,0.161123072349297,0.0129056884382037
118,1,173339,-0.377563568807672,0.160021213430377,0.0188454624600789
119,1,173845,-0.371002809270891,0.159929974252843,0.0209225075916026
120,1,175121,-0.439517072004204,0.15911445868847,0.00604051892693151
121,1,175281,-0.4124396106962,0.159457672250742,0.0100948208110436
122,1,175315,-0.431636091183686,0.159262482990576,0.00705216760776326
123,1,175523,-0.418998081281748,0.160278610637245,0.00932711841934918
124,1,175541,-0.42322679266087,0.159580182856496,0.00835959176440721
125,1,175653,-0.455237762539416,0.159846204501892,0.00465751557682866
126,1,175805,-0.396311519426251,0.16950897882419,0.0199453374246133
127,1,175818,-0.489384388847187,0.164846887179878,0.00319472163223929
128,1,175856,-0.434863800886278,0.162703153172765,0.00787253240099912
129,1,175876,-0.413040975937163,0.160322407136179,0.010391758125483
130,1,175989,-0.409520664083718,0.160813928486484,0.0113033809363034
131,1,176001,-0.409970836124749,0.16166399929391,0.0116450456207658
132,1,176451,-0.409893303405822,0.163643013025179,0.0127020685933493
133,1,177692,-0.407317369381368,0.159443831187213,0.0110496174363871
134,1,178191,-0.419887898931093,0.159512762467596,0.0088529290506987
135,1,178224,-0.407317369381368,0.159443831187213,0.0110496174363871
136,1,178960,-0.429743461137189,0.160575230041781,0.00779171657691365
137,1,179139,-0.61571149914127,0.319793199786634,0.0549896141358127
138,1,179139,-0.381098161961567,0.647127355231535,0.556299970681664
139,1,180955,-0.18050289099977,0.186019743207569,0.332540113031929
140,1,183802,-0.344759815690066,0.159881635096052,0.031731766639318
141,1,183954,-0.328950018377295,0.161154539269728,0.0419733715204268
142,1,184450,-0.267815435213958,0.160050002181842,0.0951494971147982
143,1,184641,-0.301935629020707,0.164576771351344,0.0674036214264733
144,1,184718,-0.331419495869716,0.160630821913492,0.0398208589608227
145,1,185296,-0.305176642797148,0.160089024615796,0.0574240052952016
146,1,185438,-0.289510485102249,0.160179065745157,0.0715483433525668
147,1,185469,-0.289922841022136,0.16041026437466,0.0715537134020359
148,1,185503,-0.290070867663417,0.159990773037049,0.0706737240294334
149,1,185705,-0.303484703128856,0.161725733015798,0.0614060337484359
150,1,185749,-0.32001947445808,0.161635414869069,0.0484927781912743
151,1,185806,-0.327587572421982,0.161810740526448,0.0436701615143788
152,1,185879,-0.323878330466904,0.16262273434839,0.0471859101335359
153,1,185916,-0.213042539736098,0.163065682003146,0.192238930707545
154,1,185941,-0.244980306754613,0.163652887171333,0.13529965311758
155,1,185954,-0.262420796755161,0.164057469251553,0.110589430320334
156,1,186055,-0.268249231852979,0.160731984944419,0.0960193435916212
157,1,186896,-0.303309632266359,0.163213941834225,0.063950685656896
158,1,187697,-0.934253120810451,0.330767356655688,0.00500438490454369
159,1,189392,-0.500911782669939,0.335179161934247,0.135948833956115
160,1,189416,-0.394029068210929,0.324571983743955,0.225560845390414
161,1,190132,0.253931311006978,0.161003268522819,0.115649559907846
162,1,190148,0.279862608594295,0.16093038417646,0.0829014264571774
163,1,190165,0.237626228084432,0.162368346818606,0.144220215238702
164,1,190169,0.274332368371938,0.162000418654602,0.0912605258290608
165,1,190933,-0.00969748071927456,0.161337223345035,0.952104506591592
166,1,192149,0.111550293699319,0.162548704078713,0.493001141706149
167,1,192302,0.155336098902031,0.214609644387992,0.469663224196094
168,1,192303,0.147351640998872,0.19375303783271,0.447455865240914
169,1,192305,0.122325971919538,0.201403335480201,0.543997109507023
170,1,192315,-0.0387032090461181,0.228584324712613,0.865644299146877
171,1,192795,0.0820765794107041,0.160973353959521,0.610456403217477
172,1,194020,-0.0307328393096027,0.169608017391828,0.856315205160371
173,1,194187,-0.0290647616916049,0.161158606637057,0.856982235083245
174,1,194867,-0.196150194737669,0.160739640777836,0.223166654726779
175,1,197325,-0.126243999355569,0.164872012793233,0.444361087137891
176,1,197392,-0.16855959428212,0.166888917289175,0.313181960591666
177,1,198857,-0.450540187869724,0.771998187572104,0.559860372269401
178,1,206666,-0.34832371312019,0.18020649271891,0.0540462985709001
179,1,206675,-0.211084503944114,0.23558363883982,0.37085981618562
180,1,223051,-0.273400386691778,0.186099588577458,0.142694106281165
181,1,223059,-0.285584688492466,0.193237291219281,0.140327182108323
182,2,7366,-0.43490020480934,0.23247322314411,0.0622063776762893
183,2,8180,0.236069597752234,0.321404303787549,0.463135209577788
184,2,8187,0.281933890892725,0.334147381384421,0.399385469120758
185,2,8250,0.141767484779576,0.329449078706175,0.667227777188835
186,2,8253,0.124648573129178,0.329468686585535,0.705411334063974
187,2,8285,0.1202655832826,0.178544474104751,0.50101347413357
188,2,8302,0.163492221613507,0.167009845440448,0.32828121520697
189,2,8306,0.163492221613507,0.167009845440448,0.32828121520697
190,2,8314,0.208887317105328,0.163427895019851,0.202032132273158
191,2,8317,0.157351263802853,0.16733194961739,0.347679048269672
192,2,8328,0.0830249015060749,0.166733300253827,0.618829121388458
193,2,8331,0.0911115384881851,0.166407639177999,0.584367421355732
194,2,8498,0.0449982428522384,0.163548199364478,0.783371571421525
195,2,8651,0.0587059134165198,0.163689062478313,0.720076675245992
196,2,9418,-0.542699538247771,0.415376755401581,0.192225140556703
197,2,9812,0.0752046367218916,0.164643016397637,0.648114490621968
198,2,9932,0.0119820153670951,0.164041327229322,0.941813537491047
199,2,10135,-0.00722256913058172,0.163413890681288,0.964771557170785
200,2,11616,0.0646321140351368,0.163204642571234,0.692330380773979
201,2,12133,0.033872436766793,0.163879931942321,0.83637068898672
202,2,12194,0.066410496016194,0.164485619243696,0.686643597816986
203,2,12359,0.0125028789063358,0.164041217109829,0.939288911028745
204,2,13061,0.0296081643485755,0.164022924485461,0.856853942729803
205,2,14298,0.00456177832551041,0.164547780135299,0.977898647473946
206,2,15222,0.0574992996266203,0.166124351930806,0.729457201479427
207,2,17986,0.09466820864976,0.163163111018311,0.562145903291808
208,2,19770,0.0567248775601854,0.164341798326512,0.730176635108939
209,2,19836,0.0376877385685646,0.16390567459388,0.818275046938416
210,2,19851,0.0420187858918891,0.164382663970609,0.798396490206584
211,2,21595,0.0330232438403755,0.16370944679549,0.84025289696671
212,2,22385,0.0190954811061813,0.163870645641008,0.907300543326342
213,2,23441,-0.0133122475174603,0.165463911672055,0.935921705788975
214,2,24209,0.0400833227445826,0.164089099845757,0.807157602622141
215,2,24341,0.0429360556791125,0.164475247769549,0.794207152332288
216,2,26815,0.0862152872688134,0.164229910833681,0.599935657272885
217,2,28209,0.101532007274438,0.164260420237954,0.536897411637586
218,2,28695,-0.0187426108774742,0.171695725719125,0.913136201493281
219,2,35849,-0.828490877979347,1.75970249860503,0.638065048052158
220,2,35850,-3.00491249146271,2.14687551275169,0.162491002607901
221,2,41245,-0.0788691715538663,0.163665057131728,0.6301800399915
222,2,43214,-0.151997358182922,0.166176413883404,0.360986798014228
223,2,47104,-0.0592622299140186,0.161704386675678,0.714222775555194
224,2,50915,-0.0132377355237988,0.163322718997973,0.935446033400184
225,2,55834,-0.0364331947748782,0.16255798105256,0.822790241340334
226,2,56422,0.0187982819626065,0.162857115166821,0.908171465633315
227,2,57715,-0.0159829984222954,0.162321101490471,0.921618700512778
228,2,59046,-0.0159529032772678,0.16314226726668,0.922158338385033
229,2,59191,-0.0274600670211576,0.162203783882574,0.865662657801934
230,2,59383,0.0331865138888042,0.162247468292891,0.838047411623891
231,2,59477,-0.0280157987785855,0.164691703396833,0.865020635231441
232,2,59755,0.25132917492971,0.369808591863823,0.497190751505234
233,2,60471,-0.0669697522198517,0.162436514380397,0.680382543098266
234,2,60478,-0.0607716348305092,0.16262885943632,0.708864525384782
235,2,60786,-0.0702415776331046,0.16235052382948,0.665530471990559
236,2,61035,-0.0356034903259378,0.162370794466171,0.826564320576063
237,2,61071,-0.0279204062069215,0.161638392273443,0.862959706374137
238,2,61675,-0.0697929757063014,0.162068020818354,0.66699295428965
239,2,62776,-0.0726185166186771,0.16915952133104,0.66797397131472
240,2,62939,-0.0340246225263302,0.161820239245983,0.833584619999407
241,2,63527,-0.0225896782379004,0.162433381854371,0.88947380990091
242,2,63857,-0.0351086244345301,0.162464871925403,0.829034783884139
243,2,65527,-0.108966291562053,0.161836072633042,0.501188918078574
244,2,67007,-0.152805624888154,0.178109042873114,0.391511586625676
245,2,67023,0.216041442310543,0.368523343080313,0.558091971065266
246,2,67024,0.344735409247521,0.369595281107489,0.351592997456666
247,2,67976,-0.00709342528509704,0.1642720136084,0.965581687241734
248,2,69628,-0.0185061610504665,0.166990953737338,0.911821004412523
249,2,71825,0.0900382802667323,0.322885855606083,0.780519523521549
250,2,72389,0.0866242420835348,0.163194287896353,0.59588813200276
251,2,72392,-0.0206499177835652,0.164365854184262,0.900093274147815
252,2,73646,0.0947600617503128,0.160920616687468,0.556330364018045
253,2,74564,0.135426680801807,0.160521757727657,0.399427646440731
254,2,74739,0.186230627867395,0.160906840477804,0.247898997110883
255,2,79931,0.285304993178876,0.181071945934613,0.116003529669079
256,2,80748,0.172851906847849,0.167408980975957,0.302538845786925
257,2,80873,0.243277382576809,0.161076874580805,0.131856763854135
258,2,81501,0.265213467111719,0.160951732522308,0.100287055472763
259,2,83526,0.264909227716788,0.160701552195653,0.100149078337479
260,2,83845,0.327483868034733,0.160528708868418,0.0420909605792445
261,2,84412,0.186504996612523,0.406806399530742,0.64690317041533
262,2,84412,0.222310946369027,0.203425203174303,0.275209839007268
263,2,84447,0.292283285549142,0.162792207701213,0.0734391668788413
264,2,87391,0.302041312462998,0.159953383044748,0.0598043347144014
265,2,87562,0.328269617280434,0.160216159586828,0.041209156728378
266,2,87849,0.308129941387512,0.160314086835503,0.0554054927135625
267,2,87878,0.321020693936238,0.160938808804552,0.0468468655727648
268,2,88125,0.297273656677364,0.179274662783896,0.0981649324683511
269,2,89785,0.276172382737061,0.16119246956244,0.0875338291819815
270,2,93441,0.230532854861487,0.1662410272342,0.166396560553864
271,2,93588,0.292969893685388,0.171840245172595,0.0890934815970008
272,2,93721,0.207446054724863,0.160994350259495,0.198405392083608
273,2,93952,0.178189622420635,0.160631193546056,0.268052070704003
274,2,95085,0.271355836329886,0.160486937084737,0.0917523077684558
275,2,103188,0.337436986135068,0.164067034402459,0.040449413587258
276,2,107124,0.323485290587295,0.160293647638129,0.0443390468534394
277,2,111645,0.399040146260206,0.159914680992704,0.0130399950363345
278,2,111916,0.387063892855533,0.160381430519256,0.0163133133280802
279,2,111931,0.387616465253349,0.160626938608195,0.016324260522668
280,2,111999,0.381925002212271,0.160079345592149,0.0175664105175408
281,2,114528,0.301027895933163,0.161500632721557,0.0631597552894604
282,2,116024,0.414892598704232,0.16117360015542,0.0104543776310538
283,2,119244,0.17860754250284,0.177045529567869,0.313750687806934
284,2,119246,0.218012172755439,0.178815762352397,0.22358235094379
285,2,119247,0.226405109707181,0.180082949391009,0.209502686822264
286,2,120090,0.246172826545837,0.161506233700003,0.128346353892447
287,2,120291,0.284322152817508,0.163189694659281,0.0823303708938584
288,2,120726,0.258185339660732,0.162362459188781,0.112689656964834
289,2,121716,0.341358545591866,0.161740628508916,0.0355156396777368
290,2,123100,0.257981459873147,0.162402973788612,0.113062520223255
291,2,124677,0.171950163058366,0.162500378813342,0.290709528174612
292,2,127636,-0.108146114602861,0.205771896217083,0.599521778030124
293,2,127887,0.202275956101511,0.163519764435326,0.216904815301216
294,2,128935,0.204354411065381,0.163357185226884,0.211775071352022
295,2,129053,0.228195206391499,0.163767477796642,0.164372618512279
296,2,130040,0.192506441103527,0.164901533366645,0.243835854076252
297,2,130976,0.108877764704658,0.163771303016758,0.506602333974471
298,2,132199,0.197881427453363,0.164296089340008,0.229234364846364
299,2,133355,0.163829287213278,0.165517470140499,0.322949568961001
300,2,133435,0.157236707128312,0.165894207240147,0.343872983321322
301,2,133943,0.0541014861718051,0.194451195089653,0.781001347760525
302,2,135183,0.163934845704666,0.165967963621363,0.32395167713155
303,2,135402,0.159532317829057,0.165954978374863,0.337059962759289
304,2,135898,0.218089226773237,0.166649560166579,0.191497623345836
305,2,135912,0.20048981905432,0.16683580689814,0.230277865120997
306,2,135925,0.204895790535617,0.166061719514249,0.218078453949838
307,2,136002,0.185062443428934,0.166002936669969,0.26568842327014
308,2,136173,0.162010923225222,0.167249273038206,0.333368398454161
309,2,138209,0.130131045573085,0.172243392211203,0.450448795659801
310,2,138318,0.171273092116193,0.171650878951732,0.319060263129402
311,2,138695,0.179421730504824,0.168676520088619,0.288190331099045
312,2,138818,0.156179638488614,0.168431808260734,0.354426458002533
313,2,139728,0.145014206995751,0.16815744288482,0.389068518917214
314,2,140174,0.13595030246208,0.168178892439966,0.419423659917234
315,2,140863,0.146534669242327,0.168085546532485,0.383917535410702
316,2,141152,0.135779811634673,0.168585553822689,0.421127619069402
317,2,141292,0.157310488578105,0.167317750246327,0.347762978143865
318,2,141545,0.201107153020649,0.168002542169711,0.232091004672343
319,2,145823,0.291762525106649,0.174070012411351,0.0945997505270604
320,2,145934,0.128551091077943,0.287870076816189,0.655467032289305
321,2,145980,0.164071092396101,0.176156613958518,0.352286696405412
322,2,146723,0.236907730486424,0.167565788487361,0.158296275562834
323,2,147946,0.156440741183687,0.169374300241059,0.356305113838557
324,2,150394,0.161682887639442,0.184528945025646,0.381521205584799
325,2,151274,-0.175031666944124,0.28922676520737,0.54545418472705
326,2,151397,0.0618648543589961,0.169970898510759,0.716095915177371
327,2,153035,0.0838423240205599,0.168092908307835,0.618241091184007
328,2,153228,-0.0268172758916807,0.169373116892375,0.874285305302708
329,2,153455,0.0240819706215969,0.170652736359328,0.88785815478311
330,2,153732,0.0749938820730899,0.176397847754658,0.670993242182347
331,2,153815,0.0596690388913794,0.169973122389746,0.725760369689976
332,2,154160,0.0269809196175714,0.168215399562849,0.872661623808447
333,2,154235,-0.0239397267122434,0.16989657075924,0.888023270814527
334,2,155527,0.172456081191098,0.18417991080343,0.349735320704795
335,2,159870,-0.000160708732621306,0.165610173964422,0.999226278112955
336,2,161229,-0.0136550050874635,0.168150561426776,0.935323343246021
337,2,161451,-0.7166316977344,0.358034037630229,0.0460954709369269
338,2,161451,0.610693906904483,0.359749178811701,0.0904731880618599
339,2,162696,0.115714888831947,0.167315293752731,0.489644544164293
340,2,163284,0.1647053941455,0.164977206146527,0.318792348416625
341,2,164166,0.0388804377059184,0.166731084069866,0.815747092207762
342,2,165270,0.0175116092638247,0.16533903569372,0.915711271155691
343,2,165675,0.0150790780519596,0.168072246645062,0.928562324853281
344,2,166404,-1.09633481471961,0.431674319183996,0.0115221406652052
345,2,168012,0.0343264746578975,0.203156709002882,0.865920556071275
346,2,168062,-0.0583341832237984,0.166534941045272,0.726336029391569
347,2,168518,-0.0824914658099291,0.16555196350712,0.618596013835069
348,2,168980,-0.0617605894476345,0.165498908694309,0.709239791270971
349,2,169651,-0.0690609311597754,0.165569377334597,0.676850226530924
350,2,169902,0.317042956480714,0.276298247437738,0.251965995714597
351,2,169960,0.17443962804755,0.257674257373908,0.498863728407246
352,2,170725,0.1141409407196,0.165793704914669,0.491620625780014
353,2,171254,0.184909332693178,0.165881754658588,0.265734911120951
354,2,172242,0.00748489834844601,0.164208684370332,0.963669491180713
355,2,173254,-0.00298443352655575,0.162950763855792,0.985397956111822
356,2,173340,-0.0163922751711962,0.162928785291971,0.919917126262658
357,2,173385,-0.0158650560888355,0.163078986870621,0.922555684141076
358,2,173973,0.0515792168427753,0.162624774947102,0.751304369608922
359,2,174714,0.0050853305058952,0.417039475288956,0.990277818751399
360,2,177341,0.146294195461676,0.161906632982326,0.36683892815481
361,2,180314,0.113500543255207,0.162035573501121,0.48409723314814
362,2,180339,0.0834188026170273,0.162497151412327,0.608023822030496
363,2,182758,0.237293325439425,0.1614816659214,0.142594550100236
364,2,183619,0.175314927311032,0.162344712212584,0.280927075411881
365,2,183913,0.14516512198952,0.166552130583566,0.384024644225388
366,2,184146,0.1963459065479,0.167523884326289,0.241968496602929
367,2,187176,0.079467897417436,0.163443235722855,0.627119274667513
368,2,191066,0.136612482590851,0.164559619277281,0.407003677776972
369,2,191124,0.427892572826074,0.206866059293634,0.0393252762584845
370,2,191128,-0.329589178649408,0.190776418538799,0.0849309832967731
371,2,191599,0.0994955849974721,0.162351487786032,0.540376345913584
372,2,191762,0.0896749740575736,0.168800087563026,0.59557995466665
373,2,191763,0.100984444976257,0.162992576129842,0.535944102279138
374,2,191959,0.0497973100998861,0.162661669306766,0.759678215838925
375,2,192390,0.119188939395422,0.167052054276013,0.476017846832403
376,2,195759,0.219895314442763,0.163662191718081,0.179943183791969
377,2,196912,0.22279979892673,0.160990030026116,0.167252623664882
378,2,197598,0.0298111945133899,0.527181309759873,0.954937031405241
379,2,198110,0.224119134859138,0.161954860077338,0.167282714953174
380,2,198283,0.269620276004802,0.166885540165995,0.107074189393143
381,2,198805,0.242102540091453,0.162583192141367,0.137354034835291
382,2,198891,0.254677514541947,0.161253921616189,0.115149810791887
383,2,199248,0.236425961368574,0.161703323232123,0.14460426720964
384,2,201782,0.231009779500053,0.161525610003754,0.153551501988222
385,2,203285,0.394274516569684,0.159994506044063,0.014203911765543
386,2,203783,0.347462918084835,0.159951830930478,0.0304982538799811
387,2,204179,0.35501213462518,0.160297184308001,0.0274179422394321
388,2,205406,0.288195014774203,0.162342305043617,0.0767214183750766
389,2,205834,0.269835964411675,0.161647598238516,0.0959473972168414
390,2,205965,0.162737251344147,0.177114306627062,0.358813924163081
391,2,207192,0.216676593472793,0.161721924812503,0.181169088321319
392,2,207561,0.248133952294981,0.160874766283917,0.123871292853116
393,2,208682,0.17264445866155,0.160882204879522,0.283954364785656
394,2,210102,0.161910414766404,0.161330580315835,0.316261750953358
395,2,212519,0.530824865793823,0.342696995877006,0.122286722502083
396,2,214801,0.163964259417592,0.161317004101304,0.310130182964284
397,2,215016,0.158426163497917,0.161240375856858,0.326503629182248
398,2,218876,0.0606134628997578,0.163098059403048,0.710385243198098
399,2,227511,0.0646693947144309,0.164248511727572,0.694018876695187
400,2,230378,0.0837983789081272,0.162152931678811,0.605629109424484
401,2,231943,0.0641614616709395,0.162643488611707,0.6934564834767
402,2,232156,0.0668162986050569,0.162573759916521,0.681328756621241
403,2,232789,0.0840251180216008,0.161975113186777,0.604257853708629
404,2,238524,0.082711342910235,0.162205144067212,0.610427483435346
405,2,241518,0.0144464960838409,0.163671752770148,0.929716065005896
406,2,250396,-0.0764002003485903,0.162506928635378,0.638548862496979
407,2,250466,-0.0580984225562729,0.162470964398292,0.720861885853553
408,2,252305,-0.069310115598792,0.162889353629939,0.670728398318545
409,2,254571,0.0654998498563761,0.165182760351453,0.691953992490744
410,2,254742,0.0158679909147222,0.165068191736401,0.923471944415156
411,2,254908,0.0338972791817019,0.166321466695437,0.838622702587864
412,2,255033,0.00995576303194831,0.194949628499381,0.959299911490132
413,2,255862,-0.0808530304390037,0.165273285475887,0.624998200580094
414,2,255975,-0.035614911754778,0.164721499078402,0.828946691834103
415,2,258311,-0.234582823985311,0.161530460311327,0.147319974306955
416,2,259284,-0.152934335326032,0.162353871837809,0.346846335882098
417,2,266330,-0.0667553940295126,0.163218090723131,0.682791306625537
418,2,267100,-0.142012273633401,0.163069777206228,0.384418007195142
419,2,268086,-0.11858975259512,0.163134696317913,0.467742195615825
420,2,274614,-0.0149545496021265,0.16226292028445,0.926621244795133
421,2,274729,-0.0536077071520153,0.163127443895746,0.74263423773055
422,2,275746,0.0294726464878069,0.16307362834687,0.856681543716097
423,2,277029,0.0237484018270919,0.162318409200418,0.883762154906882
424,2,277741,0.0155334540509224,0.162384952286275,0.92384631149743
425,2,278218,0.0188101973655426,0.162090667042044,0.907680979767238
426,2,278379,0.00887616505448807,0.16610449336129,0.957413765592394
427,2,279910,0.018068909130791,0.162033987263045,0.91127287180912
428,2,280616,0.0213752077156439,0.169114524767536,0.899491326113691
429,2,283431,0.0172363742923052,0.164407470688621,0.916562819560024
430,2,283573,0.0163294112979261,0.162435506432454,0.919981762321619
431,2,286762,-0.0191346574851234,0.162850440903587,0.906531979384602
432,2,287187,-0.0211678522736714,0.162089843396722,0.896171409491097
433,2,288379,0.0152220255294039,0.160863330197923,0.92466473783719
434,2,294941,0.0684395706114989,0.160920378137176,0.670876537267861
