SNP,Chr,Pos,Effect,SE,PLM2_HNM1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
39,1,52124,-0.0899445562814264,0.0584733046994282,0.124891736165266
40,1,52667,-0.0949295679867103,0.0583565999408091,0.10468988745759
41,1,55470,-0.111049009865308,0.0598779829211615,0.0644887627763368
42,1,59265,-0.0692985922917032,0.0584290709073417,0.236408399607475
43,1,60165,-0.0626476647743914,0.0584060280376794,0.284172908116649
44,1,62308,-0.0425184166252816,0.0583929569887399,0.467008841941105
45,1,62869,-0.0541109413609801,0.0583584302495156,0.354447280226372
46,1,65431,-0.0261178940115577,0.0610079061073122,0.668834506634749
47,1,65451,-0.02456518698874,0.0601442655288863,0.683199989245811
48,1,65719,-0.0217373490007017,0.0627234716020453,0.729129552445034
49,1,66841,0.00574509269944352,0.0584561905302362,0.921765492445778
50,1,66948,-0.0069409801544679,0.0588145875284232,0.906123210263049
51,1,68621,-0.00781919669715711,0.0586549381268103,0.894025436887894
52,1,69417,-0.00692058991680772,0.0584999713465825,0.905896658273458
53,1,69820,-0.120155823733421,0.228827356820329,0.599847627015
54,1,69821,0.0272752548183952,0.142026528109975,0.847818648519359
55,1,70906,-0.0535236379374533,0.0939320453721172,0.569167434158946
56,1,74327,-0.0718061548297743,0.0586984769466553,0.222030409084059
57,1,74572,-0.0634565125215988,0.0585688591935892,0.279347586138617
58,1,75211,-0.0893633241447087,0.0583657374003325,0.126642255027342
59,1,76030,-0.0368351070421238,0.0585263895902011,0.529510006588355
60,1,80108,-0.0722145128681274,0.0584190668574172,0.217226089122143
61,1,81262,-0.0765737828986065,0.0583811517521692,0.190501386693142
62,1,81999,-0.0928140449646591,0.0584578044328546,0.113247185581644
63,1,82431,-0.0971879013095724,0.0587164556693281,0.0987712019234491
64,1,83284,-0.0913572345734286,0.0583125661842419,0.118085054261491
65,1,83613,-0.0732471967061683,0.0583784681906212,0.210419430256207
66,1,84112,-0.0822178028498702,0.0583510870624526,0.159709749270035
67,1,84701,-0.0915983361642346,0.0624693937394145,0.143459143217328
68,1,84858,-0.067621469870032,0.0585696128623432,0.24905627902497
69,1,85751,-0.0593492085439126,0.0588365476363222,0.313803071162781
70,1,87445,-0.0517514464815509,0.0589815568974612,0.380856703722985
71,1,87467,-0.0573232309002312,0.0592764793099487,0.334181852426683
72,1,89070,-0.0697324513355011,0.0588665754467883,0.236978588262772
73,1,89616,-0.0404771349573246,0.0586265901802217,0.490382035623152
74,1,89679,-0.0368727283466347,0.0586407588623651,0.529893144846802
75,1,89880,-0.042726836617164,0.0586443799382503,0.466744652912957
76,1,91472,-0.0458530569665289,0.0590736971331205,0.438150121753528
77,1,93789,-0.0657383078228212,0.0584102436433448,0.261159388351843
78,1,94351,-0.0501249058076288,0.0586082561929673,0.392991024737071
79,1,99148,-0.0230787982278206,0.0585020510224548,0.693453448878726
80,1,101281,0.424274217982113,0.639563594015369,0.507519669828624
81,1,106011,-0.0367236140400336,0.0609522190935676,0.547229264602514
82,1,106800,-0.0349473723907096,0.0585643441237188,0.551067075296749
83,1,107970,-0.0238506726685568,0.0584064887851234,0.683259515139958
84,1,109000,-0.0655268640738139,0.0584192248550842,0.262766850418648
85,1,112549,0.0205538508968238,0.058446753034243,0.725297108062864
86,1,112742,0.0157248501179217,0.0586787702535719,0.788869748993533
87,1,113050,-0.00437642648018907,0.0585855511592756,0.940494556338487
88,1,113135,0.0123655658728645,0.0584330861074828,0.832526214367262
89,1,114076,0.020325691068829,0.0584267778208858,0.728135295665007
90,1,114628,0.0330017944903224,0.0585582891983835,0.573403477572437
91,1,116283,0.0332341622460245,0.0588839064179098,0.572839390007848
92,1,126880,-2.62659493553375,1.09645251819465,0.0171162401503823
93,1,127853,0.0317458567988964,0.0587765027829509,0.58946081255446
94,1,128302,0.0358870541953388,0.0585437703454308,0.540274195812309
95,1,128704,0.0369134885533362,0.0586003021880191,0.529154596092643
96,1,128911,0.0465411689178279,0.0585873732515379,0.427502690606374
97,1,130267,-0.0141021054369891,0.0586071155584921,0.809988522058863
98,1,130271,-0.0174643876260517,0.0586741238023055,0.766144953224274
99,1,130613,-0.0281659554388758,0.0592108871115632,0.634590341579024
100,1,132012,0.00332493022921859,0.0591038755867198,0.955169932155103
101,1,133231,0.0134146521071417,0.0586803952018381,0.819308043452182
102,1,137074,0.0142597577764123,0.0585963618801104,0.807871225838048
103,1,137304,0.00138113698084108,0.0586215997547692,0.981216726366847
104,1,139686,-0.0159104545343137,0.0586925749695925,0.78648701484424
105,1,149562,0.0113288551637181,0.058829505306409,0.847405717003705
106,1,150447,0.00621665107253322,0.0594842614183749,0.916824641778662
107,1,151446,-0.10257222521107,0.119378588822448,0.390803379973641
108,1,154084,0.0170262508225349,0.0596620779830932,0.775521850107961
109,1,156633,0.0137261967203459,0.0604826005981049,0.820598226622234
110,1,157269,0.0338003777485456,0.0585583863890206,0.564166788373223
111,1,160054,-0.0344301715019493,0.0591142315945145,0.56064583272356
112,1,166222,-0.034640442137153,0.0586762352093901,0.555323181921903
113,1,166416,-0.02081154354691,0.0585755417634799,0.72258148321869
114,1,167326,-0.0232348162079077,0.0589059519610479,0.693495003697845
115,1,168836,-0.0496525168736352,0.0585801370068898,0.397235159807544
116,1,171200,-0.0478537664162715,0.0586722775869684,0.415272523941849
117,1,171431,-0.0334857062836329,0.059067291893367,0.571137143019806
118,1,173339,-0.0531942110485595,0.0585662240913851,0.364352839969082
119,1,173845,-0.0631497128671023,0.0584895198697106,0.281023756130839
120,1,175121,-0.0524746309001796,0.0584031106716243,0.369536628379781
121,1,175281,-0.0699414519077045,0.0584010292066751,0.231873790092709
122,1,175315,-0.0699025914751515,0.0583827021622968,0.231986488854697
123,1,175523,-0.0804654297485213,0.0586765062645541,0.171140133884428
124,1,175541,-0.0701184939428933,0.0584735117827876,0.231274055769965
125,1,175653,-0.0606166388485701,0.0586892816411931,0.302385854465757
126,1,175805,-0.104363392789012,0.0618534553476187,0.0924350843058733
127,1,175818,-0.0817400643954872,0.0605194668276452,0.177675686374865
128,1,175856,-0.072606853030553,0.0596231385153242,0.224127409365543
129,1,175876,-0.0637332052365587,0.0587347206751556,0.278616656653055
130,1,175989,-0.0566620319774901,0.0589233270583079,0.336897197633192
131,1,176001,-0.0575634378494928,0.0592286975396911,0.331773613293518
132,1,176451,-0.0693913556210562,0.0599070538072443,0.247517765024898
133,1,177692,-0.0555663260212758,0.0584263257188482,0.34222996713842
134,1,178191,-0.0477882179023972,0.0585039531275743,0.414572262870571
135,1,178224,-0.0555663260212758,0.0584263257188482,0.34222996713842
136,1,178960,-0.0461823189470347,0.0589171177783244,0.433652406844521
137,1,179139,-0.0991960134691778,0.116754271620043,0.396115805484174
138,1,179139,-0.387146234031309,0.234482938552395,0.0996149174375586
139,1,180955,-0.0520394010100258,0.0676632141119489,0.442351533650857
140,1,183802,-0.0469917483561874,0.05845501420232,0.421998092344548
141,1,183954,-0.0589311219266579,0.0588509298928769,0.317337440168539
142,1,184450,-0.0375469516952968,0.0583842572399501,0.520576335526299
143,1,184641,-0.0531346147534607,0.0600519150766831,0.376860676694855
144,1,184718,-0.0298608728676841,0.0587288652995918,0.611453236299581
145,1,185296,-0.0223413235624231,0.0584890446727238,0.702710122832458
146,1,185438,-0.0601556323415518,0.0584162154916826,0.303820098898551
147,1,185469,-0.0623674043420698,0.0584942132356701,0.287055174782208
148,1,185503,-0.0529398578813411,0.0583688209519093,0.365031511604207
149,1,185705,-0.0468766426608083,0.0590372072807599,0.427718024411201
150,1,185749,-0.0522621215215852,0.0590243962390993,0.37652612572206
151,1,185806,-0.0601584011637347,0.0590821070497626,0.309272219333488
152,1,185879,-0.0489770025569003,0.0593975422511297,0.410176671908698
153,1,185916,-0.050477066730164,0.0593669161889507,0.395759192819804
154,1,185941,-0.053932026479302,0.05961748567624,0.366276096959359
155,1,185954,-0.0539578163761501,0.0597919317922967,0.367445760594856
156,1,186055,-0.0618828640146876,0.0585736290594151,0.291463696828959
157,1,186896,-0.0689304437385934,0.0595149989805615,0.247564234471971
158,1,187697,-0.0317045916265757,0.121594082133888,0.794444100764012
159,1,189392,0.0139708858899166,0.122241096634663,0.909073203890771
160,1,189416,0.080295420154151,0.118170921576313,0.497275638419407
161,1,190132,0.0200735130958562,0.0587308613030011,0.732713699949692
162,1,190148,0.0197295949663299,0.0587489101092452,0.73719924189521
163,1,190165,0.01543295367028,0.05920410898312,0.794496152928791
164,1,190169,0.0212573072824187,0.0591251469230423,0.719413071733042
165,1,190933,-0.0494552437791804,0.0585973232795286,0.399249538439063
166,1,192149,-0.0253530586361456,0.0591205733469147,0.668303804814549
167,1,192302,0.0563997265945551,0.0780241053627459,0.470250673254681
168,1,192303,0.00165321202322533,0.070498908307887,0.981304428912295
169,1,192305,0.0548588359813551,0.0732026790464825,0.454109105578451
170,1,192315,0.0275978841870841,0.0830950105164707,0.739992411767168
171,1,192795,-0.0849210468106199,0.0583706359822908,0.14659692123385
172,1,194020,-0.00497877086015641,0.0616653606428824,0.935695645467725
173,1,194187,-0.0123558722260263,0.0585901847011695,0.833097613016968
174,1,194867,0.0253866333416476,0.0585463979838799,0.66483244750853
175,1,197325,-0.0210555478484002,0.0599805204012276,0.725767927141523
176,1,197392,-0.0422363698261124,0.0607205085080608,0.487145447343892
177,1,198857,-0.227663176208736,0.280543157172859,0.417620516213003
178,1,206666,0.0923555850254065,0.0656783744623887,0.160550467068749
179,1,206675,0.0943473589235344,0.0855994776289987,0.271127589141947
180,1,223051,0.0777064154761387,0.0677391517176928,0.252099907107616
181,1,223059,0.0540710749796105,0.0704119952276906,0.44304559763439
182,2,7366,0.112740960836007,0.0847241779655852,0.184152492774157
183,2,8180,-0.225617686087144,0.116321508609104,0.0532241624732701
184,2,8187,-0.150560455571737,0.121341467660939,0.215503747660387
185,2,8250,-0.18292522563268,0.119410379676896,0.12644182349892
186,2,8253,-0.196553548365368,0.119349018353481,0.100472538799927
187,2,8285,-0.0746432057523593,0.0648321109086535,0.250375395919322
188,2,8302,-0.105819226856275,0.0605394016833659,0.0813438765351512
189,2,8306,-0.105819226856275,0.0605394016833659,0.0813438765351512
190,2,8314,-0.102462891188604,0.0593033080335293,0.0849028053184104
191,2,8317,-0.104404881767,0.0606577139990884,0.0860882342344884
192,2,8328,-0.0995973048027762,0.0604070596356008,0.100084543559607
193,2,8331,-0.0956819261701883,0.0603105798807893,0.113524301229412
194,2,8498,-0.101681919280578,0.0592195347113243,0.0868502011801302
195,2,8651,-0.0973695110237983,0.0592959533569391,0.101461099270694
196,2,9418,0.148204627142563,0.151174317611499,0.327581898887575
197,2,9812,-0.0685663381232096,0.0597643434324191,0.252043574261345
198,2,9932,-0.086120875497916,0.0594632664366137,0.148419724364612
199,2,10135,-0.0756028479987912,0.0592748490803236,0.202984305623288
200,2,11616,-0.0783993610759269,0.0592013407827022,0.186265679343365
201,2,12133,-0.0723470043976058,0.0594595976706391,0.224515181649808
202,2,12194,-0.0723938157675941,0.0596903235366616,0.22600838597579
203,2,12359,-0.0759057024709108,0.0595026789942629,0.202911477794114
204,2,13061,-0.0649584011867558,0.0595349797280497,0.27597464747576
205,2,14298,-0.0667332125178078,0.0597178828151597,0.264551454971065
206,2,15222,-0.0796979018199011,0.0602576597706485,0.18681846561087
207,2,17986,-0.0740063907291492,0.0592173571732564,0.212221918796735
208,2,19770,-0.064040129622445,0.0596612593379686,0.28382689817128
209,2,19836,-0.0842933370577682,0.0594252491734942,0.156933850249093
210,2,19851,-0.0864933893127703,0.0595912976749626,0.147544574465863
211,2,21595,-0.0654071977001222,0.0594201032358407,0.271751711915641
212,2,22385,-0.0519029916245972,0.05951423636118,0.38374087209514
213,2,23441,-0.0511595507804768,0.0600953163403343,0.395176075450421
214,2,24209,-0.0475972990042516,0.0596078249275347,0.425112890882578
215,2,24341,-0.039687534494968,0.0597654350657901,0.507088620869143
216,2,26815,-0.0524994986417957,0.0596656940833008,0.379515232102839
217,2,28209,-0.0858667943389529,0.0595761482858851,0.150387884164737
218,2,28695,-0.0606127651128346,0.0623397081602156,0.331568150172191
219,2,35849,0.0165521923889203,0.639961525457679,0.97938014569891
220,2,35850,-1.89823183730508,0.776137353929601,0.0149431690070639
221,2,41245,-0.0850236913251845,0.0593497186446325,0.152860580326872
222,2,43214,-0.0576129063567584,0.0604092355873906,0.340882939974082
223,2,47104,-0.0883091647498137,0.0586126278457769,0.132792765961087
224,2,50915,-0.056825548987242,0.0593014392141867,0.338593013770423
225,2,55834,-0.0358247280790036,0.0590733755721864,0.54460937374824
226,2,56422,-0.0398464588535867,0.0591718124825475,0.50113177102168
227,2,57715,-0.0459508879115931,0.0589639254575353,0.436322145965817
228,2,59046,-0.0587788980999958,0.0592305996566965,0.321694934110581
229,2,59191,-0.0633265503074806,0.0588771596696283,0.282853853481773
230,2,59383,-0.0709708551547145,0.0588694754326677,0.228793552888645
231,2,59477,-0.0736843439947259,0.05974955934454,0.218314311317359
232,2,59755,-0.0721250206426811,0.134481573373792,0.59207591761863
233,2,60471,-0.0611165530571178,0.0589803570228673,0.300809402373403
234,2,60478,-0.06295342891154,0.0590423982866536,0.287043392173419
235,2,60786,-0.0688537891544584,0.0589263126443435,0.243404645280051
236,2,61035,-0.0783787900010526,0.0588883246260527,0.18405679038035
237,2,61071,-0.0681530120771416,0.0586560347555321,0.246057164527801
238,2,61675,-0.0425465839877272,0.05889375954584,0.470508830671189
239,2,62776,-0.0499771609996582,0.0614585198941897,0.416659987800622
240,2,62939,-0.04650203440791,0.0587833220480195,0.42943123017738
241,2,63527,-0.0464491144753122,0.0590044843434891,0.431685231227334
242,2,63857,-0.0629760831626389,0.0589748151376371,0.286319224142123
243,2,65527,-0.0736488160441819,0.0587446068248319,0.210776378507223
244,2,67007,-0.0347871384525839,0.0647947397647294,0.591687244945325
245,2,67023,-0.129003624445272,0.133870392273591,0.335883262295782
246,2,67024,-0.0817937808853069,0.134465897913837,0.543388701987282
247,2,67976,-0.0809092396412611,0.0595677926719992,0.175244953996872
248,2,69628,-0.119486023895586,0.0603786530389233,0.0485989856543045
249,2,71825,-0.134801357410422,0.117182578510499,0.250777099753141
250,2,72389,-0.0571326321229613,0.0592770005876248,0.335793654367605
251,2,72392,-0.0168400440832821,0.0597518238904335,0.778236609840665
252,2,73646,-0.0716182460074999,0.0584091289171357,0.220960235026907
253,2,74564,-0.0736499351774294,0.0582867811830811,0.207215128273959
254,2,74739,-0.0642856599404395,0.0585105747331605,0.272647056070241
255,2,79931,3.21144408860219e-05,0.0660620027238228,0.999612402381003
256,2,80748,-0.0598262676782272,0.0608721857041968,0.326370240334516
257,2,80873,-0.0408791710120678,0.0587100637754364,0.48670607048562
258,2,81501,-0.0405574448594754,0.0587009009126356,0.490071837738454
259,2,83526,-0.0418212080685921,0.0586072005809221,0.475955462003864
260,2,83845,-0.0369970597710812,0.0586721597394237,0.528727990435793
261,2,84412,0.061923343040565,0.147906734601666,0.675715735238216
262,2,84412,-0.0647579936181349,0.0740024933127094,0.382126182203747
263,2,84447,-0.0458349124961224,0.0594046459149846,0.440884636633922
264,2,87391,-0.027166691189745,0.0584280819330218,0.642247142920964
265,2,87562,-0.0311467035529134,0.0585704193443532,0.595211383065586
266,2,87849,-0.0325776318430499,0.0585626623475444,0.57836730721452
267,2,87878,-0.0238570313803961,0.0588263850982903,0.685319076795766
268,2,88125,0.0198323374187153,0.0654223262875149,0.7619592580061
269,2,89785,-0.0248844318179892,0.0588317392291869,0.672570104235526
270,2,93441,-0.0537254563200598,0.0605358560796781,0.375415076062423
271,2,93588,-0.0341073613897201,0.062705030685825,0.586830667188881
272,2,93721,-0.0591607285706947,0.0585843860109859,0.313264683685411
273,2,93952,-0.0362409791641822,0.0584693220585857,0.535770281652778
274,2,95085,-0.0682523734922016,0.0584700379697601,0.243875068254532
275,2,103188,-0.0346696800930803,0.059976512704985,0.563596034600023
276,2,107124,0.0329189136416704,0.0585857279512995,0.574545470791953
277,2,111645,-0.0226704074209136,0.0586370423080839,0.699268551873252
278,2,111916,-0.0157299535535417,0.0587817387307612,0.789164035194304
279,2,111931,-0.00982173604817094,0.0588752722514375,0.867605018399683
280,2,111999,-0.0179276710246336,0.058658400472574,0.760067770337388
281,2,114528,-0.028888836213165,0.0589837223267589,0.624596351849225
282,2,116024,-0.0249659365322706,0.059129126714574,0.673116099187378
283,2,119244,-0.0138730990921385,0.0644555518547366,0.829708301464921
284,2,119246,-0.00753181788841428,0.0651461498858876,0.908024073369184
285,2,119247,-0.014200427916661,0.0656134145826928,0.828780965690784
286,2,120090,0.0286757301823614,0.0588906945323821,0.626609130488552
287,2,120291,0.0253091715510467,0.0595689231217695,0.671188793417252
288,2,120726,0.0294873413000727,0.0592191032237451,0.618838997049726
289,2,121716,0.00585938907210798,0.0591717945339848,0.921175941664496
290,2,123100,0.0343622987744828,0.0592260092393659,0.562157099100139
291,2,124677,0.0361196924184849,0.0591413787922254,0.541768252252501
292,2,127636,0.120607925553595,0.0745643326679982,0.106663246726994
293,2,127887,0.0191950701171558,0.05956955651022,0.747469563658526
294,2,128935,0.0390574759512695,0.0594856826890974,0.511874842187565
295,2,129053,0.0299747769166117,0.0596818602058203,0.615809973296889
296,2,130040,0.00544035812112931,0.0600668817021499,0.927884309008922
297,2,130976,0.0163478753470473,0.0595719627158936,0.783920627969814
298,2,132199,0.00169781121637047,0.0598543838708111,0.977386513816901
299,2,133355,0.0249387199250877,0.0602447205296611,0.679157043891684
300,2,133435,0.0168557255589635,0.0603828935028863,0.780295207447601
301,2,133943,0.00944763837409016,0.0707010653252111,0.893772929499743
302,2,135183,-0.00173179731751594,0.0604229344581383,0.977150951870529
303,2,135402,0.00312919073811169,0.0604136477706322,0.958720468462172
304,2,135898,-0.0362390036911328,0.0607036392068543,0.550901831852594
305,2,135912,-0.0275767849192358,0.0607614103672774,0.650213102136563
306,2,135925,-0.0338366437765811,0.0604770012066173,0.576178035973481
307,2,136002,-0.016484993847857,0.060452172600602,0.785247272136311
308,2,136173,-0.00372534580513084,0.0608859518187842,0.951245994158265
309,2,138209,-0.0107684968804835,0.0626691720209616,0.863668977527735
310,2,138318,-0.00317379831278686,0.0624934841185172,0.959524717544611
311,2,138695,-0.00287639539868523,0.0614224167395346,0.962675413031025
312,2,138818,0.00134972371057485,0.0613099257127199,0.982448614838248
313,2,139728,0.0197682478376433,0.0611910083728179,0.746842559209057
314,2,140174,-0.00126014610914149,0.0612000166904778,0.983583858916303
315,2,140863,0.0192892955876224,0.061166683261606,0.752677530163397
316,2,141152,-0.00599864631906821,0.061346791619889,0.922160453083917
317,2,141292,0.00614655909273265,0.0609056451901668,0.91967176441833
318,2,141545,-0.0070588284846127,0.0612020626109195,0.908244029429885
319,2,145823,-0.0390947905466706,0.0635025248920026,0.538527868094028
320,2,145934,-0.100382397436607,0.104551807782303,0.337651431477508
321,2,145980,-0.0317565575498335,0.0641002491708722,0.620611805364011
322,2,146723,-0.0176726964680451,0.0610855833811977,0.772513670124641
323,2,147946,-0.0329647243859721,0.0616274851339318,0.593053730518268
324,2,150394,0.00926022939394433,0.0671588514296549,0.89040955603939
325,2,151274,-0.0789376643857462,0.105122523350997,0.453206460460511
326,2,151397,0.0144207609511144,0.061801820603602,0.815633602192363
327,2,153035,-0.0106480480845914,0.0611311305098475,0.861820924712936
328,2,153228,-0.0122879076804117,0.0615763747947782,0.841943090658093
329,2,153455,-0.0215099974569981,0.0620340691829732,0.728989578309921
330,2,153732,-0.0141840644858495,0.064143561834894,0.825119080319261
331,2,153815,-0.00580671724843462,0.0618058138744868,0.925201393691918
332,2,154160,-0.0223032009999109,0.0611474661700997,0.715520562211728
333,2,154235,-0.0374860578468531,0.0617374756543474,0.544118620506915
334,2,155527,-0.0324562436056083,0.0670216964599675,0.628498316296831
335,2,159870,-0.00441011300040162,0.0602091402102315,0.941651393938444
336,2,161229,-0.0258727361161492,0.061118246022702,0.672317685991963
337,2,161451,0.227402532417395,0.130343467789711,0.0819177124356767
338,2,161451,-0.0675063301479897,0.131274806021139,0.60740824795889
339,2,162696,0.00985156794201969,0.0608684537332232,0.871516463455993
340,2,163284,0.0419493179583267,0.0600225792308752,0.485079549722486
341,2,164166,0.0709309937171653,0.0605041184456923,0.241853819227377
342,2,165270,0.0729020392195737,0.0599866149081232,0.225061941620636
343,2,165675,0.0767147447038304,0.0609688397426322,0.209128798851688
344,2,166404,0.161760999591289,0.158133616373148,0.307037322716228
345,2,168012,0.0047436437917634,0.073862653402,0.948829419108357
346,2,168062,0.0662606985329806,0.060453547640263,0.273799836763217
347,2,168518,0.0766094221053311,0.0600713707938808,0.203039363149593
348,2,168980,0.083897732563411,0.0600151175696436,0.163007868069324
349,2,169651,0.0893676803129806,0.0600214193641255,0.137398686215431
350,2,169902,0.0374619709195452,0.100619008530663,0.709881716034994
351,2,169960,-0.0732435064402797,0.0936603161356319,0.434731642686732
352,2,170725,0.0897759195154493,0.0601272091167716,0.136304312403164
353,2,171254,0.0676781145737699,0.0603069017690166,0.26252810533351
354,2,172242,0.0828003935253467,0.059537361326998,0.165183387254617
355,2,173254,0.0722575834790632,0.0591178007927868,0.222423150658512
356,2,173340,0.0618845409693133,0.0591439495261164,0.296121099217908
357,2,173385,0.0657973242563764,0.0591866322973174,0.267027028184829
358,2,173973,0.0739765034545574,0.0590014118150628,0.210741123312944
359,2,174714,0.314252225113986,0.150694430216819,0.0377544964733792
360,2,177341,0.0411813945957566,0.0588903862912819,0.484831999924099
361,2,180314,0.0302733236839087,0.058928910486431,0.607764855615382
362,2,180339,0.0266241723825072,0.0590828774971316,0.652537096653209
363,2,182758,-0.0109279078349669,0.0588850470742256,0.85288044920167
364,2,183619,-0.00107398155796362,0.0591197842710272,0.985516533570898
365,2,183913,0.024435744465842,0.060603223498104,0.687038835856755
366,2,184146,0.00343255020569466,0.0610234680271453,0.955174733405667
367,2,187176,-0.0237085486063052,0.0594282790302641,0.690175776524395
368,2,191066,-0.00756120185478504,0.0598846774909903,0.899595854508323
369,2,191124,-0.0697346441435429,0.0755719940925085,0.356763724598197
370,2,191128,0.0569032206671332,0.0695858182235115,0.414056338788191
371,2,191599,-0.0192210278868025,0.0590473922652613,0.744981424930262
372,2,191762,-0.0212140184262141,0.0613834736421065,0.729850553556692
373,2,191763,-0.0194759322802369,0.059281086159892,0.742701725361873
374,2,191959,-0.00255685174171993,0.0591453263346693,0.965542642779181
375,2,192390,-0.0315558654831603,0.0607543759316065,0.603806848782097
376,2,195759,0.0219809577581075,0.0596418624365601,0.712684728957227
377,2,196912,0.0405337947042586,0.0586487899438998,0.4899396247793
378,2,197598,0.226860958463845,0.19128334004577,0.236422203009206
379,2,198110,-0.00416690337977541,0.0590397432954951,0.943773635497512
380,2,198283,0.0120327356927775,0.0608938078004625,0.843470237196505
381,2,198805,0.0210504052057619,0.05928387557274,0.722743147224629
382,2,198891,0.0270074636499937,0.0588150318765793,0.64637805455388
383,2,199248,0.00997370980353038,0.0589645666673101,0.865777497343179
384,2,201782,0.0214634679850212,0.058883413235541,0.715697049129241
385,2,203285,0.0296463615009905,0.0586449367868365,0.613507080981493
386,2,203783,0.019532679052721,0.0585306041042213,0.73879099194744
387,2,204179,0.023397397459912,0.0586682710151297,0.690275544272428
388,2,205406,0.0355080007804013,0.0592542677217591,0.549391918575174
389,2,205834,0.0134846135884203,0.0589960888785324,0.819337109612007
390,2,205965,0.0460549148117356,0.0644224020415337,0.475149685238394
391,2,207192,-0.00366497633739635,0.0589449607899489,0.950457668794567
392,2,207561,0.0088522060430378,0.0586828473682071,0.880181570140714
393,2,208682,-0.00440870066066812,0.0585855443045122,0.940056550421675
394,2,210102,0.0050233281026959,0.0587367082684261,0.931894250538015
395,2,212519,-0.0618688055985839,0.124970992102697,0.620862010144833
396,2,214801,-0.0318259012162707,0.0587100897735781,0.588101475924673
397,2,215016,-0.0294348706580693,0.0586800990154497,0.616250426823081
398,2,218876,-0.0666306535619176,0.059201761312831,0.261148490450191
399,2,227511,-0.0885160890339418,0.0595415615173661,0.138005972937187
400,2,230378,-0.0795703443966305,0.0588227098515431,0.177012590575813
401,2,231943,-0.08763984622337,0.0589598241595892,0.138057129302733
402,2,232156,-0.0865529821941724,0.0589400543810774,0.142861220054235
403,2,232789,-0.103273006296279,0.0586534739257759,0.0791497584451075
404,2,238524,-0.113248722965658,0.0586846298753095,0.054434500814473
405,2,241518,-0.0853638116639471,0.0593318095699219,0.1511065945163
406,2,250396,-0.0868596403437307,0.0589187718881405,0.141311730892828
407,2,250466,-0.0731430552327324,0.0589505927932994,0.215521415886272
408,2,252305,-0.074396122735621,0.0591031005255841,0.208951877607053
409,2,254571,-0.0546513526620042,0.0599971084074022,0.362969770330975
410,2,254742,-0.045188115026765,0.0599651252371415,0.451607827004675
411,2,254908,-0.0594002727080897,0.0603890521683749,0.325972868704421
412,2,255033,0.012499060473154,0.0708734536855594,0.860114274911229
413,2,255862,-0.0260033412408623,0.0600915469115948,0.665476080341882
414,2,255975,-0.035452008409914,0.0598607421559786,0.554068110691885
415,2,258311,-0.0723696029260777,0.0587754601021359,0.219034317860776
