SNP,Chr,Pos,Effect,SE,SRO9_SGN1_MTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
73,1,89616,-0.0092958425150958,0.118604636434736,0.93757279860643
74,1,89679,-0.0169146538544524,0.118617271336796,0.886688579281765
75,1,89880,-0.00674772684376015,0.118650199934881,0.95468032465914
76,1,91472,0.0098147907796928,0.119530320618771,0.934604740262282
77,1,93789,0.0780830081212849,0.118226932784892,0.509395671144311
78,1,94351,0.0439461234064345,0.118588235030325,0.711174563164497
79,1,99148,0.0868588905519471,0.118209589454775,0.462956960694481
80,1,101281,1.09646804973051,1.29249776613254,0.396827612620976
81,1,106011,0.0343627601600859,0.123277180852762,0.780604601952979
82,1,106800,-0.00414281511335091,0.118459323205609,0.972121460365913
83,1,107970,0.00392112004533289,0.118108390684153,0.973534392049667
84,1,109000,-0.0390276175712663,0.118298486391017,0.741665163356797
85,1,112549,-0.0711965135283906,0.118122019856683,0.547070665002018
86,1,112742,-0.0186003596854555,0.118639096904425,0.875507054012934
87,1,113050,-0.0109342285592647,0.118442205775671,0.926498553785596
88,1,113135,-0.0303030586665842,0.118130943296651,0.797698061808626
89,1,114076,0.00731941459970956,0.118141310910761,0.950633935795482
90,1,114628,0.0675232036642885,0.118386293478705,0.568794130827959
91,1,116283,0.0180501989067833,0.119095712491641,0.879620213456418
92,1,126880,-1.81850484902857,2.23255187572202,0.415884303900112
93,1,127853,0.0744660471342488,0.118811747886541,0.531223916248839
94,1,128302,0.0862944836780849,0.118332105788606,0.466328220383762
95,1,128704,0.0802073229763954,0.118462193147052,0.498804323512717
96,1,128911,0.121473817454881,0.11837577766657,0.305513539147086
97,1,130267,0.0540211765377953,0.118461124169196,0.648652767587701
98,1,130271,0.0571666487294378,0.118597627866151,0.630089139590486
99,1,130613,0.08585360986284,0.119658086031373,0.473545652425122
100,1,132012,-0.113819961989945,0.119337468735396,0.340854992572507
101,1,133231,-0.139133772419717,0.118411892546565,0.240787357467176
102,1,137074,-0.101992951000372,0.118350058334514,0.389387867279919
103,1,137304,-0.134767664768725,0.118298407452058,0.255384746214674
104,1,139686,-0.0731373055955746,0.11860755786695,0.537874452006147
105,1,149562,-0.0902544410206139,0.118845104600953,0.448102694602676
106,1,150447,-0.0721131773780237,0.120200222338821,0.548929717393946
107,1,151446,-0.210095921168547,0.241341608315476,0.384600598342187
108,1,154084,-0.0720689765208775,0.120572031385405,0.550406366103235
109,1,156633,-0.0770610798405364,0.122218090599717,0.528761700162321
110,1,157269,-0.130598646673935,0.118239492131902,0.270117134114321
111,1,160054,-0.0979050193191956,0.119455342325471,0.412999961058615
112,1,166222,-0.0846382329611848,0.118599059013794,0.475915114749818
113,1,166416,-0.0784450814533996,0.118370023301396,0.507948320826074
114,1,167326,-0.114728862981897,0.118960074173513,0.335489769744622
115,1,168836,-0.0990261994364593,0.118434988713765,0.403651410446748
116,1,171200,-0.14578743178516,0.118475920171343,0.219320378034599
117,1,171431,-0.214741902860886,0.11892300672353,0.0718135098860843
118,1,173339,-0.181733211560468,0.118146609083121,0.124895375691533
119,1,173845,-0.177658115284907,0.118065587211465,0.133284905751505
120,1,175121,-0.186923719885377,0.117789378027756,0.113423380651634
121,1,175281,-0.185478292782047,0.117896677630861,0.116561970850158
122,1,175315,-0.192505309570747,0.117827379191053,0.103194258524266
123,1,175523,-0.180463065130697,0.118553690082188,0.128852897484611
124,1,175541,-0.18952397070163,0.118026441150892,0.109217402987307
125,1,175653,-0.214686805753218,0.118280901488994,0.0703633750075513
126,1,175805,-0.155730019405542,0.125278776939057,0.214667836057843
127,1,175818,-0.215486363133509,0.122130897841604,0.078531386012388
128,1,175856,-0.186421942586131,0.120385116132864,0.122386823686761
129,1,175876,-0.168435851616047,0.118603814930727,0.156445015760719
130,1,175989,-0.179537609891389,0.118898129387923,0.131934914107496
131,1,176001,-0.180387819665457,0.119518034206714,0.132118256521545
132,1,176451,-0.187680817664866,0.120932474583891,0.121570909735774
133,1,177692,-0.19643237077321,0.117809016741634,0.0963257769481792
134,1,178191,-0.198451576232321,0.117917334536727,0.0932646742932796
135,1,178224,-0.19643237077321,0.117809016741634,0.0963257769481792
136,1,178960,-0.222742072912822,0.118625710773212,0.0612481558017065
137,1,179139,-0.299826603106412,0.235744398825243,0.204271072425174
138,1,179139,-0.190186856716652,0.475774551691637,0.689588649028069
139,1,180955,-0.0736569361514217,0.136853477575714,0.590766092583743
140,1,183802,-0.208316105942633,0.117766131081921,0.0777746225051008
141,1,183954,-0.207807614450589,0.118633600854966,0.0806979605039106
142,1,184450,-0.172060167433089,0.117749283939122,0.144838662285494
143,1,184641,-0.147873694591771,0.121286711588441,0.223579416833836
144,1,184718,-0.210948820179964,0.118244051363654,0.0752805661987129
145,1,185296,-0.153847097665115,0.117988226102448,0.193110818799095
146,1,185438,-0.141043840437376,0.118039137937741,0.232932012139727
147,1,185469,-0.146577317577063,0.11819110878657,0.215735450757519
148,1,185503,-0.156444657469822,0.117848152421104,0.185197739021021
149,1,185705,-0.175092532610779,0.119098302673347,0.142411491708506
150,1,185749,-0.17780414672602,0.119086921528889,0.136314206350467
151,1,185806,-0.169526071450172,0.119281086268313,0.156132180079695
152,1,185879,-0.191898246495379,0.119765166027561,0.109986429420022
153,1,185916,-0.10411624100634,0.120017360904712,0.386252057211348
154,1,185941,-0.128105609105122,0.120475807389837,0.288358922252721
155,1,185954,-0.139738507119487,0.120792243527841,0.24811589719598
156,1,186055,-0.142877962107067,0.118361624833385,0.228190023266387
157,1,186896,-0.129061906480748,0.120354295072776,0.28429549485437
158,1,187697,-0.354341900437433,0.245126579988947,0.14919158672563
159,1,189392,-0.34131884119126,0.246471412561379,0.166981747656888
160,1,189416,-0.186715417290673,0.238856276256853,0.43491127555417
161,1,190132,0.108604344284459,0.118615354980407,0.36050121357176
162,1,190148,0.118990548919051,0.118622991248382,0.316500422681358
163,1,190165,0.0999316739427841,0.119586536654251,0.403920915465344
164,1,190169,0.124019951429126,0.119373121843637,0.299549809197455
165,1,190933,-0.0519550697239551,0.118553718130874,0.661479833604707
166,1,192149,0.0931449139271018,0.119452653706864,0.436052116958434
167,1,192302,0.119050189723628,0.157731200463323,0.450892477768234
168,1,192303,0.0749937572250916,0.142472201236903,0.598958478021116
169,1,192305,0.0937704323606487,0.148027787883077,0.52684018942454
170,1,192315,0.0876393419221069,0.167955078989852,0.602135253053427
171,1,192795,0.0405863971250832,0.118341754255181,0.731833272282358
172,1,194020,-0.110851648430027,0.12453062829836,0.373988544402594
173,1,194187,-0.0829927638895473,0.118377141781784,0.483710147850809
174,1,194867,-0.146589381173303,0.118137702872578,0.215490764767401
175,1,197325,-0.15650135392804,0.120997700886477,0.196710125277147
176,1,197392,-0.183864692872699,0.122452634392489,0.134115882499924
177,1,198857,-0.550094034047308,0.566948795757643,0.332575715612466
178,1,206666,-0.0204068385760534,0.133149238240635,0.878278527948618
179,1,206675,-0.0749009516434764,0.173308571728919,0.665872572761996
180,1,223051,-0.137663740088434,0.137007819321288,0.31568745249605
181,1,223059,-0.312402432231563,0.141497527343937,0.0278986700920755
182,2,7366,-0.0740599862485105,0.171671109351356,0.666436364228324
183,2,8180,0.287082703712786,0.23592329674136,0.224475127073562
184,2,8187,0.158041283497607,0.245707087018702,0.52050537418538
185,2,8250,0.203154903681501,0.241972205427587,0.401712432996499
186,2,8253,0.184139098323881,0.242015312311307,0.447250286140708
187,2,8285,0.0830636923874677,0.131242822797079,0.52720817580156
188,2,8302,0.136652300464749,0.122705967266626,0.266184292244318
189,2,8306,0.136652300464749,0.122705967266626,0.266184292244318
190,2,8314,0.15316630949978,0.120123368280229,0.203121245634113
191,2,8317,0.127740283346675,0.122957695227905,0.299564080009935
192,2,8328,0.099268373370307,0.122480685014899,0.418209344021746
193,2,8331,0.095685743511434,0.12225808730334,0.43435521270324
194,2,8498,0.0771162245167609,0.120153262897778,0.521409537668672
195,2,8651,0.0631519341256621,0.120288960884146,0.599911430183864
196,2,9418,0.143344489980031,0.30595053468747,0.639700678041778
197,2,9812,0.0775130455151966,0.120980600578316,0.522129152456323
198,2,9932,0.0639233943113915,0.120525814918351,0.596188212923698
199,2,10135,0.0592092761072043,0.120070723562482,0.622234410699572
200,2,11616,0.0780963083249488,0.119912562586222,0.515291359273178
201,2,12133,0.0881843503846393,0.120370102810753,0.46428244785013
202,2,12194,0.0976045913405323,0.120815750971751,0.419703910488029
203,2,12359,0.0666124219460456,0.120521689693749,0.580818184508782
204,2,13061,0.0787002343142538,0.120492165865887,0.514080604199975
205,2,14298,0.0692422514621369,0.120889135090824,0.567161818203874
206,2,15222,0.0907619106610309,0.122029108506147,0.45750881146027
207,2,17986,0.0632711099082097,0.119937316030883,0.598153651954017
208,2,19770,0.0638362722218107,0.120766363102876,0.597419889118596
209,2,19836,0.0730738340080161,0.120419437653764,0.544355438151877
210,2,19851,0.0742900437290182,0.120770273653051,0.538861792647298
211,2,21595,0.0564500215732309,0.12029839909243,0.639180656373265
212,2,22385,0.0735615909163645,0.120386127415272,0.54156167627052
213,2,23441,0.061550095707438,0.12157552285029,0.612982833827909
214,2,24209,0.0890796768474769,0.120525003003231,0.460339219520682
215,2,24341,0.089383631983617,0.120809886898262,0.459870534882866
216,2,26815,0.121207768121671,0.120586194534599,0.315510916205925
217,2,28209,0.0920542606764608,0.120699869983685,0.446169108968621
218,2,28695,0.0495880651483767,0.126173545484026,0.694545817497217
219,2,35849,-0.620301896969966,1.29339330758494,0.631814086121309
220,2,35850,-1.18721670676435,1.581097234602,0.453224206352534
221,2,41245,0.0202003381134355,0.120331110167694,0.86677936742324
222,2,43214,-0.0491685005227529,0.122258888436754,0.687804467173485
223,2,47104,0.0282476611391097,0.118868329548189,0.812299551031888
224,2,50915,-0.0209219387922707,0.120040679571038,0.861737151451022
225,2,55834,-0.0453295018201668,0.119466774688214,0.704595335834273
226,2,56422,-0.00199971687960088,0.119704713083679,0.986681065176463
227,2,57715,-0.00465921132765623,0.119309903764973,0.968871534187709
228,2,59046,-0.0470103230036506,0.119887609469891,0.695206223598782
229,2,59191,-0.0357403298050316,0.119211956292678,0.764502427790742
230,2,59383,-0.0215641906539839,0.11925594537127,0.8566104584135
231,2,59477,-0.0467900052411858,0.121030294743294,0.699287166141401
232,2,59755,0.010384793018261,0.271992249736895,0.969565371860508
233,2,60471,-0.0462426170541438,0.119396729666196,0.698765894421652
234,2,60478,-0.0374775631485913,0.119541728865035,0.75407816460727
235,2,60786,-0.053888974033296,0.119327317874163,0.65182993155097
236,2,61035,-0.0198835244204021,0.119348483612934,0.867779738200484
237,2,61071,-0.0381885963894684,0.118794354678928,0.74804593636899
238,2,61675,-0.0419125730842634,0.119132907587549,0.72518800157212
239,2,62776,-0.0448080467791881,0.124344450238492,0.718797781481731
240,2,62939,-0.00338129902705864,0.118947693259736,0.97733783538704
241,2,63527,-0.0245136835432336,0.119387192257159,0.837433239085823
242,2,63857,-0.0424619467387153,0.119400708084208,0.722333394847632
243,2,65527,-0.0942469045507945,0.118922630588252,0.428597943621861
244,2,67007,-0.0969292989733548,0.130947731008897,0.45966238710338
245,2,67023,-0.226695273964333,0.270733453641396,0.40296941894174
246,2,67024,-0.235651004394271,0.271703471984225,0.386361630487114
247,2,67976,0.00674564676259082,0.120742258743127,0.955478450417474
248,2,69628,0.0128752651185737,0.122741158904721,0.916516562041994
249,2,71825,-0.406179343203515,0.236365641464505,0.0865938386365521
250,2,72389,-0.0231324217300274,0.119991872810286,0.847239596493428
251,2,72392,-0.118559538493781,0.120649238851321,0.326438208528636
252,2,73646,0.0061071483712655,0.118336778271029,0.958870074523169
253,2,74564,0.0203920201917797,0.118099880930967,0.863011687635779
254,2,74739,0.0800402112751938,0.118416599805299,0.499533674370057
255,2,79931,0.153056053320301,0.13330920407544,0.251693106620667
256,2,80748,0.0880126687590332,0.123144793745455,0.475261367997522
257,2,80873,0.104839471951489,0.118644761579214,0.377491007598498
258,2,81501,0.152976099985974,0.118476672938322,0.197482093051178
259,2,83526,0.123171878925397,0.11839052433375,0.29887251311371
260,2,83845,0.172745268525258,0.118327913712242,0.145210756121117
261,2,84412,0.351148080167099,0.298513505771059,0.240258781725798
262,2,84412,0.0755218687904503,0.149719446446058,0.614279164896841
263,2,84447,0.172446356586078,0.119848955031924,0.15107509749966
264,2,87391,0.2529161294323,0.117391215372386,0.0318792667300193
265,2,87562,0.270596904575978,0.117580738952456,0.0219526012738881
266,2,87849,0.25945516062601,0.117640564019659,0.0280636947784993
267,2,87878,0.25175532333934,0.118200210369673,0.0338706174782633
268,2,88125,0.218485584529993,0.131769724302383,0.0981883408985132
269,2,89785,0.239826618928243,0.118283794717009,0.043356782413482
270,2,93441,0.168549862607252,0.122193237167745,0.168653472200463
271,2,93588,0.167081508939104,0.126512020962936,0.187464665796451
272,2,93721,0.165865907971593,0.118282307320669,0.161707916234881
273,2,93952,0.13344748610894,0.11805856191933,0.259096236009475
274,2,95085,0.184749616302599,0.118028185829147,0.118408374002475
275,2,103188,0.257394967515356,0.120536152270148,0.0334148156381972
276,2,107124,0.199452857757239,0.118019531172887,0.0919110433657511
277,2,111645,0.282998736273571,0.117611289758179,0.0166318571845289
278,2,111916,0.258817811924636,0.118050362296903,0.029000378850081
279,2,111931,0.259836474848967,0.1182269998075,0.0286139842143391
280,2,111999,0.276579864422613,0.117688575636412,0.019318406556991
281,2,114528,0.261163676527165,0.118475541284975,0.0281432085467929
282,2,116024,0.30585850420731,0.118458474787038,0.0102256150724609
283,2,119244,0.0263651205911346,0.13031110379423,0.839779652372466
284,2,119246,0.0646259663204244,0.131663864900349,0.623844204373032
285,2,119247,0.0247133958465355,0.132653244961507,0.852315952676949
286,2,120090,0.110736744322381,0.118953660676878,0.352529404797039
287,2,120291,0.132929559952379,0.120253623321301,0.269734791617546
288,2,120726,0.124941577264869,0.119580831251609,0.296816737138401
289,2,121716,0.147841133178307,0.119370501570734,0.216351305050571
290,2,123100,0.108667800601498,0.119654888294938,0.364404373161852
291,2,124677,0.0999653382688712,0.119511194106783,0.403466714521112
292,2,127636,-0.068690319380623,0.15126051483132,0.650022048122531
293,2,127887,0.102054824963125,0.120327238717214,0.39693251099206
294,2,128935,0.0735919923823343,0.120272149214644,0.541011757854737
295,2,129053,0.0996354347341331,0.120585664166702,0.409213203530209
296,2,130040,0.132340658683324,0.121234472445971,0.275749422843919
297,2,130976,0.0837276623610623,0.120367312380166,0.487136209421908
298,2,132199,0.0668913594957463,0.120955656661408,0.580597144804648
299,2,133355,0.0384380640353343,0.12180942994258,0.752523724236053
300,2,133435,0.0537597677054551,0.122056334096196,0.659880476454155
301,2,133943,0.0398736540469147,0.142924553937489,0.780420525244436
302,2,135183,0.0564382199869511,0.122120549216138,0.64425723961455
303,2,135402,0.0769270352763818,0.122070388579311,0.528980693031934
304,2,135898,0.1175839464062,0.122627188167391,0.338278815384965
305,2,135912,0.115747434728882,0.122722947669757,0.346243868269131
306,2,135925,0.119555342225607,0.122155228142936,0.328390318474746
307,2,136002,0.0811278828636508,0.122153034532048,0.507028166709262
308,2,136173,0.0829740023181968,0.12301483664394,0.500432417394511
309,2,138209,0.0296647903690852,0.126694036535397,0.815008057839712
310,2,138318,0.0364788607984727,0.126328929035259,0.772933815915033
311,2,138695,-0.0172981736107314,0.124174977141808,0.889288717957828
312,2,138818,-0.02567958177973,0.123943130080223,0.835982173468503
313,2,139728,-0.0138059309524103,0.123726269556035,0.911216301167364
314,2,140174,-0.0128823482278686,0.123726551737469,0.917133636812596
315,2,140863,-0.0403092618742158,0.123659795115983,0.744640947434978
316,2,141152,-0.0132974733618498,0.124024773163057,0.914678318084041
317,2,141292,-0.0266131597177162,0.123126873826014,0.829000192743512
318,2,141545,0.0131924793578679,0.123732852562268,0.915150488003499
319,2,145823,0.110713361796131,0.128317040494166,0.388827155892377
320,2,145934,-0.122740410063495,0.21154787459906,0.562148853275277
321,2,145980,-0.00181159245346718,0.129636800621065,0.988858324344988
322,2,146723,0.00751545979610624,0.123511019600323,0.951514302645306
323,2,147946,0.00385858283991336,0.124642906674067,0.975321248259614
324,2,150394,0.0242402164909206,0.135772909591242,0.85840525425525
325,2,151274,-0.136333786450187,0.212572586094537,0.521710405550297
326,2,151397,0.029548667957962,0.124944784942386,0.813186680140031
327,2,153035,-0.00408208910332197,0.123594229843177,0.973670804111934
328,2,153228,-0.0409115352880773,0.124477239793014,0.742602443893445
329,2,153455,-0.0396897164903169,0.125418152320084,0.751841110321609
330,2,153732,-0.0119760215353202,0.129686772078794,0.926475729194695
331,2,153815,-0.0240291451273364,0.124948137357874,0.847607658711609
332,2,154160,-0.0276006256457866,0.123636701668062,0.823478047839117
333,2,154235,-0.042398838158495,0.124859730814537,0.734380991102383
334,2,155527,0.000293281219397867,0.13554309623739,0.998274801788316
335,2,159870,0.00979324808475313,0.121724926394352,0.935921832574068
336,2,161229,-0.036860545095645,0.123578848707665,0.765668378798484
337,2,161451,-0.363176196688137,0.263942821968927,0.169704662199794
338,2,161451,0.0914022649587949,0.265453741435893,0.730807183442065
339,2,162696,0.00645552084310586,0.123062141018357,0.95819390515705
340,2,163284,0.0708327566341431,0.121373334739842,0.559866149450358
341,2,164166,0.0340443394144685,0.122545971805596,0.781321833724212
342,2,165270,-0.0166557967651926,0.121525448984086,0.891064635562318
343,2,165675,-0.01727786886434,0.123533689418839,0.888847512858818
344,2,166404,-0.626941866792439,0.318429401392617,0.0497514624253206
345,2,168012,-0.0452909578823348,0.149309906975006,0.761813079616767
346,2,168062,-0.0483639846322648,0.12239996657722,0.692985089147981
347,2,168518,-0.0859079915803622,0.121640134680169,0.480500349589265
348,2,168980,-0.0551972670159659,0.121632778592181,0.650249802282445
349,2,169651,-0.0545626634120389,0.121691395475554,0.654161907634496
350,2,169902,0.18612520545163,0.203220572517343,0.360356244812964
351,2,169960,0.122677434441899,0.189404960853397,0.517600564706684
352,2,170725,0.0175041462020888,0.121939163939022,0.885939164357494
353,2,171254,0.0413358498224345,0.122120243949722,0.735199093854262
354,2,172242,-0.0807105453877712,0.120619809387692,0.503848808432167
355,2,173254,-0.0890124807712451,0.119677653901322,0.457511246936908
356,2,173340,-0.0615580399892233,0.119712069428851,0.607421700280487
357,2,173385,-0.0689426429598077,0.119811008556279,0.56536829246027
358,2,173973,-0.0455194138009047,0.119524206015849,0.703552209359279
359,2,174714,-0.0388276824634194,0.306523570092126,0.899272828380149
360,2,177341,-0.00110385727712992,0.119141408234094,0.992612857906833
361,2,180314,-0.0622336600044819,0.119135359110658,0.60173501248621
362,2,180339,-0.0656457027855346,0.119431400493395,0.582905683788177
363,2,182758,-0.00968013138461477,0.119052884142952,0.935241893646072
364,2,183619,-0.0387095412962578,0.11950505818613,0.746193835351572
365,2,183913,-0.0538640842463586,0.122516510323813,0.660461423224862
366,2,184146,-0.027883558325293,0.123363074181229,0.821310145404257
367,2,187176,-0.114901912299677,0.120017816345924,0.339033832914478
368,2,191066,-0.0251378103748428,0.121064490355913,0.835629937596784
369,2,191124,0.28080659459119,0.152236537872263,0.065941935183752
370,2,191128,-0.242444989650848,0.140222682427027,0.0846834238351853
371,2,191599,-0.0787584376971108,0.119320710982218,0.509647868720572
372,2,191762,-0.0502300126587971,0.124091470104777,0.685882817306685
373,2,191763,-0.0764816500658039,0.119798046522637,0.523613294729173
374,2,191959,-0.111332006282894,0.119427802221349,0.351864220736428
375,2,192390,-0.0762639057502916,0.122807284875126,0.534997276401034
376,2,195759,0.0698442311755538,0.120544138193296,0.562683516736621
377,2,196912,0.0935154866416811,0.118546299580538,0.430727981158214
378,2,197598,0.0436722779215613,0.387481208896181,0.910326030954293
379,2,198110,0.0534293893959861,0.119327903329227,0.654606344442353
380,2,198283,0.0754538843265318,0.123050604058287,0.54014299033604
381,2,198805,0.044612951704767,0.119852388002042,0.709943129489348
382,2,198891,0.0696453736645749,0.118884373484246,0.55836783814167
383,2,199248,0.0197305716143645,0.119209162290989,0.86863558933723
384,2,201782,0.0387970371680892,0.119049382784951,0.744700467107011
385,2,203285,0.164975961283632,0.118280186015607,0.163956365681794
386,2,203783,0.10331739982756,0.118222454680863,0.382753974145861
387,2,204179,0.12019712727061,0.118464036160454,0.310977310666783
388,2,205406,0.0490519983713507,0.119827125322027,0.682526416017271
389,2,205834,0.0601412349841416,0.119238553128484,0.61431085069649
390,2,205965,-0.0362576299490791,0.130323050222019,0.78101137240661
391,2,207192,-0.00416631665708284,0.11916976580876,0.97213044964861
392,2,207561,0.00322951199031279,0.118643102887745,0.978299331540469
393,2,208682,-0.00811991980538407,0.118442847057984,0.945382181901032
394,2,210102,0.0218880772349608,0.11874381001084,0.853860224090308
395,2,212519,0.00663708867108248,0.252741922112898,0.979064527390082
396,2,214801,0.0206993724075077,0.118738762344812,0.861708414322946
397,2,215016,-0.0180276625038983,0.118672241828188,0.879343625900175
398,2,218876,-0.0350679533370575,0.119888520702353,0.770072631831776
399,2,227511,-0.0624376529049856,0.12070596714563,0.605291211940824
400,2,230378,-0.0389221634646655,0.119211994232269,0.744243085659312
401,2,231943,-0.0315133177797482,0.119560066489813,0.79225945563142
402,2,232156,-0.059113299932794,0.119481398856659,0.621085103434694
403,2,232789,-0.0151361962059193,0.119096862621108,0.898940360021617
404,2,238524,-0.00718160189686146,0.119266581322126,0.952018709972303
405,2,241518,-0.0520757771235637,0.120270666451225,0.665287789537715
406,2,250396,-0.106255645098992,0.119348579766188,0.373912960319434
407,2,250466,-0.116263999595982,0.119279893823181,0.330368704305908
408,2,252305,-0.115792493387348,0.119598209290757,0.333617768104212
409,2,254571,-0.0716943502774809,0.121378956367996,0.555122600072025
410,2,254742,-0.0906692390293078,0.121233253858654,0.455023951247483
411,2,254908,-0.113856850267118,0.122105762437624,0.351744150951249
412,2,255033,-0.0748236875430164,0.143236172489365,0.601733560672901
413,2,255862,-0.0830536027754676,0.121439168124434,0.494479963808388
414,2,255975,-0.0624046091860484,0.121035303688373,0.606463449476602
415,2,258311,-0.0978058237390855,0.118967697518707,0.411563073910774
416,2,259284,-0.0609648348698324,0.119438428954421,0.610069989787062
417,2,266330,-0.0213691112279706,0.119990855105861,0.858754843904794
418,2,267100,-0.00715192050361058,0.119986895154822,0.952503290864163
419,2,268086,0.0295514469877163,0.119985936675771,0.805600188253024
420,2,274614,0.00454579574796454,0.119266948427709,0.96961796496991
421,2,274729,-0.0227522753856169,0.119913422061636,0.849622565922751
422,2,275746,0.0507296524894921,0.119836773356631,0.672317470315177
423,2,277029,0.0411425678124568,0.119290064203902,0.730378578462328
424,2,277741,0.035524016396755,0.119342024536032,0.766133499430732
425,2,278218,0.0245349625441376,0.119134265961472,0.836953537413734
426,2,278379,0.0460240954732366,0.122065291402866,0.70636679838669
427,2,279910,0.00376083469943156,0.11909941914054,0.974827015064314
428,2,280616,0.00141923273713163,0.124304584113602,0.990896896067146
429,2,283431,-0.0139033872438742,0.120841652242984,0.908467266474074
430,2,283573,0.00405884910511467,0.11939412603175,0.972900046152289
431,2,286762,0.0286168713787526,0.119690245496429,0.811173701183351
