SNP,Chr,Pos,Effect,SE,SSH1_ERV25_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
204,2,13061,0.0892478022995427,0.156804875327963,0.569606327865948
205,2,14298,0.0552619158607146,0.157344216874714,0.725635313418841
206,2,15222,0.0894616888506741,0.158834951546136,0.573631229151892
207,2,17986,0.053344739260851,0.156095823399748,0.732747253909345
208,2,19770,0.0860940106966059,0.15713425686574,0.584106189350956
209,2,19836,0.0939900580811024,0.156689333231134,0.548991215274387
210,2,19851,0.0944199932849492,0.157147833813227,0.548335157614864
211,2,21595,0.0532615013735613,0.156553122149837,0.733898034123367
212,2,22385,0.0434760385411659,0.156709862026159,0.781612242754276
213,2,23441,0.0486829451988773,0.158227947976242,0.75851031921939
214,2,24209,0.0985467426298048,0.156858451773399,0.53024467796669
215,2,24341,0.0993189390592308,0.157228508877924,0.528001383303186
216,2,26815,0.154828263599714,0.156912586786138,0.324457390145514
217,2,28209,0.198679970374105,0.156825582452371,0.206031650837114
218,2,28695,0.081458761614839,0.164153269942385,0.620036758300123
219,2,35849,-0.225965172640691,1.68344384302232,0.893298840642229
220,2,35850,-1.13478242489691,2.05804970233317,0.581717062259335
221,2,41245,-0.0294948511239856,0.156570916338646,0.850686915317602
222,2,43214,-0.143501260851495,0.158933947461479,0.367195334342819
223,2,47104,0.0210874156967998,0.154677493538655,0.891636933317571
224,2,50915,0.0892395946871538,0.156129122727731,0.567973291687901
225,2,55834,0.0493544696596676,0.155457383075799,0.751067801114563
226,2,56422,0.0946241788758438,0.15567609716294,0.543692869880238
227,2,57715,0.103602679546855,0.15514613517293,0.504713692908477
228,2,59046,0.0575354596259715,0.15599937800878,0.712484103944322
229,2,59191,0.0777831849880088,0.155080812007748,0.616285850474076
230,2,59383,0.0916542766541377,0.155104043356442,0.554951339243867
231,2,59477,0.0455579424721506,0.15749697199122,0.772550439587696
232,2,59755,0.128557726133279,0.353845686800001,0.716586468239005
233,2,60471,-0.00173524874240305,0.155389715905942,0.991096456154916
234,2,60478,0.0103012047105281,0.155566095791271,0.947242115974148
235,2,60786,0.025098589062123,0.155305522650395,0.87170714433107
236,2,61035,0.0614630742667386,0.155265607853975,0.692449211701127
237,2,61071,0.0495101646949839,0.154573103314146,0.74892847490821
238,2,61675,0.00421801348576067,0.155040469503567,0.978310893898679
239,2,62776,-0.00252638708365316,0.161824318075871,0.987552821918383
240,2,62939,0.0611379986525717,0.154738426515101,0.693003692537141
241,2,63527,0.0592546998146097,0.155321589101636,0.703064119293704
242,2,63857,0.0552379598282102,0.155361927839625,0.722394648904193
243,2,65527,-0.0681594225206124,0.154834953842748,0.660056645871549
244,2,67007,-0.126897576782214,0.170385049981031,0.456906654678477
245,2,67023,0.0967189971842259,0.352585279664289,0.784003960486961
246,2,67024,0.142887227620813,0.353830116255303,0.686582235465624
247,2,67976,-0.00875187877234129,0.157107519081934,0.955607295387025
248,2,69628,0.0806289504625257,0.159653268667481,0.613856160612388
249,2,71825,-0.155055443447395,0.308727907043091,0.615811988319065
250,2,72389,0.137941848625919,0.155966636996954,0.37706517515913
251,2,72392,0.0233240956309244,0.157196155295443,0.882130966473406
252,2,73646,0.140059451556303,0.153797573205186,0.363088587213052
253,2,74564,0.207584415211547,0.153278105690211,0.176507210448411
254,2,74739,0.262492359283085,0.153546793795858,0.0882322285970029
255,2,79931,0.3917139684773,0.17252779901593,0.0237830365291073
256,2,80748,0.327236036717063,0.159400822150892,0.040817669126734
257,2,80873,0.317769673069452,0.15362069697602,0.0393175293050124
258,2,81501,0.342850155335383,0.153441922022532,0.0260824443051696
259,2,83526,0.362137683453508,0.153074754309944,0.0185330061429885
260,2,83845,0.409866897915128,0.152881533455253,0.00768600073967605
261,2,84412,0.70185335870746,0.387383632746309,0.0708700874611994
262,2,84412,0.169314040223208,0.194673805499009,0.385037875104141
263,2,84447,0.392962342920884,0.154997016566141,0.0116664187708274
264,2,87391,0.422304768719106,0.152096318862109,0.0057867391783079
265,2,87562,0.437341314982866,0.152369498132828,0.004348430251786
266,2,87849,0.440010286943656,0.152332959088406,0.00410996925293433
267,2,87878,0.415341344665013,0.153198206884033,0.00703305889675352
268,2,88125,0.385683263840281,0.170894128922566,0.0246280874726311
269,2,89785,0.381100596386024,0.153467540325411,0.0134821165301253
270,2,93441,0.36108615975897,0.158260760020829,0.0231084149721465
271,2,93588,0.299228533413834,0.164250873593135,0.0693348959208704
272,2,93721,0.352996160068611,0.153186890617595,0.021783006984218
273,2,93952,0.303984785064285,0.153040423339373,0.0477725551177985
274,2,95085,0.424091955206604,0.152446050421981,0.00569418675250989
275,2,103188,0.530895687984291,0.155299372095815,0.000703170834458872
276,2,107124,0.49536788415144,0.151913728734594,0.00121898200481251
277,2,111645,0.619445524642588,0.150719565185794,4.92568962168756e-05
278,2,111916,0.571795270294046,0.151623008738534,0.000190453905339158
279,2,111931,0.585705063605371,0.151713945149942,0.000134511208238212
280,2,111999,0.613582336888263,0.15083245376788,5.85363903658706e-05
281,2,114528,0.537747469944166,0.152553829249021,0.000479309929269787
282,2,116024,0.598625255493434,0.152287223898059,0.000101856388688386
283,2,119244,0.300272314491796,0.168813313742962,0.0761455180747905
284,2,119246,0.297593076021485,0.170643420980569,0.0820388210665614
285,2,119247,0.239149027983125,0.172144402375297,0.165637004321029
286,2,120090,0.287769699789246,0.1542113467559,0.0628602003238803
287,2,120291,0.314548884058866,0.155845633012601,0.0443121609270847
288,2,120726,0.29174073257722,0.155061160902851,0.0607326355132686
289,2,121716,0.374894137030724,0.154375511636006,0.015662167694524
290,2,123100,0.258354612570038,0.155266715969286,0.0970116857393659
291,2,124677,0.183786441600757,0.155352045249167,0.237592607501216
292,2,127636,-0.127152400200991,0.196758413556141,0.51854633436158
293,2,127887,0.224662652874051,0.156270123694793,0.151417586437149
294,2,128935,0.189672529766808,0.156253007026387,0.225604747394146
295,2,129053,0.242370883244163,0.15652472561515,0.122409759000843
296,2,130040,0.234433502815997,0.157520581063439,0.137571889195059
297,2,130976,0.166038071852255,0.156477593602502,0.289370771502241
298,2,132199,0.210069639621171,0.157055865040991,0.181905201285465
299,2,133355,0.200068785512626,0.158160383717887,0.206715047960753
300,2,133435,0.212499707759853,0.158457868138406,0.180766898899708
301,2,133943,0.113322396610869,0.185893369052846,0.542512577545715
302,2,135183,0.252880979323376,0.158378097379179,0.111229246548219
303,2,135402,0.259697869128079,0.158322742563557,0.101832129682738
304,2,135898,0.313486455952262,0.15889417224591,0.0492838346591252
305,2,135912,0.303198339801788,0.159069336833391,0.0574522148420625
306,2,135925,0.314292337169273,0.158280038693639,0.0478429786006325
307,2,136002,0.273523649568362,0.158374758100839,0.0850305870975456
308,2,136173,0.257542921696873,0.15958001658112,0.107447072536316
309,2,138209,0.301830735720678,0.1640800897111,0.0666764021397626
310,2,138318,0.308385708628535,0.163574751378257,0.0602118752745436
311,2,138695,0.276960876601612,0.160904706442977,0.0860775010687014
312,2,138818,0.272880215003219,0.160626939362556,0.090229544638555
313,2,139728,0.267293261045625,0.160363274973365,0.0964414411946979
314,2,140174,0.26074010410664,0.160393835506801,0.104922020321183
315,2,140863,0.202235146264759,0.160567589953347,0.208681321171395
316,2,141152,0.249139111256265,0.160835578910895,0.122270584162851
317,2,141292,0.239111001836285,0.159714685582768,0.135257329023145
318,2,141545,0.263183387482635,0.160390881166501,0.10171143837696
319,2,145823,0.382260090447671,0.165896694353979,0.0217911837122236
320,2,145934,0.269866852979291,0.275018430338416,0.327132518768259
321,2,145980,0.29443724329966,0.167951419601207,0.0804512039573414
322,2,146723,0.302599113540938,0.159901958784272,0.0592551626245029
323,2,147946,0.324393390704661,0.161261526801639,0.04502186849109
324,2,150394,0.260998629830862,0.176126102664582,0.13926300155441
325,2,151274,-0.0462182303970451,0.276745549752374,0.867460773424739
326,2,151397,0.325084721998778,0.16166536118704,0.0451013071910654
327,2,153035,0.318260033116889,0.159924086072471,0.0473542862008272
328,2,153228,0.291433037265424,0.161247829939457,0.071557205381059
329,2,153455,0.270858014156171,0.162576921959483,0.0965945375177242
330,2,153732,0.28713890606355,0.168054502566517,0.0884030030810629
331,2,153815,0.286039175885722,0.161874290102506,0.0780847034360518
332,2,154160,0.299493972156734,0.160093428327048,0.0622076324038126
333,2,154235,0.294268616833558,0.161735026910802,0.0696899372772262
334,2,155527,0.332614281455621,0.175475323748406,0.0588422239033228
335,2,159870,0.318832245983924,0.157475898922645,0.0436566413827655
336,2,161229,0.346466485621172,0.159757936757666,0.0307729875337467
337,2,161451,-0.307493738160204,0.343967971963618,0.371952171709407
338,2,161451,0.553927107723609,0.344200966125365,0.108441797077307
339,2,162696,0.407209309932202,0.158653158935012,0.0106798742454198
340,2,163284,0.344212095889416,0.156939104270353,0.0289386611637152
341,2,164166,0.253455313576198,0.158900301103815,0.111593979543712
342,2,165270,0.279408482733581,0.157429950164187,0.0767907337826329
343,2,165675,0.228131386669535,0.160284872857649,0.155536152495526
344,2,166404,-0.925774894444125,0.413678767575243,0.0258502862151203
345,2,168012,0.267893340756982,0.193780642203085,0.167705534364281
346,2,168062,0.220107112977866,0.15886835236855,0.166783996942053
347,2,168518,0.168455102921085,0.158133620615748,0.287481564301829
348,2,168980,0.226405557895425,0.15785311334377,0.152377641260539
349,2,169651,0.20814410433787,0.157999682366458,0.188568921088506
350,2,169902,0.318297881091985,0.264198099675643,0.229099287197836
351,2,169960,0.170245656208001,0.24642997297248,0.490115085409364
352,2,170725,0.305984948150083,0.157831524055934,0.0533370110566829
353,2,171254,0.361899092708565,0.157754710834016,0.0223736469334872
354,2,172242,0.266097261805977,0.156407762783702,0.0897663620116005
355,2,173254,0.167874160677084,0.15558789345456,0.281339252474655
356,2,173340,0.19982612537159,0.155461995179467,0.199505797730923
357,2,173385,0.182601154862165,0.155665788527305,0.241573376291102
358,2,173973,0.192230513367043,0.155217711737383,0.216369474996353
359,2,174714,0.122336246637798,0.398798512124865,0.759205370215007
360,2,177341,0.237886724941706,0.154506619487947,0.124540621326244
361,2,180314,0.187978818391175,0.154753465366491,0.225292970107922
362,2,180339,0.189429366204714,0.155141068687157,0.222895748600571
363,2,182758,0.218576099046391,0.154473329564679,0.157956971859664
364,2,183619,0.160106700737432,0.15528715807582,0.303229675714665
365,2,183913,0.12705244866066,0.159316324842106,0.425705259085448
366,2,184146,0.169728985740686,0.160274896773344,0.290329918022474
367,2,187176,0.0606623632955825,0.156334156578154,0.69822762653736
368,2,191066,0.119878139252282,0.157407153790277,0.446819210206499
369,2,191124,0.722633362578637,0.195288102675241,0.000249658497101253
370,2,191128,-0.623239501895736,0.180198257371206,0.000609310121118975
371,2,191599,0.0776865837638068,0.15529856939528,0.617217679719027
372,2,191762,0.0978851608698701,0.161418858695888,0.544635789095781
373,2,191763,0.0542292162776831,0.155942179742518,0.728233650106503
374,2,191959,0.065929389397275,0.155548754986136,0.671933133744449
375,2,192390,0.10740168145317,0.159779525092476,0.50190452286363
376,2,195759,0.219329130717465,0.156489480733937,0.161925795565525
377,2,196912,0.173183661385103,0.154110659846214,0.261877753445795
378,2,197598,0.356024686391903,0.503835985602519,0.480263749875223
379,2,198110,0.173700164371507,0.155035858833721,0.263310542201043
380,2,198283,0.163870374476847,0.159958729666436,0.306322361132288
381,2,198805,0.1654377669423,0.155731497792574,0.288813501907914
382,2,198891,0.178069814607699,0.154474771753051,0.249795613602688
383,2,199248,0.15870025470715,0.154888549108613,0.306249172542658
384,2,201782,0.0981330584787318,0.154840009818023,0.52664092393542
385,2,203285,0.251951205805765,0.153743701129264,0.102151223845882
386,2,203783,0.185985494110656,0.153676624523643,0.226996829975427
387,2,204179,0.19561743613654,0.154016221028739,0.204882243674301
388,2,205406,0.10969325254734,0.155844441222554,0.481981656961432
389,2,205834,0.13353782744305,0.155043993408132,0.389663044114812
390,2,205965,0.00933332273036946,0.169591720246096,0.95614245460396
391,2,207192,0.129081447922109,0.154909409720419,0.405255608763241
392,2,207561,0.106231057010212,0.154272718659858,0.491531952693359
393,2,208682,0.0667574530971521,0.154075626483545,0.66507804644084
394,2,210102,0.0687685688180389,0.154471249880545,0.656457600171344
395,2,212519,0.155892610689218,0.328758581916888,0.635660679977455
396,2,214801,0.0730549295461205,0.154458319879934,0.636523308048197
397,2,215016,0.0410368628078293,0.154403648232144,0.790566488790833
398,2,218876,-0.113611050428732,0.155898323199406,0.466637214249451
399,2,227511,-0.13405241190728,0.156957723491434,0.393647074038811
400,2,230378,-0.0766104820417213,0.155086188590203,0.621622954905829
401,2,231943,-0.0743704397451014,0.155534215346791,0.632831402010024
402,2,232156,-0.112778782804989,0.15540491676253,0.468497888223224
403,2,232789,-0.0678790225939835,0.154927983550408,0.66155804274216
404,2,238524,-0.020750049157141,0.155184258965539,0.893706249586033
405,2,241518,-0.0908710429774032,0.156460702454518,0.561751598729345
406,2,250396,-0.202290028883377,0.15509506725705,0.192982120245702
407,2,250466,-0.207335391691827,0.155021148607034,0.181931937715829
408,2,252305,-0.149601860690567,0.155621810777533,0.337050917870609
409,2,254571,-0.0976839608977351,0.157928443490391,0.536622926564796
410,2,254742,-0.114561688891286,0.157753519689322,0.468193195109746
411,2,254908,-0.121532944551252,0.158945656099757,0.445008999838398
412,2,255033,-0.180853188114994,0.186199543799718,0.332070456128141
413,2,255862,-0.166654701207406,0.157869978358069,0.291852239174056
414,2,255975,-0.165581195339006,0.157301422444182,0.29322769775603
415,2,258311,-0.282432032258371,0.154215699417344,0.0678821232569178
416,2,259284,-0.206885693568499,0.155077892936977,0.183038969764003
417,2,266330,-0.136111606988905,0.155968660032189,0.383427672662699
418,2,267100,-0.127840005979929,0.155977094977469,0.412992895045415
419,2,268086,-0.107996534596898,0.156030975043637,0.489299383454067
420,2,274614,-0.0600885603208756,0.155155230437998,0.698782115417727
421,2,274729,-0.101446205279936,0.155943556946956,0.515772098460398
422,2,275746,-0.022362296907221,0.155964347489841,0.886071236791919
423,2,277029,-0.0220411631941374,0.155239664961009,0.887175602128721
424,2,277741,-0.0452077260833498,0.155286403986697,0.771126840334894
425,2,278218,-0.0647647190803864,0.15498620905823,0.676293255553225
426,2,278379,-0.0466542802546853,0.158841590724304,0.769147714680648
427,2,279910,-0.0827570819671654,0.154907492250206,0.593514893404719
428,2,280616,-0.0570496165873331,0.161714269940198,0.724463667509552
429,2,283431,-0.0752075583002441,0.157188832537086,0.632623603268616
430,2,283573,-0.0589893497181206,0.155321875230406,0.704331341798641
431,2,286762,-0.0933010485654965,0.155672079383729,0.549328311651952
432,2,287187,-0.134267207034311,0.15485973467313,0.386517472070585
433,2,288379,-0.0907010351001634,0.153773963539427,0.555679626610843
434,2,294941,0.017212567937077,0.153939029973711,0.911034287928253
435,2,296073,-0.00846896890051474,0.158201141300121,0.957337585115723
