SNP,Chr,Pos,Effect,SE,RET2_SNA3_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
68,1,84858,0.00595003200821759,0.0765646382455009,0.938100753656748
69,1,85751,-0.0263868421825397,0.0768671675271463,0.731593340271224
70,1,87445,-0.00224059094316137,0.0770424231867232,0.97681517941908
71,1,87467,-0.0226385699497026,0.0774364626491404,0.770190586987185
72,1,89070,-0.00939320782181585,0.0769595034236803,0.90292578090441
73,1,89616,-0.00364504204166615,0.0765468692995201,0.962047269316778
74,1,89679,-0.0129998557581866,0.0765536817121847,0.865254012258805
75,1,89880,-0.00528537598948678,0.0765756895123524,0.945011513592809
76,1,91472,0.00587299675840475,0.0771439814361018,0.939358538371652
77,1,93789,-0.0452793810529128,0.0763117656518469,0.553328714585509
78,1,94351,-0.084892285169178,0.0764172866707098,0.267365681198049
79,1,99148,-0.0895438650096589,0.0762009146763924,0.240745833365771
80,1,101281,0.929988090202846,0.833548853575353,0.265310710259824
81,1,106011,-0.0562818644601554,0.0795144192860519,0.479524364139551
82,1,106800,-0.0943545391977864,0.0762876787295937,0.216974113966029
83,1,107970,-0.0786216948704788,0.0761113468480721,0.302319231374306
84,1,109000,-0.0991655870997917,0.0761780036872956,0.193846802493896
85,1,112549,-0.120401956366853,0.076004508334445,0.114056775142068
86,1,112742,-0.0968827518697898,0.0763975292583749,0.205583748667193
87,1,113050,-0.101774003518674,0.0762503728907541,0.182823485668829
88,1,113135,-0.13191836863264,0.0759238693512102,0.0831696137598055
89,1,114076,-0.116565846370236,0.0759950057875973,0.12595935804065
90,1,114628,-0.0766204640730135,0.0763318705579633,0.316171861043869
91,1,116283,-0.0454334804053163,0.0768278392768975,0.554652763135098
92,1,126880,-0.975295381451581,1.44128943029624,0.499050559453181
93,1,127853,0.00242399614713967,0.0767226622044549,0.974813472357313
94,1,128302,0.0551072370298167,0.0763717653690248,0.471039263518511
95,1,128704,0.0224671444305158,0.0764947991727928,0.769153548862772
96,1,128911,0.0442434207857053,0.0764763663120078,0.563279246572669
97,1,130267,0.0304137224975752,0.0764592104199702,0.691034942529039
98,1,130271,0.0304084122449145,0.0765500041072529,0.691433561522573
99,1,130613,0.0588708396930539,0.0772190806877132,0.446338049072234
100,1,132012,-0.0240464100657226,0.0771079663001704,0.755335767432805
101,1,133231,-0.0115537659215663,0.0765688860610531,0.880145724488366
102,1,137074,-0.0484639569506636,0.0764189332104369,0.526369003529117
103,1,137304,-0.0623049442416897,0.0764171130276656,0.415434854490067
104,1,139686,-0.0395555235751376,0.0765606091596016,0.605719605477208
105,1,149562,-0.049941452137259,0.0767182423670995,0.515487867191637
106,1,150447,-0.0403044419173075,0.0775861159697062,0.603751562901833
107,1,151446,-0.0537878995158056,0.155900694748693,0.730289434803712
108,1,154084,-0.0198177428026167,0.0778484134067642,0.799204733794356
109,1,156633,-0.0388891523976896,0.0788958002959427,0.622377068929036
110,1,157269,-0.0475354179775019,0.0764006597887558,0.534221259009459
111,1,160054,-0.0271903842296939,0.0771552353262474,0.724740065340929
112,1,166222,-0.025145327096047,0.0765863533373509,0.742859500387247
113,1,166416,-0.0159186916524207,0.0764378449047463,0.83514866228
114,1,167326,-0.0384553993666611,0.0768496769065162,0.617106913314942
115,1,168836,-0.0744664783808922,0.0764098876622875,0.330442943224761
116,1,171200,-0.0330635415366093,0.0766069854337719,0.666295952376404
117,1,171431,-0.0718084498681282,0.0770108011258194,0.35174314880507
118,1,173339,-0.04985432543617,0.076459929968016,0.514804811211743
119,1,173845,-0.0448264785400654,0.0764052982827617,0.557784691687653
120,1,175121,-0.0386307304974698,0.076263264086008,0.612790750581183
121,1,175281,-0.0394003163487679,0.0763270189548261,0.606035096384424
122,1,175315,-0.0383637847794095,0.0763044699489295,0.615437793543005
123,1,175523,-0.0297203191005255,0.0767479773664188,0.698807735519048
124,1,175541,-0.0389911441083242,0.0764228148083784,0.610228164219567
125,1,175653,-0.0517022989440578,0.0766435175875816,0.500383239280313
126,1,175805,-0.0277886010670387,0.0810171557834577,0.731805257505346
127,1,175818,-0.0478250346425484,0.0791281364565786,0.545966088391719
128,1,175856,-0.0374424763248591,0.0779335337569013,0.631211341048091
129,1,175876,-0.0316738651378447,0.0767457638376198,0.680068493733153
130,1,175989,-0.0373079856571529,0.0769576846661602,0.628129043149488
131,1,176001,-0.0366767749364775,0.0773598078195961,0.635717199188545
132,1,176451,-0.036897977286558,0.0782900019904853,0.63771857038334
133,1,177692,-0.0281406704910155,0.0763170894842754,0.712547394993484
134,1,178191,-0.0325353843294032,0.0763879508097308,0.670423539247862
135,1,178224,-0.0281406704910155,0.0763170894842754,0.712547394993484
136,1,178960,-0.0404827401350021,0.0769112597783671,0.598971095981549
137,1,179139,0.00919278939244172,0.15249488949044,0.951964668583394
138,1,179139,0.100605818582642,0.307083760379825,0.743395580897695
139,1,180955,-0.0108387828308496,0.0883584494130487,0.902439556070805
140,1,183802,-0.157779883113545,0.0758781015935802,0.0383032742283007
141,1,183954,-0.125558207369151,0.0766062486844249,0.102102615917313
142,1,184450,-0.124291960355195,0.0759362886048034,0.102564959767038
143,1,184641,-0.131125650027131,0.0781309882673786,0.0941775274774268
144,1,184718,-0.16596510947083,0.0761463331179295,0.0299509177583242
145,1,185296,-0.145448530375769,0.0759382085970064,0.05625514615538
146,1,185438,-0.132845843520714,0.0760072187811199,0.0813671457560026
147,1,185469,-0.13432161592815,0.0761105238515666,0.078458171889484
148,1,185503,-0.143432065020282,0.0758647013687253,0.0594925460298901
149,1,185705,-0.141375259338856,0.0767319465703475,0.066246886799707
150,1,185749,-0.145053706017027,0.0767124949612674,0.059459749812429
151,1,185806,-0.179017686963597,0.0766127386611879,0.0200158524121697
152,1,185879,-0.153840308203743,0.0771426822255986,0.0468956575364979
153,1,185916,-0.12189749895729,0.0772688288443381,0.115558588403311
154,1,185941,-0.128815020468447,0.077576131305201,0.0977022289967768
155,1,185954,-0.137424374370089,0.0777627145683331,0.0780541868975408
156,1,186055,-0.127124826784005,0.0762474901679636,0.0963484600602494
157,1,186896,-0.179551049288597,0.0772129275828461,0.0206167057381476
158,1,187697,-0.403723986362044,0.157208463569545,0.0106371375903628
159,1,189392,-0.169826039722798,0.159245787222175,0.286953723912321
160,1,189416,-0.201602767013824,0.153915653654919,0.19110638361097
161,1,190132,-0.0223809596154825,0.0766349569869599,0.770422745052587
162,1,190148,-0.02364003370722,0.0766570045995605,0.757969675895641
163,1,190165,-0.0374866071772758,0.0772306917427619,0.627704489194485
164,1,190169,-0.0213564663105027,0.0771517466872547,0.782087106800736
165,1,190933,-0.0960753779806144,0.0763633776609784,0.209174772898648
166,1,192149,-0.0302474484626285,0.0771433229363995,0.695225238821445
167,1,192302,0.00347282535818838,0.101880349638187,0.97282680725827
168,1,192303,-0.0448800974475692,0.0919554357621316,0.625807832503261
169,1,192305,-0.019234833362427,0.0955847102497795,0.8406320022568
170,1,192315,-0.110784202185576,0.108278181103583,0.306940271846901
171,1,192795,-0.0501665233535056,0.0763428315307636,0.511530933476419
172,1,194020,-0.0747738213786686,0.0803627029333068,0.352771789497054
173,1,194187,-0.0371749639912272,0.076427189609179,0.626978201622305
174,1,194867,-0.0737230328796277,0.076310374874685,0.334658294500072
175,1,197325,-0.0399390859783235,0.0782468696837273,0.610073419297031
176,1,197392,-0.0446439894680409,0.0792462729618494,0.573549075804048
177,1,198857,-0.38085281875393,0.365830474966206,0.298558486800061
178,1,206666,-0.0172996449107807,0.0859313406825402,0.84056479749127
179,1,206675,-0.0105432767664677,0.111880096170827,0.92497413237662
180,1,223051,0.0323644539147376,0.0885333121263809,0.71491055643375
181,1,223059,-0.0312479662894649,0.0919346463871732,0.734139065144208
182,2,7366,-0.182127560526462,0.11039955307309,0.099891188152041
183,2,8180,0.068520039641804,0.152538361786324,0.653563955407118
184,2,8187,0.0542180041815357,0.158643973309469,0.732735635418614
185,2,8250,0.0515935699552195,0.156298578678699,0.741523069196742
186,2,8253,0.0457028696714143,0.156303772618709,0.770154318975547
187,2,8285,0.00676561905559231,0.0847503091820942,0.936417683104926
188,2,8302,0.0517431093568179,0.0792845943930678,0.514422827580744
189,2,8306,0.0517431093568179,0.0792845943930678,0.514422827580744
190,2,8314,0.0675713194488081,0.0776216806403098,0.384607225290167
191,2,8317,0.0503487990121021,0.0794319094509478,0.526581964545722
192,2,8328,0.027262747502417,0.0791082260189778,0.73058082131037
193,2,8331,0.0272428339064951,0.0789594736602451,0.730282570333992
194,2,8498,0.0272052945574286,0.0775776397789483,0.726034053537595
195,2,8651,0.0180332403330923,0.0776578696929505,0.816506411925191
196,2,9418,-0.0882729429865048,0.197463437802595,0.655124398766984
197,2,9812,-0.00367348296913939,0.0781250184887948,0.962523422432975
198,2,9932,0.00143791531813808,0.0778173106009155,0.985267895283527
199,2,10135,-0.0065059969335719,0.0775185623531937,0.933161056937305
200,2,11616,0.00154486641540208,0.0774370121411901,0.984094550648189
201,2,12133,0.00198984279802872,0.0777448305076944,0.979595207352436
202,2,12194,0.00246500439117514,0.0780454240086005,0.974821472087884
203,2,12359,-0.00144229419745168,0.0778173103716401,0.985223036748298
204,2,13061,-0.00200914094218541,0.0778115480002858,0.979415020245523
205,2,14298,-0.000989845977435788,0.0780570749069021,0.989889417780542
206,2,15222,0.00460823183647907,0.0788178802108587,0.953409863374695
207,2,17986,-0.00159326220320977,0.0774370093641627,0.98359635197826
208,2,19770,0.00210319667097747,0.077972369766331,0.978496020882671
209,2,19836,-0.000697579768336176,0.0777582238205998,0.992847231147716
210,2,19851,-0.00221989348163798,0.0779858080654404,0.977307087704857
211,2,21595,-0.0273285752851118,0.0776501786224808,0.725089676561231
212,2,22385,-0.0436118437960276,0.0777026251221659,0.574972318416375
213,2,23441,-0.0329941018223348,0.0784726683720122,0.674410081019648
214,2,24209,-0.0197020113661497,0.0778389378072779,0.800328585486978
215,2,24341,-0.019310638290029,0.0780233617461342,0.804666608323187
216,2,26815,-0.013774977342734,0.077933175632664,0.859803222445794
217,2,28209,-0.0035613602278472,0.0779626186307473,0.963590851029212
218,2,28695,-0.0443923421745049,0.0814148960508217,0.585918583263177
219,2,35849,-0.426463646227726,0.834708664256661,0.609731238568969
220,2,35850,-0.447311580744864,1.02096409928855,0.661562455928115
221,2,41245,-0.0575260652727621,0.0776034234082264,0.459014976261745
222,2,43214,-0.0697830936217099,0.078835502788619,0.376665640029741
223,2,47104,-0.0439132162999459,0.0766871614727365,0.567261126283451
224,2,50915,-0.0207779856719813,0.0774686996241805,0.788693290961701
225,2,55834,-0.056881485105754,0.0770591381988473,0.460911515079091
226,2,56422,-0.0238973090031669,0.0772459890167901,0.757225396933649
227,2,57715,-0.023730736828382,0.0769914294632483,0.758092402081902
228,2,59046,-0.0410755467987939,0.0773604330221591,0.595778147272094
229,2,59191,-0.0431046815474048,0.0769139938134425,0.575543697451796
230,2,59383,-0.0480372541355828,0.0769278865549045,0.532738580362233
231,2,59477,-0.0517779577322739,0.0780798636025299,0.507673059540993
232,2,59755,0.114147314069321,0.175436739469051,0.515697919337254
233,2,60471,-0.0412378833378058,0.0770427716476154,0.592807387836525
234,2,60478,-0.0398397205862994,0.0771328398513847,0.605823142097968
235,2,60786,-0.0434882166723648,0.0770003244237801,0.572582365147473
236,2,61035,-0.0343944653081564,0.0770077942251677,0.655411660615318
237,2,61071,-0.0450391799673152,0.07664263339489,0.557141763491991
238,2,61675,-0.0625855068552359,0.0768286895552082,0.415844143204644
239,2,62776,-0.0752016192244422,0.0801657769176395,0.348846559012523
240,2,62939,-0.0584423232821134,0.0767048983040896,0.446621734634223
241,2,63527,-0.0582722296368504,0.0769936617589428,0.449647870527152
242,2,63857,-0.0628087484203275,0.0770014977640533,0.415231975505283
243,2,65527,-0.0864726428671365,0.0766819319279316,0.260221192232692
244,2,67007,-0.0910504494477202,0.0844391936838579,0.281637932798185
245,2,67023,-0.344956926444848,0.173936224698665,0.0481154068015329
246,2,67024,-0.292373095664567,0.174850799006096,0.0953849601417012
247,2,67976,-0.0737752545195356,0.0778274035343487,0.343811445387448
248,2,69628,-0.0495409078366638,0.0791734652418715,0.531898916238285
249,2,71825,-0.0688587892561738,0.153141320112508,0.653244471752542
250,2,72389,0.121020300326169,0.0771775081471506,0.117759023536839
251,2,72392,0.0423043969888488,0.0779399327308496,0.587622398173386
252,2,73646,0.039499506230503,0.0763449226296945,0.605213409108544
253,2,74564,0.0523015861368605,0.0761730542379297,0.492775945162062
254,2,74739,0.0816415220296712,0.0763509797305112,0.285668568219481
255,2,79931,0.134480495598887,0.0858994526117568,0.118348325776941
256,2,80748,0.0741073731975715,0.0794362455231912,0.351500805568218
257,2,80873,0.0959103552144874,0.0764868266171313,0.210691369614689
258,2,81501,0.0970631823951017,0.0764699058954549,0.205170624255342
259,2,83526,0.0778893602044178,0.0764129446955449,0.308748424193808
260,2,83845,0.0882973405831997,0.0764537410694891,0.248907667393465
261,2,84412,0.153814828186098,0.192861695338988,0.425673889659109
262,2,84412,0.064143351311182,0.0966021997181912,0.507127134279149
263,2,84447,0.0923256159193072,0.0774202230110596,0.233856119898378
264,2,87391,0.15300982217796,0.0758237172462942,0.044350715118874
265,2,87562,0.152167023228773,0.0760226013800671,0.0460924194660854
266,2,87849,0.144466052717705,0.076057873372299,0.0583238315154817
267,2,87878,0.139808814396919,0.0764125824635145,0.0681445120613917
268,2,88125,0.0979444802907101,0.0852143058137126,0.251173307940846
269,2,89785,0.15956536628245,0.0763114769836111,0.0372449423498383
270,2,93441,0.139479602407477,0.0787254985297131,0.0773035623327853
271,2,93588,0.135845953836677,0.0815313058096454,0.0965643238903335
272,2,93721,0.134315671064201,0.076216208811829,0.078884377875617
273,2,93952,0.119591108771903,0.0760659306610635,0.116799248330141
274,2,95085,0.141901396514283,0.0760642752562423,0.0629342509129398
275,2,103188,0.140257690394469,0.0779371743888713,0.0727736734223858
276,2,107124,0.121190243710768,0.0762038371333512,0.112652636487874
277,2,111645,0.183296085988161,0.0759009055129373,0.0162454986620346
278,2,111916,0.178519217880886,0.0761149362855494,0.0195602810444683
279,2,111931,0.189704267265054,0.0761565730169014,0.0131980432554748
280,2,111999,0.18834172700992,0.0758878901316603,0.013535142380549
281,2,114528,0.181002819055983,0.076382472551722,0.018340167121771
282,2,116024,0.183768135331642,0.0765483134748301,0.0168815105483869
283,2,119244,0.0671357321577721,0.0840306426397996,0.424860417748394
284,2,119246,0.102379986045106,0.0848289225162935,0.228278974596858
285,2,119247,0.0476128816584005,0.085580000804862,0.578320532265618
286,2,120090,0.0861635981760022,0.0767289570642178,0.262217381402814
287,2,120291,0.0796404320777071,0.0776292611489411,0.305637726598131
288,2,120726,0.0876055788497241,0.077154954534694,0.256957235526765
289,2,121716,0.098852392447631,0.0770284553750367,0.200220764739287
290,2,123100,0.0655677604338855,0.077235635746714,0.396494760392914
291,2,124677,0.0245129971357445,0.0771969095730184,0.751022711018393
292,2,127636,-0.112971859310082,0.0974654951915268,0.247200552328232
293,2,127887,0.0526700095599899,0.0776867254268575,0.498228824120308
294,2,128935,0.0464244602929129,0.0776244838725199,0.550180297727153
295,2,129053,0.0647675615325083,0.0778238987508399,0.405840494003576
296,2,130040,0.0796805782303105,0.07826084940744,0.309308249661054
297,2,130976,0.0367506229786827,0.0777126755856019,0.636574051496516
298,2,132199,0.033305468823887,0.0780774667928557,0.669952910124469
299,2,133355,0.0417520913594422,0.0785944733322486,0.595590424490654
300,2,133435,0.0352878974770874,0.0787734014812655,0.654451693720256
301,2,133943,0.0523935336555847,0.0922103336326364,0.570263200902456
302,2,135183,0.0219247446565896,0.0788307937006167,0.781079918027031
303,2,135402,0.0408958550414362,0.0787974630460145,0.604086207866466
304,2,135898,0.0624232200527921,0.0791758933452949,0.430984921893929
305,2,135912,0.0589815257541064,0.0792419481481843,0.457176883801432
306,2,135925,0.0616886580231018,0.0788765570744691,0.434685279613547
307,2,136002,0.0343701318168277,0.0788645822159879,0.663239512692831
308,2,136173,0.0429542483350458,0.0794109979301812,0.588910383048852
309,2,138209,0.0486273203825531,0.0817326615857018,0.552254198967525
310,2,138318,0.0711461830590712,0.0814532981381381,0.383006293853127
311,2,138695,0.0586346227619114,0.0800829183113291,0.464548260509301
312,2,138818,0.054828459775194,0.0799434871702565,0.49326404276466
313,2,139728,0.0414720683902292,0.0798228031161841,0.603701726509599
314,2,140174,0.0429399290182477,0.0798206044288932,0.590946806014638
315,2,140863,0.0367120649308608,0.079797097319898,0.645750891582013
316,2,141152,0.0512635704948838,0.0799993479555457,0.522068498399314
317,2,141292,0.0552892749150502,0.0794158188505489,0.486761866060309
318,2,141545,0.0636075816955628,0.0797856483352345,0.425852867180103
319,2,145823,0.155965122115012,0.082485376174221,0.0594668602986525
320,2,145934,0.0291094155655145,0.136587542715138,0.831357085064986
321,2,145980,0.101510071961487,0.0834919110318852,0.224870786185223
322,2,146723,0.110722031271466,0.0794952705377062,0.164552971045269
323,2,147946,0.125222143217223,0.0801670326676527,0.119180376252362
324,2,150394,0.0989860089275632,0.0874721479632908,0.258558653530639
325,2,151274,-0.0833591937993425,0.137200774477912,0.543862769954161
326,2,151397,0.105289033171593,0.0804497718687324,0.191468776101684
327,2,153035,0.116396662815794,0.0795258737034232,0.144184231350022
328,2,153228,0.0984717215221687,0.0801777494341401,0.220202270822628
329,2,153455,0.0932303447122549,0.0808030964412249,0.249364112678421
330,2,153732,0.107234872062467,0.0835049517325044,0.199923324801415
331,2,153815,0.0959175818928855,0.0804829636084155,0.234150103464397
332,2,154160,0.102336853451322,0.0796136268628663,0.199488635861074
333,2,154235,0.114900465408373,0.0803642423762611,0.153674320935741
334,2,155527,0.113155218371116,0.0872708237969366,0.195616306811342
335,2,159870,0.0543471145248209,0.0785077079256647,0.489234216560881
336,2,161229,0.0728976174217357,0.0796723961525313,0.360833499096752
337,2,161451,-0.0505245129473995,0.170781546186204,0.767523990630591
338,2,161451,0.310924960165005,0.170549402569645,0.0691371551733426
339,2,162696,0.097978872126705,0.0792522075713654,0.217171999453389
340,2,163284,0.065292224563601,0.0782940377460288,0.404880941854254
341,2,164166,0.0858182701537087,0.0789668077672384,0.277882715862793
342,2,165270,0.0781830844293574,0.0783231391176235,0.318860407091759
343,2,165675,0.0607180200536632,0.0796643059649475,0.446465429892292
344,2,166404,-0.400585036255073,0.20553410447569,0.052087765599456
345,2,168012,0.0424660143645186,0.0963494267667846,0.659663754745649
346,2,168062,0.0582365935235585,0.0789525703249087,0.461238511281035
347,2,168518,0.0315830830910779,0.0785429921369436,0.687844933761909
348,2,168980,0.0463021674209376,0.078485000341698,0.555602103334035
349,2,169651,0.0801278579494433,0.0784451340570702,0.307740337649171
350,2,169902,0.250531440199547,0.130633821169648,0.0559411398659386
351,2,169960,-0.000281680668557271,0.122313005879499,0.998163814698639
352,2,170725,0.0814620427323107,0.0785812980898481,0.300604212051271
353,2,171254,0.11923547450464,0.0785723060739528,0.130029099006242
354,2,172242,0.010850161574381,0.0778942384061756,0.889297656299685
355,2,173254,-0.0187116269183965,0.0772930472574555,0.80885348165828
356,2,173340,-0.0124766296943404,0.0772872557488324,0.871845584950823
357,2,173385,-0.0139912918070058,0.0773577047925159,0.856577433045837
358,2,173973,0.00679242617820086,0.07715493041766,0.929897832460741
359,2,174714,-0.11972514240333,0.197729611774715,0.545236372790836
360,2,177341,0.0477892271581501,0.0768508053519736,0.534445727758978
361,2,180314,0.0339985090479963,0.0768973976072421,0.658667177538657
362,2,180339,0.0320983743455696,0.0770940862265081,0.677404554356908
363,2,182758,-0.0117776131865995,0.0768339068800839,0.878259804285122
364,2,183619,-0.032391271937296,0.0771197674516347,0.674731798516347
365,2,183913,-0.0502976616166637,0.0790474665739951,0.524995245622213
366,2,184146,-0.01638279213187,0.0796184919343106,0.837092182159091
367,2,187176,-0.0701124990355891,0.0774691723171195,0.366062841305018
368,2,191066,-0.0354498590906176,0.0781160062975383,0.650244140749296
369,2,191124,-0.00366104600608175,0.0987243656441965,0.970439381918796
370,2,191128,0.0180963775135448,0.0908758460032963,0.842273376256548
371,2,191599,-0.0675073185916729,0.0769722894364375,0.381064616335939
372,2,191762,-0.0795972398762044,0.0799940845782568,0.320398839314487
373,2,191763,-0.0796256782746376,0.0772451163305066,0.303331787815253
374,2,191959,-0.0847766935105572,0.0770405052131691,0.271900238348137
375,2,192390,-0.0644197330048438,0.0792279293470053,0.416712372941448
376,2,195759,-0.0011526470399208,0.0778351487124164,0.988193065623703
377,2,196912,-0.00843578944060808,0.0765748899254055,0.912341984668193
378,2,197598,0.371435158514767,0.249299024066894,0.137138668564193
379,2,198110,-0.0307591506570262,0.0770177076864026,0.689856481950194
380,2,198283,-0.0166371266139602,0.0794531900821849,0.834260430768153
381,2,198805,-0.0241832464091126,0.0773562091482467,0.754752525043533
382,2,198891,-0.00666188797623141,0.0767634585213484,0.93089191462076
383,2,199248,-0.0229383662531813,0.0769299031559707,0.765747086570616
384,2,201782,-0.0531164436450522,0.0767930203308992,0.489590951666646
385,2,203285,-0.00964249389321498,0.0765453946694654,0.89982665778699
386,2,203783,-0.0293542309338286,0.0763663073475162,0.700922941332959
387,2,204179,-0.0109456335945073,0.0765648953411699,0.88640420272493
388,2,205406,-0.0227338410628032,0.0773443228479806,0.768983901558999
389,2,205834,-0.0164142032728603,0.0769783411211729,0.831269532322709
390,2,205965,-0.055976879778406,0.0840658586583714,0.505929486185425
391,2,207192,-0.0407647900863165,0.0768807021891124,0.596282818793744
392,2,207561,-0.0276935567024075,0.0765571672349998,0.717765037739956
393,2,208682,-0.0354651477928907,0.076419231137846,0.642871702810566
394,2,210102,-0.0540896200546001,0.0765858682551259,0.480491647601495
395,2,212519,0.0636477589210553,0.163082519704914,0.696565302908462
396,2,214801,-0.0514298448707096,0.0765874091359522,0.502329624484341
397,2,215016,-0.0691971892213055,0.0765039839294722,0.366351805958735
398,2,218876,-0.0816561389044296,0.0772622925576374,0.291294007373921
399,2,227511,-0.0875516929457365,0.0777927065708467,0.261163593337947
400,2,230378,-0.0743188352527703,0.0768483136669838,0.334163742031583
401,2,231943,-0.0767778598637139,0.0770623956035279,0.319783103867515
402,2,232156,-0.092375540830973,0.0769821879940162,0.230959618897677
403,2,232789,-0.0665652962871435,0.0767841927008079,0.386577983338667
404,2,238524,-0.0358082973220064,0.0769504596553175,0.641973353289919
405,2,241518,-0.0472384318676448,0.0776015814032829,0.543094753111958
406,2,250396,-0.0780488414027418,0.0770010397686232,0.311464251460351
407,2,250466,-0.0829871639589846,0.0769591323649645,0.281623836509027
408,2,252305,-0.0262246910201787,0.0772775040109813,0.734542325747119
409,2,254571,-0.000616334623461556,0.078375667742546,0.993730061071368
410,2,254742,0.00579498316389593,0.0783042943469315,0.941047574130296
411,2,254908,-0.0116822262516374,0.0789005883573092,0.882377902883348
412,2,255033,0.0699857882948234,0.0924041128855227,0.449322562405665
413,2,255862,-0.0156848013469404,0.0784232970276891,0.84159433259566
414,2,255975,0.00378579762750664,0.0781443293407487,0.961388019694926
415,2,258311,-0.0589386263924726,0.0767901875201763,0.443280667664163
416,2,259284,-0.0135638322251714,0.0771096340366631,0.860470846786799
417,2,266330,0.029194916584963,0.0774289914093369,0.706359986919893
418,2,267100,0.0407257917548414,0.0774085940313925,0.599138957098351
