SNP,Chr,Pos,Effect,SE,ERG11_HYR1_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
127,1,175818,-0.171813407676947,0.059999394767105,0.00443905477413144
128,1,175856,-0.133668392598387,0.0593396635844109,0.024898232749001
129,1,175876,-0.122625886433065,0.0584856816362592,0.036732949207943
130,1,175989,-0.125188519679607,0.0586392881983686,0.0334580582882587
131,1,176001,-0.130497321672483,0.0589161489733516,0.0274002908152951
132,1,176451,-0.121281005641141,0.0596892216442176,0.0429148323022156
133,1,177692,-0.0859429256134602,0.0583381151079433,0.141591849613012
134,1,178191,-0.0783842003057822,0.0584265159066671,0.180592647465029
135,1,178224,-0.0859429256134602,0.0583381151079433,0.141591849613012
136,1,178960,-0.0881021027873699,0.0587978536738517,0.13492570454301
137,1,179139,-0.17890610688281,0.11651718932704,0.12556955803406
138,1,179139,-0.293560172638853,0.234932136889531,0.212290712567842
139,1,180955,-0.137086594105377,0.0673443442432759,0.0425362651730769
140,1,183802,-0.0611160619118514,0.0584340732273468,0.296323916614401
141,1,183954,-0.0866626207667508,0.0587698858589268,0.141208886714575
142,1,184450,-0.0571957613539447,0.0583551195484259,0.327691865562894
143,1,184641,-0.0444490096920809,0.0600884031265804,0.459957357371097
144,1,184718,-0.0590492220376444,0.0586823770056615,0.314983919030203
145,1,185296,-0.0285446502695756,0.0584974487337116,0.625878267595228
146,1,185438,-0.0178801092417742,0.0585121988391086,0.760105199041758
147,1,185469,-0.0213003168419723,0.0585934267089495,0.71642854904319
148,1,185503,-0.0365973164076222,0.0584203538839131,0.531425991916584
149,1,185705,-0.0335305851963418,0.059079160544422,0.570698950526996
150,1,185749,-0.0558939944717891,0.0590311946841124,0.34436026148625
151,1,185806,-0.0152493176308654,0.059179467055568,0.796804650876221
152,1,185879,-0.0329971304865745,0.0594450837726983,0.579187440360436
153,1,185916,-0.0278051550027534,0.0594255487981633,0.640145559353322
154,1,185941,-0.0502282873437576,0.0596430357282275,0.400275076051178
155,1,185954,-0.0471483527058415,0.0598246700559065,0.431161934189205
156,1,186055,-0.0265473395651648,0.0586652361879761,0.651170585968725
157,1,186896,-0.018281722771539,0.0596363880910988,0.759364253224062
158,1,187697,0.0255319173121226,0.121631549299606,0.833857484230574
159,1,189392,0.0523494362855282,0.122245133610691,0.668742440874057
160,1,189416,0.165270435681742,0.117953057779219,0.162046450157727
161,1,190132,-0.00164134105070775,0.0587566227467264,0.97773012115453
162,1,190148,-0.00608730303374889,0.0587735153655438,0.917567656404232
163,1,190165,0.0043995310815628,0.059225581950128,0.940826243278643
164,1,190169,-0.00771447098776592,0.0591507637858832,0.896308053840853
165,1,190933,-0.114881896850204,0.0583530175618236,0.049764975554874
166,1,192149,-0.0594735784520161,0.0590674302545411,0.314684037331346
167,1,192302,0.144804393976539,0.0777220450558036,0.0632776981497331
168,1,192303,0.0873281566980615,0.0703649503650453,0.21540228541721
169,1,192305,0.109270788755207,0.0730498271771873,0.135589060208616
170,1,192315,0.105880323228499,0.0829395508289324,0.202583987789608
171,1,192795,-0.0702958431894741,0.0584417846435921,0.229846189243803
172,1,194020,-0.0174012494943978,0.0616758877864471,0.77800132525453
173,1,194187,-0.0727181000126067,0.0584820111370334,0.214535761402517
174,1,194867,-0.0545003694598201,0.0585061818928037,0.352215186841396
175,1,197325,-0.0948625664402422,0.0597946512201903,0.113527508292328
176,1,197392,-0.106717106784661,0.060512782779582,0.0786734134567167
177,1,198857,-0.232421529702727,0.280609187366868,0.408074509252593
178,1,206666,0.0185470007545736,0.0658727333153065,0.778447360864586
179,1,206675,0.110025822764862,0.0855700102197359,0.199356075378656
180,1,223051,0.0822212575753465,0.0677427023711251,0.225662806343854
181,1,223059,0.0479419380247426,0.0704439106992203,0.496590418794053
182,2,7366,0.163325310023052,0.0845138089242677,0.0540940882076097
183,2,8180,-0.235570456177843,0.11629785801627,0.0435599238311482
184,2,8187,-0.0461163247765755,0.121614373236018,0.704766403487974
185,2,8250,-0.0994320648608439,0.119722583746427,0.406805890628787
186,2,8253,-0.0856487097847821,0.11975276107143,0.474950311515062
187,2,8285,-0.0104268142671139,0.0649691664482763,0.872587956505552
188,2,8302,-0.0347672641102695,0.060789344014641,0.567733251237265
189,2,8306,-0.0347672641102695,0.060789344014641,0.567733251237265
190,2,8314,-0.0539553470405768,0.0595006060544832,0.365129388223475
191,2,8317,-0.0391350662206934,0.0608928086603459,0.520843894040782
192,2,8328,-0.0274454599999418,0.0606382472728666,0.651107833389356
193,2,8331,-0.0348183065340568,0.0605134382344467,0.565399960888562
194,2,8498,-0.0012839976844928,0.059482585890045,0.982790309252219
195,2,8651,-0.00837998387547249,0.0595366482435591,0.888145064985573
196,2,9418,0.00213352187706534,0.151421447944093,0.988766171661283
197,2,9812,-0.0179129365628299,0.0598844942777942,0.765020862291553
198,2,9932,-0.0120210965191236,0.059652599630524,0.840409315173053
199,2,10135,0.00786991288152712,0.0594260934238922,0.894718106461998
200,2,11616,-0.0270578765046841,0.0593470214106861,0.64872322058234
201,2,12133,-0.00389632181510025,0.0596001320507066,0.947912927297743
202,2,12194,-0.0141399256705136,0.0598262284095758,0.813298216471749
203,2,12359,-0.0080577349720736,0.0596544891926373,0.892630822840452
204,2,13061,-0.0192475791138856,0.0596428431173282,0.747102924555323
205,2,14298,-0.00505877596719401,0.0598392169914111,0.932675442675857
206,2,15222,-0.0336886422825987,0.0603967367544902,0.577341953305355
207,2,17986,-0.0208338995120622,0.0593541351716112,0.725790181340174
208,2,19770,-0.033355923635073,0.0597485639230023,0.577012878209987
209,2,19836,-0.0179378586523331,0.0596030657620993,0.763625765021288
210,2,19851,-0.0144772096979052,0.0597802776270293,0.80878622315491
211,2,21595,-0.00030723349122995,0.0595383166699309,0.995885637439901
212,2,22385,-0.00846416593433004,0.0595929529652318,0.887134966401538
213,2,23441,0.0128152154428594,0.0601696054720067,0.831461711057303
214,2,24209,0.0131319528145707,0.0596739033289518,0.82595015088585
215,2,24341,0.0296691450903273,0.0597983066712221,0.62009482835921
216,2,26815,0.00812512559954352,0.0597459046082017,0.891903001045118
217,2,28209,-0.0318054106738108,0.0597435957467137,0.594808011017752
218,2,28695,-0.0173257353326867,0.0624334370685051,0.781553039328559
219,2,35849,-0.715667218102131,0.63900333411923,0.263486205478638
220,2,35850,-0.454920194229876,0.782525766902181,0.561376603444198
221,2,41245,0.0187891207650332,0.0595299196312506,0.752473806448976
222,2,43214,0.0152320945026948,0.0604981689926974,0.801359352773644
223,2,47104,0.0307312426910056,0.0587941623457521,0.60151644524518
224,2,50915,0.0146587987342848,0.0593896775991258,0.805187901477606
225,2,55834,-0.0146452108637554,0.0591152105669007,0.804479507863331
226,2,56422,-0.00406350073776692,0.0592256499628598,0.945338517521306
227,2,57715,0.0127293576431312,0.0590269219177455,0.829382461901547
228,2,59046,0.0131522904992976,0.0593252997296679,0.824677310915773
229,2,59191,0.00152692072199442,0.0589896740664392,0.979364055640318
230,2,59383,-0.00461774417247279,0.0590062064110546,0.937666675327388
231,2,59477,-0.0228308709425531,0.0598822236820483,0.703237540058372
232,2,59755,0.0147000318507039,0.134570973868588,0.913077158834496
233,2,60471,-0.0244196694055954,0.0590718943036528,0.679572668275164
234,2,60478,-0.0204780354591349,0.0591435735572745,0.729366545171793
235,2,60786,-0.02236110832573,0.0590443573575799,0.705125619487717
236,2,61035,-0.0216389908385218,0.0590408595974611,0.714205072286876
237,2,61071,-0.0249897762191816,0.0587691590259476,0.670935964919544
238,2,61675,-0.0153024873862107,0.0589478169143979,0.795328455247445
239,2,62776,-0.00350873746716387,0.0615326446577213,0.954559635015474
240,2,62939,-0.0206816457326543,0.0588412444220509,0.72543637997358
241,2,63527,-0.0249193496956804,0.0590575582165525,0.673318207190426
242,2,63857,-0.0479638909430121,0.0590310163666332,0.417040838958148
243,2,65527,-0.0648632141579851,0.058790115243285,0.270647880209821
244,2,67007,-0.0262836099706832,0.0648238721030195,0.685383653342264
245,2,67023,-0.217265464031289,0.133583531314861,0.104748618438499
246,2,67024,-0.203131194227143,0.134138245277392,0.130833935063744
247,2,67976,-0.0179240997826925,0.0597320117046014,0.764296367902119
248,2,69628,-0.0598197905033998,0.0606457841051434,0.324622256016516
249,2,71825,-0.0494986424407695,0.117404658761692,0.673568413466781
250,2,72389,-0.0814009614519894,0.059212932444658,0.170091523454804
251,2,72392,-0.0695830971580106,0.0596600923054625,0.244270163103152
252,2,73646,-0.000822107862949194,0.0585494160636722,0.988804991932126
253,2,74564,0.0298254475751525,0.0584129033694019,0.60995249371336
254,2,74739,0.0293278938882091,0.0586058219803235,0.61708678882687
255,2,79931,0.0719935049962458,0.0659689270183365,0.275874443253686
256,2,80748,0.0415721983370141,0.0609319673887474,0.495514177811562
257,2,80873,0.0446630039771871,0.0587183793676587,0.447385417624657
258,2,81501,0.0606942294165863,0.0586678164249266,0.30159178037248
259,2,83526,0.064312612287812,0.058565591962663,0.272896335310173
260,2,83845,0.0789073016698877,0.0585709141857177,0.178776857574926
261,2,84412,0.303241345076995,0.147101239399037,0.0399922502404701
262,2,84412,0.0909655124653793,0.0739446982290693,0.219447752227147
263,2,84447,0.0801164639614009,0.0593179508737068,0.177679917779466
264,2,87391,0.0743161384536448,0.0583280358540815,0.203463795783743
265,2,87562,0.0752352365539768,0.0584729904828646,0.1990537118303
266,2,87849,0.0578905098597316,0.0585233383641662,0.323249329346192
267,2,87878,0.0602207270704352,0.058768883463943,0.306204419776577
268,2,88125,0.0123289060228702,0.0654454956678262,0.850683631352389
269,2,89785,0.0555175650525081,0.0587885697508122,0.345631698277385
270,2,93441,0.0452402682948777,0.0605721345718547,0.455631646235361
271,2,93588,0.0497664329085439,0.0626925748737608,0.427835249312534
272,2,93721,0.0593355005826526,0.0585999982228479,0.311968084716822
273,2,93952,0.0727618228817402,0.0583888837609663,0.213532461023666
274,2,95085,0.0382863672617019,0.0585634015203508,0.51369253963038
275,2,103188,0.00901771410957893,0.0600194294991664,0.88065588780883
276,2,107124,0.063245372697969,0.0585312778786519,0.280639564269053
277,2,111645,0.0763871523506219,0.0585244893759027,0.192669114886021
278,2,111916,0.0695129324482964,0.0586873159519909,0.237026863071452
279,2,111931,0.0704485900668452,0.0587742553101551,0.23147587263147
280,2,111999,0.0834697897148935,0.0585138385414201,0.154608874867378
281,2,114528,0.0756296820486231,0.0588825097648503,0.199838447110234
282,2,116024,0.0815836524229235,0.0590007034222686,0.167613384621342
283,2,119244,-0.00632749652323,0.0644765792814362,0.921879718603257
284,2,119246,-0.0171857021176738,0.0651588295200411,0.792125745160487
285,2,119247,0.0890307293591663,0.0654644848249797,0.174702534502886
286,2,120090,0.0900477680768132,0.05873139340271,0.126118961609503
287,2,120291,0.0684002245580573,0.0594892002717498,0.25100780017631
288,2,120726,0.0785238492187574,0.0591085701555131,0.184881700289813
289,2,121716,0.0408027838873862,0.0591489892068991,0.490753953132069
290,2,123100,0.0607038298272923,0.0591823638625582,0.305731547645531
291,2,124677,0.00911854971957248,0.0591868542431441,0.877647497441059
292,2,127636,0.0419427852050326,0.0748273762418379,0.575475418124348
293,2,127887,0.0138091223902761,0.0595901232729151,0.816878052069148
294,2,128935,0.000748277286824833,0.0595383055949406,0.98997955255727
295,2,129053,-0.0242697127542039,0.0597055814082284,0.684629040932599
296,2,130040,0.0091704979542347,0.0600820701997847,0.878775018008442
297,2,130976,0.00998675919831711,0.0595922852290871,0.867005921362952
298,2,132199,-0.040229284661522,0.0598325663754884,0.501791622527612
299,2,133355,-0.0182851381420337,0.0602680097248337,0.761766004210888
300,2,133435,-0.0310301886727023,0.0603835371056019,0.607653976647573
301,2,133943,0.0259508542673214,0.0707087541632146,0.71383110475898
302,2,135183,-0.0158371249639079,0.0604336971305116,0.793429692028335
303,2,135402,-0.012497230976251,0.0604267846180485,0.836272737148154
304,2,135898,-0.0557060687065266,0.0606785359687508,0.359218323401814
305,2,135912,-0.0517754154816176,0.0607333165028887,0.39451226096584
306,2,135925,-0.0595415791367615,0.0604373736916973,0.325211340518814
307,2,136002,-0.0504313652760364,0.060415521679283,0.404427626034456
308,2,136173,-0.0399160750583596,0.0608659055745459,0.51237774654537
309,2,138209,-0.0563415759815292,0.0626172155235476,0.368851937533918
310,2,138318,-0.0846902827778058,0.0623481190083806,0.175221549261396
311,2,138695,-0.0746821580153695,0.061310735001905,0.224002276009579
312,2,138818,-0.0799078877675711,0.0611791268590956,0.192358824465082
313,2,139728,-0.0504927789012418,0.0611578180859692,0.409580444159109
314,2,140174,-0.068661544363271,0.0611076581846008,0.261939499496769
315,2,140863,-0.0802995957843181,0.0610426389636084,0.189206659265873
316,2,141152,-0.0725896306284463,0.0612426995058128,0.236704809039185
317,2,141292,-0.0884128987254719,0.0607412180147002,0.14640115259737
318,2,141545,-0.0497628889653753,0.0611626789903795,0.416413846718879
319,2,145823,-0.141870432440782,0.0631038611446103,0.0251796592788468
320,2,145934,-0.210016650331609,0.104118630598702,0.0444427010273561
321,2,145980,-0.0891730880873825,0.0639642704076165,0.164161932244817
322,2,146723,-0.115919059508476,0.0607973262726197,0.0573779617866172
323,2,147946,-0.109454169009009,0.061393583783001,0.0754736306542712
324,2,150394,-0.0847081883576145,0.0670276169696188,0.207142788992512
325,2,151274,-0.102318327711778,0.105094297074149,0.330928849696297
326,2,151397,-0.0400392244358862,0.061786796422602,0.517391765309339
327,2,153035,-0.054020880318578,0.061082890059635,0.377089596303194
328,2,153228,-0.0412336165372473,0.0615576266761637,0.503399201055617
329,2,153455,-0.0333982106065723,0.0620361851605698,0.590663274139217
330,2,153732,-0.0522690032708017,0.0641052592342846,0.415414820779899
331,2,153815,-0.0223771627828471,0.0618120632581852,0.717554189407434
332,2,154160,-0.0491502259604169,0.0611198017098434,0.421844602968846
333,2,154235,-0.0383853784913025,0.0617528593913831,0.534608257386729
334,2,155527,-0.0714705293606408,0.0669543674679434,0.286497544481099
335,2,159870,-0.0493081581700875,0.0601689021552698,0.413056585554121
336,2,161229,-0.0426630815872532,0.0611083486195765,0.485540082361377
337,2,161451,0.136505163769947,0.130738386877916,0.29714930894925
338,2,161451,-0.0995516746257717,0.131253074862684,0.448675055996818
339,2,162696,-0.0241998538113873,0.0608737803817019,0.691208471839367
340,2,163284,-0.0308969371646314,0.0600580541504723,0.607258509393391
341,2,164166,-0.00737624459446892,0.0606371411747946,0.903248873511158
342,2,165270,0.0468321208764868,0.0600767744794873,0.436185252660656
343,2,165675,0.0748249516114801,0.0609922859930368,0.220717753055041
344,2,166404,0.0311418269297518,0.158402581492336,0.844254303571507
345,2,168012,0.0879157579173618,0.0737350150069803,0.23393655165826
346,2,168062,0.111920663031983,0.0602793129828206,0.0641865909187791
347,2,168518,0.0883690879773117,0.0600421703649132,0.141970227950722
348,2,168980,0.0882986742046226,0.0600137840597025,0.142099103564964
349,2,169651,0.106908772036861,0.0599567023800749,0.0754292478723582
350,2,169902,0.0526281789114743,0.100627382906565,0.601301969100538
351,2,169960,0.0287616111202604,0.0937546214971089,0.759195214981984
352,2,170725,0.0857071686764744,0.060160615533855,0.155144995412534
353,2,171254,0.0690619837477365,0.0603190561355268,0.253007746835222
354,2,172242,0.0439621405408233,0.059670758138262,0.461766707916526
355,2,173254,0.0468963841669746,0.0592064206792238,0.428844385685334
356,2,173340,0.0565477313143764,0.0591753504600267,0.3399303037541
357,2,173385,0.0625299889544726,0.0592129512910412,0.291681816170134
358,2,173973,0.0512212214539754,0.0590859992022192,0.386589671395891
359,2,174714,0.150299406392313,0.151450274187886,0.321681703704588
360,2,177341,0.0194888811045871,0.0589381963692375,0.741092663687604
361,2,180314,0.00228911663280324,0.0589669760171946,0.969055592402921
362,2,180339,0.0183116988702631,0.0591080415979605,0.756895498919127
363,2,182758,-0.0599092892003498,0.0588177003649655,0.309110018376583
364,2,183619,-0.0467254033178699,0.0590837082942004,0.429571882618364
365,2,183913,-0.0567193883002729,0.0605586022684779,0.349602959891678
366,2,184146,-0.0681748416493684,0.0609325300539968,0.26396154976444
367,2,187176,-0.0622050854141599,0.0593657245287254,0.295434624928057
368,2,191066,-0.00171337262993374,0.0599023836741079,0.977197585985348
369,2,191124,-0.0772686507196058,0.0755720139613845,0.30726786116194
370,2,191128,0.076072096156293,0.0695530476838596,0.2748201930432
371,2,191599,-0.0397727875704627,0.0590345075728243,0.500929596663613
372,2,191762,-0.0183681724909814,0.061402911875671,0.765007955392932
373,2,191763,-0.0138339847819527,0.0593018375428619,0.815678519076729
374,2,191959,-0.0364501510298893,0.0591298853600476,0.538000097040009
375,2,192390,-0.0469887571218862,0.0607427907273446,0.439703265124267
376,2,195759,0.012537586739867,0.0596659639666235,0.833687732799323
377,2,196912,-0.0352776886663785,0.0586745158709183,0.548063508090297
378,2,197598,-0.26730956584065,0.191187978167687,0.162945706872418
379,2,198110,-0.0384752602713649,0.0590208353626898,0.514894513825516
380,2,198283,-0.0532196263405573,0.0608479804025847,0.38236852662324
381,2,198805,-0.0384556503278242,0.0592753955014433,0.516913765164311
382,2,198891,-0.0378542375647756,0.0588142301379284,0.520237338604195
383,2,199248,-0.0585215138718267,0.0589008271237302,0.321117619937761
384,2,201782,-0.0326951078467246,0.0588849375938331,0.579084103397742
385,2,203285,-0.000960537433737134,0.0586822274122345,0.986949692504387
386,2,203783,-0.00863052046288433,0.0585540885994282,0.882905201081169
387,2,204179,0.0101050393259583,0.0586951152521254,0.863409219348335
388,2,205406,0.00115589774008358,0.0593006254534758,0.984459497767523
389,2,205834,0.00473953294016689,0.0590160957252541,0.93603688493558
390,2,205965,0.0145978214329919,0.0644820194379571,0.821032306575005
391,2,207192,-0.0139049482521397,0.0589568039431566,0.813686028010886
392,2,207561,-0.0268646219258513,0.0586834155143911,0.647385691986387
393,2,208682,0.00961617239398267,0.05859984596419,0.86974717663472
394,2,210102,0.00323643839038062,0.0587531725788398,0.956101640027741
395,2,212519,0.00367984242431729,0.125048499556895,0.976540412568894
396,2,214801,0.00686116173578136,0.0587494940620031,0.907095468627442
397,2,215016,-0.0144180475929509,0.0587120923544039,0.806156256027919
398,2,218876,0.0037931824902205,0.0593238080705103,0.949053949457303
399,2,227511,0.00357039169292806,0.0597437370542145,0.952379189233378
400,2,230378,-0.0250640448581493,0.0589760594443211,0.671105255480099
401,2,231943,-0.0271857887139065,0.0591425781387338,0.646039470356218
402,2,232156,-0.0186209626191822,0.0591277193938129,0.75300254537433
403,2,232789,-0.0116200079148759,0.0589233791027077,0.84378031188695
404,2,238524,-0.0143342470943956,0.059004618871828,0.808197374487708
405,2,241518,0.0106664908756196,0.0595191291241923,0.857874735822632
406,2,250396,0.0251426477646187,0.059100928003158,0.670790610785675
407,2,250466,0.0172667141827496,0.0590880529984568,0.770290047867178
408,2,252305,-0.0138102641230636,0.0592472809180286,0.815822486870057
409,2,254571,0.00159540338573262,0.0600839927687066,0.97883135614522
410,2,254742,0.0114650806053435,0.0600266955416146,0.848635635528967
411,2,254908,0.00867871831985402,0.0604865745109372,0.885991609770646
412,2,255033,0.0852862482784636,0.0707505420013683,0.228837012498738
413,2,255862,-0.0245936891489048,0.060109716077848,0.682680169582163
414,2,255975,-0.00363608202926596,0.0599065863267612,0.951635773907759
415,2,258311,0.0268183850066993,0.0589004001025032,0.64916073579249
416,2,259284,0.0327189151616123,0.0590904208500669,0.580128365107326
