SNP,Chr,Pos,Effect,SE,ALO1_UIP4_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
64,1,83284,-0.101036539262214,0.0480295391785558,0.0361175365380128
65,1,83613,-0.0914295153986661,0.0480786847275407,0.0580289821773682
66,1,84112,-0.0786281387337001,0.048148122780192,0.103350747216122
67,1,84701,-0.0907944059392815,0.0515265526286388,0.0789196222455237
68,1,84858,-0.0451429125001829,0.0484064620743901,0.351674121697795
69,1,85751,-0.0408820579554946,0.0486165946710007,0.400969013945319
70,1,87445,-0.0652463977535667,0.0486443384799173,0.180687074224503
71,1,87467,-0.073332048466596,0.048867821532378,0.13434765633154
72,1,89070,-0.0599915331262884,0.0486118677187402,0.217989467256486
73,1,89616,-0.064823284620441,0.0483315582206838,0.180711109354942
74,1,89679,-0.0625576254070664,0.0483461658472806,0.196527887019553
75,1,89880,-0.0731580401294106,0.0483163172184394,0.13088321673834
76,1,91472,-0.0575473457862185,0.0487366156178176,0.238484094026263
77,1,93789,-0.104934791997552,0.0480058543216565,0.0294812168995692
78,1,94351,-0.10909350290585,0.0481077056061778,0.0239518376585782
79,1,99148,-0.0845630351768399,0.0481196221624344,0.0797249316220636
80,1,101281,0.593426182118856,0.527623836135042,0.261474216393044
81,1,106011,-0.0625613477016383,0.050258382333243,0.214033140697009
82,1,106800,-0.0591567161155836,0.0482923130038226,0.221402650535106
83,1,107970,-0.0574893879431767,0.0481543520703556,0.233335755347135
84,1,109000,-0.0946500691988635,0.0480732684384639,0.0497498027146061
85,1,112549,-0.0612117323963586,0.048171741217402,0.204672916784689
86,1,112742,-0.0772152809416323,0.0482953466471094,0.110756562719998
87,1,113050,-0.0855844907117818,0.0481734665004261,0.0764969218926479
88,1,113135,-0.104668735422165,0.0479425165275061,0.0296782501110114
89,1,114076,-0.105676001596581,0.0479362564653935,0.028133065703808
90,1,114628,-0.0725276292846186,0.0482329795002025,0.133554359770649
91,1,116283,-0.0504352725569681,0.0485822262405573,0.299914304889099
92,1,126880,-1.09250222979088,0.911078279921528,0.231281306482492
93,1,127853,0.017172868250737,0.0485571381713777,0.72380250433936
94,1,128302,0.0253604102724895,0.0483603579501607,0.600326059410187
95,1,128704,-0.0153171815118792,0.0484204868039705,0.75193385994608
96,1,128911,0.00987199094098873,0.0484298590129638,0.838595212823862
97,1,130267,0.00672261657554929,0.0484084290095516,0.889629815121998
98,1,130271,0.00590379983768041,0.0484661887557853,0.903116627783291
99,1,130613,-0.00797805669307944,0.0489182879342287,0.870541331122511
100,1,132012,-0.0171745350030534,0.0488077337722377,0.725137150926445
101,1,133231,-0.0191010810147955,0.0484592304773108,0.693694972471567
102,1,137074,-0.0513413427577204,0.0483237586036584,0.288759940843372
103,1,137304,-0.0583562310926351,0.0483180559883252,0.227951199756177
104,1,139686,-0.0359897209775874,0.0484435543158779,0.458023783473124
105,1,149562,-0.0484112570313486,0.0485236496652535,0.319116128836289
106,1,150447,-0.044253788586315,0.0490745165968311,0.367795415226893
107,1,151446,-0.147059272819003,0.098391396225372,0.135902965980867
108,1,154084,-0.0360054623648559,0.0492455247031173,0.465177568520459
109,1,156633,-0.0636611319674506,0.0498434219265826,0.202363189943224
110,1,157269,-0.0404538225499212,0.0483404254923727,0.4032414556595
111,1,160054,-0.0999298041936088,0.04855765919099,0.0403275955701376
112,1,166222,-0.108729700914384,0.0481401933084615,0.0245177539139293
113,1,166416,-0.101274086583072,0.0480871882589787,0.0359055408586367
114,1,167326,-0.07826144062333,0.0484847200392875,0.107389144947557
115,1,168836,-0.088195557522275,0.0482046889499411,0.0681522534874756
116,1,171200,-0.071093356082903,0.0483574227557335,0.142407994474849
117,1,171431,-0.0700488254553012,0.0486654547691207,0.150924716300248
118,1,173339,-0.103660953248423,0.0481131856081721,0.0318752879629086
119,1,173845,-0.119451834339872,0.047968858496923,0.013226585582408
120,1,175121,-0.100930384171215,0.0479926966169731,0.0361700429500299
121,1,175281,-0.0992035876609679,0.0480441899960825,0.0396679427131355
122,1,175315,-0.107065873049241,0.0479810321568942,0.0262806609098987
123,1,175523,-0.108254463013519,0.0482492013359249,0.025474239117295
124,1,175541,-0.103425776432681,0.048079594585987,0.0321436048605877
125,1,175653,-0.104768905270985,0.0482255129182963,0.0304844543214846
126,1,175805,-0.122529423239985,0.0508763622772038,0.016535593982345
127,1,175818,-0.124147298758314,0.0496767229162393,0.0129044349988766
128,1,175856,-0.103580522399057,0.0490393665142688,0.035372009182414
129,1,175876,-0.0939453161619203,0.0483340642300742,0.0527300359182396
130,1,175989,-0.0911569955804307,0.0484885221992885,0.0609354195104728
131,1,176001,-0.0950150120296669,0.0487228273168799,0.0519539206372173
132,1,176451,-0.10597397265196,0.0492514643892902,0.0320994785380419
133,1,177692,-0.105599178019055,0.0479902391960813,0.0284236095017185
134,1,178191,-0.100003219073076,0.0480724548434688,0.038222567319525
135,1,178224,-0.105599178019055,0.0479902391960813,0.0284236095017185
136,1,178960,-0.11117945930092,0.0483433359712584,0.022043159517031
137,1,179139,-0.190053933732418,0.0959987361991679,0.0485074688793512
138,1,179139,-0.149628607293914,0.194251291148622,0.441646804909528
139,1,180955,-0.0815231532870169,0.055763793117194,0.144648114527957
140,1,183802,-0.0993935349672676,0.0480338919247038,0.0392511059590038
141,1,183954,-0.115617799132836,0.0482855966488617,0.0171659856300294
142,1,184450,-0.0882058306167341,0.0480210136290484,0.0670774613484127
143,1,184641,-0.0849108258418685,0.0494479699460826,0.0868242720726302
144,1,184718,-0.07751005851325,0.0483484108027868,0.109794508002005
145,1,185296,-0.0649752081323315,0.0481943265447482,0.178461059733272
146,1,185438,-0.0829476372085318,0.0481184197763321,0.0856153512215492
147,1,185469,-0.0798433917377305,0.0482033000630264,0.0985317274356362
148,1,185503,-0.0736510346128038,0.0481056508372811,0.126658440928576
149,1,185705,-0.0765362617839715,0.0486342298794508,0.116449893603864
150,1,185749,-0.0774408267989641,0.0486301732320661,0.112180007014184
151,1,185806,-0.0798730524599077,0.0486844432587199,0.101765389112093
152,1,185879,-0.0805825956019684,0.048918185399553,0.100387622778156
153,1,185916,-0.0756833321718077,0.0489179385961765,0.122723376540009
154,1,185941,-0.0715954587050507,0.0491498275179714,0.146094259535103
155,1,185954,-0.06909691112987,0.0493043277482082,0.161962004134958
156,1,186055,-0.0933198788714346,0.0481993061500226,0.0536504189184874
157,1,186896,-0.0842873803334429,0.0490441942142845,0.0865638983322661
158,1,187697,-0.0798715559376433,0.100348708610471,0.426601797741558
159,1,189392,0.161233771341461,0.100599944938481,0.109890370074831
160,1,189416,0.101136397957717,0.0975170805397437,0.300392304106059
161,1,190132,0.0489793828064554,0.0484459246265024,0.312703447165032
162,1,190148,0.0475076363138099,0.0484647283499927,0.327633182727565
163,1,190165,0.0506764988914822,0.0488291282153026,0.300058008524801
164,1,190169,0.051703744642825,0.0487649968007328,0.289749655890735
165,1,190933,-0.0113550978619969,0.0484427297360428,0.814808399127053
166,1,192149,0.0509913150193759,0.0487671218528502,0.296457298387156
167,1,192302,0.0164629282553035,0.064484714787139,0.798640316092461
168,1,192303,0.000190308245003656,0.0582276972073811,0.997394088263584
169,1,192305,0.00598452457240572,0.0605080353194705,0.921270136008326
170,1,192315,-0.0508048489530299,0.068588678603994,0.459357033018201
171,1,192795,-0.0043862534943612,0.048354221799388,0.927773783336302
172,1,194020,-0.0123180714925626,0.0509279497126502,0.809019393612643
173,1,194187,0.0114726926891933,0.0483909937132021,0.812729755990866
174,1,194867,0.0138340919327516,0.0483629045210544,0.77500946841388
175,1,197325,-0.015550972165137,0.0495418601748998,0.753785741772023
176,1,197392,-0.0332654709327989,0.0501544274232198,0.507596358474501
177,1,198857,-0.192815858826369,0.231699827655879,0.405870217051695
178,1,206666,-0.0336818102046781,0.0543683669120273,0.535979312848764
179,1,206675,0.0754061784785645,0.070707507841522,0.286948105188465
180,1,223051,0.0412010927483388,0.0560095418918734,0.462457489783034
181,1,223059,0.0694220028909158,0.0580870231643014,0.232835464105549
182,2,7366,0.0734910880702184,0.0700429830267617,0.294790808691594
183,2,8180,-0.104292121907791,0.0964251828777324,0.280174875500715
184,2,8187,0.0796204656486363,0.100349273874281,0.428058348643411
185,2,8250,0.00423031729963874,0.0989524735702432,0.965924194684592
186,2,8253,0.0387320645646998,0.0989312536057293,0.695660332644963
187,2,8285,0.0254558731651756,0.0536305681962134,0.635328317009653
188,2,8302,-0.00552392487719744,0.0502167894401162,0.912470651742336
189,2,8306,-0.00552392487719744,0.0502167894401162,0.912470651742336
190,2,8314,-0.0173682513225624,0.0491787772429211,0.724175114246016
191,2,8317,-0.00438100372908534,0.0503086986584074,0.930655367058739
192,2,8328,-0.000710738469978378,0.0500841492435956,0.988685707751982
193,2,8331,0.000179995791429466,0.0499900054715891,0.997129148599762
194,2,8498,-0.00312332592937925,0.0491151465986401,0.94933116819049
195,2,8651,0.0135290607389269,0.0491561409826882,0.783303440059413
196,2,9418,-0.045118397874826,0.12500725046419,0.718370478314347
197,2,9812,0.0356059744652784,0.0494171970260085,0.471683037486209
198,2,9932,0.0122170599702114,0.0492543187329966,0.804247387121585
199,2,10135,0.02535130782227,0.0490514129619363,0.605597543879545
200,2,11616,-0.00787183153773352,0.0490160939475793,0.872502779610938
201,2,12133,0.0240972105991484,0.0491960368034859,0.624565426968612
202,2,12194,0.025889312390198,0.0493838326282031,0.600435966325565
203,2,12359,0.0138641471255017,0.0492530833528227,0.778501140091193
204,2,13061,0.00354970593219628,0.0492546233843207,0.942588223624152
205,2,14298,0.0170425091507693,0.0494020428830693,0.730318020166076
206,2,15222,-0.0072536583995868,0.0498906982805952,0.884485153326006
207,2,17986,0.00759125463099064,0.0490162193218606,0.877010504516359
208,2,19770,0.00105321040045481,0.0493567589092799,0.982987507660736
209,2,19836,-0.00553137851337726,0.0492203100033416,0.910585988673698
210,2,19851,0.00667220111320455,0.049364025643152,0.892559856745529
211,2,21595,0.0119797338186769,0.049157279778931,0.807603090444577
212,2,22385,0.0307756763495818,0.049180662113477,0.531871605233471
213,2,23441,-0.0179418816207815,0.0496766891473155,0.718186142432585
214,2,24209,-0.0267063218612049,0.0492562424955082,0.588028605366155
215,2,24341,0.00957958282049276,0.0493906712748132,0.846322439275309
216,2,26815,-0.0277474622255618,0.0493120027012073,0.574001907116283
217,2,28209,-0.0480496192156721,0.0492844040664307,0.330254803867903
218,2,28695,-0.0510932693177062,0.0514857989712486,0.321693904386229
219,2,35849,0.420434290347378,0.52809446783982,0.426488856126062
220,2,35850,-0.754136168012835,0.645201650525371,0.243257636326608
221,2,41245,-0.00457071733682479,0.0491608129308311,0.925976316094088
222,2,43214,0.0137624484577084,0.0499530879950441,0.783087594820684
223,2,47104,-0.00717304959678122,0.0485642393210503,0.882662048357311
224,2,50915,0.0620612910734948,0.0489315452531332,0.205516350902855
225,2,55834,0.052861719992388,0.0487351457556373,0.278806528684004
226,2,56422,0.0319762391920919,0.0488739430691956,0.513370681800965
227,2,57715,0.0358476616374444,0.0487050020595172,0.462209740341266
228,2,59046,0.0356330556490553,0.0489522074297293,0.467148047630138
229,2,59191,0.0285805038372305,0.0486846797989904,0.557543153362138
230,2,59383,0.049455704907428,0.0486513098832069,0.310071429585337
231,2,59477,0.024187476313586,0.0494388016170205,0.624975114105166
232,2,59755,0.06478752220338,0.11106502611428,0.56004390169665
233,2,60471,0.0414257295742639,0.0487382407034139,0.395921439763519
234,2,60478,0.0404240113432499,0.0487963507498504,0.407990831099953
235,2,60786,0.0298924905707876,0.0487374869256018,0.54004870016263
236,2,61035,0.00726623284327055,0.0487583984829221,0.881618802842008
237,2,61071,0.0149662006452354,0.0485322010800151,0.757977595483123
238,2,61675,0.047583507842363,0.048612549615424,0.328333452346039
239,2,62776,0.0139033062274129,0.0508029954175099,0.784497527541733
240,2,62939,0.0336057405408928,0.0485614048008207,0.489376112896851
241,2,63527,0.0248657535307059,0.0487587834477265,0.61038777884399
242,2,63857,-0.0183052020118424,0.0487783591191147,0.707682813576978
243,2,65527,0.0112255955785321,0.0486235706072204,0.817551592995849
244,2,67007,-0.00342988930077467,0.0535379029337583,0.948954977622069
245,2,67023,-0.0406279606091493,0.110692719831667,0.713813790779539
246,2,67024,-0.0415803621791495,0.111096502797522,0.708426332110936
247,2,67976,-0.0102149437399031,0.0493246428700351,0.836054177816279
248,2,69628,-0.00629941556698632,0.0501437021171614,0.900098505432708
249,2,71825,-0.0776864388786898,0.0968784651074503,0.423152690778678
250,2,72389,-0.00021663548383144,0.0490234414580795,0.996476641227325
251,2,72392,-0.0319492432115398,0.0493274886613256,0.517602265801008
252,2,73646,-0.0223293988191704,0.0483302704122732,0.644353855161631
253,2,74564,-0.026637411233636,0.0482291209684333,0.58108570854064
254,2,74739,-0.0172965564822153,0.048399849817756,0.721029903793848
255,2,79931,0.0041169724811202,0.0545626085209336,0.939896159589807
256,2,80748,0.0195232469766284,0.0503346023002596,0.69834654100255
257,2,80873,0.00264570297917129,0.0485238939831365,0.95654875928352
258,2,81501,0.0139425735603048,0.0485103380231544,0.773963624113664
259,2,83526,-0.00130947999532166,0.048440702074932,0.978448977244647
260,2,83845,-0.00264291269379829,0.0484865850326755,0.956561173564366
261,2,84412,-0.0697520299696421,0.12213555027732,0.568292944931156
262,2,84412,0.0126255550552176,0.0611839622214523,0.83663336978473
263,2,84447,0.0361323858895972,0.049068174634339,0.461993949288235
264,2,87391,0.016343900456405,0.0482648476789948,0.7350901980843
265,2,87562,0.00899615928155495,0.04839247746677,0.85262999603913
266,2,87849,0.0121443361274122,0.0483859455823275,0.801968709943462
267,2,87878,0.0214640713004392,0.0485847726746688,0.658914597812851
268,2,88125,0.0339117909841562,0.0540115989424734,0.530500782192816
269,2,89785,0.00519313403054165,0.0486028329129082,0.91496996150688
270,2,93441,0.0195922848223886,0.050043686723132,0.695661228458983
271,2,93588,0.0307873961317138,0.0517861815295798,0.552551984778453
272,2,93721,0.010361559178415,0.0484537118276179,0.830791793185505
273,2,93952,0.0306187951203876,0.0482907546408744,0.526458269148288
274,2,95085,-0.00232644032361256,0.0483855222416594,0.96167861566613
275,2,103188,-0.0087747062584464,0.0495580569286323,0.859563493491758
276,2,107124,0.0449235838893083,0.0483506664748954,0.353461663575367
277,2,111645,0.0138626176346499,0.0484351326821071,0.774885204433593
278,2,111916,0.0202392768489179,0.0485429826613232,0.676979254301111
279,2,111931,0.0261448380023727,0.0486092650865691,0.591014640066129
280,2,111999,0.0136281856500056,0.0484491199877485,0.778653855074174
281,2,114528,0.0201844066396505,0.0487215424016252,0.678919986337851
282,2,116024,0.0503076922154498,0.0487758206205077,0.303056428537988
283,2,119244,-0.043922531082409,0.0531883641200217,0.409479783562889
284,2,119246,-0.0314946927538745,0.053781513019131,0.558515552722441
285,2,119247,-0.0599747621910072,0.054102048806941,0.26837956698419
286,2,120090,0.0147272492034813,0.0486500182755719,0.76228287863297
287,2,120291,-0.00474145137636128,0.0492121054604319,0.923299454622982
288,2,120726,-0.00345989590522688,0.0489280726261993,0.943665484372831
289,2,121716,-0.01892970639603,0.0488624634889031,0.698687699755585
290,2,123100,-0.00921719390149811,0.0489378080351389,0.850714399867223
291,2,124677,-0.0386374167954071,0.0488295649272865,0.429317221295859
292,2,127636,0.0110902260253978,0.0618104219231513,0.857708329291623
293,2,127887,-0.0942671809756266,0.0489514758721007,0.0549413990707805
294,2,128935,-0.078553620057439,0.0489833038432933,0.109678583350484
295,2,129053,-0.0815142024626125,0.0491198301397547,0.0979038144779937
296,2,130040,-0.0723483570832506,0.0494623677059978,0.144440608105793
297,2,130976,-0.0865621913807768,0.048991774643985,0.0781137626899796
298,2,132199,-0.0825040077243229,0.049240586604407,0.0947160745249581
299,2,133355,-0.0812045372319585,0.0495823953954169,0.102360820950937
300,2,133435,-0.0892901164719477,0.0496510416361083,0.0729752639632333
301,2,133943,-0.112430239037839,0.058088685509709,0.0537281579309769
302,2,135183,-0.062172216770517,0.0497957627959054,0.212659204802381
303,2,135402,-0.0597577259428483,0.0497965821753911,0.230929842768227
304,2,135898,-0.0592762108244997,0.0500633681611179,0.23720036491819
305,2,135912,-0.063587835326202,0.0500855149030062,0.205068708049069
306,2,135925,-0.0747692121119079,0.0498136231422465,0.134254847767241
307,2,136002,-0.0906519220637836,0.049701293373274,0.0690072724220099
308,2,136173,-0.0554840443416289,0.0502014394166404,0.269813457469779
309,2,138209,-0.0755477503644064,0.0516065348062545,0.144106189427952
310,2,138318,-0.0410864143197047,0.0515695206558018,0.426149788882744
311,2,138695,-0.0522006164841382,0.0506550633348424,0.303475580442597
312,2,138818,-0.0606322822633558,0.0505352314314091,0.231020803630612
313,2,139728,-0.0475306298501592,0.0504840394591384,0.347093485800716
314,2,140174,-0.0514900799488827,0.0504730380205963,0.308355867794292
315,2,140863,-0.0653456645646122,0.0504070938521114,0.195698847425837
316,2,141152,-0.0752267404652196,0.0505108240669117,0.137296202783797
317,2,141292,-0.0704813178929464,0.0501648804207795,0.160902668818428
318,2,141545,-0.0715520704476531,0.0504063367807201,0.156634154328014
319,2,145823,-0.0919559345939447,0.052248496452702,0.079278491343365
320,2,145934,-0.166953710063454,0.0860080601109241,0.0530368766690336
321,2,145980,-0.112149975867044,0.0526237064110891,0.0337657408670743
322,2,146723,-0.0806099395537156,0.0502760857443481,0.109752719882219
323,2,147946,-0.0872847301184414,0.0507086767722462,0.0860729536505997
324,2,150394,-0.0518848942530803,0.0554016865512035,0.34964478890351
325,2,151274,0.107716575438115,0.0867045518144403,0.214935641400975
326,2,151397,-0.0366430538052982,0.0510110734569255,0.473025747756733
327,2,153035,-0.0598662071618092,0.0503919903191544,0.235628022644763
328,2,153228,-0.045878210981823,0.0508024205984508,0.367103846000185
329,2,153455,-0.0367275984461872,0.0512076560440196,0.473707333305968
330,2,153732,-0.0436506422115137,0.0529312434837884,0.410117644345916
331,2,153815,-0.0449567977807235,0.0509922327554769,0.378571369565789
332,2,154160,-0.0592484251258898,0.0504149379493632,0.240700517839631
333,2,154235,-0.0493045541277894,0.0509503466772045,0.333857688997723
334,2,155527,-0.03121787156477,0.055349145416913,0.573100562157294
335,2,159870,-0.0277102804024476,0.0497074554360376,0.577561521603706
336,2,161229,-0.0103219951129394,0.0504896398686764,0.838129147232669
337,2,161451,0.12605226916153,0.107910262883502,0.243546190830651
338,2,161451,-0.11758447417739,0.108284612414205,0.278271512386594
339,2,162696,0.00595314286630466,0.0502743713771684,0.905807719157108
340,2,163284,0.00708498176302164,0.049607719117258,0.886513709915829
341,2,164166,-0.0219005370576251,0.0500562030932402,0.662002600848781
342,2,165270,-0.0306568141045336,0.0496218825757294,0.537100026142906
343,2,165675,-0.0162720983462772,0.0504617844993312,0.747292262426879
344,2,166404,-0.00228047658104469,0.130801778249799,0.986099756994038
345,2,168012,-0.0764885225073217,0.0608702633415785,0.20973565630719
346,2,168062,-0.0254861471741357,0.0499973113281824,0.610544909746286
347,2,168518,-0.0146556429303559,0.0497232129042356,0.768362336548349
348,2,168980,-0.0326183235665942,0.0496753940337413,0.511847072541662
349,2,169651,-0.0260880919295892,0.0497099421928732,0.600047260767733
350,2,169902,0.0887011715708628,0.0829870902575276,0.285865339611707
351,2,169960,-0.0593713699379617,0.07735998009326,0.443315872115394
352,2,170725,0.0065803208242432,0.0498166214425638,0.894987674731898
353,2,171254,-0.00593602899784118,0.0498974715845394,0.905371131358079
354,2,172242,0.00815086099359552,0.0493067290862845,0.868795165313171
355,2,173254,0.0280940768383228,0.0489079349881765,0.566044223097365
356,2,173340,0.0198807949331625,0.0489134223655279,0.684659271785874
357,2,173385,0.035789261397055,0.0489328613856566,0.465023006966285
358,2,173973,0.0336224377124021,0.0488070381692122,0.49134814041956
359,2,174714,0.134152571001006,0.125024683405693,0.284000190126834
360,2,177341,-0.0104237383321117,0.048670261793892,0.830537693489342
361,2,180314,-0.0478578536989721,0.0486230801780269,0.325660798009141
362,2,180339,-0.0447047158367507,0.0487547382444346,0.359804970161012
363,2,182758,-0.0534633522040993,0.048554396342613,0.271602426680611
364,2,183619,-0.0320436794211509,0.0487994423876405,0.51184007665304
365,2,183913,-0.0274387777106618,0.0500446616008065,0.583842235252163
366,2,184146,-0.0330954727962615,0.0503709717561734,0.511586783477478
367,2,187176,-0.0558908880286557,0.0490048683383565,0.254844153780494
368,2,191066,0.0107473705697037,0.0494587764432722,0.828100438518727
369,2,191124,-0.00793963777368045,0.0624915073606228,0.898972002623119
370,2,191128,5.3351401538837e-05,0.0575279091965824,0.999260565570958
371,2,191599,-0.052717902703283,0.0486959702039434,0.279728184919855
372,2,191762,-0.0551386544458097,0.0506224585143238,0.276802862547215
373,2,191763,-0.0482159580384102,0.0489026346823984,0.324828885085173
374,2,191959,-0.0287305745411623,0.0488264993950285,0.556625528809693
375,2,192390,-0.0482784309858272,0.0501326437097579,0.336199780913271
376,2,195759,-0.00481001822730798,0.049269228714609,0.922283710739963
377,2,196912,0.0380710267723005,0.0484305926535872,0.432339430046471
378,2,197598,-0.0252814572761997,0.158296708628581,0.873201414521128
379,2,198110,0.0152976289492266,0.04875665110512,0.753892667612288
380,2,198283,0.00287559163549267,0.0502969940724978,0.954440341808476
381,2,198805,0.0120254272282131,0.0489693037710048,0.806157267248646
382,2,198891,0.0027603669271602,0.0485917917551478,0.954730864954031
383,2,199248,0.00173005858032976,0.048702900409119,0.971683023297562
384,2,201782,0.0243631010888982,0.04862585123356,0.616660970027105
385,2,203285,0.0305076127942112,0.0484273350801236,0.529123863893946
386,2,203783,0.0607385035892004,0.0482420172969623,0.208848760618883
387,2,204179,0.0506764512156851,0.0483920976292765,0.295721488646296
388,2,205406,0.0695065691370364,0.0488252226798838,0.155451589252756
389,2,205834,0.0495286874165738,0.0486592997931843,0.309438349761802
390,2,205965,0.085508557456019,0.0530524900868362,0.107905092322422
391,2,207192,0.0647792411418983,0.0485628463162493,0.183088092046945
392,2,207561,0.0790896099342786,0.048286753603021,0.102330401850679
393,2,208682,0.0493554043823184,0.0483169951713151,0.307721125615327
394,2,210102,0.0657091124358116,0.0483870931994495,0.175334703425484
395,2,212519,0.125510943725384,0.103037660208029,0.223996665970473
396,2,214801,0.0439550035306168,0.0484545661935038,0.364952370111605
397,2,215016,0.0691739229504972,0.0483433359291548,0.153346816362768
398,2,218876,0.00854444121261877,0.0489824635421642,0.86162063923335
399,2,227511,0.00703462042863756,0.0493298594309212,0.886684535160484
400,2,230378,0.0219574954533431,0.0486955857915001,0.652328768024243
401,2,231943,0.0065587405666041,0.048848013284231,0.893266923875775
402,2,232156,0.0176894185533186,0.0488201588043729,0.717315987690509
403,2,232789,-0.0102626185507827,0.0486532665094635,0.833060639024273
404,2,238524,-0.00340801169952154,0.0487244680639503,0.944277388674443
405,2,241518,0.0246279584233974,0.0491303218991345,0.61648781006326
406,2,250396,-0.00954894056079358,0.0488101188330387,0.845008859379582
407,2,250466,0.0138544379485229,0.0487899543519514,0.776606849629762
408,2,252305,0.00228475794265981,0.0489247153985534,0.962779166225942
409,2,254571,0.0289327586317434,0.0495881278177437,0.559955322563486
410,2,254742,0.0369833784889317,0.0495281328803939,0.455732908834142
411,2,254908,0.00188109114026536,0.0499457554649357,0.969977919472566
412,2,255033,-0.0147844757386051,0.058534293271659,0.800741328093784
413,2,255862,0.0167775035300973,0.0496369589802367,0.735560902364303
414,2,255975,0.0263362728223548,0.0494458903327204,0.594626128246998
415,2,258311,0.00169933619162332,0.0486488738001071,0.972154793461409
416,2,259284,0.000634182256706972,0.0488127531282908,0.989641401042108
