SNP,Chr,Pos,Effect,SE,PMC1_CTR2_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
67,1,84701,0.0397199511119735,0.0874666153044296,0.650024737511839
68,1,84858,0.0457602876662954,0.0818996641762033,0.576696186695412
69,1,85751,0.0100080623708405,0.0822709247518391,0.903247314530003
70,1,87445,0.00680605972323203,0.0824457719973639,0.934254593951501
71,1,87467,0.0173575757063973,0.0828730300890468,0.83421948428831
72,1,89070,0.041366363542409,0.0823300364519633,0.615667407242007
73,1,89616,-0.0146914050724708,0.0819126860741877,0.857762294242531
74,1,89679,0.00471507241248863,0.0819264071418142,0.954137622132954
75,1,89880,-0.0123658494099548,0.0819449067748129,0.88013730172923
76,1,91472,0.0463679090028099,0.0825189326695469,0.574536448558248
77,1,93789,0.0404005000364078,0.0816769734739562,0.621163673666498
78,1,94351,-0.0376427878515518,0.0818958040221547,0.64605583281458
79,1,99148,0.00269255856855147,0.0817051482787886,0.973729435814646
80,1,101281,0.316850226496268,0.893429332987642,0.723067347511627
81,1,106011,0.0429351868476029,0.085121554449524,0.614296042122818
82,1,106800,0.00354374538449295,0.08181526750435,0.965475731966514
83,1,107970,-0.0353771156476633,0.0815513602329652,0.664697468389077
84,1,109000,-0.000696924443249342,0.0817168457271628,0.993200119030704
85,1,112549,-0.0294553582826159,0.0816092930873071,0.718366613005701
86,1,112742,-0.0698550707331102,0.0818579658103892,0.394033248803994
87,1,113050,-0.0406387618454149,0.0817759077172775,0.619531729346297
88,1,113135,-0.0649879637376311,0.0815228000782825,0.425885083820838
89,1,114076,-0.0534636903236735,0.0815465142375621,0.512494410439431
90,1,114628,-0.0516626794485461,0.0817563437309395,0.527854486143916
91,1,116283,-0.0250164643821528,0.0822467721944226,0.76118256618375
92,1,126880,-1.70104911878155,1.54072910605367,0.270321452053635
93,1,127853,-0.0708940238615634,0.0820176432809358,0.387968740656428
94,1,128302,-0.0943031142228751,0.0816348629261829,0.248797291640479
95,1,128704,-0.0696676769722555,0.0817864199390093,0.394889013461421
96,1,128911,-0.0263461213555835,0.0818674870559862,0.74778392343583
97,1,130267,-0.118328768154134,0.0815979936802204,0.147906527472618
98,1,130271,-0.112067198399239,0.0817204249867663,0.171137371173511
99,1,130613,-0.0519317478955661,0.0826573202365479,0.530228333916522
100,1,132012,-0.0692022274365193,0.0824457417700219,0.401831522466498
101,1,133231,-0.154430907367327,0.0815290716799884,0.0590180634912044
102,1,137074,-0.0658634767106903,0.0817506933004744,0.420979783898313
103,1,137304,-0.0545960065078775,0.0818026656576358,0.504945642719869
104,1,139686,-0.0524974478901911,0.0819141888201498,0.522014243797584
105,1,149562,-0.0207714444518558,0.0821413735391161,0.800512521139525
106,1,150447,-0.0211402256071597,0.0830524074092679,0.799226009978034
107,1,151446,-0.224191622309626,0.166437088045212,0.178842638512258
108,1,154084,-0.0381874206379204,0.0832918459269805,0.64689169929264
109,1,156633,-0.0237946410767347,0.0844494045032427,0.778291044189816
110,1,157269,-0.0308216044940107,0.081788058064595,0.706513555510233
111,1,160054,0.012322392499444,0.082579113127097,0.881465850973136
112,1,166222,0.0120127563621332,0.0819684283102573,0.883568152944602
113,1,166416,-0.000401567729223784,0.0818045055104923,0.996086076617991
114,1,167326,-0.0118713369989227,0.082266939472259,0.885343837188365
115,1,168836,-0.0613686862251676,0.0818143196161958,0.453695852179403
116,1,171200,-0.0646922773008901,0.0819297943835525,0.430287813009784
117,1,171431,-0.0616191474873363,0.0824488562497978,0.455342572800732
118,1,173339,-0.107613259643868,0.0816717799576606,0.188481754301703
119,1,173845,-0.102011189655723,0.0816241264818025,0.21221240050209
120,1,175121,-0.0497168918603522,0.0815994180033667,0.542730803393487
121,1,175281,-0.076602346848562,0.0816099260189829,0.348557361338518
122,1,175315,-0.0708105605197267,0.0815989934304137,0.386100389035595
123,1,175523,-0.0738560427931022,0.0820547076188299,0.368689726671715
124,1,175541,-0.0739126518792979,0.0817189109967243,0.366360832136065
125,1,175653,-0.0490152878937407,0.0820309588034871,0.550542141597387
126,1,175805,-0.102193183837238,0.0865436948877614,0.238466219653875
127,1,175818,-0.0882850052572251,0.0845918766958363,0.297357743107323
128,1,175856,-0.0677116428162646,0.0833494700467216,0.417119750905509
129,1,175876,-0.0734479706962983,0.0820557452451848,0.371344384959137
130,1,175989,-0.0833509026502902,0.0822636628604002,0.311650720571097
131,1,176001,-0.0927540425766623,0.0826651868843325,0.262606029744292
132,1,176451,-0.0648215044511898,0.0837368681778257,0.439384183587956
133,1,177692,-0.0640513735854933,0.0816148150973161,0.433096721915467
134,1,178191,-0.056570600151928,0.0817116362744733,0.489191546247862
135,1,178224,-0.0640513735854933,0.0816148150973161,0.433096721915467
136,1,178960,-0.0449487111921397,0.0823036347316883,0.585319666931415
137,1,179139,-0.0527054392487329,0.163168183340279,0.746876671470228
138,1,179139,0.0237401710677652,0.328671300295136,0.942459189666698
139,1,180955,-0.0172773569146361,0.0945537877440398,0.85511856169323
140,1,183802,0.0253633948515247,0.0816851163789148,0.756362461343849
141,1,183954,0.00228242339262974,0.0822909532671475,0.977888369584779
142,1,184450,0.0667993947319737,0.0814930146176136,0.412943252399087
143,1,184641,0.0573019339587219,0.0838888768022199,0.495010974810792
144,1,184718,0.0507985317632494,0.0819894283806991,0.535937868945451
145,1,185296,0.0702034110766409,0.0816004795848745,0.390190615676766
146,1,185438,0.0677225353278991,0.0816102794606622,0.407196581913328
147,1,185469,0.0626738527950049,0.0817396978206969,0.443743082348113
148,1,185503,0.0626072123362189,0.0815280778482468,0.443046845657366
149,1,185705,0.0570128900086302,0.082452277584151,0.489727669034256
150,1,185749,0.0445820021923905,0.0824739700807182,0.589152858955412
151,1,185806,0.0792144126973653,0.0825106196865197,0.337686603481441
152,1,185879,0.054154856746359,0.0829674371659671,0.514358923726317
153,1,185916,0.0517813437755559,0.0829339515619436,0.532788945364932
154,1,185941,0.063252613028497,0.0832731795029575,0.448012833948518
155,1,185954,0.0571428026671006,0.0835292449109679,0.494357497310431
156,1,186055,0.0787265202003696,0.081809179717587,0.336548159083029
157,1,186896,0.0680347773111275,0.0831806282953533,0.413956821270322
158,1,187697,0.424377102162452,0.168290921163067,0.0121188041587563
159,1,189392,0.206802288376305,0.170334925882974,0.225524169565844
160,1,189416,0.383416396503707,0.163845676702646,0.0198347836008568
161,1,190132,0.191692167958074,0.0813832802818347,0.0190480846612853
162,1,190148,0.194232559844918,0.0813911508572203,0.0175400827037905
163,1,190165,0.216308701704391,0.0818699789223115,0.0086060859450617
164,1,190169,0.195213304770696,0.0819161120985745,0.0176965149265996
165,1,190933,0.0681840299409001,0.0818223687265341,0.40522904284826
166,1,192149,-0.0710372821494843,0.08248581275102,0.389709151349109
167,1,192302,0.113022541000227,0.108860718495254,0.299873291961514
168,1,192303,0.0190767930206608,0.0984334965501545,0.846440925219897
169,1,192305,0.0735456610306255,0.102220326326714,0.472320182059802
170,1,192315,0.0634821374809666,0.115995705082663,0.584532160925994
171,1,192795,-0.0520180866560662,0.0817008608903383,0.524739712267707
172,1,194020,-0.135152374480997,0.08580403465651,0.116122564656754
173,1,194187,-0.118884166722625,0.08157043265888,0.145883444995714
174,1,194867,-0.124302709734237,0.0815028768039294,0.128121386746171
175,1,197325,-0.227404041558425,0.0828872580080778,0.00638845332661551
176,1,197392,-0.280901973068974,0.0835153184813741,0.000854123977959634
177,1,198857,-0.483003771319984,0.391248061898359,0.217830156234825
178,1,206666,0.0468713156725085,0.0919303245067102,0.610470293824533
179,1,206675,0.140570428463427,0.119495298263926,0.240240588357948
180,1,223051,0.009875444541523,0.0947598463888725,0.917057521131589
181,1,223059,-0.0629614200565931,0.0983423074801473,0.522440237999662
182,2,7366,0.210563360853355,0.118067239991089,0.0753771762780728
183,2,8180,0.110526017360762,0.163178621631542,0.498639316641209
184,2,8187,0.164005813628224,0.16957541940308,0.334128406036007
185,2,8250,0.0583058497354898,0.167258976262167,0.727600268361207
186,2,8253,0.0443494034604814,0.167271108645967,0.791060323267146
187,2,8285,0.176889304778036,0.0902058454286238,0.0506705486426624
188,2,8302,0.119632472601927,0.084657967206558,0.158499477620531
189,2,8306,0.119632472601927,0.084657967206558,0.158499477620531
190,2,8314,0.0965673435154526,0.082996477988272,0.245407954432983
191,2,8317,0.11352905575097,0.0848370053589367,0.181691914304334
192,2,8328,0.0973995634886137,0.0845125679676137,0.249901219635122
193,2,8331,0.090073485931438,0.0843761470508087,0.286465203705318
194,2,8498,0.115475121820406,0.0828059086779084,0.164035329728372
195,2,8651,0.108132791074827,0.0829119196211047,0.193018980327965
196,2,9418,0.225204829328224,0.211033940520857,0.286633471531821
197,2,9812,0.123608178312308,0.0833460067897768,0.138947357825327
198,2,9932,0.136688497506563,0.0829573512372436,0.100304844935499
199,2,10135,0.1497755431727,0.0825729226666694,0.0705485567154474
200,2,11616,0.107327955064364,0.0826716553163995,0.195051157372866
201,2,12133,0.132656336180492,0.0828980848367385,0.110441229668097
202,2,12194,0.130007701872947,0.0832328042775875,0.119189501620431
203,2,12359,0.13017636660435,0.0829870184867833,0.117628866607471
204,2,13061,0.141387438773447,0.0829288843871742,0.0890884271925563
205,2,14298,0.13305455081821,0.0832315771394372,0.110802696041907
206,2,15222,0.114668733766696,0.0841257731438552,0.173731435316134
207,2,17986,0.0913236584461301,0.0827261086352196,0.270376359915709
208,2,19770,0.104122252548716,0.0832574937422683,0.211906876024033
209,2,19836,0.124123806643974,0.0829498226753595,0.135450217047999
210,2,19851,0.12244699888701,0.0832012650141539,0.14199381290429
211,2,21595,0.102068089641115,0.0829336949769509,0.219247332766645
212,2,22385,0.104757347933157,0.0830030147282703,0.207749308562248
213,2,23441,0.0515207698668765,0.0839532900818647,0.539819574778142
214,2,24209,0.0786249129388177,0.0832012380728144,0.345306819053342
215,2,24341,0.0701593565514085,0.083419921395967,0.400895770741643
216,2,26815,0.0801558067265443,0.0832942070021156,0.336546854496636
217,2,28209,0.0356650858537918,0.0834098593269773,0.669211553511362
218,2,28695,-0.0448268825095675,0.0871296654193952,0.607235085724185
219,2,35849,0.229596406559467,0.893504920302608,0.797358164722556
220,2,35850,-1.06200462435851,1.09141264638042,0.331192221840513
221,2,41245,0.0202027603117249,0.0831044762698121,0.808068551720561
222,2,43214,0.0399816689704764,0.0844320876195309,0.636123235189561
223,2,47104,-0.0304755728032008,0.0820883707602687,0.710671645334738
224,2,50915,0.0344735223577205,0.0828907877993166,0.677742572410022
225,2,55834,0.0199623934388529,0.0825211359266351,0.808993137038284
226,2,56422,0.00850819636966493,0.0826742790067014,0.918091049981199
227,2,57715,0.0230006856152553,0.0823938907141506,0.780289175170181
228,2,59046,0.060826334924625,0.0827565364043603,0.462825438332418
229,2,59191,0.0531259962112817,0.0822970778189175,0.518997147545303
230,2,59383,0.0511886218985343,0.0823242834591325,0.534479685344946
231,2,59477,0.0433368444984649,0.0835768863550451,0.604415731865868
232,2,59755,0.25800002725693,0.187352510235743,0.169359089816654
233,2,60471,0.0330161205873372,0.0824615712808634,0.689117449220665
234,2,60478,0.0392562356262636,0.0825479745970062,0.63468443012975
235,2,60786,0.0272276111044113,0.0824259000205408,0.741347837309873
236,2,61035,0.0375501098289958,0.0824084613881417,0.648915783118376
237,2,61071,0.0314660090386484,0.082041653248324,0.701552532592944
238,2,61675,0.0182726190147358,0.0822892390926619,0.824400594162921
239,2,62776,-0.0393119938213276,0.0858702826807951,0.647372958874501
240,2,62939,-0.0100481007860513,0.0821509950221629,0.90272106517477
241,2,63527,-0.0017476794929091,0.0824610584108786,0.983102876856339
242,2,63857,-0.00947409217746653,0.0824787516005797,0.908615799005682
243,2,65527,0.000649384430327138,0.0822083607583099,0.993701837787595
244,2,67007,-0.0423130589555445,0.0904827504922636,0.64033294077257
245,2,67023,-0.239874759172897,0.18673494489627,0.199783703142279
246,2,67024,-0.260569685448512,0.187342435585224,0.165139798949052
247,2,67976,-0.0138376564917104,0.0833891961068297,0.868298664378791
248,2,69628,-0.00265038959834241,0.0847738478947984,0.975076480840559
249,2,71825,0.0742991929943546,0.163882448628763,0.650561744760855
250,2,72389,0.00971721222687305,0.0828765655973809,0.90672924950448
251,2,72392,0.00376587915890014,0.0834414908391206,0.964027635915851
252,2,73646,0.00304764855728346,0.0817308534250227,0.970275783336911
253,2,74564,0.0341701356816985,0.0815502572979331,0.675465796138922
254,2,74739,0.0395383540092556,0.0818116830135196,0.629193050122938
255,2,79931,-0.0600963183680832,0.0921878667544048,0.514896557357662
256,2,80748,-0.0636718026348623,0.0850454396594444,0.454548773495935
257,2,80873,-0.0681190984249141,0.0819538373918207,0.406428932032807
258,2,81501,-0.0669703915042054,0.081942838799553,0.414318655763562
259,2,83526,-0.0856987320529639,0.0817659668831375,0.295310610545533
260,2,83845,-0.089502005052491,0.0818323841540164,0.274822022747833
261,2,84412,-0.0483055218239636,0.206559603859794,0.815231137825565
262,2,84412,-0.0791641982426139,0.103356931845168,0.444229661381939
263,2,84447,-0.016773966246329,0.0830126895640535,0.83998224184535
264,2,87391,-0.0692120265571039,0.0815257790835528,0.396479570004159
265,2,87562,-0.0464582839580462,0.0817781095621506,0.570327083176613
266,2,87849,-0.0547140303717357,0.0817558877858391,0.503782035121372
267,2,87878,-0.0612479001747989,0.0820945767228363,0.456124614576916
268,2,88125,-0.0799789619947191,0.0912628164842508,0.381431036399623
269,2,89785,-0.091109933225109,0.0820252133610883,0.267429737883019
270,2,93441,-0.0719972510747362,0.0845345415359605,0.394963403095207
271,2,93588,-0.0567550806654924,0.087540532182749,0.517193568584039
272,2,93721,-0.0895057136040432,0.0817816727567872,0.274505158623742
273,2,93952,-0.0899069475532587,0.0815457008501717,0.270980477637603
274,2,95085,-0.0896277993068466,0.081660771210492,0.273143687013019
275,2,103188,-0.0039122602960035,0.0837854501962601,0.962783683821756
276,2,107124,0.0439259499242576,0.0818072824557755,0.591644384746311
277,2,111645,0.105025034597046,0.0817020896658738,0.199473128555489
278,2,111916,0.10064164791308,0.0819111638534896,0.220014686072754
279,2,111931,0.0983655204443644,0.0820447700006704,0.231361336573042
280,2,111999,0.117554468181906,0.0816771211442897,0.15096350417668
281,2,114528,0.0686363022650877,0.0823067815092479,0.404896628745378
282,2,116024,0.0906707156161095,0.082442584247491,0.272166822965945
283,2,119244,0.0104132668335762,0.0900044284629438,0.907958255544889
284,2,119246,-0.0012916429903671,0.090966217877678,0.988679119492906
285,2,119247,0.0270568035616117,0.0916117303510786,0.767906174163721
286,2,120090,0.0494419966117385,0.0822154453072527,0.547978797767593
287,2,120291,0.0471274926566693,0.0831604024443991,0.571274139397922
288,2,120726,0.0594568612038438,0.0826569775684967,0.472419372657097
289,2,121716,0.032424338976644,0.0826055642155431,0.69491091282418
290,2,123100,0.0175488872147197,0.0827322912796446,0.832138540958429
291,2,124677,-0.0956359711020681,0.0824666448185207,0.246957711639727
292,2,127636,0.0916941124031996,0.104386364233207,0.380318312482
293,2,127887,-0.00764875718658264,0.0831890787839408,0.926794491384003
294,2,128935,-0.0186499150718925,0.0831055045639918,0.822566171498216
295,2,129053,-0.0119510990870538,0.0833619966901727,0.886084611235528
296,2,130040,-0.00403034792198453,0.0838729654265091,0.961701175607151
297,2,130976,-0.0239589615093383,0.0831803006050864,0.773487848797413
298,2,132199,-0.0428220571041571,0.0835445630305317,0.608575889816561
299,2,133355,-0.0521811639604031,0.0840951500605674,0.535328078982179
300,2,133435,-0.0680993738283278,0.0842448866978021,0.419433418325553
301,2,133943,0.0290613819469513,0.098711310065733,0.7686193381702
302,2,135183,-0.0491429036825513,0.0843289708642789,0.56043210593987
303,2,135402,-0.0726497644065063,0.0842681112601886,0.389203242227578
304,2,135898,-0.0540170002188032,0.0847554068805173,0.524324301691529
305,2,135912,-0.0466755595988839,0.0848304268597627,0.582515163068463
306,2,135925,-0.0514970939412083,0.0844378808174387,0.542332749005567
307,2,136002,-0.0846601474933588,0.0842987995906516,0.315928444808367
308,2,136173,-0.0472040417152251,0.0849792638196366,0.578920168027636
309,2,138209,-0.0461308308305626,0.0874750892864305,0.59827515027051
310,2,138318,-0.0742143336952914,0.0871714357614864,0.395146182805396
311,2,138695,-0.0710293118533747,0.0856819226390875,0.407671208961265
312,2,138818,-0.078316619908525,0.0855064623409547,0.360336938274788
313,2,139728,-0.0498928932724017,0.0854132587255242,0.559502428291459
314,2,140174,-0.053903944039241,0.0854063542630378,0.528353012203591
315,2,140863,-0.0603054250598516,0.0853596385615201,0.48035174304501
316,2,141152,-0.0405548929720501,0.0856333821810537,0.636086895664888
317,2,141292,-0.0581428726544893,0.0849883468612368,0.494343468776241
318,2,141545,-0.0804645320588331,0.0853515660137123,0.346457474263037
319,2,145823,-0.050835518370929,0.0886758243244632,0.566824398297457
320,2,145934,-0.12491324295053,0.146026439838205,0.392901530696318
321,2,145980,-0.0488863095786674,0.0894974106149084,0.585251836609004
322,2,146723,-0.0411743369925366,0.085276650433886,0.629513978182098
323,2,147946,-0.129772139502327,0.0858086858885862,0.131341424008198
324,2,150394,-0.13082218236056,0.0935185547012029,0.162723933433827
325,2,151274,0.0522082708869558,0.146875019331733,0.722456922463771
326,2,151397,-0.0605257693961581,0.0862412942536405,0.483254571742936
327,2,153035,-0.0536636969563928,0.08531416109701,0.529747522897711
328,2,153228,-0.00167866740659894,0.0859847956967056,0.984435046879566
329,2,153455,-0.0429148746664292,0.086603711742385,0.6205332697297
330,2,153732,-0.0317346089289383,0.0895548694449968,0.723281149120667
331,2,153815,-0.0538187382103799,0.0862538891318627,0.533058672462145
332,2,154160,-0.0137285094176254,0.0853940626685043,0.872369229558667
333,2,154235,-0.00737404733298153,0.0862490514763816,0.931914638648108
334,2,155527,-0.0310933701692546,0.0935998259782352,0.73993937703441
335,2,159870,-0.038313502124296,0.0840468066099739,0.648771599295051
336,2,161229,-0.0337866630257542,0.0853430156203679,0.692423475987843
337,2,161451,0.220283201332773,0.182407046426856,0.227991825077326
338,2,161451,-0.240401728783383,0.182922611226966,0.189623346312293
339,2,162696,-0.0621235227388004,0.0849303255628732,0.464980729667543
340,2,163284,-0.0561096700021479,0.0838151821415861,0.50364915370118
341,2,164166,-0.0400683646265596,0.0846202183256544,0.636143369725878
342,2,165270,-0.0390818327578057,0.0839094535535794,0.641673126039998
343,2,165675,-0.056485677254692,0.0852693947906057,0.508122892120692
344,2,166404,0.0191294548428411,0.221128961473708,0.931111534547207
345,2,168012,0.0231933652252927,0.103128717474712,0.822189335914275
346,2,168062,-0.00620571343893173,0.0845550432235884,0.941535284380176
347,2,168518,-0.0062012219115386,0.0840708938301352,0.941241688509593
348,2,168980,-0.0146665329397526,0.0840280029498361,0.861538491545729
349,2,169651,-0.0109774083822884,0.0840695114648528,0.896185599098789
350,2,169902,0.150510858584746,0.140294849554034,0.284085573923947
351,2,169960,0.0704756823509936,0.130838743333647,0.59047108396555
352,2,170725,-0.0467048733463676,0.0841845008949662,0.579388403488588
353,2,171254,-0.0378081397045242,0.0843334830634138,0.654199430119956
354,2,172242,-0.0785599145101353,0.0832553918395691,0.34601867702684
355,2,173254,-0.0280767591871273,0.0827080396701686,0.734458833166166
356,2,173340,-0.0206999730878829,0.082704189838441,0.802509240245388
357,2,173385,-0.0234946617653348,0.0827782565510238,0.776709753569474
358,2,173973,-0.0107817885629281,0.0825657801509706,0.896178605180305
359,2,174714,0.314110919184498,0.21104781660271,0.137554010827029
360,2,177341,0.0107394475255601,0.0822844579933406,0.896232452433758
361,2,180314,-0.0388338734255272,0.082288098077767,0.637271357534625
362,2,180339,-0.0222320553635997,0.0825135266583264,0.787752161446419
363,2,182758,0.0157567357387812,0.082221786194369,0.848136747631279
364,2,183619,-0.00958206530657146,0.0825482823722138,0.9076564834496
365,2,183913,-0.0298932934182873,0.0846256958284906,0.724118377288184
366,2,184146,-0.0140942784882727,0.0852050403271651,0.868711237530159
367,2,187176,-0.0733350362386309,0.0829074495368818,0.377006330239674
368,2,191066,-0.0629120683161738,0.0835526689254499,0.451973999931217
369,2,191124,-0.0763783032483536,0.105571230438736,0.469866319838319
370,2,191128,0.067815006262713,0.0971886813301153,0.485782570205304
371,2,191599,-0.0820539016374364,0.0823453799426228,0.31970910533449
372,2,191762,-0.116052897862838,0.0855023157567653,0.17555080949309
373,2,191763,-0.0799563535880575,0.0826782496231763,0.334166905937069
374,2,191959,-0.0815241628403518,0.0824716347661847,0.323579258271137
375,2,192390,-0.0752812094293287,0.0847699913903142,0.375110824764471
376,2,195759,-0.0471653281439108,0.0832569877710155,0.571411929948242
377,2,196912,-0.0515208333036604,0.0819016568505642,0.529718420251333
378,2,197598,-0.0751802480797048,0.267593413575021,0.778913695991322
379,2,198110,-0.032254527217847,0.0824207615555446,0.695782167666891
380,2,198283,-0.0907237155057939,0.0848943999134509,0.28595066351703
381,2,198805,-0.0519618743203028,0.0827475190292683,0.530438212905793
382,2,198891,-0.0443114565103829,0.0821149508639139,0.589794413405631
383,2,199248,-0.0245423279694367,0.0823260606789979,0.765793613384667
384,2,201782,-0.043091402322037,0.0822032536460391,0.600464565180386
385,2,203285,0.000780735259470255,0.081916407701066,0.992400958981118
386,2,203783,-0.0215167203228896,0.0817320063448528,0.792504233076451
387,2,204179,-0.0113385003635246,0.081935594998846,0.890016571331198
388,2,205406,-0.0294132597071693,0.0827648685885974,0.722514645362708
389,2,205834,-0.00938172279783372,0.0823816838339522,0.909396731460496
390,2,205965,-0.0739739973023678,0.0899328909033115,0.41132112764968
391,2,207192,-0.0497571762463321,0.0822635439350178,0.545666687568172
392,2,207561,-0.0623648788664259,0.0818751006020815,0.446743182770073
393,2,208682,-0.0680054585150492,0.0817243924761251,0.405897181316221
394,2,210102,-0.0614560589321834,0.0819505213237685,0.453804421164152
395,2,212519,0.234585056132373,0.174112286010882,0.178741200583907
396,2,214801,-0.0106696900445316,0.0820099049424313,0.896559472289447
397,2,215016,-0.024343507465484,0.0819548356172977,0.766614002857278
398,2,218876,0.013361332572962,0.0828094159829601,0.871909733392861
399,2,227511,0.00700130643798635,0.0833977715796771,0.933143167753521
400,2,230378,-0.0161677721276189,0.0823431189664427,0.844452059675391
401,2,231943,-0.0199296908424647,0.0825768972768556,0.809426273248915
402,2,232156,-0.0206612761838775,0.0825425327284188,0.802492726483721
403,2,232789,-0.00876352562104832,0.0822562267886637,0.915214949372964
404,2,238524,0.0184195183989825,0.0823674744688665,0.82317760106838
405,2,241518,0.00531566087682178,0.0830879426854999,0.949025293635701
406,2,250396,-0.0581250311920547,0.0824640005558165,0.481366261430474
407,2,250466,-0.0607635517362268,0.0824294470459544,0.461515754466079
408,2,252305,-0.0875711614551855,0.0825800973618626,0.289669910722137
409,2,254571,-0.120899588678433,0.083626032032976,0.149143760029204
410,2,254742,-0.146093073866088,0.0834359584908952,0.0808212971834147
411,2,254908,-0.130595106749102,0.0841510114358676,0.121578932974924
412,2,255033,-0.0741814857158901,0.0988872088338089,0.453656474535638
413,2,255862,-0.104466840568892,0.0837445757968704,0.213060924303793
414,2,255975,-0.122634879606763,0.0833708246259894,0.142193636094091
415,2,258311,-0.163593179871774,0.081782873275553,0.0462296394590657
416,2,259284,-0.126685783277123,0.0822460750401976,0.124376768907926
417,2,266330,-0.0930296233756689,0.0827287921382398,0.261559417413418
418,2,267100,-0.0865376729214965,0.0827426986783453,0.296339097141993
