SNP,Chr,Pos,Effect,SE,ERG11_ERG5_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
91,1,116283,0.0154571481512628,0.0734059639858297,0.833343741301298
92,1,126880,-3.35648084768188,1.36575797845858,0.0144671659346972
93,1,127853,0.0333465249941694,0.0732523931781123,0.649225230743747
94,1,128302,0.0480140695977621,0.0729476861944775,0.510839505295606
95,1,128704,0.0699076892771319,0.0729702922967972,0.338703585475341
96,1,128911,0.0691927953453348,0.0729803194143638,0.34372606383189
97,1,130267,0.0371717244267332,0.0730117420886976,0.610986330587767
98,1,130271,0.0405085483905407,0.0730934382444522,0.579791348111147
99,1,130613,0.0460789186363997,0.0737678234945776,0.532605675855099
100,1,132012,0.0461816372725334,0.0736108884182651,0.530818984642867
101,1,133231,0.0181505033179624,0.0731229018701238,0.804109196543649
102,1,137074,0.0511224882431083,0.072974567749431,0.48404404773776
103,1,137304,0.0716084453372645,0.0729511668888617,0.326972054444071
104,1,139686,0.0502767537375048,0.0730976960095058,0.492029056495483
105,1,149562,0.0528578828981396,0.0732595331158966,0.471070072303851
106,1,150447,0.0225870751616958,0.0741169961677239,0.760736972300761
107,1,151446,-0.0463144211592539,0.148897269764532,0.755946589802593
108,1,154084,0.0767331575661747,0.0742435114174732,0.302061833949076
109,1,156633,0.0351809961734519,0.0753519029670361,0.640867123337775
110,1,157269,0.0374936192965276,0.0729789794880899,0.607741812811658
111,1,160054,0.00976144711082771,0.0736980460551501,0.89470232239948
112,1,166222,0.0151266758885336,0.0731503436237732,0.836293986021333
113,1,166416,0.024223782736575,0.0729948731286235,0.740194981752631
114,1,167326,0.00736553110497773,0.0734200731877586,0.920146913575081
115,1,168836,-0.00291491941416311,0.0730730160834839,0.968202973051291
116,1,171200,0.0267501742844122,0.0731687619854954,0.714885865493799
117,1,171431,-0.000807669572946923,0.0736394837012214,0.991255263184724
118,1,173339,0.0142404822799718,0.0730628955177594,0.845577749148739
119,1,173845,0.0131375251406156,0.0730029099833997,0.857288074998671
120,1,175121,0.0316583200668412,0.0728420210251689,0.664106612926346
121,1,175281,0.0173812348017067,0.0729175699121533,0.811733787723792
122,1,175315,0.02032067208106,0.0728924588995704,0.780579931777641
123,1,175523,0.0175649547288046,0.0733075716770593,0.810774559529087
124,1,175541,0.0189043879773751,0.0730073925150915,0.795834006300459
125,1,175653,0.0136604680539239,0.0732417581168304,0.85215039563229
126,1,175805,-0.0132787294571861,0.0773848989253947,0.863855605929753
127,1,175818,0.0147130354300803,0.0756061670327464,0.845817269759429
128,1,175856,0.0257900289575596,0.0744419042690556,0.729214688528944
129,1,175876,0.0217847380194003,0.0733043632865381,0.76650235534909
130,1,175989,0.0113387313653454,0.0735202313569179,0.877519675987653
131,1,176001,0.00724880922959953,0.0739048044563031,0.92192200928074
132,1,176451,-0.0113498639285733,0.0747917533345998,0.879468539067645
133,1,177692,0.00968038625081635,0.0728986616469008,0.894433249787382
134,1,178191,0.020746552336658,0.0729645113828823,0.77631841075197
135,1,178224,0.00968038625081635,0.0728986616469008,0.894433249787382
136,1,178960,-0.0112762114575521,0.0734802762594543,0.878123989006919
137,1,179139,0.00378931845502706,0.145640475918592,0.979257439404799
138,1,179139,-0.310999249850356,0.292856741932011,0.288984311421653
139,1,180955,0.088361847426405,0.0842571629124803,0.295026252560029
140,1,183802,-0.0145154019170441,0.0729055687394683,0.842300187909539
141,1,183954,-0.0189585756390258,0.0734335329136841,0.796423637049611
142,1,184450,-0.00550709606316239,0.0727968591863255,0.939740261264616
143,1,184641,-0.0170331306700983,0.0749104249243223,0.820259921324976
144,1,184718,-0.0139578721237288,0.0732072953033552,0.848899771955587
145,1,185296,0.00227239563038759,0.0729003820870945,0.975150588718519
146,1,185438,-0.0168297461129483,0.072898421185864,0.817552873348583
147,1,185469,-0.0192306837616567,0.0730019643208552,0.792375231177224
148,1,185503,-0.0270900908200153,0.0728060317915333,0.71005223361713
149,1,185705,-0.0247631064126937,0.0736223789152358,0.736804557664257
150,1,185749,-0.0306610939141912,0.0736160895431781,0.677297372162704
151,1,185806,-0.0185531695910592,0.073725884610139,0.801457514923311
152,1,185879,-0.0218774370939687,0.0740796309894263,0.767920586340145
153,1,185916,-0.0278543016372706,0.0740402442679026,0.706990584979506
154,1,185941,-0.0207426620700849,0.0743694858773143,0.780474446163678
155,1,185954,-0.0309526273162219,0.0745767009743878,0.678361684727046
156,1,186055,-0.0177529609338533,0.0731000258121149,0.808256084808538
157,1,186896,-0.0465826991267737,0.0742633071377167,0.530891700982671
158,1,187697,0.0185823967935956,0.151534369392359,0.902471255343126
159,1,189392,0.193821365010312,0.151982385778727,0.203045853194834
160,1,189416,0.373743317803703,0.146004663986339,0.010888978633966
161,1,190132,0.0482071082313999,0.0731538842267443,0.510336813402569
162,1,190148,0.0390374943047059,0.0731914577188318,0.594119117457357
163,1,190165,0.0453756894051166,0.073744053971431,0.538744380220234
164,1,190169,0.0403117514895116,0.0736603393978051,0.58454226018986
165,1,190933,-0.0905777098957222,0.0729348288259976,0.215098216353321
166,1,192149,0.0253489320287513,0.073679229085324,0.731017683689689
167,1,192302,0.00979080153177936,0.0972993398646123,0.919904823968316
168,1,192303,-0.0538413397851034,0.0878046857969494,0.540142698271929
169,1,192305,-0.0268683192534178,0.0912819751671082,0.76866791552178
170,1,192315,0.0940557720970752,0.103442964595103,0.363837244207112
171,1,192795,-0.0568999251652591,0.0728927275936691,0.435562035635223
172,1,194020,-0.0131840281401695,0.076841054783796,0.863869728695934
173,1,194187,-0.0289609276563427,0.0729997823588508,0.691809094314222
174,1,194867,0.0164424704912602,0.072971071075048,0.821854029553517
175,1,197325,-0.0235081058892655,0.0747465793630292,0.753324002457724
176,1,197392,-0.0535093805746608,0.0756643904753542,0.479912699944711
177,1,198857,-0.249881773334378,0.349668591580891,0.475313356182368
178,1,206666,-0.0170536559939771,0.0820682056532038,0.835506078821085
179,1,206675,0.062065725528365,0.106801076052899,0.561521070589188
180,1,223051,-0.0809106336460343,0.0844598062772983,0.338729510472117
181,1,223059,-0.0634010046269005,0.0877514630351362,0.470461494851654
182,2,7366,0.0748916138370461,0.105767400817421,0.479363831499673
183,2,8180,-0.220601410955831,0.145249219960057,0.129713322895488
184,2,8187,-0.213706349539422,0.151110110170823,0.158172066599615
185,2,8250,-0.27895568146975,0.148555496285253,0.0612344694069348
186,2,8253,-0.317353182209718,0.148337022032112,0.033088183638174
187,2,8285,-0.129020386234209,0.0806494762187455,0.110544823662858
188,2,8302,-0.123608609783629,0.0754800433132281,0.102389335589224
189,2,8306,-0.123608609783629,0.0754800433132281,0.102389335589224
190,2,8314,-0.117604772943388,0.0739474717297821,0.112643725656119
191,2,8317,-0.128283995432048,0.0755966888184039,0.0905870979810078
192,2,8328,-0.129511979770805,0.0752497575008588,0.0861097800696326
193,2,8331,-0.132481353146656,0.0750924285926856,0.0785557887332933
194,2,8498,-0.148368225318653,0.0736812705605387,0.044804832713453
195,2,8651,-0.149356767882382,0.0737453979480965,0.0435883638649055
196,2,9418,-0.0384109625163731,0.188629261565668,0.838758385077884
197,2,9812,-0.153384624671483,0.0741653695543008,0.0393544756661633
198,2,9932,-0.141136622660675,0.073938649561814,0.0570941876623438
199,2,10135,-0.133489701250961,0.0736929381320886,0.0709238891548391
200,2,11616,-0.151752648797453,0.0735136886461824,0.0397215879396075
201,2,12133,-0.131131711158731,0.0739213183713504,0.0769356635086312
202,2,12194,-0.131232769060917,0.0742092017798695,0.0778549464570898
203,2,12359,-0.118676165897824,0.0740503551649275,0.109908234432375
204,2,13061,-0.145251653190711,0.07391057069095,0.0501707675682337
205,2,14298,-0.130888943028082,0.0742220093081018,0.0786848352740529
206,2,15222,-0.15892269125052,0.0747984331841369,0.0343077864886028
207,2,17986,-0.155303114438659,0.0734926803084197,0.0352869058825669
208,2,19770,-0.151220371946548,0.0740311568776498,0.0418287086444591
209,2,19836,-0.14282660429815,0.0738726996884969,0.0539843729830175
210,2,19851,-0.14765871230851,0.0740644362179102,0.0469592148164938
211,2,21595,-0.148063221363698,0.0737527870369307,0.0454516861826353
212,2,22385,-0.171129211526856,0.0736819727495923,0.0207720373134842
213,2,23441,-0.158676560801881,0.0744866328207047,0.0338404273870839
214,2,24209,-0.134891362388898,0.0739991592939089,0.0691677639341364
215,2,24341,-0.122827633216611,0.074235181464224,0.0988996754585162
216,2,26815,-0.164535020243515,0.0739162205380274,0.0266473363744548
217,2,28209,-0.19593129898026,0.0737243273380446,0.00822721361805936
218,2,28695,-0.196631660584708,0.0770805875935905,0.011163072466069
219,2,35849,-0.495619899547447,0.797044725202906,0.534460344128116
220,2,35850,-1.50586604345678,0.972035555781341,0.122232516512457
221,2,41245,-0.185071674243411,0.0735156296070336,0.0122630033419462
222,2,43214,-0.171970424570155,0.0748173574355583,0.0221150609444921
223,2,47104,-0.136475127504069,0.07291296097119,0.0620674159677329
224,2,50915,-0.134825850594382,0.0736450322333057,0.0679803040932389
225,2,55834,-0.148041401385115,0.0732292219528923,0.0439701018672186
226,2,56422,-0.141441614812438,0.073398533825865,0.0547774681084216
227,2,57715,-0.125140488040927,0.0732381230906339,0.0883893144581336
228,2,59046,-0.125576201323211,0.0736095677557092,0.0888920210811213
229,2,59191,-0.138858445157124,0.0731166110450732,0.0583615339816973
230,2,59383,-0.149705617149489,0.0730772381797464,0.0412409077154893
231,2,59477,-0.141809267794634,0.074233690298847,0.0569035086804696
232,2,59755,-0.0119632860989043,0.167649652318033,0.943152571309485
233,2,60471,-0.12749347029718,0.0732959145293366,0.0828299607765983
234,2,60478,-0.123803023572193,0.073398169552931,0.0925384117742668
235,2,60786,-0.130459959011113,0.0732437842693219,0.0757437099268728
236,2,61035,-0.135949180838937,0.0732101665803739,0.0641480158298524
237,2,61071,-0.130496301632647,0.0729030381022295,0.0743111765060688
238,2,61675,-0.130501644153995,0.0731147953972584,0.0751382496922087
239,2,62776,-0.12914137300369,0.0763487186659277,0.091630118751406
240,2,62939,-0.120722153429084,0.0730349351142187,0.0992327228124912
241,2,63527,-0.108917861824301,0.0733635576894373,0.138533816330893
242,2,63857,-0.147077365159389,0.0731919279755549,0.0452474595262548
243,2,65527,-0.144690393432143,0.0729613819703925,0.0481298443700651
244,2,67007,-0.0945516752233461,0.0806192282510505,0.24165964591222
245,2,67023,-0.191123797054667,0.166730228925498,0.252445161961424
246,2,67024,-0.237092399967738,0.167175262182742,0.157006815827227
247,2,67976,-0.0817449190238743,0.0742961270212543,0.27196939709666
248,2,69628,-0.0745302339183631,0.075552277010206,0.324577026642695
249,2,71825,-0.130263573726376,0.146134737766173,0.373325211647767
250,2,72389,-0.0104292469220536,0.07396237112595,0.887944471162531
251,2,72392,-0.0049586304617848,0.0744669273801689,0.946947110749354
252,2,73646,-0.0335791046049605,0.0729187699321018,0.645440810840051
253,2,74564,-0.0283427399375461,0.0727818174712534,0.697199849002124
254,2,74739,-0.000513768599845588,0.0730368072024039,0.994391397333287
255,2,79931,0.0427191007807289,0.0822909666333687,0.604000552621895
256,2,80748,0.016261717383438,0.0759539246170463,0.83059287485004
257,2,80873,0.00109896766045066,0.0732110413020763,0.988031920631065
258,2,81501,0.0189956370860332,0.0731918844001256,0.795376077699584
259,2,83526,0.0413274851531615,0.0730522070281781,0.571939919852721
260,2,83845,0.0530512384971942,0.0731002604412176,0.468483607852927
261,2,84412,0.399515596500863,0.183127538819703,0.029796367572201
262,2,84412,-0.0315522641201493,0.0923020123691887,0.732676803196349
263,2,84447,0.0612701633086343,0.074016977402454,0.408351388505134
264,2,87391,0.099922554656898,0.0726373068406315,0.169806334499341
265,2,87562,0.0978519489193156,0.0728300733780023,0.179952064157982
266,2,87849,0.0936413156450995,0.0728388216721348,0.199426740987412
267,2,87878,0.106838915550826,0.073102033651915,0.144766759220475
268,2,88125,0.0735943833362165,0.0814417151371448,0.36680001694214
269,2,89785,0.0395536092592271,0.0733008166320214,0.589808524701751
270,2,93441,0.00885012322775083,0.0755186753733875,0.906775198196187
271,2,93588,-0.0167179011777241,0.0781667961752197,0.830768239429854
272,2,93721,-0.0132976716834537,0.0731061776652302,0.855769281107915
273,2,93952,-0.00308736660316485,0.072900297217249,0.966243204233212
274,2,95085,-0.025278082592762,0.0729898271948304,0.729306043289144
275,2,103188,0.00665746155206887,0.0747735373533481,0.92910458981865
276,2,107124,0.0271097625005241,0.0730242889140294,0.710679192160925
277,2,111645,0.0139451372961839,0.0730815467154331,0.848779352798945
278,2,111916,0.0204412624130091,0.073249508310498,0.780359531075835
279,2,111931,0.021641222450725,0.0733605639565564,0.768168799303941
280,2,111999,0.0122737873547029,0.0731032136152778,0.866760705108322
281,2,114528,0.0535097268518723,0.0734716481391909,0.466910097834735
282,2,116024,0.0608935614275531,0.0736303585868061,0.408786084388076
283,2,119244,-0.067288922026242,0.08024590182627,0.402298268746624
284,2,119246,-0.0543785711693167,0.0811310209254787,0.503132709651698
285,2,119247,-0.0976598458645723,0.0816034152039791,0.232202553152056
286,2,120090,0.024123279894492,0.0733993450320055,0.742609106708934
287,2,120291,-0.00478343973811401,0.0742496399169696,0.948669291415162
288,2,120726,0.0329013757510647,0.0738003133019049,0.656003320273754
289,2,121716,-0.0412979246000653,0.0737044770094461,0.575618163626649
290,2,123100,-0.014371213453611,0.0738349999563401,0.845787084157541
291,2,124677,-0.0614733501656921,0.0736646192069772,0.404561943879287
292,2,127636,0.074582723696508,0.093176626815374,0.423991644574794
293,2,127887,4.90833108306443e-05,0.0742428045519522,0.999472877035923
294,2,128935,-0.00435908000493268,0.0741722574980578,0.953168811342167
295,2,129053,-0.00576526395037935,0.074397768832274,0.938275716720508
296,2,130040,-0.00636321700196274,0.0748517274042468,0.93230087249457
297,2,130976,-0.0271578944005084,0.074228731998819,0.714682964125132
298,2,132199,-0.0467817643492552,0.074545334696425,0.530697121040949
299,2,133355,-0.0100620939461737,0.0750895453832211,0.893477939308893
300,2,133435,-0.0372393069167896,0.0752276164680972,0.620892736357065
301,2,133943,0.075466789420623,0.088013905286617,0.391782594956933
302,2,135183,-0.0262223831195516,0.0752824661172165,0.727807564858072
303,2,135402,-0.0331318946664338,0.0752633724253585,0.660052462533663
304,2,135898,-0.0538055319673021,0.0756290868697478,0.477281686065568
305,2,135912,-0.0544181604402687,0.0756837890479086,0.472604271107924
306,2,135925,-0.0616289266722998,0.0753247099595005,0.413808206022399
307,2,136002,-0.0660111004412012,0.0752577162266975,0.381010414257199
308,2,136173,-0.0361290542849328,0.0758483285270332,0.634131920960713
309,2,138209,-0.0628906125940878,0.0780259351131128,0.4207728641969
310,2,138318,-0.0713447304078376,0.0777831548953029,0.359650462242486
311,2,138695,-0.0800967390444929,0.0764222313203931,0.295318047192261
312,2,138818,-0.0652664821564359,0.0763216668855564,0.393048073318992
313,2,139728,-0.0621262260926199,0.0761919936991263,0.415398644127115
314,2,140174,-0.0836388398009915,0.0761336762083931,0.272700566810047
315,2,140863,-0.0826608539760771,0.0761058027839576,0.278162269854119
316,2,141152,-0.0947169250422049,0.0762812012181352,0.215178635481538
317,2,141292,-0.0995269309482572,0.0757128466016482,0.189520797967069
318,2,141545,-0.091116247581011,0.0761133102081299,0.232065736954103
319,2,145823,-0.0962144868331103,0.0790095969691787,0.224129707777647
320,2,145934,-0.260615569518853,0.129716440546157,0.0452855664480151
321,2,145980,-0.0969155444129548,0.0797388506387388,0.225021294939264
322,2,146723,-0.118556152151221,0.0758681308399909,0.119028423913137
323,2,147946,-0.132770875415781,0.0765017770136834,0.0835202239391328
324,2,150394,-0.175026196031159,0.0831713685639796,0.0360498151604861
325,2,151274,-0.0343575987154807,0.131088999847748,0.793402091978427
326,2,151397,-0.139890991960744,0.0766587980601986,0.0688683259006242
327,2,153035,-0.0676756208855935,0.0760958952824727,0.374422522778155
328,2,153228,-0.0578730961938816,0.0766751415763899,0.450882428345187
329,2,153455,-0.0555169059374356,0.0772596894440601,0.472877976981313
330,2,153732,-0.0641357050639306,0.0798643463689893,0.422481564603226
331,2,153815,-0.0653787997038044,0.0769408878392626,0.396052449515816
332,2,154160,-0.0665102358256229,0.0761302802765615,0.382909854298888
333,2,154235,-0.0537388617787877,0.0769204192092225,0.485243704826242
334,2,155527,-0.0581241347651296,0.0834887236004917,0.48676707597308
335,2,159870,0.00302250075513943,0.0750292953185518,0.967889264388648
336,2,161229,0.0262629123554587,0.0761682730180627,0.730449167448162
337,2,161451,0.158215932947289,0.162907207713875,0.332112304468341
338,2,161451,0.0295211386219378,0.163640242571777,0.856939970972094
339,2,162696,0.039404982163308,0.0758243070291106,0.603606769446299
340,2,163284,0.0416779528557989,0.0748152680808066,0.577827051878544
341,2,164166,0.0695921863733493,0.0754522503701584,0.356984270826674
342,2,165270,0.0601210751076047,0.0748394404850269,0.422322233834584
343,2,165675,0.0739596957024493,0.0760439552435192,0.331422396755627
344,2,166404,0.284142968944221,0.196767831019719,0.149611300066216
345,2,168012,0.024294311661003,0.0920345139203887,0.791957397055972
346,2,168062,0.0922548108153918,0.0753016214405272,0.221340404561552
347,2,168518,0.0632928516205153,0.0749538033460554,0.399003971419787
348,2,168980,0.0808372935192594,0.0748703237293554,0.281014101903475
349,2,169651,0.0690756951066565,0.074939336637517,0.357286012327875
350,2,169902,0.145278659456903,0.125171180570918,0.246572701430349
351,2,169960,0.119429785573359,0.116641654540687,0.30658205629141
352,2,170725,0.0660356638894131,0.0750808037096429,0.379713431816767
353,2,171254,0.0472740120615329,0.0752426014766006,0.530221670847678
354,2,172242,0.0400244894012207,0.0743642370403798,0.590762792586337
355,2,173254,0.0289817889062801,0.0738085432919472,0.694806351125305
356,2,173340,0.031621113882778,0.0737965372405612,0.668555400006833
357,2,173385,0.0378230483401527,0.073856276269344,0.608889431691931
358,2,173973,0.0341291399736242,0.0736650404942573,0.643433625290219
359,2,174714,-0.0379616549999984,0.188928412176517,0.840867917714215
360,2,177341,0.0157153043087674,0.073431596851331,0.830660610467766
361,2,180314,-0.0242131575361795,0.073449695166011,0.741855174192057
362,2,180339,-0.017069364810518,0.0736409882621641,0.816834165891094
363,2,182758,-0.0155022801251958,0.0733778355055819,0.832801217213485
364,2,183619,0.0157011096864527,0.0736667043087672,0.831343043635999
365,2,183913,0.018797630954577,0.0755307423621195,0.803603054227855
366,2,184146,0.0229098077453957,0.0760342263607937,0.7633561779571
367,2,187176,-0.00638036493995953,0.074071751185261,0.93140584830851
368,2,191066,0.00367206613816728,0.0746260014538069,0.960782754543172
369,2,191124,-0.13604802427834,0.0940081786632814,0.148730184761208
370,2,191128,0.132803280402054,0.0865073310568416,0.125638357977131
371,2,191599,-0.0346561595243626,0.0735691219737381,0.637882176704888
372,2,191762,-0.0492774851743694,0.0764602480577475,0.519679535180472
373,2,191763,-0.0401462524451804,0.0738528022751958,0.587061106509588
374,2,191959,-0.0427327972217598,0.0736683316804497,0.562237403620614
375,2,192390,-0.0597854581097812,0.0756703850177354,0.430013005102173
376,2,195759,0.0163267131292906,0.0743312094517563,0.826272141522628
377,2,196912,0.0015718533002774,0.0731338679479431,0.982864671850189
378,2,197598,0.0221154587555281,0.238836968082611,0.926276680825227
379,2,198110,-0.0231082677083981,0.0735619055086645,0.753605120666124
380,2,198283,-0.0311120251089334,0.0758682153420432,0.681996147819467
381,2,198805,5.61448123715391e-05,0.0738890820265785,0.99939415460701
382,2,198891,0.0199665197422217,0.0733058301043938,0.785494575593693
383,2,199248,0.00310181339564009,0.0734807794358876,0.966353098824059
384,2,201782,0.0186894536671159,0.0733839250813244,0.799118191949701
385,2,203285,0.0310795747013242,0.0730874149640209,0.670922007676731
386,2,203783,0.0125815722766037,0.0729456408327219,0.863160018304653
387,2,204179,0.0324672167690804,0.0731048090122215,0.657228855834581
388,2,205406,0.0298983685850879,0.0738594015532804,0.685868887271828
389,2,205834,0.032372010579044,0.0735025165703499,0.65990219046883
390,2,205965,0.0604178515718518,0.0802729110033091,0.452158545464398
391,2,207192,-0.00795950307539761,0.0734527361462117,0.913769919241842
392,2,207561,-0.00311946041348954,0.0731290945612895,0.965999155371829
393,2,208682,0.0174219406092554,0.0730003695964084,0.811511201698598
394,2,210102,0.0112856428600085,0.073192337751397,0.877546789123152
395,2,212519,0.0864964604376688,0.155717115904804,0.57892386941544
396,2,214801,-0.010557992817159,0.0731891619023594,0.885380458247051
397,2,215016,-0.0348869190770359,0.0731259868273296,0.633600634860636
398,2,218876,-0.0862654113706932,0.0737630504523098,0.242993894038538
399,2,227511,-0.0837300050055705,0.0742953677964757,0.260512954467792
400,2,230378,-0.0793180992665009,0.0733695963372774,0.280401375380577
401,2,231943,-0.0876370205651094,0.0735539050850092,0.234270920855022
402,2,232156,-0.0933331775139665,0.0735037713894471,0.205001556378414
403,2,232789,-0.0777654975601683,0.0732937973845572,0.289410452660667
404,2,238524,-0.0723138713632011,0.0734130585837779,0.325285288786935
405,2,241518,-0.0535260018541014,0.074097339614402,0.470542760396355
406,2,250396,-0.0805689170914041,0.073521639325095,0.273890133186245
407,2,250466,-0.0857377013004138,0.0734790182026242,0.244065683876386
408,2,252305,-0.0857550568178789,0.0736744786885917,0.24522131663162
409,2,254571,-0.0594353877711884,0.0747856171492031,0.427296683856086
410,2,254742,-0.0299540450339337,0.0747679064108324,0.688937095669315
411,2,254908,-0.0648613815488319,0.0752770327014793,0.389472913082596
412,2,255033,0.00581299396952106,0.0883214526463117,0.947561312208217
413,2,255862,-0.0116370635667709,0.0748996578389821,0.876619450051431
414,2,255975,-0.00318432343853559,0.074631603547105,0.965990929707743
415,2,258311,-0.00468017830893619,0.0733990247007083,0.949194637492691
416,2,259284,-0.0417366731873229,0.0736130820001584,0.571092468325291
417,2,266330,-0.055122088332787,0.0739050453921697,0.456254318549437
