SNP,Chr,Pos,Effect,SE,FMP45_MID2_noMTX_5.FC_avg_logratio_Fitness_minus_ref.GLM
55,1,70906,0.0427413030594037,0.0787748971047615,0.587764717621138
56,1,74327,-0.0270147949189049,0.0493078780042879,0.584120642543648
57,1,74572,-0.0127612164208348,0.0491928201062858,0.795468455962476
58,1,75211,0.00939099946772595,0.0491052823968732,0.848445835449928
59,1,76030,-0.0170174730934362,0.0490994726149135,0.729104537554702
60,1,80108,-0.0566240416855497,0.0490036261663584,0.248664310831695
61,1,81262,-0.0649100887977901,0.0489559026221575,0.18573381691405
62,1,81999,-0.0713565765794459,0.0490506944443096,0.14662665277533
63,1,82431,-0.0448527969333944,0.0493727157199068,0.364258667109416
64,1,83284,-0.0334534967115884,0.049038384824056,0.495566184060904
65,1,83613,-0.0421330545052109,0.0490140185705198,0.390586168167088
66,1,84112,-0.0530689821816153,0.048989338733521,0.279425235299741
67,1,84701,-0.0977861298973486,0.0522878068776995,0.0622901933868575
68,1,84858,-0.0635341798027181,0.0490928658430186,0.196455077501027
69,1,85751,-0.0741894438679851,0.0492534219738389,0.132889622532179
70,1,87445,-0.0650481472366601,0.0493947211092627,0.188724785418928
71,1,87467,-0.0828282990232753,0.0495795134634531,0.0956839984239039
72,1,89070,-0.087372650353444,0.0492445076647,0.0768817309987807
73,1,89616,-0.0775883452995034,0.0490238838856115,0.114393521275375
74,1,89679,-0.0816019158471763,0.0490116746828405,0.0968102763340903
75,1,89880,-0.0873759086912483,0.0489959927907219,0.0753920677320703
76,1,91472,-0.0837499387481645,0.0493807451999279,0.0907667943174438
77,1,93789,-0.0929996050585772,0.0488204090107272,0.0576012482870393
78,1,94351,-0.0974943376611846,0.0489254327755047,0.0470625129916619
79,1,99148,-0.0597674325522205,0.0489674805420327,0.223069788776926
80,1,101281,0.234776441226111,0.536527470724105,0.661954660097411
81,1,106011,-0.0489079329299725,0.0510745817791782,0.338930589563976
82,1,106800,-0.0269905719765136,0.0491158860145583,0.582990388883248
83,1,107970,-0.0225613194278923,0.0489765963204433,0.645329721888482
84,1,109000,-0.085867967410736,0.0488643898320525,0.0797385000676621
85,1,112549,0.0206056195417813,0.0490098286010071,0.674420957770565
86,1,112742,0.0363008890412581,0.0491751466008346,0.460885915955264
87,1,113050,0.045128228862035,0.0490715485515923,0.358388164046384
88,1,113135,0.0293434723009474,0.0489802667261175,0.549498717568568
89,1,114076,0.000192670294489439,0.0490051592023171,0.996865239811177
90,1,114628,0.0250363468523215,0.0491110597181956,0.61051687902463
91,1,116283,-0.0280716099556233,0.0493797873338848,0.570067951761367
92,1,126880,-1.10746625154819,0.925054018196642,0.232035492621443
93,1,127853,0.0273313145609417,0.0492889421173447,0.579579572181965
94,1,128302,0.0312235211042849,0.0490928753904501,0.525182548805593
95,1,128704,0.0168917237851721,0.0491616716056058,0.731355146970867
96,1,128911,0.0365826479946757,0.0491367709069862,0.457065412020477
97,1,130267,0.00717180915261012,0.0491505415732279,0.884071650146027
98,1,130271,0.00647201431040711,0.0492091551645707,0.895438471115879
99,1,130613,-0.00584421362046475,0.0496692550433453,0.906401922383884
100,1,132012,-0.00973960896505055,0.0495620881667545,0.844321518110024
101,1,133231,-0.0188045558203528,0.0492029097417997,0.702555007973594
102,1,137074,-0.0492458657487986,0.0490731481341424,0.316297616554294
103,1,137304,-0.0466390334425723,0.049097465438495,0.342798983962212
104,1,139686,-0.0696558621269006,0.0490849707145549,0.15675590989583
105,1,149562,-0.0504959820242108,0.0492638224702615,0.306059672723105
106,1,150447,-0.0341259942518038,0.0498512621248792,0.494073161900829
107,1,151446,-0.174713230600725,0.099783286102359,0.0808271235225172
108,1,154084,-0.0451861270839354,0.0499806273328794,0.366573346563207
109,1,156633,-0.0576665638448456,0.0506315327399233,0.255498141134695
110,1,157269,-0.0485854696359453,0.0490621957953407,0.322714001127209
111,1,160054,-0.0711751102440025,0.0494521881860163,0.150959830808773
112,1,166222,-0.0585635043798406,0.0491314663372193,0.234071564142219
113,1,166416,-0.0547838008840511,0.0490436947414123,0.264736655915259
114,1,167326,-0.0548772110165599,0.0493230757702024,0.266634255001043
115,1,168836,-0.0401594577633121,0.0491288576874887,0.414233460141661
116,1,171200,-0.0219159731245762,0.0492351612832564,0.656499728248436
117,1,171431,-0.0271058462835669,0.0495354368711267,0.584586338672711
118,1,173339,-0.0388742821673512,0.0491275062670043,0.429304020720149
119,1,173845,-0.0340387676062676,0.0490968828020403,0.488578502360885
120,1,175121,-0.0250213072360736,0.04901479724451,0.610030953779603
121,1,175281,-0.0198095030686095,0.0490632353329481,0.686637717690832
122,1,175315,-0.0260268000350223,0.0490395530326304,0.595939086856055
123,1,175523,-0.0345149521859668,0.0493028683009438,0.484351111707078
124,1,175541,-0.0229835322219124,0.0491204966306889,0.640144092525132
125,1,175653,-0.0373981883870934,0.0492510008430798,0.448156768741826
126,1,175805,-0.0805560046987728,0.0519023266790441,0.121541714310836
127,1,175818,-0.0560070210707494,0.0507952670587207,0.270950690499727
128,1,175856,-0.0411940031904602,0.0500569515233322,0.411096151630461
129,1,175876,-0.0186293213970335,0.0493271163771396,0.705903494432401
130,1,175989,-0.0231363197404283,0.0494625213546784,0.640248762440879
131,1,176001,-0.0251955241571465,0.0497175786735155,0.612630532800139
132,1,176451,-0.0533368887144287,0.0502533864866334,0.289252340781594
133,1,177692,-0.0355313792987017,0.0490226508687435,0.469057858208101
134,1,178191,-0.0340546294690803,0.049074364715795,0.488176685030617
135,1,178224,-0.0355313792987017,0.0490226508687435,0.469057858208101
136,1,178960,-0.0353783643144358,0.0494150785532615,0.474500060576836
137,1,179139,-0.0777744061589125,0.0979228643298145,0.427588444085838
138,1,179139,-0.246767272377739,0.19695801938518,0.211074050077112
139,1,180955,-0.0876176400132705,0.0565981718263817,0.122502713744697
140,1,183802,-0.0809303341416948,0.0488758473140161,0.098643895692883
141,1,183954,-0.103447607892157,0.0491148456647326,0.0358891233956877
142,1,184450,-0.0780325020618435,0.0488134079700433,0.110806958017199
143,1,184641,-0.0930169483543995,0.0501717445608701,0.0645773155465538
144,1,184718,-0.0609705080075933,0.0491611346709009,0.215718625436514
145,1,185296,-0.0707012739921215,0.0489145805157309,0.149231920708844
146,1,185438,-0.0890267975494293,0.0488320734290872,0.0691306549412483
147,1,185469,-0.084783362116346,0.048924568800771,0.0839795779937244
148,1,185503,-0.0904485037778737,0.0487681278015951,0.064477885589604
149,1,185705,-0.0940768824757995,0.049299228125227,0.0571655922407837
150,1,185749,-0.0995068327862533,0.0492690179710496,0.0441734925818758
151,1,185806,-0.0815092348681604,0.0494290102894483,0.100033933058039
152,1,185879,-0.0907932300083276,0.0496240543590261,0.0681498535797538
153,1,185916,-0.0856632263665917,0.04962711380114,0.0851976525694871
154,1,185941,-0.0916459701491317,0.0498149640248988,0.0666477177870643
155,1,185954,-0.0937506815145501,0.0499507745444543,0.0613617331124223
156,1,186055,-0.0954037550379118,0.0489347578423087,0.0520139672112119
157,1,186896,-0.0975828156442569,0.0497336197297267,0.0505350294684787
158,1,187697,-0.0841662817651896,0.101880313684193,0.409288923999829
159,1,189392,0.0685312007217744,0.102448505927483,0.503975354114686
160,1,189416,0.120604853659752,0.0989550699146842,0.223740046445692
161,1,190132,0.048317428586794,0.0491927408783316,0.326670834020623
162,1,190148,0.0476717923598232,0.0492094015576325,0.333331337249063
163,1,190165,0.0499501856296116,0.0495821861515785,0.314422065058281
164,1,190169,0.0466630893054815,0.049529261218956,0.346769499466741
165,1,190933,0.0275810973549575,0.0491674254851611,0.575178785361669
166,1,192149,0.00378543666791953,0.0495910830666123,0.939197407297578
167,1,192302,0.0884469227883526,0.0653100701491797,0.176519175989045
168,1,192303,0.0797456421299008,0.0589679534278817,0.17712727714385
169,1,192305,0.0886853995740773,0.0612550640864964,0.148559084810687
170,1,192315,0.073881890349428,0.0695834318502265,0.289064085821845
171,1,192795,-0.0607226253994586,0.0489897223749286,0.215984821310169
172,1,194020,-0.0544657355171208,0.0516318013601813,0.292198293072079
173,1,194187,-0.0474545628904419,0.0490719324259434,0.334185678936828
174,1,194867,-0.0381957170635562,0.049068053520629,0.436840953636534
175,1,197325,-0.0488007060551508,0.0502414151909683,0.332051905388371
176,1,197392,-0.0489240012357361,0.0508885935720491,0.337012042483217
177,1,198857,-0.0610944652147549,0.235460704918262,0.795425595432858
178,1,206666,-0.0965219838745328,0.0549925626895759,0.0800955253795453
179,1,206675,-0.0329512918286969,0.0718858421273783,0.646958931072664
180,1,223051,-0.0148882557134631,0.0569063964082405,0.793761531818151
181,1,223059,-0.0242353516579767,0.0590828001999322,0.681913207083444
182,2,7366,0.0401005808670565,0.0711957833108103,0.573626489637388
183,2,8180,-0.0676721763707278,0.09799960444579,0.490311466007241
184,2,8187,0.00175362874736606,0.101978710957485,0.98628994609936
185,2,8250,-0.0034130900818008,0.100469819438096,0.97291923964686
186,2,8253,-0.00749404709673218,0.100469191909055,0.940582785098813
187,2,8285,0.0442576082083248,0.0544193076983585,0.416611275317365
188,2,8302,0.0117511958388613,0.0509838070130104,0.817845493237749
189,2,8306,0.0117511958388613,0.0509838070130104,0.817845493237749
190,2,8314,0.00116174064739211,0.0499416236244862,0.98145444911273
191,2,8317,0.0133058706629525,0.0510757269591656,0.794620291703181
192,2,8328,0.0140758818257907,0.0508465909376058,0.782072366856563
193,2,8331,0.0147855877668374,0.0507504080048078,0.77096295767145
194,2,8498,-0.00147583324660328,0.0498684587423925,0.97640715792353
195,2,8651,0.00447710285167668,0.049914643858567,0.928580317012071
196,2,9418,0.00522424777738628,0.126947114187528,0.967197231102604
197,2,9812,0.0315029379241799,0.0501837950227187,0.530572806922028
198,2,9932,0.00600962340305966,0.0500128760799281,0.904423556907798
199,2,10135,0.00498808738813838,0.0498216562990179,0.920306798793468
200,2,11616,0.00123169786230704,0.049769438415885,0.980269891221794
201,2,12133,0.000189674603644163,0.0499673364686225,0.996973404183957
202,2,12194,0.00661628484019072,0.050159319968937,0.895134271769627
203,2,12359,-0.0106575409504013,0.050010682047884,0.83136785531395
204,2,13061,-0.00270224706140532,0.0500100114571599,0.956938545368632
205,2,14298,-0.00475790520096897,0.0501673456424325,0.924495186259521
206,2,15222,-0.00736378502508861,0.0506556787256208,0.884502201392981
207,2,17986,0.00105161470534265,0.049769450118994,0.983154112768839
208,2,19770,0.00261245222196838,0.0501133913642933,0.958453942165309
209,2,19836,0.00778846276984146,0.049974185545603,0.87624056399027
210,2,19851,0.00741417496900731,0.0501206736092189,0.882485246354199
211,2,21595,0.00852224449925454,0.0499131516526965,0.864524881255503
212,2,22385,0.00984994268231398,0.0499596932253656,0.843817531428143
213,2,23441,0.0008054855092271,0.0504476880178628,0.987269940099913
214,2,24209,-0.000509063124878861,0.0500323069461208,0.991887661122522
215,2,24341,0.00164999617440686,0.0501505794279112,0.973772258029238
216,2,26815,-0.0105033628350515,0.0500874389834656,0.834022379107103
217,2,28209,-0.0382233118748561,0.050066096555989,0.445700834587386
218,2,28695,-0.0451234741789627,0.0522929831624777,0.38877979711621
219,2,35849,0.214675872111085,0.536551320573006,0.689322553666889
220,2,35850,-1.06442096995154,0.653911481108475,0.104464711850633
221,2,41245,-0.0195910520830702,0.0499043202153474,0.694872363853095
222,2,43214,0.00322356164145021,0.0507241871225163,0.9493638949456
223,2,47104,-0.0555669783728668,0.0492216311185001,0.259700805779445
224,2,50915,-0.0438471911348102,0.0497401740802383,0.378633727834728
225,2,55834,-0.0317830850341048,0.0495359228522268,0.52153835173569
226,2,56422,-0.0389178473290192,0.0496101862893495,0.433288779028662
227,2,57715,-0.0387737880263801,0.0494466845893826,0.433475942423301
228,2,59046,-0.0363807683889549,0.0497023810789465,0.464671121627813
229,2,59191,-0.0358488327279967,0.0494184706551282,0.468678926573222
230,2,59383,-0.0303649497321715,0.0494431270177323,0.539519105873418
231,2,59477,-0.0307535508167885,0.0501871824376359,0.540418367212079
232,2,59755,0.000667679782210051,0.11282233185699,0.9952815093395
233,2,60471,-0.0335679971365759,0.0495039314305045,0.498160449762367
234,2,60478,-0.0350696311551069,0.0495575492108318,0.479626677675939
235,2,60786,-0.0574919460972428,0.0494164945969394,0.24544651916071
236,2,61035,-0.0399404099960872,0.0494619126887125,0.419923232229451
237,2,61071,-0.0320382259302475,0.0492534782804027,0.515807665641656
238,2,61675,-0.04382887687214,0.0493697874367443,0.375270480958945
239,2,62776,-0.0424756126847647,0.05153787462187,0.41040341806694
240,2,62939,-0.0453693773077644,0.04928030972086,0.357867631203932
241,2,63527,-0.0571474793212639,0.0494311485167603,0.248421033082095
242,2,63857,-0.0624957741239431,0.0494243559080901,0.206894448155767
243,2,65527,-0.0542373227665019,0.0492883838788715,0.271904300413047
244,2,67007,-0.068736950737162,0.0542358693747467,0.205858199186134
245,2,67023,-0.133132287925147,0.112187873176381,0.236147731999192
246,2,67024,-0.139042185805978,0.11257936262639,0.217629851027478
247,2,67976,-0.0502236034638941,0.050012598309245,0.315960912922251
248,2,69628,-0.057176141628936,0.0508226707705808,0.261348079005884
249,2,71825,-0.0541414845772579,0.0984112838047705,0.582560830552794
250,2,72389,-0.020937419246208,0.0497626488368129,0.67419683562589
251,2,72392,-0.0242179775139938,0.0500970041562986,0.629096076045815
252,2,73646,-0.0261607460467189,0.0490664060996966,0.594251268647125
253,2,74564,-0.028774255279703,0.0489658330084764,0.557150030970252
254,2,74739,-0.00644840181245246,0.0491496608640179,0.895692378552148
255,2,79931,0.00981901584678113,0.0553972051202231,0.859415648053657
256,2,80748,-0.029248713715335,0.0510935673388043,0.567378888230338
257,2,80873,-0.00195955033702148,0.0492680136666281,0.968296366121017
258,2,81501,0.00930060487700221,0.0492574282008653,0.850345310655572
259,2,83526,0.0134218220675956,0.0491783117507907,0.785073095302567
260,2,83845,0.0160248198667157,0.0492228538293023,0.744952816169947
261,2,84412,0.074023968807591,0.124002970837315,0.550921307563151
262,2,84412,0.00111197185160078,0.0621258217225971,0.985729772999599
263,2,84447,-0.00296651641115382,0.049858542690603,0.952588602351589
264,2,87391,0.020191106805405,0.049001074087994,0.680549675317749
265,2,87562,0.0200164490953926,0.0491253393234538,0.683919565561934
266,2,87849,0.00923095786716674,0.0491297798466116,0.851071420778234
267,2,87878,0.0127951738624301,0.0493386643500121,0.795529020375452
268,2,88125,-0.00235595119055321,0.0548702342907981,0.965776205548738
269,2,89785,0.0154055916152668,0.0493420514279043,0.755057426396299
270,2,93441,0.0344504083094847,0.0507889543434598,0.498022647457532
271,2,93588,0.0346194460532746,0.052574261968619,0.510654758326851
272,2,93721,0.00375457647633117,0.0491994389878808,0.939212997441444
273,2,93952,0.00401280307012712,0.0490586496887535,0.934855266534129
274,2,95085,0.011348111263972,0.0491238709859741,0.817440775215843
275,2,103188,0.00584279346792999,0.0503192098654812,0.907627768424313
276,2,107124,0.0413439315942292,0.049102741028733,0.40036458795014
277,2,111645,0.0436280529375988,0.0491286534055391,0.375125627983575
278,2,111916,0.0477721801699482,0.0492338188376851,0.332555214341638
279,2,111931,0.0479782645017144,0.0493087361554426,0.331210860959661
280,2,111999,0.0357052088421038,0.0491607909901087,0.468139589264276
281,2,114528,0.0312847744530189,0.0494525947170147,0.527390408884063
282,2,116024,0.0443045232290142,0.0495421840545995,0.371782074797255
283,2,119244,0.0343892582560005,0.0540250482629364,0.524835197969839
284,2,119246,0.051188375741635,0.054564693260878,0.34882278922993
285,2,119247,0.0538327330341422,0.0549524882309287,0.327943036960251
286,2,120090,0.0682886486664979,0.0492685004988204,0.166606280112979
287,2,120291,0.0750482850882243,0.0498074236148665,0.132764206161284
288,2,120726,0.077813630150097,0.0495057052041499,0.11689015726766
289,2,121716,0.0510073045282036,0.0495479024090018,0.303971054007434
290,2,123100,0.079457722287907,0.0495103798492205,0.109416651553767
291,2,124677,0.0520721812552719,0.0495447643908361,0.29397167325042
292,2,127636,0.138751183321885,0.062325026768797,0.0266280594197932
293,2,127887,0.0626973941144676,0.0498508768431197,0.209332027379055
294,2,128935,0.0618210410867209,0.0498066432244384,0.215348376734555
295,2,129053,0.0647151977080395,0.0499485312169707,0.195946924906791
296,2,130040,0.0724524281804818,0.0502249167691148,0.1500313022278
297,2,130976,0.0693341502932241,0.0498259731044139,0.164942158715742
298,2,132199,0.0882492674314935,0.0499737593919087,0.0782749582192698
299,2,133355,0.0603100414473214,0.0504314969995013,0.232545894687657
300,2,133435,0.0706387929298121,0.0505029974577677,0.16277943224139
301,2,133943,0.130404908340451,0.0588838439635645,0.0274248430458811
302,2,135183,0.00657170599299606,0.0506695928749631,0.896879842468624
303,2,135402,0.00541827734301847,0.0506623250819097,0.91489031460795
304,2,135898,-0.00286665727985147,0.0509316028315925,0.955147049675865
305,2,135912,0.00212634063407946,0.0509693261861317,0.966747054677945
306,2,135925,0.00258808748630268,0.0507383768192854,0.959347613891525
307,2,136002,0.0032474482497844,0.0507003051006363,0.948965197708133
308,2,136173,0.00174295472912633,0.0510592145290553,0.97278803594608
309,2,138209,0.00247222356865784,0.0525564716626022,0.962508446314157
310,2,138318,0.0146920514423634,0.0524014635659973,0.779354184195964
311,2,138695,-0.00280047205508649,0.0515088524811427,0.956672130587966
312,2,138818,-0.0087268841278807,0.0514125101878036,0.865309942218852
313,2,139728,0.0132491160059587,0.0513175891595148,0.796419339804503
314,2,140174,0.00994959293185427,0.0513197018459219,0.846385491352129
315,2,140863,0.00229143507682639,0.0513015297908439,0.964398775747462
316,2,141152,0.013424562922314,0.0514412234838928,0.79426861919132
317,2,141292,0.00808415183238886,0.0510744673516645,0.874325361268445
318,2,141545,0.0097324733129216,0.0513224718593411,0.84970512317846
319,2,145823,0.0335801441434722,0.0532518854898952,0.528716199905093
320,2,145934,0.0212885541366572,0.0877843585738692,0.808526118188169
321,2,145980,0.0298136298517351,0.0537498077889941,0.57946881017789
322,2,146723,-0.00445145418989634,0.0512319643069665,0.930809628084166
323,2,147946,0.00732708842994345,0.0517003484232058,0.887380265456779
324,2,150394,-0.000956956370759876,0.0563209823812259,0.986453302000204
325,2,151274,0.0246144337240413,0.088216519623054,0.780390604662477
326,2,151397,-0.0347048229005888,0.0517981486549548,0.503295053227509
327,2,153035,-0.00691894849891561,0.0512655155565523,0.892718038733159
328,2,153228,-0.0158035788197837,0.0516340793446317,0.759732719361274
329,2,153455,-0.0108101511371146,0.052027517799141,0.835522467291042
330,2,153732,0.0168032742568618,0.0537871541031841,0.754918647389828
331,2,153815,-0.00430670726237814,0.0518305665507504,0.933825456487664
332,2,154160,-0.00372052075743379,0.0512876139710005,0.942211439323893
333,2,154235,-0.0283277132151447,0.0517781985747481,0.584657571682972
334,2,155527,0.0138897071884686,0.0562182762656637,0.804999637229141
335,2,159870,-0.0358210693832672,0.050455828179082,0.478204415972028
336,2,161229,-0.0642265389421028,0.0511527419622942,0.210097477969269
337,2,161451,0.00642647799616292,0.109775885883908,0.953350192882567
338,2,161451,-0.0295999349032501,0.110117157981631,0.788237529858063
339,2,162696,-0.0163946463576212,0.0510387892868467,0.748234274361876
340,2,163284,0.0212823031004413,0.0503570769024708,0.672824122863235
341,2,164166,0.0661759477543797,0.0507153378427647,0.192793645978186
342,2,165270,0.0235319208089235,0.0503944101885377,0.640820166570728
343,2,165675,0.0312265867230406,0.0512161064452328,0.542451163949413
344,2,166404,0.00530203115435413,0.132807134783365,0.968177252238133
345,2,168012,-0.0208480712812507,0.0619317267136672,0.736595942951339
346,2,168062,0.0488616051794707,0.0507159716556788,0.3359881602864
347,2,168518,0.0518412098271943,0.0504163885515376,0.30453108587773
348,2,168980,0.0540448910141019,0.050385822590341,0.284173929088491
349,2,169651,0.0689589044635944,0.0503582603860821,0.171755354441023
350,2,169902,0.0736090452159024,0.0843047947582174,0.383185773787602
351,2,169960,0.0217375372167856,0.078603138380046,0.782289081189172
352,2,170725,0.0580417463325026,0.0504872903589238,0.251074232462616
353,2,171254,0.0462929805961841,0.0506036213400334,0.360912921302947
354,2,172242,0.0582577024440958,0.0499685785591197,0.244447376741691
355,2,173254,0.0613388283311753,0.0495736642400388,0.216788177280516
356,2,173340,0.0632663536229324,0.0495607751340043,0.202603553500368
357,2,173385,0.0632724678077656,0.0496066067353611,0.202976467165013
358,2,173973,0.0754904449416538,0.0494256551264539,0.127568645298783
359,2,174714,-0.0541022753438768,0.127115938718079,0.670648775396211
360,2,177341,0.070282940236539,0.0492779581650827,0.154678484898078
361,2,180314,0.0628838688419323,0.0493228912021219,0.203167973098936
362,2,180339,0.0650567013521881,0.0494401099560755,0.189071961475015
363,2,182758,0.0243548047006099,0.0493664599079068,0.622074062199823
364,2,183619,0.0169679992035873,0.0495697148339957,0.732324513675777
365,2,183913,0.0025583303117821,0.0508334512868458,0.959889720882476
366,2,184146,-0.00231614939127756,0.0511744301636505,0.963925745188247
367,2,187176,-0.00595120588727804,0.0498468492132456,0.905034448907951
368,2,191066,0.0260753049937487,0.0502013119375274,0.603797021335782
369,2,191124,-0.121041731286299,0.0631232414971479,0.0559753092086647
370,2,191128,0.123559340042131,0.0580385912230683,0.0339529689118195
371,2,191599,0.0117731046722995,0.0495206769708276,0.812219762811872
372,2,191762,-0.00144653512349469,0.0514849006510744,0.977601223591633
373,2,191763,0.0136942951229401,0.0497154429328059,0.783128976497907
374,2,191959,-0.00485249442707503,0.0495987964114899,0.92211890265816
375,2,192390,-0.00912909980087145,0.0509658370617932,0.857944716836071
376,2,195759,-0.0348713100275442,0.0499909127504701,0.485915972558632
377,2,196912,-0.0415216528604405,0.0491665632372929,0.398956470443824
378,2,197598,0.044372130768803,0.160712345772248,0.782635446873171
379,2,198110,-0.0416096685680489,0.0494615885970869,0.400776187515532
380,2,198283,-0.0271573040886052,0.0510479804056156,0.595063652414501
381,2,198805,-0.0235243200875467,0.0497086364551382,0.636331530577712
382,2,198891,-0.0216742038493428,0.0493235923537314,0.660619788150705
383,2,199248,-0.0403266971186486,0.0494031523587869,0.414891750163217
384,2,201782,-0.00799261311505228,0.0493871569874889,0.87152770155253
385,2,203285,0.00773503140909171,0.0491957862588011,0.875153831013863
386,2,203783,0.00405277356926423,0.0490910989584422,0.93425123790839
387,2,204179,0.0175757711019247,0.0492014686704443,0.721140233978449
388,2,205406,-0.00553640685414097,0.0497150907658428,0.911392027349893
389,2,205834,-0.00745514616390969,0.049476256637395,0.880313198551951
390,2,205965,0.0269078355421789,0.054044820672186,0.618878639573842
391,2,207192,-0.0414663074014684,0.0493822869946304,0.401644930685892
392,2,207561,-0.0248248344350114,0.0491953477957477,0.6141423493321
393,2,208682,-0.0170905523608069,0.0491218761735472,0.728106581420304
394,2,210102,-0.00121608223142283,0.049257137752455,0.980317420375317
395,2,212519,-0.0275942530192168,0.104826902689717,0.792521983616314
396,2,214801,-0.0412155901600291,0.0492059613303009,0.402814407831778
397,2,215016,-0.0519682192325448,0.0491489622517923,0.291069692071802
398,2,218876,0.0157348488538804,0.0497286094220869,0.751874999557415
399,2,227511,-0.0187471765342032,0.0500777428560401,0.708360195119827
400,2,230378,-0.00397152168359882,0.0494560262056177,0.936040904389598
401,2,231943,-0.00747025972195076,0.0495966784248829,0.880361385730839
402,2,232156,-0.00790932654486104,0.0495761538419036,0.873335533097133
403,2,232789,-0.00565386192347728,0.049401469404398,0.908948333515463
404,2,238524,-0.0143028374824241,0.0494660514971409,0.772640524764026
405,2,241518,0.000500796156449379,0.0499013872800749,0.991998460657402
406,2,250396,0.0427816408750825,0.0495088810638384,0.388108462780756
407,2,250466,0.0437222335243842,0.0494890311798281,0.377581928377949
408,2,252305,0.0238976388074887,0.0496587504119204,0.630646076309317
409,2,254571,0.0417105389015849,0.0503237958873083,0.407753180909184
410,2,254742,0.041121530882461,0.0502796397459217,0.413990818246828
411,2,254908,0.0350192002774011,0.0506774168800868,0.490005993150526
412,2,255033,0.0940278112906876,0.0592261090686441,0.113270411575697
413,2,255862,0.0443683901421875,0.0503508558593903,0.378817578903084
414,2,255975,0.051387030732283,0.0501496928976034,0.306219220247123
415,2,258311,0.00249921032537742,0.0493947190062231,0.959675500890085
416,2,259284,0.000376509062191555,0.0495612126578682,0.993942940939821
