SNP,Chr,Pos,Effect,SE,ERV25_EMP47_MTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
63,1,82431,-0.241694419239001,0.174382688264094,0.166621781109745
64,1,83284,-0.163944978040612,0.173364667930421,0.344966091870815
65,1,83613,-0.112537262382964,0.173461615996642,0.516906763927945
66,1,84112,-0.110280659826827,0.173484860565665,0.525397634298521
67,1,84701,-0.132825707711182,0.185743969431497,0.475019280789079
68,1,84858,0.0142545973068082,0.174072382695114,0.934781466157587
69,1,85751,-0.00188613184664283,0.17478949698291,0.991396389296962
70,1,87445,-0.0118577193134486,0.175157881663441,0.946064909766057
71,1,87467,-0.0730792695890616,0.176033016997343,0.678287789069049
72,1,89070,0.0101508477951377,0.174973145531186,0.95377050384832
73,1,89616,0.01877386704062,0.174029838995061,0.914154321926953
74,1,89679,0.0529115748722539,0.174031961319642,0.761281381089792
75,1,89880,0.0442936671667305,0.17408288472109,0.799303726550237
76,1,91472,0.0869150037416996,0.175330127862279,0.620399029114439
77,1,93789,0.10717966544707,0.173490366206023,0.53711571708832
78,1,94351,-0.0117816776321951,0.174039841275038,0.946066524799668
79,1,99148,-0.000402303747915153,0.173584126999322,0.998152109780068
80,1,101281,2.14147310718052,1.89501802123328,0.259220638866591
81,1,106011,0.0165521463502308,0.180905081823551,0.927150141642852
82,1,106800,-0.0251508495431251,0.173813118416303,0.885029903762842
83,1,107970,0.0342777185455505,0.17329370825393,0.843314392932441
84,1,109000,0.06721768549299,0.173571863672315,0.698796063922345
85,1,112549,-0.116541236153978,0.173301232598179,0.501719489431996
86,1,112742,-0.0807773675921814,0.174034721457981,0.642829877593139
87,1,113050,-0.0306426281136158,0.17378730043722,0.860141622012929
88,1,113135,-0.0603114088758974,0.173322564495273,0.728068578524989
89,1,114076,0.0755030677671417,0.173305702359547,0.663346756151089
90,1,114628,0.169309053985648,0.173557051565231,0.329968473684321
91,1,116283,0.134504589099645,0.174610750488603,0.441630623117959
92,1,126880,-3.0537991133983,3.27491866105185,0.351725387440234
93,1,127853,0.275882664080879,0.17381292646923,0.113353807863234
94,1,128302,0.247530706951902,0.173261869477425,0.15398885229619
95,1,128704,0.263953485955172,0.173366720028037,0.128775297036046
96,1,128911,0.335826298808039,0.173033517177152,0.0530763118938712
97,1,130267,0.319590212924103,0.173037750038888,0.0655926732421029
98,1,130271,0.317218817826051,0.173257452743447,0.0679567655283032
99,1,130613,0.402192261010252,0.174396043110043,0.0216781982149664
100,1,132012,0.0350597536810089,0.175322040501128,0.841616493913509
101,1,133231,-0.07810501261342,0.174038177069826,0.653865073513802
102,1,137074,-0.0731765356008009,0.17379659418858,0.673976994425115
103,1,137304,-0.127978806250816,0.173767198529362,0.461918202338136
104,1,139686,-0.0226861091559317,0.174125000021574,0.896414097807974
105,1,149562,-0.0606801491887917,0.174496548348644,0.728239615877479
106,1,150447,-0.0383283823214484,0.176450534091693,0.82816328744407
107,1,151446,0.0244011920406697,0.354503393401307,0.945162286800597
108,1,154084,-0.0323155756870792,0.176999146375534,0.855236501397408
109,1,156633,-0.0430628524587787,0.179419611399151,0.810460298560091
110,1,157269,-0.138120119253144,0.173639404513734,0.426890822564925
111,1,160054,-0.137705361023629,0.175292987259528,0.43264489866752
112,1,166222,-0.146777781424193,0.173973188243307,0.399419330627162
113,1,166416,-0.127128194814684,0.173663186254035,0.464630595654021
114,1,167326,-0.16740571123929,0.174555291850922,0.338194403538994
115,1,168836,-0.100674924615847,0.17387171673741,0.562946033644029
116,1,171200,-0.177349367150298,0.17395886249717,0.308668466230537
117,1,171431,-0.28827942615212,0.174629632642181,0.0996678061898199
118,1,173339,-0.210852725194585,0.173576721241811,0.225272500969781
119,1,173845,-0.234106117048483,0.173347710973705,0.177720729098317
120,1,175121,-0.228070313145942,0.173025070727778,0.188313317666283
121,1,175281,-0.223924807430094,0.173188187199088,0.196871636149831
122,1,175315,-0.227458835384908,0.173120359615943,0.189740849397684
123,1,175523,-0.214254584385206,0.174153477253099,0.219417837771368
124,1,175541,-0.226326565266175,0.173396227136425,0.19265562275194
125,1,175653,-0.246483406557702,0.173869931658807,0.157180592220574
126,1,175805,-0.0940750669605671,0.184158145328773,0.609783485366265
127,1,175818,-0.212830516359249,0.179637006407864,0.236901082327022
128,1,175856,-0.239411041107063,0.176784056197481,0.176520662905865
129,1,175876,-0.226354557721851,0.174110110676408,0.194426726867927
130,1,175989,-0.225446553441889,0.174612578318665,0.197505422633011
131,1,176001,-0.227708640111402,0.175518441768608,0.1953584152179
132,1,176451,-0.20370708099078,0.177720798226255,0.252480648736315
133,1,177692,-0.226899308055539,0.173122439619916,0.190835157775221
134,1,178191,-0.225511004019268,0.173300305261201,0.194013704361055
135,1,178224,-0.226899308055539,0.173122439619916,0.190835157775221
136,1,178960,-0.279728492373162,0.17429447118963,0.109405878364855
137,1,179139,-0.177840638890791,0.346575341690807,0.608176455903886
138,1,179139,-0.529033733674406,0.697704506796255,0.448807866798002
139,1,180955,0.0451544319153856,0.20087611962631,0.822274687808905
140,1,183802,-0.301892320369382,0.172819632329593,0.0815307116947852
141,1,183954,-0.27951390126709,0.174194474111193,0.109474279971866
142,1,184450,-0.239532930952477,0.172828279666796,0.166634276356938
143,1,184641,-0.206828684990676,0.178000893408876,0.246039543339092
144,1,184718,-0.291325533704321,0.173591372590378,0.0941880357881882
145,1,185296,-0.223487710236467,0.173135010620796,0.197607695723222
146,1,185438,-0.196359653932143,0.173236373779029,0.25778270532936
147,1,185469,-0.203701699129773,0.173463315161328,0.241057883569053
148,1,185503,-0.209496992922069,0.172993307335979,0.226700888373522
149,1,185705,-0.212176915588967,0.174925585040073,0.225957978977602
150,1,185749,-0.2086034709374,0.174937760052087,0.233888172646722
151,1,185806,-0.255253421642979,0.174997232318704,0.145560541364056
152,1,185879,-0.23461811892023,0.175929329239781,0.183197143788279
153,1,185916,-0.161531264609736,0.176081970535291,0.359578246607505
154,1,185941,-0.164598659555098,0.176842821273193,0.352612542297849
155,1,185954,-0.180544409607954,0.177316587000317,0.309278479991828
156,1,186055,-0.185556918524395,0.173752249003153,0.286277507080399
157,1,186896,-0.228724953949204,0.176466500767734,0.195774674851715
158,1,187697,-0.97917927105484,0.356958146954829,0.00639633652781431
159,1,189392,-0.579100351171146,0.36132170343134,0.109889139004008
160,1,189416,-0.535410487483039,0.349622846395555,0.126567587804177
161,1,190132,-0.0582365568479871,0.174225896678342,0.738382698841846
162,1,190148,-0.0430435828501035,0.174290964435735,0.805079697294991
163,1,190165,-0.0719994390088445,0.175603620635586,0.682046498189873
164,1,190169,-0.0426851672896811,0.175411684335167,0.807881212467568
165,1,190933,-0.17054348269199,0.17376687475044,0.327043094947122
166,1,192149,0.0775935724517465,0.175377776689918,0.658444157247359
167,1,192302,0.30954994142288,0.23104244071909,0.181173232731768
168,1,192303,0.199353119953013,0.208865286816851,0.340505053554743
169,1,192305,0.268811949822848,0.21685638736347,0.215952337524987
170,1,192315,0.0188828400562286,0.246537161273899,0.938991302213683
171,1,192795,-0.0352767153761682,0.173664238270742,0.839149117070227
172,1,194020,-0.0643898725284183,0.182899393798135,0.725010260210305
173,1,194187,-0.0799891160116177,0.173766126516073,0.645565461154183
174,1,194867,-0.158266051373786,0.173519333168826,0.362341371456688
175,1,197325,-0.174377929266596,0.177720615732158,0.327170381597703
176,1,197392,-0.219449797667056,0.179871485704645,0.223265441612031
177,1,198857,-1.10898626558726,0.830911158752554,0.182846919156225
178,1,206666,-0.0156733263745681,0.195377527019109,0.936107168691327
179,1,206675,-0.0462687946687872,0.254354829833092,0.85576052157797
180,1,223051,-0.281670925149849,0.200762893814417,0.16149490546196
181,1,223059,-0.377443625127765,0.208083525849698,0.0705413692161247
182,2,7366,-0.0665530410242576,0.251938290827864,0.791807661377602
183,2,8180,0.363216824097,0.346361643729853,0.29505044396881
184,2,8187,0.656588199977664,0.359045922057458,0.0682877921327828
185,2,8250,0.570047200387457,0.354108023570173,0.108332845230836
186,2,8253,0.572456045998968,0.354097014954982,0.106844004487827
187,2,8285,0.158954368339468,0.192498888763945,0.409508317150633
188,2,8302,0.309034636135327,0.17961362328942,0.0862084089190888
189,2,8306,0.309034636135327,0.17961362328942,0.0862084089190888
190,2,8314,0.329629537287319,0.175791780128886,0.0616024880272143
191,2,8317,0.30263226058345,0.179974777467859,0.0935452308780794
192,2,8328,0.299849795144362,0.179176387648263,0.0951168277606821
193,2,8331,0.302053705085295,0.178826358152579,0.0920853205716962
194,2,8498,0.240577787041418,0.175941029704055,0.17237704694582
195,2,8651,0.237206872322225,0.176119589361671,0.178892207665867
196,2,9418,0.173218140365015,0.448972865117453,0.699869926845994
197,2,9812,0.254282712549933,0.177104308341759,0.151950654290543
198,2,9932,0.232098083448505,0.17648882213733,0.189334430468564
199,2,10135,0.248591419912761,0.175745729773261,0.158098099143109
200,2,11616,0.27473132309217,0.175447729308348,0.118271041945437
201,2,12133,0.298598048127575,0.176039983513521,0.0907306789853756
202,2,12194,0.283794201405121,0.176795337157775,0.109341107743085
203,2,12359,0.284537429678057,0.176271257961163,0.107377087418056
204,2,13061,0.261768310916306,0.176358122076523,0.138621787654018
205,2,14298,0.263623912580866,0.176910137827274,0.137075863364747
206,2,15222,0.278283714203792,0.178583067215795,0.120061228018061
207,2,17986,0.257484920110617,0.175521816394874,0.143275031302527
208,2,19770,0.255001991103878,0.176752931779453,0.149990856185865
209,2,19836,0.246141085396043,0.176300142914467,0.163547302468501
210,2,19851,0.248578628063611,0.176809510137685,0.160629814449809
211,2,21595,0.230447147840224,0.176145011376248,0.191629280811222
212,2,22385,0.212156115317721,0.176377518238984,0.229839602630441
213,2,23441,0.206664366656985,0.178115871686332,0.246718746746932
214,2,24209,0.231438288637878,0.176556578157191,0.190762305489128
215,2,24341,0.241575989181576,0.176937836784374,0.173023307771358
216,2,26815,0.265377792676723,0.176627946735501,0.133870375571926
217,2,28209,0.296846918897053,0.176545868109619,0.0935667338362596
218,2,28695,0.11914484739271,0.185069106950463,0.520132438619258
219,2,35849,-0.94289176158416,1.89777922800119,0.619611482087678
220,2,35850,-2.872164618836,2.31679284282185,0.215904049799151
221,2,41245,0.118836641890252,0.176458211931937,0.501098637529937
222,2,43214,0.0407326704659394,0.17942115286588,0.82053752466727
223,2,47104,0.142427699306337,0.174267264765141,0.414311341455193
224,2,50915,0.0755385452632447,0.176100019814346,0.668219442933706
225,2,55834,0.0476928615246953,0.175313594304751,0.785747888930246
226,2,56422,0.108214497986167,0.175550969891447,0.538009525962669
227,2,57715,0.0968671515368055,0.174990491225419,0.580232733569555
228,2,59046,0.0817855749730079,0.175898181258837,0.642246954663665
229,2,59191,0.0913788061285779,0.174876976512733,0.601627787385876
230,2,59383,0.0995086466312123,0.174914811166961,0.569787283207933
231,2,59477,0.090421749566387,0.177562797193854,0.610903478705775
232,2,59755,0.065809813369615,0.399085667335213,0.869115923633421
233,2,60471,0.068449098905277,0.175192792114653,0.696249303989044
234,2,60478,0.0757037307203822,0.175384349178742,0.666263148885366
235,2,60786,0.0950102558535297,0.175069153652841,0.587677954783165
236,2,61035,0.100482458015969,0.175047861014383,0.566314099678103
237,2,61071,0.0900179683520708,0.174269234821271,0.605796993262272
238,2,61675,0.0582682078715288,0.174809472836445,0.739087553466539
239,2,62776,0.0687936765688544,0.18245016716607,0.706359588497983
240,2,62939,0.0691252619443742,0.17449598554711,0.692239304038252
241,2,63527,0.076915883587433,0.175142077127973,0.660812279151711
242,2,63857,0.0697958591497147,0.175191286823496,0.690577685686945
243,2,65527,-0.00125851594943871,0.174652946652841,0.994254715682873
244,2,67007,-0.0304098167002586,0.192284736935132,0.874429091703825
245,2,67023,0.189042700385946,0.397520157546733,0.634685578633302
246,2,67024,0.130495427964467,0.399040596739838,0.743844365946299
247,2,67976,0.117652847840495,0.177057856501696,0.506811755571136
248,2,69628,0.0527402755425127,0.180081734021367,0.769794710700617
249,2,71825,-0.268156652741575,0.347979593704993,0.441453410393303
250,2,72389,0.196500768384414,0.17576509378725,0.264338446668133
251,2,72392,0.0534838308979235,0.177250402289109,0.763026690253778
252,2,73646,0.180514868099106,0.173372798583052,0.298497692898341
253,2,74564,0.155895303128602,0.173099117740982,0.368408165258373
254,2,74739,0.237170087338677,0.17340883882419,0.172278224036292
255,2,79931,0.25443667044796,0.195503947567727,0.193956598928545
256,2,80748,0.221655263097868,0.180438490493622,0.220105604424
257,2,80873,0.245678486807957,0.173791270109181,0.158348545747324
258,2,81501,0.307060369436376,0.173485363539684,0.0775986923268892
259,2,83526,0.29597020459743,0.173268529441159,0.0884859526999114
260,2,83845,0.328775175230137,0.173267099574282,0.0585770890292542
261,2,84412,0.287029098242551,0.438607117059917,0.513273510199593
262,2,84412,0.157370458304278,0.219606123727532,0.474092781709804
263,2,84447,0.29591333583624,0.17566731898311,0.0929670550652768
264,2,87391,0.341761676545989,0.172422664291776,0.0482414221765331
265,2,87562,0.346422207536074,0.172837568594384,0.0457989988552014
266,2,87849,0.359514555608157,0.172745246520776,0.0381374768236918
267,2,87878,0.355890318450793,0.173517810476737,0.04100170971579
268,2,88125,0.271683889933029,0.193560691528761,0.161313829659094
269,2,89785,0.274790785869273,0.173954355028394,0.115077662763973
270,2,93441,0.291755086694719,0.179107480739363,0.104218072073224
271,2,93588,0.26898671101223,0.185540384431438,0.148016790385786
272,2,93721,0.266701346494888,0.173461117453029,0.125059872778817
273,2,93952,0.236496858518662,0.17308604808061,0.172697518854683
274,2,95085,0.302541888556351,0.173037720820179,0.0812613382727138
275,2,103188,0.328641174817901,0.177142532327122,0.0643960295528828
276,2,107124,0.251199647309098,0.173356996757783,0.14821668709669
277,2,111645,0.32207629222887,0.173136581096735,0.0636824805670923
278,2,111916,0.286372809993256,0.173725893229141,0.100156701149131
279,2,111931,0.275696665725442,0.17404242440459,0.114071550580156
280,2,111999,0.303012812139434,0.173283811064845,0.0812206863827706
281,2,114528,0.277288949909382,0.174410872458273,0.112761426471213
282,2,116024,0.357857156625984,0.174413458394192,0.0409288527457655
283,2,119244,0.0162118056937463,0.191217490054441,0.932482747627512
284,2,119246,-0.000799804218912126,0.193259198550893,0.996700297687142
285,2,119247,0.0380120180945094,0.194644080275118,0.845278380076212
286,2,120090,0.0394434883203212,0.174744835450837,0.821549455036424
287,2,120291,0.0717671853750954,0.176714643467995,0.684901195276851
288,2,120726,0.0286095792917115,0.175728093330058,0.870764381692547
289,2,121716,0.0931619176205057,0.175465056035508,0.595792265324752
290,2,123100,0.0275250216619388,0.175771138709031,0.875652935706469
291,2,124677,0.0245344323267975,0.175530246648984,0.888918866229102
292,2,127636,-0.21764424729407,0.221710286460862,0.326939409461321
293,2,127887,0.132162176052398,0.176598571631763,0.454731563493148
294,2,128935,0.126029894312743,0.176444072708032,0.475528123180533
295,2,129053,0.177866827593631,0.176855822413572,0.315240826012642
296,2,130040,0.211690288111497,0.177833432331508,0.234694930577504
297,2,130976,0.0985154765271854,0.176660813064042,0.577434643018448
298,2,132199,0.0964416256551083,0.177483552000021,0.587208784646895
299,2,133355,0.103294589353732,0.178674301065687,0.563553973332132
300,2,133435,0.0848656823132453,0.179088197147566,0.635880956227482
301,2,133943,0.0189625257353832,0.209737033881138,0.928011928828402
302,2,135183,0.091618087185189,0.179178028683854,0.609443637752056
303,2,135402,0.104790620008074,0.179130485754923,0.558924131642913
304,2,135898,0.154882246155297,0.179979060793963,0.390066162108806
305,2,135912,0.149957406079611,0.180124085902669,0.405676795634223
306,2,135925,0.149253678309958,0.179308194101595,0.405753721668857
307,2,136002,0.0766552962460437,0.179303372756248,0.669263247860993
308,2,136173,0.1142848917435,0.180516202786616,0.527077965225849
309,2,138209,0.172332533728457,0.185688982284879,0.354004949440936
310,2,138318,0.252233108357738,0.184900376781294,0.173387323687389
311,2,138695,0.17056955593296,0.181983378794098,0.349254863258164
312,2,138818,0.163054586722394,0.181668366589829,0.370042686794338
313,2,139728,0.108115020196291,0.181458261938047,0.551682606633913
314,2,140174,0.123515047187877,0.181430415586897,0.496454047886299
315,2,140863,0.0852071347598025,0.181419370135098,0.638881190361564
316,2,141152,0.134487934258844,0.181846414390031,0.460053208263249
317,2,141292,0.111213224541588,0.180581738819904,0.538383244897228
318,2,141545,0.137755434955307,0.181410755210987,0.448146110093544
319,2,145823,0.401075365413213,0.187268074768237,0.03290019749403
320,2,145934,0.219054634032741,0.31033789224105,0.480741710049954
321,2,145980,0.22745176949568,0.189833362466228,0.231656449288338
322,2,146723,0.252146297640116,0.180733806967389,0.163855191521254
323,2,147946,0.253993930397548,0.182391214283828,0.164624053874285
324,2,150394,0.250915707167166,0.198783466044397,0.207689822643095
325,2,151274,0.0357611639532003,0.312088304439519,0.908837882239132
326,2,151397,0.187303743834279,0.183077529829212,0.306968596871533
327,2,153035,0.208427777184844,0.181013197131619,0.250326144597001
328,2,153228,0.221288127976536,0.182296051689862,0.225599630312581
329,2,153455,0.173527913948602,0.183823039554205,0.345818172136367
330,2,153732,0.240417213197076,0.189863836624811,0.206254538514343
331,2,153815,0.191321529917183,0.183065759987263,0.296693128254579
332,2,154160,0.164256673795867,0.181216897973626,0.365337558477686
333,2,154235,0.170579218174504,0.18301429309452,0.351945605980403
334,2,155527,0.175512250657702,0.198665863240022,0.377592022978379
335,2,159870,0.143460851342328,0.17844801402093,0.421974761224187
336,2,161229,0.246449639798567,0.180877810661021,0.173902471869171
337,2,161451,-0.473506868615741,0.387507646069987,0.222549777303589
338,2,161451,0.604448256128606,0.388240856995095,0.12039269590753
339,2,162696,0.281609844775134,0.179949346399065,0.11849307871447
340,2,163284,0.268407696276596,0.17760603574891,0.131618593602872
341,2,164166,0.146558297844009,0.17966479942692,0.415203594269348
342,2,165270,0.105454992273972,0.178233354924136,0.554451571998069
343,2,165675,0.0854858389106459,0.181211611457519,0.637399606070571
344,2,166404,-1.02501256081155,0.466618457660568,0.0286927491617613
345,2,168012,0.144543770182395,0.218979163393921,0.509632939122364
346,2,168062,0.0602892691827652,0.179611216054687,0.737322615150644
347,2,168518,0.0333760352047427,0.178602466880618,0.851867315621167
348,2,168980,0.0836658591114554,0.178470959064299,0.639507284469857
349,2,169651,0.109396314917764,0.178516370259768,0.540397682812056
350,2,169902,0.559499547261038,0.297055184790738,0.0604562537131192
351,2,169960,0.150380674202834,0.277967949888113,0.588848774746985
352,2,170725,0.22130287019667,0.178541127154765,0.215981432337728
353,2,171254,0.277673533469573,0.178608389801476,0.120925511403928
354,2,172242,0.186583332731544,0.176821656488044,0.292052627974957
355,2,173254,0.107114489126728,0.175650701861187,0.542376483675542
356,2,173340,0.108082110529813,0.175627743219777,0.538684137325888
357,2,173385,0.102935933169533,0.175798411112312,0.558562899669739
358,2,173973,0.146353986896809,0.175243483208869,0.40420008062904
359,2,174714,-0.165299924879958,0.449692946240674,0.713403746517268
360,2,177341,0.199367300084306,0.174496490749249,0.254008532389454
361,2,180314,0.0854503215623864,0.1748183367735,0.625290400895128
362,2,180339,0.0661750920476252,0.175283915116833,0.706005997914432
363,2,182758,0.206719935957987,0.174343718736132,0.236536979398639
364,2,183619,0.146277857624328,0.175205561719946,0.404342759670415
365,2,183913,0.0850672057152196,0.179763373584328,0.636350379190165
366,2,184146,0.220037443739708,0.180647223132024,0.224018279700118
367,2,187176,0.116983131978274,0.176223301130471,0.507229477720494
368,2,191066,0.161960130665009,0.177442173087486,0.361997616320007
369,2,191124,0.641561973231453,0.221841302885174,0.00406541097079876
370,2,191128,-0.531241715044341,0.204677409832362,0.00983934925823031
371,2,191599,0.144169173123708,0.17502178785822,0.410654109205088
372,2,191762,0.193772570980391,0.181832144010627,0.287302401944029
373,2,191763,0.154752467551131,0.175690795189441,0.379013011184339
374,2,191959,0.0740037218851695,0.175410395351792,0.673362828819875
375,2,192390,0.0921664083984985,0.18022948930565,0.609402179351885
376,2,195759,0.261678438632288,0.176412211574415,0.138877642085516
377,2,196912,0.206446515900507,0.17375175284533,0.235565457187293
378,2,197598,0.0826030873574588,0.56855293738837,0.884567564454185
379,2,198110,0.159497555318393,0.174936314599457,0.362524440309465
380,2,198283,0.14579754320078,0.180484249054392,0.419742189678524
381,2,198805,0.141355307505834,0.175735581454771,0.421728381618393
382,2,198891,0.177379119710751,0.174270895158833,0.30945317819896
383,2,199248,0.134471842753147,0.174778531298863,0.442179759154637
384,2,201782,0.131322003677489,0.174570184878063,0.452396590687805
385,2,203285,0.314729468573065,0.173224638214935,0.0700824035269907
386,2,203783,0.243440436275436,0.173173914897714,0.160675855966055
387,2,204179,0.224701811178319,0.173666852729429,0.196557268650215
388,2,205406,0.138732398464202,0.175711625092874,0.430323002864234
389,2,205834,0.182940753415699,0.17475333376113,0.295884432201726
390,2,205965,0.0202392010231506,0.191243810039171,0.91577789095403
391,2,207192,0.157784100335455,0.174658941946456,0.366938161197258
392,2,207561,0.150463890614405,0.173903520426373,0.387508539370754
393,2,208682,0.127515593683269,0.17366238165445,0.463269831832262
394,2,210102,0.0698126720004899,0.174204167284879,0.688845152378388
395,2,212519,0.292730712752789,0.370526715580505,0.430035130826556
396,2,214801,0.123974683609028,0.174110507308712,0.47690663915944
397,2,215016,0.100754549682591,0.174053491823521,0.563045271450887
398,2,218876,0.02999978761753,0.175929136825736,0.864697329883143
399,2,227511,0.00857454639540622,0.177181046845476,0.961429399007111
400,2,230378,0.0748384728416776,0.174903441086346,0.668996129344358
401,2,231943,0.0794582692155035,0.175399401411832,0.650817448521124
402,2,232156,0.0707900428860702,0.17533798238994,0.686652217556832
403,2,232789,0.0803613983105854,0.174705095409837,0.645811508515422
404,2,238524,0.0840600588809829,0.174946178031884,0.631175956271723
405,2,241518,0.0433102782521094,0.176507600907271,0.806309877651714
406,2,250396,-0.0892584338200091,0.175254919487709,0.610855765300466
407,2,250466,-0.0798341373317512,0.175205865818171,0.648915339246176
408,2,252305,-0.0672233463861157,0.175685501125045,0.702221017096684
409,2,254571,0.0192524884260181,0.178187059045175,0.914020190400529
410,2,254742,0.0252139092469029,0.178024042682454,0.887451447902223
411,2,254908,0.0173826820877818,0.179386600596888,0.922860267046333
412,2,255033,-0.0846204816504108,0.210206563473451,0.687516560853206
413,2,255862,-0.0777176320422256,0.178260391829118,0.663119093601667
414,2,255975,-0.056760836216066,0.177638936422005,0.749514230464206
415,2,258311,-0.141304714464225,0.174569023433151,0.418802216829935
416,2,259284,-0.05080371912503,0.175298444765004,0.772129671349102
417,2,266330,0.0360124188132914,0.176062698564163,0.838046958224954
418,2,267100,0.0255659852108198,0.17605503948596,0.884623318036651
419,2,268086,0.0715643594953054,0.176031927129493,0.684590816514287
420,2,274614,0.0463165325079797,0.174986014744514,0.7914050315346
421,2,274729,0.0434175543132805,0.17594540037064,0.805231837288169
422,2,275746,0.106748095849752,0.175791970530782,0.544081367593842
423,2,277029,0.0791644597083657,0.175015713225624,0.651310741330962
424,2,277741,0.0783719684684352,0.17508547226933,0.654701164026117
425,2,278218,0.0822966527935749,0.174763948499961,0.638001740504831
426,2,278379,0.0776715012642098,0.179097445220021,0.664783630635057
427,2,279910,0.0444268005847236,0.174741447622476,0.79945581824251
428,2,280616,0.022066740128848,0.182391104252308,0.903771090564262
429,2,283431,0.0296705774754088,0.177309908100908,0.867200404478458
430,2,283573,0.0145581132558421,0.175188202072293,0.933819247425134
431,2,286762,0.0431129332269999,0.175623360827832,0.8062234362013
432,2,287187,0.00205184069361786,0.174818797611818,0.99064210864857
433,2,288379,0.0026772676783183,0.173493950839514,0.987696670338524
434,2,294941,0.126085755021394,0.17346803357359,0.467797759861525
435,2,296073,-0.0165071020512231,0.178399600193455,0.92633039451554
436,2,296082,-0.0285744616613044,0.179709219055104,0.873756753709245
437,2,296198,0.0946578199415224,0.360107891513311,0.792812136724639
