SNP,Chr,Pos,Effect,SE,HNM1_MID2_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
233,2,60471,0.0536448825696224,0.0858940842509693,0.532671939074074
234,2,60478,0.052919000811732,0.0859934822153721,0.538697777179439
235,2,60786,0.0511356177446034,0.0858549954948842,0.551821162838606
236,2,61035,0.0365736258944204,0.0858698678399734,0.670426293587956
237,2,61071,0.03903923320931,0.0854770380245388,0.648151868889672
238,2,61675,0.0672688447528618,0.0856736634504996,0.432877441659236
239,2,62776,0.0697479269004849,0.08942331009512,0.43592836892802
240,2,62939,0.0731363748223121,0.0855116691515725,0.392976573734064
241,2,63527,0.0741122460635849,0.0858309451735157,0.388466681742577
242,2,63857,0.0399662370607929,0.0859151972158865,0.642087678819286
243,2,65527,0.0457144333583462,0.0856236269670839,0.593746931846313
244,2,67007,0.0503998810352181,0.0942708428817832,0.593243330345139
245,2,67023,-0.248326990438679,0.194577014107823,0.202709686827454
246,2,67024,-0.189628619343127,0.195477911813021,0.332672332496361
247,2,67976,0.0718892194710881,0.08680767466498,0.408148725837274
248,2,69628,0.0461929051940075,0.0882972289000263,0.601196443540064
249,2,71825,-0.119973471067883,0.170689979900326,0.482597825821118
250,2,72389,0.0531309783686879,0.0863097960492421,0.538565419221105
251,2,72392,0.0138679132819355,0.0869401783818139,0.873357533701353
252,2,73646,0.100875132284934,0.0849913886230115,0.23607051552866
253,2,74564,0.118846953536608,0.0847578756126199,0.161736185506573
254,2,74739,0.154243514951296,0.0848769536525551,0.0700250149565805
255,2,79931,0.249931069985583,0.0951892721921682,0.0090254143952244
256,2,80748,0.193314777762917,0.0880857564586213,0.0288417778643253
257,2,80873,0.181800907479353,0.0849270381069631,0.0329851634139791
258,2,81501,0.202699291155297,0.0847785596063059,0.0173292318625444
259,2,83526,0.151183137734526,0.0849494339216058,0.0759879312866133
260,2,83845,0.181636651175122,0.0848618877817112,0.0330089250512922
261,2,84412,0.509773744668214,0.213527484778521,0.0174940163014331
262,2,84412,0.0378111537023464,0.107764902196815,0.725897388349913
263,2,84447,0.189208173916123,0.0859130582190009,0.0282886360606927
264,2,87391,0.222933264518463,0.0842017079062219,0.00846983717009372
265,2,87562,0.209463994962791,0.0845166796855295,0.013665064715572
266,2,87849,0.206982462669668,0.0845258551729489,0.0148211957444604
267,2,87878,0.22255792750482,0.0847835331293177,0.0090412478010476
268,2,88125,0.107007190321286,0.0950254649113492,0.260892562750005
269,2,89785,0.187277652282579,0.0850343571956036,0.0282847326859114
270,2,93441,0.108423014007458,0.0879833859729752,0.218652578267766
271,2,93588,0.134016539305172,0.0909892437034319,0.141673568301885
272,2,93721,0.109031680641014,0.0851605458604816,0.201277687629857
273,2,93952,0.114442099782781,0.0848956511592029,0.178512310618318
274,2,95085,0.0822561407685405,0.0851201595899214,0.33452903804415
275,2,103188,0.123345909156567,0.0870545301287781,0.157399641243204
276,2,107124,0.104776937038049,0.0850925314035581,0.219019387562506
277,2,111645,0.095228120368048,0.0851790212506435,0.264337410198649
278,2,111916,0.0955045867708276,0.0853796351192276,0.264076806640542
279,2,111931,0.111941562231697,0.0854541519967176,0.191061022785428
280,2,111999,0.0917583686076224,0.0852141535133313,0.282306182677903
281,2,114528,0.117540763185665,0.0856169036234307,0.170664682251348
282,2,116024,0.116649982288001,0.0858250071820198,0.174963336205601
283,2,119244,0.0867060619319799,0.0936695718902621,0.355255715714097
284,2,119246,0.0927365505856036,0.0946549800405973,0.327889199886308
285,2,119247,0.0843812293107311,0.095362253461311,0.376840187824639
286,2,120090,0.105085669957662,0.0855267449499177,0.22000736128936
287,2,120291,0.0875307596697847,0.0865643096026315,0.312630272372166
288,2,120726,0.100227795218107,0.0860234749914395,0.244756558841532
289,2,121716,0.104486986890375,0.0859110255133253,0.224712522142915
290,2,123100,0.132416303026218,0.085921024418916,0.124178708668534
291,2,124677,0.0869727044105854,0.0859662938512965,0.312371101508132
292,2,127636,0.0376749679030128,0.108867216105958,0.729501169807181
293,2,127887,0.0633944684682768,0.0866153983946102,0.464710590085637
294,2,128935,0.0573305972538256,0.0865453756007408,0.508125391539168
295,2,129053,0.0587155159700761,0.0868065241569199,0.499232703832843
296,2,130040,0.0392718956057569,0.0873679274481564,0.653346774723933
297,2,130976,0.026837568924166,0.0866693240134581,0.757006216790063
298,2,132199,-0.0313697130403621,0.0870668388014542,0.718842308427176
299,2,133355,0.00702516565196332,0.0876711264426329,0.936178561029211
300,2,133435,-0.000500446017254186,0.0878613729286583,0.995458603875814
301,2,133943,0.0590352532709195,0.102818294424942,0.566217964565236
302,2,135183,0.00539510591360082,0.0879095703520926,0.951098409917034
303,2,135402,0.00538152739452347,0.0878962930657774,0.951213973105124
304,2,135898,0.00302214294567893,0.0883627625610777,0.972735765843742
305,2,135912,-0.00733219924988782,0.0884273165064253,0.933963892244066
306,2,135925,-0.00935234993527079,0.0880261968254931,0.915448258866121
307,2,136002,-0.00852499245399163,0.0879605691110277,0.922846244930557
308,2,136173,0.0010694455439384,0.0885840371186116,0.990374459741184
309,2,138209,-0.0843800724904873,0.0910711537107933,0.354804105488023
310,2,138318,-0.0493743602403325,0.0908847474254708,0.587291316601799
311,2,138695,-0.0863247703256884,0.0892461792295193,0.334073434009615
312,2,138818,-0.0728328498901805,0.0891162179231589,0.414320025152395
313,2,139728,-0.0339769573312836,0.0890222090260989,0.702937037276769
314,2,140174,-0.060099652711616,0.0889830986489374,0.499860505076657
315,2,140863,-0.067953990222452,0.0889310417462241,0.445306165224797
316,2,141152,-0.0718995913199136,0.0891731993411455,0.420617648919499
317,2,141292,-0.0770918830575362,0.0885184674936679,0.384393550876617
318,2,141545,-0.0650721307724906,0.0889777949186061,0.465062788935394
319,2,145823,0.00399259305529398,0.092439806290101,0.965573480788343
320,2,145934,-0.0705889333350909,0.152265622250043,0.643226701138767
321,2,145980,-0.0322597441492647,0.0932767137837593,0.729661529389855
322,2,146723,-0.026999649895679,0.0888729500535686,0.761458847148354
323,2,147946,-0.061692140116095,0.089638660882102,0.49175909487585
324,2,150394,-0.096180017840239,0.0975785343488975,0.324971264808949
325,2,151274,-0.11052036834014,0.152952850489819,0.470417609036065
326,2,151397,-0.075898468799168,0.0898322424315461,0.398743867569868
327,2,153035,-0.0728793163841899,0.0888594967620476,0.41267635926571
328,2,153228,-0.0964759815420848,0.0894458715784067,0.281504217092263
329,2,153455,-0.0565177106603869,0.0902192267710044,0.531425610501617
330,2,153732,-0.0489158812530397,0.0932932576105309,0.600382376328078
331,2,153815,-0.082843161813551,0.0898148584602164,0.356961940365719
332,2,154160,-0.0871577846294183,0.0888598224226152,0.327340530374917
333,2,154235,-0.0945817983621424,0.0897282652219081,0.292561989356861
334,2,155527,-0.0714732042846022,0.0974687191215341,0.463865967384923
335,2,159870,-0.0157720299993267,0.0875955289834063,0.857212553808268
336,2,161229,-0.0166516490326809,0.0889397049702749,0.851592555369454
337,2,161451,-0.112695825937109,0.190359378794869,0.554218753182111
338,2,161451,0.0153367554778985,0.191062821157326,0.936067411319037
339,2,162696,0.0155066278116551,0.0885575674698639,0.861099695265817
340,2,163284,-0.00863300137570544,0.0873866453282722,0.921360404421457
341,2,164166,-0.0234792004456752,0.0881903960126781,0.790215147503457
342,2,165270,-0.0177042173233666,0.0874524456187303,0.839686309321158
343,2,165675,0.0218611661508104,0.0888952643183288,0.805886713906387
344,2,166404,-0.108858198806834,0.230338083207114,0.636789334976415
345,2,168012,-0.0878167564673777,0.107362454341565,0.413939432617317
346,2,168062,-0.00126641396872595,0.088103989064434,0.988539657146369
347,2,168518,-0.0218077950761282,0.0875918611508807,0.80352834506722
348,2,168980,-0.0159609526504829,0.0875538423029119,0.855452953322629
349,2,169651,-0.00488579269759826,0.0875991653417499,0.955553066912306
350,2,169902,0.0109693724097841,0.146419187019945,0.940322719386538
351,2,169960,0.0808805006808022,0.136317368520787,0.553343636994861
352,2,170725,0.00454416569624949,0.0877551511114296,0.958731429365842
353,2,171254,0.041714285988915,0.0878694522119541,0.635272820475017
354,2,172242,0.00530492800359728,0.0868580295510527,0.951333366217232
355,2,173254,-0.026205168970554,0.0861816107423588,0.76125437028709
356,2,173340,-0.0326400656376107,0.0861649540217123,0.705057389337735
357,2,173385,-0.0207149385952887,0.0862547890824757,0.810345728885657
358,2,173973,-0.0116111571663986,0.0860304596379604,0.892715953783855
359,2,174714,-0.0964935207772651,0.220533407932638,0.6619829678655
360,2,177341,-0.0179447525312194,0.0857342225144575,0.834329509334946
361,2,180314,-0.0977621113336073,0.0856103273741622,0.254251729327026
362,2,180339,-0.0955982265326296,0.0858343161969067,0.266142948310986
363,2,182758,-0.127099219415466,0.0854091447414242,0.137611499721148
364,2,183619,-0.117986384833158,0.0857844648725894,0.169885302576493
365,2,183913,-0.119464453055178,0.0879630308225068,0.175292627874504
366,2,184146,-0.0972720959816482,0.0886329774485369,0.273183732745221
367,2,187176,-0.151759896567286,0.0861042569338945,0.0788479655152964
368,2,191066,-0.0876075057393517,0.0870039277409263,0.314654591560366
369,2,191124,0.0592958357518114,0.110037734908629,0.590317469514323
370,2,191128,-0.0262909198416761,0.101327294339665,0.795427480377171
371,2,191599,-0.130144699999141,0.0856418647758885,0.129496923656484
372,2,191762,-0.149918241273707,0.0889654241851572,0.0928474012039311
373,2,191763,-0.127239263353484,0.0859955853727291,0.139871273574928
374,2,191959,-0.115492913415224,0.0858315215888836,0.179302644805824
375,2,192390,-0.137598982290863,0.0881221210624896,0.119311780729032
376,2,195759,-0.0196231737489748,0.0867839557660718,0.82124266925101
377,2,196912,-0.0296129118422102,0.0853718794099253,0.728895955488962
378,2,197598,0.274820280404859,0.278470077669145,0.324370854903847
379,2,198110,-0.0575260089892918,0.0858435387192216,0.503215447992262
380,2,198283,-0.0754720969183073,0.0885088068398926,0.394399875917666
381,2,198805,-0.0603769071143965,0.0862082368888536,0.484163073906473
382,2,198891,-0.0357303001443424,0.0855750081216304,0.676543194064193
383,2,199248,-0.0681441274392803,0.085714918474933,0.427142496046591
384,2,201782,-0.0585595933594228,0.085629487905891,0.494504782200134
385,2,203285,-0.00975757448059345,0.0853524094251699,0.909048314956766
386,2,203783,-0.0302330927816234,0.0851549960547433,0.72277461816923
387,2,204179,-0.0150053602645519,0.0853725510242371,0.860580694122464
388,2,205406,-0.0473737849612369,0.0862166075889014,0.5830276338941
389,2,205834,-0.0660313257374778,0.0857683807075254,0.441886205060553
390,2,205965,-0.046472473186819,0.0937640083902737,0.620462254608698
391,2,207192,-0.096262434471506,0.085606904408527,0.261577541264299
392,2,207561,-0.0798676392696341,0.0852751309935799,0.349610986664668
393,2,208682,-0.0976262227411583,0.0850788566432914,0.251960696015482
394,2,210102,-0.0949254319162045,0.0853080324265742,0.266578440144659
395,2,212519,-0.0771463050420493,0.181838312562759,0.671636316213278
396,2,214801,-0.12870423479569,0.0851784365005748,0.13168422907986
397,2,215016,-0.129354306328832,0.085126729924553,0.129519296628613
398,2,218876,-0.220099170505616,0.0854887314690285,0.0104424760642481
399,2,227511,-0.160195583756119,0.0864790656795661,0.0648000676381223
400,2,230378,-0.144734858913057,0.0854567715971273,0.0912117203857862
401,2,231943,-0.161437609639785,0.0856192087181605,0.0601792473700697
402,2,232156,-0.150574297126355,0.0856398370417893,0.0795754212740598
403,2,232789,-0.16770535774374,0.0852433746094454,0.0499231019005533
404,2,238524,-0.15324871540566,0.0854416044466989,0.0737316084598973
405,2,241518,-0.140957706609962,0.0862494934893362,0.103086939061187
406,2,250396,-0.176551705497761,0.0854699812886715,0.039590208415024
407,2,250466,-0.164640402672596,0.0855067803147374,0.0549741351954975
408,2,252305,-0.169789057257353,0.0857073550980647,0.0483633204505695
409,2,254571,-0.131351323852039,0.0871128462423483,0.132492576300437
410,2,254742,-0.113247208476872,0.0871057145793192,0.194410734484854
411,2,254908,-0.139049058287072,0.087669139049163,0.113619641757594
412,2,255033,-0.0555693642770626,0.103076620916222,0.590152623126884
413,2,255862,-0.127815226286452,0.0871859784376932,0.143536662815433
414,2,255975,-0.13902412320743,0.0868205046965025,0.110208927044674
415,2,258311,-0.0726098797213216,0.0856092593705389,0.396926661907934
416,2,259284,-0.0548221506118183,0.0859354719569638,0.523922737585492
417,2,266330,-0.0513840418054217,0.0863113927147072,0.552002194880813
418,2,267100,-0.0328162006028245,0.0863307500763935,0.704083608039427
419,2,268086,-0.0414329790481063,0.0863265487684378,0.631555655424671
420,2,274614,-0.00569544799944377,0.0858295176548788,0.947130625183723
