SNP,Chr,Pos,Effect,SE,SSH1_PIS1_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
65,1,83613,-0.0861636806084666,0.134398070311843,0.521868509406882
66,1,84112,-0.10697292103662,0.134370540213907,0.426506645588454
67,1,84701,-0.0605429697503977,0.143980571319153,0.674380453010493
68,1,84858,-0.00921874207853772,0.134869794289553,0.94554341196367
69,1,85751,-0.148079467519578,0.135195502749697,0.274132501959519
70,1,87445,-0.192370740853247,0.135324528436161,0.156039447568676
71,1,87467,-0.227846795704118,0.135881694760854,0.0944663397874124
72,1,89070,-0.181419244438283,0.135223637696643,0.180580436610231
73,1,89616,-0.12398985169665,0.13467707637281,0.357864236430582
74,1,89679,-0.14663016301192,0.134629726279825,0.276836624562064
75,1,89880,-0.137775426876724,0.134690438892904,0.307053584476391
76,1,91472,-0.140866121523329,0.135684179328881,0.299891654121034
77,1,93789,-0.165322117602435,0.134202954592941,0.218813363519345
78,1,94351,-0.167866176268831,0.134548746207914,0.212995985121674
79,1,99148,-0.187205753710361,0.134121507053722,0.163654354954798
80,1,101281,-0.191242131052623,1.47085769115242,0.896624008218539
81,1,106011,-0.231552015571744,0.139622100764976,0.0981210795296228
82,1,106800,-0.196216482891607,0.134266977061785,0.144797878513272
83,1,107970,-0.154070190172587,0.134022899421605,0.251094709340699
84,1,109000,-0.222196465673487,0.13398927094533,0.098142104152791
85,1,112549,-0.206685540992968,0.133906797536025,0.123604751821464
86,1,112742,-0.178449486467615,0.134546544016709,0.185596811243041
87,1,113050,-0.145166060155523,0.134432604786523,0.280949493345661
88,1,113135,-0.158135733569046,0.134047505408529,0.238914293901168
89,1,114076,-0.0781520281918857,0.134247057448572,0.560836741806037
90,1,114628,-0.051282582426293,0.134623601248378,0.70348205779605
91,1,116283,-0.0404909637760337,0.135383033081687,0.765051591372262
92,1,126880,-1.79959964669036,2.53868855077865,0.478873156467033
93,1,127853,0.140747890217953,0.134940305595585,0.297644392307459
94,1,128302,0.112224475066316,0.134496390758117,0.404617047293979
95,1,128704,0.126497070804644,0.134594684655811,0.347943806401925
96,1,128911,0.222199599691799,0.134258010984375,0.0988093403175083
97,1,130267,0.15210925140915,0.134470509295235,0.258750677654414
98,1,130271,0.148618317759057,0.134641730884853,0.270429273546467
99,1,130613,0.145127024064305,0.13591496147975,0.286350279348593
100,1,132012,0.078236574727378,0.135781484138225,0.564850752689196
101,1,133231,-0.0551801994742068,0.134849386760531,0.682641981160579
102,1,137074,-0.0112846033572026,0.13468819723141,0.933276325920385
103,1,137304,-0.00917111459547459,0.134735468159139,0.94577039188584
104,1,139686,0.0296041188193792,0.134904215259758,0.82642988936437
105,1,149562,0.0788418774597242,0.135156071757563,0.560037265151111
106,1,150447,0.083252756276939,0.136649284174416,0.542754623010941
107,1,151446,0.125225508744689,0.274586371855391,0.64863342813771
108,1,154084,0.0842986541870562,0.137070091691467,0.538948322517014
109,1,156633,0.113576701372722,0.138892233876732,0.414061516505911
110,1,157269,0.0598517341106178,0.134616769672696,0.656875311016232
111,1,160054,0.116525403311111,0.135792224772707,0.39141098963153
112,1,166222,0.115363905624347,0.13478859803379,0.392640469965484
113,1,166416,0.125067475091705,0.134489818877504,0.353037595025237
114,1,167326,0.093520415185938,0.135328125074252,0.489979420506638
115,1,168836,0.0800607808997523,0.134710510133005,0.552680637285623
116,1,171200,-0.00896784618824004,0.134978884612328,0.947066027269884
117,1,171431,-0.0690334232226935,0.135772707189447,0.61145648064301
118,1,173339,-0.0217194931866535,0.134761211605831,0.872051540621678
119,1,173845,-0.0375799547805953,0.134639600121819,0.780319893615939
120,1,175121,-0.0292865804179232,0.134378433402436,0.827600950449863
121,1,175281,-0.0402744926134882,0.134484617686103,0.764755527317124
122,1,175315,-0.0382698794758874,0.134443931067717,0.776076854805916
123,1,175523,-0.0382329903634343,0.135205887255275,0.777514234746819
124,1,175541,-0.0393822230314362,0.134653021764386,0.770097682203363
125,1,175653,-0.0473561526792619,0.13507195823015,0.726098001867119
126,1,175805,-0.000746711547509632,0.142736470316555,0.995828920995964
127,1,175818,-0.0417092423462556,0.139439597886144,0.765024129460057
128,1,175856,-0.0453136073397065,0.137304554731431,0.741578641135141
129,1,175876,-0.0354655274890303,0.135208023922536,0.793240527719645
130,1,175989,-0.0516731958864572,0.13557911565118,0.703336463896782
131,1,176001,-0.0537843912049239,0.136283550929385,0.693339066161272
132,1,176451,0.00278021282591628,0.137952084981141,0.983932334561903
133,1,177692,-0.0357296053573439,0.134445911500822,0.790583431079668
134,1,178191,-0.0343812365138493,0.134580426642156,0.798509043664659
135,1,178224,-0.0357296053573439,0.134445911500822,0.790583431079668
136,1,178960,-0.0438854181175662,0.135513137320013,0.746246242998294
137,1,179139,0.209382220921619,0.26839169887087,0.43583317712838
138,1,179139,-0.459702161477962,0.540460419865927,0.395582008289467
139,1,180955,0.170070573167556,0.155384353017512,0.274475239027667
140,1,183802,-0.12227810815812,0.134318711339768,0.363254949473338
141,1,183954,-0.0921614192237133,0.135366471196559,0.496426033647681
142,1,184450,-0.0285178558993724,0.134260743961386,0.831912505783104
143,1,184641,-0.0496179981542877,0.138151423816447,0.71969266130722
144,1,184718,-0.0728208688306204,0.134976569041458,0.589876869543486
145,1,185296,-0.0259292787038104,0.134452277602905,0.847186434975931
146,1,185438,-0.0419867324012282,0.134447137615892,0.755003196172003
147,1,185469,-0.0455727533996588,0.134637922246075,0.735199880078491
148,1,185503,-0.0400826604018649,0.134294540027604,0.765521394606152
149,1,185705,-0.0659004886948445,0.13576730053019,0.627698754757087
150,1,185749,-0.0255660512033422,0.135805784230524,0.850785318108362
151,1,185806,-0.056212383866211,0.135961033546531,0.679531799005379
152,1,185879,-0.0644959836167955,0.136607963937313,0.637129556438479
153,1,185916,-0.000125418864865626,0.136588937024834,0.999267884220826
154,1,185941,0.00529378756226458,0.137183648904244,0.969239841666792
155,1,185954,-0.0114554675308911,0.137583224012218,0.933690333681767
156,1,186055,-0.0388824583993766,0.134822783667836,0.773212287973518
157,1,186896,-0.0174426462990845,0.137046156693548,0.898794657625755
158,1,187697,-0.313260681397907,0.279001747634036,0.262289291307174
159,1,189392,-0.365587668730479,0.280290285995162,0.192974961929652
160,1,189416,-0.287464096060761,0.271351328962387,0.290151217199622
161,1,190132,-0.0124941227463307,0.135008070116693,0.926318709087719
162,1,190148,0.00283063214801005,0.135050342002006,0.983289542256884
163,1,190165,-0.0198451761537794,0.136084086377947,0.884138633391902
164,1,190169,-0.0114656974862922,0.135917110993728,0.932819608759862
165,1,190933,-0.134607965034927,0.134625762116871,0.318059380825405
166,1,192149,-0.0174496213139461,0.135915307818115,0.897916629822659
167,1,192302,0.11302833635024,0.179362900108,0.528993920137226
168,1,192303,0.10011483233724,0.161947612338482,0.536846966056266
169,1,192305,0.111968527137342,0.168277783374416,0.50624252932516
170,1,192315,0.0426887263793763,0.191002408848236,0.823276937501285
171,1,192795,-0.115291311600533,0.134421054312602,0.391646763119072
172,1,194020,-0.0627866910163583,0.141693951835443,0.6579541131073
173,1,194187,-0.0705674709814407,0.134620139156123,0.600470520500885
174,1,194867,-0.19718936227776,0.13418942565525,0.142591903716849
175,1,197325,-0.254553821721303,0.137216400564814,0.0644116390153484
176,1,197392,-0.29835387927851,0.13875025017061,0.0322106468424965
177,1,198857,-0.695660279208173,0.644340345692178,0.281036410836943
178,1,206666,-0.123034190540482,0.151236075839084,0.416466025838309
179,1,206675,-0.184236664148355,0.196836514248608,0.349919113271329
180,1,223051,-0.110549330486771,0.155870996744492,0.478646165082787
181,1,223059,-0.324002539731868,0.161049840363672,0.0449988438669815
182,2,7366,-0.213309348311118,0.194887948294844,0.274471914306734
183,2,8180,0.192441040104974,0.268579711743969,0.474147981707286
184,2,8187,0.317782444371757,0.27898726103343,0.255451682671913
185,2,8250,0.178042527126098,0.275201216263431,0.518082167675215
186,2,8253,0.170087152609419,0.275215470218434,0.536964289670506
187,2,8285,0.151347446954807,0.149072552814574,0.31067710670669
188,2,8302,0.175199450633307,0.139433533909966,0.209762445940686
189,2,8306,0.175199450633307,0.139433533909966,0.209762445940686
190,2,8314,0.194771696783932,0.13648508187589,0.154448011298189
191,2,8317,0.169754736339159,0.139708017819845,0.225152253963463
192,2,8328,0.14044976475458,0.139172915974987,0.313582166214736
193,2,8331,0.144020261072426,0.138900161173096,0.300510036528007
194,2,8498,0.131724179827171,0.136497815032402,0.335191551401392
195,2,8651,0.132336453907166,0.136624279216033,0.333400023215835
196,2,9418,0.637510032969702,0.346274188712803,0.0664524025120517
197,2,9812,0.141344421870837,0.137412814035196,0.304366481805506
198,2,9932,0.139339559462148,0.136875426197223,0.30937384798449
199,2,10135,0.134820511817862,0.136362570477714,0.323491310070404
200,2,11616,0.144372190753129,0.136189699955217,0.289832277954159
201,2,12133,0.157976094780712,0.136690220072066,0.248575920321192
202,2,12194,0.170240463338432,0.137179226157797,0.215427023442259
203,2,12359,0.137328849098642,0.136881182846549,0.316417597667954
204,2,13061,0.13979965931996,0.136863994495027,0.307741028856341
205,2,14298,0.129828429257148,0.137324764984555,0.345095432999773
206,2,15222,0.151407367533426,0.138605249690151,0.275418143437359
207,2,17986,0.110086406219601,0.136280406297259,0.419753552521407
208,2,19770,0.13209561978604,0.13716934538618,0.336201102269297
209,2,19836,0.116380659939279,0.136831928946713,0.395602968663349
210,2,19851,0.121975362649042,0.137219608397657,0.374658812017767
211,2,21595,0.117322683638592,0.136663133857499,0.39120953611956
212,2,22385,0.138295617886054,0.136737195411142,0.312519098053548
213,2,23441,0.0691394894066081,0.138216180318281,0.617226824152906
214,2,24209,0.100723155647016,0.13702183601688,0.462773762794503
215,2,24341,0.0963796052509474,0.137355259750237,0.483340340877334
216,2,26815,0.139233452772219,0.137086145458223,0.310485074252938
217,2,28209,0.120019161120234,0.137183850613856,0.382235036627718
218,2,28695,0.0256488990723385,0.143467207047964,0.858213932649842
219,2,35849,-0.495820847334723,1.47065615613652,0.736209766955783
220,2,35850,-1.13161757665539,1.79792091876138,0.529492103039006
221,2,41245,-0.00282583700923444,0.136805638661597,0.983531857015421
222,2,43214,-0.0575901810793682,0.138989927865883,0.678871022865335
223,2,47104,0.0448881404989511,0.135126965870745,0.739941204050325
224,2,50915,-0.00817852149186171,0.13647525792568,0.952247869868365
225,2,55834,-0.0225978070400018,0.135839996459122,0.867971991483788
226,2,56422,0.0155498724309517,0.136085668798351,0.909092435863814
227,2,57715,-0.00860068898574817,0.135638807235474,0.949476899074733
228,2,59046,-0.0218589314184976,0.136320776035798,0.872697699469803
229,2,59191,-0.0179608719279752,0.135541815899182,0.894655096268958
230,2,59383,0.0029959134262037,0.135584128372626,0.982383588186455
231,2,59477,-0.0173672989569327,0.137621160429938,0.89964828385045
232,2,59755,0.019118554240884,0.309217508290107,0.950734142833857
233,2,60471,-0.039491155026513,0.135750561601063,0.771291228507915
234,2,60478,-0.0338462717433991,0.135909821147114,0.803478715357107
235,2,60786,-0.0552504122100279,0.135666400414369,0.684069760063029
236,2,61035,-0.0504173405183889,0.135661943778503,0.710384227649426
237,2,61071,-0.035250371393038,0.135059913078519,0.794246223342863
238,2,61675,-0.0575613751277221,0.135427158771661,0.67106962943126
239,2,62776,-0.0737847945823396,0.141334336024149,0.601957016289645
240,2,62939,-0.0551245586128041,0.135195824411761,0.683712755486244
241,2,63527,-0.057200550322168,0.135701110865774,0.673632948045638
242,2,63857,-0.0832089931019969,0.13569457978427,0.540133745989706
243,2,65527,-0.114923976552822,0.135180912322797,0.395818254487875
244,2,67007,-0.249552137189144,0.148392166765051,0.0935100807406714
245,2,67023,-0.268294462917872,0.307761868551278,0.383931883814433
246,2,67024,-0.298635202145064,0.308810394715334,0.334180930153357
247,2,67976,-0.0640455347472931,0.13722595611297,0.640991067313229
248,2,69628,-0.0114143163496149,0.139541013862178,0.934852905649538
249,2,71825,-0.207391864540796,0.269611651933648,0.442274478924149
250,2,72389,-0.0564598808669384,0.136388673369772,0.679152518626018
251,2,72392,-0.0791821421383364,0.137284737384135,0.564460361962431
252,2,73646,0.07739187219048,0.134470406625034,0.565298996905102
253,2,74564,0.140906296732205,0.134059710438908,0.293944901072975
254,2,74739,0.193030751491447,0.134318455717519,0.151571745498336
255,2,79931,0.34741673836613,0.150707160773224,0.0217323255176963
256,2,80748,0.288920044604328,0.139253798814621,0.0387316638684814
257,2,80873,0.248756672843544,0.134381544094368,0.0649870576459708
258,2,81501,0.284649537258353,0.134156951441145,0.0345536514501379
259,2,83526,0.2427611598595,0.134179596537791,0.0712665153204244
260,2,83845,0.273363467543629,0.134141624239061,0.0423078617398662
261,2,84412,0.413481093050717,0.339321222638858,0.223827416722469
262,2,84412,0.191541890197527,0.169966702486063,0.260534276597442
263,2,84447,0.320021704228246,0.135585380541388,0.0188036667952425
264,2,87391,0.269527794296341,0.133564396727676,0.0443513904909876
265,2,87562,0.262545386746167,0.133945584134282,0.0507716030857714
266,2,87849,0.275478905927578,0.133859148584741,0.0403262239314658
267,2,87878,0.289353150430444,0.134358655916477,0.0319491871807105
268,2,88125,0.206013162262523,0.149986378201823,0.170454408847578
269,2,89785,0.241490508708902,0.134641382301863,0.0737355368567978
270,2,93441,0.250908979242982,0.138649465207397,0.0711982715567871
271,2,93588,0.191226760080798,0.143822327653788,0.18450729497272
272,2,93721,0.212486435229208,0.134369964631286,0.114692745156427
273,2,93952,0.189469109964708,0.13408066218531,0.158508055726161
274,2,95085,0.223191090711247,0.134121969738334,0.0969817401829595
275,2,103188,0.256260348106671,0.137239515954227,0.0626954540653724
276,2,107124,0.343926930292205,0.133464509708183,0.0103740174829823
277,2,111645,0.379144516383283,0.133281235311831,0.00470461069055452
278,2,111916,0.373123300627857,0.13365060373419,0.00552711901691878
279,2,111931,0.386100988487907,0.133755178196188,0.00413367453305769
280,2,111999,0.380312272944706,0.133310645099334,0.00458856918663697
281,2,114528,0.297673575907041,0.134685941428667,0.0277371196387812
282,2,116024,0.385935660318133,0.134376116707719,0.00432447842804557
283,2,119244,0.127519180769375,0.147999212586679,0.389481195343069
284,2,119246,0.138887032192366,0.14955256476578,0.353687601547274
285,2,119247,0.117385422612839,0.150686813953064,0.436500075438948
286,2,120090,0.112488450275372,0.135267749798212,0.406197811689725
287,2,120291,0.135486164179064,0.13675859385694,0.322512728155106
288,2,120726,0.103896630166242,0.136045003598556,0.445560274297833
289,2,121716,0.141479459325932,0.13579408073304,0.298186061519985
290,2,123100,0.0759527865665569,0.136130302656735,0.577237793378276
291,2,124677,0.0353652559281768,0.135989680076889,0.794970358781962
292,2,127636,-0.0571904230578562,0.171986115567148,0.739686997462984
293,2,127887,0.00229251194600122,0.136935116427519,0.986652223826958
294,2,128935,0.00901456630746078,0.136804879978109,0.947499836449194
295,2,129053,0.0319764998937068,0.137211602837706,0.815861408977203
296,2,130040,-0.00959097227079031,0.138058751760867,0.94465467015966
297,2,130976,-0.0246387726193602,0.136928891242798,0.857304135574002
298,2,132199,-0.00313423461135465,0.137569740693342,0.981836338675288
299,2,133355,-0.00635950383836348,0.138500028223376,0.963402380256262
300,2,133435,-0.0126420103363725,0.138798101086862,0.927479087188545
301,2,133943,-0.0219742803444238,0.162499665682649,0.892509776067889
302,2,135183,-0.050313200999667,0.138850785972274,0.71730400646942
303,2,135402,-0.0395892418782815,0.138839639676319,0.775701312128716
304,2,135898,-0.00577656080248956,0.13959169274612,0.967014887116404
305,2,135912,-0.0150498763300535,0.139692843486767,0.914266726714092
306,2,135925,-0.01656541812854,0.13905953585187,0.905244366725732
307,2,136002,-0.0538642716928306,0.138928703106603,0.69846313776053
308,2,136173,-0.0302589201063941,0.139932121576598,0.828925589536413
309,2,138209,-0.102074698403742,0.143942743944645,0.478709388341299
310,2,138318,-0.0636488474179828,0.143595978844261,0.657856796158773
311,2,138695,-0.074046621746809,0.141119078112882,0.600114010217156
312,2,138818,-0.0742018700466081,0.140859853695431,0.59867862812038
313,2,139728,-0.0786174762339842,0.140600328623521,0.576410022651844
314,2,140174,-0.0714289565852471,0.140611194313791,0.611778246194433
315,2,140863,-0.0605825509973326,0.140568705972083,0.666744671172764
316,2,141152,-0.064302480143865,0.140960211519882,0.64854488941158
317,2,141292,-0.0491833416642733,0.139963451808018,0.725496940687071
318,2,141545,-0.0271476698250948,0.140662427472075,0.847070955938317
319,2,145823,0.0254158586771553,0.146026663631504,0.861926380252381
320,2,145934,-0.140849919939998,0.240499268618751,0.558480710239043
321,2,145980,-0.0565682154522906,0.147348860625076,0.701278730227974
322,2,146723,-0.0153951079981978,0.140413734989791,0.912756363290098
323,2,147946,-0.0243451967022181,0.14169646035332,0.86368353697567
324,2,150394,-0.0542299052412871,0.154335487207428,0.72551533846222
325,2,151274,-0.0884781843229252,0.241761290673752,0.714604201424293
326,2,151397,0.00241096764765003,0.14205658188432,0.986468635220505
327,2,153035,0.0860266448509812,0.140435583044639,0.540555013680034
328,2,153228,0.0825324440612272,0.141467318114356,0.559994650399412
329,2,153455,0.0727426047210087,0.142551198410471,0.610166481051858
330,2,153732,0.113029636683114,0.1473153822531,0.443438052607211
331,2,153815,0.0507492294899639,0.142030957660624,0.721072485214421
332,2,154160,0.0696121509987919,0.140519357007431,0.620631751077209
333,2,154235,0.0569841105904605,0.141939474174515,0.688318762026518
334,2,155527,0.106026593824424,0.153990873030123,0.491574358584491
335,2,159870,0.15662687802938,0.138134789169422,0.257618568970058
336,2,161229,0.18947760797094,0.140147825875058,0.177246038266032
337,2,161451,0.113412389913726,0.300810485104572,0.706383259351668
338,2,161451,0.145708605807259,0.301736168447813,0.629465590482212
339,2,162696,0.258356872530023,0.139228208296578,0.0643387767925335
340,2,163284,0.261507985121505,0.137348232158794,0.0577259617865578
341,2,164166,0.17897835357184,0.139007465372229,0.198747918110496
342,2,165270,0.252742454585224,0.137505296269611,0.0668942618865175
343,2,165675,0.269743869303196,0.139709301862432,0.0543144285083393
344,2,166404,-0.24331036809115,0.363763137460171,0.504015378029612
345,2,168012,0.266728859791627,0.169172746063616,0.115768189687239
346,2,168062,0.212987700366683,0.138720617533263,0.125588349201599
347,2,168518,0.189819619570681,0.138016823126829,0.169899201742447
348,2,168980,0.223370793799826,0.137808534576447,0.105936723781531
349,2,169651,0.207184108169044,0.137946056057511,0.134011437379614
350,2,169902,0.147383956838495,0.231175698187517,0.524185889321038
351,2,169960,0.148336354521277,0.215311132566324,0.491313868577976
352,2,170725,0.300740268827215,0.137705258307771,0.0296242035595295
353,2,171254,0.30191593185054,0.137923836450757,0.029250974949332
354,2,172242,0.165482977913294,0.136932436336526,0.227663548082535
355,2,173254,0.175036892449436,0.135844854690741,0.198413787335573
356,2,173340,0.175124038765544,0.135828019476997,0.198135489182705
357,2,173385,0.174342035997405,0.135956546504006,0.200566102061597
358,2,173973,0.232009156336095,0.135348684032354,0.0873773264568811
359,2,174714,0.178635490335898,0.348354196520473,0.608413053635801
360,2,177341,0.250917363201582,0.134787745848245,0.0634940981244746
361,2,180314,0.156620532729092,0.135236515657143,0.24759674576368
362,2,180339,0.143047696655189,0.135621959713733,0.292259582303873
363,2,182758,0.259774315828585,0.134640293960004,0.0544830499636314
364,2,183619,0.222801815582263,0.135362895869855,0.100662152545453
365,2,183913,0.246832870646581,0.138702100879412,0.0760033346638676
366,2,184146,0.294844533109764,0.139376657082807,0.0350914995657789
367,2,187176,0.151126506841613,0.136384118603664,0.2685753861725
368,2,191066,0.169662479097781,0.137345880512076,0.217542788893721
369,2,191124,0.135622269065233,0.173754622228876,0.435596731890956
370,2,191128,-0.0706437675931721,0.16004372743629,0.659191579362848
371,2,191599,0.143644201302038,0.135519769968126,0.289891977812866
372,2,191762,0.17445132316426,0.140802202447585,0.216175528960855
373,2,191763,0.145164516570813,0.136053635110987,0.286716637784012
374,2,191959,0.139596889564303,0.135737142948295,0.304449205849898
375,2,192390,0.130876618517657,0.13951779294012,0.348852896735978
376,2,195759,0.24165239156542,0.13650298622733,0.0775388365861497
377,2,196912,0.246968760096775,0.134247910898775,0.0666596130094086
378,2,197598,-0.137906541758053,0.440460703339972,0.754392531885477
379,2,198110,0.246150794432026,0.135064340784863,0.0692294878730486
380,2,198283,0.218309797188012,0.139483309401721,0.118447937424666
381,2,198805,0.229333717653597,0.135735030114553,0.0919933431711722
382,2,198891,0.231564798573508,0.134658339913642,0.0863731713702885
383,2,199248,0.228557816871879,0.134982962840268,0.091293043633453
384,2,201782,0.131301815706368,0.135182947901389,0.332069052335356
385,2,203285,0.270459297619221,0.13406806874847,0.0444177244615073
386,2,203783,0.21952787235601,0.134040023735038,0.102358946275641
387,2,204179,0.213164137567573,0.134395848186297,0.113613859885386
388,2,205406,0.197202889305743,0.135854772578539,0.147508974893986
389,2,205834,0.217797577703912,0.135110627575384,0.107856826269442
390,2,205965,0.0993082013438813,0.148081690106273,0.502894026503793
391,2,207192,0.225108317587363,0.13494937483795,0.0961837037544348
392,2,207561,0.18669500317405,0.134514844215184,0.166038683331125
393,2,208682,0.176513178271405,0.134326317074889,0.189678436097475
394,2,210102,0.144248477694385,0.134783722710413,0.285250704118219
395,2,212519,0.259215393270886,0.287002374252088,0.367045185737184
396,2,214801,0.133577729799789,0.134808440300123,0.322427439983687
397,2,215016,0.160267180774233,0.134648833577039,0.234743886491932
398,2,218876,-0.021960812537389,0.136308601412255,0.872098156365604
399,2,227511,-0.0531943229613506,0.137249221540262,0.698564396236954
400,2,230378,-0.0259341045790106,0.135541410269101,0.848371476917413
401,2,231943,-0.0439419466861412,0.135916941818765,0.746659492438425
402,2,232156,-0.0606326660415253,0.135843012855079,0.655622703946882
403,2,232789,-0.0638742436784479,0.135357498238389,0.637294785014231
404,2,238524,-0.0538302342541408,0.135560457518226,0.691538177614889
405,2,241518,-0.09271006021298,0.136678804417274,0.498022064096484
406,2,250396,-0.232471996831679,0.135270790706275,0.0865699161650337
407,2,250466,-0.204076404512922,0.135352403629551,0.132515172690509
408,2,252305,-0.210153106091092,0.135687209664403,0.122324501665473
409,2,254571,-0.138141483947579,0.137863772748076,0.317023005194207
410,2,254742,-0.160283184938912,0.137670962302791,0.24510964987984
411,2,254908,-0.183840153422414,0.138643798612338,0.18570069371156
412,2,255033,-0.161049385010254,0.162677483365329,0.322856193462179
413,2,255862,-0.230761012168666,0.137604361577203,0.0944298585431398
414,2,255975,-0.240538291805277,0.137055983160366,0.0801204866132075
415,2,258311,-0.231119084441558,0.134819631163405,0.0873544094236235
416,2,259284,-0.119501449518271,0.135686509417334,0.379070101596069
417,2,266330,-0.0874984981708936,0.13634005013236,0.521441207505074
418,2,267100,-0.0889819196557775,0.13632738085328,0.514369625883329
419,2,268086,-0.0567622940335105,0.136386107280812,0.677525182879621
420,2,274614,0.0230038092761851,0.135585203203596,0.865372262852765
421,2,274729,-0.00903345667886091,0.136331509322913,0.947207575235719
422,2,275746,0.0784650538703831,0.136208834168878,0.564938769738369
423,2,277029,0.0544283841668886,0.13560864048157,0.688395237928257
424,2,277741,0.0384695506705773,0.135677381397509,0.776931479663623
425,2,278218,0.0280532767689659,0.135439516380537,0.836029552015709
426,2,278379,0.060959155637322,0.138761805441807,0.660707255763944
427,2,279910,0.0173248019444848,0.135397045365784,0.898257021146542
428,2,280616,0.0150776087081702,0.141315312857107,0.915091718928243
429,2,283431,0.0390579781025652,0.137367525065611,0.776322708444273
430,2,283573,0.0407349224611298,0.135717941608264,0.764244009770588
431,2,286762,0.0260812789232205,0.136075620780517,0.848112838394871
432,2,287187,0.0406661714014435,0.135430451567112,0.764145323533029
433,2,288379,0.0173037981289663,0.134418133254429,0.897643714047216
