SNP,Chr,Pos,Effect,SE,SRO9_DHH1_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
45,1,62869,-0.00126120959823181,0.132734888784103,0.992424206791619
46,1,65431,0.0259874481532394,0.138621482231363,0.851399405556861
47,1,65451,0.0144099584173541,0.136660594922865,0.916083866394731
48,1,65719,0.0939631740683416,0.142426140048782,0.509855606814376
49,1,66841,0.0725397556981028,0.13274132542896,0.585085014537978
50,1,66948,0.0580242317681485,0.133576759788822,0.664271618689512
51,1,68621,-0.0636955952838217,0.133207363427084,0.632826109073534
52,1,69417,-0.0626797012817986,0.132855858081224,0.637370126429138
53,1,69820,-0.25263364511398,0.51985902414468,0.627293017978359
54,1,69821,-0.131268629790343,0.32258460919264,0.684307676047177
55,1,70906,-0.0486070309451456,0.213469017285584,0.820010804935635
56,1,74327,-0.018421867876438,0.133624802010508,0.890427582051228
57,1,74572,-0.024394580980349,0.133266312997766,0.854862802347394
58,1,75211,0.0095676453951094,0.133028719035781,0.942704989151867
59,1,76030,0.0670388788089175,0.132981833087323,0.614491136861611
60,1,80108,0.0222004489874797,0.132992990838239,0.867521127500406
61,1,81262,0.00155476586625997,0.132947934422129,0.990675920581356
62,1,81999,-0.00974341686413854,0.133271628893732,0.941760421012707
63,1,82431,-0.0584867504186987,0.133867326233842,0.662450378234652
64,1,83284,0.0462533045946808,0.132906321913595,0.728036856893896
65,1,83613,0.0847141507827075,0.132837972286303,0.524065874825948
66,1,84112,0.0489418300988188,0.132903594298378,0.712907102402522
67,1,84701,0.0442806566900932,0.142324491927851,0.755889513773176
68,1,84858,0.0924551714363603,0.133213429128932,0.488114901859042
69,1,85751,0.0631790647152927,0.133809956313409,0.637107765506197
70,1,87445,0.0894790497590708,0.134050583329764,0.504887580566179
71,1,87467,0.0453348429931881,0.134815768561301,0.736865145560096
72,1,89070,0.0957371754327435,0.133896531558762,0.475076316316417
73,1,89616,0.104131895023708,0.133157343057787,0.434726207513771
74,1,89679,0.0891350301664535,0.133205057862125,0.503833048068647
75,1,89880,0.0998708198365576,0.133217278859078,0.453944563798919
76,1,91472,0.107581708876762,0.134190806553513,0.423261803638901
77,1,93789,0.136130635909553,0.132731509554828,0.305778190453663
78,1,94351,0.0541399575864237,0.133247811386617,0.684760826796308
79,1,99148,0.100365633288209,0.13282174065086,0.450368020275525
80,1,101281,1.34465545538833,1.45204715290279,0.355057241161299
81,1,106011,0.171646012243161,0.138235524018098,0.215174432068628
82,1,106800,0.116385773026725,0.132964206174297,0.381996866324082
83,1,107970,0.142651759474762,0.132496708775142,0.282374675971716
84,1,109000,0.0626907840152057,0.132906081839355,0.637437802183084
85,1,112549,-0.142500671018926,0.13258069508348,0.283188457334288
86,1,112742,-0.103675903818968,0.133200590838131,0.43688753697717
87,1,113050,-0.0915667388293302,0.133001305213306,0.491612220212401
88,1,113135,-0.102027494556394,0.132640464119861,0.442286940994171
89,1,114076,-0.00650895145026142,0.132751126861334,0.960922135069949
90,1,114628,0.0390876203123909,0.133071155432514,0.769133235752778
91,1,116283,0.0836695604986915,0.133753520858556,0.532014126954529
92,1,126880,-2.70983444426079,2.50684362385742,0.280446324786129
93,1,127853,0.106451221669475,0.133458249416785,0.425617459647536
94,1,128302,0.098125137860881,0.132962836648637,0.461011321204244
95,1,128704,0.0589895763913468,0.133160815936846,0.658040696454955
96,1,128911,0.096470807681483,0.133113574191105,0.469100509431989
97,1,130267,0.130747686337649,0.132967443180824,0.326130312665857
98,1,130271,0.120478770999015,0.133153136084325,0.366181242605742
99,1,130613,0.150791099464001,0.134313630143824,0.262336829824596
100,1,132012,-0.055263281513825,0.134235379835874,0.680816959299852
101,1,133231,-0.130223354943453,0.133134544535513,0.328678166238788
102,1,137074,-0.0784865512800069,0.133059681284299,0.555662041095486
103,1,137304,-0.167794888822298,0.132871713277572,0.207482453412834
104,1,139686,-0.0870919349825387,0.133265926853803,0.513846618521896
105,1,149562,-0.0945790567886621,0.133555894181434,0.479312703127435
106,1,150447,-0.0523369683281987,0.135104503263698,0.698707346137391
107,1,151446,-0.0612003738173144,0.271457698913499,0.821759007458929
108,1,154084,-0.0714160050907292,0.1354974034901,0.598479177205844
109,1,156633,-0.0907038727135735,0.13732425625702,0.509358191621237
110,1,157269,-0.132656741718451,0.13290314919208,0.318892298631024
111,1,160054,-0.106301237416259,0.134235854162843,0.428951389239073
112,1,166222,-0.11002822171157,0.133232669660312,0.409455393886437
113,1,166416,-0.103832886271626,0.132975777436184,0.435419566407338
114,1,167326,-0.109983981865596,0.133718788620917,0.411346443513763
115,1,168836,-0.140954118903115,0.133001144810481,0.289961891740093
116,1,171200,-0.176960378963885,0.133079176942598,0.18446335815794
117,1,171431,-0.242269198411933,0.133624236700862,0.0706712798574593
118,1,173339,-0.215804794776559,0.132704826037247,0.104799126431146
119,1,173845,-0.213633496892862,0.132603957338917,0.108059465606702
120,1,175121,-0.235043931224303,0.132236247777945,0.076354375994811
121,1,175281,-0.218691455256683,0.132429034499191,0.0995490533797258
122,1,175315,-0.232583042639757,0.132319935583896,0.0796597607083987
123,1,175523,-0.214887214146088,0.133160451028183,0.107475943278846
124,1,175541,-0.226273474537172,0.132559316398322,0.0887088298711457
125,1,175653,-0.240924863667122,0.132909305033307,0.0707272574160093
126,1,175805,-0.169145141968038,0.140791183610089,0.230405317581037
127,1,175818,-0.249320819842877,0.137197342042175,0.0700277630549184
128,1,175856,-0.22100838463777,0.135220138147171,0.103059202256615
129,1,175876,-0.211116315389559,0.133177537416468,0.113810688087049
130,1,175989,-0.199866503826338,0.133609239735951,0.135572333901328
131,1,176001,-0.209872896604726,0.134266590732463,0.118923707914404
132,1,176451,-0.204691043237753,0.135914029734112,0.132952938659615
133,1,177692,-0.243155124317823,0.132266085435547,0.0668466621069972
134,1,178191,-0.240905687367211,0.132410319651262,0.0696993115171742
135,1,178224,-0.243155124317823,0.132266085435547,0.0668466621069972
136,1,178960,-0.256568945009598,0.133261318422154,0.0549940968051256
137,1,179139,-0.266197688199419,0.26512485141107,0.316043932999114
138,1,179139,-0.0709240619531748,0.534717268163518,0.894554907718685
139,1,180955,-0.0617593207560021,0.153804961767609,0.688263294280064
140,1,183802,-0.250506645994401,0.132244034621853,0.0590056180329022
141,1,183954,-0.217888062869891,0.133378909253361,0.103233965588034
142,1,184450,-0.176407578481736,0.132377347117168,0.183518862118981
143,1,184641,-0.174528373631564,0.136255589053026,0.201073315764431
144,1,184718,-0.203229902519535,0.133024871900642,0.127467982148999
145,1,185296,-0.167844165260702,0.132597142512274,0.206412176354405
146,1,185438,-0.179744798082352,0.132559238928174,0.175979196519606
147,1,185469,-0.18846211993427,0.132717292261095,0.156482414832906
148,1,185503,-0.180598884180101,0.132403116362257,0.173434173136933
149,1,185705,-0.18975909882135,0.133854765954763,0.157175288741386
150,1,185749,-0.178749890282102,0.133897689542671,0.182745269284184
151,1,185806,-0.232570134036175,0.133843312488897,0.0831481862279909
152,1,185879,-0.198897154480707,0.134648500029255,0.140524774038856
153,1,185916,-0.130006853040505,0.134825133214065,0.335574313389966
154,1,185941,-0.1585806142398,0.135327713562162,0.242056971702757
155,1,185954,-0.157151692051404,0.135729172705048,0.247715046729843
156,1,186055,-0.184383431528106,0.132910821657679,0.166234123389852
157,1,186896,-0.176348580650039,0.135132018248313,0.192739617060598
158,1,187697,-0.508200855425219,0.274925963673704,0.0653660547753063
159,1,189392,-0.42061985453606,0.276797872649048,0.129508668818834
160,1,189416,-0.456273345656067,0.267525845776664,0.0889753125354755
161,1,190132,0.013561915735509,0.133439740927982,0.919105483330888
162,1,190148,0.034128444702693,0.13346957830614,0.798329843785809
163,1,190165,0.00250688875357086,0.134507579175765,0.985140794798275
164,1,190169,0.041508764404482,0.134321744135592,0.757484889408481
165,1,190933,-0.0426454279333648,0.133231163849172,0.749092524690319
166,1,192149,0.0668877159144843,0.134292731663689,0.618742053133688
167,1,192302,0.170320000491278,0.177147654725984,0.336980129895076
168,1,192303,0.1480361886022,0.159959424385681,0.355358464583696
169,1,192305,0.16911398695969,0.166184075474386,0.309550523948388
170,1,192315,0.0172863515876465,0.188795204763012,0.927098463871838
171,1,192795,0.0228844300659883,0.132992662409201,0.863478841488347
172,1,194020,-0.098213389170464,0.13998968630872,0.483405957982296
173,1,194187,-0.0576469731904545,0.133073058788196,0.665135562896141
174,1,194867,-0.214553625868338,0.132544966126495,0.106399887947783
175,1,197325,-0.265042589173734,0.135550191171242,0.0513352330263025
176,1,197392,-0.330750254648636,0.13690686388876,0.0162043885470234
177,1,198857,-0.969453356306947,0.635817257985821,0.128220388929848
178,1,206666,-0.250606762935065,0.149023925691441,0.0935202550844128
179,1,206675,-0.149701537868838,0.194628678469332,0.44230978803152
180,1,223051,-0.284491667579594,0.153425032871378,0.0645341816955066
181,1,223059,-0.387191337346054,0.158757375572203,0.0152247215654144
182,2,7366,-0.0404906842513313,0.192939046106797,0.833896005428036
183,2,8180,0.0702979690674166,0.265627021377744,0.791434198618009
184,2,8187,0.130939632789925,0.276165445465939,0.635696961624049
185,2,8250,0.0135307603440218,0.272165261718627,0.96037743196138
186,2,8253,0.0398192282667509,0.272157962640075,0.883760777668169
187,2,8285,-0.0124925681799739,0.147554672979309,0.932576515353416
188,2,8302,0.0710963526592809,0.138070142645594,0.606924746135846
189,2,8306,0.0710963526592809,0.138070142645594,0.606924746135846
190,2,8314,0.10438186322488,0.135174375263201,0.440511728946416
191,2,8317,0.0622286295223092,0.138334255579494,0.65310010514378
192,2,8328,0.023634453640231,0.137749093750668,0.863869103835186
193,2,8331,0.034800372095296,0.137483384802373,0.800319581979923
194,2,8498,-0.00666222854044429,0.135089896754531,0.960694563012274
195,2,8651,-0.00331855324602626,0.135216732301957,0.980433771469196
196,2,9418,-0.269846870448283,0.343591695987449,0.432763020000346
197,2,9812,-0.0133235195821478,0.13601842971413,0.922024588487164
198,2,9932,-0.0566684706525691,0.135450604747948,0.675931018482825
199,2,10135,-0.049089364594856,0.13494003385792,0.716235214559455
200,2,11616,-0.00889479474080779,0.134821241112945,0.9474352937281
201,2,12133,-0.00655782332588162,0.135357600193482,0.961386497011659
202,2,12194,-0.00362478006142042,0.135881329077498,0.978733172404251
203,2,12359,-0.0314262108882326,0.135473856463389,0.816693781766552
204,2,13061,-0.0384795792834993,0.135458729393292,0.776524316492231
205,2,14298,-0.0473130907385142,0.135878256830369,0.727895988782945
206,2,15222,-0.0471507758026857,0.137203876858871,0.731310474692148
207,2,17986,-0.00181997931683209,0.134822037518153,0.98923721098022
208,2,19770,-0.00616307986431708,0.135753826274534,0.963814996600126
209,2,19836,-0.0338239608443696,0.135369288228507,0.802837586539985
210,2,19851,-0.0371112012806438,0.135763267189115,0.784742274606605
211,2,21595,-0.0285871154150501,0.135208286774489,0.832673602328838
212,2,22385,-0.0541613591286867,0.135314090587435,0.689204196667311
213,2,23441,-0.0466895043589752,0.136636739872947,0.7327759757069
214,2,24209,-0.0241593763250378,0.135527967864248,0.858620115670284
215,2,24341,0.00330138236565802,0.135854534575022,0.980626356110686
216,2,26815,0.00588511668574609,0.135691486282573,0.965430074641834
217,2,28209,0.0366645938378241,0.135723478113419,0.78720897553371
218,2,28695,0.00220438307682924,0.141807337192458,0.987606233377501
219,2,35849,-0.841148337261798,1.45312032879888,0.563055076691597
220,2,35850,-0.801091352979048,1.77752524859863,0.652498397411676
221,2,41245,-0.0376199088789366,0.135202021672315,0.780983670782571
222,2,43214,-0.0688908438895299,0.137360158845688,0.616307714442967
223,2,47104,-0.0304095912214243,0.133568657483779,0.820034517618709
224,2,50915,-0.0272915028234002,0.134883087107486,0.839771786401468
225,2,55834,-0.0567358576982462,0.134233639538058,0.672797058215663
226,2,56422,-0.00331263386771175,0.134507529798508,0.980365705367341
227,2,57715,-0.02875311621636,0.134055514625609,0.830291436536447
228,2,59046,-0.0238071994740675,0.134736483260247,0.859849669463927
229,2,59191,-0.0416727102898534,0.133952591368132,0.755907895956874
230,2,59383,0.00616714818948588,0.134009133060627,0.963320047431495
231,2,59477,-0.0541772772330852,0.135995317177434,0.690593852214109
232,2,59755,-0.120993260248662,0.305560030247259,0.692364801423705
233,2,60471,-0.0362125411725104,0.134176182625774,0.787404126051141
234,2,60478,-0.0276919384033602,0.134335066944748,0.836799766218153
235,2,60786,-0.0159916750796151,0.134119555177762,0.905157418225129
236,2,61035,0.00303605694528597,0.134112485652999,0.981951712916914
237,2,61071,0.0154729469857456,0.133501654860332,0.907797075592656
238,2,61675,-0.0399312531453613,0.13387167325581,0.765664901503612
239,2,62776,-0.0286123071723269,0.139738485445208,0.837880697248888
240,2,62939,-0.0223492667496579,0.133651817600764,0.867292641140555
241,2,63527,-0.00932761789661174,0.134157898461111,0.944609381639915
242,2,63857,-0.0118233353449003,0.134188549593688,0.929839316519767
243,2,65527,-0.075904515783969,0.133686590981096,0.570545589137502
244,2,67007,-0.0736753039460252,0.147202868524157,0.617033668546587
245,2,67023,-0.0393766580448229,0.304507545914299,0.897183961330784
246,2,67024,0.0496303363447783,0.30561646808635,0.871088369449866
247,2,67976,0.00622918460933197,0.135673637142868,0.963405549582313
248,2,69628,0.0702102758572659,0.137871045198717,0.610897991872999
249,2,71825,-0.0187996034361273,0.266701728044731,0.943844176540545
250,2,72389,0.0987150211888613,0.134734956223852,0.464251540757919
251,2,72392,-0.024150910033266,0.135748136773799,0.858895942994802
252,2,73646,0.106260148784456,0.132850667458368,0.424337617142815
253,2,74564,0.0787775237534538,0.132643654895973,0.552957083098148
254,2,74739,0.138010417018326,0.13294348912535,0.299927821548769
255,2,79931,0.24136289662931,0.149523018132047,0.107373415470743
256,2,80748,0.167543685688445,0.138185725885882,0.226149883578624
257,2,80873,0.226121998932414,0.132920175356946,0.0897885852999522
258,2,81501,0.197151665385863,0.133028476795837,0.139225489115454
259,2,83526,0.221170410391893,0.132713635653847,0.09649616531076
260,2,83845,0.224541115771563,0.132824735127537,0.0918137889674705
261,2,84412,0.232544527883493,0.335856969510938,0.489146679862674
262,2,84412,0.153645479502272,0.168095814515596,0.361322275796815
263,2,84447,0.237022382552766,0.134473557748663,0.0788341965466165
264,2,87391,0.284728872518818,0.13190472466058,0.0315551641891709
265,2,87562,0.300285871927531,0.132145410153543,0.0236638323976444
266,2,87849,0.297416381294947,0.132151095905159,0.0250272807726632
267,2,87878,0.288049628985498,0.132785607254431,0.030728056321825
268,2,88125,0.309443168401827,0.147724751887842,0.0369075710327929
269,2,89785,0.187470299452055,0.133309749071585,0.160521850783708
270,2,93441,0.220839683931198,0.137170705185626,0.108299893939175
271,2,93588,0.22856272003521,0.141987281328964,0.108348310264437
272,2,93721,0.174778179713174,0.132953924950451,0.189505533803873
273,2,93952,0.158806423307605,0.132628674611221,0.231963370362427
274,2,95085,0.280589266827214,0.132242619388517,0.0345526963948852
275,2,103188,0.338824118913729,0.135115685660233,0.0126016386481697
276,2,107124,0.333530219947448,0.131960730099594,0.0119237459993565
277,2,111645,0.373240107152503,0.131745366481389,0.00487555884904163
278,2,111916,0.346018176139966,0.132272793305845,0.00928016602436805
279,2,111931,0.343686930967575,0.132496159551872,0.00988348798713095
280,2,111999,0.3659549138328,0.13184161231239,0.0058014728928167
281,2,114528,0.336992979300824,0.132834082569679,0.0116123537959237
282,2,116024,0.394391810383908,0.132708363305014,0.00316295266560786
283,2,119244,0.116943303294255,0.146301733415522,0.424636845740829
284,2,119246,0.159287294324879,0.14775307807027,0.281741266935088
285,2,119247,0.141226515186384,0.148875048484271,0.343460604239489
286,2,120090,0.184257514597,0.133467816582435,0.168294292952094
287,2,120291,0.228315686148631,0.134811461755314,0.0912248793026216
288,2,120726,0.187583823942156,0.134205134512591,0.163069025308389
289,2,121716,0.244554010065397,0.133791485919644,0.068412347177931
290,2,123100,0.202880707314261,0.134174772711647,0.131412542278969
291,2,124677,0.185925204269475,0.134058415704167,0.166348320392835
292,2,127636,-0.0805819196931292,0.169961168946685,0.635707756825084
293,2,127887,0.23121155382544,0.134784167711113,0.0871456201755835
294,2,128935,0.250197876118738,0.134559509805397,0.0638044658153392
295,2,129053,0.269242218871477,0.134869261715053,0.0466668024478506
296,2,130040,0.262282458625657,0.135740310626894,0.0541301211778445
297,2,130976,0.178288710967796,0.135011723200006,0.187509488879289
298,2,132199,0.26656719213619,0.135229850976132,0.0494799397338775
299,2,133355,0.266687140547944,0.1361539917956,0.0509329399509302
300,2,133435,0.255289953214202,0.136513145934713,0.0623007366421398
301,2,133943,0.177203554486279,0.160339383976649,0.269835169966761
302,2,135183,0.212487368087091,0.136796974137553,0.121246444914725
303,2,135402,0.228743502482961,0.136701868997126,0.0951537496836464
304,2,135898,0.274208838779547,0.137196707942756,0.0464122092309231
305,2,135912,0.274797569478335,0.137295859273813,0.0461035728447336
306,2,135925,0.272349646512914,0.136680725130568,0.0470752310813641
307,2,136002,0.240113484949896,0.136748524327568,0.0799767784840387
308,2,136173,0.246410088317749,0.137692909751499,0.0743813516279337
309,2,138209,0.261274719083513,0.141691505308218,0.0660255584115525
310,2,138318,0.271856148965249,0.141228441330219,0.0550402797563017
311,2,138695,0.260511625328616,0.138843863797523,0.0614400823398361
312,2,138818,0.250369031553609,0.138639652754145,0.0717860118155594
313,2,139728,0.231966313562984,0.138479626400916,0.0948014718276298
314,2,140174,0.213093461066635,0.138565514036077,0.124980286100382
315,2,140863,0.243275812122479,0.138368159164099,0.0795838667565462
316,2,141152,0.222436249422864,0.138860366900096,0.110078813084708
317,2,141292,0.241261944316779,0.137764933292567,0.080769989832784
318,2,141545,0.24784034059754,0.138408916389,0.0742080749859861
319,2,145823,0.301959041201484,0.143439323793167,0.0359858139689632
320,2,145934,0.118103411065945,0.237738455539811,0.619654316977318
321,2,145980,0.204813515042321,0.145259470232728,0.159424906001649
322,2,146723,0.327898300828912,0.137683636048158,0.0177701263339084
323,2,147946,0.250719880294856,0.139419466771516,0.0729816195162589
324,2,150394,0.264564219856001,0.151918491752792,0.0824692164988804
325,2,151274,0.196665119297627,0.238769450796135,0.410688247167837
326,2,151397,0.241625516284435,0.139816571545817,0.0848338997849248
327,2,153035,0.231245795514206,0.138331840587691,0.0954747003632842
328,2,153228,0.192614857139787,0.139515541257753,0.168276174404753
329,2,153455,0.158226667621422,0.140695736685315,0.261521962415065
330,2,153732,0.226164541256486,0.145227784604164,0.120293189921836
331,2,153815,0.214093244893205,0.139943622614803,0.126948586404503
332,2,154160,0.185211867029961,0.138585462861904,0.18226460155831
333,2,154235,0.16488885577662,0.140048290789879,0.239840494334747
334,2,155527,0.29292346674172,0.151504497493961,0.0539824478087837
335,2,159870,0.236068608399019,0.136200557543728,0.0839257990616031
336,2,161229,0.294620059888691,0.137990177779075,0.0334425528399008
337,2,161451,-0.140185827846873,0.297283082272386,0.637534561445138
338,2,161451,0.497301811710514,0.297153759278397,0.0951048173131457
339,2,162696,0.358931157126698,0.136954745131087,0.00915151604106744
340,2,163284,0.369664547186413,0.135022339953223,0.00649845383523501
341,2,164166,0.327540545289887,0.136607374978636,0.0170182502683203
342,2,165270,0.305704255500042,0.135584293881653,0.024763413317863
343,2,165675,0.288468582093097,0.137962198147117,0.037249443403551
344,2,166404,-0.429582744519657,0.35903883488082,0.232312323492546
345,2,168012,0.267313935844932,0.167191393670774,0.110748612100445
346,2,168062,0.2030083385566,0.137141564373857,0.139689643481871
347,2,168518,0.198537248860408,0.136370083456965,0.146317064316801
348,2,168980,0.214449031748335,0.136236648965038,0.116361952576675
349,2,169651,0.234945970901899,0.136206056516557,0.0854152913268772
350,2,169902,0.500136185876617,0.22706730387964,0.0282695127831865
351,2,169960,0.0280647508524048,0.212948273861361,0.895224373344209
352,2,170725,0.242560226588173,0.136412806885875,0.0762425762013285
353,2,171254,0.266002749881353,0.136511891451698,0.0521390033072241
354,2,172242,0.193867797101255,0.135228675218191,0.152563203778996
355,2,173254,0.160254968839074,0.134311954436404,0.233610016920737
356,2,173340,0.144680291097985,0.134345716425831,0.282249093260358
357,2,173385,0.142399854988957,0.134476744402036,0.29036113497128
358,2,173973,0.185162329086703,0.133970354091962,0.167810558439949
359,2,174714,-0.0158104780253538,0.344435572197331,0.963413862025521
360,2,177341,0.24557967385043,0.133235026656332,0.0661370269817533
361,2,180314,0.172178173853645,0.133605644294899,0.19834482895683
362,2,180339,0.1428850547418,0.134042332391081,0.287165904726756
363,2,182758,0.123857245610178,0.133613883866152,0.354570853065252
364,2,183619,0.101017618517984,0.13419553680313,0.452093220921706
365,2,183913,0.0692607290323528,0.137655435174342,0.615175686934297
366,2,184146,0.105575666003248,0.138514449802389,0.446449820056904
367,2,187176,0.0490451739649489,0.135009148172922,0.716618426968294
368,2,191066,0.120789907582442,0.135891837050899,0.37467931479289
369,2,191124,0.576023025969003,0.169128409988096,0.000735598900438004
370,2,191128,-0.516570556444186,0.155821561749368,0.00101102095856107
371,2,191599,0.101539934660133,0.134049917482547,0.449268554560859
372,2,191762,0.149603741850816,0.139241692617073,0.283369357752706
373,2,191763,0.109226628828489,0.134564636588498,0.417508596957513
374,2,191959,0.0606627656914565,0.13432271996529,0.651820430563109
375,2,192390,0.110004505564828,0.137944992430142,0.425724663545588
376,2,195759,0.223561384396235,0.13499180758538,0.0985879907231789
377,2,196912,0.23805199072482,0.132719870977945,0.0737260435520806
378,2,197598,0.361069693869947,0.434981276659953,0.407054003884687
379,2,198110,0.210932083561779,0.133651557808615,0.115409842926269
380,2,198283,0.249637780326317,0.137701317215039,0.070697575849453
381,2,198805,0.214953369502836,0.134213211504805,0.110142691953642
382,2,198891,0.223227826628899,0.133121576104727,0.0944528018700375
383,2,199248,0.197157067980768,0.133544310473781,0.14074359788418
384,2,201782,0.22700833473595,0.133244657117002,0.0893180463010814
385,2,203285,0.342339661195257,0.132021190521422,0.00990812602454259
386,2,203783,0.286801038043517,0.132106663206305,0.0305984463140237
387,2,204179,0.269079079180122,0.132535911361789,0.0430820061896292
388,2,205406,0.241089278845874,0.134064399175385,0.0729822258982008
389,2,205834,0.229389542921889,0.133474822548269,0.0865643955187415
390,2,205965,0.0808929138111804,0.1463917638865,0.580901914912787
391,2,207192,0.177710118705647,0.1335722521478,0.184231554741685
392,2,207561,0.184546478505192,0.132952499264004,0.165993198109322
393,2,208682,0.176144475453521,0.132759950240306,0.185436029538903
394,2,210102,0.151909318559565,0.133189097478014,0.254828914103935
395,2,212519,0.299390183538813,0.283549272304885,0.291751288068828
396,2,214801,0.148203459401739,0.13319456338615,0.266601319241817
397,2,215016,0.139179702103204,0.133145889581041,0.296591609200861
398,2,218876,0.0102058923096637,0.134729359502196,0.9396600615459
399,2,227511,0.0635987954318554,0.135641825969243,0.639449815200161
400,2,230378,0.0832345548601759,0.13390090151997,0.534597533360158
401,2,231943,0.0794801997472854,0.134291665147606,0.554331496263526
402,2,232156,0.0786152266762539,0.134238005472606,0.558491270827034
403,2,232789,0.0797464259575036,0.133760309873198,0.551431070791559
404,2,238524,0.064945606874348,0.133971381365183,0.628138587010115
405,2,241518,0.0245604020516149,0.135173094247099,0.855925641403555
406,2,250396,-0.170193146062731,0.13395195830305,0.20472422388128
407,2,250466,-0.151597163672593,0.133967719837102,0.258573004628087
408,2,252305,-0.135629372982854,0.134372462433773,0.313496282529338
409,2,254571,-0.0557039513933035,0.136424045516476,0.68329016849291
410,2,254742,-0.0649872188777207,0.136289153414514,0.633775812678135
411,2,254908,-0.0915398144364559,0.137288000275829,0.505353259792193
412,2,255033,-0.129855244002865,0.160862779105747,0.420070462452087
413,2,255862,-0.117947913224427,0.13640252159521,0.387788065747067
414,2,255975,-0.0546841800268618,0.13602279022791,0.687910999064653
415,2,258311,-0.206440298869006,0.133355455926618,0.122507396672686
416,2,259284,-0.140469873564306,0.134049563786801,0.29540390656544
417,2,266330,-0.073839616401274,0.134777887889879,0.584133256318312
418,2,267100,-0.0715373327590023,0.134771573403446,0.595888173643205
419,2,268086,-0.0344901021948125,0.134822678964678,0.798240181698482
420,2,274614,-0.0820734310160433,0.133944755594118,0.540442205227241
421,2,274729,-0.0870656778511911,0.134669274940312,0.518366139572261
422,2,275746,-0.0303519700145862,0.13468046998837,0.821827446905762
423,2,277029,-0.0379389473597205,0.134049041503974,0.777325184245935
424,2,277741,-0.0571082622978596,0.134082433710579,0.67042640951824
425,2,278218,-0.0371796654836215,0.133860018218202,0.7813666144513
426,2,278379,-0.00567216569387896,0.137187367566332,0.967043339357961
427,2,279910,-0.0578539614073906,0.133792205457909,0.665702744982611
428,2,280616,-0.0616187550594692,0.139637807878873,0.659283658585366
429,2,283431,-0.108914900770608,0.135663876773769,0.422613748868297
430,2,283573,-0.106032347577902,0.13404006390998,0.429446172095451
431,2,286762,-0.105254879832486,0.134385506529797,0.434016692891538
432,2,287187,-0.12010204985671,0.133721942127679,0.369719014294181
433,2,288379,-0.0540755516139422,0.132828929327417,0.684176342451323
