SNP,Chr,Pos,Effect,SE,ADE17_PGM2_MTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
84,1,109000,-0.316775169742977,0.132122947071314,0.0170228017731464
85,1,112549,-0.331128767470072,0.131871095265737,0.0124850138179524
86,1,112742,-0.3289471164953,0.132409429430269,0.0134430202425553
87,1,113050,-0.328715529310404,0.13218441302532,0.0133514260840548
88,1,113135,-0.312215412072265,0.131955393606502,0.0185177065904934
89,1,114076,-0.308206105659093,0.131982091704795,0.0200921418501969
90,1,114628,-0.223366698322044,0.132803011794659,0.0934648315898396
91,1,116283,-0.21055752442139,0.133606489875176,0.115932413722645
92,1,126880,-4.81746608711117,2.50254193819678,0.0550289765149827
93,1,127853,-0.12777187865722,0.133653140198116,0.339728444993303
94,1,128302,-0.125885197861763,0.133143517701358,0.345058045203387
95,1,128704,-0.132652941372129,0.133257790774512,0.320193944301719
96,1,128911,-0.0743497373427239,0.133400788333107,0.577647650031712
97,1,130267,-0.161927863300339,0.133117500110715,0.224634629361822
98,1,130271,-0.165669922293567,0.133263125871928,0.214626923969512
99,1,130613,-0.194653308263498,0.134403875869986,0.148428741274849
100,1,132012,-0.118014964363283,0.1343697257789,0.380386280194689
101,1,133231,-0.0855418504525572,0.13348430979036,0.522043583562622
102,1,137074,-0.0607317556165838,0.133332804664279,0.649036823075085
103,1,137304,-0.107998421466505,0.133294454920576,0.418357069202605
104,1,139686,-0.0818552898271589,0.133522612654369,0.540241747095273
105,1,149562,-0.169841336094165,0.133592950226413,0.204446696919338
106,1,150447,-0.118989088743212,0.135235468845905,0.379530502875093
107,1,151446,0.116255864539243,0.271910015756264,0.669237495516674
108,1,154084,-0.178736207385123,0.13546832815658,0.187892280936985
109,1,156633,-0.117600169515237,0.137521400988663,0.393053187261425
110,1,157269,-0.151403716661779,0.133093511582178,0.256069955284303
111,1,160054,-0.0824437617196699,0.134532513277766,0.540392184709324
112,1,166222,-0.0569566017671017,0.133574094447444,0.670072992569902
113,1,166416,-0.0497195800930259,0.133310981571433,0.70940252830326
114,1,167326,-0.0988983131376641,0.133991584732979,0.460948045674882
115,1,168836,-0.0795728057817193,0.133392251854721,0.551201945268618
116,1,171200,-0.127118365071609,0.133487981889956,0.341604950279765
117,1,171431,-0.127522311742903,0.134322404584323,0.343079505325503
118,1,173339,-0.157035120687687,0.133185863437552,0.239165394872602
119,1,173845,-0.122966211847329,0.133176521694214,0.356464638606209
120,1,175121,-0.133076893612528,0.132884239879216,0.31729538051254
121,1,175281,-0.122868648667223,0.133025332507301,0.35630027151957
122,1,175315,-0.126655928071348,0.132973290008202,0.341499509129069
123,1,175523,-0.127601375661309,0.133726094418774,0.340635607302062
124,1,175541,-0.125113463819939,0.133185607946018,0.348171969700554
125,1,175653,-0.123738420804413,0.133611730132077,0.355024396117218
126,1,175805,-0.151196616326452,0.141110924198483,0.284688584213782
127,1,175818,-0.141951876527999,0.137886236011441,0.30395646608805
128,1,175856,-0.143002972419617,0.135769213756479,0.292933189313703
129,1,175876,-0.1271122624864,0.133727414008189,0.342492045769996
130,1,175989,-0.10017797045663,0.134174577627801,0.45578747602094
131,1,176001,-0.104490398543131,0.134865550097311,0.438991528978267
132,1,176451,-0.0742916660474992,0.136545452587759,0.586729821038936
133,1,177692,-0.12804854991296,0.132969511617727,0.336210836211785
134,1,178191,-0.137576404753837,0.13307495069978,0.301925035140193
135,1,178224,-0.12804854991296,0.132969511617727,0.336210836211785
136,1,178960,-0.150029930711203,0.133969686364994,0.263526408488675
137,1,179139,-0.222478987167447,0.265731551732246,0.403028567198824
138,1,179139,-0.354558507950425,0.53538920804685,0.50824671107688
139,1,180955,-0.0115900937730318,0.154123984185783,0.940098336287477
140,1,183802,-0.0146461792042638,0.133158540534046,0.912479383757887
141,1,183954,-0.0293357863083062,0.134121183223796,0.826989916924757
142,1,184450,-0.0061067353434441,0.132955481653408,0.963391475222248
143,1,184641,-0.0561188783518247,0.136792390206773,0.681872513850284
144,1,184718,-0.0180712899269918,0.133707838736479,0.89256631698099
145,1,185296,-0.0170633871882879,0.133140959211133,0.89809508684883
146,1,185438,-0.0358619712405411,0.133136661242211,0.787808422916056
147,1,185469,-0.0405694148752378,0.133325021331774,0.761086581557866
148,1,185503,-0.0174300229559448,0.13299439168123,0.895803822786198
149,1,185705,-0.0211501581324113,0.134479348534727,0.875118517263776
150,1,185749,-0.0399936253873432,0.134467212622542,0.766318631082779
151,1,185806,-0.0843846947368932,0.134588714056818,0.531076355851835
152,1,185879,-0.0579710015016297,0.135279161505466,0.668527617578127
153,1,185916,-0.00808620577384653,0.135252116983414,0.952359774064846
154,1,185941,0.000502092689333808,0.135841979786053,0.997052991477915
155,1,185954,-0.0151187940883595,0.136236323597533,0.911699426120849
156,1,186055,-0.0180663883358957,0.133516189414001,0.892442051164102
157,1,186896,-0.0508198597551336,0.135681703742197,0.708218546101539
158,1,187697,-0.143266330016001,0.276660325394677,0.604892906363655
159,1,189392,-0.459307386304756,0.277140325394708,0.0983452730448315
160,1,189416,-0.345819893195326,0.268493556173687,0.198589378268743
161,1,190132,0.0570759754800131,0.133654501366215,0.669609680385205
162,1,190148,0.0729503107454454,0.133672961943702,0.585591277331969
163,1,190165,0.0235556934453869,0.134751116123655,0.861330018842063
164,1,190169,0.0328322815491356,0.134577559010178,0.807399267668903
165,1,190933,0.00639083447897421,0.133497036744852,0.961844943281235
166,1,192149,0.00138013226274775,0.134588884016049,0.99182408493091
167,1,192302,0.115202308480195,0.177602402137698,0.51698451627576
168,1,192303,-0.00277707555320283,0.16045012832233,0.986200658260523
169,1,192305,0.0727072950172891,0.166691209817551,0.662973106589432
170,1,192315,-0.0361826055843961,0.189137569117008,0.848398107650082
171,1,192795,-0.0750745135220471,0.13318481768879,0.573325264559222
172,1,194020,-0.147091702877071,0.140128366913974,0.294577595403952
173,1,194187,0.0366584317631069,0.133340861373952,0.783536450721277
174,1,194867,-0.052472573850892,0.133253298599834,0.693980722402686
175,1,197325,-0.0366190258608303,0.136520946110792,0.788678888954749
176,1,197392,0.00705833693273916,0.13828935470762,0.95932223733904
177,1,198857,-0.120217647095702,0.639057831195244,0.850893020796604
178,1,206666,-0.036751610957436,0.149884215832421,0.806444053720046
179,1,206675,-0.0488684085587634,0.19513540802754,0.802397954470198
180,1,223051,-0.123396746208984,0.154316472365198,0.424460450340095
181,1,223059,-0.310888037298962,0.15953021493329,0.0521145507923371
182,2,7366,0.0170446910832736,0.193306578177506,0.9297880655555
183,2,8180,-0.0109467788840742,0.266145109157979,0.967214821064108
184,2,8187,0.303835225218297,0.276292531270422,0.27221803679145
185,2,8250,-0.00477423190231185,0.272670542487566,0.986040318055908
186,2,8253,0.00755564826017796,0.272670364339103,0.977909245507633
187,2,8285,0.113327868096494,0.147706550518291,0.443445679196774
188,2,8302,0.101808963301298,0.138271852977738,0.462039801103933
189,2,8306,0.101808963301298,0.138271852977738,0.462039801103933
190,2,8314,0.108143841130684,0.135416974472424,0.425060004931792
191,2,8317,0.0864515108712025,0.138553985321373,0.533059859759283
192,2,8328,0.0609944779000207,0.137971971194205,0.658702928145585
193,2,8331,0.0643371047945145,0.137708134143481,0.640645747521183
194,2,8498,0.0480976495318214,0.135316532055362,0.72246817972225
195,2,8651,0.0382226407628727,0.135452188696578,0.777966663073196
196,2,9418,0.191573495164698,0.344378218896402,0.578366390360904
197,2,9812,0.0496777455751364,0.13624673117839,0.715616357025364
198,2,9932,0.0231215430031579,0.13572971612178,0.864832564887372
199,2,10135,0.0116264251030826,0.135214061603991,0.931526831834118
200,2,11616,0.0822866121287013,0.135000934636465,0.542567800025288
201,2,12133,0.0515757887500565,0.135581142435452,0.703873358361035
202,2,12194,0.0750648098292884,0.136074675051326,0.581541156076701
203,2,12359,0.0515459154361377,0.135707565901526,0.704299420309762
204,2,13061,0.0843610152940449,0.135651014785068,0.534410770742082
205,2,14298,0.0621720402997896,0.136113258539453,0.648119486881316
206,2,15222,0.0852472961228709,0.137406277868603,0.535392674479069
207,2,17986,0.0820386307486405,0.135001362181283,0.543785533173907
208,2,19770,0.0773187978078013,0.13594356210956,0.56988299517963
209,2,19836,0.0410759325614687,0.135614559657952,0.762154133468817
210,2,19851,0.0422767246425024,0.136010680223065,0.756110388220969
211,2,21595,0.0463071474703406,0.135445042351148,0.732637999581331
212,2,22385,0.0492595729510612,0.135570298815708,0.716560363231481
213,2,23441,0.0803991691869745,0.136845737033506,0.557232287542057
214,2,24209,0.113300898370161,0.135651298442456,0.404149572286105
215,2,24341,0.0995537159907964,0.136003267794636,0.464657292820915
216,2,26815,0.132386940050811,0.135760611711973,0.330153699988719
217,2,28209,0.0689021724839557,0.135939631311949,0.612570487661769
218,2,28695,-0.0596426907952907,0.142034748593513,0.674802142106125
219,2,35849,0.395691537911962,1.45635212272471,0.786011180259859
220,2,35850,-2.48863121431081,1.77640062382593,0.162110396268685
221,2,41245,-0.0423503956983762,0.135448710785664,0.754717997989099
222,2,43214,-0.160213786406268,0.137399412140722,0.244383793305518
223,2,47104,-0.096980964304424,0.13372646059446,0.46879818420531
224,2,50915,-0.0652417709530909,0.135096301719454,0.629446305482267
225,2,55834,-0.0951752311847923,0.134421043716933,0.479388787091905
226,2,56422,-0.0704945936807314,0.134704704072915,0.6010751434952
227,2,57715,-0.0786522304625998,0.134247477238696,0.558333959726158
228,2,59046,-0.146053738280537,0.134768167166117,0.279219469420584
229,2,59191,-0.15544419309621,0.133964025302284,0.246693408292554
230,2,59383,-0.1691628038526,0.13395567336402,0.207484989997054
231,2,59477,-0.153623168710925,0.136032488661303,0.25953292896314
232,2,59755,-0.322659269370961,0.305712370453789,0.291948629470077
233,2,60471,-0.104867737420323,0.134322823993252,0.435493820429623
234,2,60478,-0.0902810653472425,0.13450634660251,0.502530170160941
235,2,60786,-0.0576296735537881,0.13433583099186,0.668187067582958
236,2,61035,-0.0687555778631224,0.134311309331118,0.609032660386756
237,2,61071,-0.0491262292631348,0.133726078038544,0.713567204650784
238,2,61675,-0.062515487520961,0.134095423281942,0.641358824275652
239,2,62776,-0.0210655131792832,0.140001307516578,0.880482482588778
240,2,62939,-0.0173603348587945,0.133901649749771,0.896917268931649
241,2,63527,-0.00229161154594593,0.13440741831061,0.98640656702901
242,2,63857,0.00559452635431368,0.13443840984454,0.966829901748216
243,2,65527,-0.13686862013826,0.133797347233032,0.307029796698287
244,2,67007,-0.161046856680908,0.147278794105728,0.274927422184415
245,2,67023,-0.255650266811441,0.304775568153374,0.402140882825024
246,2,67024,-0.276711654569335,0.305839940972951,0.366209771206786
247,2,67976,-0.182385062667715,0.135578428753324,0.179412381849923
248,2,69628,-0.0229810509750219,0.13817189641136,0.867998635336918
249,2,71825,-0.184443949975398,0.267017526266378,0.490172863609688
250,2,72389,0.15046795752588,0.134849671869738,0.265258198214652
251,2,72392,0.124697444347547,0.135843800149434,0.35927323086891
252,2,73646,0.090879659394888,0.133129609283608,0.495281778068506
253,2,74564,0.114122703782118,0.132817056831017,0.390787181164359
254,2,74739,0.111765085816575,0.133260341058799,0.40220677103222
255,2,79931,0.321482525130995,0.149375198526095,0.0320606092087627
256,2,80748,0.213133477934922,0.138265236171169,0.124095265079723
257,2,80873,0.270875083100297,0.132931767712882,0.0423251568935755
258,2,81501,0.240793374743394,0.133073291296155,0.071227027304576
259,2,83526,0.190695139455761,0.133095192586575,0.152807830583824
260,2,83845,0.271874744577543,0.132822570540467,0.04140780343444
261,2,84412,0.279906900492654,0.336378122957568,0.405903887674617
262,2,84412,0.0819692415335351,0.168550088237524,0.627042230164544
263,2,84447,0.245430950302678,0.134682331928852,0.0692561700533406
264,2,87391,0.244678219877306,0.132379490570746,0.0653938332245351
265,2,87562,0.239615497889282,0.13274389567233,0.071911600043985
266,2,87849,0.254020283177731,0.132655304425862,0.0563145145490274
267,2,87878,0.27701223082077,0.133101383594855,0.0381348283956402
268,2,88125,0.273606790890151,0.148201784311875,0.0657034688944086
269,2,89785,0.308489789149264,0.132920149236264,0.0208632741753975
270,2,93441,0.188883980031741,0.137561690061714,0.170597284796448
271,2,93588,0.225463428327004,0.142266388254312,0.113907737209211
272,2,93721,0.184831315599233,0.133163104919407,0.166010326623644
273,2,93952,0.187696611449584,0.132768739101653,0.158328069276844
274,2,95085,0.195447435481477,0.132923445310058,0.142350722084633
275,2,103188,0.273342489130942,0.135789355608896,0.0448745826811253
276,2,107124,0.262616095670381,0.13266187736492,0.0485260799141196
277,2,111645,0.340805279747806,0.132243390830918,0.0103684365071125
278,2,111916,0.320975889188084,0.132701108110965,0.016077470310302
279,2,111931,0.360005667566328,0.132623824501762,0.00696378486644851
280,2,111999,0.343235645919411,0.132263963653237,0.0098513399319737
281,2,114528,0.327188231476504,0.133154059516748,0.0144822164967136
282,2,116024,0.341453732589814,0.133374814612456,0.0108796794475301
283,2,119244,0.261814246398472,0.146042171486193,0.0738721163709193
284,2,119246,0.290396970544531,0.147462602927174,0.0497012284734937
285,2,119247,0.320882190093605,0.148361178623938,0.0312240385110379
286,2,120090,0.183773604631074,0.133718413321175,0.170210271162502
287,2,120291,0.198563298886988,0.135196484663961,0.142804277092482
288,2,120726,0.192127175889845,0.134437077264238,0.153853075486368
289,2,121716,0.259053047211533,0.133964625465958,0.0539439884789
290,2,123100,0.187307078584426,0.134489082123253,0.16457777808253
291,2,124677,0.209067971111391,0.134211799698714,0.120189392534871
292,2,127636,0.117172015754508,0.170216182457322,0.491670815468298
293,2,127887,0.248529618649462,0.134948888910289,0.066364041561651
294,2,128935,0.242194901117549,0.134852746091695,0.0733502723454092
295,2,129053,0.250108602246863,0.135226180711601,0.0652130566718693
296,2,130040,0.240994013724883,0.136106100922249,0.077484647825867
297,2,130976,0.197141846895967,0.13518905645465,0.145655871343896
298,2,132199,0.268520186760563,0.13547232328664,0.0482427808369202
299,2,133355,0.241878595515349,0.136540032429188,0.0773428299793718
300,2,133435,0.269914914767044,0.13668909883544,0.0490853606231453
301,2,133943,0.178833185707224,0.160632476167112,0.266334316664863
302,2,135183,0.16080943465715,0.137251481008333,0.242131493126254
303,2,135402,0.173003858527316,0.137188645464384,0.20811806442979
304,2,135898,0.210579653298154,0.137771371440529,0.127290990288581
305,2,135912,0.214829793734768,0.137855232564324,0.120041042545456
306,2,135925,0.222118065475282,0.137193577212175,0.106337704682276
307,2,136002,0.24201115271758,0.136994733215961,0.0781639914622292
308,2,136173,0.202011263552409,0.138154701657056,0.144573200899169
309,2,138209,0.238044595572746,0.142072339758657,0.0947183713235953
310,2,138318,0.26313592768074,0.141539640498728,0.0638453174334443
311,2,138695,0.228699151385884,0.139262148818884,0.101434816754222
312,2,138818,0.234260548230873,0.138978572090106,0.0927589566202457
313,2,139728,0.183607911985132,0.13894335081764,0.187204262221239
314,2,140174,0.171726066623892,0.138986384738369,0.217443662757539
315,2,140863,0.172840536860933,0.138926008204222,0.214281104646723
316,2,141152,0.150031729561956,0.139393911643747,0.282521533725336
317,2,141292,0.166505764812242,0.138334964121132,0.229534537046755
318,2,141545,0.174195687044137,0.138984891432297,0.210910545876377
319,2,145823,0.240810494344702,0.144035269847463,0.0954330001825466
320,2,145934,0.218248769970536,0.237978999002344,0.35972026672927
321,2,145980,0.171650278559496,0.145651678382233,0.239391738962658
322,2,146723,0.0926538914845934,0.138955071624311,0.50534168651728
323,2,147946,0.129965364420717,0.140145617957088,0.354373551383737
324,2,150394,0.234750375178976,0.152340955904713,0.124223948939829
325,2,151274,0.146515567450304,0.239314732189715,0.540779997631142
326,2,151397,0.111049916193128,0.140542787054962,0.429970506104876
327,2,153035,0.123529810649196,0.138980278552758,0.374699837438159
328,2,153228,0.078710680646805,0.14008835150897,0.574564862050076
329,2,153455,0.054166463574006,0.141179359634989,0.701453088260395
330,2,153732,0.145036498346607,0.145791677451666,0.320505172732023
331,2,153815,0.0867281228698624,0.140591258449185,0.537710657840946
332,2,154160,0.0784307484933751,0.139130522752032,0.573302197971761
333,2,154235,0.0564296271370581,0.140550995550226,0.688303348060619
334,2,155527,0.151414958626718,0.152373895146439,0.321046347503137
335,2,159870,0.146781017074164,0.136809518184302,0.284055160357105
336,2,161229,0.165845394627456,0.138855425578122,0.233133388626216
337,2,161451,0.161886782068668,0.297803251326981,0.587057730226413
338,2,161451,0.30190415844303,0.29845094733257,0.31243634084332
339,2,162696,0.209720819614601,0.138086619023659,0.129717308409168
340,2,163284,0.170299549054677,0.136400400232477,0.212665625201972
341,2,164166,0.217562772285988,0.137483712195347,0.114439608113782
342,2,165270,0.249805740114958,0.136162612418361,0.0674044297381368
343,2,165675,0.222382528143114,0.138566595712731,0.1094148105816
344,2,166404,0.0355148662187172,0.360427976998763,0.92156319884447
345,2,168012,0.154761166905273,0.16790475021195,0.357304154586752
346,2,168062,0.221471951258749,0.137316505705894,0.107669077769012
347,2,168518,0.207594305734664,0.136586214687101,0.129436936086279
348,2,168980,0.224264946018954,0.136446230833928,0.101146260668358
349,2,169651,0.206276603564614,0.136591870065155,0.131895266962174
350,2,169902,0.0988935788338701,0.22898556458248,0.666094543127849
351,2,169960,0.0134898508012515,0.213347003190925,0.949619443271923
352,2,170725,0.17641185705594,0.13695483454102,0.198554009155475
353,2,171254,0.176815160891912,0.137176035748043,0.198254159814343
354,2,172242,0.156035249146786,0.1356191004529,0.250700166485941
355,2,173254,0.0414306687831955,0.134813924810422,0.758782993044956
356,2,173340,0.0490125464010587,0.13479039981142,0.71635912225032
357,2,173385,0.0399184197406687,0.134923072321635,0.767510514436734
358,2,173973,0.0498761359113095,0.134555145646205,0.711102458557046
359,2,174714,0.0954808950695494,0.345037573064905,0.782152404917389
360,2,177341,0.137948371927142,0.133921655994518,0.303683475454917
361,2,180314,0.128637527210486,0.133992966187839,0.337696241922937
362,2,180339,0.119885996356159,0.134355300192925,0.372836967865188
363,2,182758,0.0623617323975494,0.133983250687471,0.641900375160316
364,2,183619,0.0342115109088519,0.134539805045895,0.799423121575439
365,2,183913,0.0691575531208393,0.137910902069035,0.616356170617823
366,2,184146,0.0543760912962219,0.138855165495627,0.69558790023739
367,2,187176,-0.04477106137988,0.135263673276663,0.740847654532968
368,2,191066,-0.0393281811044116,0.136279904524011,0.773069229879279
369,2,191124,0.0849163876444834,0.172144014949796,0.622116617772829
370,2,191128,-0.1489156863473,0.158323612193947,0.347564412756896
371,2,191599,-0.027413065112191,0.134399554114055,0.83849687470567
372,2,191762,-0.020922235233243,0.139723241087326,0.881054829462644
373,2,191763,-0.00171296347210925,0.134939768937371,0.989878871686679
374,2,191959,-0.0228761881945014,0.134605045182276,0.865146460049236
375,2,192390,-0.0266808386999239,0.138317805168677,0.847151986992401
376,2,195759,0.000691205286819208,0.135766381192756,0.995940753587341
377,2,196912,0.0362963390636405,0.133556423799775,0.785959417449092
378,2,197598,0.36083540512857,0.435789614492093,0.408227849337134
379,2,198110,0.0132526359013618,0.134368993394661,0.92148908251458
380,2,198283,-0.020105825239135,0.138593137755663,0.884737722747213
381,2,198805,-0.0018700755478144,0.13494957965044,0.988951427637751
382,2,198891,0.0236375390428917,0.133892533306728,0.859970080088534
383,2,199248,0.0174930239636073,0.134201009154395,0.896364228733849
384,2,201782,0.0612259060353483,0.133999701584995,0.648016223126293
385,2,203285,0.0269506727901517,0.13351194646438,0.840142735776148
386,2,203783,0.00389351559221429,0.13323198568314,0.976702789801807
387,2,204179,-0.00666620009504376,0.133554060290855,0.960219253922766
388,2,205406,0.0216964269169195,0.13492177248189,0.872337040149393
389,2,205834,-0.0229396694935724,0.134274927235984,0.864446631230324
390,2,205965,-0.103710241963878,0.146622642788304,0.47982961035986
391,2,207192,-0.0393901385914728,0.134138530778801,0.769195891982803
392,2,207561,0.0118257240808573,0.133560450705673,0.929496026901321
393,2,208682,-0.0821500797728172,0.133265534915879,0.538002110660076
394,2,210102,0.00749957723233341,0.133681001391747,0.955293448020836
395,2,212519,-0.311920559509902,0.284038279062379,0.272881435413551
396,2,214801,-0.0728550507839435,0.133618981208181,0.58592951692003
397,2,215016,-0.026555449009694,0.133591486641102,0.842548499239971
398,2,218876,-0.21265785972459,0.13450477669771,0.114763725532782
399,2,227511,-0.321607322258173,0.134853493697782,0.0176126739460634
400,2,230378,-0.173700788321126,0.133903702565681,0.195407217122533
401,2,231943,-0.190623321865329,0.134224393896577,0.156436737483264
402,2,232156,-0.25172615538711,0.133883410309087,0.0609055239265083
403,2,232789,-0.237704975172299,0.133477415794766,0.0757947086591266
404,2,238524,-0.200623455602077,0.133839069303881,0.134769913377735
405,2,241518,-0.175896263739556,0.135105986667128,0.193794974963843
406,2,250396,-0.291515371335523,0.133608841180813,0.0297790888857833
407,2,250466,-0.300125509312524,0.133506985852636,0.0251920066211658
408,2,252305,-0.221649264702229,0.134298485236638,0.0997459255305039
409,2,254571,-0.153817167272655,0.136463816596575,0.260438542456716
410,2,254742,-0.142384777056571,0.136375322316584,0.297169509625687
411,2,254908,-0.160709202514739,0.137362978835025,0.24280633313224
412,2,255033,-0.15261878626746,0.161104956599047,0.344121126744092
413,2,255862,-0.135315345858097,0.136610273648965,0.322597989916695
414,2,255975,-0.211857574209515,0.135838884037466,0.119744824736751
415,2,258311,-0.228449813509491,0.133502785028918,0.0879228574646002
416,2,259284,-0.244973668762819,0.133873285138983,0.0681092497776228
417,2,266330,-0.203202423723532,0.134651432078005,0.132167836122652
418,2,267100,-0.196915135562676,0.13466801626515,0.14456884944889
419,2,268086,-0.190447871821887,0.134704237067594,0.15829533009532
420,2,274614,-0.208878699661076,0.13380328796745,0.119399037304492
421,2,274729,-0.258602535456816,0.134295231397548,0.0549539345502401
422,2,275746,-0.197561303191769,0.13452948247016,0.142849379717778
423,2,277029,-0.198311877867509,0.133897349043894,0.139478880660078
424,2,277741,-0.24545028787795,0.133728863449865,0.0672827645550454
425,2,278218,-0.270184896121188,0.133349615943698,0.0435021453857655
426,2,278379,-0.244906170658192,0.136822450313977,0.074317957009594
427,2,279910,-0.247115491504949,0.133428991791223,0.0648551808351105
428,2,280616,-0.247401544305193,0.139314276547642,0.0766187022530778
429,2,283431,-0.199718805908601,0.135623406329699,0.141750399877375
430,2,283573,-0.195122261027652,0.134005650286619,0.146260729789964
431,2,286762,-0.228626725549523,0.134200959041957,0.0893331857770749
432,2,287187,-0.326897012688614,0.132989452037792,0.014448509333041
433,2,288379,-0.287396874706231,0.13222449319591,0.0304029758997444
