SNP,Chr,Pos,Effect,SE,HNM1_ERG11_noMTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
101,1,133231,-0.117057227893357,0.0921245112763025,0.204692978761659
102,1,137074,-0.113938232381047,0.0920039841475658,0.216388691429641
103,1,137304,-0.134323234691254,0.0919581836184922,0.144987512190564
104,1,139686,-0.162717293538275,0.0919499291954351,0.0776521753790886
105,1,149562,-0.130156172104534,0.0923080037357299,0.15941412566769
106,1,150447,-0.107001735266853,0.0934209374928261,0.252830971269778
107,1,151446,-0.162204183792224,0.187829051922353,0.388408622898213
108,1,154084,-0.117126272169347,0.0936763255418908,0.212007405302521
109,1,156633,-0.105152213468451,0.0950059528773841,0.269135770407843
110,1,157269,-0.151308320803196,0.0918271479256289,0.100293447446318
111,1,160054,-0.0784825255665292,0.0929615915889186,0.399103288175638
112,1,166222,-0.075140419635468,0.0922805112630322,0.416044404821959
113,1,166416,-0.0866921492296382,0.0920640579141982,0.347015659392064
114,1,167326,-0.103341548558287,0.0925401111105062,0.264872870166868
115,1,168836,-0.143881513124088,0.0919457486090587,0.118513543400018
116,1,171200,-0.134839897227837,0.0921231538815684,0.144168084185327
117,1,171431,-0.124211024994582,0.0927438247863128,0.181337447226849
118,1,173339,-0.130383206592103,0.0919947167083044,0.157280112052792
119,1,173845,-0.120077393044205,0.0919577912561536,0.192474934381737
120,1,175121,-0.0625179555018734,0.0919366502387713,0.496943052997776
121,1,175281,-0.0717210264392762,0.0919958775208672,0.436142068840862
122,1,175315,-0.0816841629069627,0.0919433254111762,0.374920573496794
123,1,175523,-0.0827715040634642,0.0924626937050495,0.371296530372367
124,1,175541,-0.0769196990398631,0.0920988496984302,0.40417771250484
125,1,175653,-0.0692660774255762,0.0924080068305961,0.454014213700446
126,1,175805,-0.140275516148015,0.0974266173966904,0.150808261321479
127,1,175818,-0.103050048884218,0.0953097599163607,0.280340943264705
128,1,175856,-0.0932413602358057,0.0938771915998469,0.321279680212921
129,1,175876,-0.0720430230465253,0.092488133813798,0.436534903900913
130,1,175989,-0.0560077368678343,0.0927838218433612,0.546472773482393
131,1,176001,-0.0636382947134208,0.093253920349349,0.495421277467891
132,1,176451,-0.058513872793318,0.0943857389682744,0.53569462383297
133,1,177692,-0.114243565183133,0.0918449968447418,0.214371454004349
134,1,178191,-0.107192808652388,0.0919606418022199,0.24454787777143
135,1,178224,-0.114243565183133,0.0918449968447418,0.214371454004349
136,1,178960,-0.0938353628909972,0.0926466967051578,0.311835032505099
137,1,179139,-0.317615279393249,0.183110970803452,0.0836933135250302
138,1,179139,0.496419932347472,0.36941509442952,0.179876225789068
139,1,180955,-0.0701607263012923,0.106485440573826,0.510404786238786
140,1,183802,-0.0264396759601679,0.092046891967297,0.774096046503019
141,1,183954,-0.0393515061041181,0.0927041975222656,0.671471009318838
142,1,184450,0.0022440671081098,0.0919158880749675,0.980535893344175
143,1,184641,0.0208714252278958,0.094584267064124,0.825480956393764
144,1,184718,0.00440547241573374,0.0924379098951924,0.96201518543079
145,1,185296,-0.00503662720702799,0.0920456676408539,0.956393457897576
146,1,185438,-0.00451796851034733,0.0920500898430331,0.960882000603955
147,1,185469,-0.00934472561901201,0.0921819094270711,0.919312191130809
148,1,185503,0.00315798113570443,0.0919446737786794,0.972620228486966
149,1,185705,0.00346609178083866,0.0929722552315734,0.970282087260958
150,1,185749,-0.0318055142368873,0.0929570254478647,0.732439459096325
151,1,185806,0.000636412590950564,0.0930965758874173,0.994549527519685
152,1,185879,-0.0052469759654212,0.0935460191434765,0.955302015991873
153,1,185916,0.00775685485147436,0.0935029785634947,0.933931661340401
154,1,185941,-0.00849953394776531,0.0939101168193458,0.927935571533212
155,1,185954,0.00281454398457674,0.0941853488537893,0.976177224347609
156,1,186055,0.0114767568044108,0.0923036959011476,0.901119290975148
157,1,186896,0.00179974557716051,0.0938189898032363,0.984705822034003
158,1,187697,-0.0542124662936374,0.191313579810892,0.777059586830116
159,1,189392,-0.0938336240086139,0.192273639454912,0.625837763626239
160,1,189416,0.132946481001187,0.185917837518474,0.475031097136819
161,1,190132,0.10301975501687,0.0922600116990611,0.26491453995685
162,1,190148,0.100789128972393,0.092294912320553,0.275563157531054
163,1,190165,0.111370088082651,0.0929723211576167,0.231765727404397
164,1,190169,0.117454247822953,0.0928346721520595,0.206634855658057
165,1,190933,0.203751711975708,0.0916510179327803,0.0268400672922057
166,1,192149,0.035798895967291,0.0930254083935104,0.700595693299146
167,1,192302,-0.0372883945781527,0.122838424534727,0.761644678143824
168,1,192303,-0.0734283722607069,0.110854654212429,0.508157240533256
169,1,192305,-0.0940866765222631,0.115160326284749,0.414476049143505
170,1,192315,0.0359756601852209,0.130748632846713,0.783360956105053
171,1,192795,0.0173849940243874,0.0921110193056406,0.850405399482087
172,1,194020,0.0511929272773821,0.0969873071416352,0.597948117656084
173,1,194187,0.0379992206362799,0.0921697953396948,0.68038877395317
174,1,194867,0.0181270172681287,0.0921367595856992,0.844143962683575
175,1,197325,-0.0709518342517425,0.0943146364436701,0.452378800576455
176,1,197392,-0.109796193301827,0.0954247201447709,0.250673454815155
177,1,198857,-0.538754848520299,0.440888449755248,0.222532281073596
178,1,206666,0.0717808545252302,0.103557352432001,0.488670756201178
179,1,206675,0.102143361014228,0.134804744837325,0.449128090206251
180,1,223051,-0.0706352951704935,0.10671349062343,0.508457347714611
181,1,223059,-0.0779989317520794,0.110801442721863,0.481926568002096
182,2,7366,0.252307889342428,0.132963064980206,0.0585673206444326
183,2,8180,-0.0649355819154433,0.18396123068199,0.724310260836269
184,2,8187,-0.194049091346754,0.191056379232922,0.310485026892627
185,2,8250,-0.1411034256893,0.188354877042236,0.454274120642504
186,2,8253,-0.128157753193044,0.18838108822213,0.496753410062731
187,2,8285,-0.0874048336565689,0.102092672153544,0.392505372909429
188,2,8302,-0.0643116552744527,0.0956031584296155,0.501582193539906
189,2,8306,-0.0643116552744527,0.0956031584296155,0.501582193539906
190,2,8314,-0.0827583477098825,0.093598329215276,0.37719753799623
191,2,8317,-0.0724071787765606,0.0957613768258356,0.450080995581506
192,2,8328,-0.0458455977681165,0.0953789170164526,0.631050203946415
193,2,8331,-0.0515356701219509,0.0951912445993347,0.588579714226965
194,2,8498,-0.0341385456840806,0.0935470430754425,0.715378820357192
195,2,8651,-0.0393226651142488,0.0936289033965706,0.674752466987494
196,2,9418,0.372718854770571,0.237354664804413,0.117240414779958
197,2,9812,-0.0136760576311822,0.0942059431714358,0.884657989593792
198,2,9932,-0.0345212913282325,0.093819460389716,0.713127704541747
199,2,10135,-0.0187646251704989,0.0934727513159447,0.841009922846649
200,2,11616,-0.0609747316844452,0.0933224552509385,0.513938704531076
201,2,12133,-0.0366191377766534,0.0937298285153476,0.696263396237271
202,2,12194,-0.0290151222039508,0.0940999413708235,0.75800270731551
203,2,12359,-0.0334020444898292,0.0938206081325628,0.722038008950444
204,2,13061,-0.0428815310919735,0.0938027825038526,0.647847582981595
205,2,14298,-0.0406370841312781,0.0941016973172022,0.666119749371393
206,2,15222,-0.0507900863241939,0.0950059686302414,0.593263793682559
207,2,17986,-0.0842539526664518,0.0932711278307654,0.366970514255873
208,2,19770,-0.0796291942641168,0.0939289133461227,0.397145970858985
209,2,19836,-0.0670687572440057,0.0936981903182484,0.474590748416461
210,2,19851,-0.0680195733088154,0.0939709866734405,0.469645893007626
211,2,21595,-0.0709400954553251,0.093576148453084,0.448896819531072
212,2,22385,-0.078061500400248,0.0936487892577822,0.405094947808833
213,2,23441,-0.0622165044235014,0.0945934272093564,0.51114322711581
214,2,24209,-0.0667758277095623,0.0938046960110537,0.477021543811971
215,2,24341,-0.0377264854880898,0.0940726108611666,0.688636397959776
216,2,26815,-0.0777754441784176,0.0938900701411076,0.408022349611413
217,2,28209,-0.137361899232021,0.0937281980985615,0.143665303792807
218,2,28695,-0.140128171769855,0.097933365589361,0.153357211812925
219,2,35849,1.17274134539113,1.00498403720223,0.244028204618277
220,2,35850,-0.811716379135492,1.23072456488949,0.509976874986124
221,2,41245,-0.0125667411330854,0.0936499041711724,0.893329983606037
222,2,43214,-0.0376827757276651,0.095149521045869,0.692316652387681
223,2,47104,-0.112690642502019,0.0923229070763532,0.223046881141041
224,2,50915,-0.0116953929907267,0.0934244707443879,0.900447924443404
225,2,55834,-0.00770781346681633,0.0929939322200648,0.933989863340139
226,2,56422,-0.0140254045112044,0.0931581024981762,0.880412868191676
227,2,57715,0.00602303767440405,0.0928534405352521,0.948317354657092
228,2,59046,0.0281898476736801,0.0933116531634792,0.762750500827165
229,2,59191,0.0294317564690201,0.0927761521376163,0.751253545549128
230,2,59383,0.0172522670742339,0.0928115558290276,0.852641789318772
231,2,59477,-0.00312100350234921,0.0942124917322765,0.973591812127028
232,2,59755,0.237158875711137,0.211303681170943,0.262472069911416
233,2,60471,0.0283273427027386,0.092928876996183,0.760676640424129
234,2,60478,0.0358014647114257,0.0930276504626712,0.700582118363877
235,2,60786,0.0182145401532644,0.0928891106328516,0.844653277140995
236,2,61035,0.0437888167137799,0.0928582262233932,0.637527660878654
237,2,61071,0.0173484220931952,0.0924614849848348,0.851275580710772
238,2,61675,0.0366745926324091,0.0927117511954858,0.692656412574186
239,2,62776,-0.0248222133329586,0.0967807460700425,0.797730528259276
240,2,62939,0.00245740200351968,0.0925719139681959,0.978836947752763
241,2,63527,-0.00250905863930603,0.0929193960756842,0.978472975889921
242,2,63857,-0.0298484906998612,0.092927528151807,0.748247545237566
243,2,65527,-0.0114790768403075,0.09263267946771,0.901448846756997
244,2,67007,0.0159389393187139,0.101986549056095,0.87589793861158
245,2,67023,-0.117175696878044,0.210817178331763,0.578688307686346
246,2,67024,-0.130417955366668,0.211566524694115,0.538001837078998
247,2,67976,0.0656259032463433,0.093904009483258,0.485098728851474
248,2,69628,0.00727017099395813,0.095524897490298,0.939376606268241
249,2,71825,-0.00813805580880506,0.184720586554101,0.964884651426319
250,2,72389,-0.0171763765703574,0.0933849817429259,0.854173333831417
251,2,72392,0.0444417506132933,0.0939947248309291,0.636640147160063
252,2,73646,0.0213072392747367,0.0920898161780764,0.817157894569625
253,2,74564,-0.016783555231622,0.0919116247501394,0.855212504311181
254,2,74739,-0.00455260503891224,0.0922178733649102,0.96065400979454
255,2,79931,0.0261712050684264,0.10393304852205,0.80133577162467
256,2,80748,0.0258251384180602,0.0958977901977766,0.78785726566901
257,2,80873,0.0496782106983729,0.0924003835415296,0.591163866954442
258,2,81501,0.062343419809726,0.0923632211725461,0.500129687860648
259,2,83526,0.0336281661945027,0.0922620738068578,0.715713918713126
260,2,83845,-0.00246383726203007,0.0923670402825055,0.97873448846978
261,2,84412,0.339734278964207,0.23207179684185,0.144106036225003
262,2,84412,0.000152963217629001,0.116562225327888,0.998953687187761
263,2,84447,0.0751516129435835,0.09346088141212,0.421882134824548
264,2,87391,0.0213279734370626,0.0919522617472713,0.816714238926903
265,2,87562,0.0275195395232996,0.0921803463866783,0.765466552894717
266,2,87849,0.0149330421332443,0.0921798247237487,0.87139930383254
267,2,87878,0.0131673302873638,0.0925767221471023,0.886978257998515
268,2,88125,0.046307580003396,0.102919801268525,0.653030965611587
269,2,89785,0.018356428904851,0.092584538685551,0.842950552820548
270,2,93441,0.0708077705693175,0.0952792061886637,0.457878633615386
271,2,93588,0.0363505611744208,0.0986828738382875,0.712827599410349
272,2,93721,0.0741391654934293,0.0922257198240527,0.42200256962955
273,2,93952,0.0968200061550881,0.0919016933021119,0.292824632790573
274,2,95085,0.0729023582266774,0.0920928151232544,0.429114868316156
275,2,103188,0.0546076143622085,0.0943673379372553,0.563180406143058
276,2,107124,0.109027453586942,0.0920376212160189,0.236973930344182
277,2,111645,0.108763766117246,0.0920976781569441,0.238413289435284
278,2,111916,0.107108905166659,0.0923211027405552,0.246760430152536
279,2,111931,0.107780638908975,0.0924605976667651,0.24452576003642
280,2,111999,0.11392267048814,0.0921063487257131,0.216961235602895
281,2,114528,0.0626235517921643,0.0927770443374907,0.500124153062381
282,2,116024,0.0817688229880739,0.092955814685549,0.379645969846688
283,2,119244,-0.0748667671631127,0.101343127780212,0.46055251970648
284,2,119246,-0.0948211838056961,0.102378997073336,0.354986197285496
285,2,119247,-0.0078884843174646,0.103242566386368,0.939138358815486
286,2,120090,-0.0256009891513324,0.0926800969789968,0.78253334940899
287,2,120291,-0.0467156640549562,0.0937171126674713,0.618459531684387
288,2,120726,-0.0100007218010997,0.0932069169990352,0.914615176449186
289,2,121716,0.01083339532534,0.0931007919212308,0.907431812124174
290,2,123100,-0.0727751427173888,0.0931505081243372,0.435170854911168
291,2,124677,-0.11388004786624,0.0929050671345987,0.221103168022252
292,2,127636,0.273800585906745,0.116848733712368,0.0196733849073463
293,2,127887,-0.0616401462401818,0.0936834807668251,0.510991556105387
294,2,128935,-0.0620017689504653,0.0935941332848824,0.508112844352518
295,2,129053,-0.0715024618573545,0.0938602482321103,0.446689789506555
296,2,130040,-0.0729118582224422,0.0944310119485693,0.440561310060312
297,2,130976,-0.0655719448814002,0.0936759181957384,0.484396336652999
298,2,132199,-0.0917776287224406,0.0940486099994955,0.32980551876197
299,2,133355,-0.151961488425949,0.0944668251677005,0.108592791931523
300,2,133435,-0.194910559506037,0.0944493013353537,0.0397811812416545
301,2,133943,-0.0432682538472625,0.111220487362225,0.697487533768062
302,2,135183,-0.17712643175687,0.0946013594635276,0.0619853446253098
303,2,135402,-0.179081288894944,0.0945764990472532,0.0591079556712294
304,2,135898,-0.162731077252741,0.0951663713903294,0.0881512354648177
305,2,135912,-0.154318303986557,0.0952769084959582,0.106193569717663
306,2,135925,-0.158875009707982,0.0948207799470857,0.0947158932572771
307,2,136002,-0.163767694117559,0.0947256661353744,0.0847079535652363
308,2,136173,-0.149690118928773,0.0954669838274259,0.117782231910653
309,2,138209,-0.149388424527072,0.0982871166178046,0.129426570790169
310,2,138318,-0.172121380639825,0.0979003174083734,0.0795921762843561
311,2,138695,-0.199452220772037,0.0960579112456095,0.0385824745864221
312,2,138818,-0.198287187411547,0.0958864474344557,0.0393739540197822
313,2,139728,-0.216529591097967,0.0956004092400099,0.0241217996704861
314,2,140174,-0.22829587447523,0.095522830853844,0.0173740829736239
315,2,140863,-0.214671091167506,0.095573055622324,0.0253125081980811
316,2,141152,-0.227094058505331,0.0957649784974789,0.0182584370535364
317,2,141292,-0.231741967405102,0.0950336240261592,0.0152396861480781
318,2,141545,-0.264033431802841,0.0952666063189038,0.00587511393440472
319,2,145823,-0.0420243808891282,0.0999438826780428,0.674390853091699
320,2,145934,-0.191291858715296,0.164402176760571,0.245388098687622
321,2,145980,-0.141965582027684,0.100607455249934,0.159100518953089
322,2,146723,-0.084949175317115,0.0960174507492747,0.376906418330501
323,2,147946,-0.196871841756437,0.0964367713617646,0.0419482195405765
324,2,150394,-0.082513916994402,0.105579714704615,0.435013559459836
325,2,151274,0.0370817587461568,0.165520741059077,0.822862873380117
326,2,151397,-0.0585427423628925,0.0971969514580403,0.547354177795834
327,2,153035,-0.0782274237250597,0.0960980935945979,0.416172412468925
328,2,153228,-0.0467886438257578,0.0968581224831373,0.629349960269104
329,2,153455,-0.0993778507027311,0.097478026779677,0.308668703602885
330,2,153732,-0.0524322877359683,0.100892297131371,0.60360834290207
331,2,153815,-0.0729887101285647,0.0971692577705275,0.453062705263987
332,2,154160,-0.119686885772722,0.0960168588383139,0.213400267222947
333,2,154235,-0.0928755622039658,0.0970630611229966,0.339293800880839
334,2,155527,-0.160361571169882,0.105141527182041,0.128105308089488
335,2,159870,-0.135894277673944,0.0944576514871374,0.151127407224506
336,2,161229,-0.0889981514992768,0.0960715421426211,0.354884700573132
337,2,161451,0.0459288184661062,0.20595102410703,0.823657917738556
338,2,161451,-0.20631662355799,0.206333977591831,0.318036138406818
339,2,162696,-0.0980722742988147,0.0956320210893359,0.305821478261436
340,2,163284,-0.0623863472351867,0.0944468791864644,0.509335415818211
341,2,164166,-0.0315986705570681,0.0953678833825303,0.740588438374326
342,2,165270,-0.0182069844016171,0.0945756092197029,0.847451502486811
343,2,165675,-0.0294564928407207,0.096130864874209,0.759464955081147
344,2,166404,0.0299876791857079,0.249171843909849,0.904274850487887
345,2,168012,-0.00998326405513836,0.116215441004218,0.931592167243845
346,2,168062,0.0876708658075087,0.095165389117882,0.357550450103363
347,2,168518,0.0660901221683743,0.0946688408462621,0.485562349596146
348,2,168980,0.0634997690507378,0.0946288595972944,0.502633756539841
349,2,169651,0.0670649804743668,0.094666898654961,0.479145091759063
350,2,169902,-0.115939687123055,0.158225393147581,0.464197078390501
351,2,169960,-0.209511629351128,0.14707119713938,0.155168101556865
352,2,170725,-0.00804691827469167,0.094901837417497,0.932474807581793
353,2,171254,-0.0645543930346995,0.0949942665987166,0.49722787311739
354,2,172242,-0.0489006568275454,0.0938966859210947,0.602838087057932
355,2,173254,-0.0217437185999471,0.0932057649243592,0.815673559213329
356,2,173340,-0.0176229249761392,0.0931969491300353,0.850128311197163
357,2,173385,-0.0161423278051716,0.0932835468221455,0.86271459125477
358,2,173973,0.00803493678843256,0.0930387005838023,0.931228228248871
359,2,174714,0.0852365841416846,0.238516460505456,0.721034798816024
360,2,177341,-0.00201099779057554,0.0927226099834082,0.982708833579182
361,2,180314,-0.0261927170164151,0.0927433052288879,0.777785737158429
362,2,180339,-0.00960384755606556,0.0929867108106915,0.917797861310332
363,2,182758,-0.0822080694002992,0.0925512624542352,0.375014547788531
364,2,183619,-0.0590364774385179,0.0929664078240576,0.525820102158726
365,2,183913,-0.0920494922324724,0.0952495412671728,0.334503914468651
366,2,184146,-0.0921523874504215,0.095889791656653,0.33719792539902
367,2,187176,-0.0991238597002548,0.0933769911866626,0.289168102602506
368,2,191066,-0.0954740501546358,0.0940879419784861,0.310928566998943
369,2,191124,-0.287552479366524,0.118060892048341,0.0153602036070422
370,2,191128,0.214022114273547,0.108996797361321,0.0503653361471918
371,2,191599,-0.133723211704509,0.09264650596755,0.149803019391723
372,2,191762,-0.130228278993552,0.0963484919477375,0.177356638875506
373,2,191763,-0.11279136099705,0.0930941401389212,0.226482109401633
374,2,191959,-0.141230309058563,0.0927557978511132,0.128753205523599
375,2,192390,-0.123663707691095,0.0954010655061825,0.195735896519499
376,2,195759,-0.0971168577129078,0.0937165025618554,0.300779292535577
377,2,196912,-0.135594168570146,0.0920583426520365,0.141664867998579
378,2,197598,-0.330929387737019,0.301050652429189,0.272408945729871
379,2,198110,-0.174560827986901,0.0924283790314517,0.059764231217511
380,2,198283,-0.215567414086324,0.0951265823600907,0.0240495115166398
381,2,198805,-0.151829312207303,0.0929436442306745,0.103242148875925
382,2,198891,-0.149528596752535,0.0922248265066717,0.105835718253916
383,2,199248,-0.152097653484878,0.0924251400113582,0.100729856451281
384,2,201782,-0.156678912084188,0.0922889819889138,0.0904459059451935
385,2,203285,-0.138773353420072,0.0920097279946216,0.132385889826433
386,2,203783,-0.132444781396435,0.0918368040046297,0.150139516940655
387,2,204179,-0.123588268965373,0.0920952130819349,0.180470865107009
388,2,205406,-0.134187896626724,0.0930046285421876,0.149961068996646
389,2,205834,-0.160126072956316,0.092439646931896,0.0841073795705597
390,2,205965,-0.144064455938714,0.101145745586506,0.155235694147236
391,2,207192,-0.180333038170758,0.0922468973053897,0.0513843120277221
392,2,207561,-0.163836771198463,0.0919222580141651,0.0755531020294889
393,2,208682,-0.152437440964357,0.0918218575427682,0.0977736271952623
394,2,210102,-0.125031332343268,0.0921777677495021,0.175833963921768
395,2,212519,-0.158103599433303,0.196518331691187,0.421636247482462
396,2,214801,-0.121344102123524,0.0921873171596248,0.188934923861342
397,2,215016,-0.138604886435933,0.0920654532954555,0.133088862872269
398,2,218876,-0.171777943498793,0.0928664372304081,0.0651879473740997
399,2,227511,-0.113884974041441,0.0937801977248846,0.22541367983343
400,2,230378,-0.12894050841695,0.0925374693472833,0.164379494752869
401,2,231943,-0.130837241551748,0.0927967153864046,0.159439640003586
402,2,232156,-0.132205589984224,0.0927529661093423,0.154939185302345
403,2,232789,-0.126028144283048,0.0924470792683838,0.173673730559487
404,2,238524,-0.130835183199745,0.0925589691674735,0.158380207060124
405,2,241518,-0.126993251054706,0.0933820654047082,0.174719376657076
406,2,250396,-0.124134747971958,0.0927530963416924,0.181648522590101
407,2,250466,-0.124413485956039,0.0927191157472764,0.180512922539075
408,2,252305,-0.182467711447926,0.092694296059382,0.0497938906681368
409,2,254571,-0.160938694668385,0.0941217361596672,0.0881632235303793
410,2,254742,-0.137024660053613,0.0941433081916753,0.146422330945798
411,2,254908,-0.145894053764479,0.0948292531045741,0.124824209835211
412,2,255033,-0.136061712471149,0.111282276254096,0.222269329206331
413,2,255862,-0.136849747735612,0.0942925978375615,0.147575874910048
414,2,255975,-0.130390235754747,0.0939761559873067,0.166170070043697
415,2,258311,-0.106458131213208,0.0925026871193985,0.250566628436812
416,2,259284,-0.157725603090284,0.0926083989113005,0.0894209818964408
417,2,266330,-0.154768494863044,0.0930239307034545,0.0970499909814646
418,2,267100,-0.170355755573513,0.0929398945121358,0.0676495230800743
419,2,268086,-0.219900523364955,0.0926516136101149,0.0181593058406054
