SNP,Chr,Pos,Effect,SE,ERV25_UIP4_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
351,2,169960,-0.0549485842599839,0.113340205880464,0.628111082849934
352,2,170725,-0.0800690297121054,0.072827073971583,0.272325244668782
353,2,171254,-0.0654894650801862,0.0729865280248405,0.370180240289831
354,2,172242,-0.0324995996081124,0.0721852569099106,0.652824660397409
355,2,173254,-0.046844038865522,0.0716092773071166,0.513433645593449
356,2,173340,-0.0547582714566275,0.0715846919218558,0.444816049914317
357,2,173385,-0.0368219285138452,0.0716831919361503,0.607799969655606
358,2,173973,-0.0320174726231082,0.0714991740709622,0.654570791465557
359,2,174714,0.01430862775163,0.18337886265356,0.93785024157065
360,2,177341,-0.0203356294270791,0.0712675742688366,0.775549516139742
361,2,180314,-0.0484450100834394,0.0712530687527881,0.497012973512828
362,2,180339,-0.044356057508474,0.0714408417938365,0.535080475125057
363,2,182758,-0.0443177409181211,0.0711844216856607,0.533964882593115
364,2,183619,-0.000798856154574534,0.0715039474415381,0.991092373571891
365,2,183913,0.0037107000489971,0.0733147210380563,0.959662290318813
366,2,184146,0.0309395521058145,0.0737883431042248,0.675250951357671
367,2,187176,-0.0489001129320559,0.0718461182299944,0.496556314432383
368,2,191066,-0.00691638788327209,0.072429746248611,0.923979034127399
369,2,191124,0.100121716433462,0.0913573526302763,0.273854360021165
370,2,191128,-0.0408677061530649,0.0842139292307484,0.627775655286377
371,2,191599,-0.0636546008943208,0.0713466919002325,0.372900399388281
372,2,191762,-0.0346693240765733,0.0742314307655541,0.640756734614186
373,2,191763,-0.0317241453343109,0.0716900962583018,0.658385554292639
374,2,191959,-0.052942018224856,0.0714794889294168,0.459391818830413
375,2,192390,-0.0960349414488241,0.0733310723850975,0.191180254632897
376,2,195759,0.0729063759708556,0.0720448182083739,0.312250953016968
377,2,196912,0.0810879032225516,0.0708509175547582,0.25319744976267
378,2,197598,0.084309563364922,0.231769535739329,0.716251530819398
379,2,198110,0.0886749673302785,0.0712514779530824,0.214128331703708
380,2,198283,0.065837466770622,0.073570232506641,0.37145420139077
381,2,198805,0.0737069281462381,0.0716078141855524,0.304036878638934
382,2,198891,0.0732859009293117,0.0710495875627128,0.303024124347058
383,2,199248,0.0504501884420407,0.0712685176101396,0.479481413371951
384,2,201782,0.0671281017969205,0.0711417819107334,0.346028665154487
385,2,203285,0.0428638699939321,0.0709185938588235,0.545959705891771
386,2,203783,0.0456406690576363,0.0707608088648006,0.519346631642009
387,2,204179,0.0370604263627805,0.0709464002341862,0.601738875017237
388,2,205406,0.0858892467735528,0.0715571503048598,0.230832073009381
389,2,205834,0.0703466577109577,0.0712613056141851,0.32423795970998
390,2,205965,0.114016067782396,0.0777371918881691,0.14335171802394
391,2,207192,0.108241662770356,0.0710597151291148,0.128591661515481
392,2,207561,0.109464055308628,0.0707382255099063,0.122650153026373
393,2,208682,0.0958558678346654,0.0706744347655797,0.175869997119579
394,2,210102,0.108781557140321,0.0708050122714421,0.125347413400996
395,2,212519,0.0681998390555183,0.151158229482567,0.652135578542178
396,2,214801,0.111795064486976,0.0707883209587933,0.115165901972977
397,2,215016,0.131464618630995,0.0706517842152405,0.0636121401998755
398,2,218876,0.0419429400101573,0.0716966857437328,0.558917904837035
399,2,227511,0.00365793162538941,0.0722388742906494,0.959643730389593
400,2,230378,0.0212686558385018,0.0713197960394056,0.765714281888133
401,2,231943,0.00636302620532347,0.071532480830725,0.929169735680892
402,2,232156,0.0251820757561985,0.0714913972848209,0.724869044111006
403,2,232789,-0.00930374447967475,0.0712490441899071,0.896181455211988
404,2,238524,0.0102224772908354,0.0713489602629419,0.886155246605989
405,2,241518,0.0377541786492863,0.0719424037664756,0.600063186287325
406,2,250396,0.0107081396259389,0.0714775670322483,0.880999135489951
407,2,250466,0.0318257473457786,0.0714345150252447,0.656214663146299
408,2,252305,0.0692931406045281,0.071549006056398,0.333472244546396
409,2,254571,0.10259294932045,0.0724447637700127,0.157612158822179
410,2,254742,0.131049126670365,0.0722487476212185,0.0705481949357783
411,2,254908,0.0978945193676458,0.0729532717548615,0.180497479213778
412,2,255033,0.126059000103915,0.085460505022678,0.141088913765246
413,2,255862,0.0482858923620336,0.0726530832455138,0.506734535255513
414,2,255975,0.0663970825969,0.0723497998271439,0.359390440709738
415,2,258311,0.167106973556893,0.0706825706457147,0.0186103656082949
416,2,259284,0.162018491916798,0.0709577679607364,0.0230059215724673
417,2,266330,0.13290601940244,0.0714378082139112,0.0636541711949332
418,2,267100,0.136296511484321,0.0714144494007394,0.0571337858311296
419,2,268086,0.110151443625342,0.071547383329356,0.124563686916373
