SNP,Chr,Pos,Effect,SE,ALO1_HYR1_noMTX_noDrug_avg_logratio_Fitness_minus_ref.GLM
44,1,62308,-0.0800187281002447,0.0585680844423269,0.172729756749923
45,1,62869,-0.0750561564288983,0.0585793005348621,0.200938350476753
46,1,65431,-0.00515660053810174,0.0613217256910143,0.933031808846973
47,1,65451,-0.0178821877942839,0.060445347043557,0.767525767605732
48,1,65719,-0.0156296811231765,0.0630356196874902,0.804317270839144
49,1,66841,-0.0811605411635559,0.0585839852100442,0.166813865199481
50,1,66948,-0.0836541619877721,0.0589355942735545,0.156660021254407
51,1,68621,-0.0310323697470886,0.0589202832793424,0.59874384497367
52,1,69417,-0.0513921403918326,0.0587237151178601,0.382086605756272
53,1,69820,-0.470935291311072,0.228667162510089,0.0401812652379359
54,1,69821,-0.0291898959935661,0.142720484830285,0.838061189628716
55,1,70906,-0.127508452092281,0.0941908940269696,0.176690619687293
56,1,74327,-0.0339892632366851,0.0590829049850533,0.565467879562075
57,1,74572,-0.0558678400323302,0.0588781840838083,0.343335036387404
58,1,75211,-0.0314234393899441,0.0588219842460226,0.593530787753028
59,1,76030,-0.0221659593895975,0.0588339291648225,0.706582274593744
60,1,80108,-0.0110260641703206,0.0588289160810415,0.85143437741985
61,1,81262,-0.0902232290715478,0.0586132163496504,0.124627351476402
62,1,81999,-0.0990870368800724,0.0587168529300583,0.0923828852198236
63,1,82431,-0.075429220904703,0.0590960801209796,0.202659320491376
64,1,83284,-0.107612836928652,0.0585216463922214,0.066776305577502
65,1,83613,-0.092382988966636,0.0585888193997714,0.115736717471023
66,1,84112,-0.09527805197081,0.0585821872124431,0.104756974502244
67,1,84701,-0.055459270355574,0.0628967199774376,0.378511259249472
68,1,84858,-0.0566872542132521,0.0588899835791308,0.336409297052673
69,1,85751,-0.0814678486152704,0.0590506077513603,0.168574614132251
70,1,87445,-0.0559985792803682,0.0592598531982569,0.345322295405443
71,1,87467,-0.0830411119110189,0.0594813947014559,0.163566098253802
72,1,89070,-0.0472593165688703,0.059218680361114,0.425379489564125
73,1,89616,-0.0691904547647713,0.0588380890357455,0.240408647377498
74,1,89679,-0.0574899282403706,0.0588812358720451,0.329549292417002
75,1,89880,-0.0451319280479863,0.0589266871582597,0.444247842931849
76,1,91472,-0.0365481550735643,0.0593815375825996,0.538634303520215
77,1,93789,-0.0269650696576447,0.0587837502524078,0.646720142438987
78,1,94351,-0.0221275131596583,0.0589442578790248,0.707590503989518
79,1,99148,-0.0264260797249812,0.0587844436580976,0.653316572814278
80,1,101281,-0.6420654530886,0.642184933986194,0.318085411737055
81,1,106011,0.0129572196813372,0.0612780719735237,0.832658531422123
82,1,106800,0.0198105577806943,0.0588711423052799,0.736688446878802
83,1,107970,-0.0219103821300726,0.058694557959714,0.709153003264366
84,1,109000,-0.0227857231414127,0.0587970958872492,0.698596372124192
85,1,112549,-0.0044900453685664,0.0587425430391491,0.939115526957774
86,1,112742,0.0146970387024403,0.0589667036888687,0.80331777308889
87,1,113050,0.04534579560816,0.0588231920794514,0.441291971655386
88,1,113135,-0.0101098302136408,0.058720267144685,0.863403056119482
89,1,114076,-0.00571638299400695,0.0587219443406561,0.922506378841681
90,1,114628,-0.00470630944746286,0.0588707578047288,0.936327831234026
91,1,116283,0.018049549024971,0.0591909313060669,0.760593279468416
92,1,126880,-1.1720605408207,1.108984286811,0.291290233401767
93,1,127853,0.0148890316073582,0.059083191134647,0.801186836081597
94,1,128302,-0.021063738208897,0.0588508598615032,0.720619156265092
95,1,128704,0.0100107343616787,0.0589177205762527,0.865177922936094
96,1,128911,0.0133854689155516,0.0589223439201605,0.820422004153872
97,1,130267,0.00287988499409175,0.0588985192071523,0.961030059444155
98,1,130271,0.00714844560114336,0.0589673962720246,0.903580146384845
99,1,130613,-0.00281235212703068,0.0595194941605407,0.962339948040287
100,1,132012,0.028001781699619,0.0593746436074569,0.637495270234491
101,1,133231,-0.0147684878943251,0.0589666531168187,0.802381273894798
102,1,137074,-0.0538164940971839,0.0588183180873079,0.36083643152395
103,1,137304,-0.0610416447126596,0.0588188300405871,0.300077773398902
104,1,139686,-0.0780459769257393,0.0588394558811517,0.18555729836245
105,1,149562,-0.0820382951801185,0.0589590049586009,0.164966341595058
106,1,150447,-0.112775321378997,0.0594741217419323,0.058748840928177
107,1,151446,-0.239694396270826,0.119408522618758,0.0454745194262895
108,1,154084,-0.0710195141028763,0.0598416637330565,0.236108368553358
109,1,156633,-0.064523900215182,0.0606858887814347,0.288398166291326
110,1,157269,-0.0764842441053846,0.0587317732466134,0.193675361956899
111,1,160054,-0.10311861106757,0.0591780554132969,0.0822893423021439
112,1,166222,-0.0892785677106732,0.0588007581874905,0.129827959873957
113,1,166416,-0.0998829496803667,0.0586321638595935,0.0893448887750451
114,1,167326,-0.0956615393303812,0.0589878997341657,0.105757260269891
115,1,168836,-0.0917309014497526,0.0587240402510628,0.119168166850975
116,1,171200,-0.0820321077006718,0.0588531652891233,0.164241653390189
117,1,171431,-0.0815008728814083,0.0592246825930006,0.169653701779859
118,1,173339,-0.0886093343556269,0.0587324765931912,0.132271481900057
119,1,173845,-0.11407081341021,0.0585587854739224,0.0522107374115907
120,1,175121,-0.0484333365922975,0.0586993789677862,0.409867415136008
121,1,175281,-0.061700647202756,0.0587141291375795,0.294039274582892
122,1,175315,-0.0607135897560918,0.0586985043388192,0.301690255244499
123,1,175523,-0.0596635405608196,0.0590351249338813,0.312878709980274
124,1,175541,-0.0613789524781374,0.0587884897998097,0.297170177241031
125,1,175653,-0.0703233194390536,0.0589467901426204,0.233671939647766
126,1,175805,-0.0392730179088307,0.0623712318281349,0.529320729048051
127,1,175818,-0.050607522576217,0.0609130108830754,0.40663898654468
128,1,175856,-0.0508744973000564,0.0599795121192209,0.396902525717509
129,1,175876,-0.0485299583467493,0.0590640194002975,0.411830648596877
130,1,175989,-0.0521620709182558,0.0592241143761653,0.379048451113574
131,1,176001,-0.0514343005261878,0.059535182402254,0.388212337728862
132,1,176451,-0.080395800436317,0.0601625048235798,0.182308467521777
133,1,177692,-0.0725446026469553,0.0586604481830943,0.217025520007473
134,1,178191,-0.0534437359654863,0.0587769663949843,0.363831564185779
135,1,178224,-0.0725446026469553,0.0586604481830943,0.217025520007473
136,1,178960,-0.077133252174984,0.0591145274215342,0.192807370095678
137,1,179139,-0.181036679252697,0.117049529183975,0.122839504893938
138,1,179139,-0.0296843027484639,0.236533089564961,0.900201174650068
139,1,180955,-0.108181690033969,0.0678072124375841,0.111510871902043
140,1,183802,-0.0598444698547411,0.058708446115388,0.308734811427061
141,1,183954,-0.0823247408055546,0.0590605149770935,0.164223155385821
142,1,184450,-0.048738536448354,0.0586469560305828,0.406507295078214
143,1,184641,-0.0609857388181345,0.06032537461627,0.312734374426439
144,1,184718,-0.0462895547285237,0.0589864108147181,0.433126792198883
145,1,185296,-0.0302035492208885,0.0587654017614178,0.607595786666373
146,1,185438,-0.0397444716406534,0.0587520913104102,0.499180486504474
147,1,185469,-0.0411588496337806,0.0588342374701682,0.484654677494837
148,1,185503,-0.0565511695806562,0.0586455431204663,0.335561876855894
149,1,185705,-0.0458204254337064,0.0593289374549337,0.440446663313943
150,1,185749,-0.0460147474659428,0.0593285114041392,0.438508919930344
151,1,185806,-0.0168014962891716,0.0594516026331348,0.777643011273222
152,1,185879,-0.0693242513061081,0.0596315931809997,0.245800574280421
153,1,185916,-0.0523897763482992,0.0596533293096171,0.380412348013752
154,1,185941,-0.0591305087786072,0.0598959799836724,0.324210982797106
155,1,185954,-0.0662423591709177,0.0600503569228086,0.270729332323967
156,1,186055,-0.040981449603936,0.0589128576813708,0.487119349631154
157,1,186896,-0.0207483160079772,0.0599095645890305,0.729303111028669
158,1,187697,-0.123019182311285,0.122025285124754,0.314075389695288
159,1,189392,0.042959553248556,0.122820231712912,0.726715496036545
160,1,189416,0.0562141968899006,0.118789108324792,0.636343832546448
161,1,190132,0.0504284114002817,0.0589669512244943,0.393021672546699
162,1,190148,0.0444153611323496,0.0589984654858558,0.452058441438127
163,1,190165,0.044453071538746,0.0594524689178414,0.455134259689502
164,1,190169,0.0404877179963977,0.0593862471818667,0.495831919438135
165,1,190933,-0.0130048226958924,0.0589393649508322,0.825494484734159
166,1,192149,-0.0239164322701675,0.0594116971031801,0.687519821001572
167,1,192302,0.214294290943184,0.0776304850004653,0.00607373035868689
168,1,192303,0.125365607147673,0.0705289939418873,0.0763461558814974
169,1,192305,0.185060203914017,0.072957474153226,0.0116253101657314
170,1,192315,0.0589093808567513,0.0834557741380673,0.480731180522245
171,1,192795,-7.73656439139736e-05,0.058831843017526,0.998951500921268
172,1,194020,-9.480447332888e-05,0.0619676705077716,0.998780179360251
173,1,194187,-0.0267603418179682,0.0588633546360272,0.649663502143257
174,1,194867,0.0199623339623061,0.058838948489604,0.734607523718812
175,1,197325,-0.0161050781738427,0.0602784392744961,0.78948806875055
176,1,197392,-0.0270279855385255,0.0610424773488527,0.658200837271124
177,1,198857,-0.127458198470623,0.282097183027463,0.651673466411635
178,1,206666,0.0399784607053433,0.0661501263265881,0.545992851036232
179,1,206675,0.0590706375972658,0.0861088378167986,0.493163594549412
180,1,223051,-0.0126266029282389,0.0681940590200643,0.853212282612769
181,1,223059,-0.010629614141799,0.070813348590642,0.880765539827734
182,2,7366,0.168344345503728,0.084880408301763,0.0481070872369657
183,2,8180,-0.0754662273303683,0.117443245693572,0.520916290992894
184,2,8187,-0.0560704756062655,0.122164379869701,0.646534133105411
185,2,8250,-0.103953236168159,0.120265668019273,0.387975284315959
186,2,8253,-0.0980625358843508,0.120279682613623,0.415457426805647
187,2,8285,-0.0424829163140427,0.0652323749475784,0.515305559502843
188,2,8302,-0.0517535864539416,0.0610362106512888,0.397059246446666
189,2,8306,-0.0517535864539416,0.0610362106512888,0.397059246446666
190,2,8314,-0.0520386432655092,0.0597808108333032,0.384623838113778
191,2,8317,-0.0514285530357581,0.0611485342732932,0.400893134980787
192,2,8328,-0.0397675861015123,0.0608991551337453,0.514176706101247
193,2,8331,-0.0441519291003833,0.060775953280213,0.468031900790775
194,2,8498,-0.0470969721176422,0.0597046950729297,0.430739680806648
195,2,8651,-0.0519562219550145,0.0597492859625078,0.38512599416515
196,2,9418,0.081827715999772,0.152058341953303,0.590823887476461
197,2,9812,-0.0237506374801333,0.0601553626860735,0.693212990385423
198,2,9932,-0.0135769300714148,0.0599271442204131,0.82089915758392
199,2,10135,-0.00828132893429689,0.0597003577428226,0.889754545346177
200,2,11616,-0.0351218808313198,0.0596093122061993,0.556103156734348
201,2,12133,-0.018558540642208,0.0598675583209462,0.756748993199094
202,2,12194,-0.0307401782742511,0.060084967670464,0.609242607999391
203,2,12359,-0.00822262259384021,0.0599299029720973,0.890947768567867
204,2,13061,-0.0166991423204008,0.059920498939117,0.780647222741948
205,2,14298,0.00266317357475598,0.0601159744611852,0.964689844312275
206,2,15222,-0.0266765093329011,0.0606857529825797,0.66050714042032
207,2,17986,-0.0416460206689768,0.0595974100010052,0.485143964956835
208,2,19770,-0.0429660863240549,0.0600073939250007,0.474456574933287
209,2,19836,-0.0173900883564142,0.0598788195471018,0.771664440851538
210,2,19851,-0.0225444543217272,0.0600493228707957,0.707564488308224
211,2,21595,-0.0211544648097692,0.059802647098603,0.723746468912649
212,2,22385,-0.0338265189719098,0.0598427655254736,0.572258305803969
213,2,23441,-0.046286509764117,0.0604011106793836,0.443998745317792
214,2,24209,-0.0282959968857446,0.0599346489927407,0.637137012632699
215,2,24341,-0.0104604446895529,0.0600927978425757,0.861909038579034
216,2,26815,-0.0244167037884309,0.0600092918873325,0.684341211602657
217,2,28209,-0.0510750567900768,0.059981989252681,0.395065297593487
218,2,28695,-0.0244262702746343,0.0627150997481689,0.697156044815203
219,2,35849,0.0549560729654166,0.643086911092416,0.931946780464172
220,2,35850,-0.04977289271089,0.786510967722757,0.949576850330025
221,2,41245,-0.0385478622861735,0.0597780468272519,0.519443367826398
222,2,43214,-0.0539856551834164,0.0607150311590871,0.374520154415165
223,2,47104,0.00475015046821103,0.059087964527684,0.935971708065158
224,2,50915,-0.00600218648301332,0.0596682109035935,0.919930898580966
225,2,55834,-0.0243178595484105,0.0593792414349175,0.682395702548618
226,2,56422,-0.0369992063009253,0.0594669318853432,0.534224394216558
227,2,57715,-0.0139568238339681,0.0592987404595144,0.814062246946772
228,2,59046,-0.0189896972280461,0.0595948214614853,0.750182836045475
229,2,59191,-0.000656394617705169,0.059262113152711,0.991168967952648
230,2,59383,-0.00140325558843846,0.0592791430723318,0.981127619781775
231,2,59477,-0.00643209837444059,0.0601701494644138,0.91493023378674
232,2,59755,-0.060499003835071,0.135156306769578,0.654700224036848
233,2,60471,-0.0115205036445356,0.0593558629036987,0.846215416744225
234,2,60478,-0.0120312891804499,0.059423315643958,0.839667916504797
235,2,60786,-0.0101177410546464,0.0593266082499601,0.864680781869867
236,2,61035,-0.00484989219737109,0.0593242118370723,0.934890002076673
237,2,61071,-0.0101926767451096,0.0590531608205291,0.863063422403015
238,2,61675,0.00532230354008345,0.0592249916956333,0.928444794636662
239,2,62776,0.00692140747680103,0.0618159673370205,0.910912454867066
240,2,62939,0.0248378195880762,0.0591085136895531,0.674589800505823
241,2,63527,0.0220425572479888,0.0593336272794059,0.710486596792755
242,2,63857,-0.00690180171119026,0.0593578933346934,0.907501216371607
243,2,65527,-0.0252957546655214,0.0591480110500204,0.669153094970071
244,2,67007,-0.0405797483614676,0.0651025507162827,0.533476511247001
245,2,67023,0.00777004258728731,0.134701632681636,0.954033487338621
246,2,67024,0.0441372129862501,0.135174247622032,0.744223807410517
247,2,67976,-0.0192338559747323,0.0600067541238349,0.748757624509694
248,2,69628,-0.0177641967323294,0.0610024024884897,0.771065668673655
249,2,71825,-0.0919145265997088,0.117875009514618,0.436053098184694
250,2,72389,-0.0110253017704076,0.0596424922285662,0.853447757059123
251,2,72392,-0.0253965810403218,0.0600357382770311,0.672535062349341
252,2,73646,-0.00114453434248576,0.0588197611343635,0.984486471887112
253,2,74564,0.0173697789300947,0.0586970191498525,0.767463138347902
254,2,74739,0.0333194069217356,0.0588706180842645,0.571769122498629
255,2,79931,0.0388905579848938,0.0663529752743535,0.558171957238677
256,2,80748,0.0689071997750195,0.0611437805252905,0.260520696858517
257,2,80873,0.0401834614955235,0.0589990885213731,0.496263519157124
258,2,81501,0.05737418153173,0.0589489624143549,0.331077790726528
259,2,83526,0.0408354084396238,0.0588963467798034,0.488549852627686
260,2,83845,0.0552459874875078,0.0589191201094208,0.349061247977649
261,2,84412,0.118897717334999,0.148532612428143,0.423969851978782
262,2,84412,0.0242014806493154,0.0744340696279222,0.745267863615668
263,2,84447,0.0467405650616402,0.0596938214560438,0.434149113383372
264,2,87391,0.0606018271471721,0.058643317630198,0.302125611401117
265,2,87562,0.063085616153168,0.0587847681736506,0.283931223287652
266,2,87849,0.0564064560517234,0.0587984117854784,0.338054469815202
267,2,87878,0.0588225320917749,0.0590450554296819,0.319820175344925
268,2,88125,-0.0284937938720953,0.0657335118740401,0.664934937021425
269,2,89785,0.0494606414475746,0.0590759657709953,0.403025279160313
270,2,93441,0.0641637749092488,0.0608040672208355,0.292030567366369
271,2,93588,0.0297648622219429,0.0630183468964876,0.636989839581397
272,2,93721,0.04571566713805,0.0589057902266454,0.438220791373969
273,2,93952,0.0529617899900325,0.0587197641074458,0.367702951663893
274,2,95085,0.0354077922580864,0.0588392598610949,0.547712505492585
275,2,103188,0.0653981528258236,0.0601979556344434,0.278050003070236
276,2,107124,0.075492164473571,0.0587615043584655,0.199732035656366
277,2,111645,0.0415948948578241,0.0588948411446383,0.480494186790746
278,2,111916,0.0413261721905012,0.0590343949091747,0.484366217913751
279,2,111931,0.0430697904504043,0.059121264291032,0.466791089262871
280,2,111999,0.0415937209842462,0.0589116421011641,0.48063165075508
281,2,114528,0.071991871232141,0.0591685328863253,0.224521492616665
282,2,116024,0.0649794174417768,0.0593327439842467,0.274188997875617
283,2,119244,0.0494199211497155,0.0647217644699965,0.445630581635356
284,2,119246,0.027734633242236,0.065449514460014,0.672001763075963
285,2,119247,0.0943332757350857,0.0657474131847593,0.152234267895273
286,2,120090,0.0466699738632442,0.0591465894128373,0.430608881695823
287,2,120291,0.049814979542097,0.0598169741456996,0.405526237651874
288,2,120726,0.0466984508896376,0.0594778559887126,0.432898041881683
289,2,121716,0.000941201665899394,0.0594621358032019,0.987380083407295
290,2,123100,0.0255361182052445,0.0595286673721484,0.668205433808411
291,2,124677,0.01669390990138,0.0594555180187176,0.779043771007899
292,2,127636,0.0462626407081212,0.0751660291563648,0.538639172012643
293,2,127887,0.0244990501559363,0.0598556408938801,0.68256607835507
294,2,128935,0.0200385832541639,0.0598037358080728,0.737769472212679
295,2,129053,0.0147297761664023,0.0599901942974745,0.806183819357443
296,2,130040,0.0268766329620393,0.060344546385754,0.656313634395767
297,2,130976,0.0366613007749479,0.0598380358147147,0.540485386730452
298,2,132199,-0.0267399054870894,0.0601304882757989,0.656810573855416
299,2,133355,-0.00680894923539976,0.0605531149429986,0.910533781946534
300,2,133435,-0.0140045077200219,0.0606804750925106,0.817610872095226
301,2,133943,0.0287064217151076,0.0710323828830561,0.686360769947586
302,2,135183,0.00210725098740472,0.0607185600530088,0.972334414283283
303,2,135402,-0.00692868479301367,0.0607083714943693,0.909199125150627
304,2,135898,-0.0340335314340852,0.0610045690191892,0.577276570405118
305,2,135912,-0.0350338099855989,0.0610480664391155,0.56641950145668
306,2,135925,-0.0419253439986549,0.0607589016003936,0.490629966820024
307,2,136002,-0.0522623312050714,0.0606906601304937,0.389752947205173
308,2,136173,-0.0349922312676623,0.0611558473438871,0.567563366870026
309,2,138209,-0.0464421629601977,0.0629299270598255,0.461005956740848
310,2,138318,-0.032720403845266,0.0627753512100801,0.6025333055679
311,2,138695,-0.0602380365249635,0.0616398313321083,0.329110535680053
312,2,138818,-0.0536150675997762,0.0615438439347387,0.384254151523012
313,2,139728,-0.033396670853524,0.0614738211931524,0.587289174607031
314,2,140174,-0.0414989188377777,0.0614598376788848,0.499977964443889
315,2,140863,-0.0547533136840652,0.0614055250380513,0.37317853381869
316,2,141152,-0.0378025348074864,0.0616149631881874,0.539922085324357
317,2,141292,-0.0502045565376061,0.0611461900015578,0.412167481622388
318,2,141545,-0.0511357193745472,0.061442441558322,0.405828244371249
319,2,145823,-0.0425202452912092,0.0638073794275209,0.50560067631334
320,2,145934,-0.0760238869467056,0.105122642250619,0.470040648038048
321,2,145980,-0.0536374066976255,0.0643730186897922,0.40527952028229
322,2,146723,-0.0299702585075243,0.0613710342783005,0.62560846528815
323,2,147946,-0.0665690035414217,0.0618527337641616,0.282550471668414
324,2,150394,-0.0967149881066418,0.0672926883378107,0.151538776654319
325,2,151274,0.0875893174341194,0.105618403696515,0.40749522485909
326,2,151397,-0.0735621088899445,0.0619854830898765,0.236118981571646
327,2,153035,-0.0807224035335135,0.0612824711358262,0.188619770707113
328,2,153228,-0.0694339219743645,0.0617707168738664,0.261751857898064
329,2,153455,-0.0562150716374177,0.0622763929620409,0.367316248317338
330,2,153732,-0.117079149188961,0.0641599857195452,0.0688762384319804
331,2,153815,-0.065359642867969,0.0620115163635466,0.292607455590481
332,2,154160,-0.0945355388947569,0.0612519309050318,0.123632455038447
333,2,154235,-0.0812082380398336,0.0619212848282649,0.19054957694285
334,2,155527,-0.0659228486524326,0.0672805828857366,0.327846098024039
335,2,159870,0.00933734452331758,0.06050217129853,0.877437161690171
336,2,161229,-0.0229093230418882,0.0614207921052023,0.709379974109713
337,2,161451,0.110414819425067,0.131413405405185,0.401359529324675
338,2,161451,-0.0776353568029293,0.131901847250336,0.556516578750572
339,2,162696,0.0199045983603805,0.0611593867305889,0.745029924232978
340,2,163284,0.0380545397018666,0.06032400103837,0.528556099305141
341,2,164166,0.00711794773167695,0.0609172404887331,0.907048385559735
342,2,165270,0.0179716014876172,0.0603985402953,0.766221473258356
343,2,165675,0.047429498234036,0.0613524958373123,0.44000094918809
344,2,166404,-0.0171535744540456,0.159140120692754,0.914224206818177
345,2,168012,0.0626183557886666,0.0741496445942612,0.398969698209807
346,2,168062,0.0752548419956209,0.0607206766245438,0.216035164239887
347,2,168518,0.0469073782861782,0.0604526803978697,0.438306638567159
348,2,168980,0.0580635144987549,0.0603964736724052,0.337022912256641
349,2,169651,0.0759092135636845,0.0603691658094697,0.209433932792776
350,2,169902,0.0383257022008152,0.101110628375464,0.704880694324244
351,2,169960,-0.0406733211222434,0.0941752229404618,0.666085162979887
352,2,170725,0.0990028355703696,0.0603824283289592,0.101979853409657
353,2,171254,0.0991668766457621,0.0604801262323756,0.101966581427235
354,2,172242,0.0600947372428826,0.0599070410887134,0.316483760400608
355,2,173254,0.0364913134721905,0.059500957730143,0.540079874357477
356,2,173340,0.0480740586112971,0.0594704248273267,0.419422528487005
357,2,173385,0.0504199801420602,0.0595197971555786,0.397506216540923
358,2,173973,0.0470459404175604,0.0593692062253776,0.42864221075165
359,2,174714,0.273463755473436,0.151664907722477,0.0722285148610887
360,2,177341,-0.000866244391786952,0.0592195032271494,0.98833747379315
361,2,180314,-0.0135629325843449,0.0592349922665677,0.81902618776236
362,2,180339,-0.00201244482495755,0.0593889566553369,0.97298733502184
363,2,182758,0.0636063626954684,0.0590791486358385,0.282380992470776
364,2,183619,0.0386938211134648,0.059373386835723,0.515016781286139
365,2,183913,0.0578957078568706,0.0608357944684149,0.341914620855438
366,2,184146,0.0602428029718278,0.0612384549332736,0.325916445497478
367,2,187176,0.0252634696805921,0.0597173952457597,0.672516075986646
368,2,191066,0.0844531875616783,0.0600109528780718,0.160219455666935
369,2,191124,0.235177978832311,0.0749958875173159,0.00185722227523062
370,2,191128,-0.212607656394377,0.069071707793422,0.00224646167327108
371,2,191599,0.041376159978555,0.0593043499266659,0.485829225220317
372,2,191762,0.0358163629812747,0.0616648078280204,0.561730111123166
373,2,191763,0.0232808748633593,0.0595673775851173,0.696156723376549
374,2,191959,0.0457586538143917,0.0593849697310598,0.441493440329827
375,2,192390,0.0391758864368488,0.0610393771054137,0.521410928520872
376,2,195759,0.0458331052832971,0.059895571852314,0.44465367591892
377,2,196912,0.0049854585534776,0.0589750309739385,0.932678939568764
378,2,197598,-0.0753688498636373,0.192560121483439,0.695734604569277
379,2,198110,0.0155596599030604,0.0593232719770209,0.79325399788304
380,2,198283,0.0532890380343397,0.0611293907293405,0.383941822356969
381,2,198805,0.0261313676812475,0.0595683638218511,0.661162781314753
382,2,198891,0.0296423566481495,0.0590994168466052,0.616284327020679
383,2,199248,0.027191384794686,0.059237813977931,0.646501789741571
384,2,201782,0.042751854423163,0.0591389140406563,0.470216546305916
385,2,203285,0.0385182166024262,0.0589175657062824,0.513689139974441
386,2,203783,0.0367594697641941,0.0587937356119716,0.532225613263439
387,2,204179,0.0565202981253946,0.0588918405484729,0.337847734553963
388,2,205406,0.037473574857088,0.0595410895554315,0.529511763689445
389,2,205834,0.0660042370225607,0.0591849818439812,0.26551507923187
390,2,205965,0.0591654375912765,0.0647078963054139,0.361158928408567
391,2,207192,0.0566946898299893,0.0591567998907313,0.338527139180604
392,2,207561,0.0575731014615197,0.0588922242144435,0.328941148966232
393,2,208682,0.0925445790009193,0.0586662674382274,0.115581923757579
394,2,210102,0.104719765574383,0.0587609788136522,0.0755873209819959
395,2,212519,0.0631514535735214,0.125581108902823,0.615366575647433
396,2,214801,0.0849597664290015,0.0588484391829751,0.149708945874261
397,2,215016,0.0683473791480196,0.0588759657410508,0.246478947636827
398,2,218876,0.0335816093664348,0.0595712812941781,0.573301649530047
399,2,227511,0.0182498401784484,0.0600120553794823,0.761228677116713
400,2,230378,0.00696800863376956,0.0592623846520508,0.906468160422421
401,2,231943,0.000340531958168411,0.0594334538777718,0.995431674805946
402,2,232156,0.00923023951182389,0.0594070627587731,0.876616260673934
403,2,232789,0.00859894398174887,0.0591969575976381,0.884588581204731
404,2,238524,-0.000103812888654353,0.0592820357447795,0.998603758854065
405,2,241518,-0.0223042021937379,0.0597849019963532,0.709317171532521
406,2,250396,0.00367492165495509,0.0593887311501195,0.950694126280083
407,2,250466,-0.00665870710483252,0.0593670219897702,0.910758934921235
408,2,252305,0.0113744875530082,0.0595223654178403,0.848560221746548
409,2,254571,0.0254359943736904,0.0603463153232786,0.673646286219093
410,2,254742,0.0441123444482305,0.0602612725911789,0.464643207102071
411,2,254908,0.0228141646034883,0.060755518514942,0.707508464302789
412,2,255033,0.0692223656810575,0.0711280278021918,0.331116338986057
413,2,255862,0.00698826704692168,0.0604004527939027,0.907956951712923
414,2,255975,0.0224052120839748,0.0601717118111063,0.709852316957717
415,2,258311,0.0124200738238945,0.0591860626249533,0.833907409548966
416,2,259284,0.00829204934170757,0.0593874133440691,0.889034827699514
417,2,266330,-0.00916262450615313,0.059642419005497,0.877992443190666
