SNP,Chr,Pos,Effect,SE,ERG11_HYR1_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
228,2,59046,-0.0145254416646169,0.0630007495967594,0.817790344179831
229,2,59191,-0.0263906263484846,0.0626289961276088,0.673733853135129
230,2,59383,-0.0117117659460715,0.0626596858045801,0.851838023333898
231,2,59477,-0.0318094404349988,0.0635830936463648,0.617188671605142
232,2,59755,0.0545585035310834,0.142881928603402,0.702807373547554
233,2,60471,-0.0545176715848742,0.0626800547726621,0.38501330348243
234,2,60478,-0.0506600572903229,0.0627608911180362,0.420099706150186
235,2,60786,-0.043105256570484,0.0626735161544636,0.492046356992126
236,2,61035,-0.0446833964473344,0.0626658586734011,0.476290787247423
237,2,61071,-0.0482588324540835,0.0623736251348339,0.439622646436006
238,2,61675,-0.0296662129256577,0.0625862959053974,0.635789436342003
239,2,62776,-0.0851466531847323,0.0651881810971001,0.19234621721403
240,2,62939,-0.0755376056861163,0.0623685420146531,0.226648450395951
241,2,63527,-0.0887842886143597,0.0625543560724601,0.15668983183919
242,2,63857,-0.113227657733501,0.0624571078893609,0.0706985855453351
243,2,65527,-0.100701521404227,0.0623102206242767,0.10695916121698
244,2,67007,-0.0634450794176389,0.068773547537126,0.356886692362502
245,2,67023,-0.289747232116261,0.141553348198349,0.0414067959128355
246,2,67024,-0.294658530121431,0.142048296558751,0.0387707393585395
247,2,67976,-0.0706549690365904,0.0633295532821852,0.265321742089657
248,2,69628,-0.10428400260063,0.0642528096142513,0.105476437722753
249,2,71825,-0.00188117700076762,0.124710421788298,0.987973399519151
250,2,72389,-0.0126966352073596,0.0630462553205448,0.840512729912237
251,2,72392,0.0133270991404608,0.0634746380557634,0.833820461358612
252,2,73646,0.0142154041345498,0.0621725633722153,0.819277765039305
253,2,74564,0.0258325354721969,0.062039847673446,0.677380490007818
254,2,74739,0.0417833817724088,0.0622193909728529,0.502309959243359
255,2,79931,0.0157856792338693,0.0701694274011843,0.822136517500553
256,2,80748,0.0145496837205135,0.0647453434815033,0.822325804432433
257,2,80873,0.0263814017419059,0.0623918633099346,0.672673831626127
258,2,81501,0.0379315879626196,0.0623645941131662,0.543430637303018
259,2,83526,0.0446161753971817,0.062255194958073,0.474054151782215
260,2,83845,0.0487403245213297,0.0623056945975359,0.434576102367238
261,2,84412,0.258122573223125,0.15655147626059,0.100077591721593
262,2,84412,0.0850255620503531,0.0785642425178631,0.279883516199744
263,2,84447,0.0663609250910574,0.0630570151029761,0.293337939945536
264,2,87391,0.076035436424402,0.0619522757033789,0.220519169608249
265,2,87562,0.0875327439474256,0.0620668193214791,0.159332090890695
266,2,87849,0.0782168386384218,0.062096139441215,0.208642724616864
267,2,87878,0.091415304725467,0.0623133006736344,0.143258994476783
268,2,88125,0.0292134241824285,0.0694866109996974,0.67443590486967
269,2,89785,0.0601174245277985,0.0624279874880795,0.336212568398476
270,2,93441,0.029489024041213,0.064356865292712,0.647082798491603
271,2,93588,0.0242000436303184,0.0666239670597497,0.716648028103275
272,2,93721,0.036511227804247,0.0622908673302811,0.558155391671468
273,2,93952,0.0389418635840278,0.0621083357330691,0.531065202666267
274,2,95085,0.0343979734022387,0.0622027027548049,0.580614772151496
275,2,103188,0.0329860147198779,0.0637160996179547,0.604989796298631
276,2,107124,0.102979564870383,0.0620188693931148,0.0977108290928743
277,2,111645,0.109035508079697,0.0620295836329834,0.0796484992518457
278,2,111916,0.10391170929999,0.0622019250510242,0.095696036014533
279,2,111931,0.0958016029734414,0.0623346047452592,0.125215394503556
280,2,111999,0.101295287470938,0.0620845593716382,0.10366192358347
281,2,114528,0.0989482625336992,0.0624551760946298,0.114018973272319
282,2,116024,0.102709495365189,0.0625875701169809,0.101677136196674
283,2,119244,0.0244177202039452,0.0684601603977463,0.721551586570869
284,2,119246,0.0149137044692379,0.069198348881694,0.829485531677783
285,2,119247,0.108217818224434,0.0694641782403176,0.12015446253053
286,2,120090,0.0722625016125681,0.0624594228123121,0.248074618696225
287,2,120291,0.0490253729452847,0.0632395412448078,0.438721053881246
288,2,120726,0.0702334216344924,0.0628165370352427,0.264296490365815
289,2,121716,0.0278760966810372,0.0628386832643115,0.657593724385693
290,2,123100,0.0421589334276947,0.0629028932501023,0.503154183693047
291,2,124677,-0.0118278322539666,0.0628530441146176,0.850841854936835
292,2,127636,0.0486137324934017,0.0794569334352555,0.541047441218146
293,2,127887,0.0105814475881366,0.0632846465954433,0.867305259255263
294,2,128935,-0.000773298842482451,0.0632273116968508,0.99024866058169
295,2,129053,-0.0132353364762106,0.0634158764241659,0.834797362056194
296,2,130040,0.00592853149660802,0.0638060924953133,0.926023943378375
297,2,130976,-0.0110634957691507,0.063284413064382,0.861319874857762
298,2,132199,-0.00265426957178039,0.0635803207348759,0.966724214797378
299,2,133355,-0.00471270598195281,0.0640100804370974,0.941350928566135
300,2,133435,-0.020263206859055,0.064139827684263,0.75224813418189
301,2,133943,0.0337431077053687,0.0750827311808553,0.653410020331815
302,2,135183,0.0060854531877258,0.0641836063356094,0.924516997424283
303,2,135402,0.00132729036151957,0.0641746890873871,0.983510647361208
304,2,135898,-0.00723476047030291,0.0645139212420536,0.910774061534039
305,2,135912,-0.00847589162929058,0.0645611479311998,0.895624875964383
306,2,135925,-0.0176134675559134,0.0642634219503878,0.784181675816543
307,2,136002,-0.025383336817058,0.0642079585467698,0.692838100648403
308,2,136173,0.00831305600911875,0.0646750192396136,0.897798159198811
309,2,138209,-0.0371346635784027,0.0665438558704777,0.577165376218512
310,2,138318,-0.0548016171552812,0.0663199254200259,0.409179578007288
311,2,138695,-0.0430825885485708,0.0652059463416657,0.509225635836559
312,2,138818,-0.0416352689556039,0.0650888888377013,0.522803477966383
313,2,139728,-0.0359212448944163,0.0649817248186621,0.580757120436922
314,2,140174,-0.0406751942120677,0.0649737871362333,0.531703320528505
315,2,140863,-0.0221021159882851,0.064972900342115,0.733927543929948
316,2,141152,-0.0124228570619097,0.0651632455650983,0.84891560676321
317,2,141292,-0.0282490691038986,0.0646805692353475,0.662561591064561
318,2,141545,-0.0137155965429797,0.0650091052378531,0.833024911915723
319,2,145823,-0.113976845980814,0.0672186668273993,0.090840932566395
320,2,145934,-0.223442676195672,0.110567477662583,0.0440475778743922
321,2,145980,-0.072569159690077,0.0680046492129893,0.286646656718143
322,2,146723,-0.0796558609788788,0.0647573046746149,0.219490923192941
323,2,147946,-0.101397791564694,0.0652676618311056,0.121183410146675
324,2,150394,-0.0713009520177472,0.0712405005675975,0.317585595890261
325,2,151274,-0.200401637179604,0.111245524899779,0.0724874685774491
326,2,151397,-0.0432449061189358,0.0656137767255575,0.510272351413332
327,2,153035,-0.0125509900512618,0.0649359857229142,0.846848888062108
328,2,153228,0.0121079906113838,0.065410107361949,0.853249957924381
329,2,153455,1.50853905064308e-05,0.0659070001899754,0.999817502257647
330,2,153732,-0.016581715966531,0.068135594139328,0.807865184914053
331,2,153815,0.000149747169008618,0.0656541348920712,0.998181435755913
332,2,154160,-0.0176024065516128,0.0649594667574013,0.786568461983327
333,2,154235,0.0138986296753298,0.0656107893747805,0.832358395066469
334,2,155527,-0.037251290038803,0.0711899336963974,0.601117287328735
335,2,159870,-0.0360045340126677,0.0639290163280438,0.573659317171235
336,2,161229,-0.0249053450978342,0.0649258911260329,0.701508454661325
337,2,161451,0.0792077036436454,0.138989263534492,0.56911913752326
338,2,161451,-0.0475157969006677,0.13947614627966,0.733552208531612
339,2,162696,0.0209647573569233,0.0646503726195561,0.745918890696655
340,2,163284,0.0336486615422272,0.0637780273253147,0.598115249852054
341,2,164166,0.0476450038456804,0.0643456294809406,0.459516537550679
342,2,165270,0.0705760387382102,0.0637434486612802,0.268966154730173
343,2,165675,0.0785862256922258,0.0647744040070119,0.225853241848828
344,2,166404,0.140424460504333,0.168060334302346,0.403967771645747
345,2,168012,0.0932506824497819,0.078304030585496,0.234500963809897
346,2,168062,0.088829718810439,0.0641520626138485,0.167026619090044
347,2,168518,0.103431014681493,0.0637203700868344,0.105438935676415
348,2,168980,0.0891958414497506,0.0637508462824841,0.162651493029196
349,2,169651,0.0761397861571531,0.0638292142269282,0.233722489372829
350,2,169902,0.195536430062714,0.106395872263554,0.066929196208059
351,2,169960,0.023081847408678,0.0995693690961484,0.816814671774277
352,2,170725,0.0940906015794738,0.063875566699933,0.141634135357315
353,2,171254,0.0654901660749768,0.0640805336810418,0.307481803978448
354,2,172242,0.0931936334321245,0.0632223898077498,0.141356487594428
355,2,173254,0.0615033540105464,0.0628455150394579,0.328426374173254
356,2,173340,0.0601354437426906,0.0628416394760561,0.339254327042895
357,2,173385,0.0730929210928508,0.0628607772043664,0.24570638524835
358,2,173973,0.0674942085556081,0.0627109266290228,0.282539258494963
359,2,174714,0.329784590757142,0.160099038502674,0.0401428357830493
360,2,177341,0.0482839456441243,0.062546938606686,0.440652608483608
361,2,180314,0.015659958578026,0.0626151680932311,0.802656674868315
362,2,180339,0.0258125237573378,0.062763885685064,0.681128564858116
363,2,182758,0.0244366560606721,0.0625402541172767,0.696228948713154
364,2,183619,0.0263196044945226,0.0627844791048265,0.675320866518596
365,2,183913,0.0461026340521995,0.0643439123976342,0.474154305133665
366,2,184146,0.00879169610858666,0.0648208680934998,0.892190587374124
367,2,187176,0.00646836535588224,0.0631410656970062,0.918463157695521
368,2,191066,-0.0171224057963596,0.0636074928804954,0.787941897061395
369,2,191124,-0.0551776443171395,0.0803195466406803,0.492548563269855
370,2,191128,0.0587731176155246,0.0739214558656569,0.427104001094978
371,2,191599,-0.0556903339459092,0.0626625250310828,0.374751103127303
372,2,191762,-0.0324613325721315,0.0651928228267503,0.618844835802189
373,2,191763,-0.0355984213188591,0.0629525388518035,0.57210634843347
374,2,191959,-0.0390325031916144,0.062793016930181,0.534602334433082
375,2,192390,-0.0534943263556169,0.0644982658123407,0.4074432877393
376,2,195759,0.0545353118646613,0.0633003271803921,0.389529468305359
377,2,196912,0.0541616983657267,0.0622752115290485,0.385047048610916
378,2,197598,-0.309389113734023,0.202928386899238,0.128248752582134
379,2,198110,0.0455588638207775,0.0626685993692952,0.467719590350232
380,2,198283,0.0351272784786723,0.0646610881185572,0.587299042917165
381,2,198805,0.0632902339147377,0.0628954829205557,0.314971944536199
382,2,198891,0.0570828110820115,0.0624211134546358,0.361089306623645
383,2,199248,0.0377980388477484,0.0626054184599027,0.546397452920575
384,2,201782,0.06204419058495,0.0624735441605669,0.321328118665013
385,2,203285,0.0883143234562186,0.0621406877788744,0.156141514933951
386,2,203783,0.0939657958637431,0.0619825784370051,0.130413449231274
387,2,204179,0.107885848635733,0.062069447841518,0.0830568422174281
388,2,205406,0.0946362585172945,0.0627731761902243,0.132553709499471
389,2,205834,0.0808992248411239,0.0625252311393767,0.196557869787238
390,2,205965,0.0751710745252322,0.0683653350402189,0.272277733867221
391,2,207192,0.0635447838074159,0.0625233016602408,0.310164714419028
392,2,207561,0.0621597179366273,0.0622500929132569,0.318697595408327
393,2,208682,0.0811619329058424,0.0620829700836436,0.191956978439683
394,2,210102,0.0913126430477259,0.062204226326796,0.143008475808248
395,2,212519,0.14189318783015,0.132581769637364,0.285246337452575
396,2,214801,0.100045987310401,0.0621631801607733,0.10842080177589
397,2,215016,0.0963892405191019,0.0621438254569547,0.121781666739424
398,2,218876,0.0927241549173791,0.0628062862615417,0.1407410371368
399,2,227511,0.109535691190129,0.0631773666273904,0.0838301287675381
400,2,230378,0.0525066153933944,0.0625838828427668,0.402048409695629
401,2,231943,0.0414763139570701,0.0627870618792515,0.50930808321709
402,2,232156,0.0578770144802456,0.0627245073887598,0.356784567278722
403,2,232789,0.0648671520664014,0.0624824164394725,0.299903133477393
404,2,238524,0.0594621663701394,0.0625858253716101,0.342716544127415
405,2,241518,0.0814843323821735,0.0630608611243693,0.197149138503253
406,2,250396,0.0518448444941738,0.0627182463865208,0.409004649831417
407,2,250466,0.0465155919078924,0.0627078957251722,0.458712627820342
408,2,252305,0.0212875549563115,0.0629128946093436,0.735288904745191
409,2,254571,0.0589685162627676,0.0637296347013875,0.355446193390464
410,2,254742,0.0553903388508725,0.0636810497786401,0.384995948012549
411,2,254908,0.0335838362480129,0.0642113330163215,0.601288194971439
412,2,255033,0.108993955318488,0.0750649156153604,0.147390921705467
413,2,255862,0.0411827416670942,0.0638116246505448,0.519100261429708
414,2,255975,0.0632336834170761,0.0635296560040012,0.320252137583303
415,2,258311,0.0308305674778664,0.0625467237041302,0.622375177167266
416,2,259284,0.0489491126658596,0.0627248376915634,0.435691099872302
