SNP,Chr,Pos,Effect,SE,SNA4_GTR2_noMTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
83,1,107970,0.0242739902665333,0.05696487586759,0.670278619207366
84,1,109000,-0.0055936486169532,0.0570791658246133,0.921989438817457
85,1,112549,0.0400020725493968,0.0569755607463341,0.4830845964202
86,1,112742,0.0325611999772074,0.0572112161400679,0.56962298129475
87,1,113050,0.0185616604214994,0.0571326283907148,0.745458889779781
88,1,113135,-0.0019308843855918,0.0569955351728412,0.972993729090256
89,1,114076,-0.00899502484532987,0.0569936170402656,0.874684838701196
90,1,114628,0.00762327603200784,0.0571383761285658,0.893939000168316
91,1,116283,0.00388288535399045,0.0574572508762904,0.946159285165422
92,1,126880,-2.88229783914835,1.0670984847202,0.0072451854622521
93,1,127853,0.00202402836482551,0.0573505417183988,0.971866669071472
94,1,128302,0.0256366104803057,0.0571140531964639,0.653803070579718
95,1,128704,0.0129100686973804,0.057183091100884,0.821513113103745
96,1,128911,0.0269612658292718,0.057175543483201,0.637537611503015
97,1,130267,-0.00850788429014618,0.057164644479922,0.88177179398613
98,1,130271,-0.00256097370177713,0.0572341247470577,0.964335408954963
99,1,130613,0.00134401233022402,0.0577690941507795,0.981451837367017
100,1,132012,-0.0484945604529685,0.0575887046804674,0.40031074676845
101,1,133231,-0.0822620254444897,0.0570697525333234,0.150349877016367
102,1,137074,-0.0580569688108073,0.057072464800911,0.309731172496543
103,1,137304,-0.0533845070363493,0.0571052774098116,0.350507918224025
104,1,139686,-0.0941071433665286,0.057031532101332,0.0998140463720932
105,1,149562,-0.0385961137597544,0.0573448862762138,0.501354327875239
106,1,150447,-0.0522281510088114,0.057951528572026,0.368075972241076
107,1,151446,-0.165086017570751,0.116224507272582,0.156372071146372
108,1,154084,-0.0188066766124591,0.0581887986980866,0.746734412227866
109,1,156633,-0.0426678228357118,0.0589515596462403,0.469681595813385
110,1,157269,-0.0272594106247116,0.0571227469377046,0.633509588612313
111,1,160054,-0.0674623635280904,0.0575721946079469,0.242072752728338
112,1,166222,-0.0665361871615746,0.0571477894320476,0.245095702743441
113,1,166416,-0.0585516309619072,0.0570561247170865,0.305494756277716
114,1,167326,-0.056451881063298,0.057387273550711,0.325936602882829
115,1,168836,-0.0466836823484717,0.0571395499229503,0.414472775822911
116,1,171200,-0.0376131519588334,0.0572442046456544,0.511567407075791
117,1,171431,-0.0357349232881466,0.0576054067475074,0.535434401980236
118,1,173339,-0.059645111256976,0.0571003953569227,0.2969385413028
119,1,173845,-0.0598843617027598,0.0570522060891503,0.294601053679473
120,1,175121,-0.0424009963592534,0.0569832028128273,0.4573131724354
121,1,175281,-0.0496494335250174,0.0570151398478259,0.384448952154122
122,1,175315,-0.0508021403847225,0.0569942757830734,0.373345825497955
123,1,175523,-0.0548980418535955,0.0573072274596239,0.338738468773443
124,1,175541,-0.0503671015940222,0.0570845717799658,0.378201913567645
125,1,175653,-0.0474907220214547,0.0572725654607655,0.407548524900168
126,1,175805,-0.0800986552690091,0.0604205897128954,0.185801390462066
127,1,175818,-0.0642899088749178,0.0590802532830255,0.277258346969058
128,1,175856,-0.0643725889842434,0.058173930031448,0.269240359313376
129,1,175876,-0.0480497245716846,0.0573246503699934,0.40248359418855
130,1,175989,-0.0549237687505703,0.0574710892069364,0.339889708809059
131,1,176001,-0.0553119566678558,0.057770276221095,0.338997133189025
132,1,176451,-0.0602305880809017,0.0584527240448795,0.303520517244108
133,1,177692,-0.0545161379188055,0.0569845539879889,0.339382145197389
134,1,178191,-0.0534449656985654,0.0570441530681539,0.349447843055357
135,1,178224,-0.0545161379188055,0.0569845539879889,0.339382145197389
136,1,178960,-0.0550301539552659,0.0574394675984386,0.338690855415227
137,1,179139,-0.138165700131365,0.11375380311708,0.225329438188315
138,1,179139,0.117462732884705,0.229496353185044,0.609091204770445
139,1,180955,-0.0619245007545598,0.0659674920695456,0.348520283259245
140,1,183802,0.00192323540435466,0.0570654726303555,0.973133624958863
141,1,183954,-0.0237406119825532,0.0574671280285994,0.679772174502837
142,1,184450,6.90128645016667e-05,0.0569777366238246,0.999034266621844
143,1,184641,0.00737438792155221,0.0586345186325926,0.899986607154674
144,1,184718,0.00787388790162113,0.0572999362559384,0.890780882923157
145,1,185296,0.00929624422107569,0.0570562342486912,0.870665788969728
146,1,185438,-0.00154930426412831,0.0570610140149161,0.978354072024892
147,1,185469,-0.00136985515032215,0.0571433777034607,0.980888291398271
148,1,185503,0.000976680756582346,0.0569956041213247,0.986337743236761
149,1,185705,0.00710676263439022,0.0576313916480309,0.901928563706167
150,1,185749,-0.014481595213241,0.0576274785321384,0.801730947753646
151,1,185806,0.00177185813543584,0.0577095113116206,0.975523708544292
152,1,185879,-0.0251125156331157,0.0579730420097024,0.665151661502849
153,1,185916,-0.0152191308776782,0.0579564138148242,0.793015056708577
154,1,185941,-0.0190631980785199,0.058205722653013,0.743473183906397
155,1,185954,-0.0116588091674966,0.0583812795128551,0.84182929498698
156,1,186055,-0.0033257721504402,0.0572190657334042,0.953683146458151
157,1,186896,-0.0234390913169094,0.0581440496036876,0.687103209561901
158,1,187697,-0.00143114414957779,0.118606731600565,0.990379537285812
159,1,189392,0.0822667852220178,0.119148171324987,0.490360058231388
160,1,189416,0.183015968457127,0.114919849003251,0.112155489854644
161,1,190132,0.0382503499390987,0.0572557384105199,0.504530944903781
162,1,190148,0.0372716275219655,0.0572748562330608,0.515631056167534
163,1,190165,0.0490801776816631,0.0576904655201221,0.395484805622358
164,1,190169,0.0425336172092442,0.0576331187102962,0.461000813230016
165,1,190933,0.0473876887774865,0.0571542089790024,0.407596880827784
166,1,192149,-0.129465469484944,0.0572644642647321,0.0243778803230677
167,1,192302,0.0729319516835853,0.0760571865844859,0.338260689752558
168,1,192303,-0.00506307073362411,0.0687597939592152,0.9413431830758
169,1,192305,0.0299926885165527,0.0714362980870103,0.674848832204558
170,1,192315,0.0196070050108568,0.0810516701247163,0.808992326974808
171,1,192795,-0.074329732195861,0.056964316523396,0.192794841758782
172,1,194020,-0.0657987763670001,0.0600430818305757,0.273887378462522
173,1,194187,-0.0540209383972567,0.0570764619448829,0.344558306985853
174,1,194867,0.0233631252294079,0.0571041983279077,0.682691292915501
175,1,197325,0.0263575607283752,0.0584946745998035,0.652556219103487
176,1,197392,0.01215343025522,0.0592600658446595,0.837622872345434
177,1,198857,-0.201837566059831,0.273668763423442,0.461293073975358
178,1,206666,-0.0302108077624739,0.0642176531396519,0.638328389523916
179,1,206675,0.0374049444178741,0.0836082663684871,0.65487270689451
180,1,223051,0.0072274874803514,0.0661904876332566,0.913112060680652
181,1,223059,0.0174179046443155,0.0687265858133128,0.800077571514742
182,2,7366,0.150204977421993,0.0824550515509055,0.0693529337771438
183,2,8180,-0.166519875288665,0.113710869094449,0.143970639111837
184,2,8187,0.0800503102735828,0.11853020484642,0.499890549069783
185,2,8250,-0.0585057627820493,0.116810477067549,0.616781402540836
186,2,8253,-0.0871577663923881,0.116759858082161,0.455880213839391
187,2,8285,-0.00712797511311226,0.0633507026947939,0.910478146566091
188,2,8302,-0.0359104394231194,0.0592705523161117,0.544988321634607
189,2,8306,-0.0359104394231194,0.0592705523161117,0.544988321634607
190,2,8314,-0.0387078412270659,0.0580482811153947,0.505321774842884
191,2,8317,-0.0375740271023832,0.0593758483941241,0.527263075349167
192,2,8328,-0.0317177414399594,0.059119631360622,0.591950281016784
193,2,8331,-0.0379465684862029,0.0589979801789921,0.520522169566231
194,2,8498,-0.0399195328896246,0.0579608320436523,0.491443757786551
195,2,8651,-0.034829195418435,0.0580244628495696,0.548724647249169
196,2,9418,0.032020279756785,0.147636815289788,0.828422895412384
197,2,9812,-0.0421176876212097,0.0583559721544326,0.470933730529985
198,2,9932,-0.0470514413742836,0.0581149122308673,0.418699599900818
199,2,10135,-0.0426937618972615,0.0579015066474729,0.461398450090608
200,2,11616,-0.080072540017555,0.0577274696930489,0.166292954516708
201,2,12133,-0.0597563015278874,0.0580275946655057,0.303813136351942
202,2,12194,-0.0503795093143128,0.0582777597691753,0.387915536804848
203,2,12359,-0.0660103244297277,0.0580626447503304,0.256359136347625
204,2,13061,-0.0506474684555737,0.05810206332893,0.383965476268688
205,2,14298,-0.0454604298062429,0.0582978644127037,0.436033592111651
206,2,15222,-0.0653778553897547,0.0588141848939622,0.267066626292495
207,2,17986,-0.0805503663628951,0.0577255864890624,0.163772001753409
208,2,19770,-0.0660898091428457,0.0581785401661747,0.256734488038101
209,2,19836,-0.0605660432507841,0.058035196018657,0.297380556594799
210,2,19851,-0.056068374428667,0.058218402479112,0.336171844312136
211,2,21595,-0.0576782368566958,0.0579728423737389,0.32045753868808
212,2,22385,-0.05579125288752,0.058033077877431,0.337024275894461
213,2,23441,-0.0547758659307181,0.058600908964592,0.350567847584353
214,2,24209,-0.0459060651195288,0.0581389441683258,0.430295924064205
215,2,24341,-0.0305545744980681,0.0583052256746665,0.600575964340474
216,2,26815,-0.0586158886024424,0.0581744089756974,0.314342020795951
217,2,28209,-0.07054500846571,0.0581565260620766,0.22593340975708
218,2,28695,-0.0736946417506487,0.0607571735535907,0.225964854766304
219,2,35849,0.176761679453823,0.624108517569459,0.777172173187654
220,2,35850,0.671607825612262,0.762545704406688,0.379055447342966
221,2,41245,-0.0923770157147406,0.0578454881396912,0.111169059587967
222,2,43214,-0.0806092059410934,0.0588390706958341,0.171559325776229
223,2,47104,-0.0923387724166868,0.0571396709346948,0.106983611306798
224,2,50915,-0.0594614360901544,0.0578275907520205,0.304534532907345
225,2,55834,-0.0679006807145751,0.057533121733832,0.238714732763208
226,2,56422,-0.0796043636343982,0.0575939437708372,0.167794815541958
227,2,57715,-0.0611080142491127,0.0574672452665872,0.288348401948354
228,2,59046,-0.0755169862747153,0.0577105869556854,0.191539328374957
229,2,59191,-0.0435785115999404,0.0574723698759971,0.448806353334515
230,2,59383,-0.0491895370344437,0.0574761218179968,0.392674781186848
231,2,59477,-0.0763889056336015,0.058259723108724,0.190649662326374
232,2,59755,0.0441050315181934,0.131197425538691,0.736940153004729
233,2,60471,-0.0484380817303091,0.057555499239497,0.400587745198381
234,2,60478,-0.0471041938073331,0.0576244414475885,0.414231664274981
235,2,60786,-0.0510408593581331,0.0575199983893558,0.375490095530264
236,2,61035,-0.0506363908050785,0.0575168535501909,0.379255249550518
237,2,61071,-0.0580210204027047,0.0572355062728134,0.311408666224493
238,2,61675,-0.030605578951698,0.0574606870368348,0.594621315581222
239,2,62776,-0.0834737151076557,0.0598342318456991,0.163867943338957
240,2,62939,-0.0638334025957782,0.0572837444482217,0.265892713833422
241,2,63527,-0.0763365924780118,0.0574563355634407,0.184837594195164
242,2,63857,-0.104839869488318,0.0573423489356535,0.0683460657621144
243,2,65527,-0.0976069147980418,0.0571877858172039,0.0887425426061508
244,2,67007,-0.128025190019812,0.0628542899803072,0.0424100891051239
245,2,67023,-0.198599849931543,0.130312504748047,0.128397180743517
246,2,67024,-0.18561613889073,0.13084599168886,0.156902354709105
247,2,67976,-0.0668520757896448,0.0581415838964282,0.250998387849356
248,2,69628,-0.0834228388807485,0.0590486586159271,0.158601112779176
249,2,71825,-0.224539999484988,0.113881282632146,0.049424060604769
250,2,72389,-0.0887286996914499,0.0576981921559118,0.124991590601432
251,2,72392,-0.101417896065263,0.0580342867398961,0.0814112669932209
252,2,73646,-0.0877307375697103,0.0568985538963679,0.123998714378344
253,2,74564,-0.0708639652518282,0.0568527633521744,0.213426774214061
254,2,74739,-0.0755568654807195,0.0570234549733616,0.186023599656861
255,2,79931,-0.0226664750585084,0.0644214903883413,0.725163332889395
256,2,80748,-0.0274065136367528,0.059434235977714,0.644994099260981
257,2,80873,-0.048570082717204,0.0572431258534291,0.39674146130354
258,2,81501,-0.0207976398841736,0.0572812271064848,0.716762805229214
259,2,83526,-0.0401962464712158,0.0571630244702876,0.482403262587267
260,2,83845,-0.0233065452392363,0.0572439717276296,0.684148926738649
261,2,84412,0.0691851306869524,0.144247884866205,0.631789910255612
262,2,84412,-0.0650845264486621,0.07217260695611,0.367783373494483
263,2,84447,-0.0124658638698333,0.0579846521998291,0.829902712543955
264,2,87391,-0.00877436353839391,0.0570026666519799,0.877753678810575
265,2,87562,-0.00912637537486639,0.0571467723290617,0.873208245487394
266,2,87849,-0.00982313148005082,0.0571410323443207,0.863606566401605
267,2,87878,0.000209978401438035,0.0573889759743371,0.997082723014677
268,2,88125,-0.020908101354727,0.0638074865812996,0.743351855791951
269,2,89785,-0.00644969278310333,0.0573943469686485,0.910589909319236
270,2,93441,-0.0400016897765536,0.0590704026132707,0.49873106254908
271,2,93588,-0.0694607529307062,0.0610724299530577,0.256163246347089
272,2,93721,-0.04239362635271,0.0571775521053827,0.458920706019888
273,2,93952,-0.0256734996627667,0.0570420148939521,0.652928654632229
274,2,95085,-0.0469534812996538,0.0570833351250835,0.411323359472735
275,2,103188,-0.0387970620979817,0.0584886148861366,0.507554254295528
276,2,107124,-0.0186702020484497,0.057157800551833,0.744131413791447
277,2,111645,-0.019272645523131,0.0571938484915036,0.736339316014844
278,2,111916,-0.0156008955508793,0.0573318691205115,0.785692229342186
279,2,111931,-0.0121615680728801,0.0574219091126397,0.832390627308111
280,2,111999,-0.0134809259101218,0.0572148406095848,0.813864661165023
281,2,114528,-0.0165359192710804,0.0575418824861012,0.773996207589357
282,2,116024,-0.00841122810722833,0.0576837114808532,0.884149599658458
283,2,119244,-0.0391469306981141,0.062835542372913,0.533682749283558
284,2,119246,-0.0509217241926945,0.0634828932480499,0.423015686587592
285,2,119247,-0.0128483459211148,0.0639958525254248,0.840995285503279
286,2,120090,0.00452653252633012,0.057457117442337,0.937251409100666
287,2,120291,-0.00742218167229558,0.0581133487991607,0.898444040268528
288,2,120726,0.0160972418974617,0.0577725733723264,0.780691009632881
289,2,121716,0.0018755753938054,0.0577132185178664,0.974093122987209
290,2,123100,-0.0315855315233082,0.0577684606347427,0.584888501674764
291,2,124677,-0.0823452763088398,0.0575466475910997,0.153334667554839
292,2,127636,-0.0182592380406454,0.0729879718627845,0.802603138582917
293,2,127887,-0.0594705286369954,0.0580227263101157,0.306087527661122
294,2,128935,-0.0613024308716473,0.0579623058335676,0.290949283977159
295,2,129053,-0.0703356449194998,0.0581103239140382,0.22694246949235
296,2,130040,-0.0717894314908364,0.0584614629539808,0.220273122024708
297,2,130976,-0.0684784378211151,0.0579945837706073,0.238487893854219
298,2,132199,-0.120908019298335,0.0580225470320157,0.0378961903061123
299,2,133355,-0.100669929511249,0.0585284803487096,0.0863059541966025
300,2,133435,-0.0995533557739658,0.0586614137129384,0.0905621947382518
301,2,133943,-0.0581864497313591,0.0688896069189464,0.398887731212203
302,2,135183,-0.0751968610493827,0.0587967936170728,0.201762547635358
303,2,135402,-0.076528872000369,0.0587830011019036,0.19380364019603
304,2,135898,-0.0865388961275544,0.0590571055445028,0.143717559207227
305,2,135912,-0.0881184913955307,0.0590943805580203,0.1368155821884
306,2,135925,-0.095963717724454,0.0587902131695027,0.103506362247195
307,2,136002,-0.0892640591098295,0.0587758058732719,0.129727794708328
308,2,136173,-0.0610509065292993,0.0592957337286849,0.303902602415941
309,2,138209,-0.0893968222789263,0.060940715791325,0.143280692918958
310,2,138318,-0.0770898746577691,0.0608142379096924,0.205766097862042
311,2,138695,-0.0919174245895857,0.0597077131561744,0.124588786338082
312,2,138818,-0.0871759001561996,0.0596176610966616,0.144562515746727
313,2,139728,-0.0770209685717781,0.05954980626323,0.196722833851031
314,2,140174,-0.0960723965188732,0.0594713171894087,0.107108631169325
315,2,140863,-0.0915498488403845,0.059467298212974,0.124578397942603
316,2,141152,-0.0950583570610563,0.0596203813194371,0.111742811804515
317,2,141292,-0.10253296239562,0.0591532490929381,0.0839076606592336
318,2,141545,-0.105318543123531,0.05943004920122,0.077233348583901
319,2,145823,-0.0659680659164426,0.0618701229371003,0.287046303352098
320,2,145934,-0.197546551464081,0.10156362186657,0.0525624097144423
321,2,145980,-0.106507536539267,0.0622836985071997,0.0881374164572594
322,2,146723,-0.0737847162658002,0.0594566021477172,0.215435583321499
323,2,147946,-0.101205934993819,0.0598902316506257,0.0919381638627151
324,2,150394,-0.11906129766697,0.0651971019015235,0.0686684914568146
325,2,151274,-0.111057116633326,0.102441461060739,0.279058917929989
326,2,151397,-0.0816552624786975,0.0601254465363983,0.17530516687245
327,2,153035,-0.108943190748467,0.0593434690856431,0.0672270951311255
328,2,153228,-0.0939281653334514,0.0598527456042013,0.117469091958798
329,2,153455,-0.0911447728267205,0.0603197321010978,0.131676084899093
330,2,153732,-0.108446342662254,0.0622991729134521,0.0826013889917368
331,2,153815,-0.106850413746914,0.0600134555581318,0.0758638111083656
332,2,154160,-0.112853820910211,0.0593474965935942,0.0580404643969236
333,2,154235,-0.104215758234068,0.0599904549775644,0.0832231123121228
334,2,155527,-0.144258260921834,0.0649381797021312,0.0269528883356495
335,2,159870,-0.136504715177219,0.0582735412209836,0.0197109689819686
336,2,161229,-0.151941964585598,0.0590751133538181,0.0105193079152955
337,2,161451,-0.107737170583745,0.127547022608671,0.39885834782955
338,2,161451,-0.119795122195736,0.127926465816865,0.349688248277485
339,2,162696,-0.126622953604437,0.0589857598161877,0.032500520216275
340,2,163284,-0.111531799462074,0.0582812570314575,0.0564692868549517
341,2,164166,-0.104116989266438,0.0588664736804036,0.0778079027042095
342,2,165270,-0.116378223947442,0.0583013739996792,0.0466855189515768
343,2,165675,-0.102458883584355,0.0593484147192577,0.0851510675169464
344,2,166404,0.0126958255063867,0.154460686168233,0.934538598310437
345,2,168012,-0.0877461735637068,0.0718899383741353,0.223066349043828
346,2,168062,-0.0591125085885049,0.05897903431024,0.316903080334403
347,2,168518,-0.0728796661407479,0.0585964610064204,0.214414899004068
348,2,168980,-0.0698540371199771,0.0585789636927678,0.23387543028239
349,2,169651,-0.0680572305876285,0.0586128878525297,0.246373274391002
350,2,169902,0.0905533450512506,0.0980384169594629,0.356298635443042
351,2,169960,-0.0531843455277281,0.0913857344342365,0.560954025510365
352,2,170725,-0.0539493317344064,0.058759127631357,0.359170457648087
353,2,171254,-0.0686491131966248,0.0588110550140593,0.243884194253285
354,2,172242,-0.0265153188013805,0.0582108159464175,0.649026011959137
355,2,173254,-0.0496523335107156,0.0577212573180722,0.390257793866048
356,2,173340,-0.0478424261777555,0.0577185878181826,0.407726118364875
357,2,173385,-0.036559108892394,0.0577951914416004,0.527428469967595
358,2,173973,-0.0375435842877684,0.0576396905398396,0.515244692865947
359,2,174714,0.161418871764182,0.14763079723182,0.274965699023749
360,2,177341,-0.0660060769101764,0.057370339805772,0.250706004019185
361,2,180314,-0.0850778290471703,0.0573185005253185,0.138621811402555
362,2,180339,-0.0696734229313954,0.0575229420115329,0.226618103944607
363,2,182758,-0.0651211669372376,0.057330951490563,0.256776746403331
364,2,183619,-0.0543066351621651,0.0575893113443708,0.346326591319753
365,2,183913,-0.0602877196744713,0.0590350994172955,0.307850410294879
366,2,184146,-0.0822602765683839,0.0593575237201677,0.166669362003614
367,2,187176,-0.0837972054062617,0.0578039161786626,0.148035497845354
368,2,191066,-0.0363089295293303,0.0583771453998161,0.534362009953784
369,2,191124,-0.000559313623578195,0.0737970794961286,0.99395711205426
370,2,191128,-0.0152009573105896,0.0679291326295734,0.823060510394273
371,2,191599,-0.0728654796238089,0.0574691015010888,0.20566678460955
372,2,191762,-0.0717575993414554,0.0597578405665389,0.230631431560311
373,2,191763,-0.0654797375445925,0.0577228230623294,0.257404033059672
374,2,191959,-0.06157341211263,0.0575936748975364,0.285755010906211
375,2,192390,-0.0615561909445958,0.0591880846128281,0.299047124866617
376,2,195759,-0.0102939631368427,0.0581795891736557,0.859661492392525
377,2,196912,-0.0171349992719729,0.0572338194647792,0.764821802349617
378,2,197598,0.133854109825879,0.186801445983052,0.474120535912212
379,2,198110,-0.0487114253666084,0.057525720128975,0.397693427282473
380,2,198283,-0.0512569688205497,0.0593326459750741,0.388234105947264
381,2,198805,-0.0280906463368775,0.0578128157727279,0.627346903379352
382,2,198891,-0.0339185403239655,0.0573532637921521,0.554633055464217
383,2,199248,-0.0285872170572441,0.0574925863021003,0.619334235524487
384,2,201782,-0.023737341675377,0.0574281455609676,0.679608608219929
385,2,203285,0.0151681870575802,0.0572136439116792,0.791075726174729
386,2,203783,0.0235210551780059,0.0570824039740567,0.680549661689844
387,2,204179,0.0318771571134973,0.057209133836698,0.577741195014365
388,2,205406,-0.00562805314620857,0.0578215547986885,0.92251571067045
389,2,205834,-0.0190964060228601,0.057536411898979,0.740160814360396
390,2,205965,0.0153694473484657,0.0628737675242447,0.80702490173747
391,2,207192,-0.0364159198742573,0.0574588973827571,0.526639161314766
392,2,207561,-0.0286475458608681,0.0572171465884769,0.616907575269986
393,2,208682,-0.0362388094023871,0.0571086069581689,0.526126778124268
394,2,210102,0.00346411630927151,0.0572884439019711,0.951817138787557
395,2,212519,0.0657041980278548,0.121881111923433,0.5901684890207
396,2,214801,-0.0429085225455519,0.0572404728181228,0.453983725661007
397,2,215016,-0.0469586700956776,0.057198748172711,0.412215301764906
398,2,218876,-0.0473505773125425,0.0577903124435701,0.413138752223214
399,2,227511,-0.0505602950049484,0.0581924701096773,0.385521703213627
400,2,230378,-0.0735560526651798,0.0573871476021445,0.200771119855421
401,2,231943,-0.0852569026663939,0.057506692320992,0.139084541604128
402,2,232156,-0.0708070148100086,0.0575385136942046,0.219291095249512
403,2,232789,-0.095627823474935,0.0572317462415319,0.0956301379617103
404,2,238524,-0.0945228440062085,0.0573181163729083,0.100018390488332
405,2,241518,-0.0778768790038812,0.0578897938905566,0.179404524745454
406,2,250396,-0.103117117174097,0.0573804709786433,0.0731780717270376
407,2,250466,-0.0825359995985836,0.0574542973342038,0.151731415952723
408,2,252305,-0.107962850243688,0.0574882574477174,0.0612055616436049
409,2,254571,-0.0733894302005689,0.0584558347539402,0.210139328892585
410,2,254742,-0.0641664698707214,0.0584335743880729,0.272905065287222
411,2,254908,-0.0770847314965489,0.058837530373829,0.191004211999518
412,2,255033,-0.00350427624576424,0.0691283703872456,0.959599382107123
413,2,255862,-0.0350859791054327,0.058595365758178,0.549700846271843
414,2,255975,-0.0163839727579684,0.0584069496138659,0.779247436840083
