SNP,Chr,Pos,Effect,SE,MID2_TPO4_MTX_Metformin_avg_logratio_Fitness_minus_ref.GLM
58,1,75211,-0.129031336563046,0.112710689683698,0.253067106202607
59,1,76030,-0.0724282295827254,0.112853902713072,0.52142765655878
60,1,80108,-0.146458015636325,0.112623578432251,0.194305227162587
61,1,81262,-0.190791087044153,0.112392530871875,0.0904755118091524
62,1,81999,-0.207346529882036,0.112586353084554,0.066362685206486
63,1,82431,-0.248433330319355,0.112889697273988,0.0284062453663212
64,1,83284,-0.174539780933821,0.112451281914522,0.121525534510245
65,1,83613,-0.15144323607101,0.112533612395724,0.179243621981955
66,1,84112,-0.159043238745489,0.11251637636159,0.158386479295192
67,1,84701,-0.0829202184885612,0.120745368931885,0.492699833961777
68,1,84858,-0.0450984522631698,0.113127344784735,0.690390603974884
69,1,85751,-0.0991979612616588,0.113495154196898,0.382697137608282
70,1,87445,-0.0951586044008572,0.113745370386343,0.403387233074283
71,1,87467,-0.140912463999403,0.114208130566739,0.218090213339654
72,1,89070,-0.124931242116891,0.113543257003242,0.27195273821602
73,1,89616,-0.047583699101489,0.113097589425456,0.674207302290591
74,1,89679,-0.0665963937874013,0.113084730676969,0.556300289595415
75,1,89880,-0.0648361399032132,0.113116308935124,0.566886966219835
76,1,91472,-0.0489304730766097,0.113979214705298,0.667971938801633
77,1,93789,0.0470665267368729,0.112806542150513,0.676762173525204
78,1,94351,0.0190769174223594,0.113126757569385,0.866181813629908
79,1,99148,0.00426200394599124,0.112834126097907,0.969890585400739
80,1,101281,1.42030528151224,1.23172121546989,0.249647026310851
81,1,106011,-0.0625955676860323,0.117547360881496,0.59470535786149
82,1,106800,-0.0770139837801589,0.112912175544418,0.495642109736798
83,1,107970,-0.0332252573690901,0.112637934729055,0.768187179745164
84,1,109000,-0.0784561433973452,0.112773061296279,0.487074894597317
85,1,112549,-0.105575014158073,0.112582454459153,0.349010322189308
86,1,112742,-0.0509107504162336,0.113129319297349,0.652970375931848
87,1,113050,-0.0341139940017339,0.112956803810158,0.762822902762164
88,1,113135,-0.070789130147126,0.112620644735393,0.530041910624997
89,1,114076,-0.0477542041884184,0.112654982739801,0.671898505397259
90,1,114628,0.0177971325797415,0.112964750156266,0.874904718029249
91,1,116283,-0.0769220666874051,0.113523239501293,0.498476351461282
92,1,126880,-5.1538890108549,2.11367955242697,0.0152470145404115
93,1,127853,0.00940362098646932,0.113384432417411,0.933949649653264
94,1,128302,0.0298952778734758,0.112938797765817,0.791392487548497
95,1,128704,0.00929081021196587,0.113061357939091,0.934554175953705
96,1,128911,0.0467768520761228,0.113047540496512,0.679286246682153
97,1,130267,-0.00237602837398643,0.113021282578892,0.983239313639406
98,1,130271,-0.00378890506991952,0.113155315160179,0.973307461625063
99,1,130613,0.0552704170880103,0.11417503583693,0.628625761884784
100,1,132012,-0.118982739043922,0.113794420270613,0.296464063749712
101,1,133231,-0.132465915307008,0.112941916733178,0.241639742458296
102,1,137074,-0.166068473026506,0.112654605734335,0.141335568121615
103,1,137304,-0.154049813604807,0.112742350529629,0.172686890294569
104,1,139686,-0.153399699574037,0.112893802320977,0.175078673309777
105,1,149562,-0.201004705742272,0.112941305114832,0.0759808339033267
106,1,150447,-0.162843726403413,0.114377334762553,0.155404682693807
107,1,151446,-0.280963284023969,0.229952557767948,0.22258663587556
108,1,154084,-0.17379471549103,0.114687206251166,0.130571066860821
109,1,156633,-0.199315136018853,0.11615365363743,0.0870465641350849
110,1,157269,-0.210908038398592,0.112412296528676,0.0614526351558502
111,1,160054,-0.203110927165885,0.113531186202846,0.0744669337134365
112,1,166222,-0.195555536498115,0.112721693515358,0.0836397309317112
113,1,166416,-0.184371975403325,0.112544385859098,0.102267704499322
114,1,167326,-0.217557345103333,0.113021736922611,0.0550431862271408
115,1,168836,-0.237237185427222,0.112367732447665,0.0354527344734449
116,1,171200,-0.243920465001705,0.112497653349517,0.030808960345672
117,1,171431,-0.295111922110729,0.112863535228758,0.00931155495108343
118,1,173339,-0.309304188512666,0.111860199482757,0.00598954967599138
119,1,173845,-0.276378822267716,0.112009586601832,0.0140814505256998
120,1,175121,-0.250605836353436,0.111955635502611,0.0258153232601294
121,1,175281,-0.239140307158918,0.112123103810657,0.033627541349689
122,1,175315,-0.243470899953701,0.112060939405492,0.0304702988105455
123,1,175523,-0.239243426631388,0.1127299806047,0.0345109696861318
124,1,175541,-0.241984347333911,0.112247381780723,0.0317735701597687
125,1,175653,-0.258245459373563,0.11250487423323,0.0222951364566548
126,1,175805,-0.274934367588668,0.118854557754438,0.0212858342773135
127,1,175818,-0.283916615430673,0.116020858369069,0.0148872570797535
128,1,175856,-0.264927023901178,0.114346394428412,0.0210819783214335
129,1,175876,-0.232206574791913,0.112771656952386,0.0402191166951493
130,1,175989,-0.240141764836026,0.113050320109098,0.0343479239389499
131,1,176001,-0.246911071480939,0.113605799593982,0.0304143844205521
132,1,176451,-0.242937134777874,0.115013532489466,0.0353670893423516
133,1,177692,-0.259975030644722,0.111955866635271,0.020794787724397
134,1,178191,-0.259735838676602,0.112070297745402,0.0210415363117094
135,1,178224,-0.259975030644722,0.111955866635271,0.020794787724397
136,1,178960,-0.296572297866399,0.112607736327227,0.00881822807197434
137,1,179139,-0.3458988180678,0.224614071260374,0.124463686946971
138,1,179139,-0.481515429621053,0.453171776334327,0.288714672435974
139,1,180955,-0.150106483789049,0.130339597502217,0.25024153331182
140,1,183802,-0.262093555479883,0.111956187495452,0.0197862238167776
141,1,183954,-0.273592747285665,0.112706480380581,0.0157036522448174
142,1,184450,-0.211308157656333,0.112085434039874,0.060218274165819
143,1,184641,-0.21815936683097,0.11534345047292,0.0593908338679031
144,1,184718,-0.220809610765048,0.112677066414403,0.0508211695903603
145,1,185296,-0.195217204537172,0.112328184614135,0.0830972698457335
146,1,185438,-0.191215695262008,0.112353029562555,0.0896511022141812
147,1,185469,-0.201538073102153,0.112465459259485,0.0739893256350568
148,1,185503,-0.192987606869467,0.112214516346183,0.0863435402899657
149,1,185705,-0.205084898164569,0.11341899533148,0.0714253614084147
150,1,185749,-0.185640830485625,0.11351383436071,0.102855983413652
151,1,185806,-0.193352059342597,0.113630130262684,0.0897124955373764
152,1,185879,-0.191755149125179,0.114191326057965,0.0939892578262826
153,1,185916,-0.1659921604958,0.114253294083277,0.147155525646361
154,1,185941,-0.155077030753857,0.114797216113176,0.177599775364122
155,1,185954,-0.179589860864562,0.115033235618005,0.119372657454843
156,1,186055,-0.193273811234698,0.112657259219472,0.0871143380085409
157,1,186896,-0.224399385070265,0.11435860514842,0.0505194310551319
158,1,187697,-0.428404455327652,0.233381182761161,0.067251561314548
159,1,189392,-0.30123840904416,0.235175928064693,0.201067351873892
160,1,189416,-0.165976849500371,0.227846734961779,0.466816040315834
161,1,190132,-0.062948500239478,0.1132198802383,0.578573666573038
162,1,190148,-0.0655904403648828,0.113249809381386,0.562846553411753
163,1,190165,-0.0740099640727436,0.114106282296954,0.517015097955343
164,1,190169,-0.0593889121144183,0.113988058845059,0.602686516255999
165,1,190933,-0.12835380955213,0.112900649217445,0.256362119562759
166,1,192149,0.0300878792835902,0.114020632555748,0.792025591943402
167,1,192302,0.239409669884154,0.150024997855272,0.11142861730159
168,1,192303,0.10709366764602,0.135823580496146,0.430947369408724
169,1,192305,0.181038395771446,0.140939950972447,0.199806819815545
170,1,192315,-0.000345165140192449,0.160257119083855,0.998282717485963
171,1,192795,0.00445415785176678,0.112892776333203,0.968550122739339
172,1,194020,-0.0494457872009589,0.118881270371961,0.677717041492454
173,1,194187,-0.00199273891108202,0.112986504822385,0.985938432496324
174,1,194867,-0.0753160983692458,0.112853892929665,0.504967354886006
175,1,197325,-0.146828017045346,0.115416337428499,0.20415375592805
176,1,197392,-0.165298957566368,0.116836774544687,0.158012924088298
177,1,198857,-0.0440751071429641,0.541470590062051,0.935170860241368
178,1,206666,-0.0648583136330405,0.12695488311309,0.609756627344443
179,1,206675,-0.0442318290915011,0.165328471746304,0.789210366763491
180,1,223051,-0.077945450958544,0.130798855808393,0.551611607200225
181,1,223059,-0.15080384265524,0.13565154002098,0.267023646132349
182,2,7366,0.0251645376646721,0.163777377725898,0.877972818709152
183,2,8180,-0.109094893680702,0.22542003768081,0.628712426547765
184,2,8187,-0.107541675784887,0.234422545651315,0.646695007607933
185,2,8250,0.0369648046587709,0.231014734739862,0.872964250007467
186,2,8253,0.0197959785930486,0.231020709754615,0.931762072038443
187,2,8285,0.0397519811283036,0.125232376462266,0.75110823976102
188,2,8302,0.0583940436185963,0.117201018606833,0.618626320301779
189,2,8306,0.0583940436185963,0.117201018606833,0.618626320301779
190,2,8314,0.057519070289052,0.114796251805775,0.616645721881905
191,2,8317,0.0506518974861231,0.117425108739972,0.666473637275582
192,2,8328,0.0325258547909426,0.116917756660716,0.781026077959841
193,2,8331,0.0339007245792096,0.116696797082755,0.771602340634531
194,2,8498,0.0313672450120225,0.114656729232179,0.784571042278628
195,2,8651,0.0343030520646317,0.114761725910158,0.7651871026192
196,2,9418,-0.25028725666061,0.291601839694918,0.391299025686962
197,2,9812,0.0418771327490479,0.115436708861258,0.716992794220373
198,2,9932,0.03808992311166,0.114985299183678,0.740645366053912
199,2,10135,0.0244014812830785,0.11455538696807,0.831441862398892
200,2,11616,0.0313721595136851,0.114428968517078,0.784119923637901
201,2,12133,0.0410445507313408,0.114875335156019,0.7210833900794
202,2,12194,0.0378117367360655,0.115322837884889,0.743198843107853
203,2,12359,0.0258552549093404,0.114994936026622,0.822235237761012
204,2,13061,0.0396795035042148,0.114975311599183,0.730214776267452
205,2,14298,0.038841738998828,0.115338952599325,0.736496683884737
206,2,15222,0.0245798060693839,0.116475033350572,0.832985098315613
207,2,17986,0.0299082853712698,0.114430078926277,0.793961666516517
208,2,19770,0.0215491610821641,0.11522668060907,0.851756015167764
209,2,19836,0.0212436228247399,0.114910242600839,0.853436034179156
210,2,19851,0.0208032191836367,0.115246943324107,0.856855834494367
211,2,21595,-0.0114402993709954,0.114774633059174,0.920657977349011
212,2,22385,0.00591869217156415,0.114884420878378,0.958941367883781
213,2,23441,0.00553007540251627,0.116000303437023,0.962003860737447
214,2,24209,0.0500924872137647,0.115014616637704,0.663442875000057
215,2,24341,0.057242240167833,0.115277379134946,0.619807799453898
216,2,26815,0.0684957017802614,0.115121732457222,0.552234709204853
217,2,28209,0.076782817111225,0.115145699533416,0.50531517876624
218,2,28695,-0.0244323812736569,0.120363476504643,0.839261103999681
219,2,35849,-0.537279615130482,1.23370743289682,0.663465687928109
220,2,35850,-2.19872524988437,1.50470858868395,0.144841893567862
221,2,41245,-0.124543142684896,0.114584670291996,0.27781850711271
222,2,43214,-0.18580514306646,0.116217083733336,0.110764920028617
223,2,47104,-0.0161180816298278,0.113382291663045,0.887037128690888
224,2,50915,-0.0422676890003298,0.114477477966139,0.712183072969427
225,2,55834,-0.0508163138575923,0.113938401358328,0.655872030117592
226,2,56422,-0.0263188967257822,0.114165661681282,0.817811547314953
227,2,57715,-0.0335825117888713,0.113783849092818,0.768058120161462
228,2,59046,-0.0128661225489659,0.114371507512516,0.910495571534552
229,2,59191,-0.00808843191852554,0.113717879618239,0.943336816694484
230,2,59383,0.0183154849164804,0.113747266730928,0.872170451829707
231,2,59477,-0.0299402956533569,0.115451986449643,0.795530920651094
232,2,59755,-0.124717260344507,0.259341475083998,0.630885647446084
233,2,60471,-0.027660338175566,0.113895134969781,0.808256498275727
234,2,60478,-0.0202248771125449,0.11402954766858,0.859323242698441
235,2,60786,-0.0293371279353735,0.113836416379238,0.796778558585274
236,2,61035,-0.0184762534056364,0.113834666626253,0.87115634550334
237,2,61071,0.00833422074594437,0.113321627396575,0.941414220324435
238,2,61675,-0.012602702883615,0.113646762460074,0.911763713274068
239,2,62776,-0.0224287657002441,0.118615391060243,0.850132391937301
240,2,62939,-0.00695704849336609,0.113451691215865,0.95113772771042
241,2,63527,-0.0011309861330665,0.113878143170718,0.99208151257888
242,2,63857,-0.0296268526241322,0.113893733939752,0.794917354374449
243,2,65527,-0.0529936588530116,0.113494080020673,0.640838852556884
244,2,67007,-0.0716716520397189,0.124936457154813,0.566559931271915
245,2,67023,-0.11903632044349,0.258403899485921,0.645326272532909
246,2,67024,-0.0408173362412647,0.259417317151302,0.875064985232369
247,2,67976,-0.0274100267878362,0.115155088270125,0.811998211177543
248,2,69628,-0.103335939438549,0.11694292722455,0.377489718876651
249,2,71825,-0.220678812447339,0.226081379195265,0.329681639235106
250,2,72389,0.0486856016233082,0.114424790130737,0.670745167710903
251,2,72392,0.00339889246386615,0.115232246715853,0.976485663207694
252,2,73646,0.0462996659777111,0.112842996978122,0.68183360686602
253,2,74564,0.055752943451189,0.112609188608223,0.620836723617475
254,2,74739,0.123806544414351,0.112826409645418,0.273249999507348
255,2,79931,0.244195499651712,0.126722561067508,0.0547808575143709
256,2,80748,0.187776139254469,0.117114632861026,0.109751002900025
257,2,80873,0.197302454384163,0.11280055154143,0.0811382194397814
258,2,81501,0.227160866010744,0.112622311564385,0.0444505934862522
259,2,83526,0.185867674026714,0.112660221923383,0.0998718164209448
260,2,83845,0.235609367225842,0.112504476469162,0.0369528835203228
261,2,84412,0.524724772277448,0.283908965344424,0.0654074976220708
262,2,84412,0.110585481831764,0.142732376490043,0.438991254994753
263,2,84447,0.228697954539416,0.113998495232015,0.0456028494847095
264,2,87391,0.29143244666667,0.111628810276718,0.00942010733018717
265,2,87562,0.294470703586374,0.111894216304243,0.00886896200442388
266,2,87849,0.285572712179058,0.111948732370367,0.0111650861520434
267,2,87878,0.286229000567045,0.112433911923469,0.0113287240059777
268,2,88125,0.151929355348856,0.125910875377542,0.228378036757158
269,2,89785,0.291367844546626,0.112409278934917,0.00993753766285412
270,2,93441,0.18224289401045,0.116458184056538,0.118507419587418
271,2,93588,0.211986562715597,0.120437402975095,0.0792502838880757
272,2,93721,0.200814228776731,0.112625287006711,0.0754406512809421
273,2,93952,0.181115754373088,0.112395082637549,0.10798179458849
274,2,95085,0.21727950848829,0.112371642317354,0.0539640759080134
275,2,103188,0.177698620237689,0.115320224067418,0.124233483078483
276,2,107124,0.209613819997661,0.11246935665004,0.063188058606219
277,2,111645,0.260511051112395,0.11224053141019,0.020855547579062
278,2,111916,0.247701951143498,0.112591054881558,0.0284533639282624
279,2,111931,0.260332251222354,0.112684949755138,0.0214495224325732
280,2,111999,0.257286436806019,0.11229405132452,0.0225413118848054
281,2,114528,0.251819014780248,0.112984739182509,0.0264571103712562
282,2,116024,0.308233793153153,0.112861331588096,0.00662957697935534
283,2,119244,0.0900099085372179,0.124205421333745,0.469124850386526
284,2,119246,0.113314676054714,0.125478822864141,0.367110835799071
285,2,119247,0.0733277222859567,0.126470518305514,0.562418743713961
286,2,120090,0.144442677099208,0.113336596161861,0.203339635042453
287,2,120291,0.152320113172093,0.114609723095934,0.184695424966796
288,2,120726,0.138563537470437,0.113993959075491,0.224974779313606
289,2,121716,0.123481542589601,0.11391310376637,0.279105630615201
290,2,123100,0.159293430475421,0.113944948721094,0.162995093293125
291,2,124677,0.097757998065396,0.11398384625533,0.391668866055612
292,2,127636,-0.179493321348619,0.143997669369773,0.213406832509501
293,2,127887,0.114076789530603,0.114724295246359,0.320730697606371
294,2,128935,0.103252213699901,0.114644607248321,0.368399833610241
295,2,129053,0.124461409706496,0.114934882090071,0.279598016951203
296,2,130040,0.106871480486914,0.115688543497374,0.356228656887974
297,2,130976,0.051569040122651,0.11485206042426,0.653704258356637
298,2,132199,0.0691061240131281,0.115358701430315,0.549520935271501
299,2,133355,0.110345109466758,0.116049553881363,0.34233374652699
300,2,133435,0.105723269421144,0.116313132540548,0.363994644343598
301,2,133943,0.078886300317193,0.136271625924857,0.563032490860445
302,2,135183,0.0713104651794549,0.116451828526138,0.540693715957693
303,2,135402,0.0663934706903266,0.1164424553312,0.568916524362447
304,2,135898,0.0871075226818812,0.117022080456478,0.457148942093158
305,2,135912,0.0781453480019156,0.1171265653226,0.505088440133598
306,2,135925,0.0764931383795786,0.116598423429886,0.512226266107622
307,2,136002,0.0421526137424304,0.116560596286534,0.717839744323075
308,2,136173,0.070143123417129,0.11734761565474,0.550398058964044
309,2,138209,0.0315105777324631,0.120838363782404,0.794424758748059
310,2,138318,0.0690392951454064,0.120450571989378,0.566890931999742
311,2,138695,0.0500101705463374,0.118411284844314,0.673031841085351
312,2,138818,0.035886744571791,0.11820856423707,0.761620372473058
313,2,139728,0.0502914604516123,0.11798168632144,0.670174588368183
314,2,140174,0.0414549461796854,0.117991419010153,0.725543907462747
315,2,140863,0.0167018635006413,0.117960963255689,0.887486170212922
316,2,141152,0.0301514380594863,0.118285718619945,0.798946109129378
317,2,141292,0.0265796623753178,0.117437513376534,0.82107556521767
318,2,141545,0.0671487979970575,0.117964016971055,0.569561269099462
319,2,145823,0.084602893818063,0.122434844803283,0.490017548661188
320,2,145934,-0.184373071137693,0.201631635774067,0.361127987529046
321,2,145980,0.0577482830020231,0.123609249384056,0.640656367036002
322,2,146723,0.00108770665230473,0.117805264351434,0.992638380160467
323,2,147946,-0.0197955369330585,0.118879745770709,0.867845189977167
324,2,150394,-0.0465188047428602,0.129482212919762,0.719609480207319
325,2,151274,-0.203034950891576,0.20258154442092,0.316915104218301
326,2,151397,-0.0496418251625514,0.119152333811885,0.677206034671516
327,2,153035,-0.0178248631893576,0.117880391062904,0.879895304203109
328,2,153228,-0.0265853893045511,0.118735973699214,0.822961991030524
329,2,153455,-0.0257137565473702,0.119632820903655,0.829939013522735
330,2,153732,-0.0170066461550984,0.123693268162237,0.89072150939011
331,2,153815,-0.0469873716434548,0.119155382904856,0.693570401253397
332,2,154160,-0.0341570248665026,0.117918846583886,0.77224219423201
333,2,154235,-0.0532837663148693,0.119076741781212,0.65480719138084
334,2,155527,0.0641356749061834,0.129235766685148,0.62001366269122
335,2,159870,0.032201853028996,0.116089500223769,0.781644444252439
336,2,161229,0.0431489445556918,0.117861835892897,0.714511495379335
337,2,161451,-0.145950993118037,0.252302995070424,0.563312299871447
338,2,161451,0.260188265096819,0.252853025702399,0.304179572304042
339,2,162696,0.0996550964580045,0.117257074523123,0.395964751024554
340,2,163284,0.0838640895586886,0.115735528977924,0.469166197061219
341,2,164166,0.039784761036016,0.116877795505867,0.733760632990805
342,2,165270,0.0145717016780977,0.115911315197428,0.900029704587496
343,2,165675,0.0184375973555568,0.117825461337988,0.875742336782152
344,2,166404,-0.507647665944804,0.304182976747732,0.096025968827869
345,2,168012,-0.0873276006517085,0.142354307559798,0.539972277280901
346,2,168062,-0.0285196690937204,0.116760887804457,0.807173658078926
347,2,168518,-0.0472483663772971,0.116074913404448,0.684217511072377
348,2,168980,-0.0415616063234319,0.116025946748303,0.720400584993142
349,2,169651,0.0013695396453508,0.11610212879506,0.990595043013426
350,2,169902,0.375457653981915,0.193030047300324,0.0525598272360598
351,2,169960,0.120107233701601,0.180648463035589,0.506569566607068
352,2,170725,-0.020393086549038,0.116303756557182,0.860910410048419
353,2,171254,0.058550000180343,0.116455353471331,0.615441065206948
354,2,172242,-0.0515644069043376,0.115087246905501,0.654394689991669
355,2,173254,-0.0638762587303255,0.114187206879265,0.576243892494357
356,2,173340,-0.0709049166522688,0.114161622766308,0.534939664034927
357,2,173385,-0.0670810363105713,0.114273415324469,0.55756401572468
358,2,173973,-0.0170708807582578,0.114021840506092,0.881074277045213
359,2,174714,-0.038261731604704,0.292361361620048,0.89595161457168
360,2,177341,-0.0126670623074641,0.113634944550926,0.91130578711079
361,2,180314,-0.113026044906351,0.113515781482645,0.320084884409832
362,2,180339,-0.116056250502592,0.113794732133556,0.308486832543721
363,2,182758,-0.0484648747248579,0.113524257403713,0.669703635337816
364,2,183619,-0.0698910685165136,0.11394000980212,0.540005373864789
365,2,183913,-0.0492810536028627,0.116858654370236,0.673489709550166
366,2,184146,-0.0111021803303614,0.117670581192646,0.924884927198327
367,2,187176,-0.132146668940726,0.114405366870214,0.248841387529335
368,2,191066,-0.10070770674799,0.115353748407037,0.383238200155346
369,2,191124,0.146288700149215,0.145693198676241,0.316024280868299
370,2,191128,-0.0781148787497297,0.134244981768424,0.561016875654547
371,2,191599,-0.147129143381268,0.113608592159216,0.196148315286912
372,2,191762,-0.13566997926489,0.118165330619477,0.251689500520677
373,2,191763,-0.125576490419588,0.114133642135982,0.271969317649148
374,2,191959,-0.145768455940112,0.113786021235196,0.201008195218977
375,2,192390,-0.105915152922531,0.117061747332617,0.366198918030756
376,2,195759,0.115733656125525,0.114864461566197,0.314352459346896
377,2,196912,0.122269247933055,0.112981667964939,0.279900457312499
378,2,197598,0.436897154477731,0.368853490973628,0.237022600301116
379,2,198110,0.0471659050914722,0.113819443844829,0.678838496750676
380,2,198283,0.034233898187353,0.117413870584798,0.77078969639083
381,2,198805,0.0328285906433332,0.114324143546465,0.774163188979447
382,2,198891,0.0652626960005383,0.113393687687178,0.565292287478987
383,2,199248,0.026982068940324,0.113696896825103,0.812549482128835
384,2,201782,0.0572964898276364,0.113525284538808,0.614082745223165
385,2,203285,0.13840708087525,0.112885832414643,0.220985784913255
386,2,203783,0.100182357978598,0.11275634410022,0.37488475537033
387,2,204179,0.110062747527762,0.113003757810611,0.330736277933674
388,2,205406,0.0792298620631729,0.114240286463283,0.488428722756569
389,2,205834,0.0941861441515941,0.113660063832427,0.407853798000841
390,2,205965,-0.0049827598441734,0.124315311604043,0.968050709433857
391,2,207192,0.027156485220476,0.113654984503466,0.811292381607456
392,2,207561,0.034282736732325,0.113147054365144,0.762073866394453
393,2,208682,0.0382027826469615,0.112953095947418,0.735399891915245
394,2,210102,0.0484539416972978,0.113233788253299,0.668977128124774
395,2,212519,0.143864010478908,0.240943534852343,0.550832739525428
396,2,214801,0.0278569300473599,0.11324805708873,0.805839494461308
397,2,215016,0.0237489130030368,0.113186082249479,0.833927765240284
398,2,218876,-0.120402357839357,0.114183694479558,0.29239266904022
399,2,227511,-0.134035356301902,0.11495167275945,0.244395644301938
400,2,230378,-0.123218099468813,0.113532160473594,0.278523012947822
401,2,231943,-0.143292560142168,0.11379217193075,0.208772807294949
402,2,232156,-0.136980978544315,0.113767343630792,0.229378997243781
403,2,232789,-0.134475918413448,0.113371332977034,0.236359035378616
404,2,238524,-0.120543368510671,0.113575833456474,0.289257833271693
405,2,241518,-0.15348956927511,0.114453286744447,0.180760819516559
406,2,250396,-0.211120232656703,0.113406928498548,0.0634880567458786
407,2,250466,-0.195441729529806,0.113446099278716,0.0858056122302216
408,2,252305,-0.153992351266123,0.113929543492154,0.177354237390714
409,2,254571,-0.0859986066698162,0.115737822236538,0.457947617694483
410,2,254742,-0.101870952821643,0.115596615599988,0.378775434219193
411,2,254908,-0.106103944725658,0.116470836559833,0.362921494928467
412,2,255033,-0.0707977635281623,0.136619326311231,0.604635064749422
413,2,255862,-0.110233373647349,0.115756651393156,0.341603825959262
414,2,255975,-0.0899732620512363,0.115387456961309,0.436061067724706
415,2,258311,-0.143143047388671,0.113324010583486,0.207375837262495
416,2,259284,-0.132942852096435,0.113742382567954,0.243270232596481
417,2,266330,-0.0916594679375223,0.114348251908744,0.423334199458233
418,2,267100,-0.0834235138315526,0.114357763655992,0.466182171425017
419,2,268086,-0.0505495315347757,0.114420645846629,0.658913999839736
420,2,274614,-0.120367028004219,0.113576363261392,0.289965010852214
421,2,274729,-0.141205519741527,0.114131924031419,0.21683033383821
422,2,275746,-0.0941635119678818,0.114219274310647,0.410263330204257
423,2,277029,-0.109757646539509,0.113647843921252,0.33482058769751
424,2,277741,-0.103800846812526,0.1137084262422,0.361934709805509
425,2,278218,-0.108525544165487,0.113490044997638,0.339597296720334
426,2,278379,-0.090686370685865,0.116349092608018,0.436246680346425
427,2,279910,-0.141986956580638,0.113345386491867,0.211146723796367
428,2,280616,-0.138970999839769,0.118330630917944,0.241014643003059
429,2,283431,-0.146743702953703,0.114995851923389,0.202766836028465
430,2,283573,-0.125876088092104,0.11368090880318,0.268928762623882
431,2,286762,-0.0748712496675746,0.114100086591531,0.512129856821954
