SNP,Chr,Pos,Effect,SE,ERG11_ERV25_noMTX_Trifluoperazine_avg_logratio_Fitness_minus_ref.GLM
100,1,132012,0.0186187156170924,0.0948425227741107,0.844479015555511
101,1,133231,-0.0174560133703887,0.0941700793317228,0.853047748564022
102,1,137074,-0.00141416134327536,0.0940406965605963,0.988010551741519
103,1,137304,0.00628918934477524,0.0940728182101295,0.946735399983371
104,1,139686,-0.0301760302026872,0.0941833472944628,0.748857226822931
105,1,149562,-0.0317524275055821,0.0943968089666118,0.736790354601042
106,1,150447,-0.0584487954922508,0.0954084734701799,0.54052445386554
107,1,151446,-0.14553463180244,0.191617178207658,0.448056086714134
108,1,154084,-0.0560738913036364,0.0957075741643732,0.558325377176313
109,1,156633,-0.0166426805051607,0.0970628298630041,0.863957996293111
110,1,157269,-0.0125846865217716,0.0940138476517167,0.89358962279039
111,1,160054,-0.0393435273372077,0.0948863603533307,0.678658505736431
112,1,166222,-0.0639193815171955,0.0941460401884685,0.497621648100885
113,1,166416,-0.0515433496120775,0.0939761996067805,0.583714292482914
114,1,167326,-0.0673848327509971,0.0944824374393558,0.476193490933925
115,1,168836,0.0114058323241271,0.0941004567319504,0.903594375967901
116,1,171200,0.0237013417330929,0.0942348966351225,0.801563537967367
117,1,171431,-0.0182089500367628,0.0948267539788753,0.847834335662986
118,1,173339,0.0136701694057105,0.0940914192766271,0.884567959033583
119,1,173845,0.00287785233211119,0.0940161089438851,0.975597702833394
120,1,175121,0.0321487240857355,0.0938142221269247,0.732039432961774
121,1,175281,-0.00235746628104005,0.0939094950278365,0.97998651452407
122,1,175315,0.0214171943551129,0.0938730959503195,0.819661336477478
123,1,175523,0.014523170770265,0.0944087716612449,0.877829434149204
124,1,175541,0.00956039575849899,0.0940252454445041,0.91906917767634
125,1,175653,-0.00178014468843762,0.0943241056772471,0.984953370018315
126,1,175805,0.0243448714371689,0.099650705351861,0.807138831441748
127,1,175818,0.00117567637197021,0.0973695544010498,0.990373098837497
128,1,175856,-0.0144747571247957,0.0958782350548344,0.880085450651073
129,1,175876,-0.0240169116531524,0.0944032820004057,0.799328820633227
130,1,175989,-0.0213232508384993,0.094674506592562,0.821933049786212
131,1,176001,-0.0212937435226171,0.095167914497177,0.823081905023683
132,1,176451,0.00838236598548964,0.0963176721526353,0.930698339861556
133,1,177692,0.0294200393471469,0.0938669569921489,0.754144617248045
134,1,178191,0.0223981301182,0.0939656698985117,0.81173629320913
135,1,178224,0.0294200393471469,0.0938669569921489,0.754144617248045
136,1,178960,0.0201879959998064,0.0946237214599695,0.831176935318331
137,1,179139,0.0386748250181501,0.187542242232759,0.836738518284231
138,1,179139,0.0795557811786486,0.377714202671558,0.833301993197583
139,1,180955,0.062173608561406,0.108623462154358,0.567430709288866
140,1,183802,-0.0973059133130269,0.0937488907796453,0.300007491552915
141,1,183954,-0.113286143471734,0.0943829945551035,0.230834984606178
142,1,184450,-0.107500866267544,0.093572563159136,0.251395571229446
143,1,184641,-0.0849415211640594,0.0963694632425519,0.37869281462073
144,1,184718,-0.101489052877232,0.0941251081226386,0.281664817220054
145,1,185296,-0.10806055814193,0.0937036712579479,0.249602062582381
146,1,185438,-0.0920767451639165,0.0937564529969732,0.326730905353348
147,1,185469,-0.0991315513802584,0.0938717799686131,0.291676041393915
148,1,185503,-0.139989803964241,0.0934802999069111,0.135148329810684
149,1,185705,-0.140004172076449,0.0945316120194498,0.139490538204261
150,1,185749,-0.135214150397323,0.0945513629558369,0.1535842004777
151,1,185806,-0.10032431007504,0.094801209727518,0.290660631761727
152,1,185879,-0.142406762977004,0.0951087466934574,0.135207622448512
153,1,185916,-0.144895263597844,0.095054562313767,0.128319716620109
154,1,185941,-0.126264281287265,0.0955462758630133,0.187190969493763
155,1,185954,-0.123532078986077,0.0958367784938664,0.19824767534858
156,1,186055,-0.113533926505263,0.093950717088634,0.227686446946627
157,1,186896,-0.139091125728426,0.0954015181857519,0.145742013969808
158,1,187697,0.0506777899617408,0.195128930480979,0.795235501568649
159,1,189392,0.453491382799748,0.194680142542534,0.0204005116453743
160,1,189416,0.281923516805339,0.189165218203281,0.137023627635629
161,1,190132,-0.129574064234892,0.0940116521764438,0.168990822308186
162,1,190148,-0.127676490176895,0.0940475103767995,0.175466004418326
163,1,190165,-0.111581044768618,0.0948314888434419,0.240138263751267
164,1,190169,-0.120917095195561,0.094680300987734,0.202403035986715
165,1,190933,-0.254021505247804,0.0931531651106976,0.00671198034382705
166,1,192149,-0.118086643847295,0.0946904208095523,0.213194499710358
167,1,192302,-0.0104095984287094,0.125301027830594,0.933837625286144
168,1,192303,0.0379073496973792,0.113115612959784,0.737733319056965
169,1,192305,0.00454135665068023,0.117565570740455,0.969208585402939
170,1,192315,0.143726581634728,0.133148444006055,0.281125857461418
171,1,192795,-0.212236434914025,0.0932694403696799,0.0234735931686997
172,1,194020,-0.139585505890345,0.0986794688905131,0.158086479467662
173,1,194187,-0.106391279172949,0.0938581854566337,0.257760057465521
174,1,194867,-0.0193438314247191,0.093972037691899,0.837029343218697
175,1,197325,-0.111540931230255,0.0960876505083748,0.246497546840064
176,1,197392,-0.122535387507824,0.0972899767825425,0.208686879528749
177,1,198857,0.00757310085404406,0.450622766023717,0.986600993480809
178,1,206666,0.0697526367054668,0.105627296787403,0.509449897340835
179,1,206675,0.12823791965917,0.137433024274444,0.351409257499716
180,1,223051,0.130990400035289,0.10868382211197,0.228916885171297
181,1,223059,0.104987228958247,0.11295024631612,0.353265313946078
182,2,7366,0.08912046580366,0.136219614364039,0.513382510584162
183,2,8180,-0.0858526837523215,0.187604009757436,0.647501889084065
184,2,8187,-0.0524773755012067,0.195127582950509,0.78813390334876
185,2,8250,0.15791950075203,0.192076558209784,0.411535383404184
186,2,8253,0.126408902884022,0.192142615864493,0.511036944207972
187,2,8285,0.100437550065804,0.104097680367617,0.335285733756233
188,2,8302,0.0753794536527932,0.0974879474387266,0.439910719106724
189,2,8306,0.0753794536527932,0.0974879474387266,0.439910719106724
190,2,8314,0.0548464603196534,0.0955242741794571,0.566223484640586
191,2,8317,0.0708112345680498,0.0976757355841175,0.468955376540786
192,2,8328,0.0861416726478316,0.0972030419553749,0.376111211783392
193,2,8331,0.0780278652514402,0.0970393404217823,0.421889122730785
194,2,8498,0.0892596173182894,0.0953105743921953,0.349649239774269
195,2,8651,0.0745324891314239,0.0954358432880924,0.435343810295853
196,2,9418,0.0681391731424297,0.242900788757194,0.77924088093555
197,2,9812,0.0576521585843243,0.0960367952561945,0.548682696415165
198,2,9932,0.0910871885385743,0.0955842321048964,0.341266435212972
199,2,10135,0.103472118828973,0.0951813838741603,0.277732318878238
200,2,11616,0.0627091567733976,0.0951808798483112,0.510426777098369
201,2,12133,0.0795723863962967,0.0955241601379423,0.405403479702068
202,2,12194,0.0390091438150193,0.0959652888464173,0.684627296667742
203,2,12359,0.0793961817872769,0.0956137629513705,0.406882702748439
204,2,13061,0.0646236829288553,0.0956382273669526,0.499667355491672
205,2,14298,0.0910634896938151,0.0958795340399742,0.342879001329516
206,2,15222,0.0739721541203686,0.0968581330820527,0.445546344571746
207,2,17986,0.0278130721326922,0.0952278768685223,0.770405753173242
208,2,19770,0.0421753762539813,0.0958715843753395,0.66026767455602
209,2,19836,0.0670626068408893,0.0955677622621572,0.483310983121022
210,2,19851,0.0706110778723195,0.095840740901633,0.46176113890752
211,2,21595,0.0472214868487181,0.0954851825134976,0.621230686700753
212,2,22385,0.0302010883844964,0.0955951231276782,0.752244565675927
213,2,23441,0.0399103108262318,0.0965138663491218,0.679477555993221
214,2,24209,0.0333935736812174,0.0957258427095826,0.727412933942691
215,2,24341,0.005934100477341,0.095968282380375,0.950730041153918
216,2,26815,0.0495530703992908,0.0958175067513907,0.605367713158469
217,2,28209,-0.0199638346621739,0.0958801647256958,0.835179988951052
218,2,28695,-0.0236426824022267,0.100165959070363,0.81354232100754
219,2,35849,-0.368352941410242,1.02679565296217,0.720003865363242
220,2,35850,1.02662559034783,1.25483001039123,0.413829631893339
221,2,41245,-0.0734916202073238,0.0954381299772655,0.441788424532786
222,2,43214,-0.0294777878150736,0.0970541910333053,0.761516322552895
223,2,47104,-0.0320478483164897,0.0943454689102249,0.734294914261997
224,2,50915,-0.0333442822725698,0.0952714800220777,0.726553220274045
225,2,55834,-0.0245530395509914,0.0948386965366749,0.795868982855188
226,2,56422,-0.0464450733083587,0.0949851064107074,0.625165061033078
227,2,57715,-0.00997538655328034,0.0947025620850715,0.916170722337173
228,2,59046,-0.0455799907884218,0.0951522093933422,0.632219652417835
229,2,59191,-0.0478284424721375,0.0946039013981007,0.613477429399145
230,2,59383,-0.0879879682644933,0.0945494906913868,0.352695327275901
231,2,59477,-0.0410263919470513,0.0960649505223483,0.669589210052678
232,2,59755,0.285680015998289,0.215361863417443,0.185527817243684
233,2,60471,-0.0450835002592127,0.0947625236037416,0.634545048719065
234,2,60478,-0.040621083246848,0.0948764383168729,0.668805043693519
235,2,60786,-0.0312170467575232,0.0947304565788609,0.741946426681432
236,2,61035,-0.0522424162860182,0.0946973793119435,0.581518364060194
237,2,61071,-0.066334647930668,0.0942423116318332,0.481975708477065
238,2,61675,-0.0330279292972601,0.09456359177498,0.727097224547073
239,2,62776,-0.00643487418324634,0.0987176431957342,0.948063888413922
240,2,62939,-0.0533673343510422,0.0943737081023612,0.572100155483705
241,2,63527,-0.0679235510599051,0.0947018741196757,0.473703085128174
242,2,63857,-0.0730754527755691,0.094713072972727,0.440899782140475
243,2,65527,-0.0729717767122134,0.0944005180931305,0.440038562021688
244,2,67007,-0.109262085466121,0.103859479195551,0.293510706390796
245,2,67023,-0.477225652278595,0.213606766818916,0.0261000537090687
246,2,67024,-0.522399690064994,0.214100067328569,0.0151795635741755
247,2,67976,-0.0878509241883477,0.0957270920717095,0.359390656608063
248,2,69628,-0.104522848688335,0.0972700107190934,0.283303936224089
249,2,71825,-0.215204709953328,0.188053033278422,0.253240169379631
250,2,72389,0.040074268207439,0.0952262972830067,0.674133890322654
251,2,72392,0.00741240767067286,0.0958970491174084,0.938432284918312
252,2,73646,-0.00686107446273679,0.0939310588303521,0.941812692647443
253,2,74564,0.0199095876037958,0.0937413432446352,0.831926507497824
254,2,74739,0.0622298359362815,0.0939972434012249,0.508378216883481
255,2,79931,0.00907792861519385,0.106012267017153,0.931808360082633
256,2,80748,0.00916570735491612,0.0978173224308509,0.925398809810601
257,2,80873,0.0575165784968109,0.0942302657284036,0.542000702473182
258,2,81501,0.0593239233012371,0.0942113747136292,0.529305025980632
259,2,83526,0.0284134534794649,0.0941058914106332,0.762882729647182
260,2,83845,0.00884186805766352,0.0942063140083524,0.925276455845168
261,2,84412,0.20481270923054,0.237162680474566,0.388396328258938
262,2,84412,0.0224264808356413,0.11887866100626,0.850475409251078
263,2,84447,0.0797642838422517,0.0953157888525416,0.403247375895014
264,2,87391,0.0895895866205706,0.0936702073266122,0.33950639752236
265,2,87562,0.0940330903816223,0.0938955570869056,0.317288160822177
266,2,87849,0.0786235134994603,0.0939267693908306,0.403118163011229
267,2,87878,0.0803914614577083,0.0943269631677197,0.394645505580746
268,2,88125,-0.0180597780291734,0.104996108481396,0.863532744778825
269,2,89785,0.0224916345270393,0.0944268960984851,0.811871178498232
270,2,93441,-0.0420893984591726,0.0972277692458306,0.665355546668059
271,2,93588,-0.0916420885089341,0.100550173731048,0.362703154883394
272,2,93721,-0.0435844916559059,0.0941207366262377,0.643599526168246
273,2,93952,-0.0635375110337887,0.0938190879402564,0.498700843849036
274,2,95085,-0.0590822670625539,0.0939584326440247,0.529878282282688
275,2,103188,-0.00745375875446858,0.096292369500834,0.938343171197021
276,2,107124,-0.015741617150665,0.0940540771497157,0.867176554154543
277,2,111645,-0.0104571962188362,0.094116396308723,0.911592910425912
278,2,111916,-0.0263250249091038,0.0943294856652872,0.78035050207613
279,2,111931,-0.0190119485640617,0.094478727620512,0.840634683128864
280,2,111999,0.00991511707734258,0.0941433703999213,0.916182241051653
281,2,114528,-0.0412663969015983,0.0946611361621813,0.663148100771145
282,2,116024,-0.076123664282849,0.0948252349069553,0.422642902875403
283,2,119244,-0.0607888414524144,0.103391582236949,0.55694334476221
284,2,119246,-0.0436658675143673,0.104519791258534,0.676364851430461
285,2,119247,-0.0810563941079891,0.10521206508545,0.441572200063205
286,2,120090,-0.0459449794004869,0.094505271155574,0.62715316320934
287,2,120291,-0.0284409499285496,0.0956060181895827,0.766274491284234
288,2,120726,-0.0485706701951704,0.0950303992868376,0.609595887430426
289,2,121716,-0.112128664806948,0.0947698590478887,0.237538785817774
290,2,123100,-0.0460634294156982,0.09505696299508,0.628269423365663
291,2,124677,-0.123055291250488,0.0947314435117421,0.194794849272169
292,2,127636,0.00722503209988012,0.120099524955217,0.952063276714704
293,2,127887,-0.0670257679357652,0.0955420584725322,0.483433589078992
294,2,128935,-0.0956910888087862,0.0953823730523179,0.316433908008332
295,2,129053,-0.0822657889568644,0.0957089073917791,0.39062510675398
296,2,130040,-0.0794779245093403,0.0963009198386726,0.409754102161577
297,2,130976,-0.0634042902463927,0.0955490608951978,0.507393334522113
298,2,132199,-0.165991935831153,0.0956445874172799,0.083523555169414
299,2,133355,-0.144574620551745,0.0963948702180207,0.134555743739587
300,2,133435,-0.11353454512912,0.0967218969409965,0.241256619755016
301,2,133943,-0.0375037217636112,0.113443238966254,0.741146859770596
302,2,135183,-0.160175041858474,0.0965886497287507,0.0981408485882103
303,2,135402,-0.183078891329963,0.096458568610499,0.0585109000537724
304,2,135898,-0.190526421688921,0.0969346818227571,0.0501384423680828
305,2,135912,-0.189251331743197,0.0970141357330865,0.0518764917672243
306,2,135925,-0.184847206535666,0.0965940826872579,0.0564734875813433
307,2,136002,-0.224917821516039,0.0962798025913275,0.0200459992391429
308,2,136173,-0.215851507185801,0.0970298136816292,0.0267405926052832
309,2,138209,-0.130835778316639,0.100331536780223,0.193071525972119
310,2,138318,-0.150574911927725,0.0999663962931758,0.132895961817405
311,2,138695,-0.153325959777334,0.0982298685288835,0.11944588736056
312,2,138818,-0.159404114285679,0.0980210218704048,0.104794403586101
313,2,139728,-0.18284414502151,0.0977277721736237,0.0621785918452103
314,2,140174,-0.161584996267751,0.097833840921334,0.0994998883214303
315,2,140863,-0.192178859282265,0.0976370781990104,0.0498159658722479
316,2,141152,-0.149098785349923,0.0981275756587277,0.129547367387687
317,2,141292,-0.185676703790715,0.0972391836720449,0.0570100425367758
318,2,141545,-0.191298355635959,0.0976870191562969,0.0509846043240458
319,2,145823,-0.164156805908688,0.101585683259623,0.106999687666978
320,2,145934,-0.374013948317041,0.166815450018277,0.0255765762266132
321,2,145980,-0.199650911072178,0.102350838315903,0.0518893932977077
322,2,146723,-0.229536129144678,0.0972748749426132,0.0188351870683128
323,2,147946,-0.172174662174658,0.0985118098068198,0.0813756553824108
324,2,150394,-0.117242350675686,0.107595641704652,0.276607531244329
325,2,151274,-0.141837322898537,0.168661770913217,0.400941219921222
326,2,151397,-0.0948103273767449,0.0990560122340626,0.339152376275193
327,2,153035,-0.0910403844042795,0.0979849992092503,0.353458831412235
328,2,153228,-0.0452823826487718,0.0987912102993634,0.646972652531345
329,2,153455,-0.0756548364610579,0.0994850131430935,0.447484519425985
330,2,153732,-0.0237787914916008,0.10293408809758,0.817440959307638
331,2,153815,-0.114416480838122,0.0989973372701093,0.248563805409308
332,2,154160,-0.057946396984399,0.0980967558121827,0.555095051099793
333,2,154235,-0.0255526949764084,0.0991159513030601,0.79670679880832
334,2,155527,-0.0833987551665578,0.107497554608871,0.43837471520555
335,2,159870,-0.0180383509998576,0.0966169183836871,0.852003331755497
336,2,161229,-0.00748339831180522,0.0981039304812006,0.939239303332108
337,2,161451,0.0177979733435452,0.210067127057832,0.932527913790389
338,2,161451,0.153029746337716,0.210585415129318,0.467899137132716
339,2,162696,-0.021830862708891,0.0976757045867026,0.823272938799813
340,2,163284,-0.043444706329099,0.096360446992744,0.652369994596748
341,2,164166,-0.0334647857909924,0.0972668445724204,0.731012547627438
342,2,165270,-0.0624690125771836,0.0964077142078915,0.517427548693254
343,2,165675,-0.0607000847230452,0.0980060138426046,0.536084929920759
344,2,166404,-0.098125626760595,0.254087977457015,0.699590392562404
345,2,168012,-0.111670113948491,0.118383088501106,0.346175440788836
346,2,168062,-0.0389507780416674,0.0971559920759857,0.688729172169529
347,2,168518,-0.0489871169661109,0.0965865029744383,0.612342499478289
348,2,168980,-0.0301446073478389,0.0965624890835348,0.755090176274865
349,2,169651,-0.0495872120010574,0.0965856354838861,0.607991654224408
350,2,169902,0.209070742513475,0.161116799651724,0.195260230176788
351,2,169960,0.124189739237108,0.150286762001653,0.409162721811305
352,2,170725,-0.0400021948703595,0.0967702625469491,0.679584497133645
353,2,171254,-0.0604485727184351,0.0968969212674189,0.533132890660198
354,2,172242,-0.0484536713882218,0.095769584343103,0.613214511045017
355,2,173254,-0.0803432367467276,0.0949739370286957,0.398153501300209
356,2,173340,-0.0630699578425957,0.0949993623869462,0.507188492509575
357,2,173385,-0.0674689240199999,0.0950784071181508,0.478412279216837
358,2,173973,-0.0790918639430254,0.0948000203675439,0.404674949607004
359,2,174714,-0.359149339558185,0.242560689357369,0.139589795999499
360,2,177341,-0.052211589428901,0.0945292732863053,0.581070108605452
361,2,180314,-0.053791413275706,0.0945585091085461,0.569806727124699
362,2,180339,-0.0318101675542236,0.0948257309701594,0.737477962811059
363,2,182758,-0.0100236763357687,0.0944992119740634,0.915585847658541
364,2,183619,0.0231446890162611,0.0948648506603894,0.807391613818234
365,2,183913,0.0641860268829543,0.0972157469199634,0.509528415725515
366,2,184146,0.00320081146518147,0.0979280420177452,0.973943986608383
367,2,187176,-0.0380604611677962,0.0953678470073065,0.690067387603265
368,2,191066,0.00768583857669747,0.0961015702266259,0.93630150365096
369,2,191124,-0.219340839848664,0.120858223041026,0.0703939085583763
370,2,191128,0.186344016921976,0.111333046351145,0.0950649607235882
371,2,191599,0.0156486873163596,0.0947671934796224,0.868938003727078
372,2,191762,0.0371217877164652,0.0985023221070473,0.706502558549256
373,2,191763,0.0244463267043119,0.0951373000431048,0.797360605914184
374,2,191959,0.0133143119430342,0.0949113986931907,0.888517601685379
375,2,192390,-0.0387116845706114,0.0975114065179046,0.691609973631186
376,2,195759,-0.0283300842766137,0.095717148071827,0.767421605669313
377,2,196912,-0.0709820801792799,0.0941048220321144,0.451179547869432
378,2,197598,0.116170149088575,0.307511816050578,0.705825099639166
379,2,198110,-0.0554286017174975,0.0946990842297233,0.558711269735092
380,2,198283,-0.0369288127850821,0.0977053147085649,0.70568662660025
381,2,198805,0.0218628581238198,0.095146003460996,0.818394104859536
382,2,198891,-0.0160072013380561,0.0944080918952104,0.865458592746537
383,2,199248,-0.00949770739661737,0.0946262021833143,0.9201069328041
384,2,201782,-0.0589700464285806,0.0944591372092,0.532839350849484
385,2,203285,-0.0405025059083925,0.0941201652780198,0.667219946504571
386,2,203783,-0.0785803401417314,0.0938489803490472,0.402986943606508
387,2,204179,-0.0539143617343503,0.094125711575815,0.567150858101511
388,2,205406,-0.0151169285257051,0.0951335682414568,0.873836837706632
389,2,205834,-0.00275801408899257,0.0946811950612069,0.976777784631576
390,2,205965,0.0114498482607616,0.103455225218675,0.911937418132958
391,2,207192,-0.0483986639991391,0.0945576911653809,0.609081149799973
392,2,207561,-0.085666416602702,0.0940642197225272,0.363062977288149
393,2,208682,-0.0396388389551258,0.0939925587740922,0.673483796489488
394,2,210102,-0.0633369521748996,0.0941987361903586,0.501784333874761
395,2,212519,-0.0635118453718464,0.200589024815763,0.751714015350385
396,2,214801,-0.080711772503986,0.0941566042549846,0.391911647587062
397,2,215016,-0.111394806613916,0.0940140044759484,0.236864121760693
398,2,218876,-0.00374050735393461,0.0951744545559373,0.968672156808855
399,2,227511,-0.0522421102140862,0.0958079544073651,0.585905683548143
400,2,230378,-0.0680061247453528,0.0945711727216112,0.47255509919702
401,2,231943,-0.0514600844320879,0.0948722259678032,0.587875155843774
402,2,232156,-0.0567085141750279,0.0948248243657141,0.550200412305933
403,2,232789,-0.037432691890626,0.0945159079526117,0.692310018764711
404,2,238524,-0.0149086396684126,0.0946666186598912,0.874952110707186
405,2,241518,0.00410165767933757,0.0954915624324295,0.96576321342986
406,2,250396,-0.0271278245088233,0.0948298530669432,0.774993536202992
407,2,250466,-0.0558662247934015,0.0947607111924731,0.555869179278931
408,2,252305,-0.0305526451179942,0.0950447425713483,0.748055561784788
409,2,254571,-0.0955046055844344,0.0962596629779882,0.321801007735815
410,2,254742,-0.0787927558196678,0.0962153892023787,0.413384273043167
411,2,254908,-0.070081952558297,0.0969706711789221,0.470334842578639
412,2,255033,0.0198103748595801,0.113734693777947,0.861823395658652
413,2,255862,-0.0293164012318786,0.0964451978907112,0.761330203163824
414,2,255975,-0.0295855065306336,0.0960966726294716,0.758361056312418
415,2,258311,-0.0142310578346755,0.0945195407037698,0.880407178584142
416,2,259284,-0.0075949122432295,0.0948399830325341,0.936217949418425
417,2,266330,-0.0191431838907211,0.095243188968672,0.840820055844098
418,2,267100,0.0330732016906083,0.0952254272701733,0.728561800687294
419,2,268086,0.0603962028204513,0.095194378762444,0.526197252575899
