SNP,Chr,Pos,Effect,SE,TPO1_MID2_MTX_Fluconazole_avg_logratio_Fitness_minus_ref.GLM
93,1,127853,0.121526262972582,0.150371533982062,0.41953510057253
94,1,128302,0.151198761924572,0.149716322216155,0.313234137666832
95,1,128704,0.112396332969661,0.149962422360203,0.454057098521755
96,1,128911,0.139948448012094,0.149913369696993,0.351185103558491
97,1,130267,0.231455221475302,0.149520524686932,0.122522431372304
98,1,130271,0.226479761868102,0.149720746546669,0.131255392706146
99,1,130613,0.261233619271638,0.150969962243791,0.084438470618016
100,1,132012,-0.00229005655692593,0.151287026009645,0.987931303152607
101,1,133231,-0.00890197353650068,0.150212797885576,0.952776629354482
102,1,137074,-0.0239775425417709,0.149994481487194,0.873085809516754
103,1,137304,-0.103084039542714,0.149951706419497,0.492251709002988
104,1,139686,-0.115231926148838,0.150124009339573,0.443250892210557
105,1,149562,-0.142161191062988,0.15040180063404,0.345198515634061
106,1,150447,-0.0915947601391686,0.152184349759545,0.547648933541917
107,1,151446,-0.109171921057664,0.305833921077095,0.721331508213162
108,1,154084,-0.118457160953683,0.15260263823047,0.438123635488047
109,1,156633,-0.09506824968732,0.154744065306823,0.539374558069494
110,1,157269,-0.178398213328742,0.149659934503455,0.234052626815709
111,1,160054,-0.131981367187138,0.1512225242103,0.383385748505721
112,1,166222,-0.13794997324859,0.150086417025088,0.358651562738096
113,1,166416,-0.127512670713837,0.149807187954464,0.395247179046087
114,1,167326,-0.141990348117882,0.150623528882809,0.346487407476819
115,1,168836,-0.0907304740219933,0.150020603394205,0.545709245460509
116,1,171200,-0.0507604716803534,0.150298808837042,0.735767135776896
117,1,171431,-0.0326699936607104,0.151251569985755,0.829114285622118
118,1,173339,-0.0675606436895995,0.150042171800319,0.652786626764709
119,1,173845,-0.0851040099783888,0.149892417665679,0.570553930857285
120,1,175121,-0.028048147300413,0.149656066409327,0.851441076633235
121,1,175281,-0.0473740324939023,0.149769499079296,0.751951938182807
122,1,175315,-0.0546133909283561,0.149715354475875,0.715492956305718
123,1,175523,-0.0404107090852168,0.150576648487213,0.788568972955155
124,1,175541,-0.0511381450492737,0.149952713434918,0.733285032765631
125,1,175653,-0.0506232990891942,0.150427862175865,0.736672149553811
126,1,175805,-0.0438483722839814,0.158944425371479,0.782807538941819
127,1,175818,-0.0870953215706703,0.15524040167521,0.575129528640442
128,1,175856,-0.0891650534941708,0.152862118885904,0.560061283201056
129,1,175876,-0.0592317543362492,0.150559006346193,0.694252540148089
130,1,175989,-0.0296145797761894,0.151013446988717,0.844640370942357
131,1,176001,-0.0364090931838817,0.151796229241989,0.810581840764555
132,1,176451,0.0490779392915094,0.153611198348227,0.749540524344105
133,1,177692,-0.040319340855577,0.149728192010095,0.787868809923724
134,1,178191,-0.0397329937163742,0.149877333628692,0.791084529884015
135,1,178224,-0.040319340855577,0.149728192010095,0.787868809923724
136,1,178960,-0.0547478971764304,0.150911418681864,0.716985101021164
137,1,179139,0.0578536058721966,0.299141921473379,0.84675810275777
138,1,179139,-0.597979945851525,0.601670683506854,0.320968952807401
139,1,180955,-0.118452306737734,0.173225833165881,0.494548325702041
140,1,183802,-0.0171036082315503,0.149759658949104,0.909138595625234
141,1,183954,-0.000870410432611463,0.150852732192956,0.995399542968618
142,1,184450,0.0807612836975163,0.149470135785716,0.58931903135442
143,1,184641,0.0813912761387817,0.15382243644185,0.59705139482508
144,1,184718,0.0369790994459766,0.150368650816675,0.805884818189203
145,1,185296,0.0850626370735336,0.14967511190146,0.570182313414855
146,1,185438,0.0777065152910153,0.149693515232647,0.604013451589363
147,1,185469,0.0710676062497074,0.149919049942415,0.635764550082468
148,1,185503,0.0908753588945554,0.149500662257291,0.543671695804021
149,1,185705,0.0628471548853511,0.151213642658755,0.677941874632656
150,1,185749,0.0689021803053547,0.151206169925882,0.648897655494524
151,1,185806,0.0185404461123785,0.151449382252755,0.902635997282091
152,1,185879,0.0663771626011656,0.152143421456872,0.662900148447503
153,1,185916,0.0830518987239707,0.152050978029507,0.585266029171789
154,1,185941,0.106239820798534,0.152673176282332,0.486971661555298
155,1,185954,0.1091098643831,0.153113941588241,0.47656055113434
156,1,186055,0.0842830416980653,0.150098972409527,0.574801828041056
157,1,186896,0.0518626143851096,0.152602949982038,0.734169138914534
158,1,187697,-0.170350291484334,0.311138573378291,0.584377018706961
159,1,189392,0.2317086789489,0.312659484427507,0.459131841534096
160,1,189416,0.0951082530778269,0.302633935088032,0.753502921522829
161,1,190132,0.214962388184177,0.149920534905812,0.152502479395992
162,1,190148,0.2091018813371,0.149989484611793,0.164161185178886
163,1,190165,0.219990063570833,0.151104572193438,0.146314686923388
164,1,190169,0.229761449854934,0.150873757254777,0.128685985986942
165,1,190933,0.0635362036399776,0.150102956041984,0.672345717610168
166,1,192149,0.204279504358702,0.150977556816329,0.176906990788246
167,1,192302,0.203696812550137,0.199569418054552,0.308104356402124
168,1,192303,0.107468699725542,0.180363379048557,0.551660317332217
169,1,192305,0.142101186624558,0.187371086927233,0.448720935173178
170,1,192315,-0.0215698090546601,0.21272590855586,0.919292736796299
171,1,192795,0.120503290517793,0.149719497562201,0.421442012225584
172,1,194020,-0.0290001908591453,0.157836862872101,0.854326671125833
173,1,194187,0.000693249512562721,0.14998096030645,0.996314602134711
174,1,194867,-0.208051847886702,0.14948976977081,0.164875519602518
175,1,197325,-0.166977641122303,0.153299715154118,0.276798398301216
176,1,197392,-0.209632340283394,0.155130190375197,0.177454595552607
177,1,198857,-0.937492694563958,0.71703325431086,0.191907267114463
178,1,206666,-0.117897052878456,0.168468311241434,0.484502272667088
179,1,206675,-0.0187688448383572,0.219480811142136,0.931900656903968
180,1,223051,-9.58880570656184e-06,0.173712737116765,0.999955988583837
181,1,223059,-0.133365832022939,0.18024220820862,0.459836916675579
182,2,7366,-0.0879419751538766,0.217358755685107,0.686021259878943
183,2,8180,0.494768714282525,0.298166386379873,0.0979291308027788
184,2,8187,0.0814342037837292,0.311240474662972,0.793748512553125
185,2,8250,0.380488584930054,0.305996017179101,0.214529827254856
186,2,8253,0.401606524550493,0.305919555311238,0.190108312642265
187,2,8285,0.167372271873929,0.166021246548458,0.314078910284013
188,2,8302,0.127954872086537,0.155480953645476,0.411085357070948
189,2,8306,0.127954872086537,0.155480953645476,0.411085357070948
190,2,8314,0.12998267370165,0.152280304889469,0.393919304900347
191,2,8317,0.122959068452921,0.155776467761314,0.43044888859901
192,2,8328,0.122483507357977,0.155079381978876,0.430167967101243
193,2,8331,0.127901255814363,0.154774906645583,0.409152732217777
194,2,8498,0.139903985534302,0.152031879913064,0.35808207135304
195,2,8651,0.135753092646897,0.152185219134328,0.372986921713335
196,2,9418,-0.149113707761378,0.387401442660907,0.70053777564311
197,2,9812,0.122165061779673,0.153123926341218,0.425512329503266
198,2,9932,0.10616039620917,0.152553262065529,0.486955179997144
199,2,10135,0.141586143528253,0.151886409912085,0.351878352121823
200,2,11616,0.165130891964974,0.15165736656135,0.276966414168419
201,2,12133,0.177345531198815,0.152223373420338,0.244791570301134
202,2,12194,0.166633191388725,0.152848415324454,0.276374868568473
203,2,12359,0.1429781611781,0.152468071119046,0.349009916922968
204,2,13061,0.14168597101303,0.152460240151879,0.353352817440435
205,2,14298,0.134431467257162,0.152960929108361,0.380074228904365
206,2,15222,0.13928150611105,0.154443592128407,0.367763318181376
207,2,17986,0.196785150181223,0.151550331751039,0.194969910706071
208,2,19770,0.154052829916969,0.152742217830734,0.313866672677614
209,2,19836,0.127463858010567,0.152390959964657,0.403480775432946
210,2,19851,0.146222613292034,0.152790434633519,0.339215052130221
211,2,21595,0.151663396338106,0.152142652068946,0.319520168417334
212,2,22385,0.15741309065137,0.152270489059859,0.30195008657297
213,2,23441,0.0982214822807932,0.153893210953683,0.523728418960936
214,2,24209,0.0864984230756003,0.152644664396777,0.571301765034634
215,2,24341,0.110103197923205,0.152963077752981,0.472122933808312
216,2,26815,0.0979828049874256,0.152802887048508,0.521785070980376
217,2,28209,0.102550091381347,0.152845876037737,0.502698848645562
218,2,28695,-0.0330884160274372,0.159772880310286,0.836053849051696
219,2,35849,-0.831130465155501,1.63749423754225,0.612077246638884
220,2,35850,-0.851577338681389,2.00290388281912,0.670970832157932
221,2,41245,0.0582221047992217,0.152325127847631,0.702526276445985
222,2,43214,-0.0529097653154763,0.15480115837375,0.732710969827132
223,2,47104,-0.0175219255013715,0.150507694085823,0.907386837316122
224,2,50915,0.121085886308442,0.151852692248192,0.425760332948242
225,2,55834,0.0833317799343047,0.151222045951156,0.58194404816171
226,2,56422,0.108604046094487,0.1514472736414,0.473781703427491
227,2,57715,0.0956606657593787,0.150972116180376,0.526731765033731
228,2,59046,0.116846240665381,0.151694674551849,0.441653433418547
229,2,59191,0.082349426322302,0.15088917890336,0.585574959817642
230,2,59383,0.0910555490221545,0.150918501229457,0.546668317072627
231,2,59477,0.0678639413768191,0.153225666285119,0.658107965211644
232,2,59755,-0.0140222259374418,0.344367810821605,0.967543135608853
233,2,60471,0.104537033014513,0.151097257690824,0.489484685393187
234,2,60478,0.109925085174567,0.151259091384553,0.467870717047153
235,2,60786,0.119323910930371,0.150989796685531,0.429896014972571
236,2,61035,0.143728860170672,0.15091864777384,0.341566155180939
237,2,61071,0.154496086013497,0.150201979893582,0.304377173463228
238,2,61675,0.134004601566642,0.150691272149803,0.374465816668
239,2,62776,-0.0070699495576817,0.157460336630098,0.964212504099218
240,2,62939,0.0832247880919659,0.150534041426822,0.580706760788033
241,2,63527,0.122103053163872,0.151024735945721,0.419349043206615
242,2,63857,0.103737898514853,0.151098817937879,0.492812882336065
243,2,65527,0.0506779843482371,0.1506770420504,0.736817994666984
244,2,67007,0.0790583504220815,0.165867463856865,0.63391648075462
245,2,67023,-0.0409702196948576,0.343107467001153,0.905019026696728
246,2,67024,0.025835208050669,0.344365874207575,0.94023926237936
247,2,67976,0.0256200003437815,0.152865711299553,0.866995451345349
248,2,69628,0.0714587470690264,0.155357787201868,0.645826351159313
249,2,71825,-0.079628644256502,0.300480494632255,0.791160770866477
250,2,72389,0.2266666014084,0.151449304124946,0.135377897077475
251,2,72392,0.136630753126847,0.152789173700621,0.371800816367943
252,2,73646,0.225325954994554,0.149345357619672,0.132255203528265
253,2,74564,0.220312739947643,0.149071452420704,0.140326134414712
254,2,74739,0.236852324564243,0.149493011928602,0.114004845320577
255,2,79931,0.327490908751084,0.168196128717372,0.052318171042851
256,2,80748,0.139819781797976,0.155848144232693,0.370248209062032
257,2,80873,0.227079180368117,0.14989505861712,0.130687275312474
258,2,81501,0.216949815605026,0.149912424685435,0.148734794830511
259,2,83526,0.262373788864803,0.149472307723734,0.0800696215841455
260,2,83845,0.255010960732731,0.149651661673999,0.0892554361480673
261,2,84412,0.145763874484182,0.37860688238403,0.700468839632057
262,2,84412,0.213060864069522,0.189287898314655,0.261103125552596
263,2,84447,0.220732324012139,0.151730277998779,0.146622168402164
264,2,87391,0.230154690119607,0.149100004839463,0.123574856541913
265,2,87562,0.227528561318546,0.149491253013257,0.128899524677444
266,2,87849,0.230788214181115,0.149462844700565,0.123455814382716
267,2,87878,0.203193508771181,0.150222394114638,0.177043480595484
268,2,88125,0.297128437282098,0.166733017092089,0.0755987366686324
269,2,89785,0.190259662250298,0.15028719379309,0.206357275851478
270,2,93441,0.174626673055853,0.154845877420163,0.260193535340623
271,2,93588,0.155762933866941,0.160357249532379,0.332039365499992
272,2,93721,0.169883926505991,0.149900662578606,0.25785319587534
273,2,93952,0.159367722747734,0.149503135456432,0.28716010255689
274,2,95085,0.191257706338932,0.149606635942338,0.201946950578496
275,2,103188,0.144791609388548,0.15339924561672,0.345872779144148
276,2,107124,0.116097945827001,0.149899848571239,0.439151586471633
277,2,111645,0.217011012783044,0.149678237610296,0.147988181374887
278,2,111916,0.193367827304673,0.150124720953504,0.198572982849799
279,2,111931,0.206904465742991,0.150304302528631,0.169517566375944
280,2,111999,0.239053743979722,0.149625988624425,0.111009980795596
281,2,114528,0.0954236754413361,0.150944712959881,0.527680884362425
282,2,116024,0.142320500288204,0.151199615061626,0.347207360454686
283,2,119244,0.0309134697599807,0.164987541846554,0.851479359218597
284,2,119246,0.0609750756325019,0.166724196726348,0.714789936035956
285,2,119247,0.0586875951665116,0.167930760454322,0.726941158061344
286,2,120090,6.08655230648347e-05,0.150791339938234,0.999678169326359
287,2,120291,0.000999758677806883,0.152515737353456,0.994773512782255
288,2,120726,-0.0325891020003257,0.151624645226716,0.829943867227697
289,2,121716,-0.000627744498095995,0.15146234695533,0.996695471711767
290,2,123100,-0.00375497195998986,0.151671152031278,0.980262519595169
291,2,124677,0.0470218753972466,0.151441672086215,0.756367838689749
292,2,127636,-0.166223886481058,0.191361640974124,0.385635646650378
293,2,127887,0.148878283210797,0.152294804009082,0.328958279742435
294,2,128935,0.176017646420323,0.152068337069701,0.247854639868308
295,2,129053,0.148833884616074,0.152614967196426,0.330116633661695
296,2,130040,0.144195061677598,0.153561495972507,0.348370066301291
297,2,130976,0.0310244838145672,0.152491869578403,0.838900483899042
298,2,132199,0.0893112968990528,0.153133862916912,0.560115136831093
299,2,133355,0.121077122354748,0.15410932833563,0.432595291156871
300,2,133435,0.0915030376438077,0.154500577465997,0.554062038473358
301,2,133943,0.124505210564643,0.180854583312715,0.491635978501318
302,2,135183,0.0723359212775776,0.154615004428221,0.64018384377125
303,2,135402,0.0503273219837552,0.154616367271787,0.744997025885683
304,2,135898,0.0511521219063136,0.155435838096795,0.742284076979427
305,2,135912,0.0715861777327675,0.155527845296194,0.645599473511342
306,2,135925,0.0652981912133701,0.154830765670677,0.673472155471849
307,2,136002,0.0524947188369036,0.154728665080194,0.734608451931855
308,2,136173,0.0752125084831798,0.155797328437229,0.629566353833331
309,2,138209,0.196784179416312,0.160076805262137,0.21977399526705
310,2,138318,0.198557251101277,0.159613780339674,0.21433025696146
311,2,138695,0.151744425860834,0.157014000025342,0.334486281249805
312,2,138818,0.107716504778282,0.156828505636243,0.492632845450064
313,2,139728,0.0997345948811392,0.156561954321131,0.524518487878876
314,2,140174,0.0457594112465913,0.156632985624875,0.770348029943577
315,2,140863,0.0513939701509261,0.156564661895408,0.742909449460047
316,2,141152,0.0354118978210398,0.157018336001285,0.82169971712041
317,2,141292,0.0690174723376182,0.155857297048194,0.658163713739097
318,2,141545,0.0720366364392038,0.156613088819332,0.645824071978058
319,2,145823,0.219710160614851,0.162211755904879,0.176454360180003
320,2,145934,0.289116513082187,0.267525095215834,0.280564794684718
321,2,145980,0.209912328233157,0.163751795816125,0.200721365116786
322,2,146723,0.164280799430945,0.156132806419039,0.293433802377874
323,2,147946,0.20606674589086,0.157428326044116,0.191400728386139
324,2,150394,0.26728339509422,0.17131946500527,0.119621402571375
325,2,151274,-0.242507974056792,0.268984248088816,0.367900351714684
326,2,151397,0.211309019270076,0.157804165658345,0.181413218336677
327,2,153035,0.256738938174511,0.155884440440696,0.100451527882455
328,2,153228,0.241320637319427,0.157099883497214,0.125410427951922
329,2,153455,0.183753572609202,0.15851233051917,0.247142590156295
330,2,153732,0.20003604706611,0.163852157395814,0.222964247535276
331,2,153815,0.243238000305199,0.15767384295578,0.123807904917475
332,2,154160,0.226225546205318,0.156083061281743,0.148115925091114
333,2,154235,0.179026050309035,0.157822659244796,0.257417697058075
334,2,155527,0.149081442640565,0.171426838092943,0.385082347544483
335,2,159870,0.169283407551058,0.153853080069672,0.271954405122711
336,2,161229,0.140138559086593,0.156304358367624,0.370556833538687
337,2,161451,0.161924023456026,0.334960680779752,0.629102912378753
338,2,161451,0.166158240844155,0.336029618552984,0.621278351458528
339,2,162696,0.112391938176158,0.155694037823475,0.470848024633479
340,2,163284,0.153333233259431,0.153527475345631,0.31860729215986
341,2,164166,0.0997282047883037,0.155080936170635,0.52059489234005
342,2,165270,0.204029489909727,0.153483116049054,0.184598060922348
343,2,165675,0.162255490005315,0.156171070806367,0.299534468556434
344,2,166404,-0.71840590643655,0.403561911828477,0.0759093920837088
345,2,168012,0.197157578648516,0.188773659529263,0.297009237333679
346,2,168062,0.160806028714667,0.154767722731015,0.299508778168129
347,2,168518,0.109286238086975,0.154006873098568,0.478408749898073
348,2,168980,0.129055457262775,0.153890291883229,0.402250162472847
349,2,169651,0.214226390841898,0.153694316227905,0.164240569427758
350,2,169902,0.307424307168741,0.25708179758338,0.232568319162797
351,2,169960,-0.0511439793067119,0.239931602467386,0.831324700771632
352,2,170725,0.250845390829445,0.153812656502403,0.103813789948394
353,2,171254,0.227263151790617,0.154167066558873,0.141336320625883
354,2,172242,0.141388935503504,0.152627496461668,0.354888662318786
355,2,173254,0.186518713003537,0.151316605434745,0.218530871952197
356,2,173340,0.182009854687952,0.151313769823882,0.229835187038138
357,2,173385,0.18091804682616,0.151457399191599,0.233078799236269
358,2,173973,0.214281718580024,0.150929731859028,0.156564455570133
359,2,174714,0.0400512519429446,0.388090791081127,0.917862265742464
360,2,177341,0.260467271780069,0.150205907805634,0.0837790357324363
361,2,180314,0.213316834611548,0.150467172566741,0.157161377459899
362,2,180339,0.214619120340964,0.150844241690871,0.155681214483433
363,2,182758,0.212408319084326,0.150309059633079,0.158494582217713
364,2,183619,0.178571658833835,0.151028421875168,0.237854241955018
365,2,183913,0.16642436709078,0.154906901598812,0.283399257610067
366,2,184146,0.210189077514484,0.155799484243517,0.178169577360108
367,2,187176,0.119744714229558,0.152017507211455,0.431398781065988
368,2,191066,0.160413113042118,0.15305049383682,0.29530693351785
369,2,191124,0.149569352825507,0.193508819912963,0.440079266287043
370,2,191128,-0.0726458196799298,0.178243401669999,0.683839923677455
371,2,191599,0.0957150684049767,0.151078633611661,0.526788259532161
372,2,191762,0.154027914456448,0.156934009918581,0.327027270540744
373,2,191763,0.1205843658349,0.151627423775901,0.426992299875027
374,2,191959,0.0952148320729321,0.151308054006673,0.529574090047297
375,2,192390,0.124597536068684,0.155429133907945,0.423303027573059
376,2,195759,-0.0367819368603666,0.152680283342361,0.809766103336938
377,2,196912,-0.126920299886725,0.150071097239599,0.398273793055983
378,2,197598,-0.0130235561189345,0.490596189169282,0.978836536058947
379,2,198110,-0.157666224555838,0.150890133750569,0.296780746095256
380,2,198283,-0.088961594567992,0.155804720869077,0.568375575767582
381,2,198805,-0.117175999441526,0.151646043538955,0.440220502916903
382,2,198891,-0.125599595342099,0.150443557810909,0.404360118783156
383,2,199248,-0.132160173905047,0.150771930000782,0.381323478424365
384,2,201782,-0.166552023568285,0.150489585741361,0.269162331820444
385,2,203285,0.0124698646583652,0.150164525159603,0.933865730484654
386,2,203783,-0.0164798217376144,0.149840075276213,0.912485563425979
387,2,204179,-0.0331405157683173,0.150194862813962,0.8254924285931
388,2,205406,-0.0258539449254143,0.151742238020841,0.864808378678045
389,2,205834,-0.038717277696013,0.151007612787221,0.797796836952162
390,2,205965,-0.0327389059267534,0.165010194043823,0.842842143176447
391,2,207192,-0.00809962917853468,0.150879837876417,0.957218375481539
392,2,207561,0.0201752857353141,0.150209706894355,0.893230727542202
393,2,208682,0.0138369599008058,0.14995903451468,0.926534594910987
394,2,210102,-0.0385122612207202,0.150334153663042,0.797962833208433
395,2,212519,0.412802646992136,0.319240308235216,0.196829661044345
396,2,214801,-0.0375865864794634,0.150327661669241,0.802708763910434
397,2,215016,-0.0311142690574133,0.150246064916237,0.836059957800539
398,2,218876,-0.0985887206575223,0.151717882442534,0.51623365698727
399,2,227511,-0.0651039693576227,0.152843803230167,0.670403154020376
400,2,230378,-0.115418888203229,0.150831397361368,0.444653083814462
401,2,231943,-0.114669471529784,0.151266169420879,0.448918317896106
402,2,232156,-0.123638660951553,0.151184038331193,0.414021712483772
403,2,232789,-0.123015565674294,0.150649125472984,0.414724881767156
404,2,238524,-0.116392267399033,0.150876418207112,0.440961616888802
405,2,241518,-0.132953376526743,0.152149997679676,0.382804398306635
406,2,250396,-0.124221860479798,0.151131587130733,0.41166298526315
407,2,250466,-0.104070641286934,0.151121237003813,0.491491718236224
408,2,252305,-0.17158798656435,0.15134826215409,0.257677399256811
409,2,254571,-0.11216035249061,0.153637226184402,0.465853765933777
410,2,254742,-0.0929650289517077,0.153534612202164,0.545236683716004
411,2,254908,-0.0696023029622748,0.154743377389114,0.653136638228582
412,2,255033,-0.0531699622363934,0.181398547299874,0.769609318779389
413,2,255862,-0.158380413448261,0.153624194029313,0.303265373453014
414,2,255975,-0.135165675543626,0.153130931468059,0.378009651139775
415,2,258311,-0.235410780173393,0.150246942938125,0.118051383480546
416,2,259284,-0.108513388632587,0.151165847097367,0.473328707201506
417,2,266330,-0.097619200057286,0.151837723032237,0.520694711745867
418,2,267100,-0.121321962375882,0.151778220754587,0.424632494593624
419,2,268086,-0.0397827037924299,0.151911837733426,0.793566541184516
420,2,274614,0.00925408321258092,0.151002742338761,0.951167551311978
421,2,274729,0.000774712452050297,0.151829467702157,0.995931680380392
422,2,275746,0.0261655430766587,0.151756804243592,0.86320805020281
423,2,277029,0.0333955318920647,0.151047488858832,0.825147904911837
424,2,277741,0.0221149319856316,0.151112666255759,0.88373075944706
425,2,278218,0.0340095083765011,0.150833446183196,0.821738513569484
426,2,278379,0.0473101780567428,0.154556807596614,0.759707286857253
427,2,279910,0.0335663858065107,0.150780756132127,0.823962219588752
428,2,280616,0.0179374091082215,0.157378491352763,0.909321422416367
429,2,283431,-0.040404029156823,0.15298471368734,0.791853123328625
430,2,283573,-0.0554138915958085,0.151135725659811,0.714099887337239
431,2,286762,-0.0262790413052582,0.151544984096497,0.86243049937234
432,2,287187,-0.076875062958348,0.150788804404792,0.6104965580186
433,2,288379,-0.0353965262502361,0.14968931510127,0.813207758898895
434,2,294941,-0.209457134472222,0.149375287550773,0.161728082970777
435,2,296073,-0.188305286916614,0.153609259780177,0.22106403749562
436,2,296082,-0.195273181852847,0.154720891224845,0.207746158902633
